date,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,CO_mean,PM25_mean,TEMP_max,TEMP_mean,TEMP_min
2014-09-15,22.792,34.0,11.208,2.458,21.52,3.542,16.917,,,
2014-09-16,22.021,34.75,12.729,1.542,20.166,3.667,15.375,,,
2014-09-17,23.188,36.92,13.733,2.0,25.146,4.217,22.5,,,
2014-09-18,23.688,41.708,18.021,1.542,18.167,4.167,16.542,,,
2014-09-19,24.98,48.646,23.666,1.208,20.458,4.542,18.833,,,
2014-09-20,26.812,43.688,16.875,0.75,15.895,4.625,15.125,,,
2014-09-21,23.208,33.312,10.104,1.792,22.625,4.917,20.292,,,
2014-09-22,28.833,46.708,17.875,2.833,24.28,4.917,23.13,,,
2014-09-23,23.646,33.604,9.958,1.75,28.084,3.875,22.708,,,
2014-09-24,15.458,31.084,15.625,0.25,18.084,3.167,14.125,,,
2014-09-25,15.839,22.703,6.864,0.435,14.812,2.875,9.583,,,
2014-09-26,18.896,30.438,11.542,0.542,15.938,4.208,12.708,,,
2014-09-27,25.75,42.166,16.416,1.292,23.854,5.208,17.042,,,
2014-09-28,19.312,25.854,6.542,1.458,24.125,5.083,20.875,,,
2014-09-29,25.292,41.229,15.938,1.458,38.979,5.458,33.042,,,
2014-09-30,25.938,43.125,17.188,2.042,37.128,5.167,29.667,,,
2014-10-01,24.364,43.326,18.962,1.0,22.042,4.609,17.833,,,
2014-10-02,21.542,39.917,18.375,0.542,28.0,4.417,20.625,,,
2014-10-03,15.583,21.312,5.729,0.833,25.166,3.875,22.208,,,
2014-10-04,16.312,25.771,9.458,0.708,18.271,4.25,14.083,,,
2014-10-05,12.958,18.0,5.042,1.25,13.27,3.25,9.917,,,
2014-10-06,10.576,16.956,6.38,0.208,15.549,2.083,12.875,,,
2014-10-07,19.706,31.488,11.782,0.652,14.021,3.5,13.25,,,
2014-10-08,26.146,55.958,29.812,1.208,19.104,5.542,17.958,,,
2014-10-09,28.812,49.271,20.458,1.458,23.416,4.625,20.083,,,
2014-10-10,22.604,40.021,17.416,1.792,26.729,5.083,22.125,,,
2014-10-11,23.958,37.792,13.834,1.792,24.25,4.917,21.125,,,
2014-10-12,13.312,17.854,4.542,1.083,22.208,3.542,18.917,,,
2014-10-13,8.938,13.146,4.208,0.125,14.208,2.333,8.5,,,
2014-10-14,10.875,19.604,8.729,0.167,14.146,2.167,12.458,,,
2014-10-15,18.64,30.149,11.509,0.5,14.312,3.696,15.042,,,
2014-10-16,20.125,36.292,16.167,0.625,27.542,4.25,25.583,,,
2014-10-17,27.125,52.354,25.23,1.25,21.271,4.917,19.667,,,
2014-10-18,29.958,49.833,19.875,1.583,18.5,5.25,17.167,,,
2014-10-19,23.458,30.688,7.23,1.458,22.625,4.75,20.375,,,
2014-10-20,37.625,66.729,29.104,4.167,27.188,5.542,25.583,,,
2014-10-21,24.304,45.29,20.986,1.5,29.771,5.417,26.125,,,
2014-10-22,20.642,35.938,15.296,0.522,13.688,3.933,10.5,,,
2014-10-23,20.02,35.062,15.042,1.0,14.729,3.708,13.625,,,
2014-10-24,30.438,63.708,33.271,1.667,22.958,5.417,20.75,,,
2014-10-25,27.083,45.916,18.834,1.542,34.208,5.583,33.125,,,
2014-10-26,23.75,35.5,11.75,2.083,34.812,4.875,29.125,,,
2014-10-27,16.417,27.521,11.104,0.958,26.917,3.25,20.375,,,
2014-10-28,23.312,41.625,18.312,1.042,16.375,4.458,19.609,,,
2014-10-29,30.895,62.654,31.759,1.458,20.604,5.826,22.083,,,
2014-10-30,31.188,54.98,23.792,2.75,31.125,5.958,27.917,,,
2014-10-31,29.312,52.396,23.084,1.958,31.458,5.708,28.292,,,
2014-11-01,23.562,51.438,27.875,0.958,23.333,5.5,20.208,,,
2014-11-02,5.0,5.75,0.75,0.208,17.458,2.625,16.583,,,
2014-11-03,12.583,17.771,5.188,0.917,15.5,2.625,13.875,,,
2014-11-04,25.826,53.848,28.022,0.391,16.302,4.75,16.083,,,
2014-11-05,33.834,69.875,36.042,1.583,21.125,5.958,23.042,,,
2014-11-06,30.188,64.75,34.562,1.125,20.583,5.958,20.458,,,
2014-11-07,34.458,67.334,32.875,1.417,33.416,6.833,32.875,,,
2014-11-08,24.354,40.166,15.812,1.083,35.25,5.167,30.25,,,
2014-11-09,18.271,26.417,8.146,0.333,23.854,5.0,21.167,,,
2014-11-10,24.5,43.666,19.166,0.958,22.004,5.042,20.5,,,
2014-11-11,28.542,63.646,35.104,0.708,22.854,6.5,22.625,,,
2014-11-12,9.962,13.214,3.25,1.083,28.0,3.261,25.833,,,
2014-11-13,10.896,16.812,5.916,0.042,10.812,2.167,9.667,,,
2014-11-14,13.208,20.062,6.854,0.25,11.729,2.75,11.958,,,
2014-11-15,17.458,24.104,6.646,1.125,11.542,3.833,14.792,,,
2014-11-16,20.562,30.604,10.042,0.875,13.91,5.125,17.458,,,
2014-11-17,22.521,39.75,17.229,1.792,23.986,4.625,24.333,,,
2014-11-18,21.24,30.979,9.738,1.565,21.542,4.333,22.167,,,
2014-11-19,28.458,54.166,25.708,1.125,20.771,5.958,23.5,,,
2014-11-20,29.5,61.438,31.938,1.375,21.166,6.083,22.583,,,
2014-11-21,37.021,75.729,38.708,3.0,28.479,7.5,30.792,,,
2014-11-22,34.542,68.104,33.562,2.583,30.729,7.208,31.417,,,
2014-11-23,25.271,42.812,17.542,0.625,23.0,7.125,23.625,,,
2014-11-24,25.834,43.958,18.125,1.5,25.333,5.458,25.917,,,
2014-11-25,24.625,44.979,20.354,0.625,18.02,4.708,15.583,,,
2014-11-26,23.75,39.992,16.241,0.833,20.479,4.261,19.125,,,
2014-11-27,28.375,66.854,38.48,0.375,12.958,7.375,15.167,,,
2014-11-28,25.104,52.75,27.646,2.583,19.167,4.667,16.0,,,
2014-11-29,16.312,23.958,7.646,0.042,14.25,4.625,12.292,,,
2014-11-30,17.958,27.25,9.292,0.375,9.854,4.833,9.375,,,
2014-12-01,8.834,11.812,2.979,0.083,18.0,2.667,13.083,,,
2014-12-02,11.312,16.334,5.021,0.042,9.562,2.167,9.542,,,
2014-12-03,8.954,13.872,4.916,0.217,15.316,2.542,14.158,,,
2014-12-04,12.834,17.854,5.021,1.167,16.812,3.042,13.292,,,
2014-12-05,12.292,18.146,5.854,0.75,9.938,2.792,10.167,,,
2014-12-06,12.834,17.771,4.938,1.0,11.604,2.75,10.875,,,
2014-12-07,14.292,19.458,5.167,0.708,13.0,3.917,12.667,,,
2014-12-08,27.98,59.104,31.125,0.5,16.021,6.083,16.708,,,
2014-12-09,31.176,66.763,35.587,1.091,21.879,7.0,19.708,,,
2014-12-10,27.382,57.443,30.061,1.708,16.586,5.136,14.542,,,
2014-12-11,15.333,20.0,4.666,1.0,26.479,4.208,22.25,,,
2014-12-12,17.729,25.896,8.166,1.5,21.229,3.583,20.958,,,
2014-12-13,11.25,15.208,3.958,1.542,12.812,2.708,12.917,,,
2014-12-14,10.542,13.855,3.312,1.167,9.042,2.667,10.083,,,
2014-12-15,28.375,60.416,32.042,1.417,19.396,5.833,21.25,,,
2014-12-16,15.057,24.983,9.926,1.696,17.292,3.458,16.25,,,
2014-12-17,10.396,16.125,5.729,0.667,8.896,2.542,9.917,,,
2014-12-18,15.792,24.917,9.125,0.458,9.188,3.333,9.042,,,
2014-12-19,26.958,56.0,29.042,2.708,12.188,5.0,14.125,,,
2014-12-20,21.125,42.292,21.167,2.292,30.104,5.083,26.875,,,
2014-12-21,9.021,12.166,3.146,0.625,10.688,2.625,11.167,,,
2014-12-22,10.778,16.904,6.126,0.739,12.729,2.792,14.167,,,
2014-12-23,17.354,28.479,11.125,0.792,17.542,4.5,18.25,,,
2014-12-24,23.374,53.395,30.021,0.583,29.167,5.435,25.125,,,
2014-12-25,19.292,28.417,9.125,1.833,19.062,3.208,19.875,,,
2014-12-26,26.771,60.958,34.188,1.375,15.25,5.083,15.917,,,
2014-12-27,29.479,72.042,42.562,0.792,14.208,6.667,16.833,,,
2014-12-28,28.458,47.98,19.521,2.375,18.708,6.167,22.083,,,
2014-12-29,13.646,18.354,4.708,3.125,29.708,3.792,31.458,,,
2014-12-30,16.438,20.396,3.958,4.208,47.25,5.208,45.625,,,
2014-12-31,13.625,17.854,4.229,2.417,32.604,3.833,27.917,,,
2015-01-01,13.104,20.98,7.875,0.833,29.146,5.208,27.042,,,
2015-01-02,11.021,14.542,3.521,0.958,22.0,4.292,20.375,,,
2015-01-03,17.354,25.292,7.938,0.417,25.625,5.458,21.0,,,
2015-01-04,18.896,23.125,4.229,1.958,58.52,6.0,46.958,,,
2015-01-05,33.438,72.542,39.104,1.667,39.708,8.167,34.917,,,
2015-01-06,33.0,66.598,33.598,2.083,22.479,6.217,21.25,,,
2015-01-07,15.479,22.25,6.771,1.261,21.916,3.417,20.417,,,
2015-01-08,10.979,16.021,5.042,0.542,12.5,2.667,11.417,,,
2015-01-09,11.562,17.562,6.0,0.792,13.354,3.0,13.375,,,
2015-01-10,10.792,14.292,3.5,0.833,12.25,3.25,12.833,,,
2015-01-11,22.52,37.334,14.812,1.583,18.292,5.083,17.167,,,
2015-01-12,17.25,27.25,10.0,1.458,11.979,3.167,11.0,,,
2015-01-13,8.996,12.354,3.358,0.478,9.02,2.542,9.667,,,
2015-01-14,11.979,17.562,5.584,0.792,12.812,2.917,12.708,,,
2015-01-15,23.208,41.646,18.438,3.208,24.188,5.708,24.583,,,
2015-01-16,30.896,54.021,23.125,2.917,37.625,6.708,34.667,,,
2015-01-17,23.084,31.23,8.146,1.042,28.75,5.0,24.542,,,
2015-01-18,11.75,16.688,4.938,0.958,12.521,2.875,12.167,,,
2015-01-19,7.562,10.708,3.146,0.417,7.375,2.083,7.125,,,
2015-01-20,16.958,26.092,9.134,0.833,13.125,3.783,11.958,,,
2015-01-21,24.042,48.583,24.542,1.25,15.666,5.0,14.542,,,
2015-01-22,20.23,31.333,11.105,0.667,7.916,4.417,8.375,,,
2015-01-23,18.062,26.084,8.021,1.542,28.208,4.875,25.625,,,
2015-01-24,7.396,11.334,3.938,0.833,8.771,2.208,8.875,,,
2015-01-25,10.854,18.938,8.084,0.5,10.334,2.792,10.25,,,
2015-01-26,9.562,14.479,4.916,0.417,19.834,3.292,17.125,,,
2015-01-27,18.937,32.522,13.585,1.261,30.24,5.042,23.739,,,
2015-01-28,31.75,71.812,40.062,0.125,29.834,6.5,21.458,,,
2015-01-29,30.979,67.666,36.688,0.0,18.834,6.917,13.042,,,
2015-01-30,20.271,33.188,12.917,1.042,9.062,4.25,8.167,,,
2015-01-31,16.896,23.208,6.312,2.375,23.292,4.792,23.708,,,
2015-02-01,25.784,41.074,15.289,3.125,42.75,6.583,38.625,,,
2015-02-02,19.49,29.06,9.57,0.833,12.48,3.667,11.875,,,
2015-02-03,19.838,28.574,8.736,0.333,13.0,4.542,11.333,,,
2015-02-04,18.708,33.354,14.645,2.667,21.312,5.042,22.125,,,
2015-02-05,25.938,51.708,25.771,2.167,21.542,5.542,20.417,,,
2015-02-06,17.75,24.688,6.938,2.042,15.125,3.792,16.583,,,
2015-02-07,9.604,12.48,2.875,0.708,12.021,3.375,12.583,,,
2015-02-08,7.812,12.229,4.416,1.083,15.604,3.208,15.417,,,
2015-02-09,11.329,16.076,4.748,2.0,22.604,3.417,21.25,,,
2015-02-10,33.188,67.562,34.375,1.875,17.167,6.208,15.958,,,
2015-02-11,34.604,55.312,20.708,1.958,24.084,5.5,22.292,,,
2015-02-12,35.331,59.782,24.451,1.696,23.862,4.875,17.917,,,
2015-02-13,31.729,62.334,30.604,1.167,22.146,4.417,11.75,,,
2015-02-14,3.396,4.021,0.625,0.0,15.25,2.75,13.333,,,
2015-02-15,11.438,16.438,5.0,1.0,9.521,2.458,8.875,,,
2015-02-16,9.083,13.208,4.125,0.583,14.417,3.174,13.0,,,
2015-02-17,16.775,25.982,9.206,1.0,11.02,3.913,10.667,,,
2015-02-18,19.604,35.834,16.23,1.833,11.416,4.708,14.792,,,
2015-02-19,16.666,24.771,8.104,1.458,13.083,4.125,11.583,,,
2015-02-20,24.334,38.542,14.208,0.958,15.73,4.208,12.75,,,
2015-02-21,9.854,12.646,2.792,1.5,15.5,3.208,13.042,,,
2015-02-22,28.229,54.688,26.458,1.667,9.5,5.167,9.75,,,
2015-02-23,24.458,43.625,19.166,1.5,20.185,5.583,15.917,,,
2015-02-24,16.274,25.508,9.234,1.261,14.854,4.292,12.25,,,
2015-02-25,19.084,30.584,11.5,1.042,9.958,4.417,9.125,,,
2015-02-26,21.812,43.896,22.083,2.375,25.334,5.708,23.75,,,
2015-02-27,14.584,20.5,5.917,1.625,38.125,4.833,31.875,,,
2015-02-28,15.104,24.271,9.166,1.375,35.562,4.458,24.167,,,
2015-03-01,9.834,13.708,3.875,1.208,15.98,3.125,17.13,,,
2015-03-02,19.875,30.559,10.684,1.792,18.896,4.348,19.417,,,
2015-03-03,25.25,40.48,15.229,1.667,20.562,5.125,16.667,,,
2015-03-04,39.938,72.646,32.708,4.5,34.146,5.5,27.0,,,
2015-03-05,29.75,52.458,22.708,3.333,38.354,5.625,30.042,,,
2015-03-06,18.042,25.292,7.25,1.792,22.584,4.25,13.458,,,
2015-03-07,21.062,46.729,25.666,1.292,32.25,4.667,20.75,,,
2015-03-08,23.042,35.208,12.166,1.5,42.834,4.875,27.25,,,
2015-03-09,22.892,37.653,14.762,1.13,14.958,4.292,10.083,,,
2015-03-10,19.854,32.25,12.395,1.333,9.0,4.042,8.5,,,
2015-03-11,18.854,30.271,11.416,1.542,14.208,4.208,13.208,,,
2015-03-12,20.021,31.625,11.604,0.917,11.875,4.25,12.583,,,
2015-03-13,19.334,27.792,8.458,1.208,14.083,4.542,13.375,,,
2015-03-14,18.087,28.204,10.117,2.083,28.25,4.478,24.957,,,
2015-03-15,18.759,28.794,10.034,1.826,19.742,4.5,16.917,,,
2015-03-16,32.496,54.258,21.762,2.5,17.625,5.318,17.5,,,
2015-03-17,33.125,59.166,26.042,4.042,27.938,5.917,25.375,,,
2015-03-18,32.875,56.812,23.938,2.292,25.666,4.875,17.375,,,
2015-03-19,14.73,21.75,7.021,1.125,29.5,4.458,21.042,,,
2015-03-20,12.25,16.312,4.062,1.208,19.188,4.25,15.542,,,
2015-03-21,13.188,19.646,6.458,0.917,8.562,3.5,7.917,,,
2015-03-22,21.394,39.776,18.382,1.0,16.366,4.125,14.542,,,
2015-03-23,15.938,23.604,7.667,1.167,25.562,3.542,18.917,,,
2015-03-24,18.292,30.062,11.77,1.083,13.105,4.0,11.75,,,
2015-03-25,17.77,29.562,11.792,1.125,9.188,4.042,10.417,,,
2015-03-26,18.75,29.292,10.542,1.333,13.792,4.375,16.917,,,
2015-03-27,7.417,9.021,1.604,1.125,25.208,3.0,23.375,,,
2015-03-28,11.729,15.458,3.729,1.375,26.5,3.417,28.5,,,
2015-03-29,9.458,11.688,2.229,2.292,37.542,3.792,31.208,,,
2015-03-30,7.81,10.182,2.37,1.25,28.375,3.261,23.042,,,
2015-03-31,33.604,57.417,23.812,1.583,33.625,5.333,27.167,,,
2015-04-01,24.336,48.902,24.565,1.292,39.834,5.478,22.917,,,
2015-04-02,27.542,42.854,15.312,1.0,27.958,5.542,18.958,,,
2015-04-03,11.208,17.708,6.5,0.583,23.875,3.208,13.0,,,
2015-04-04,23.521,35.27,11.75,0.292,29.792,4.958,17.167,,,
2015-04-05,18.417,25.084,6.666,0.042,20.688,3.458,10.958,,,
2015-04-06,19.958,31.135,11.176,0.043,16.5,4.083,9.75,,,
2015-04-07,18.381,29.786,11.404,0.696,21.945,3.333,14.125,,,
2015-04-08,18.312,30.917,12.604,0.833,15.604,3.833,16.125,,,
2015-04-09,23.188,39.916,16.73,1.625,16.646,4.125,17.833,,,
2015-04-10,29.604,52.23,22.625,0.042,14.75,5.417,11.333,,,
2015-04-11,16.5,23.77,7.271,0.958,16.542,3.125,12.5,,,
2015-04-12,19.708,27.0,7.292,0.917,18.916,3.917,15.25,,,
2015-04-13,30.354,56.125,25.77,0.0,17.688,5.417,13.625,,,
2015-04-14,13.417,19.542,6.125,0.083,17.917,3.542,15.25,,,
2015-04-15,7.196,8.688,1.491,1.522,28.196,3.913,25.5,,,
2015-04-16,6.354,8.125,1.771,1.0,31.75,2.833,26.0,,,
2015-04-17,18.146,26.958,8.812,1.125,37.208,3.583,27.083,,,
2015-04-18,34.416,55.062,20.646,3.083,32.292,5.458,26.583,,,
2015-04-19,27.604,38.104,10.5,1.25,42.896,4.5,24.792,,,
2015-04-20,16.678,25.407,8.729,0.304,18.979,3.042,8.0,,,
2015-04-21,18.062,27.896,9.834,1.333,20.479,3.417,15.522,,,
2015-04-22,16.542,24.542,8.0,1.542,25.02,3.333,21.083,,,
2015-04-23,26.5,35.917,9.417,3.667,48.312,5.25,41.667,,,
2015-04-24,18.812,27.48,8.666,2.125,35.104,4.083,34.708,,,
2015-04-25,15.25,18.5,3.25,2.625,44.729,4.25,39.667,,,
2015-04-26,23.542,30.416,6.875,2.5,27.812,4.208,27.042,,,
2015-04-27,28.688,44.125,15.438,2.708,22.413,4.083,22.333,,,
2015-04-28,41.146,69.292,28.146,4.125,35.451,5.042,30.833,,,
2015-04-29,24.312,32.508,8.196,2.125,14.375,3.304,13.458,,,
2015-04-30,28.938,44.375,15.438,0.917,18.542,3.792,14.583,,,
2015-05-01,32.25,49.25,17.0,2.25,21.916,4.417,18.208,,,
2015-05-02,20.458,33.5,13.042,3.083,22.958,4.125,19.875,,,
2015-05-03,19.146,24.854,5.708,0.792,17.125,3.208,12.667,,,
2015-05-04,10.542,12.77,2.23,0.833,24.688,2.917,18.542,,,
2015-05-05,14.834,18.354,3.52,1.75,28.458,3.708,22.958,,,
2015-05-06,20.646,26.417,5.77,2.5,25.854,3.708,23.25,,,
2015-05-07,24.902,35.43,10.528,0.826,20.771,4.292,19.458,,,
2015-05-08,23.833,35.188,11.355,1.0,22.979,4.333,24.125,,,
2015-05-09,25.458,35.062,9.605,0.917,27.938,5.0,29.25,,,
2015-05-10,17.271,21.25,3.979,1.333,31.812,4.625,27.417,,,
2015-05-11,27.438,42.166,14.729,0.708,33.438,4.667,25.417,,,
2015-05-12,10.63,14.739,4.108,0.13,15.604,3.042,13.75,,,
2015-05-13,7.532,8.685,1.152,1.042,32.458,2.435,25.208,,,
2015-05-14,12.438,19.042,6.604,1.25,24.896,2.917,20.458,,,
2015-05-15,27.834,51.125,23.292,0.958,33.917,5.042,26.333,,,
2015-05-16,13.605,18.666,5.062,0.0,36.375,3.542,24.625,,,
2015-05-17,23.708,28.958,5.25,0.833,37.5,5.0,33.875,,,
2015-05-18,26.48,46.042,19.562,0.875,27.834,4.375,20.375,,,
2015-05-19,18.428,25.614,7.186,0.565,21.666,3.75,18.625,,,
2015-05-20,16.938,22.375,5.438,0.708,31.5,3.417,26.125,,,
2015-05-21,21.333,31.333,10.0,0.625,17.688,3.333,18.25,,,
2015-05-22,23.646,36.084,12.438,0.792,20.75,3.792,21.25,,,
2015-05-23,30.25,45.125,14.875,2.042,24.792,4.792,23.917,,,
2015-05-24,22.834,29.166,6.334,1.375,19.334,3.75,18.75,,,
2015-05-25,30.062,45.792,15.729,3.5,37.02,5.208,33.042,,,
2015-05-26,27.75,40.584,12.834,1.625,26.667,4.042,27.739,,,
2015-05-27,33.046,45.686,12.64,2.792,32.125,4.609,28.125,,,
2015-05-28,42.875,65.0,22.125,3.917,38.938,5.625,32.833,,,
2015-05-29,28.208,41.833,13.625,1.5,35.625,4.083,29.917,,,
2015-05-30,30.438,43.458,13.02,1.25,44.25,5.583,36.0,,,
2015-05-31,10.896,13.333,2.438,0.75,31.834,2.958,24.458,,,
2015-06-01,26.75,38.604,11.854,2.833,41.062,4.708,31.583,,,
2015-06-02,28.56,45.924,17.365,2.304,52.234,5.25,36.125,,,
2015-06-03,22.042,30.25,8.208,1.125,25.834,3.667,13.833,,,
2015-06-04,26.27,46.312,20.042,1.5,17.916,4.458,13.625,,,
2015-06-05,23.77,38.438,14.667,0.625,16.125,3.875,11.958,,,
2015-06-06,13.562,18.708,5.146,0.25,11.105,2.75,8.5,,,
2015-06-07,20.708,27.771,7.062,1.167,18.125,3.5,13.667,,,
2015-06-08,23.354,36.042,12.688,0.25,16.292,3.917,10.333,,,
2015-06-09,22.438,36.396,13.958,0.083,12.208,3.875,8.667,,,
2015-06-10,35.742,65.454,29.712,1.083,29.417,6.522,22.792,,,
2015-06-11,27.274,47.55,20.274,0.556,23.312,5.0,14.25,,,
2015-06-12,21.766,30.996,9.229,2.182,59.938,5.458,38.5,,,
2015-06-13,25.771,38.188,12.416,2.125,59.354,5.625,38.667,,,
2015-06-14,17.646,23.062,5.416,2.417,39.688,4.458,27.5,,,
2015-06-15,25.144,40.328,15.184,2.13,33.817,4.417,23.75,,,
2015-06-16,19.75,29.584,9.833,1.458,27.708,3.708,18.25,,,
2015-06-17,31.166,40.666,9.5,3.25,55.166,5.417,41.292,,,
2015-06-18,24.98,37.458,12.48,0.458,22.542,4.708,15.167,,,
2015-06-19,23.958,40.125,16.166,0.5,11.0,4.208,6.875,,,
2015-06-20,17.875,27.792,9.916,0.917,20.542,3.875,13.708,,,
2015-06-21,8.167,10.334,2.166,0.708,18.208,2.667,13.5,,,
2015-06-22,23.375,38.521,15.145,1.417,27.938,4.667,21.208,,,
2015-06-23,27.771,44.604,16.834,3.417,48.708,5.75,38.75,,,
2015-06-24,26.587,44.802,18.216,2.5,47.479,4.87,35.833,,,
2015-06-25,24.812,41.604,16.792,2.375,34.562,4.125,22.708,,,
2015-06-26,7.354,10.333,2.979,0.0,19.833,2.0,10.708,,,
2015-06-27,15.125,21.125,6.0,0.667,25.271,2.917,11.708,,,
2015-06-28,12.125,15.458,3.334,1.292,19.584,2.75,13.875,,,
2015-06-29,24.86,41.794,16.934,0.826,19.48,3.5,14.583,,,
2015-06-30,23.021,40.312,17.292,0.333,22.75,3.875,14.292,,,
2015-07-01,12.306,17.362,5.056,0.0,18.22,2.625,13.652,,,
2015-07-02,19.835,27.568,7.733,0.667,33.666,4.333,23.375,,,
2015-07-03,19.73,30.521,10.792,0.625,45.188,4.542,33.167,,,
2015-07-04,18.521,30.458,11.938,0.333,55.292,5.333,39.25,,,
2015-07-05,19.646,26.104,6.458,1.208,35.479,4.958,25.542,,,
2015-07-06,30.188,50.792,20.604,1.042,35.416,5.417,27.167,,,
2015-07-07,24.916,42.062,17.146,0.0,21.646,5.083,14.375,,,
2015-07-08,25.304,67.652,42.348,0.435,32.451,5.609,17.833,,,
2015-07-09,23.0,53.334,30.334,1.458,29.125,5.0,16.458,,,
2015-07-10,22.667,49.396,26.729,2.208,31.083,3.75,16.792,,,
2015-07-11,15.958,41.896,25.938,0.958,28.792,3.333,11.708,,,
2015-07-12,9.583,20.646,11.062,0.583,21.438,2.458,8.875,,,
2015-07-13,4.188,7.062,2.875,0.292,15.542,1.708,10.167,,,
2015-07-14,19.674,37.123,17.448,0.478,25.271,4.167,16.208,,,
2015-07-15,18.354,38.333,19.979,2.125,29.792,3.375,18.833,,,
2015-07-16,10.625,18.188,7.562,0.958,40.916,2.5,21.875,,,
2015-07-17,9.292,14.229,4.938,0.0,14.104,1.875,6.292,,,
2015-07-18,21.75,33.812,12.062,1.792,21.02,4.042,13.917,,,
2015-07-19,17.02,27.604,10.583,1.292,29.084,2.958,14.208,,,
2015-07-20,12.792,22.938,10.146,0.917,23.125,2.75,9.25,,,
2015-07-21,18.062,46.75,28.688,0.875,21.042,4.458,11.0,,,
2015-07-22,10.322,29.975,19.652,0.167,10.979,2.435,7.042,,,
2015-07-23,7.69,18.504,10.815,0.25,14.958,2.292,8.292,,,
2015-07-24,12.25,31.792,19.542,1.542,20.938,2.5,12.25,,,
2015-07-25,15.771,36.271,20.5,2.25,26.688,3.167,14.875,,,
2015-07-26,8.646,17.458,8.812,1.0,23.458,2.125,9.75,,,
2015-07-27,5.771,8.729,2.958,0.542,26.416,1.292,13.792,,,
2015-07-28,7.854,12.354,4.5,0.125,37.208,1.875,18.75,,,
2015-07-29,12.166,20.854,8.688,0.583,46.083,2.917,24.333,,,
2015-07-30,16.19,25.166,8.976,1.652,44.75,2.667,24.583,,,
2015-07-31,10.625,16.833,6.208,0.5,39.708,2.292,21.333,,,
2015-08-01,11.083,17.167,6.083,0.625,40.167,2.375,20.917,,,
2015-08-02,7.042,10.312,3.271,0.75,28.708,1.833,15.625,,,
2015-08-03,11.688,22.521,10.834,0.708,20.625,2.25,13.417,,,
2015-08-04,12.878,22.225,9.346,1.167,26.062,2.522,16.957,,,
2015-08-05,16.066,26.946,10.88,1.708,44.604,3.261,29.875,,,
2015-08-06,19.805,36.818,17.013,2.458,55.48,3.75,33.042,,,
2015-08-07,17.875,38.208,20.334,1.5,30.0,3.583,15.917,,,
2015-08-08,16.792,40.604,23.812,2.208,32.021,3.458,17.958,,,
2015-08-09,8.834,12.084,3.25,1.0,34.688,2.625,20.708,,,
2015-08-10,14.708,22.104,7.396,1.542,46.458,2.958,28.375,,,
2015-08-11,10.68,15.202,4.522,1.13,27.587,2.333,18.417,,,
2015-08-12,11.5,24.271,12.771,0.292,25.938,3.375,15.208,,,
2015-08-13,8.25,11.458,3.208,0.5,14.208,2.417,8.542,,,
2015-08-14,8.52,12.188,3.666,0.5,24.312,3.083,15.958,,,
2015-08-15,11.48,15.166,3.688,1.708,37.375,4.292,26.333,,,
2015-08-16,15.98,20.771,4.792,1.917,43.5,4.083,25.042,,,
2015-08-17,21.417,32.146,10.73,1.417,19.0,4.167,12.208,,,
2015-08-18,19.312,30.542,11.229,1.417,18.396,4.208,12.083,,,
2015-08-19,18.329,36.509,18.18,1.042,17.875,4.348,11.667,,,
2015-08-20,14.583,38.396,23.812,0.917,18.396,4.0,10.75,,,
2015-08-21,6.312,15.104,8.792,0.375,14.958,1.708,8.5,,,
2015-08-22,11.854,16.354,4.5,1.5,16.667,2.833,10.333,,,
2015-08-23,14.854,19.438,4.584,2.292,24.688,3.958,16.083,,,
2015-08-24,23.142,38.986,15.843,1.217,24.688,4.625,16.25,,,
2015-08-25,6.708,9.252,2.544,0.292,18.309,1.783,9.826,,,
2015-08-26,16.396,27.042,10.645,1.208,12.792,3.292,8.833,,,
2015-08-27,15.25,26.77,11.521,0.667,17.604,2.917,11.292,,,
2015-08-28,19.021,30.333,11.312,1.0,26.292,3.75,18.625,,,
2015-08-29,19.458,31.583,12.125,0.875,38.25,4.625,23.708,,,
2015-08-30,12.292,15.521,3.23,1.25,39.958,4.0,25.625,,,
2015-08-31,20.604,38.75,18.146,0.5,20.604,4.5,13.542,,,
2015-09-01,13.938,24.584,10.646,0.542,14.042,2.875,8.458,,,
2015-09-02,15.774,27.252,11.478,0.542,18.75,3.739,11.875,,,
2015-09-03,15.354,27.625,12.271,0.667,15.667,3.375,12.167,,,
2015-09-04,11.812,15.75,3.938,1.125,34.271,3.875,24.625,,,
2015-09-05,18.208,26.98,8.771,1.542,33.042,4.667,23.792,,,
2015-09-06,14.416,18.146,3.729,1.208,21.084,4.167,12.625,,,
2015-09-07,16.084,25.458,9.375,1.583,17.438,3.042,10.333,,,
2015-09-08,14.062,23.354,9.292,1.417,17.104,2.833,11.174,,,
2015-09-09,8.562,13.958,5.396,0.417,21.333,1.875,9.542,,,
2015-09-10,12.598,21.288,8.69,0.652,14.666,2.375,9.292,,,
2015-09-11,19.604,36.542,16.938,1.375,18.979,4.083,13.125,,,
2015-09-12,13.521,20.75,7.229,0.833,20.542,3.333,15.292,,,
2015-09-13,9.021,10.958,1.938,1.375,15.646,2.792,13.667,,,
2015-09-14,23.646,41.208,17.562,1.792,14.188,4.583,13.375,,,
2015-09-15,25.77,45.875,20.104,1.75,18.52,4.25,15.708,,,
