date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,CO_mean
2011-01-01,63.5,49.771,43.0,25.014,37.486,12.472333333333333,,21.194333333333333,92.0,57.2915,29.0,6.917
2011-01-02,74.5,52.0415,32.0,17.886333333333333,25.486333333333334,7.599666666666667,,15.541333333333332,106.5,58.396,30.5,4.875
2011-01-03,44.0,35.979,24.5,13.805666666666667,20.416666666666668,6.6113333333333335,,4.875,103.5,62.9165,36.5,4.417
2011-01-04,61.0,47.9585,37.0,21.737666666666666,32.98733333333333,11.25,,10.405333333333333,92.5,52.021,17.5,5.667
2011-01-05,50.5,37.8335,23.5,26.638666666666666,49.77766666666667,23.139,,7.861,90.0,49.4585,10.5,6.261
2011-01-06,64.5,46.271,29.5,42.28666666666667,91.27766666666666,48.99100000000001,,15.766333333333334,93.5,53.4375,14.5,8.696
2011-01-07,56.0,41.229,27.0,24.569333333333333,55.44433333333333,30.875,,7.3613333333333335,83.5,53.0835,29.5,7.375
2011-01-08,47.0,37.396,28.0,18.773666666666667,34.366,15.592333333333334,,7.6946666666666665,87.5,55.0625,21.0,6.542
2011-01-09,67.0,51.0,40.0,35.597,75.30533333333334,39.708333333333336,,22.069666666666667,94.5,57.0625,25.0,10.042
2011-01-10,67.5,53.854,35.0,45.01500000000001,111.399,66.384,,26.097333333333335,100.5,65.6875,30.0,10.208
2011-01-11,66.5,51.271,31.5,33.05566666666667,84.56966666666666,51.514,,21.083333333333332,101.0,54.7295,15.0,8.565
2011-01-12,48.5,36.1275,26.0,31.058000000000003,67.73933333333333,36.681000000000004,,9.930666666666667,65.0,34.9165,3.0,6.708
2011-01-13,60.5,41.146,27.5,42.201,106.91433333333333,64.71300000000001,,20.922666666666668,107.5,53.6875,-2.0,10.348
2011-01-14,50.5,38.979,30.5,30.326000000000004,71.81833333333333,41.492333333333335,,13.902666666666667,73.0,47.875,26.0,9.458
2011-01-15,48.0,42.5835,36.5,28.264,48.208333333333336,19.944666666666667,,16.625,61.0,43.0,21.5,7.583
2011-01-16,43.5,38.375,34.5,29.504666666666665,62.403333333333336,32.898666666666664,,19.180666666666667,51.0,43.229,30.0,7.042
2011-01-17,58.5,43.021,32.0,31.944333333333333,66.736,34.792,,15.611333333333334,71.0,46.0,28.0,6.652
2011-01-18,61.0,49.25,39.5,50.28633333333334,127.12233333333332,76.836,,31.208333333333332,88.0,49.854,7.0,11.042
2011-01-19,79.0,55.625,46.5,32.916333333333334,75.55466666666666,42.638666666666666,,28.995,97.0,59.771,21.0,8.208
2011-01-20,98.0,93.583,79.5,29.692666666666668,66.33533333333334,36.643,,20.564,37.5,22.2705,13.0,6.348
2011-01-21,97.5,91.6875,80.5,25.91633333333333,55.889,29.971999999999998,,13.610999999999999,34.0,30.0205,25.5,6.125
2011-01-22,97.5,87.3955,68.5,23.893999999999995,50.156666666666666,26.262666666666664,,11.125,81.0,52.875,34.5,8.0
2011-01-23,98.5,88.167,55.0,37.44466666666667,141.27766666666665,103.83366666666666,,20.402666666666665,87.0,48.854,6.5,12.391
2011-01-24,97.5,59.4795,39.0,34.044666666666664,73.82600000000001,39.781,,12.909333333333334,44.0,24.5835,7.0,6.083
2011-01-25,89.0,59.854,27.0,38.861,98.0,59.138666666666666,,22.236,90.0,36.4165,-3.5,9.583
2011-01-26,85.0,47.9585,28.0,36.49366666666666,89.46600000000001,52.97233333333333,,16.013666666666666,57.5,27.1665,5.5,8.958
2011-01-27,69.0,51.0,28.0,40.25366666666667,111.60233333333333,71.34833333333334,,19.673000000000002,71.0,29.146,-14.5,10.217
2011-01-28,67.0,45.3335,31.0,30.048000000000002,68.791,38.74266666666667,,18.639,55.5,22.9375,-2.0,8.042
2011-01-29,44.5,33.396,23.0,13.777666666666667,22.638666666666666,8.860999999999999,,8.903,58.0,27.4585,6.5,4.739
2011-01-30,41.5,32.833,27.0,31.024,68.06266666666666,37.038666666666664,,10.750333333333332,58.0,33.5,3.0,7.333
2011-01-31,52.5,41.6875,32.5,37.666333333333334,79.66533333333332,41.99933333333333,,15.766,85.0,37.8125,-3.0,8.25
2011-02-01,61.5,43.75,30.5,28.029666666666667,63.49766666666667,35.467999999999996,,16.972333333333335,120.5,54.5,-5.0,7.125
2011-02-02,46.0,32.0205,17.0,23.527666666666665,45.778,22.25,,10.083333333333334,49.0,22.6875,2.0,5.875
2011-02-03,59.5,38.0625,22.5,38.040333333333336,85.70333333333333,47.663000000000004,,15.11,64.5,27.146,-17.5,8.826
2011-02-04,63.0,41.521,26.0,38.291666666666664,81.20833333333333,42.916666666666664,,19.458333333333332,101.5,51.375,-7.0,9.696
2011-02-05,73.5,46.2915,32.0,28.697333333333333,44.720666666666666,16.023,,21.111,85.5,57.9795,24.0,7.583
2011-02-06,96.0,79.9165,61.0,41.25,91.24966666666667,50.0,,40.97233333333333,52.5,45.021,39.5,9.25
2011-02-07,99.0,96.0625,89.5,42.053666666666665,114.471,72.41766666666666,,39.50333333333334,95.5,73.625,48.0,12.083
2011-02-08,87.5,43.3955,32.0,28.264,58.458,30.194333333333333,,11.694333333333333,89.5,62.125,34.5,7.542
2011-02-09,42.0,30.3125,17.0,33.333333333333336,74.54066666666667,41.207,,11.042,80.5,46.104,10.0,7.417
2011-02-10,75.5,43.021,31.0,41.32966666666667,90.96233333333333,49.633,,19.920333333333332,90.5,54.0415,16.5,9.091
2011-02-11,78.0,45.3125,30.0,27.25,49.889,22.638666666666666,,15.597333333333333,77.5,51.5835,19.5,6.667
2011-02-12,51.0,35.896,27.0,18.166666666666668,27.791666666666668,9.625,,12.402666666666667,85.5,45.625,7.0,5.333
2011-02-13,50.0,41.125,33.0,39.36,84.55566666666667,45.196,,23.75,95.0,57.0835,19.0,8.333
2011-02-14,95.0,76.5,44.0,38.37533333333334,87.08333333333333,48.708333333333336,,39.583333333333336,58.0,48.771,37.5,8.583
2011-02-15,96.0,62.375,34.5,33.408,80.80799999999999,47.4,,31.185666666666663,118.0,71.896,47.0,9.375
2011-02-16,95.5,55.9585,35.0,29.096999999999998,59.25,30.153000000000002,,17.208333333333332,43.5,31.292,19.0,6.13
2011-02-17,96.5,68.3335,29.0,34.53766666666667,75.425,40.88766666666667,,25.296333333333333,78.5,39.2915,13.5,7.87
2011-02-18,95.0,42.6045,19.0,21.277666666666665,42.764,21.486,,11.597,58.5,24.5625,2.5,5.583
2011-02-19,58.0,37.583,22.5,25.402666666666665,37.02733333333333,11.624666666666664,,14.541666666666666,73.0,31.958,-7.0,6.125
2011-02-20,61.0,44.4795,19.0,43.346666666666664,89.24533333333333,45.898666666666664,,20.477666666666668,104.5,56.0835,3.0,8.292
2011-02-21,57.0,37.8335,17.0,47.174,93.78566666666666,46.61166666666667,,25.278000000000002,125.0,77.9165,21.5,9.5
2011-02-22,66.5,56.6665,50.5,31.555666666666667,54.666333333333334,23.111,,27.138666666666666,97.5,78.75,56.5,7.217
2011-02-23,98.0,87.3335,47.0,38.242,80.105,41.863,,35.292,105.5,73.896,48.0,9.174
2011-02-24,68.5,40.979,24.0,32.68066666666667,50.05533333333333,17.375333333333334,,30.513666666666666,155.0,112.5205,79.5,6.917
2011-02-25,97.5,87.3955,67.0,30.102999999999998,53.68333333333334,23.581,,19.777666666666665,91.5,59.0205,37.5,7.25
2011-02-26,65.5,48.4375,30.5,17.124666666666666,25.513666666666666,8.389000000000001,,10.791666666666666,83.5,57.1665,37.5,5.417
2011-02-27,35.5,28.271,22.5,22.025000000000002,43.67166666666666,21.646666666666665,,12.625,83.5,45.9585,18.5,5.458
2011-02-28,52.5,39.204499999999996,26.5,27.487666666666666,51.61600000000001,24.128333333333334,,13.466,65.0,37.958,8.5,5.957
2011-03-01,96.5,77.8545,56.0,44.375,112.25033333333333,67.875,,25.666666666666668,117.5,75.5205,24.0,10.958
2011-03-02,97.0,91.8125,79.0,37.64433333333333,101.60633333333332,63.96233333333333,,23.138666666666666,85.5,66.0205,39.5,10.217
2011-03-03,97.0,63.854,40.0,24.097333333333335,43.583666666666666,19.486,,16.861333333333334,112.0,71.1875,37.5,6.417
2011-03-04,94.5,63.5415,50.0,15.421666666666667,21.858333333333334,6.4366666666666665,,19.041666666666668,62.5,54.0,34.0,5.25
2011-03-05,99.0,97.2295,94.0,37.09766666666667,78.60933333333332,41.51166666666666,,14.952333333333334,90.5,53.625,24.5,8.458
