date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,CO_mean
2011-03-06,98.0,90.875,69.0,44.43066666666667,125.09733333333334,80.66666666666667,,35.138666666666666,155.0,113.979,80.0,11.522
2011-03-07,98.0,70.375,41.5,34.93066666666667,74.12533333333333,39.19466666666667,,38.791666666666664,150.0,124.6875,109.0,8.458
2011-03-08,80.5,64.0415,51.5,30.972333333333335,56.542,25.570000000000004,,21.504,105.5,95.3335,81.0,7.783
2011-03-09,97.0,94.75,67.0,36.80566666666667,85.55566666666668,48.75,,21.930666666666667,96.0,72.125,52.0,8.0
2011-03-10,97.5,85.833,69.0,25.682333333333332,46.331999999999994,20.649666666666665,,8.375,70.5,50.667,20.5,6.5
2011-03-11,84.5,67.38300000000001,48.0,21.685666666666666,30.433999999999997,8.748666666666667,,16.025000000000002,107.5,72.38499999999999,39.5,5.75
2011-03-12,64.0,36.7085,17.5,26.0,45.81933333333333,19.819333333333333,,9.041666666666666,112.0,68.6665,27.5,5.957
2011-03-13,58.5,35.8335,20.0,26.61,46.75366666666667,20.143666666666665,,9.659,99.0,65.0625,26.0,5.792
2011-03-14,67.5,50.229,35.0,38.009,70.36399999999999,32.355,,18.180333333333333,106.0,71.375,31.0,7.167
2011-03-15,81.0,46.5415,24.5,32.69466666666667,64.40233333333333,31.708,,23.400000000000002,124.5,73.6045,35.5,7.652
2011-03-16,66.5,42.375,23.5,31.046999999999997,52.47733333333334,21.430333333333333,,21.264,108.5,76.4585,31.5,5.958
2011-03-17,98.5,89.2085,61.5,46.80533333333333,94.73633333333333,47.93033333333333,,42.791333333333334,81.0,65.8545,47.5,10.833
2011-03-18,98.0,91.479,79.5,36.15266666666667,68.014,31.861333333333334,,41.639,122.0,94.8125,67.5,10.609
2011-03-19,98.0,41.229,21.0,31.277666666666665,64.014,32.736,,15.583333333333334,107.5,87.75,59.0,6.708
2011-03-20,48.0,34.1045,23.0,27.987666666666666,41.86233333333333,13.874666666666668,,18.458333333333332,126.5,83.0835,38.0,5.792
2011-03-21,38.5,27.9585,17.5,27.889,51.666666666666664,23.778000000000002,,12.624666666666668,121.5,79.646,45.5,6.0
2011-03-22,50.5,38.021,31.5,60.29833333333334,138.78066666666666,78.48233333333333,,36.972,145.0,97.875,39.5,11.75
2011-03-23,98.5,70.854,44.0,48.54533333333333,91.411,42.86600000000001,,36.42033333333333,119.5,97.146,75.5,9.739
2011-03-24,98.5,84.0,42.5,40.611,79.722,39.111,,19.333333333333332,103.0,81.875,66.5,9.522
2011-03-25,70.0,42.9375,27.0,27.402666666666665,45.75,18.347333333333335,,14.694333333333333,134.5,89.4795,47.5,7.875
2011-03-26,45.0,32.3125,21.5,34.91166666666667,65.08033333333333,30.168666666666667,,14.458333333333334,108.5,78.042,43.0,7.875
2011-03-27,65.5,40.458,21.5,34.727333333333334,57.535666666666664,22.808333333333334,,17.508666666666667,139.0,91.9795,41.0,6.583
2011-03-28,69.0,48.7705,30.0,40.99466666666667,70.69500000000001,29.700333333333333,,35.12466666666666,169.0,108.2085,58.5,8.0
2011-03-29,50.5,38.125,20.0,25.180666666666667,40.43066666666667,15.25,,19.014,163.0,115.5205,65.5,5.292
2011-03-30,61.0,51.417,37.5,11.516333333333334,13.321666666666665,1.8056666666666665,,16.520333333333333,186.5,149.33350000000002,113.5,3.045
2011-03-31,95.0,63.854,38.5,8.597333333333333,12.555666666666667,3.9583333333333335,,15.944333333333333,179.0,137.3125,85.0,3.25
2011-04-01,65.0,47.208,30.0,30.261,50.202666666666666,19.942,,17.892666666666667,161.0,113.1045,57.0,5.913
2011-04-02,69.0,46.5415,27.5,42.139,70.18033333333334,28.041666666666668,,30.972333333333335,187.5,138.66649999999998,90.5,8.958
2011-04-03,64.0,45.3335,30.0,15.930333333333332,22.0,6.0696666666666665,,13.055333333333332,92.0,80.792,71.5,4.5
2011-04-04,61.0,37.1875,14.5,24.792,45.958,21.165333333333333,,11.9,146.0,93.9585,59.0,5.565
2011-04-05,54.5,32.8335,18.0,36.35333333333333,61.12966666666667,24.77633333333333,,15.916666666666666,161.0,104.3125,43.5,6.25
2011-04-06,56.0,39.9585,20.5,38.80566666666667,62.22233333333333,23.416666666666668,,21.916666666666668,199.0,139.9795,74.0,6.292
2011-04-07,65.0,51.3125,33.0,22.84166666666667,37.275,14.433000000000002,,19.346999999999998,199.0,155.89600000000002,107.0,4.25
2011-04-08,67.0,55.7085,46.0,6.572,8.001,1.4293333333333333,,12.770000000000001,184.0,171.4375,155.5,2.043
2011-04-09,92.5,82.6045,64.5,11.708666666666666,16.846999999999998,5.139,,16.583333333333332,185.0,163.9375,130.5,3.708
2011-04-10,86.5,59.3125,35.5,15.708333333333334,20.139,4.430666666666666,,15.139000000000001,176.5,143.75,108.5,5.087
2011-04-11,91.5,66.5415,37.0,29.908666666666665,46.374,16.464666666666666,,26.639,196.0,143.29149999999998,92.0,6.917
2011-04-12,57.0,29.355,12.0,24.333,40.80833333333334,16.475666666666665,,17.179333333333332,161.5,117.9375,83.0,5.0
2011-04-13,49.0,36.417,21.0,32.87733333333333,46.553,13.675666666666666,,22.680666666666667,210.0,145.375,72.5,6.167
2011-04-14,62.0,41.583,18.5,44.903,69.31933333333333,24.417,,32.097,230.0,171.125,112.5,7.792
2011-04-15,84.5,54.417,40.0,19.69333333333333,28.11,8.416666666666666,,27.964333333333332,216.5,182.4375,139.5,4.217
2011-04-16,89.0,56.2295,28.0,12.889000000000001,18.555666666666667,5.666666666666667,,19.346999999999998,250.0,185.833,125.0,4.435
2011-04-17,67.5,40.6875,29.0,13.961999999999998,18.042333333333335,4.080333333333333,,14.347333333333333,180.5,140.792,98.0,4.042
2011-04-18,70.0,57.9795,46.5,25.083333333333332,43.361,18.278000000000002,,14.791666666666666,174.0,153.20850000000002,134.5,4.958
2011-04-19,96.5,78.708,56.5,25.840999999999998,46.038333333333334,20.197333333333333,,12.041666666666666,165.5,111.75,81.0,5.917
2011-04-20,69.5,53.958,36.5,30.976,60.59833333333333,29.62233333333333,,9.494666666666667,167.5,116.0835,66.0,6.333
2011-04-21,85.0,70.042,54.0,33.30566666666667,63.264,29.958333333333332,,16.596999999999998,161.5,128.66649999999998,95.0,6.333
2011-04-22,85.0,67.396,49.0,24.515,37.76766666666666,13.252666666666668,,22.03933333333333,185.0,156.72899999999998,120.0,5.773
2011-04-23,96.5,90.167,80.5,11.175666666666666,13.786666666666667,2.611333333333333,,16.305333333333333,181.0,165.35399999999998,151.5,2.625
2011-04-24,87.0,46.6875,27.5,12.888666666666666,16.846999999999998,3.9583333333333335,,12.333,207.5,168.14600000000002,126.0,4.542
2011-04-25,81.5,48.125,26.5,29.794,47.684333333333335,17.89,,17.319333333333333,195.5,155.54149999999998,110.5,6.542
2011-04-26,66.0,41.708,30.0,33.19466666666667,55.625,22.430666666666667,,20.527666666666665,213.5,166.75,113.5,6.625
2011-04-27,94.0,66.9375,48.0,8.41,10.271333333333333,1.861,,38.612,237.5,203.5,174.0,3.417
2011-04-28,93.5,50.5,27.5,13.958,19.613333333333333,5.655666666666666,,17.826666666666664,249.0,197.66649999999998,142.0,4.455
2011-04-29,71.5,43.083,34.5,24.139333333333337,34.053666666666665,9.914333333333333,,15.652666666666667,192.0,158.35399999999998,123.5,6.0
2011-04-30,80.0,57.4585,34.5,18.777666666666665,26.20866666666667,7.4303333333333335,,23.722333333333335,216.5,176.75,125.5,4.958
2011-05-01,96.0,69.0,46.0,6.092333333333333,6.726333333333334,0.634,,18.138666666666666,204.0,183.5,155.0,2.5
2011-05-02,94.0,43.8955,20.5,29.236,47.375,18.139,,64.375,246.0,197.1875,145.5,7.583
2011-05-03,94.5,63.375,37.0,21.736,30.722333333333335,8.985999999999999,,49.666666666666664,186.0,162.0,140.0,5.875
2011-05-04,89.5,60.354,34.5,14.388666666666666,18.263666666666666,3.875,,25.861,222.0,176.6455,139.0,4.261
2011-05-05,76.5,61.729,43.5,16.224999999999998,21.669666666666668,5.444333333333333,,20.513666666666666,168.5,155.1875,139.5,5.583
2011-05-06,81.0,64.75,47.0,29.763666666666666,49.31933333333333,19.555666666666667,,24.764333333333337,204.0,169.45850000000002,131.5,6.375
2011-05-07,96.0,85.646,69.0,34.266333333333336,61.52666666666667,27.260333333333335,,28.902666666666665,180.5,169.583,154.0,8.25
2011-05-08,96.5,54.333,24.0,19.361,24.139,4.777666666666667,,29.792,271.0,212.45850000000002,147.0,5.917
2011-05-09,71.5,46.25,20.5,25.44066666666667,35.98533333333333,10.544666666666666,,27.951666666666664,236.0,200.3125,160.5,6.0
2011-05-10,94.0,67.0625,41.5,35.875,64.54166666666667,28.666666666666668,,35.791666666666664,284.0,232.91649999999998,185.5,8.0
2011-05-11,98.5,93.083,83.5,34.23266666666667,54.33233333333334,20.099666666666668,,16.625,172.5,153.3125,144.0,6.217
2011-05-12,100.0,96.021,82.5,37.06933333333333,70.19433333333333,33.125,,16.6665,168.5,158.72899999999998,144.5,7.958
2011-05-13,97.5,79.9165,59.5,35.268,64.56533333333333,29.29733333333333,,26.083333333333332,251.5,204.0,163.5,8.333
2011-05-14,83.0,46.9375,23.5,27.888666666666666,36.513666666666666,8.625,,40.47233333333333,256.0,209.72899999999998,161.0,7.083
2011-05-15,57.0,31.0415,14.5,11.5,12.986333333333334,1.4863333333333333,,20.611,255.0,207.70850000000002,157.0,3.625
2011-05-16,67.5,48.1665,26.0,13.777666666666667,16.069333333333333,2.2916666666666665,,26.875,235.5,204.3125,170.5,3.565
2011-05-17,91.5,72.5835,50.5,28.72933333333333,43.99466666666666,15.265,,32.792,215.0,182.85399999999998,153.5,6.292
2011-05-18,92.0,60.0205,36.5,32.272999999999996,48.821333333333335,16.548666666666666,,37.005,242.0,197.85399999999998,153.5,6.542
2011-05-19,78.5,52.875,27.0,27.275333333333332,39.797333333333334,12.522,,35.665,260.0,213.39600000000002,157.0,6.261
2011-05-20,72.5,58.1455,41.0,22.471999999999998,29.861333333333334,7.389,,37.84733333333333,271.5,225.14600000000002,185.5,4.917
2011-05-21,81.5,65.271,45.5,12.041666666666666,14.666666666666666,2.625,,30.222333333333335,275.5,231.95850000000002,195.5,3.625
2011-05-22,96.5,78.896,50.5,7.555666666666667,9.985999999999999,2.4306666666666668,,14.403,287.5,211.375,159.5,3.304
2011-05-23,92.5,71.2705,51.5,30.282666666666668,59.626,29.343666666666667,,14.014000000000001,189.0,161.0,131.5,7.125
2011-05-24,97.5,80.1665,55.0,33.792,63.5,29.708333333333332,,14.597333333333333,181.0,146.72899999999998,123.0,6.75
2011-05-25,89.5,57.7085,25.5,30.400666666666666,57.060333333333325,26.659666666666666,,19.146666666666665,238.5,189.41649999999998,131.5,7.542
2011-05-26,82.0,68.542,46.0,32.79933333333333,55.458333333333336,22.659000000000002,,19.048,227.5,199.3955,178.0,6.591
2011-05-27,97.5,78.75,62.5,34.333333333333336,55.263666666666666,20.930333333333333,,21.438666666666666,208.0,187.95850000000002,174.0,6.5
2011-05-28,99.0,98.0835,96.5,35.875,72.486,36.611,,24.236333333333334,194.0,184.375,172.0,8.957
2011-05-29,99.5,98.7705,97.0,19.944,29.455666666666662,9.512333333333334,,9.069666666666667,193.0,182.72899999999998,164.5,6.208
2011-05-30,99.5,73.292,48.5,18.389,35.5,17.111,,7.083333333333333,218.0,177.5625,163.0,4.5
2011-05-31,61.5,54.3335,47.5,16.655333333333335,31.56533333333333,14.909999999999998,,15.778,188.0,157.41649999999998,126.5,4.708
2011-06-01,66.5,55.354,46.5,26.902666666666665,46.812999999999995,19.910666666666668,,32.974333333333334,185.0,158.6875,126.0,6.125
2011-06-02,99.0,90.7705,66.5,39.333333333333336,87.73633333333333,48.403,,41.958,178.0,162.33350000000002,145.5,8.958
2011-06-03,99.0,72.75,46.5,33.49133333333334,61.160333333333334,27.669,,34.94466666666667,248.5,201.958,149.5,8.455
2011-06-04,91.5,69.4375,44.5,17.762333333333334,23.749,5.986666666666667,,34.666666666666664,269.5,225.9375,186.5,4.875
2011-06-05,93.0,69.8955,54.5,18.069333333333333,22.694333333333333,4.625,,43.94433333333333,270.0,228.2705,189.5,5.833
2011-06-06,94.0,60.5625,23.5,28.402666666666665,40.93833333333333,12.535666666666666,,34.19466666666667,298.0,234.58350000000002,178.5,6.708
2011-06-07,89.5,70.06,48.5,25.795333333333332,33.24133333333334,7.446000000000001,,39.02666666666667,238.0,218.875,202.0,5.833
2011-06-08,98.0,79.1875,61.0,36.264,61.458666666666666,25.194333333333333,,17.930666666666667,230.5,202.125,178.0,8.25
2011-06-09,89.0,66.896,42.0,30.518,48.38733333333334,17.868666666666666,,23.418000000000003,258.0,222.25,188.5,6.318
2011-06-10,91.5,77.8335,62.5,19.671666666666667,26.80966666666667,7.1386666666666665,,25.861333333333334,258.5,231.7295,202.0,4.75
2011-06-11,99.0,87.333,68.5,29.75,46.903,17.153000000000002,,38.778,255.0,222.5,209.5,6.792
2011-06-12,91.5,72.229,39.5,26.742,33.72466666666667,6.982333333333333,,42.81966666666667,268.5,234.667,210.0,8.375
2011-06-13,99.0,87.542,76.0,42.37533333333334,69.389,27.013666666666666,,37.55533333333333,232.0,210.72899999999998,186.0,8.917
2011-06-14,94.5,76.771,61.0,37.236,61.75,24.514,,29.639,242.5,220.042,202.0,7.667
2011-06-15,73.0,54.854,40.5,31.247666666666664,52.07966666666667,20.831999999999997,,15.501666666666667,239.5,219.375,204.0,5.652
2011-06-16,94.5,75.875,62.0,33.44466666666667,60.77733333333333,27.333,,23.625,238.0,213.583,185.5,7.542
2011-06-17,99.0,94.9585,87.0,33.909,62.534,28.625,,16.31833333333333,207.5,192.75,179.5,8.478
2011-06-18,97.0,85.6665,66.5,31.89533333333333,48.25566666666666,16.36,,23.416666666666668,224.5,204.8125,191.0,7.417
2011-06-19,99.0,81.354,62.0,22.194333333333333,28.805666666666667,6.611,,32.52766666666667,248.0,221.10399999999998,197.5,7.375
2011-06-20,93.0,81.625,66.0,15.555333333333332,19.944333333333333,4.389,,17.083333333333332,261.0,238.458,217.5,3.958
2011-06-21,92.0,73.75,55.0,16.569666666666667,24.819333333333333,8.25,,12.360999999999999,293.5,256.5625,233.0,4.348
2011-06-22,89.5,63.521,38.5,43.67166666666666,61.57333333333333,17.901666666666667,,35.625,333.5,283.47900000000004,228.0,9.333
2011-06-23,83.0,69.25,53.5,16.430333333333333,22.458333333333332,6.027666666666666,,31.944333333333333,322.0,284.52099999999996,257.5,3.875
2011-06-24,78.0,65.646,51.0,7.1323333333333325,10.334666666666667,3.202666666666667,,22.913333333333338,325.5,290.667,261.5,2.261
2011-06-25,86.0,73.1665,59.0,19.763666666666666,36.291666666666664,16.527666666666665,,22.152666666666665,296.0,255.896,214.0,6.083
2011-06-26,97.0,87.167,77.5,21.555666666666667,30.291666666666668,8.735999999999999,,33.583333333333336,238.5,222.39600000000002,206.0,6.917
2011-06-27,98.0,92.5625,87.5,37.361,88.94466666666666,51.583666666666666,,39.68033333333333,243.0,226.542,212.0,11.565
2011-06-28,94.0,70.208,44.5,42.964666666666666,93.875,50.910333333333334,,45.791666666666664,340.0,281.542,230.0,10.542
2011-06-29,82.0,60.0625,41.5,32.235,55.00233333333333,22.76733333333333,,32.649,352.0,305.125,264.0,7.542
2011-06-30,91.0,64.042,38.0,25.680666666666667,38.937000000000005,13.256666666666666,,27.264,343.0,290.83349999999996,256.5,6.167
2011-07-01,86.5,64.0415,42.0,30.685666666666666,48.02766666666667,17.342,,28.480999999999998,339.5,290.1045,251.5,7.045
2011-07-02,85.5,73.9795,59.0,25.111,47.55533333333333,22.444666666666667,,36.25,301.0,274.91650000000004,256.5,8.208
2011-07-03,86.0,69.083,53.0,11.638666666666666,16.055333333333333,4.416666666666667,,25.222333333333335,326.0,285.75,251.5,4.043
2011-07-04,84.5,68.333,51.5,5.690666666666666,7.707000000000001,2.0163333333333333,,39.014,334.0,293.95849999999996,265.5,2.0
2011-07-05,89.5,68.3125,49.0,22.237333333333336,28.598333333333333,6.361,,23.396,335.0,287.667,244.5,5.125
2011-07-06,77.0,59.8335,39.0,30.625,48.434666666666665,17.80966666666667,,31.680333333333333,331.0,288.3125,260.5,6.458
2011-07-07,92.5,76.25,62.5,8.138666666666667,11.75,3.611333333333333,,14.277666666666667,289.0,266.792,240.5,2.542
2011-07-08,76.5,68.9585,57.5,14.036333333333333,23.540333333333333,9.504,,15.541333333333334,316.5,289.3125,268.5,4.391
2011-07-09,83.5,68.292,54.5,18.375333333333334,35.263666666666666,16.889,,22.471999999999998,333.5,300.20849999999996,272.5,5.174
2011-07-10,83.5,65.354,43.5,9.915333333333335,14.363999999999999,4.448333333333333,,15.235999999999999,340.0,298.0625,263.5,2.458
2011-07-11,87.5,66.729,42.5,15.736333333333334,30.416666666666668,14.680333333333332,,15.347,346.0,300.3125,263.5,4.083
2011-07-12,91.5,70.417,51.0,12.063333333333333,22.791666666666668,10.728333333333333,,14.027666666666667,325.0,291.45849999999996,261.5,3.417
2011-07-13,80.5,64.167,47.0,12.549333333333331,22.201000000000004,9.652000000000001,,13.471333333333334,329.5,292.25,263.5,3.708
2011-07-14,77.0,58.7085,37.0,15.321333333333335,25.343,10.021666666666667,,15.402666666666667,341.0,296.83349999999996,262.0,4.125
2011-07-15,82.5,58.6665,40.0,24.81533333333333,39.333333333333336,14.518,,20.239,349.0,302.6045,259.0,5.409
2011-07-16,88.0,65.771,47.0,13.066666666666668,19.818,6.751666666666668,,22.555666666666667,341.0,296.97900000000004,262.0,3.292
2011-07-17,83.5,63.729,44.5,5.333333333333333,7.625,2.292,,15.860999999999999,346.0,300.8125,260.5,1.833
2011-07-18,85.0,70.021,51.0,5.009,8.177666666666667,3.168333333333333,,20.653000000000002,337.5,301.04150000000004,277.5,1.625
2011-07-19,95.5,87.021,80.0,10.244333333333334,26.769333333333332,16.525000000000002,,29.150000000000002,287.0,280.20849999999996,271.0,3.292
2011-07-20,97.5,89.521,76.5,11.990333333333334,22.764,10.773666666666665,,31.334333333333333,294.0,261.0625,212.0,3.333
2011-07-21,98.5,74.396,48.5,16.121333333333336,37.654,21.532666666666668,,13.008666666666665,232.0,205.33350000000002,183.5,4.682
2011-07-22,75.0,57.4165,46.5,22.247,56.550666666666665,34.304,,16.972333333333335,246.5,214.64600000000002,180.0,6.417
2011-07-23,75.0,61.8125,51.5,21.486333333333334,47.125,25.639,,14.291666666666666,280.5,239.41649999999998,194.5,5.708
2011-07-24,85.5,67.8545,53.5,13.233666666666666,19.523,6.289000000000001,,18.375,292.0,264.64599999999996,231.0,3.667
2011-07-25,85.0,69.104,47.0,14.463999999999999,20.038,5.574333333333333,,22.578000000000003,314.5,278.22900000000004,251.0,3.167
2011-07-26,81.0,72.354,63.0,14.851333333333335,21.129,6.277666666666666,,16.139,296.0,273.97900000000004,259.0,3.625
2011-07-27,78.5,67.667,51.0,23.361,38.30533333333333,14.944666666666668,,18.264,314.5,283.833,258.5,5.826
2011-07-28,94.5,82.8335,66.5,42.544333333333334,73.83466666666668,31.290666666666667,,44.458333333333336,296.5,269.10400000000004,248.0,8.913
2011-07-29,95.5,83.9165,59.5,35.028,54.43033333333333,19.403000000000002,,52.111,297.0,269.8545,254.5,8.458
