date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,CH4_mean,CO_mean,NMHC_mean,THC_mean
2013-01-20,32.125,77.25,45.125,13.834,16.271,199.542,,26.333,225.875
2013-01-21,31.375,91.812,60.438,15.834,21.062,200.792,,25.667,226.458
2013-01-22,28.083,61.375,33.292,17.354,22.48,197.667,,18.0,215.667
2013-01-23,27.762,52.526,24.764,7.354,10.104,193.261,,13.435,206.696
2013-01-24,38.812,89.77,50.958,20.625,24.896,197.917,,30.333,228.25
2013-01-25,45.279,146.805,101.526,50.77,67.625,211.783,,68.043,279.826
2013-01-26,16.208,37.312,21.104,21.23,28.875,199.667,,24.75,224.417
2013-01-27,18.625,28.854,10.229,9.0,11.021,192.958,,12.625,205.583
2013-01-28,36.104,96.646,60.542,17.584,23.25,196.167,,31.125,227.292
2013-01-29,25.396,43.042,17.646,8.708,13.208,192.625,,15.417,208.042
2013-01-30,41.38,122.856,81.476,29.396,41.0,199.783,,47.957,247.739
2013-01-31,23.087,58.761,35.674,10.083,13.826,193.217,,18.0,211.217
2013-02-01,26.508,54.057,27.549,17.479,21.75,195.333,,19.167,214.5
2013-02-02,30.229,55.396,25.166,37.646,51.834,206.417,,40.417,246.833
2013-02-03,48.583,143.584,95.0,48.292,67.021,211.208,,52.792,264.0
2013-02-04,19.73,31.5,11.771,5.708,12.416,191.333,,12.167,203.5
2013-02-05,26.48,54.208,27.729,4.646,6.771,190.333,,10.833,201.167
2013-02-06,24.585,43.105,18.52,6.562,8.375,190.75,,8.042,198.792
2013-02-07,26.104,48.062,21.958,11.188,13.334,193.739,,14.913,208.652
2013-02-08,13.002,18.046,5.042,6.77,10.458,190.75,,8.25,199.0
2013-02-09,9.416,12.479,3.062,2.417,4.02,191.833,,5.292,197.125
2013-02-10,27.795,44.636,16.841,12.384,13.136,192.762,,14.238,207.0
2013-02-11,15.355,21.146,5.792,6.229,8.458,190.792,,8.042,198.833
2013-02-12,21.104,40.834,19.729,6.875,9.604,192.5,,11.583,204.083
2013-02-13,34.578,91.913,57.335,10.354,14.208,197.75,,28.292,226.042
2013-02-14,24.729,44.062,19.334,7.334,12.396,189.667,,8.417,198.083
2013-02-15,7.396,9.58,2.184,1.75,4.458,188.0,,2.75,190.75
2013-02-16,4.188,4.792,0.604,8.542,11.792,188.708,,2.417,191.125
2013-02-17,29.98,54.896,24.916,22.916,24.229,193.913,,10.826,204.739
2013-02-18,16.084,22.271,6.188,9.84,9.958,189.417,,4.542,193.958
2013-02-19,18.084,26.02,7.938,7.111,10.771,189.833,,7.458,197.292
2013-02-20,35.582,73.913,38.331,21.166,24.913,195.13,,23.522,218.652
2013-02-21,24.854,38.208,13.354,10.0,11.938,191.792,,8.458,200.25
2013-02-22,21.021,30.013,8.992,7.604,10.104,190.583,,8.583,199.167
2013-02-23,14.979,18.542,3.562,12.292,14.583,192.333,,9.375,201.708
2013-02-24,26.458,43.812,17.354,13.979,17.0,193.583,,11.667,205.25
2013-02-25,38.208,86.0,47.792,25.771,32.375,196.708,,25.667,222.375
2013-02-26,31.189,55.339,24.15,41.375,45.783,199.87,,21.348,221.217
2013-02-27,47.812,98.5,50.688,55.417,74.417,202.75,,46.542,249.292
2013-02-28,31.0,49.312,18.312,25.834,36.02,194.625,,20.083,214.708
2013-03-01,20.597,28.24,7.643,29.375,39.312,196.417,,14.917,211.333
2013-03-02,11.896,14.938,3.042,12.916,17.646,194.125,,10.083,204.208
2013-03-03,24.729,44.521,19.792,6.375,9.438,192.958,,8.125,201.083
2013-03-04,24.062,39.0,14.938,16.562,18.25,195.583,,17.667,213.25
2013-03-05,32.28,60.99,28.708,21.834,32.112,195.381,,21.952,217.333
2013-03-06,14.75,19.75,5.0,5.834,9.562,190.208,,3.958,194.167
2013-03-07,22.666,32.98,10.312,10.333,10.5,191.042,,9.25,200.292
2013-03-08,23.951,37.407,13.456,9.958,12.125,191.875,,12.208,204.083
2013-03-09,11.188,12.729,1.542,12.25,14.084,193.625,,9.792,203.417
2013-03-10,18.812,26.854,8.041,7.229,10.729,191.75,,6.708,198.458
2013-03-11,28.146,46.458,18.312,8.27,10.27,192.792,,15.708,208.5
2013-03-12,36.5,66.708,30.208,31.688,38.208,199.87,,33.261,233.13
2013-03-13,43.138,97.943,54.805,52.456,69.326,202.045,,34.591,236.636
2013-03-14,16.875,22.958,6.084,3.292,5.938,190.333,,7.625,197.958
2013-03-15,16.96,21.384,4.424,7.771,10.188,191.583,,8.25,199.833
2013-03-16,14.562,17.334,2.77,17.542,21.646,194.708,,11.292,206.0
2013-03-17,25.583,39.271,13.688,31.708,38.52,195.696,,14.826,210.522
2013-03-18,32.604,76.02,43.416,26.562,34.688,195.0,,23.208,218.208
2013-03-19,10.584,12.73,2.146,13.062,19.334,191.522,,4.783,196.304
2013-03-20,24.166,39.584,15.417,9.292,14.104,191.957,,12.217,204.174
2013-03-21,10.667,13.625,2.958,0.312,3.958,190.375,,3.875,194.25
2013-03-22,16.289,22.888,6.599,7.75,9.375,191.25,,7.208,198.458
2013-03-23,14.208,17.417,3.208,12.562,15.855,193.292,,8.667,201.958
2013-03-24,26.174,40.64,14.466,18.07,20.0,193.429,,10.762,204.19
2013-03-25,40.73,70.875,30.146,28.146,35.5,198.583,,29.5,228.083
2013-03-26,40.125,65.875,25.75,26.958,38.042,197.75,,29.542,227.292
2013-03-27,36.375,68.896,32.521,21.979,31.73,194.25,,25.958,220.208
2013-03-28,32.792,64.77,31.98,24.958,29.896,197.75,,25.417,223.167
2013-03-29,30.809,55.354,24.546,27.938,33.666,198.708,,29.917,228.625
2013-03-30,11.271,13.875,2.604,12.167,23.854,192.208,,14.75,206.958
2013-03-31,13.021,16.146,3.125,6.458,10.77,189.609,,3.435,193.043
2013-04-01,15.895,25.208,9.312,,25.062,192.0,,7.87,199.87
2013-04-02,34.479,66.854,32.375,,35.292,185.739,,23.783,209.522
2013-04-03,17.346,22.612,5.266,,6.5,186.81,,4.286,191.095
2013-04-04,25.25,34.958,9.708,,12.958,187.571,,3.571,191.143
2013-04-05,19.73,28.479,8.75,,30.771,192.75,,13.75,206.5
2013-04-06,15.149,24.704,9.556,,33.834,193.565,,13.957,207.522
2013-04-07,10.25,12.125,1.875,,7.104,189.304,,5.826,195.13
2013-04-08,17.771,22.02,4.25,,9.896,190.13,,3.478,193.609
2013-04-09,33.208,54.23,21.021,,22.146,194.348,,19.652,214.0
2013-04-10,22.752,35.885,13.133,,18.392,191.571,,7.81,199.381
2013-04-11,14.875,19.104,4.229,,11.604,192.217,,7.304,199.522
2013-04-12,28.73,50.542,21.812,,21.166,195.565,,11.522,207.087
2013-04-13,23.068,36.954,13.886,,14.334,194.739,,13.043,207.783
2013-04-14,14.166,17.688,3.521,,25.084,193.652,,11.739,205.391
2013-04-15,16.208,23.188,6.98,,21.812,192.043,,7.913,199.957
2013-04-16,25.771,43.646,17.875,,24.375,195.174,,20.739,215.913
2013-04-17,29.63,59.1,29.47,,38.208,193.174,,25.478,218.652
2013-04-18,23.854,39.062,15.208,,30.854,192.826,,21.957,214.783
2013-04-19,22.652,31.717,9.065,,17.391,190.091,,7.136,197.227
2013-04-20,13.693,15.865,2.172,,23.938,191.087,,7.826,198.913
2013-04-21,9.917,11.5,1.584,,13.146,191.217,,6.826,198.043
2013-04-22,25.542,35.208,9.666,,17.208,191.739,,7.261,199.0
2013-04-23,35.834,61.334,25.5,,28.416,196.913,,21.783,218.696
2013-04-24,29.392,61.012,31.62,,38.75,195.826,,26.565,222.391
2013-04-25,21.083,26.167,5.083,,22.646,191.087,,9.87,200.957
2013-04-26,23.812,31.25,7.438,,22.52,194.304,,14.522,208.826
2013-04-27,17.259,21.0,3.74,,11.896,190.043,,5.652,195.696
2013-04-28,13.958,16.062,2.104,,15.292,191.174,,7.043,198.217
2013-04-29,20.458,23.271,2.812,,24.416,194.652,,13.609,208.261
2013-04-30,31.6,52.856,21.256,,30.013,198.091,,22.955,221.045
2013-05-01,11.631,15.855,4.224,,28.854,190.708,,6.333,197.042
2013-05-02,19.125,25.584,6.458,,10.104,189.913,,5.13,195.043
2013-05-03,12.584,14.438,1.854,,9.25,191.167,,8.667,199.833
2013-05-04,11.926,13.082,1.155,,13.854,192.625,,8.417,201.042
2013-05-05,11.062,11.875,0.812,,20.166,191.708,,7.083,198.792
2013-05-06,16.75,19.396,2.646,,27.334,195.208,,12.625,207.833
2013-05-07,11.188,13.958,2.771,,7.792,187.522,,2.304,189.826
2013-05-08,27.389,41.289,13.9,,11.249,189.045,,8.455,197.5
2013-05-09,34.27,58.771,24.5,,17.958,193.458,,21.625,215.083
2013-05-10,26.25,45.834,19.584,,36.312,196.75,,26.208,222.958
2013-05-11,20.322,26.9,6.578,,53.208,193.333,,21.625,214.958
2013-05-12,7.5,8.084,0.584,,19.938,188.833,,8.708,197.542
2013-05-13,18.021,21.021,3.0,,38.542,189.167,,12.333,201.5
2013-05-14,25.646,49.146,23.5,,38.979,195.5,,24.292,219.792
2013-05-15,13.084,14.015,0.932,,36.458,190.304,,11.652,201.957
2013-05-16,15.479,22.417,6.938,,28.312,189.458,,10.875,200.333
2013-05-17,10.739,12.0,1.261,,20.378,189.652,,7.913,197.565
2013-05-18,14.6,18.138,3.538,,20.542,191.625,,13.958,205.583
2013-05-19,9.125,9.938,0.812,,17.979,188.75,,9.0,197.75
2013-05-20,19.104,28.812,9.708,,15.5,188.583,,13.292,201.875
2013-05-21,14.917,27.062,12.146,,21.125,189.333,,10.583,199.917
2013-05-22,14.549,16.074,1.525,,31.292,190.583,,12.458,203.042
2013-05-23,19.417,36.396,16.979,,39.229,198.625,,21.75,220.375
2013-05-24,25.104,40.104,15.0,,18.875,194.783,,13.174,207.957
2013-05-25,6.986,7.365,0.38,,16.021,190.667,,6.792,197.458
2013-05-26,8.146,8.562,0.416,,22.792,193.292,,10.75,204.042
2013-05-27,15.416,16.688,1.271,,21.396,191.75,,11.083,202.833
2013-05-28,12.022,13.848,1.826,,15.608,190.227,,10.091,200.318
2013-05-29,8.88,9.625,0.746,,16.084,185.958,,5.958,191.917
2013-05-30,19.688,34.104,14.417,,16.708,187.333,,14.458,201.792
2013-05-31,12.77,18.542,5.771,,19.292,191.348,,7.652,199.0
2013-06-01,14.193,22.703,8.51,,24.021,196.391,,10.783,207.174
2013-06-02,5.75,6.146,0.396,,16.208,189.083,,5.792,194.875
2013-06-03,16.146,19.188,3.042,,21.125,191.25,,11.167,202.417
2013-06-04,20.042,23.896,3.854,,29.667,196.652,,18.087,214.739
2013-06-05,17.758,21.576,3.817,,31.261,197.095,,17.476,214.571
2013-06-06,18.584,21.438,2.854,,20.375,190.292,,13.292,203.583
2013-06-07,7.834,8.979,1.146,,12.625,189.542,,7.542,197.083
2013-06-08,18.124,25.876,7.752,,18.584,191.917,,12.75,204.667
2013-06-09,9.458,10.854,1.396,,30.25,198.5,,10.75,209.25
2013-06-10,19.521,24.0,4.48,,35.084,195.833,,17.583,213.417
2013-06-11,13.0,13.917,0.916,,22.562,191.75,,14.625,206.375
2013-06-12,18.498,32.386,13.888,,19.812,189.87,,13.609,203.478
2013-06-13,12.125,24.771,12.646,,9.208,184.292,,9.75,194.042
2013-06-14,10.979,24.521,13.542,,15.792,186.125,,9.292,195.417
2013-06-15,11.664,17.568,5.904,,19.875,188.875,,13.792,202.667
2013-06-16,8.188,9.354,1.166,,11.166,186.625,,8.708,195.333
2013-06-17,14.642,21.028,6.385,,20.45,191.913,,14.043,205.957
2013-06-18,23.334,32.02,8.688,,38.792,195.083,,18.625,213.708
2013-06-19,25.926,48.176,22.25,,37.167,201.417,,25.0,226.417
2013-06-20,21.25,25.0,3.75,,21.042,193.083,,18.375,211.458
2013-06-21,23.458,29.708,6.25,,26.458,200.417,,23.708,224.125
2013-06-22,17.279,26.716,9.438,,23.042,203.083,,18.458,221.542
2013-06-23,8.188,9.271,1.084,,27.334,205.5,,13.625,219.125
2013-06-24,13.228,18.133,4.905,,19.479,193.304,,9.348,202.652
2013-06-25,17.755,23.866,6.11,,29.938,199.609,,24.391,224.0
2013-06-26,17.704,21.002,3.297,,30.958,203.583,,21.333,224.917
2013-06-27,15.688,22.396,6.708,,10.77,189.917,,5.792,195.708
2013-06-28,9.125,10.334,1.208,,18.584,193.333,,8.583,201.917
2013-06-29,8.666,9.844,1.178,,20.75,194.375,,8.667,203.042
2013-06-30,7.979,8.438,0.458,,21.48,194.125,,10.667,204.792
2013-07-01,15.438,17.646,2.208,,15.5,194.167,,12.542,206.708
2013-07-02,15.188,20.084,4.896,,15.896,192.696,,13.609,206.304
2013-07-03,15.492,19.134,3.642,,14.917,189.333,,12.5,201.833
2013-07-04,26.625,48.312,21.688,,28.958,194.625,,24.292,218.917
2013-07-05,25.854,49.104,23.25,,29.188,188.583,,24.542,213.125
2013-07-06,13.394,27.994,14.6,,20.125,189.75,,20.542,210.292
2013-07-07,10.75,14.125,3.375,,23.188,191.167,,19.042,210.208
2013-07-08,18.812,31.458,12.645,,23.438,194.625,,18.708,213.333
2013-07-09,23.672,38.579,14.907,,39.659,205.476,,26.0,231.476
2013-07-10,24.25,35.938,11.688,,53.577,198.375,,26.167,224.542
2013-07-11,19.646,27.458,7.812,,49.042,198.625,,29.083,227.708
2013-07-12,17.358,23.298,5.939,,42.788,197.375,,23.0,220.375
2013-07-13,35.625,60.542,24.917,,50.583,220.333,,30.292,250.625
2013-07-14,10.542,12.25,1.708,,46.417,197.792,,14.75,212.542
2013-07-15,13.75,18.833,5.083,,19.875,194.167,,9.375,203.542
2013-07-16,9.34,10.771,1.431,,16.157,189.957,,7.957,197.913
2013-07-17,12.833,13.916,1.084,,26.854,195.125,,12.333,207.458
2013-07-18,18.578,30.072,11.494,,30.544,193.955,,16.818,210.773
2013-07-19,11.916,14.27,2.354,,16.562,191.75,,9.667,201.417
2013-07-20,10.89,15.874,4.984,,15.042,193.667,,10.542,204.208
2013-07-21,7.125,7.875,0.75,,18.062,191.042,,8.875,199.917
2013-07-22,18.27,21.916,3.646,,23.604,191.958,,15.417,207.375
2013-07-23,16.125,23.938,7.812,,33.521,197.0,,17.5,214.5
2013-07-24,11.562,13.708,2.146,,22.875,192.083,,16.375,208.458
2013-07-25,16.354,26.854,10.5,,29.292,190.304,,19.217,209.522
2013-07-26,14.708,17.854,3.146,,36.312,188.292,,15.667,203.958
2013-07-27,17.674,22.486,4.812,,26.5,192.667,,13.292,205.958
2013-07-28,10.354,11.875,1.521,,16.062,203.417,,13.458,216.875
2013-07-29,18.396,25.062,6.666,,36.354,208.708,,22.208,230.917
2013-07-30,15.13,24.804,9.674,,35.0,206.091,,18.409,224.5
2013-07-31,7.146,7.666,0.52,,34.52,188.708,,8.667,197.375
2013-08-01,14.646,20.708,6.062,,30.27,192.208,,13.167,205.375
2013-08-02,5.896,7.25,1.354,,12.375,181.083,,6.625,187.708
2013-08-03,13.5,16.421,2.921,,23.792,186.583,,11.417,198.0
2013-08-04,10.084,10.833,0.75,,28.792,196.208,,14.792,211.0
2013-08-05,14.584,18.334,3.75,,22.584,189.708,,11.583,201.292
2013-08-06,18.521,27.438,8.916,,23.625,185.0,,16.174,201.174
2013-08-07,19.552,33.342,13.79,,23.761,196.696,,17.522,214.217
2013-08-08,22.544,34.142,11.598,,42.146,205.25,,22.417,227.667
2013-08-09,20.312,27.0,6.688,,66.458,206.5,,26.042,232.542
2013-08-10,23.301,29.196,5.896,,70.938,212.083,,27.042,239.125
2013-08-11,13.105,14.916,1.812,,57.708,210.667,,19.125,229.792
2013-08-12,13.875,19.708,5.834,,45.896,205.292,,14.083,219.375
2013-08-13,12.166,14.521,2.354,,43.792,199.0,,12.75,211.75
2013-08-14,8.646,9.771,1.125,,34.958,206.609,,12.174,218.783
2013-08-15,10.824,12.108,1.284,,35.938,205.125,,13.917,219.042
2013-08-16,12.761,14.717,1.956,,36.348,199.818,,17.136,216.955
2013-08-17,11.475,14.796,3.322,,24.688,194.833,,11.625,206.458
2013-08-18,8.834,10.729,1.896,,18.688,195.125,,11.292,206.417
2013-08-19,14.521,24.416,9.896,,19.062,194.958,,13.917,208.875
2013-08-20,19.896,36.438,16.542,,20.416,192.375,,19.042,211.417
2013-08-21,14.982,25.648,10.666,,21.657,193.875,,16.5,210.375
2013-08-22,14.366,21.824,7.458,,25.521,190.625,,14.417,205.042
2013-08-23,22.916,42.084,19.167,,29.562,194.087,,19.652,213.739
2013-08-24,19.413,34.047,14.634,,17.667,197.75,,19.5,217.25
2013-08-25,14.166,18.271,4.104,,21.938,213.708,,17.917,231.625
2013-08-26,19.042,37.625,18.583,,21.521,219.458,,17.5,236.958
2013-08-27,19.604,27.916,8.312,,13.625,195.833,,12.875,208.708
2013-08-28,24.608,43.587,18.978,,17.804,203.091,,16.227,219.318
2013-08-29,20.039,23.284,3.246,,31.542,204.333,,21.25,225.583
2013-08-30,36.23,53.021,16.792,,37.0,208.0,,26.625,234.625
2013-08-31,14.441,23.318,8.877,,25.896,193.25,,18.5,211.75
2013-09-01,10.174,13.066,2.892,,22.782,193.0,,15.542,208.542
2013-09-02,23.636,37.386,13.75,,25.228,198.773,,22.0,220.773
2013-09-03,16.896,37.042,20.146,,22.438,199.167,,26.0,225.167
2013-09-04,11.958,16.27,4.312,,15.5,186.417,,13.833,200.25
2013-09-05,19.554,33.53,13.978,,14.062,184.708,,21.042,205.75
2013-09-06,13.292,24.375,11.084,,14.916,191.417,,14.0,205.417
2013-09-07,14.484,22.592,8.108,,18.875,194.458,,14.0,208.458
2013-09-08,8.375,10.625,2.25,,16.042,192.75,,10.5,203.25
2013-09-09,14.021,27.0,12.979,,12.333,194.652,,11.739,206.391
2013-09-10,13.021,21.312,8.292,,16.375,195.333,,14.708,210.042
2013-09-11,21.75,34.812,13.062,,16.77,192.458,,13.375,205.833
2013-09-12,19.742,31.82,12.079,,22.667,198.667,,22.667,221.333
2013-09-13,14.522,18.413,3.892,,32.87,195.913,,17.652,213.565
2013-09-14,16.458,20.292,3.833,,25.917,194.0,,19.0,213.0
2013-09-15,9.75,15.5,5.75,,14.125,188.75,,14.167,202.917
2013-09-16,6.208,7.5,1.292,,19.75,181.083,,5.625,186.708
2013-09-17,16.392,24.464,8.07,,17.486,188.75,,8.75,197.5
2013-09-18,20.75,44.688,23.938,,20.854,198.292,,18.417,216.708
2013-09-19,20.356,47.154,26.798,,24.542,200.083,,22.0,222.083
2013-09-20,25.875,54.188,28.312,,26.396,200.304,,22.696,223.0
2013-09-21,23.086,38.364,15.277,,31.77,199.417,,21.667,221.083
2013-09-22,10.958,13.375,2.416,,34.479,198.542,,19.25,217.792
2013-09-23,8.604,11.312,2.708,,14.604,189.0,,7.75,196.75
2013-09-24,19.562,35.812,16.25,,24.125,192.292,,17.208,209.5
2013-09-25,25.04,47.196,22.157,,18.102,189.696,,17.13,206.826
2013-09-26,24.59,48.158,23.568,,10.125,190.75,,12.292,203.042
2013-09-27,21.604,39.334,17.73,,11.666,192.583,,10.583,203.167
2013-09-28,16.792,35.756,18.964,,16.458,199.375,,17.75,217.125
2013-09-29,11.271,15.938,4.666,,19.458,196.458,,14.792,211.25
2013-09-30,19.125,34.458,15.334,,22.438,193.292,,13.208,206.5
2013-10-01,30.341,62.318,31.978,,24.286,195.455,,29.909,225.364
2013-10-02,22.521,55.125,32.604,,17.0,193.208,,30.75,223.958
2013-10-03,19.97,42.331,22.362,,13.062,191.542,,19.5,211.042
2013-10-04,16.584,27.938,11.354,,13.875,190.417,,13.167,203.583
2013-10-05,18.34,28.475,10.135,,9.125,189.042,,11.333,200.375
2013-10-06,6.938,8.562,1.625,,8.146,189.583,,8.917,198.5
2013-10-07,17.104,33.875,16.771,,12.708,189.083,,13.25,202.333
2013-10-08,21.292,38.708,17.417,,16.146,193.435,,26.304,219.739
2013-10-09,12.584,18.334,5.75,,11.042,184.917,,13.792,198.708
2013-10-10,14.602,33.894,19.292,,13.583,191.5,,19.125,210.625
2013-10-11,26.239,42.761,16.522,,17.5,190.727,,21.136,211.864
2013-10-12,20.032,43.842,23.809,,24.938,198.333,,25.917,224.25
2013-10-13,8.916,11.25,2.334,,11.354,188.875,,7.542,196.417
2013-10-14,13.208,19.0,5.792,,22.5,192.25,,12.375,204.625
2013-10-15,30.667,64.25,33.583,,38.666,194.625,,25.375,220.0
2013-10-16,9.396,11.708,2.312,,5.48,185.958,,4.75,190.708
2013-10-17,13.946,23.832,9.886,,8.708,189.5,,8.708,198.208
2013-10-18,15.916,31.438,15.521,,11.25,190.565,,11.348,201.913
2013-10-19,19.145,29.548,10.403,,16.75,189.708,,11.333,201.042
2013-10-20,10.104,13.334,3.229,,8.438,187.458,,7.083,194.542
2013-10-21,18.354,53.584,35.23,,12.625,194.458,,15.417,209.875
2013-10-22,16.062,26.584,10.521,,12.042,187.083,,10.708,197.792
2013-10-23,16.834,27.494,10.66,,9.24,187.826,,9.783,197.609
2013-10-24,23.06,45.739,22.678,,13.896,189.208,,13.0,202.208
2013-10-25,23.979,61.958,37.98,,11.27,191.375,,20.125,211.5
2013-10-26,14.996,20.248,5.252,,7.125,187.917,,8.083,196.0
2013-10-27,8.792,11.25,2.458,,9.271,188.0,,5.167,193.167
2013-10-28,22.125,48.229,26.104,,17.896,191.917,,13.875,205.792
2013-10-29,37.354,91.938,54.584,,38.562,196.917,,43.833,240.75
2013-10-30,28.396,58.25,29.854,,26.625,194.522,,23.217,217.739
2013-10-31,25.126,47.534,22.408,,29.208,200.042,,22.042,222.083
2013-11-01,29.439,53.534,24.096,,32.152,197.273,,21.182,218.455
2013-11-02,21.872,36.835,14.962,,33.75,194.875,,21.167,216.042
2013-11-03,21.396,32.0,10.604,,53.25,202.042,,23.708,225.75
2013-11-04,20.5,37.625,17.125,,32.146,201.0,,23.083,224.083
2013-11-05,29.666,60.792,31.125,,25.938,199.25,,22.25,221.5
2013-11-06,33.104,81.396,48.292,,31.979,199.667,,31.25,230.917
2013-11-07,38.236,105.658,67.422,,51.0,201.875,,42.958,244.833
2013-11-08,29.271,52.229,22.958,,14.083,191.391,,19.435,210.826
2013-11-09,20.671,42.622,21.951,,18.666,194.958,,18.583,213.542
2013-11-10,16.812,27.02,10.208,,24.916,196.417,,18.75,215.167
2013-11-11,16.587,25.022,8.435,,8.37,191.273,,8.909,200.182
2013-11-12,27.062,58.792,31.73,,10.938,192.583,,22.75,215.333
2013-11-13,27.208,67.333,40.125,,10.458,198.042,,20.042,218.083
2013-11-14,31.496,97.291,65.796,,18.979,199.5,,29.708,229.208
2013-11-15,33.271,99.48,66.208,,40.584,197.708,,33.458,231.167
2013-11-16,24.556,64.16,39.604,,25.916,201.708,,30.625,232.333
2013-11-17,23.0,39.0,16.0,,35.688,201.417,,24.958,226.375
2013-11-18,31.042,72.146,41.104,,33.062,198.043,,28.13,226.174
2013-11-19,34.5,87.52,53.021,,15.083,193.458,,24.542,218.0
2013-11-20,34.812,100.208,65.396,,17.77,196.75,,36.792,233.542
2013-11-21,34.578,86.067,51.489,,17.521,194.375,,34.042,228.417
2013-11-22,30.458,77.75,47.292,,17.646,195.75,,27.083,222.833
2013-11-23,19.476,28.82,9.344,,20.98,194.708,,16.0,210.708
2013-11-24,21.562,38.125,16.562,,33.208,201.167,,24.542,225.708
2013-11-25,35.935,84.326,48.391,,47.522,201.0,,35.364,236.364
2013-11-26,25.125,65.834,40.708,,19.688,195.0,,18.833,213.833
2013-11-27,33.771,75.771,42.0,,16.625,194.375,,26.583,220.958
2013-11-28,29.132,91.406,62.274,,20.792,197.625,,32.208,229.833
2013-11-29,31.312,77.333,46.021,,14.062,192.833,,17.708,210.542
2013-11-30,27.453,58.259,30.806,,14.875,194.75,,21.292,216.042
2013-12-01,23.688,42.812,19.125,24.5,30.23,199.167,,26.5,225.667
2013-12-02,40.364,114.454,74.091,26.25,34.718,202.0,,37.0,239.0
2013-12-03,34.104,95.916,61.812,23.688,30.166,202.708,,35.708,238.417
2013-12-04,36.0,105.646,69.646,20.688,28.52,199.625,,35.542,235.167
2013-12-05,35.016,102.888,67.872,27.312,37.979,206.167,,48.917,255.083
2013-12-06,39.229,112.104,72.875,28.646,35.792,201.583,,46.417,248.0
2013-12-07,23.114,46.236,23.122,9.646,13.75,195.375,,18.208,213.583
2013-12-08,14.188,24.438,10.25,8.166,10.917,194.708,,15.25,209.958
2013-12-09,31.812,111.02,79.208,34.625,39.771,199.87,,35.478,235.348
2013-12-10,24.083,82.854,58.77,16.938,23.77,200.542,,28.875,229.417
2013-12-11,29.296,75.114,45.818,13.812,19.546,196.318,,35.955,232.273
2013-12-12,37.248,121.15,83.902,12.896,17.938,200.125,,38.875,239.0
2013-12-13,33.521,100.792,67.271,12.584,18.208,198.333,,26.5,224.833
2013-12-14,26.178,46.206,20.027,7.916,11.812,193.542,,15.708,209.25
2013-12-15,13.52,19.25,5.729,3.916,6.625,192.5,,8.208,200.708
2013-12-16,17.104,26.938,9.834,4.0,5.708,191.042,,5.167,196.208
2013-12-17,30.334,72.666,42.334,26.938,27.375,197.625,,24.875,222.5
2013-12-18,34.146,101.75,67.604,23.958,29.52,195.739,,24.087,219.826
2013-12-19,27.682,50.458,22.776,8.167,11.479,190.583,,17.25,207.833
2013-12-20,27.521,54.375,26.854,4.562,8.312,190.625,,12.208,202.833
2013-12-21,29.206,72.774,43.568,10.375,13.896,197.917,,26.458,224.375
2013-12-22,9.396,12.188,2.792,1.771,5.25,189.125,,5.5,194.625
2013-12-23,26.0,46.875,20.875,13.979,16.98,193.875,,16.417,210.292
2013-12-24,29.458,61.5,32.042,7.979,12.0,192.333,,14.333,206.667
2013-12-25,33.63,78.108,44.478,15.688,19.044,200.143,,34.048,234.19
2013-12-26,44.52,127.822,83.302,31.854,41.833,199.375,,39.833,239.208
2013-12-27,27.062,59.542,32.48,16.0,22.542,196.0,,22.833,218.833
2013-12-28,21.638,37.204,15.566,8.125,10.521,191.652,,8.304,199.957
2013-12-29,18.458,34.688,16.229,10.042,12.75,195.458,,18.875,214.333
2013-12-30,28.125,49.5,21.375,13.042,15.479,195.0,,20.5,215.5
2013-12-31,21.688,32.812,11.125,17.542,19.125,199.208,,20.167,219.375
2014-01-01,5.0,5.875,0.875,4.792,7.062,190.333,,3.0,193.333
2014-01-02,14.146,17.958,3.812,7.0,8.229,193.292,,8.958,202.25
2014-01-03,7.729,9.312,1.584,4.416,6.896,190.75,,5.417,196.167
2014-01-04,23.021,53.688,30.666,16.708,17.166,200.625,,21.292,221.917
2014-01-05,29.438,55.812,26.375,23.208,26.312,203.174,,23.522,226.696
2014-01-06,30.792,84.021,53.229,24.396,30.27,199.75,,29.125,228.875
2014-01-07,15.652,22.913,7.261,2.23,5.958,189.875,,3.792,193.667
2014-01-08,17.708,26.375,8.666,6.75,8.979,191.458,,5.125,196.583
2014-01-09,25.36,46.62,21.26,7.06,8.087,190.524,,7.952,198.476
2014-01-10,17.104,23.834,6.729,4.792,6.48,189.625,,6.083,195.708
2014-01-11,15.875,20.875,5.0,9.52,12.604,194.083,,12.125,206.208
2014-01-12,8.792,12.23,3.438,3.27,6.354,190.042,,3.708,193.75
2014-01-13,23.27,42.48,19.208,5.896,7.792,190.333,,8.292,198.625
2014-01-14,37.522,100.978,63.456,23.312,27.0,198.75,,28.208,226.958
2014-01-15,34.125,90.688,56.562,25.584,38.021,199.125,,40.083,239.208
2014-01-16,22.229,31.292,9.062,11.792,13.562,190.913,,10.391,201.304
2014-01-17,15.729,33.396,17.666,7.646,11.125,191.875,,9.5,201.375
2014-01-18,10.27,13.562,3.292,5.646,6.979,190.0,,5.875,195.875
2014-01-19,29.5,62.682,33.182,11.449,13.409,194.826,,11.304,206.13
2014-01-20,21.792,31.562,9.77,13.625,15.167,193.0,,7.333,200.333
