date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean,CO_mean
2011-01-01,191.837,79.4,61.125,43.4,19.108,18.594,25.844,7.25,,0.604,17.032,7.8,3.472,0.5,210.946,7.167
2011-01-02,188.152,87.2,60.758,37.2,11.837,11.989,16.343,4.354,,0.391,11.25,10.8,4.016,-0.8,199.989,4.652
2011-01-03,183.13,62.6,44.075,23.0,8.141,10.386,12.927,2.542,,0.167,3.542,9.9,4.537,-0.64,191.272,4.167
2011-01-04,188.345,83.8,59.733,42.2,14.089,16.554,26.114,9.56,,0.62,7.395,7.34,2.947,-1.76,202.434,6.273
2011-01-05,187.174,68.0,45.217,23.0,13.163,17.458,27.594,10.136,,0.271,4.552,8.52,2.961,-1.68,200.337,5.375
2011-01-06,191.054,72.6,53.833,30.4,26.141,32.854,64.792,31.938,,1.146,11.896,9.38,3.249,-2.46,217.196,7.792
2011-01-07,185.38,65.2,46.7,25.2,10.25,11.344,14.229,2.886,,0.584,4.802,8.3,4.073,0.22,195.63,4.042
2011-01-08,184.728,59.8,43.542,27.4,10.554,8.837,10.488,1.651,,0.326,4.104,8.72,4.077,-1.26,195.282,3.87
2011-01-09,190.837,78.2,59.517,41.2,25.424,24.114,41.656,17.542,,0.98,17.437,8.38,3.325,-1.3,216.261,7.333
2011-01-10,191.585,86.8,62.416,37.2,29.204,34.137,67.818,33.68,,1.375,18.136,9.5,3.882,-1.58,220.789,8.545
2011-01-11,188.887,83.8,55.713,29.2,18.98,20.513,46.092,25.579,,0.958,15.979,9.56,3.424,-0.64,207.866,6.417
2011-01-12,186.856,59.4,40.425,23.2,19.044,20.877,36.502,15.625,,0.277,7.094,6.18,1.757,-2.38,205.9,5.833
2011-01-13,190.489,79.6,51.033,26.2,30.065,33.646,81.917,48.271,,0.834,14.24,10.42,3.387,-3.84,220.554,8.875
2011-01-14,189.315,65.6,47.158,30.0,17.043,15.168,23.249,8.081,,1.0,8.792,7.06,3.343,-0.56,206.358,5.696
2011-01-15,191.087,70.8,55.333,42.2,18.032,19.021,28.636,9.614,,1.084,13.323,6.02,2.525,-1.38,209.12,6.625
2011-01-16,187.044,56.2,49.042,41.4,18.543,20.462,28.474,8.013,,1.104,17.406,4.54,3.132,1.78,205.587,5.125
2011-01-17,190.815,65.6,53.517,35.6,29.359,31.208,56.114,24.906,,1.188,23.583,6.68,2.968,0.14,220.174,7.083
2011-01-18,194.098,77.6,61.367,41.6,36.37,38.583,84.823,46.239,,1.354,25.896,7.98,2.389,-2.88,230.468,9.958
2011-01-19,188.884,93.2,67.861,45.0,23.316,25.467,52.75,27.282,,1.282,21.996,8.88,4.232,-1.48,212.201,6.957
2011-01-20,182.902,97.8,94.542,80.8,11.815,15.634,18.487,2.852,,0.152,13.74,2.72,1.418,0.58,194.717,4.217
2011-01-21,182.239,98.0,94.567,87.8,10.13,13.427,15.646,2.219,,0.0,7.417,3.34,2.489,1.52,192.37,4.542
2011-01-22,186.924,97.8,90.591,74.4,19.186,15.492,26.672,11.18,,0.021,9.427,7.54,4.548,2.24,206.106,6.25
2011-01-23,191.826,98.4,88.808,66.2,27.815,24.406,63.521,39.114,,0.584,13.084,7.58,3.845,0.28,219.641,7.875
2011-01-24,186.815,96.4,72.1,44.2,15.196,20.875,31.386,10.511,,0.458,8.229,4.2,1.065,-1.54,202.011,5.458
2011-01-25,187.87,95.2,68.925,33.2,21.446,25.969,52.042,26.073,,0.708,11.74,8.28,2.035,-2.8,209.316,7.125
2011-01-26,190.136,91.4,59.617,35.6,20.591,24.806,47.067,22.261,,0.954,11.176,4.74,0.713,-2.86,210.728,7.318
2011-01-27,191.794,90.0,65.242,36.6,26.489,26.938,67.698,40.76,,0.896,14.292,6.08,0.243,-5.2,218.282,7.833
2011-01-28,187.761,87.6,56.459,33.8,14.761,16.01,25.135,9.125,,1.021,11.792,4.78,0.441,-3.26,202.522,5.292
2011-01-29,185.337,57.2,40.5,22.8,7.435,8.219,8.927,0.708,,0.98,6.834,5.72,1.374,-1.9,192.772,3.958
2011-01-30,188.804,63.0,43.85,28.4,18.956,21.386,39.344,17.958,,0.854,9.198,5.4,1.308,-2.9,207.761,6.542
2011-01-31,188.62,74.0,51.183,30.6,19.044,25.542,49.656,24.115,,0.854,10.812,8.24,1.713,-3.98,207.663,7.208
2011-02-01,188.988,82.4,56.642,31.6,20.322,22.75,45.918,23.168,,2.086,13.531,10.78,2.494,-4.18,209.31,6.696
2011-02-02,186.052,61.6,37.5,18.2,10.727,13.348,18.62,5.272,,1.108,6.286,4.14,0.676,-2.44,196.78,5.043
2011-02-03,190.522,72.6,47.375,22.6,22.37,29.617,57.723,28.106,,1.167,11.573,6.24,0.562,-5.44,212.891,7.875
2011-02-04,190.456,81.2,50.842,21.4,23.935,29.979,57.885,27.906,,1.021,16.562,9.94,2.729,-4.58,214.391,7.208
2011-02-05,192.011,75.2,56.192,33.8,22.207,25.01,37.031,12.021,,1.834,19.792,9.22,3.772,-2.18,214.217,8.5
2011-02-06,191.272,98.0,86.2,67.2,28.897,33.833,55.396,21.562,,1.166,42.792,4.22,2.969,0.98,220.213,8.625
2011-02-07,191.62,98.2,94.625,76.4,31.054,31.023,60.368,29.346,,0.869,34.416,9.3,6.612,3.76,222.674,8.435
2011-02-08,185.404,79.2,50.776,34.8,10.953,12.882,16.243,3.361,,0.733,4.736,7.96,4.852,0.52,196.356,4.955
