date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,CH4_mean,NMHC_mean,THC_mean
2011-03-22,12.955,15.767,2.811,,3.088,23.981,190.0,9.375,199.375
2011-03-23,13.515,16.843,3.328,,2.88,44.445,190.739,10.652,201.391
2011-03-24,4.916,7.014,2.097,,1.458,7.778,188.375,7.333,195.708
2011-03-25,5.389,7.681,2.292,,1.583,6.292,189.375,7.333,196.708
2011-03-26,5.611,8.506,2.895,,1.521,7.859,189.364,7.182,196.545
2011-03-27,9.778,12.292,2.514,,2.812,12.653,189.0,8.417,197.417
2011-03-28,12.198,15.929,3.731,,2.875,25.245,189.75,11.958,201.708
2011-03-29,16.998,20.788,3.79,,3.093,23.055,191.583,12.5,204.083
2011-03-30,14.381,16.63,2.249,,4.671,18.014,189.13,11.609,200.739
2011-03-31,5.208,6.222,1.014,,2.021,13.778,185.792,7.292,193.083
2011-04-01,14.963,17.99,3.027,,3.396,12.306,187.261,16.304,203.565
2011-04-02,11.792,15.25,3.458,,2.604,13.5,188.375,13.667,202.042
2011-04-03,7.042,10.083,3.042,,2.708,10.111,185.042,10.208,195.25
2011-04-04,10.153,13.194,3.042,,2.903,6.528,185.542,12.958,198.5
2011-04-05,12.667,14.801,2.134,,3.296,16.505,190.167,12.292,202.458
2011-04-06,17.722,22.236,4.514,,3.562,15.472,191.667,15.667,207.333
2011-04-07,14.764,17.583,2.82,,4.166,14.042,187.583,17.375,204.958
2011-04-08,9.725,11.16,1.434,,3.104,11.444,181.913,13.478,195.391
2011-04-09,9.972,11.597,1.625,,2.271,5.764,183.125,15.25,198.375
2011-04-10,8.528,9.625,1.097,,3.792,15.195,184.542,17.25,201.792
2011-04-11,11.171,12.762,1.591,,2.782,17.325,186.762,15.952,202.714
2011-04-12,10.293,11.95,1.657,,3.072,15.327,186.292,11.667,197.958
2011-04-13,8.694,9.875,1.18,,4.25,16.931,188.417,11.833,200.25
2011-04-14,13.667,15.278,1.611,,5.396,25.305,188.958,13.667,202.625
2011-04-15,16.94,19.214,2.275,,6.084,23.347,192.261,21.304,213.565
2011-04-16,7.847,9.611,1.764,,3.396,18.917,181.292,8.042,189.333
2011-04-17,4.972,6.445,1.472,,3.229,9.958,178.417,9.458,187.875
2011-04-18,10.764,12.639,1.875,,3.902,16.25,179.917,9.333,189.25
2011-04-19,9.945,11.396,1.451,,2.544,6.287,176.792,7.667,184.458
2011-04-20,8.542,14.625,6.083,,2.438,4.792,177.417,11.083,188.5
2011-04-21,11.944,15.875,3.931,,3.271,6.903,179.75,10.542,190.292
2011-04-22,18.054,22.94,4.885,,4.354,17.736,186.565,19.565,206.13
2011-04-23,8.236,10.514,2.278,,3.229,11.667,182.792,11.708,194.5
2011-04-24,5.278,6.167,0.889,,3.708,11.236,183.583,7.792,191.375
2011-04-25,7.855,8.824,0.97,,3.193,13.387,185.105,9.421,194.526
2011-04-26,12.493,14.393,1.9,,3.217,10.141,187.542,11.917,199.458
2011-04-27,8.065,9.601,1.537,,5.21,14.06,184.75,12.333,197.083
2011-04-28,5.806,7.694,1.889,,3.521,10.681,185.875,11.917,197.792
2011-04-29,6.116,7.071,0.955,,3.938,11.444,186.348,9.13,195.478
2011-04-30,6.972,8.042,1.07,,4.208,16.917,186.375,10.625,197.0
2011-05-01,2.5,2.764,0.264,,4.104,26.208,180.25,7.375,187.625
2011-05-02,5.338,7.07,1.732,,3.804,34.457,184.583,8.708,193.292
2011-05-03,9.375,12.305,2.93,,3.979,64.375,188.75,12.042,200.792
2011-05-04,7.195,9.5,2.306,,3.792,43.069,186.333,13.667,200.0
2011-05-05,4.458,5.125,0.667,,3.73,12.875,185.083,10.583,195.667
2011-05-06,12.204,15.6,3.396,,5.062,19.819,185.13,14.696,199.826
2011-05-07,7.0,7.764,0.764,,5.458,26.319,180.167,10.375,190.542
2011-05-08,5.375,6.083,0.708,,4.812,25.694,179.625,10.5,190.125
2011-05-09,12.858,14.711,1.853,,5.288,13.37,185.609,15.261,200.87
2011-05-10,10.378,12.028,1.65,,4.089,17.967,180.333,13.0,193.333
2011-05-11,13.625,15.68,2.056,,3.333,15.458,179.958,13.5,193.458
2011-05-12,11.639,13.944,2.305,,4.938,11.945,181.083,13.667,194.75
2011-05-13,5.307,5.852,0.544,,4.916,68.445,184.783,10.217,195.0
2011-05-14,4.347,4.778,0.43,,5.417,33.722,186.625,9.458,196.083
2011-05-15,7.875,8.903,1.028,,5.625,22.542,189.958,11.75,201.708
2011-05-16,9.569,11.528,1.958,,6.596,33.722,190.667,13.667,204.333
2011-05-17,11.5,13.25,1.75,,5.25,46.593,187.75,13.833,201.583
2011-05-18,14.361,17.764,3.403,,5.396,31.403,191.958,16.542,208.5
2011-05-19,12.917,14.5,1.583,,6.792,23.75,190.375,24.417,214.792
2011-05-20,13.804,15.437,1.634,,7.938,34.139,184.913,15.522,200.435
2011-05-21,9.389,10.722,1.333,,6.688,36.833,181.375,13.542,194.917
2011-05-22,4.625,5.389,0.764,,3.604,12.194,180.958,10.0,190.958
2011-05-23,7.959,9.806,1.847,,3.812,9.209,182.542,10.875,193.417
2011-05-24,7.389,8.903,1.514,,4.688,6.125,183.292,11.042,194.333
2011-05-25,11.29,13.928,2.638,,4.782,14.927,185.81,15.667,201.476
2011-05-26,14.028,16.555,2.528,,5.458,14.653,189.833,14.542,204.375
2011-05-27,9.521,10.795,1.274,,5.188,12.278,191.348,14.304,205.652
2011-05-28,13.653,15.972,2.32,,5.146,19.194,194.0,16.417,210.417
2011-05-29,7.903,9.07,1.167,,3.75,13.903,186.083,12.458,198.542
2011-05-30,5.361,6.986,1.625,,3.444,12.592,182.167,10.792,192.958
2011-05-31,8.455,10.571,2.117,,4.015,8.775,181.167,10.792,191.958
2011-06-01,12.417,17.083,4.667,,3.583,15.333,188.25,16.167,204.417
2011-06-02,12.791,16.847,4.056,,3.812,10.333,192.292,16.583,208.875
2011-06-03,10.855,13.585,2.73,,4.25,15.931,185.478,14.478,199.957
2011-06-04,9.333,12.667,3.333,,6.0,35.569,188.417,14.417,202.833
2011-06-05,7.389,8.667,1.278,,4.916,39.417,187.917,13.833,201.75
2011-06-06,8.811,10.36,1.549,,4.783,40.762,187.913,12.043,199.957
2011-06-07,16.361,21.708,5.347,,6.195,23.778,194.792,17.0,211.792
2011-06-08,9.656,10.617,0.961,,6.873,28.389,193.333,13.75,207.083
2011-06-09,13.653,16.167,2.514,,6.938,29.097,192.208,16.208,208.417
2011-06-10,12.4,15.251,2.851,,6.688,33.931,195.87,17.391,213.261
2011-06-11,7.653,9.056,1.403,,4.666,30.417,194.292,12.792,207.083
2011-06-12,6.931,8.708,1.778,,4.812,24.819,195.708,11.5,207.208
2011-06-13,6.0,7.944,1.945,,5.386,22.792,192.125,11.542,203.667
2011-06-14,7.873,10.871,2.998,,4.017,15.17,187.125,11.25,198.375
2011-06-15,6.987,9.379,2.391,,4.86,8.747,197.792,10.875,208.667
2011-06-16,8.736,11.347,2.611,,5.208,15.804,202.583,12.625,215.208
2011-06-17,5.925,7.492,1.567,,5.438,12.111,192.87,10.696,203.565
2011-06-18,9.555,11.167,1.611,,4.438,19.542,198.708,13.083,211.792
2011-06-19,6.43,7.931,1.5,,5.104,12.514,204.292,15.125,219.417
2011-06-20,10.969,12.955,1.986,,5.835,19.057,212.81,14.714,227.524
2011-06-21,9.792,13.139,3.347,,5.583,14.528,198.458,15.708,214.167
2011-06-22,8.472,10.274,1.802,,6.912,18.724,194.625,15.792,210.417
2011-06-23,5.416,7.722,2.305,,5.0,15.986,192.667,16.81,209.476
2011-06-24,5.922,8.319,2.397,,4.729,16.625,191.826,20.435,212.261
2011-06-25,6.403,7.472,1.069,,2.812,6.319,193.708,16.833,210.542
2011-06-26,6.861,8.028,1.167,,3.292,7.833,207.583,17.417,225.0
2011-06-27,12.95,22.339,9.389,,3.754,14.625,234.652,30.435,265.087
2011-06-28,10.41,16.453,6.044,,4.087,17.083,195.5,23.708,219.208
2011-06-29,8.446,13.063,4.618,,5.028,14.779,194.917,19.083,214.0
2011-06-30,9.153,15.389,6.236,,6.208,19.528,208.208,21.25,229.458
2011-07-01,8.663,14.399,5.736,,5.27,19.75,200.783,19.13,219.913
2011-07-02,7.014,9.792,2.778,,5.083,21.014,185.0,16.75,201.75
2011-07-03,4.875,5.889,1.014,,5.833,22.611,199.833,15.5,215.333
2011-07-04,9.5,12.167,2.667,,4.027,23.861,198.417,20.583,219.0
2011-07-05,7.577,8.824,1.247,,4.712,18.707,199.045,14.739,213.5
2011-07-06,9.446,12.814,3.368,,5.276,28.586,202.125,17.042,219.167
2011-07-07,12.292,14.722,2.431,,4.875,36.695,210.292,19.083,229.375
2011-07-08,9.598,15.534,5.936,,6.771,19.403,192.522,18.652,211.174
2011-07-09,8.194,11.903,3.708,,6.292,20.097,193.167,17.125,210.292
2011-07-10,3.083,4.042,0.958,,5.334,16.764,183.917,13.375,197.292
2011-07-11,9.416,11.416,2.0,,5.382,21.958,195.625,15.75,211.375
2011-07-12,7.333,9.396,2.062,,5.021,19.028,191.083,15.75,206.833
2011-07-13,11.1,15.662,4.562,,4.769,21.257,195.458,18.542,214.0
2011-07-14,7.188,9.854,2.666,,5.521,23.389,190.042,15.375,205.417
2011-07-15,10.268,13.522,3.254,,6.271,21.903,191.261,18.87,210.13
2011-07-16,8.562,10.334,1.771,,7.0,26.972,195.417,17.917,213.333
2011-07-17,6.958,9.042,2.084,,7.208,24.43,194.083,16.875,210.958
2011-07-18,5.625,6.562,0.938,,6.091,29.167,191.875,15.667,207.542
2011-07-19,4.25,5.771,1.521,,3.73,11.07,181.875,11.917,193.792
2011-07-20,3.43,4.472,1.042,,5.337,11.007,178.0,11.478,189.478
2011-07-21,3.522,4.581,1.059,,5.875,11.047,181.75,10.167,191.917
2011-07-22,4.971,5.758,0.786,,3.917,13.972,184.783,10.783,195.565
2011-07-23,5.458,7.25,1.792,,5.042,12.389,186.5,12.833,199.333
2011-07-24,5.625,6.584,0.958,,4.875,19.611,192.25,11.75,204.0
2011-07-25,9.104,12.771,3.666,,5.093,18.236,197.19,14.667,211.857
2011-07-26,11.458,14.334,2.875,,5.51,17.86,196.708,16.5,213.208
2011-07-27,8.288,10.154,1.866,,5.52,14.667,193.917,16.292,210.208
2011-07-28,4.042,5.416,1.375,,4.042,12.347,184.458,10.625,195.083
2011-07-29,5.725,9.723,3.998,,3.625,16.82,183.87,14.261,198.13
2011-07-30,4.479,5.521,1.042,,3.688,12.778,183.708,12.208,195.917
2011-07-31,3.75,4.52,0.771,,5.792,12.458,189.583,13.167,202.75
2011-08-01,8.042,10.521,2.479,,6.309,9.375,193.875,15.583,209.458
2011-08-02,9.604,11.646,2.042,,6.542,17.514,195.75,18.042,213.792
2011-08-03,9.814,11.877,2.062,,6.598,20.559,196.261,17.087,213.348
2011-08-04,8.663,11.027,2.364,,6.198,24.113,198.625,16.042,214.667
2011-08-05,9.266,11.016,1.751,,6.562,19.889,190.565,14.609,205.174
2011-08-06,5.875,7.188,1.312,,6.27,14.805,184.208,13.542,197.75
2011-08-07,7.584,10.062,2.479,,5.688,19.264,190.917,16.625,207.542
2011-08-08,9.625,13.729,4.104,,5.57,18.25,187.125,15.208,202.333
2011-08-09,9.858,12.72,2.862,,5.514,24.524,191.708,15.208,206.917
2011-08-10,6.646,8.73,2.083,,5.946,21.806,188.375,12.917,201.292
2011-08-11,5.229,6.625,1.396,,5.438,25.542,186.208,11.458,197.667
2011-08-12,6.056,6.967,0.911,,5.083,26.972,191.348,12.565,203.913
2011-08-13,4.542,5.27,0.73,,5.312,25.139,186.292,13.167,199.458
2011-08-14,4.646,6.188,1.542,,5.458,21.306,186.25,15.458,201.708
2011-08-15,4.458,5.167,0.708,,4.364,14.583,185.458,11.5,196.958
2011-08-16,3.913,4.674,0.761,,4.021,23.753,189.318,11.739,201.273
2011-08-17,4.646,5.438,0.792,,4.438,25.069,186.208,11.208,197.417
2011-08-18,5.521,6.416,0.896,,3.146,24.444,185.583,12.708,198.292
2011-08-19,4.744,5.315,0.57,,2.854,5.57,187.696,11.391,199.087
2011-08-20,5.48,6.167,0.688,,2.938,9.417,194.083,12.125,206.208
2011-08-21,4.896,5.354,0.458,,2.333,6.361,194.0,12.333,206.333
2011-08-22,7.188,9.542,2.354,,3.048,7.833,197.542,13.625,211.167
2011-08-23,9.896,11.834,1.938,,2.25,9.917,196.5,15.5,212.0
2011-08-24,9.636,13.519,3.883,,2.734,11.409,197.833,16.125,213.958
2011-08-25,9.938,16.98,7.042,,2.542,15.694,195.042,18.167,213.208
2011-08-26,6.895,10.041,3.146,,2.188,8.306,186.174,13.957,200.13
2011-08-27,5.396,6.708,1.312,,3.521,10.486,191.333,11.75,203.083
2011-08-28,4.354,6.666,2.312,,3.604,13.625,194.042,13.5,207.542
2011-08-29,6.726,9.405,2.678,,3.782,15.586,195.652,13.696,209.348
2011-08-30,9.729,13.354,3.625,,4.125,19.722,200.458,14.625,215.083
2011-08-31,8.688,12.0,3.312,,4.25,20.375,194.333,14.625,208.958
2011-09-01,6.054,10.286,4.232,,3.956,12.707,182.375,13.5,195.875
2011-09-02,5.946,8.248,2.302,,4.56,9.028,179.609,10.609,190.217
2011-09-03,3.875,5.75,1.875,,4.521,8.972,180.542,11.167,191.708
2011-09-04,3.312,4.396,1.084,,3.625,8.833,180.042,10.083,190.125
2011-09-05,2.354,3.25,0.896,,3.625,8.992,182.667,9.875,192.542
2011-09-06,7.78,9.572,1.792,,2.766,10.139,189.0,11.042,200.042
2011-09-07,7.535,9.073,1.538,,3.078,10.161,189.042,11.292,200.333
2011-09-08,9.153,11.709,2.555,,3.958,12.972,191.333,12.5,203.833
2011-09-09,12.615,16.68,4.065,,3.67,19.25,192.261,16.304,208.565
2011-09-10,6.708,9.555,2.847,,2.875,22.833,189.125,14.5,203.625
2011-09-11,8.014,11.111,3.097,,3.834,20.069,192.042,15.75,207.792
2011-09-12,9.403,13.417,4.014,,4.354,19.903,187.167,16.25,203.417
2011-09-13,9.472,13.069,3.597,,4.646,17.333,185.083,16.167,201.25
2011-09-14,10.702,16.645,5.942,,4.052,15.962,184.0,17.696,201.696
2011-09-15,10.882,15.321,4.439,,5.324,23.418,187.917,16.542,204.458
2011-09-16,11.57,15.37,3.8,,4.85,25.264,186.522,17.87,204.391
2011-09-17,12.306,16.014,3.708,,2.688,26.82,190.5,18.833,209.333
2011-09-18,6.653,10.986,4.333,,4.5,14.541,182.667,16.958,199.625
2011-09-19,3.68,4.459,0.778,,1.938,5.445,184.417,9.542,193.958
2011-09-20,12.459,15.764,3.306,,1.625,4.528,189.125,12.167,201.292
2011-09-21,7.552,11.789,4.237,,1.65,5.279,188.652,10.957,199.609
2011-09-22,8.107,12.415,4.308,,1.438,8.721,185.625,13.875,199.5
2011-09-23,5.664,7.011,1.346,,1.602,7.556,187.217,9.304,196.522
2011-09-24,6.597,9.819,3.222,,2.208,6.764,189.625,11.25,200.875
2011-09-25,5.43,6.847,1.417,,2.625,13.264,191.917,11.25,203.167
2011-09-26,10.736,15.917,5.181,,2.375,17.486,192.625,13.583,206.208
2011-09-27,11.653,16.514,4.861,,2.771,14.995,188.909,12.864,201.773
2011-09-28,13.009,18.524,5.514,,3.225,13.633,188.417,13.542,201.958
2011-09-29,12.332,16.021,3.688,,3.204,16.818,186.833,13.917,200.75
2011-09-30,8.969,12.729,3.76,,1.978,12.431,190.043,17.348,207.391
2011-10-01,8.042,13.25,5.208,,1.688,10.278,188.0,10.833,198.833
2011-10-02,5.625,7.611,1.986,,1.625,6.028,189.167,11.0,200.167
2011-10-03,6.744,9.101,2.357,,2.25,6.75,188.625,9.75,198.375
2011-10-04,9.889,14.125,4.236,,2.312,7.944,189.542,10.292,199.833
2011-10-05,14.596,23.09,8.494,,2.04,13.457,191.458,14.458,205.917
2011-10-06,8.805,12.0,3.194,,2.125,7.853,187.25,11.458,198.708
2011-10-07,6.155,7.167,1.012,,2.572,15.542,187.478,10.913,198.391
2011-10-08,8.167,9.917,1.75,,2.938,24.819,190.333,11.708,202.042
2011-10-09,8.194,10.375,2.181,,2.688,28.806,193.708,11.458,205.167
2011-10-10,5.57,6.292,0.722,,3.334,29.055,189.417,10.458,199.875
2011-10-11,11.235,15.595,4.36,,2.638,18.27,190.261,17.391,207.652
2011-10-12,13.03,17.198,4.168,,2.809,18.356,190.917,19.292,210.208
2011-10-13,13.806,18.972,5.167,,2.542,19.75,191.75,13.625,205.375
2011-10-14,9.872,16.277,6.405,,3.166,24.375,187.217,12.739,199.957
2011-10-15,7.403,8.917,1.514,,2.208,11.847,184.083,11.042,195.125
2011-10-16,3.722,4.347,0.625,,2.729,16.069,184.542,9.458,194.0
2011-10-17,5.889,7.403,1.514,,2.729,16.845,186.348,11.478,197.826
2011-10-18,10.181,13.833,3.653,,1.938,11.569,188.417,11.542,199.958
2011-10-19,11.153,15.375,4.222,,2.542,10.514,191.292,11.333,202.625
2011-10-20,14.944,22.894,7.949,,3.153,10.806,193.0,13.875,206.875
2011-10-21,10.766,17.266,6.5,,3.926,9.389,186.565,12.261,198.826
2011-10-22,10.653,18.0,7.347,,3.5,8.667,185.75,13.958,199.708
2011-10-23,9.375,13.583,4.208,,2.125,8.861,187.208,19.542,206.75
2011-10-24,10.555,13.653,3.097,,2.729,7.597,186.542,13.458,200.0
2011-10-25,9.063,14.488,5.425,,2.104,11.598,185.3,11.4,196.7
2011-10-26,8.322,11.088,2.766,,1.302,11.158,189.208,11.792,201.0
2011-10-27,12.009,17.028,5.018,,2.473,10.505,191.167,13.0,204.167
2011-10-28,14.064,18.44,4.375,,3.428,15.153,189.609,16.087,205.696
2011-10-29,11.806,13.695,1.889,,3.375,12.5,188.125,14.208,202.333
2011-10-30,9.931,12.333,2.403,,2.417,18.82,188.478,14.478,202.957
2011-10-31,12.972,16.042,3.069,,1.958,9.5,184.786,13.857,198.643
2011-11-01,12.805,18.958,6.153,,2.834,11.653,189.125,11.458,200.583
2011-11-02,13.292,15.805,2.514,,4.146,11.195,186.583,13.667,200.25
2011-11-03,14.681,18.625,3.944,,3.208,16.764,189.417,14.5,203.917
2011-11-04,13.043,17.754,4.71,,3.413,15.973,190.696,13.87,204.565
2011-11-05,15.403,24.778,9.375,,3.166,18.319,192.375,18.292,210.667
2011-11-06,12.486,15.75,3.264,,2.021,12.014,190.375,14.333,204.708
2011-11-07,6.889,9.055,2.166,,1.562,9.68,184.708,13.125,197.833
2011-11-08,12.228,17.162,4.934,,1.956,9.515,189.217,13.217,202.435
2011-11-09,12.963,17.053,4.09,,1.869,7.182,188.375,12.208,200.583
2011-11-10,12.639,19.097,6.458,,2.25,9.069,190.167,12.333,202.5
2011-11-11,15.759,23.303,7.545,,1.918,8.986,189.652,14.478,204.13
2011-11-12,7.972,11.667,3.694,,2.562,6.375,187.292,10.792,198.083
2011-11-13,7.25,8.347,1.097,,2.25,11.417,187.5,11.0,198.5
2011-11-14,14.194,19.445,5.25,,2.333,16.486,189.333,13.125,202.458
2011-11-15,10.284,14.768,4.484,,1.61,6.78,186.875,9.708,196.583
2011-11-16,8.042,12.361,4.319,,2.208,7.458,190.125,8.958,199.083
2011-11-17,14.996,23.315,8.319,,2.646,11.153,190.706,13.294,204.0
2011-11-18,19.152,32.114,12.963,,3.046,15.039,194.043,20.478,214.522
2011-11-19,10.75,14.319,3.569,,2.396,8.916,186.125,12.792,198.917
2011-11-20,9.319,15.361,6.042,,1.834,14.208,188.458,13.333,201.792
2011-11-21,6.846,9.222,2.375,,1.759,3.235,189.333,8.458,197.792
2011-11-22,9.615,13.022,3.361,,2.945,4.396,189.409,10.727,200.136
2011-11-23,11.597,15.333,3.736,,3.458,7.069,191.542,14.542,206.083
2011-11-24,2.931,3.514,0.583,,2.416,6.875,188.792,8.542,197.333
2011-11-25,3.898,4.85,0.953,,1.933,6.014,187.913,8.13,196.043
2011-11-26,12.083,15.806,3.722,,2.979,7.889,189.292,12.667,201.958
2011-11-27,10.833,14.458,3.625,,2.896,10.597,190.667,13.375,204.042
2011-11-28,17.028,31.736,14.708,,3.646,23.347,192.833,18.458,211.292
2011-11-29,21.399,36.429,15.03,,3.655,28.542,195.5,21.25,216.75
2011-11-30,10.07,12.653,2.583,,2.229,7.986,188.0,11.458,199.458
2011-12-01,8.625,12.014,3.389,,2.188,4.0,188.875,8.875,197.75
2011-12-02,11.891,19.49,7.599,,2.797,6.778,189.261,10.783,200.043
2011-12-03,6.694,9.042,2.347,,2.604,3.653,184.375,10.917,195.292
2011-12-04,3.611,5.125,1.514,,1.938,6.597,190.167,9.542,199.708
2011-12-05,13.403,20.292,6.889,,2.104,15.889,188.125,13.167,201.292
2011-12-06,14.311,21.74,7.43,,3.1,9.254,189.043,11.522,200.565
2011-12-07,20.1,29.59,9.49,,2.26,10.617,189.417,14.042,203.458
2011-12-08,11.042,15.722,4.68,,2.354,9.25,188.875,10.375,199.25
2011-12-09,8.272,10.481,2.209,,1.802,4.778,189.348,9.87,199.217
2011-12-10,7.472,9.639,2.167,,2.146,6.153,189.125,10.0,199.125
2011-12-11,3.805,4.319,0.514,,1.729,7.0,187.792,8.292,196.083
2011-12-12,7.79,10.055,2.266,,2.125,5.403,188.565,11.304,199.87
