date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,THC_mean
2011-01-01,195.708,11.375,5.6665,6.7295,1.0625,1.9723333333333333,13.375,207.083
2011-01-02,192.917,8.375,3.1735,4.239,1.065,2.0276666666666667,11.0,201.292
2011-01-03,195.792,9.625,4.7705,5.7705,1.0,1.8193333333333335,7.6875,205.417
2011-01-04,198.5,12.75,5.167,6.396,1.229,3.2705,13.750499999999999,211.25
2011-01-05,196.542,12.708,7.104,9.2085,2.104,1.75,7.6665,209.25
2011-01-06,200.478,24.826,13.604,18.6665,5.0625,2.0326666666666666,11.9165,225.304
2011-01-07,198.167,22.083,12.0,15.457999999999998,3.4585,2.0556666666666668,12.0835,220.25
2011-01-08,197.375,17.625,9.125,10.5,1.375,2.0693333333333332,12.0,215.0
2011-01-09,197.583,20.5,10.959,13.1095,2.1500000000000004,2.2083333333333335,15.4375,218.083
2011-01-10,198.208,26.042,15.9375,22.625,6.6875,2.375,19.9585,224.25
2011-01-11,197.958,20.042,11.7085,16.479,4.7705,2.4570000000000003,19.583,218.0
2011-01-12,195.542,18.583,10.75,13.625,2.875,2.083,12.3335,214.125
2011-01-13,197.739,23.87,14.6345,18.608999999999998,3.974,2.1946666666666665,12.909500000000001,221.609
2011-01-14,200.042,21.25,12.520499999999998,15.354500000000002,2.833,2.4723333333333333,18.8335,221.292
2011-01-15,203.333,19.083,10.25,12.3125,2.0625,1.9580000000000002,18.979,222.417
2011-01-16,200.783,27.652,23.695999999999998,35.239,11.5435,2.9610000000000003,19.479,228.435
2011-01-17,197.125,23.042,17.375,22.146,4.771,1.72925,21.7295,220.167
2011-01-18,202.083,21.708,14.729,18.396,3.667,2.10425,25.1455,223.792
2011-01-19,196.583,22.583,15.2085,19.875,4.667,2.0625,18.146,219.167
2011-01-20,191.87,12.565,4.4165,5.4165,1.0,1.2605,6.646,204.435
2011-01-21,192.042,15.417,9.479,11.5625,2.0835,1.03125,7.9585,207.458
2011-01-22,194.583,20.333,9.104,12.292000000000002,3.1875,1.3855,13.7915,214.917
2011-01-23,192.833,21.0,11.3935,15.598500000000001,4.2059999999999995,1.8857499999999998,11.729,213.833
2011-01-24,196.125,18.5,11.0835,13.417000000000002,2.3335,1.8127499999999999,8.3335,214.625
2011-01-25,197.5,20.583,10.0625,14.2915,4.229,1.9585,10.6455,218.083
2011-01-26,197.958,16.083,6.9165,8.25,1.3335,2.19525,9.25,214.042
2011-01-27,201.304,16.652,12.0,15.625,3.625,2.521,12.604,217.957
2011-01-28,200.458,14.375,11.1875,13.2085,2.021,2.448,19.5,214.833
2011-01-29,196.25,9.5,6.4375,7.625,1.1875,2.11475,15.9375,205.75
2011-01-30,197.833,13.583,9.6525,11.5,1.848,1.89575,11.646,211.417
2011-01-31,200.917,15.542,11.4585,14.6875,3.229,1.98975,12.146,216.458
2011-02-01,198.238,16.286,10.229,12.5,2.271,3.37425,13.316500000000001,214.524
2011-02-02,197.875,14.875,7.854,10.6875,2.8335,2.0315,7.729,212.75
2011-02-03,200.0,13.348,8.708,10.6665,1.9585,2.0415,10.542,213.348
2011-02-04,202.583,15.833,10.245000000000001,12.245000000000001,2.0,2.1205,13.5415,218.417
2011-02-05,199.5,16.5,10.1875,11.6875,1.5,2.6665,19.3335,216.0
2011-02-06,199.708,23.792,18.419,25.767,7.348,1.573,26.0835,223.5
2011-02-07,190.0,15.833,11.1455,12.875,1.729,1.14575,16.4375,205.833
2011-02-08,191.833,10.833,6.521,7.75,1.229,2.26025,9.1455,202.667
2011-02-09,194.625,14.958,8.9585,11.2705,2.3125,1.9375,8.75,209.583
2011-02-10,196.609,14.739,13.271,16.3545,3.0835,2.02075,13.7705,211.348
2011-02-11,196.167,10.958,9.354,11.146,1.7915,2.0415,11.1875,207.125
2011-02-12,197.958,10.25,8.375,10.042,1.6669999999999998,2.10425,13.625,208.208
