date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,THC_mean,PM25_mean
2011-03-27,199.13,16.478,16.2595,18.678,2.4185,1.854,16.0415,215.609,
2011-03-28,198.292,17.833,18.875,21.875,3.0,4.375,28.9165,216.125,
2011-03-29,195.5,12.875,8.25,8.9165,0.6665,1.2705,15.667000000000002,208.375,
2011-03-30,189.333,9.583,3.979,4.146,0.1665,1.167,16.417,198.917,
2011-03-31,187.417,10.375,3.833,3.833,0.0,0.6875,16.75,197.792,
2011-04-01,,,7.1045,7.771,0.6665,1.5,14.229,,
2011-04-02,,,13.2915,15.104,1.8125,3.8125,27.5205,,
2011-04-03,,,5.271,5.7085,0.4375,1.0,17.354,,
2011-04-04,,,7.9165,8.896,0.979,0.9585,15.396,,
2011-04-05,,,8.5415,9.25,0.7085,0.9585,12.5,,
2011-04-06,,,17.354,22.0625,4.7085,3.375,23.6045,,
2011-04-07,186.5,13.875,4.782500000000001,5.0655,0.2825,1.391,16.2845,200.375,
2011-04-08,185.739,10.783,2.4585,2.4585,0.0,1.0,15.104,196.522,
2011-04-09,185.333,12.542,3.854,3.9375,0.083,0.9375,18.0415,197.875,
2011-04-10,191.917,12.167,4.3955,4.583,0.1875,1.1875,15.5415,204.083,
2011-04-11,192.292,15.917,10.1455,11.2915,1.146,3.375,25.3335,208.208,
2011-04-12,192.5,10.583,5.4559999999999995,5.945,0.489,1.0,15.667000000000002,203.083,
2011-04-13,196.042,15.0,11.6875,14.4165,2.7295,3.3125,22.875,211.042,
2011-04-14,194.565,15.261,12.7715,13.526499999999999,0.7545000000000001,3.1875,27.667,209.826,
2011-04-15,186.417,10.583,3.646,3.667,0.021,2.2705,31.3125,197.0,
2011-04-16,186.083,11.417,5.042,5.2085,0.1665,1.9375,18.792,197.5,
2011-04-17,198.667,11.708,4.583,4.708,0.125,0.9165,15.2085,210.375,
2011-04-18,194.708,10.958,4.29,4.375,0.08499999999999999,0.875,13.0415,205.667,
2011-04-19,189.375,13.708,7.8335,8.75,0.9165,1.146,17.9585,203.083,
2011-04-20,191.609,11.261,5.625,6.1875,0.5625,0.875,7.1455,202.87,
2011-04-21,195.375,10.917,5.0649999999999995,5.513,0.4475,0.7275,11.875,206.292,
2011-04-22,191.417,14.5,8.667,10.0,1.3335,1.6604999999999999,22.8335,205.917,
2011-04-23,187.833,10.333,1.875,2.3335,0.4585,0.729,16.604,198.167,
2011-04-24,187.458,11.083,3.833,4.3545,0.5205,1.1045,14.3545,198.542,
2011-04-25,191.25,13.875,8.4795,9.4585,0.979,1.3335,17.875,205.125,
2011-04-26,192.174,13.565,7.104,8.2915,1.1875,1.4165,18.7705,205.739,
2011-04-27,186.292,9.875,2.1665,2.604,0.4375,1.3125,35.7295,196.167,
2011-04-28,186.833,11.333,4.604,5.0835,0.47950000000000004,1.4585,21.9795,198.167,
2011-04-29,192.917,10.458,4.458,5.0,0.5415,0.646,12.271,203.375,
2011-04-30,192.375,11.708,4.2705,4.896,0.625,1.0835,18.354,204.083,
2011-05-01,184.917,9.208,2.0205,2.4375,0.4165,0.8545,20.625,194.125,
2011-05-02,192.087,12.609,7.3335,8.1875,0.854,1.3125,67.9375,204.696,
2011-05-03,194.522,13.087,4.7235,5.0985,0.375,0.5415,41.5285,207.609,
2011-05-04,191.208,10.833,3.3125,3.7915,0.47950000000000004,0.8955,20.6045,202.042,
2011-05-05,195.208,11.458,3.229,3.7085,0.479,1.396,21.9375,206.667,
2011-05-06,194.542,11.792,5.144,5.629,0.48450000000000004,0.8735,20.4585,206.333,
2011-05-07,199.042,12.042,4.2085,4.229,0.021,0.5415,20.771,211.083,
2011-05-08,191.13,16.87,9.75,10.667,0.9165,2.979,26.354,208.0,
2011-05-09,195.25,13.333,5.3955,5.7085,0.3125,1.125,24.333,208.583,
2011-05-10,185.167,13.792,7.4375,8.083,0.646,2.0625,34.625,198.958,
2011-05-11,193.0,10.917,4.0,4.125,0.125,0.5,10.6065,203.917,
2011-05-12,189.833,13.167,7.042,7.458,0.417,0.521,12.5905,203.0,
2011-05-13,190.375,16.792,9.2705,10.3125,1.0415,1.75,24.0835,207.167,
2011-05-14,192.435,13.826,6.3335,6.771,0.4375,1.479,55.896,206.261,
2011-05-15,192.083,13.458,5.917,6.479,0.5625,2.125,21.7295,205.542,
2011-05-16,190.333,10.25,2.8955,2.9375,0.042,1.5,27.5625,200.583,
2011-05-17,191.292,10.958,5.2915,5.375,0.0835,1.1875,23.5625,202.25,
2011-05-18,202.25,19.5,8.6045,9.2295,0.625,1.6455,33.8545,221.75,
2011-05-19,191.87,11.87,5.182,5.5455000000000005,0.3635,1.6364999999999998,27.654,203.739,
2011-05-20,185.565,10.217,4.1045,4.417,0.3125,1.5625,33.521,195.783,
2011-05-21,182.375,10.875,3.25,3.5415,0.292,1.271,24.2295,193.25,
2011-05-22,182.125,10.583,3.0625,3.3335,0.2705,0.646,12.8125,192.708,
2011-05-23,189.75,11.542,7.0625,7.5625,0.5,1.646,12.6665,201.292,
2011-05-24,192.708,11.958,7.9795,8.5,0.5205,0.5835,12.4375,204.667,
2011-05-25,200.167,13.583,7.3545,8.479,1.125,1.5625,15.9585,213.75,
2011-05-26,197.0,10.957,4.6875,5.0,0.3125,0.5625,18.896,207.957,
2011-05-27,201.375,10.25,3.896,4.0625,0.16699999999999998,0.5,16.0415,211.625,
2011-05-28,190.708,11.875,5.9165,6.229,0.3125,0.521,11.521,202.583,
2011-05-29,187.125,10.833,3.875,4.1665,0.292,0.5,5.021,197.958,
2011-05-30,185.75,10.208,3.5625,3.9375,0.375,0.5,6.9795,195.958,
2011-05-31,188.125,9.25,3.5,3.917,0.4165,0.896,19.854,197.375,
2011-06-01,191.304,9.609,3.5415,3.8335,0.2915,0.7085,29.4375,200.913,
2011-06-02,203.391,11.913,5.416,6.4559999999999995,1.0395,0.5680000000000001,21.049,215.304,
2011-06-03,194.792,20.375,12.3545,14.146,1.7915,1.6665,25.9375,215.167,
2011-06-04,185.375,14.958,4.5,5.0415,0.5415,1.5415,25.896,200.333,
2011-06-05,180.958,12.208,3.1875,3.271,0.0835,1.4165,26.625,193.167,
2011-06-06,189.167,15.125,7.2085,7.854,0.6455,1.604,25.521,204.292,
2011-06-07,203.087,16.087,4.9375,5.125,0.1875,2.7085,30.4165,219.174,
2011-06-08,196.0,15.375,8.125,8.6045,0.479,1.0625,17.2295,211.375,
2011-06-09,197.292,15.458,5.7915,6.2705,0.479,0.75,18.7085,212.75,
2011-06-10,180.75,12.625,3.083,3.3545,0.2705,0.7085,13.542,193.375,
2011-06-11,182.625,14.625,6.5835,7.1875,0.6045,0.875,23.6045,197.25,
2011-06-12,198.208,15.125,4.271,4.521,0.25,0.7915,24.054,213.333,
2011-06-13,199.391,14.783,5.708,6.042,0.333,0.6875,16.0325,214.174,
2011-06-14,209.083,15.875,5.6739999999999995,5.973,0.299,0.521,21.4375,224.958,
2011-06-15,197.833,14.375,5.146,5.375,0.229,0.646,12.8545,212.208,
2011-06-16,198.955,11.455,4.773,5.136,0.36350000000000005,0.5680000000000001,14.834,210.409,
2011-06-17,186.083,9.542,4.407,4.6205,0.21400000000000002,0.3335,12.5415,195.625,
2011-06-18,197.042,11.083,4.8335,5.0205,0.1875,0.479,14.5625,208.125,
2011-06-19,199.174,10.13,3.3395,3.4485,0.1085,0.375,13.2295,209.304,
2011-06-20,190.75,9.5,3.8545,4.479,0.625,0.833,9.5,200.25,
2011-06-21,177.042,7.958,3.875,4.3335,0.4585,0.5415,9.021,185.0,
2011-06-22,183.875,16.5,12.042,14.396,2.354,2.646,27.3125,200.375,
2011-06-23,176.167,10.125,4.6455,5.5415,0.896,0.7915,19.5,186.292,
2011-06-24,173.542,8.292,2.9375,3.7705,0.833,0.479,14.604,181.833,
2011-06-25,185.826,9.826,4.604,5.417,0.8125,0.75,16.5415,195.652,
2011-06-26,198.708,10.917,5.5835,6.167,0.5835,0.4165,20.5,209.625,
2011-06-27,193.583,10.833,4.875,6.083,1.2085,0.479,20.7705,204.417,
2011-06-28,188.917,11.583,6.0,8.5,2.5,1.854,23.375,200.5,
2011-06-29,200.333,14.917,6.104,6.8335,0.7295,0.875,28.5205,215.25,
2011-06-30,195.727,18.727,13.7955,15.090499999999999,1.2955,2.9775,32.038,214.455,
2011-07-01,192.696,16.826,10.867,12.131,1.2645,2.25,51.3335,209.522,
2011-07-02,196.083,11.167,4.6875,5.604,0.9165,0.5625,17.4585,207.25,
2011-07-03,183.75,10.917,3.979,4.5625,0.583,1.0835,27.5415,194.667,
2011-07-04,175.458,9.167,2.1875,2.479,0.2915,0.7085,39.5205,184.625,
2011-07-05,181.125,10.875,5.292,5.646,0.354,0.9165,23.271,192.0,
2011-07-06,199.875,12.25,5.3335,5.75,0.4165,0.9165,31.0415,212.125,
2011-07-07,176.609,8.696,3.0,3.4585,0.4585,0.5835,14.957999999999998,185.304,
2011-07-08,175.333,9.833,4.7085,5.854,1.146,1.1045,16.479,185.167,
2011-07-09,177.208,11.0,5.4375,6.792,1.354,1.479,17.3335,188.208,
2011-07-10,177.0,10.208,2.2915,2.8335,0.542,0.729,12.0625,187.208,
2011-07-11,179.042,11.708,4.9885,6.791,1.8024999999999998,3.375,17.0835,190.75,
2011-07-12,180.458,9.417,2.5415,3.271,0.7295,2.667,16.604,189.875,
2011-07-13,177.87,8.957,2.583,3.146,0.5625,3.8125,12.3545,186.826,
2011-07-14,180.208,9.917,2.6255,3.3895,0.7635,0.5455,11.1485,190.125,
2011-07-15,180.583,10.292,2.8335,3.521,0.6875,0.5835,12.6665,190.875,
2011-07-16,184.292,10.375,3.417,4.1875,0.7705,3.604,20.646,194.667,
2011-07-17,175.667,9.583,1.8125,2.3955,0.5835,3.0415,18.208,185.25,
2011-07-18,176.083,9.583,1.875,2.5,0.625,0.8545,24.8545,185.667,
2011-07-19,189.0,9.087,2.042,2.9165,0.875,0.5,24.625,198.087,
2011-07-20,179.5,9.0,2.1665,2.6875,0.521,0.5,24.3125,188.5,
2011-07-21,181.25,8.125,2.7085,3.2085,0.5,0.5,13.396,189.375,
2011-07-22,184.917,9.583,4.3955,5.125,0.729,0.75,14.854,194.5,
2011-07-23,184.083,9.042,3.7915,4.2085,0.417,0.5,11.021,193.125,
2011-07-24,190.125,11.125,4.479,5.2295,0.75,0.7085,12.75,201.25,
2011-07-25,186.0,9.435,2.792,3.229,0.4375,1.9580000000000002,22.9585,195.435,
2011-07-26,180.667,8.875,3.4375,3.896,0.4585,0.5415,18.083,189.542,
2011-07-27,178.167,10.0,5.9375,6.9375,1.0,1.3955,17.0625,188.167,
2011-07-28,202.909,15.5,11.6665,14.9525,3.2855,1.6135,35.8335,218.409,
2011-07-29,202.208,20.208,14.146,15.582999999999998,1.4375,2.0415,39.4375,222.417,
2011-07-30,194.292,13.042,7.5,8.0625,0.5625,1.0625,27.417,207.333,
2011-07-31,184.13,9.565,4.8125,5.3545,0.5415,0.833,24.3125,193.696,
2011-08-01,187.708,9.208,4.7085,5.3125,0.6045,0.75,25.0625,196.917,
2011-08-02,191.792,9.292,4.104,4.6045,0.5,0.5,20.4375,201.083,
2011-08-03,188.458,9.708,4.4585,5.3335,0.875,0.5,15.9165,198.167,
2011-08-04,182.917,9.708,3.854,5.1455,1.2915,0.5415,19.3125,192.625,
2011-08-05,183.5,8.708,3.2915,4.042,0.75,0.521,13.875,192.208,
2011-08-06,178.0,9.87,4.0,5.167,1.167,1.3125,14.979500000000002,187.87,
2011-08-07,192.5,13.083,5.625,6.667,1.042,1.354,29.104,205.583,
2011-08-08,185.042,12.375,5.9585,6.479,0.5205,0.9585,27.083,197.417,
2011-08-09,183.792,12.125,7.8335,9.0,1.167,2.8335,29.146,195.917,
2011-08-10,176.625,10.042,4.2085,4.625,0.4165,1.1045,30.5205,186.667,
2011-08-11,179.87,12.87,7.1745,7.635,0.4605,2.028,41.283,192.739,
2011-08-12,191.348,14.087,6.229,6.542,0.3125,1.4795,41.6875,205.435,
2011-08-13,192.458,15.25,5.25,5.6875,0.4375,2.6665,57.0835,207.708,
2011-08-14,186.167,11.917,4.4795,4.8125,0.333,1.9375,46.1875,198.083,
2011-08-15,176.591,11.409,2.4775,2.795,0.318,0.6135,28.386499999999998,188.0,
2011-08-16,183.667,16.0,6.875,7.5835,0.708,2.2295,33.6045,199.667,
2011-08-17,198.75,15.458,6.5205,7.208,0.6875,1.896,36.6875,214.208,
2011-08-18,175.174,10.826,3.6875,4.1875,0.5,0.9165,38.292,186.0,
2011-08-19,181.708,11.292,6.854,7.2915,0.4375,1.375,22.5835,193.0,
2011-08-20,190.75,13.083,7.75,8.3125,0.5625,1.208,13.771,203.833,
2011-08-21,186.792,10.417,4.596,4.8485,0.2525,0.521,9.896,197.208,
2011-08-22,187.5,11.208,6.7085,7.2915,0.583,0.542,17.9165,198.708,
2011-08-23,187.917,11.958,4.5,5.1875,0.6875,1.125,27.4375,199.875,
2011-08-24,177.391,11.043,2.9795,4.5,1.521,1.875,15.771,188.435,
2011-08-25,178.045,10.682,2.237,3.0305,0.7935,1.1395,15.735499999999998,188.727,
2011-08-26,179.708,14.042,8.9165,10.5415,1.625,2.6045,20.3545,193.75,
2011-08-27,185.042,14.125,8.5,9.229,0.729,2.375,19.75,199.167,
2011-08-28,186.5,14.292,5.2295,5.5835,0.354,1.5625,17.375,200.792,
2011-08-29,183.833,14.25,7.2295,7.9375,0.7085,2.0625,24.625,198.083,
2011-08-30,182.783,12.696,7.271,8.125,0.854,2.958,17.4375,195.478,
2011-08-31,181.0,12.292,5.542,7.2295,1.6875,0.5,19.3955,193.292,
2011-09-01,179.417,10.458,1.875,2.4795,0.604,0.5,27.9585,189.875,
2011-09-02,178.958,9.583,1.125,1.458,0.3335,0.5,30.4165,188.542,
2011-09-03,176.708,9.208,1.0625,1.396,0.333,0.5,29.2915,185.917,
2011-09-04,181.25,9.583,1.25,1.5,0.25,0.5,23.75,190.833,
2011-09-05,195.609,10.609,3.3335,3.604,0.271,0.604,22.125,206.217,
2011-09-06,194.208,11.333,4.7915,5.125,0.3335,0.75,10.875,205.542,
2011-09-07,193.958,14.375,8.729,9.3125,0.5835,2.208,20.729,208.333,
2011-09-08,191.261,14.696,5.5685,5.9544999999999995,0.386,2.659,21.8785,205.957,
2011-09-09,185.833,11.542,4.729,6.1665,1.4375,1.4375,16.1875,197.375,
2011-09-10,182.75,11.042,3.458,4.25,0.7915,2.083,16.75,193.792,
2011-09-11,196.609,11.565,3.271,4.292,1.021,0.5,16.896,208.174,
2011-09-12,195.333,12.833,4.104,5.854,1.75,0.875,14.645499999999998,208.167,
2011-09-13,182.0,10.958,4.583,5.5415,0.9585,2.2085,15.0835,192.958,
2011-09-14,182.708,13.333,6.8955,8.625,1.729,3.25,18.4165,196.042,
2011-09-15,185.5,12.292,3.104,4.167,1.0625,0.6665,10.479,197.792,
2011-09-16,182.708,10.292,2.3335,2.9585,0.625,0.5,11.7295,193.0,
2011-09-17,181.565,10.043,1.854,2.375,0.5205,0.5,12.625,191.609,
2011-09-18,183.25,10.792,1.979,2.375,0.39549999999999996,0.5,12.0625,194.042,
2011-09-19,185.042,13.917,5.8335,7.4375,1.6045,2.3335,25.0625,198.958,
2011-09-20,186.083,13.167,8.521,9.5835,1.0625,0.771,18.75,199.25,
2011-09-21,181.174,9.739,3.6085000000000003,4.1525,0.5435,0.565,17.2385,190.913,
2011-09-22,181.958,10.625,5.0415,5.729,0.6875,1.042,12.875,192.583,
2011-09-23,191.348,13.609,8.5625,9.875,1.3125,0.7085,11.646,204.957,
2011-09-24,196.458,13.417,7.375,8.604,1.229,1.104,12.854,209.875,
2011-09-25,189.625,8.875,3.75,3.875,0.125,0.7915,9.729,198.5,
2011-09-26,193.25,11.792,10.5,11.417,0.9165,0.7085,13.6875,205.042,
2011-09-27,192.417,13.083,10.0625,11.625,1.5625,0.854,16.646,205.5,
2011-09-28,188.917,9.792,6.1875,6.75,0.5625,0.6875,15.479500000000002,198.708,
2011-09-29,188.696,10.87,7.146,8.167,1.021,0.9375,15.021,199.565,
2011-09-30,183.958,10.083,5.833,6.0415,0.2085,1.167,25.0835,194.042,
2011-10-01,188.208,11.375,7.167,7.5625,0.3955,1.604,17.875,199.583,
2011-10-02,188.125,8.75,5.208,5.4585,0.25,1.479,14.229,196.875,
2011-10-03,194.0,11.208,9.0945,9.905000000000001,0.8105,0.9795,13.4375,205.208,
2011-10-04,192.25,10.0,7.1455,7.958,0.8125,1.0835,12.521,202.25,
2011-10-05,194.696,11.696,8.5,9.8545,1.354,0.5415,12.6665,206.391,
2011-10-06,195.87,14.043,11.959,13.229500000000002,1.2705,1.2205,13.0125,209.913,
2011-10-07,189.792,11.125,8.4585,9.625,1.1665,0.979,16.7365,200.917,
2011-10-08,193.458,12.792,8.917,10.3335,1.4165,1.125,23.229,206.25,
2011-10-09,195.208,10.25,5.104,5.6875,0.583,0.9375,29.6455,205.458,
2011-10-10,194.917,15.292,10.0835,11.396,1.3125,2.042,33.625,210.208,
2011-10-11,196.217,16.652,10.3125,13.6875,3.375,1.4795,42.982,212.87,
2011-10-12,196.375,11.875,7.625,8.646,1.021,1.2085,31.25,208.25,
2011-10-13,195.75,15.625,9.896,12.104,2.2085,1.271,33.4165,211.375,
2011-10-14,197.5,16.125,10.146,13.125,2.9795,2.771,43.021,213.625,
2011-10-15,180.583,7.5,1.875,2.5205,0.646,1.0205,15.9375,188.083,
2011-10-16,181.542,8.375,2.729,3.4375,0.7085,0.9795,13.4375,189.917,
2011-10-17,192.174,14.609,11.854,14.854500000000002,3.0,3.25,31.0835,206.783,
2011-10-18,192.75,12.208,9.625,10.7085,1.083,1.646,19.75,204.958,
2011-10-19,194.083,10.417,8.3545,9.4375,1.083,1.146,15.146,204.5,
2011-10-20,190.238,8.19,6.8475,7.575,0.7275,0.828,17.2375,198.429,
2011-10-21,185.125,6.417,6.2295,6.854,0.625,0.5835,12.604,191.542,
2011-10-22,185.292,13.417,9.6045,12.4165,2.8125,1.104,12.2085,198.708,
2011-10-23,187.565,7.826,4.167,4.792,0.625,0.5415,10.042,195.391,
2011-10-24,213.667,10.625,9.3125,10.375,1.0625,1.5,25.104,224.292,
2011-10-25,191.75,10.083,8.458,9.6045,1.1455,1.479,20.3125,201.833,
2011-10-26,191.083,8.625,8.7915,9.5835,0.7915,0.9165,12.667,199.708,
2011-10-27,195.875,10.875,14.5625,16.958,2.396,1.4165,20.2085,206.75,
2011-10-28,195.542,12.042,15.875,19.021,3.1455,1.875,22.3125,207.583,
2011-10-29,190.87,12.348,12.8125,14.4375,1.625,1.875,23.7705,203.217,
2011-10-30,188.917,7.542,7.1045,7.354,0.25,0.5415,24.229,196.458,
2011-10-31,190.625,11.208,12.771,14.75,1.979,0.8125,27.604,201.833,
2011-11-01,191.125,9.333,10.354,11.875,1.5205,1.104,19.854,200.458,
2011-11-02,197.25,12.042,14.583,18.625,4.0415,0.729,26.1045,209.292,
2011-11-03,202.0,29.875,26.229,31.9165,5.6875,4.0835,53.4375,231.875,
2011-11-04,197.217,23.348,18.177999999999997,22.073999999999998,3.896,1.6935,54.15,220.565,
2011-11-05,203.042,19.417,16.1045,20.2295,4.125,1.7295,48.771,222.458,
2011-11-06,201.875,10.833,8.479,9.9585,1.4794999999999998,0.771,34.2085,212.708,
2011-11-07,188.625,8.125,7.8125,9.146,1.3335,1.021,14.9375,196.75,
2011-11-08,188.5,7.833,8.5,9.854,1.354,1.25,13.229,196.333,
2011-11-09,193.833,12.667,14.479,17.104,2.625,0.7915,15.104,206.5,
2011-11-10,191.87,10.217,13.25,15.0625,1.8125,1.3125,17.2705,202.087,
2011-11-11,192.167,10.0,13.7705,15.521,1.75,0.5,17.7915,202.167,
2011-11-12,191.292,11.292,11.4375,15.042,3.604,1.208,18.9585,202.583,
2011-11-13,196.875,13.625,12.521,15.1045,2.5835,2.0625,22.042,210.5,
2011-11-14,193.708,11.542,13.4375,16.5835,3.146,2.0205,36.4165,205.25,
2011-11-15,191.458,8.5,11.0625,12.6875,1.625,1.104,20.667,199.958,
2011-11-16,195.0,8.696,9.521,10.8955,1.375,0.625,9.854,203.696,
2011-11-17,198.522,13.957,16.545499999999997,19.5,2.955,0.9319999999999999,15.405,212.478,
2011-11-18,195.458,17.0,21.229,29.4375,8.208,1.292,33.5835,212.458,
