date,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,PM25_mean,HUM_max,HUM_mean,HUM_min,TEMP_max,TEMP_mean,TEMP_min,CH4_mean,NMHC_mean,THC_mean,CO_mean
2011-02-02,9.409142857142857,11.882857142857144,2.4738571428571428,1.6092499999999998,,3.25,,,,,,,186.957,8.13,195.087,2.958
2011-02-03,23.177142857142858,33.44128571428571,10.26442857142857,1.48525,,8.25,,,,,,,190.174,17.043,207.217,4.042
2011-02-04,16.315428571428573,22.541714285714285,6.226285714285715,2.32275,,17.875,,,,,,,188.87,14.522,203.391,3.458
2011-02-05,11.095142857142857,13.541571428571428,2.446571428571428,1.7605,,16.0,,,,,,,188.087,10.391,198.478,3.417
2011-02-06,29.545571428571428,55.034571428571425,25.489,0.7557499999999999,,23.542,,,,,,,190.913,27.609,218.522,6.864
2011-02-07,22.484,45.40085714285714,22.916857142857143,0.7745,,10.25,,,,,,,190.348,23.609,213.957,5.333
2011-02-08,6.4435714285714285,9.055142857142856,2.6117142857142857,0.74175,,1.708,,,,,,,185.739,6.783,192.522,2.217
2011-02-09,10.507142857142856,14.139999999999999,3.632714285714286,1.11225,,4.417,,,,,,,186.043,8.565,194.609,2.625
2011-02-10,13.584714285714286,17.675142857142855,4.090571428571429,1.219,,6.333,,,,,,,185.435,10.609,196.043,2.583
2011-02-11,9.351285714285714,11.464428571428572,2.113142857142857,1.052,,5.5,,,,,,,186.087,9.348,195.435,2.292
2011-02-12,5.184428571428571,6.261857142857143,1.0775714285714284,1.03125,,5.042,,,,,,,185.739,6.087,191.826,2.167
2011-02-13,21.008142857142854,29.908857142857148,8.900428571428572,0.9372499999999999,,12.25,,,,,,,186.391,14.957,201.348,3.174
2011-02-14,31.315428571428573,55.91657142857143,24.601285714285716,0.396,,7.042,,,,,,,188.391,24.783,213.174,5.417
2011-02-15,21.354000000000003,28.43542857142857,7.081142857142857,1.4895,,9.542,,,,,,,187.783,14.174,201.957,4.208
2011-02-16,18.227285714285717,24.127714285714287,5.900571428571429,1.11375,,10.083,,,,,,,187.478,14.174,201.652,3.417
2011-02-17,10.873285714285714,13.367714285714285,2.494285714285714,1.33325,,4.625,,,,,,,185.261,8.304,193.565,3.083
2011-02-18,6.279714285714285,7.494142857142857,1.2144285714285714,0.60425,,3.75,,,,,,,187.435,6.783,194.217,2.417
2011-02-19,8.31557142857143,9.666428571428572,1.3512857142857142,0.9165,,6.25,,,,,,,187.652,8.87,196.522,2.875
2011-02-20,14.947714285714286,18.584142857142858,3.636,0.863,,5.167,,,,,,,186.957,10.261,197.217,3.136
2011-02-21,22.878285714285713,33.34085714285714,10.462285714285715,1.8832499999999999,,10.917,,,,,,,187.609,17.261,204.87,4.25
2011-02-22,14.953999999999999,19.172,4.2178571428571425,1.72925,,18.042,,,,,,,186.391,13.87,200.261,3.083
2011-02-23,11.109857142857143,17.684857142857144,6.574857142857143,0.43274999999999997,,8.042,,,,,,,184.174,14.174,198.348,3.542
2011-02-24,17.38457142857143,21.718714285714288,4.3342857142857145,2.96875,,27.167,,,,,,,190.174,14.0,204.174,4.333
2011-02-25,17.077285714285715,23.047571428571427,5.970285714285715,1.28125,,18.542,,,,,,,187.348,16.261,203.609,4.417
2011-02-26,5.958285714285714,6.773714285714285,0.8155714285714285,0.66675,,8.375,,,,,,,186.609,8.261,194.87,2.375
2011-02-27,6.3,7.55,1.25,0.5347500000000001,,5.958,,,,,,,186.565,7.304,193.87,2.174
2011-02-28,12.739857142857144,16.101285714285716,3.3614285714285717,0.90025,,8.083,,,,,,,186.348,11.478,197.826,3.167
2011-03-01,26.953857142857142,40.476,13.522,2.05675,,19.292,,,,,,,188.696,22.565,211.261,5.0
2011-03-02,19.69942857142857,31.942714285714285,12.243285714285715,0.46599999999999997,,9.458,,,,,,,187.095,21.952,209.048,3.625
2011-03-03,11.273857142857143,13.012,1.7381428571428572,1.09375,,8.833,,,,,,,187.261,12.0,199.261,3.042
2011-03-04,9.202428571428571,10.589142857142857,1.3868571428571428,0.64575,,14.042,,,,,,,187.478,12.565,200.043,3.333
2011-03-05,17.59614285714286,25.254571428571428,7.658428571428572,0.38825,,1.417,,,,,,,184.421,18.684,203.105,4.318
2011-03-06,26.05414285714286,43.73885714285715,17.684714285714286,1.2605,,9.417,,,,,,,190.13,30.261,220.391,6.083
2011-03-07,13.854142857142858,15.63957142857143,1.7854285714285716,1.77075,,22.75,,,,,,,189.739,16.13,205.87,4.458
2011-03-08,31.840857142857143,42.870285714285714,11.029571428571428,3.79725,,33.333,,,,,,,192.87,26.783,219.652,6.542
2011-03-09,29.92442857142857,37.55871428571429,7.634428571428572,0.875,,19.75,,,,,,,190.304,25.435,215.739,5.458
2011-03-10,10.077428571428571,11.452428571428571,1.375,0.3645,,4.417,,,,,,,186.13,11.783,197.913,2.917
2011-03-11,3.999857142857143,4.470285714285715,0.4704285714285715,1.03125,,6.333,,,,,,,184.652,7.043,191.696,2.333
2011-03-12,8.020857142857142,9.181857142857142,1.160857142857143,0.9355,,7.958,,,,,,,187.391,8.696,196.087,2.957
2011-03-13,10.196714285714284,11.774571428571429,1.5777142857142858,0.82275,,7.667,,,,,,,186.619,8.571,195.19,2.217
2011-03-14,15.283857142857142,18.347714285714286,3.0637142857142856,1.03125,,8.042,,,,,,,186.652,10.348,197.0,2.625
2011-03-15,16.821857142857144,22.788285714285713,5.966428571428572,1.75125,,13.542,,,,,,,186.652,10.304,196.957,2.625
2011-03-16,10.849428571428572,13.746571428571428,2.8974285714285712,1.4895,,10.625,,,,,,,186.304,10.261,196.565,2.333
2011-03-17,11.880714285714285,13.095285714285714,1.2142857142857142,0.07300000000000001,,7.833,,,,,,,183.0,16.13,199.13,2.958
2011-03-18,14.773857142857143,16.648571428571426,1.875,0.76025,,4.333,,,,,,,186.652,15.043,201.696,4.292
2011-03-19,7.044,8.422285714285715,1.3784285714285713,0.5405,,5.375,,,,,,,186.348,7.609,193.957,2.391
2011-03-20,8.357000000000001,9.886857142857142,1.5298571428571428,0.71875,,5.167,,,,,,,185.043,7.435,192.478,2.0
2011-03-21,7.740571428571428,8.858,1.1172857142857142,0.73875,,6.583,,,,,,,186.043,6.739,192.783,2.304
2011-03-22,15.861999999999998,20.89314285714286,5.030857142857143,1.4942499999999999,,10.167,,,,,,,185.913,11.043,196.957,2.5
2011-03-23,15.151428571428571,17.567714285714285,2.4161428571428574,0.3335,,6.292,,,,,,,183.087,12.174,195.261,2.958
2011-03-24,11.642857142857142,13.476142857142857,1.8334285714285714,0.82275,,3.417,,,,,,,186.478,10.565,197.043,3.583
2011-03-25,5.208285714285714,5.803571428571429,0.5952857142857143,0.646,,8.208,,,,,,,188.13,7.0,195.13,2.958
2011-03-26,8.857285714285714,10.329285714285716,1.4717142857142858,0.5217499999999999,,7.625,,,,,,,188.478,7.913,196.391,2.435
2011-03-27,15.166714285714287,18.059571428571427,2.8927142857142862,1.104,,9.917,,,,,,,189.174,12.391,201.565,2.917
2011-03-28,17.619142857142858,23.375,5.756142857142857,1.979,,20.292,,,,,,,186.826,11.13,197.957,3.542
2011-03-29,12.327428571428571,14.285714285714286,1.9581428571428572,0.74525,,12.542,,,,,,,187.391,10.043,197.435,2.917
2011-03-30,12.995142857142856,18.754142857142856,5.759142857142857,0.89575,,8.5,,,,,,,184.783,8.826,193.609,3.75
2011-03-31,4.351428571428571,5.071428571428571,0.7202857142857143,0.3125,,5.667,,,,,,,182.0,6.826,188.826,1.958
2011-04-01,16.394857142857145,19.838714285714286,3.443714285714286,0.823,,,,,,,,,185.87,10.826,196.696,2.833
2011-04-02,13.706714285714286,16.33742857142857,2.630714285714286,1.802,,,,,,,,,183.957,9.826,193.783,2.833
2011-04-03,6.297571428571429,7.011714285714286,0.7144285714285713,0.75,,,,,,,,,185.652,6.739,192.391,2.25
2011-04-04,11.229857142857144,13.424142857142856,2.1942857142857144,0.9035,,,,,,,,,186.043,9.261,195.304,2.522
2011-04-05,15.018,17.928714285714285,2.910571428571429,1.021,,,,,,,,,186.652,10.087,196.739,2.875
2011-04-06,19.75485714285714,25.79342857142857,6.038857142857142,1.47925,,,,,,,,,186.565,13.435,200.0,3.292
2011-04-07,14.817142857142857,19.137714285714285,4.320571428571428,0.8282499999999999,,,,,,,,,184.304,11.217,195.522,2.625
2011-04-08,9.604285714285712,12.107285714285714,2.503285714285714,0.63525,,,,,,,,,181.826,9.13,190.957,2.958
2011-04-09,7.238142857142857,8.660714285714286,1.4225714285714284,0.45825,,,,,,,,,182.478,9.87,192.348,2.667
2011-04-10,6.553571428571429,7.041714285714286,0.488,0.92725,,,,,,,,,185.0,10.0,195.0,2.958
2011-04-11,12.260285714285715,15.301,3.0405714285714285,2.003,,,,,,,,,185.696,12.0,197.696,3.5
2011-04-12,7.809714285714286,8.982142857142858,1.1725714285714286,0.8125,,,,,,,,,185.783,7.522,193.304,2.458
2011-04-13,21.27785714285714,27.225142857142856,5.9471428571428575,1.86475,,,,,,,,,186.609,14.522,201.13,3.625
2011-04-14,20.82657142857143,28.04357142857143,7.217,2.3175,,,,,,,,,187.0,14.609,201.609,4.167
2011-04-15,13.125571428571428,14.861428571428572,1.7358571428571428,1.7665000000000002,,,,,,,,,183.87,10.783,194.652,2.917
2011-04-16,8.613285714285714,10.315428571428571,1.7022857142857144,0.948,,,,,,,,,185.087,10.87,195.957,2.625
2011-04-17,4.184285714285714,4.720285714285715,0.5358571428571429,0.64575,,,,,,,,,183.957,7.696,191.652,2.25
2011-04-18,6.167428571428571,7.555714285714286,1.3882857142857143,0.5405,,,,,,,,,181.87,8.957,190.826,2.087
2011-04-19,9.767857142857142,11.321428571428571,1.5534285714285716,0.497,,,,,,,,,185.174,10.87,196.043,3.042
2011-04-20,8.732714285714286,10.491714285714286,1.7588571428571431,0.6875,,,,,,,,,184.913,8.913,193.826,2.208
2011-04-21,14.237142857142857,17.493142857142857,3.2564285714285717,1.2967499999999998,,,,,,,,,185.217,12.13,197.348,3.333
2011-04-22,9.959428571428571,11.127571428571429,1.1682857142857144,0.7085,,,,,,,,,182.913,10.522,193.435,2.708
2011-04-23,5.452428571428571,6.386857142857143,0.9344285714285715,0.323,,,,,,,,,180.348,8.348,188.696,2.625
2011-04-24,7.160571428571429,7.934571428571429,0.7737142857142858,0.6875,,,,,,,,,186.348,9.174,195.522,2.958
2011-04-25,13.177142857142856,15.65757142857143,2.4804285714285714,0.62525,,,,,,,,,185.913,10.87,196.783,3.182
2011-04-26,13.564571428571428,16.476142857142857,2.9114285714285715,1.0135,,,,,,,,,184.391,10.435,194.826,3.167
2011-04-27,5.385428571428571,6.671857142857143,1.2865714285714287,0.79175,,,,,,,,,182.087,8.174,190.261,3.083
2011-04-28,9.486714285714285,10.684285714285716,1.1974285714285713,0.9782500000000001,,,,,,,,,182.174,9.174,191.348,3.25
2011-04-29,7.688428571428572,8.745428571428572,1.0568571428571427,0.75,,,,,,,,,185.083,9.0,194.083,2.417
2011-04-30,9.131,10.833285714285713,1.7024285714285714,0.802,,,,,,,,,186.375,11.042,197.417,2.5
2011-05-01,4.154714285714285,4.684571428571429,0.5297142857142857,0.198,,,,,,,,,181.167,8.958,190.125,2.0
2011-05-02,5.795428571428571,6.573857142857142,0.7785714285714286,0.5015000000000001,,,,,,,,,184.125,8.333,192.458,2.783
2011-05-03,11.791714285714287,13.476142857142857,1.6844285714285714,0.52075,,,,,,,,,188.083,14.958,203.042,3.792
2011-05-04,9.549142857142856,10.84457142857143,1.2954285714285714,1.34375,,,,,,,,,187.5,12.792,200.292,3.458
2011-05-05,8.03057142857143,8.891142857142857,0.8604285714285714,0.8614999999999999,,,,,,,,,187.25,11.958,199.208,2.792
2011-05-06,6.697,7.452428571428571,0.7555714285714286,1.6872500000000001,,,,,,,,,186.667,11.375,198.042,2.833
2011-05-07,6.029857142857144,6.672714285714286,0.6428571428571429,1.896,,,,,,,,,182.667,9.708,192.375,2.083
2011-05-08,7.684428571428571,8.749857142857143,1.0654285714285714,2.0,,,,,,,,,184.5,11.25,195.75,2.583
2011-05-09,10.219999999999999,11.785857142857143,1.5657142857142858,1.9184999999999999,,,,,,,,,186.167,11.708,197.875,3.783
2011-05-10,14.570142857142857,20.69585714285714,6.125857142857143,1.10675,,,,,,,,,180.9,17.2,198.1,4.083
2011-05-11,9.220714285714285,12.505285714285716,3.2845714285714287,0.2065,,,,,,,,,182.217,15.304,197.522,2.478
2011-05-12,8.771857142857142,11.183857142857144,2.411857142857143,0.01075,,,,,,,,,180.0,14.609,194.609,2.958
2011-05-13,7.681571428571429,9.307142857142859,1.6252857142857142,0.5002500000000001,,,,,,,,,182.783,11.652,194.435,2.25
2011-05-14,9.821714285714284,10.994,1.1727142857142856,1.3645,,,,,,,,,185.739,12.0,197.739,2.667
2011-05-15,6.940571428571429,7.732142857142857,0.7917142857142857,1.052,,,,,,,,,185.652,11.217,196.87,2.667
2011-05-16,7.323142857142857,8.477857142857143,1.1547142857142858,0.59275,,,,,,,,,182.652,11.696,194.348,2.739
2011-05-17,11.214285714285714,12.636857142857142,1.4225714285714286,1.1145,,,,,,,,,183.739,12.826,196.565,3.167
2011-05-18,14.943142857142858,17.800142857142855,2.857142857142857,1.57275,,,,,,,,,186.739,13.043,199.783,3.375
2011-05-19,13.597428571428571,16.14428571428571,2.5471428571428567,1.3319999999999999,,,,,,,,,184.478,11.783,196.261,3.375
2011-05-20,9.681571428571429,11.91757142857143,2.236285714285714,1.066,,,,,,,,,182.261,11.652,193.913,3.042
2011-05-21,8.613,10.595285714285714,1.9821428571428572,1.31275,,,,,,,,,180.87,11.739,192.609,2.833
2011-05-22,7.274,9.119142857142858,1.8454285714285714,0.4585,,,,,,,,,180.304,11.261,191.565,2.208
2011-05-23,10.984857142857143,13.293000000000001,2.3081428571428573,0.23175,,,,,,,,,183.826,14.739,198.565,2.591
2011-05-24,7.654857142857144,8.848428571428572,1.1929999999999998,0.20825,,,,,,,,,183.143,12.048,195.19,2.333
2011-05-25,11.011857142857142,12.535714285714286,1.5235714285714284,0.6839999999999999,,,,,,,,,184.435,14.696,199.13,2.75
2011-05-26,8.489142857142857,9.500857142857143,1.0117142857142858,0.55575,,,,,,,,,182.957,12.043,195.0,1.708
2011-05-27,5.263571428571429,5.771285714285715,0.5077142857142858,0.125,,,,,,,,,181.217,9.739,190.957,1.458
2011-05-28,10.607142857142858,12.714142857142857,2.107,0.08324999999999999,,,,,,,,,182.87,15.0,197.87,2.792
2011-05-29,3.208285714285714,3.8810000000000002,0.6727142857142857,0.0,,,,,,,,,175.826,10.826,186.652,1.458
2011-05-30,6.831142857142857,8.276428571428571,1.445714285714286,0.16125,,,,,,,,,181.826,10.652,192.478,1.826
2011-05-31,8.243142857142857,10.127285714285714,1.8840000000000001,0.427,,,,,,,,,182.87,10.652,193.522,2.333
2011-06-01,7.4192857142857145,8.345857142857144,0.9264285714285715,0.354,,,,,,,,,182.75,10.625,193.375,2.125
2011-06-02,9.274285714285714,11.296000000000001,2.021857142857143,0.094,,,,,,,,,180.565,13.043,193.609,1.875
2011-06-03,12.808000000000002,18.392428571428574,5.5842857142857145,0.33825,,,,,,,,,183.391,16.391,199.783,3.167
2011-06-04,10.226142857142857,14.226142857142857,4.000142857142857,0.94775,,,,,,,,,183.913,15.522,199.435,3.25
2011-06-05,9.440714285714284,10.81557142857143,1.375,1.01025,,,,,,,,,184.609,14.957,199.565,2.792
2011-06-06,12.438,14.483285714285714,2.0452857142857144,1.4304999999999999,,,,,,,,,184.957,14.478,199.435,3.364
2011-06-07,9.752714285714287,10.635,0.8819999999999999,0.62775,,,,,,,,,183.478,15.739,199.217,2.333
2011-06-08,10.501285714285714,12.518714285714285,2.0174285714285713,0.77525,,,,,,,,,183.043,13.826,196.87,2.625
2011-06-09,8.799285714285714,10.364714285714285,1.5651428571428572,1.5710000000000002,,,,,,,,,182.826,13.478,196.304,3.083
2011-06-10,10.281285714285714,12.719285714285714,2.437857142857143,0.8122499999999999,,,,,,,,,181.565,13.652,195.217,3.083
2011-06-11,9.482142857142858,11.863142857142858,2.380857142857143,0.77075,,,,,,,,,180.261,12.522,192.783,2.958
2011-06-12,11.095285714285714,12.613,1.5178571428571428,1.354,,,,,,,,,188.435,16.696,205.13,3.875
2011-06-13,11.873714285714286,13.600999999999999,1.727142857142857,1.07175,,,,,,,,,184.0,13.391,197.391,3.261
2011-06-14,13.839285714285714,15.744142857142858,1.9047142857142858,1.521,,,,,,,,,184.696,14.696,199.391,2.667
2011-06-15,10.565,13.494285714285713,2.9294285714285713,1.07275,,,,,,,,,184.304,14.739,199.043,2.083
2011-06-16,8.513,9.600142857142856,1.087142857142857,0.30675,,,,,,,,,183.174,13.478,196.652,2.042
2011-06-17,11.359428571428571,14.584857142857143,3.2254285714285715,0.29175,,,,,,,,,182.913,14.174,197.087,3.083
2011-06-18,6.261857142857143,6.970285714285715,0.7084285714285714,0.52075,,,,,,,,,182.609,13.087,195.696,2.083
2011-06-19,5.8511428571428565,7.065571428571429,1.2144285714285714,0.25,,,,,,,,,185.087,13.174,198.261,2.625
2011-06-20,7.75,9.036142857142858,1.2861428571428573,0.01075,,,,,,,,,179.435,14.652,194.087,1.913
2011-06-21,8.198571428571428,11.740285714285715,3.541571428571429,0.15925,,,,,,,,,179.043,15.783,194.826,2.333
2011-06-22,14.876142857142858,22.828714285714284,7.952714285714285,1.3045,,,,,,,,,185.043,22.522,207.565,3.478
2011-06-23,7.058428571428571,12.221714285714285,5.163428571428571,0.816,,,,,,,,,175.87,14.261,190.13,2.333
2011-06-24,5.5445714285714285,9.744857142857143,4.200428571428572,0.47475,,,,,,,,,174.391,14.217,188.609,2.333
2011-06-25,5.993857142857143,10.178571428571429,4.184571428571429,0.63525,,,,,,,,,178.0,16.174,194.174,1.792
2011-06-26,2.547571428571428,4.184428571428572,1.6368571428571428,0.0,,,,,,,,,172.783,10.783,183.565,1.292
2011-06-27,3.393857142857143,8.178857142857142,4.784857142857143,0.10625,,,,,,,,,172.0,8.696,180.696,2.217
2011-06-28,7.384571428571428,11.864285714285714,4.479571428571428,0.97875,,,,,,,,,175.043,13.478,188.522,2.167
2011-06-29,12.79857142857143,16.542142857142856,3.7435714285714283,1.67675,,,,,,,,,178.261,17.13,195.391,2.583
2011-06-30,15.609,19.173571428571428,3.5644285714285715,2.07475,,,,,,,,,185.783,19.609,205.391,2.833
2011-07-01,11.181285714285716,15.851857142857142,4.670857142857143,1.5105,,,,,,,,,177.391,15.0,192.391,2.792
2011-07-02,7.988142857142857,11.476142857142857,3.4878571428571425,0.78125,,,,,,,,,179.13,15.391,194.522,2.125
2011-07-03,6.416571428571428,7.636857142857143,1.2202857142857142,1.15625,,,,,,,,,180.174,15.739,195.913,2.0
2011-07-04,6.585142857142857,9.542285714285713,2.9574285714285713,0.893,,,,,,,,,177.714,9.571,187.286,2.522
2011-07-05,9.889142857142858,11.422714285714287,1.5337142857142858,0.9372499999999999,,,,,,,,,190.0,15.435,205.435,2.625
2011-07-06,9.812285714285716,11.578571428571427,1.7659999999999998,0.875,,,,,,,,,194.739,17.435,212.174,2.708
2011-07-07,8.53042857142857,13.438,4.907428571428572,0.0435,,,,,,,,,182.478,15.783,198.261,1.696
2011-07-08,6.025285714285714,10.112285714285715,4.087000000000001,0.16675,,,,,,,,,182.217,13.739,195.957,2.042
2011-07-09,5.553428571428571,9.565428571428571,4.011857142857143,0.28125,,,,,,,,,181.826,15.826,197.652,1.75
2011-07-10,3.3037142857142854,5.029714285714285,1.7262857142857142,0.1145,,,,,,,,,179.565,13.348,192.913,1.292
2011-07-11,4.373714285714286,8.184857142857142,3.810857142857143,0.02275,,,,,,,,,183.043,16.565,199.609,1.727
2011-07-12,4.440571428571428,10.017857142857142,5.577571428571429,0.0,,,,,,,,,182.522,14.391,196.913,1.875
2011-07-13,4.763285714285715,10.602428571428572,5.839285714285714,0.02075,,,,,,,,,183.391,14.522,197.913,2.042
2011-07-14,5.706857142857143,10.783,5.0762857142857145,0.2995,,,,,,,,,183.0,14.739,197.739,2.042
2011-07-15,7.082857142857143,11.552714285714286,4.47,0.65625,,,,,,,,,182.783,14.826,197.609,2.167
2011-07-16,4.910714285714286,7.404857142857144,2.4938571428571428,0.59375,,,,,,,,,179.957,14.783,194.739,1.458
2011-07-17,3.380857142857143,4.737857142857143,1.3571428571428572,0.104,,,,,,,,,180.0,13.696,193.696,1.0
2011-07-18,2.345428571428571,3.4611428571428573,1.1157142857142859,0.0,,,,,,,,,176.087,12.826,188.913,0.739
2011-07-19,1.232,2.1844285714285716,0.9524285714285714,0.0,,,,,,,,,175.435,8.478,183.913,0.333
2011-07-20,2.634714285714286,3.681142857142857,1.0462857142857143,0.0,,,,,,,,,178.609,13.0,191.609,1.3
2011-07-21,9.923166666666667,15.181166666666668,5.257833333333333,0.22375,,,,,,,,,190.217,19.0,209.217,2.609
2011-07-22,9.579333333333333,12.221333333333334,2.641833333333333,0.4165,,,,,,,,,189.043,13.913,202.957,2.333
2011-07-23,9.826500000000001,11.222,1.3958333333333333,1.46875,,,,,,,,,190.0,13.87,203.87,2.417
2011-07-24,5.902833333333334,6.854166666666667,0.9513333333333334,0.53125,,,,,,,,,187.478,15.0,202.478,1.75
2011-07-25,5.749833333333332,8.107833333333334,2.3585,0.18175,,,,,,,,,184.87,12.217,197.087,1.957
2011-07-26,7.518000000000001,9.527333333333333,2.009,0.177,,,,,,,,,184.739,14.174,198.913,1.417
2011-07-27,5.9751666666666665,10.395333333333333,4.42,0.49175,,,,,,,,,179.435,11.217,190.652,1.792
2011-07-28,9.204333333333333,16.4135,7.209,1.1345,,,,,,,,,184.043,16.043,200.087,1.917
2011-07-29,9.441333333333333,14.074666666666667,4.633,1.13525,,,,,,,,,181.609,14.348,195.957,1.583
2011-07-30,10.541666666666666,16.333333333333332,5.791666666666667,0.979,,,,,,,,,183.818,14.955,198.773,2.0
2011-07-31,4.381166666666666,5.116833333333333,0.7356666666666666,0.271,,,,,,,,,186.435,13.783,200.217,2.208
2011-08-01,5.324285714285714,6.290571428571428,0.9664285714285714,0.34475,,,,,,,,,187.826,15.261,203.087,2.043
2011-08-02,5.347857142857143,6.314,0.9661428571428571,0.41975,,,,,,,,,186.913,15.261,202.174,2.083
2011-08-03,6.947,10.429428571428572,3.4824285714285717,1.3655,,,,,,,,,185.087,15.609,200.696,1.652
2011-08-04,5.448,8.24,2.7922857142857143,0.17625000000000002,,,,,,,,,182.045,15.545,197.591,1.042
2011-08-05,3.181857142857143,4.193142857142857,1.0112857142857143,0.24975000000000003,,,,,,,,,179.087,13.304,192.391,1.042
2011-08-06,5.184571428571429,8.80942857142857,3.625,0.41700000000000004,,,,,,,,,178.913,12.435,191.348,1.75
2011-08-07,6.369,7.630857142857143,1.2618571428571428,0.79175,,,,,,,,,183.174,16.522,199.696,1.542
2011-08-08,8.465857142857143,10.962285714285715,2.4964285714285714,0.69225,,,,,,,,,184.826,16.609,201.435,2.087
2011-08-09,9.726142857142857,11.779571428571428,2.0535714285714284,0.9375,,,,,,,,,185.043,19.435,204.478,2.208
2011-08-10,11.081857142857144,13.769857142857143,2.688142857142857,1.39575,,,,,,,,,183.826,17.435,201.261,2.417
2011-08-11,11.200714285714286,13.677714285714286,2.476714285714286,1.1955,,,,,,,,,186.13,16.261,202.391,2.125
2011-08-12,8.239857142857144,9.609142857142857,1.3694285714285714,1.229,,,,,,,,,185.565,13.304,198.87,2.375
2011-08-13,6.494,7.767857142857143,1.2737142857142858,1.0105,,,,,,,,,190.522,15.739,206.261,2.208
