date,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,CO_mean,PM25_mean
2012-05-06,15.565,23.435,7.87,,32.042,,27.417
2012-05-07,21.792,34.083,12.292,,23.667,,18.542
2012-05-08,37.217,72.739,35.522,,38.913,,30.292
2012-05-09,43.542,78.375,34.833,,51.0,,43.917
2012-05-10,21.417,58.625,37.208,,38.458,,28.333
2012-05-11,20.458,38.125,17.667,,8.542,,4.25
2012-05-12,14.292,28.875,14.583,,7.583,,3.542
2012-05-13,16.25,23.417,7.167,,15.0,,9.583
2012-05-14,24.609,39.348,14.739,,20.875,,15.417
2012-05-15,26.208,46.917,20.708,,16.0,,9.042
2012-05-16,29.833,50.042,20.208,,36.792,,29.417
2012-05-17,25.5,37.708,12.208,,50.417,,40.625
2012-05-18,24.522,41.0,16.478,,29.174,,22.174
2012-05-19,19.0,29.583,10.583,,27.0,,21.625
2012-05-20,17.25,24.708,7.458,,25.125,,19.833
2012-05-21,25.792,42.208,16.417,,27.708,,21.708
2012-05-22,28.783,48.609,19.826,,40.125,,28.25
2012-05-23,24.75,44.958,20.208,,22.833,,15.625
2012-05-24,30.609,53.957,23.348,,29.625,,22.875
2012-05-25,37.292,67.417,30.125,,40.25,,32.417
2012-05-26,14.708,31.5,16.792,,29.375,,21.125
2012-05-27,14.167,19.667,5.5,,26.958,,21.25
2012-05-28,21.625,32.208,10.583,,29.375,,22.0
2012-05-29,26.375,46.417,20.042,,38.833,,30.75
2012-05-30,23.957,38.087,14.13,,30.5,,21.667
2012-05-31,24.167,39.375,15.208,,33.583,,25.417
2012-06-01,19.208,29.667,10.458,,28.75,,23.083
2012-06-02,11.458,15.208,3.75,,27.667,,21.042
2012-06-03,13.5,20.333,6.833,,26.708,,20.375
2012-06-04,17.167,28.625,11.458,,22.792,,16.792
2012-06-05,24.125,49.375,25.25,,23.667,,16.583
2012-06-06,23.292,46.333,23.042,,19.333,,15.333
2012-06-07,27.455,41.909,14.455,,28.522,,21.522
2012-06-08,17.75,26.208,8.458,,33.391,,26.708
2012-06-09,14.875,24.5,9.625,,16.708,,11.083
2012-06-10,11.958,20.75,8.792,,13.75,,6.958
2012-06-11,19.958,40.208,20.25,,22.625,,15.667
2012-06-12,30.75,61.458,30.708,,24.542,,17.833
2012-06-13,23.292,42.542,19.25,,23.042,,13.583
2012-06-14,20.333,36.375,16.042,,25.542,,18.25
2012-06-15,23.522,35.87,12.348,,27.625,,19.545
2012-06-16,19.208,36.375,17.167,,18.75,,11.458
2012-06-17,10.792,19.583,8.792,,11.875,,6.0
2012-06-18,23.5,45.958,22.458,,23.5,,19.75
2012-06-19,16.042,29.125,13.083,,18.217,,13.792
2012-06-20,20.5,47.5,27.0,,13.583,,8.208
2012-06-21,24.652,52.913,28.261,,16.417,,9.875
2012-06-22,18.75,33.333,14.583,,12.174,,6.458
2012-06-23,18.696,40.739,22.043,,16.792,,11.208
2012-06-24,14.125,19.208,5.083,,25.5,,18.375
2012-06-25,18.75,28.625,9.875,,25.0,,16.75
2012-06-26,24.667,46.875,22.208,,28.25,,19.875
2012-06-27,26.292,39.458,13.167,,29.208,,21.042
2012-06-28,24.25,57.042,32.792,,27.833,,20.875
2012-06-29,17.25,45.042,27.792,,27.25,,21.625
2012-06-30,12.833,16.167,3.333,,30.083,,21.792
2012-07-01,12.435,21.391,8.957,,21.304,,14.042
2012-07-02,20.417,43.208,22.792,,17.292,,10.875
2012-07-03,24.542,47.417,22.875,,23.625,,16.583
2012-07-04,26.375,50.083,23.708,,26.708,,17.125
2012-07-05,28.583,55.125,26.542,,32.833,,21.792
2012-07-06,23.522,43.043,19.522,,24.217,,13.913
2012-07-07,15.958,24.833,8.875,,13.583,,7.958
2012-07-08,9.875,14.5,4.625,,16.625,,11.958
2012-07-09,19.435,27.391,7.957,,27.25,,20.708
2012-07-10,20.625,38.875,18.25,,30.792,,23.167
2012-07-11,10.583,17.417,6.833,,19.625,,12.083
2012-07-12,8.292,23.125,14.833,,15.167,,7.25
2012-07-13,20.333,57.542,37.208,,33.625,,19.958
2012-07-14,13.5,25.0,11.5,,33.542,,20.042
2012-07-15,5.208,13.292,8.083,,21.833,,10.917
2012-07-16,3.875,9.583,5.708,,13.625,,6.542
2012-07-17,12.348,27.565,15.217,,24.125,,12.833
2012-07-18,17.667,38.083,20.417,,36.875,,20.545
2012-07-19,19.958,44.292,24.333,,35.583,,22.875
2012-07-20,25.833,52.542,26.708,,44.083,,24.917
2012-07-21,16.792,32.417,15.625,,22.042,,10.875
2012-07-22,12.792,20.167,7.375,,24.292,,12.833
2012-07-23,21.333,35.125,13.792,,35.333,,22.625
2012-07-24,26.167,48.208,22.042,,46.375,,31.083
2012-07-25,27.182,57.364,30.182,,57.5,,36.667
2012-07-26,21.125,52.5,31.375,,43.583,,29.042
2012-07-27,22.917,36.125,13.208,,54.667,,37.667
2012-07-28,18.542,29.5,10.958,,62.875,,40.333
2012-07-29,10.917,15.375,4.458,,64.792,,37.917
2012-07-30,11.583,22.833,11.25,,28.458,,13.458
2012-07-31,15.542,35.542,20.0,,27.542,,14.208
2012-08-01,12.042,27.583,15.542,,25.208,,12.25
2012-08-02,14.522,33.696,19.174,,29.083,,14.833
2012-08-03,15.792,34.917,19.125,,30.0,,15.75
2012-08-04,14.208,25.0,10.792,,29.458,,14.75
2012-08-05,8.625,20.25,11.625,,24.125,,10.792
2012-08-06,11.792,34.917,23.125,,23.375,,10.5
2012-08-07,18.696,55.913,37.217,,22.435,,14.0
2012-08-08,19.333,44.25,24.917,,23.333,,15.625
2012-08-09,22.125,32.958,10.833,,33.875,,26.25
2012-08-10,20.522,31.826,11.304,,39.958,,27.0
2012-08-11,17.208,25.708,8.5,,36.333,,23.625
2012-08-12,8.417,15.875,7.458,,25.708,,14.208
2012-08-13,7.5,13.792,6.292,,23.917,,13.375
2012-08-14,9.5,16.292,6.792,,17.667,,10.25
2012-08-15,3.417,10.208,6.792,,17.542,,9.227
2012-08-16,10.667,24.25,13.583,,21.667,,13.042
2012-08-17,12.625,26.333,13.708,,28.708,,17.875
2012-08-18,11.304,24.478,13.174,,20.917,,12.208
2012-08-19,8.083,16.0,7.917,,18.833,,9.417
2012-08-20,13.083,30.167,17.083,,22.125,,14.417
2012-08-21,13.25,29.5,16.25,,22.667,,13.167
2012-08-22,13.583,35.292,21.708,,20.417,,10.542
2012-08-23,13.083,33.708,20.625,,21.333,,11.25
2012-08-24,14.043,35.217,21.174,,22.87,,13.708
2012-08-25,11.167,24.542,13.375,,26.417,,18.583
2012-08-26,6.783,15.478,8.696,,27.292,,19.0
2012-08-27,10.292,26.25,15.958,,23.958,,13.458
2012-08-28,9.875,25.375,15.5,,23.417,,14.375
2012-08-29,17.125,33.0,15.875,,25.208,,13.417
2012-08-30,15.917,36.583,20.667,,28.625,,17.208
2012-08-31,10.625,22.292,11.667,,27.417,,16.167
2012-09-01,9.25,22.417,13.167,,20.292,,9.583
2012-09-02,8.583,17.417,8.833,,20.125,,11.292
2012-09-03,18.304,34.261,15.957,,17.708,,11.0
2012-09-04,21.458,53.625,32.167,,27.792,,17.333
2012-09-05,18.917,26.0,7.083,,32.792,,22.25
2012-09-06,22.308,37.077,14.769,,33.2,,23.381
2012-09-07,14.5,26.583,12.083,,26.625,,16.833
2012-09-08,13.708,25.042,11.333,,35.333,,24.417
2012-09-09,7.667,17.5,9.833,,19.5,,11.5
2012-09-10,11.083,24.542,13.458,,16.667,,9.958
2012-09-11,14.5,37.958,23.458,,21.917,,13.375
2012-09-12,18.875,47.125,28.25,,20.083,,11.958
2012-09-13,24.833,46.25,21.417,,26.458,,20.708
2012-09-14,16.478,26.0,9.522,,22.542,,18.0
2012-09-15,15.542,29.667,14.125,,20.167,,13.083
2012-09-16,6.833,14.833,8.0,,18.25,,10.667
2012-09-17,3.5,7.625,4.125,,12.917,,6.167
2012-09-18,6.292,11.375,5.083,,14.583,,5.708
2012-09-19,14.583,30.708,16.125,,18.375,,10.958
2012-09-20,22.043,49.174,27.13,,28.417,,19.292
2012-09-21,22.333,47.417,25.083,,30.958,,25.625
2012-09-22,12.739,26.391,13.652,,30.15,,23.6
2012-09-23,11.625,23.917,12.292,,23.125,,17.333
2012-09-24,16.792,35.375,18.583,,14.625,,8.917
2012-09-25,23.0,58.75,35.75,,16.5,,12.75
2012-09-26,27.125,60.0,32.875,,17.458,,13.625
2012-09-27,27.625,54.625,27.0,,23.125,,17.042
2012-09-28,26.917,56.667,29.75,,20.833,,16.125
2012-09-29,21.708,42.542,20.833,,29.958,,25.208
2012-09-30,9.478,13.696,4.217,,17.292,,16.083
2012-10-01,23.042,54.333,31.292,,12.667,,12.583
2012-10-02,23.167,62.0,38.833,,15.042,,12.5
2012-10-03,21.292,51.292,30.0,,18.375,,15.083
2012-10-04,22.375,63.5,41.125,,14.917,,12.5
2012-10-05,23.783,55.609,31.826,,15.435,,12.435
2012-10-06,19.0,40.25,21.25,,18.625,,16.542
2012-10-07,9.0,15.667,6.667,,12.25,,7.583
2012-10-08,15.652,27.696,12.043,,16.375,,12.292
2012-10-09,29.542,59.708,30.167,,24.875,,22.5
2012-10-10,33.125,63.792,30.667,,24.25,,20.167
2012-10-11,31.0,62.833,31.833,,21.5,,17.208
2012-10-12,25.375,70.417,45.042,,16.833,,13.333
2012-10-13,19.875,47.583,27.708,,15.458,,10.083
2012-10-14,17.792,29.375,11.583,,22.292,,17.958
2012-10-15,26.375,64.333,37.958,,23.458,,21.5
2012-10-16,29.609,72.13,42.522,,29.042,,25.75
2012-10-17,24.917,54.208,29.292,,25.542,,20.333
2012-10-18,23.0,44.583,21.583,,14.0,,7.227
2012-10-19,22.333,51.375,29.042,,9.125,,4.542
2012-10-20,19.667,46.5,26.833,,13.458,,11.208
2012-10-21,16.708,33.542,16.833,,23.042,,19.5
2012-10-22,19.75,36.792,17.042,,23.042,,18.542
2012-10-23,25.273,46.0,20.727,,11.304,,6.333
2012-10-24,24.609,64.565,39.957,,10.708,,5.667
2012-10-25,33.0,77.3,44.3,,15.478,,10.292
2012-10-26,24.958,74.625,49.667,,20.542,,17.083
2012-10-27,24.125,47.125,23.0,,29.333,,24.667
2012-10-28,17.208,30.083,12.875,,23.25,,18.25
2012-10-29,21.333,48.958,27.625,,11.208,,5.591
2012-10-30,22.083,75.167,53.083,,17.333,,12.583
2012-10-31,20.167,68.667,48.5,,15.625,,13.083
2012-11-01,22.348,40.087,17.739,,14.75,,8.708
2012-11-02,20.667,62.5,41.833,,13.708,,7.958
2012-11-03,15.25,38.958,23.708,,12.5,,8.625
2012-11-04,17.333,35.125,17.792,,16.333,,12.5
2012-11-05,25.875,57.458,31.583,,22.458,,18.208
2012-11-06,29.478,72.0,42.522,,21.522,,19.0
2012-11-07,22.792,62.917,40.125,,16.75,,13.583
2012-11-08,26.167,70.083,43.917,,18.208,,15.583
2012-11-09,22.174,61.957,39.783,,21.083,,17.875
2012-11-10,20.292,53.208,32.917,,15.417,,12.5
2012-11-11,14.458,24.0,9.542,,11.542,,7.333
2012-11-12,21.75,49.708,27.958,,17.5,,14.042
2012-11-13,26.417,65.833,39.417,,22.5,,18.87
2012-11-14,24.583,58.542,33.958,,12.125,,8.083
2012-11-15,22.417,70.25,47.833,,9.417,,6.792
2012-11-16,21.75,81.5,59.75,,11.174,,9.042
2012-11-17,23.217,49.609,26.391,,9.125,,7.583
2012-11-18,13.0,24.833,11.833,,10.333,,5.292
2012-11-19,23.708,68.292,44.583,,15.917,,11.917
2012-11-20,23.333,79.917,56.583,,17.542,,13.25
2012-11-21,25.478,97.739,72.261,,16.833,,10.792
2012-11-22,28.375,84.458,56.083,,21.167,,15.75
2012-11-23,20.667,50.792,30.125,,14.583,,11.875
2012-11-24,16.167,38.042,21.875,,9.167,,6.833
2012-11-25,19.043,41.217,22.174,,17.0,,10.667
2012-11-26,30.375,74.0,43.625,,13.5,,8.917
2012-11-27,21.75,61.083,39.333,,7.875,,1.708
2012-11-28,26.417,83.917,57.5,,11.125,,7.042
2012-11-29,28.083,105.375,77.292,,23.5,,18.5
2012-11-30,23.0,84.292,61.292,,20.333,,15.083
2012-12-01,14.083,52.625,38.542,,8.5,,3.458
2012-12-02,18.792,39.792,21.0,,14.917,,9.792
2012-12-03,24.087,79.87,55.783,,18.708,,13.083
2012-12-04,23.75,62.25,38.5,,10.708,,6.917
2012-12-05,23.583,60.042,36.458,,10.083,,4.625
2012-12-06,24.826,63.609,38.783,,12.043,,4.696
2012-12-07,23.958,80.917,56.958,,13.417,,11.292
2012-12-08,15.917,33.667,17.75,,12.417,,6.917
2012-12-09,15.542,26.792,11.25,,9.75,,5.25
2012-12-10,20.375,48.542,28.167,,9.208,,4.958
2012-12-11,24.957,65.783,40.826,,12.0,,8.333
2012-12-12,24.625,93.75,69.125,,11.167,,6.417
2012-12-13,28.0,105.083,77.083,,14.042,,9.182
2012-12-14,30.833,91.083,60.25,,15.917,,13.0
2012-12-15,24.583,50.083,25.5,,12.708,,7.542
2012-12-16,18.208,41.542,23.333,,10.708,,7.833
2012-12-17,26.833,71.542,44.708,,16.708,,11.458
2012-12-18,26.583,71.0,44.417,,15.958,,10.625
2012-12-19,22.87,58.609,35.739,,6.958,,2.5
2012-12-20,29.375,92.417,63.042,,12.917,,10.333
2012-12-21,27.261,100.435,73.174,,16.333,,12.917
2012-12-22,20.208,37.417,17.208,,11.125,,5.458
2012-12-23,12.375,21.542,9.167,,11.75,,9.25
2012-12-24,19.5,48.667,29.167,,12.958,,9.792
2012-12-25,25.208,72.125,46.917,,18.458,,14.833
2012-12-26,18.333,46.125,27.792,,9.25,,4.583
2012-12-27,25.391,70.609,45.217,,9.083,,5.375
2012-12-28,29.458,73.833,44.375,,17.875,,13.042
2012-12-29,19.625,38.875,19.25,,12.0,,7.042
2012-12-30,14.292,25.5,11.208,,10.125,,5.0
2012-12-31,8.708,12.75,4.042,,7.625,,3.875
2013-01-01,11.208,18.375,7.167,,22.708,,19.458
2013-01-02,11.458,20.375,8.917,,13.75,,11.708
2013-01-03,13.458,22.875,9.417,,14.958,,9.375
2013-01-04,11.043,23.304,12.261,,10.042,,6.583
2013-01-05,17.875,35.167,17.292,,11.875,,7.0
2013-01-06,20.292,61.083,40.792,,9.292,,4.333
2013-01-07,34.522,106.043,71.522,,14.87,,11.087
2013-01-08,29.125,76.208,47.083,,17.083,,12.792
2013-01-09,17.417,37.458,20.042,,9.542,,4.042
2013-01-10,22.0,50.917,28.917,,8.542,,4.083
2013-01-11,20.333,41.75,21.417,,13.042,,10.75
2013-01-12,14.913,25.087,10.174,,17.042,,14.542
2013-01-13,15.875,30.5,14.625,,10.773,,7.636
2013-01-14,27.417,67.458,40.042,,10.875,,7.333
2013-01-15,27.417,72.708,45.292,,13.833,,11.208
2013-01-16,27.292,102.5,75.208,,13.583,,10.818
2013-01-17,24.667,69.583,44.917,,10.5,,9.292
2013-01-18,24.75,61.833,37.083,,17.625,,16.833
2013-01-19,10.083,20.917,10.833,,7.125,,2.125
2013-01-20,21.478,41.913,20.435,,13.958,,7.833
2013-01-21,27.375,64.75,37.375,,22.75,,20.708
2013-01-22,24.75,62.292,37.542,,15.292,,15.542
2013-01-23,30.913,93.739,62.826,,14.458,,10.348
2013-01-24,30.375,86.875,56.5,,15.583,,13.667
2013-01-25,28.542,59.375,30.833,,19.708,,18.042
2013-01-26,11.875,21.375,9.5,,16.667,,11.25
2013-01-27,23.375,54.542,31.167,,10.958,,7.083
2013-01-28,27.609,64.609,37.0,,16.625,,14.5
2013-01-29,30.042,92.625,62.583,,18.333,,17.292
2013-01-30,36.917,107.583,70.667,,21.583,,16.667
2013-01-31,26.417,74.958,48.542,,17.917,,13.875
2013-02-01,26.708,65.458,38.75,,18.5,,17.375
2013-02-02,20.208,41.042,20.833,,22.917,,18.667
2013-02-03,23.167,53.792,30.625,,24.083,,20.5
2013-02-04,21.125,50.0,28.875,,11.542,,5.792
2013-02-05,25.0,64.917,39.917,,9.3,,4.5
2013-02-06,25.435,60.087,34.652,,7.87,,5.565
2013-02-07,28.25,77.25,49.0,,13.833,,9.5
2013-02-08,25.667,58.5,32.833,,14.833,,12.042
2013-02-09,13.208,24.125,10.917,,10.0,,4.375
2013-02-10,21.208,45.958,24.75,,11.333,,8.375
2013-02-11,21.0,40.375,19.375,,7.833,,4.417
2013-02-12,27.042,69.708,42.667,,11.208,,10.045
2013-02-13,26.217,81.783,55.565,,10.25,,7.0
2013-02-14,32.292,85.125,52.833,,12.417,,8.833
2013-02-15,21.042,44.417,23.375,,8.833,,4.458
2013-02-16,11.333,18.958,7.625,,14.75,,11.958
2013-02-17,21.792,44.375,22.583,,28.292,,28.0
2013-02-18,13.5,26.208,12.708,,13.083,,10.667
2013-02-19,22.958,49.958,27.0,,12.167,,9.458
2013-02-20,34.304,91.174,56.87,,20.417,,18.696
2013-02-21,25.348,71.957,46.609,,17.125,,15.333
2013-02-22,18.333,34.958,16.625,,8.417,,6.625
2013-02-23,19.958,31.333,11.375,,10.167,,8.292
2013-02-24,32.208,74.0,41.792,,16.583,,12.792
2013-02-25,32.0,67.0,35.0,,39.417,,37.333
2013-02-26,32.917,61.917,29.0,,40.542,,36.708
2013-02-27,28.167,45.792,17.625,,29.708,,20.0
2013-02-28,28.208,56.792,28.583,,18.542,,14.75
2013-03-01,18.478,28.739,10.261,,24.667,,21.583
2013-03-02,13.667,21.0,7.333,,13.333,,10.208
2013-03-03,22.333,54.0,31.667,,9.917,,7.167
2013-03-04,31.042,62.667,31.625,,17.958,,13.333
2013-03-05,25.792,46.167,20.375,,14.375,,8.625
2013-03-06,13.917,28.75,14.833,,11.708,,9.458
2013-03-07,26.087,54.174,28.087,,13.304,,10.478
2013-03-08,18.25,40.417,22.167,,14.917,,10.5
2013-03-09,16.696,27.304,10.609,,14.375,,14.167
2013-03-10,18.458,39.792,21.333,,10.792,,7.167
2013-03-11,29.083,77.833,48.75,,11.0,,7.792
2013-03-12,33.667,74.5,40.833,,26.417,,24.5
2013-03-13,23.583,39.208,15.625,,23.391,,16.125
2013-03-14,16.375,29.083,12.708,,7.208,,2.833
2013-03-15,19.5,33.0,13.5,,13.083,,10.833
2013-03-16,21.5,31.25,9.75,,32.667,,28.5
2013-03-17,32.435,58.0,25.565,,42.917,,39.333
2013-03-18,45.0,105.333,60.333,,52.125,,44.458
2013-03-19,27.708,50.0,22.292,,28.625,,24.625
2013-03-20,30.917,52.208,21.292,,17.875,,12.5
2013-03-21,18.167,35.333,17.167,,6.583,,4.375
2013-03-22,16.792,33.5,16.708,,8.458,,7.625
2013-03-23,20.875,39.375,18.5,,15.875,,13.0
2013-03-24,34.542,70.167,35.625,,28.292,,25.875
2013-03-25,32.727,55.909,23.182,,28.958,,27.435
2013-03-26,27.458,46.958,19.5,,25.042,,18.458
2013-03-27,22.917,54.708,31.792,,20.083,,12.292
2013-03-28,28.458,62.625,34.167,,23.458,,21.042
2013-03-29,17.667,26.167,8.5,,23.417,,20.292
2013-03-30,8.25,11.375,3.125,,11.75,,3.667
2013-03-31,16.333,29.667,13.333,,11.875,,9.458
2013-04-01,25.917,48.458,22.542,,19.458,,14.75
2013-04-02,27.083,44.75,17.667,,23.0,,16.125
2013-04-03,23.708,41.625,17.917,,9.417,,4.667
2013-04-04,27.958,57.458,29.5,,18.917,,14.167
2013-04-05,25.042,50.5,25.458,,24.208,,18.958
2013-04-06,16.125,26.958,10.833,,14.667,,10.458
2013-04-07,12.957,20.739,7.783,,7.833,,4.292
2013-04-08,22.348,41.522,19.174,,8.783,,5.13
2013-04-09,24.75,47.458,22.708,,18.208,,12.125
2013-04-10,28.792,52.042,23.25,,17.0,,10.333
2013-04-11,23.833,44.042,20.208,,16.125,,10.25
2013-04-12,25.0,53.125,28.125,,17.292,,12.833
2013-04-13,22.5,41.833,19.333,,15.542,,10.917
2013-04-14,9.667,13.125,3.458,,23.292,,17.417
2013-04-15,24.087,42.087,18.0,,23.5,,18.286
2013-04-16,35.083,61.042,25.958,,23.292,,17.5
2013-04-17,31.875,59.0,27.125,,31.708,,25.75
2013-04-18,23.833,48.208,24.375,,21.25,,14.958
2013-04-19,15.083,26.833,11.75,,14.542,,10.083
2013-04-20,27.25,46.75,19.5,,21.792,,16.458
2013-04-21,7.542,12.5,4.958,,9.5,,2.167
2013-04-22,25.739,49.696,23.957,,13.75,,10.375
2013-04-23,25.739,46.043,20.304,,17.792,,13.167
2013-04-24,25.375,41.208,15.833,,17.792,,8.917
2013-04-25,26.917,46.125,19.208,,17.917,,13.167
2013-04-26,25.25,50.833,25.583,,20.292,,14.417
2013-04-27,18.917,32.042,13.125,,14.583,,8.583
2013-04-28,14.083,22.583,8.5,,15.708,,11.167
2013-04-29,12.417,17.708,5.292,,19.333,,14.333
2013-04-30,28.792,49.25,20.458,,29.5,,22.792
2013-05-01,15.13,37.174,22.043,,10.125,,4.25
2013-05-02,15.25,32.333,17.083,,6.792,,-0.75
2013-05-03,14.792,25.0,10.208,,8.625,,2.167
2013-05-04,11.083,16.208,5.125,,12.75,,7.208
2013-05-05,12.125,16.125,4.0,,21.333,,16.583
2013-05-06,13.208,18.542,5.333,,26.167,,21.083
2013-05-07,12.125,24.208,12.083,,9.542,,3.417
2013-05-08,27.909,55.318,27.409,,11.091,,6.174
2013-05-09,33.783,63.087,29.304,,17.667,,14.917
2013-05-10,32.333,53.25,20.917,,33.0,,24.208
2013-05-11,18.375,28.792,10.417,,19.875,,7.708
2013-05-12,12.792,20.5,7.708,,16.174,,10.957
2013-05-13,20.167,37.292,17.125,,19.208,,17.167
2013-05-14,23.083,44.667,21.583,,33.167,,30.417
2013-05-15,17.957,26.783,8.826,,31.542,,25.125
2013-05-16,18.458,34.792,16.333,,27.667,,25.208
2013-05-17,23.391,38.696,15.304,,21.75,,17.833
2013-05-18,16.0,20.792,4.792,,23.833,,18.042
2013-05-19,7.875,10.5,2.625,,15.208,,10.292
2013-05-20,18.542,33.833,15.292,,17.458,,11.048
2013-05-21,24.0,55.042,31.042,,27.833,,26.167
2013-05-22,27.261,47.043,19.783,,37.75,,36.333
2013-05-23,29.167,52.333,23.167,,30.833,,28.917
2013-05-24,25.333,42.625,17.292,,24.25,,21.833
2013-05-25,17.478,27.348,9.87,,28.583,,23.833
2013-05-26,10.333,14.542,4.208,,24.125,,20.625
2013-05-27,14.375,21.292,6.917,,22.917,,18.75
2013-05-28,14.708,27.25,12.542,,17.917,,15.375
2013-05-29,16.167,32.125,15.958,,15.292,,11.083
2013-05-30,17.417,37.0,19.583,,21.9,,11.333
2013-05-31,15.625,26.917,11.292,,20.083,,16.667
2013-06-01,20.083,28.083,8.0,,29.042,,22.75
2013-06-02,10.174,12.826,2.652,,29.125,,24.833
2013-06-03,16.5,24.458,7.958,,26.167,,18.625
2013-06-04,23.167,44.0,20.833,,25.417,,20.625
2013-06-05,25.167,50.625,25.458,,21.875,,17.625
2013-06-06,26.591,41.545,14.955,,26.0,,22.609
2013-06-07,19.875,38.792,18.917,,28.125,,23.542
2013-06-08,14.458,25.333,10.875,,25.542,,20.333
2013-06-09,15.25,21.208,5.958,,26.083,,23.792
2013-06-10,20.261,28.957,8.696,,27.208,,22.917
2013-06-11,20.292,30.875,10.583,,29.333,,20.0
2013-06-12,15.25,41.208,25.958,,28.0,,14.542
2013-06-13,18.333,42.542,24.208,,24.542,,16.75
2013-06-14,20.583,33.417,12.833,,36.792,,20.0
2013-06-15,15.25,24.333,9.083,,30.458,,17.5
2013-06-16,7.667,12.5,4.833,,16.917,,10.667
2013-06-17,18.458,33.625,15.167,,22.458,,16.75
2013-06-18,18.478,34.609,16.13,,35.0,,26.792
2013-06-19,20.667,43.833,23.167,,31.292,,18.583
2013-06-20,26.542,40.167,13.625,,20.875,,9.5
2013-06-21,25.75,44.25,18.5,,21.167,,11.5
2013-06-22,15.25,28.208,12.958,,15.833,,9.667
2013-06-23,9.625,17.5,7.875,,22.792,,17.5
2013-06-24,18.304,30.348,12.043,,29.522,,22.458
2013-06-25,19.667,35.875,16.208,,25.458,,20.875
2013-06-26,21.304,41.957,20.652,,20.417,,14.542
2013-06-27,13.458,20.542,7.083,,15.458,,8.458
2013-06-28,23.458,34.875,11.417,,17.292,,11.583
2013-06-29,16.261,30.435,14.174,,25.304,,18.913
2013-06-30,11.958,20.333,8.375,,20.458,,13.417
2013-07-01,15.417,30.417,15.0,,19.0,,12.292
2013-07-02,20.083,33.083,13.0,,20.375,,12.542
2013-07-03,13.375,25.167,11.792,,14.0,,9.292
2013-07-04,20.783,56.174,35.391,,20.25,,13.0
2013-07-05,11.083,28.917,17.833,,26.333,,14.792
2013-07-06,5.917,11.667,5.75,,22.25,,12.167
2013-07-07,10.875,21.167,10.292,,27.0,,14.111
2013-07-08,12.722,38.389,25.667,,26.353,,15.2
2013-07-09,16.957,38.391,21.435,,36.143,,24.391
2013-07-10,20.458,42.375,21.917,,39.542,,28.417
2013-07-11,21.125,38.542,17.417,,35.333,,23.25
2013-07-12,20.565,38.957,18.391,,45.0,,31.375
2013-07-13,14.125,22.292,8.167,,40.75,,26.042
2013-07-14,4.625,9.875,5.25,,17.083,,7.167
2013-07-15,11.417,22.917,11.5,,18.708,,8.542
2013-07-16,17.292,33.0,15.708,,23.542,,14.333
2013-07-17,17.375,28.583,11.208,,30.833,,17.583
2013-07-18,19.25,35.917,16.667,,25.708,,13.952
2013-07-19,19.917,41.958,22.042,,21.417,,12.0
2013-07-20,16.13,31.217,15.087,,32.667,,21.125
2013-07-21,10.833,15.083,4.25,,34.625,,20.375
2013-07-22,16.458,30.542,14.083,,38.417,,22.458
2013-07-23,13.957,39.217,25.261,,25.652,,13.583
2013-07-24,20.125,51.125,31.0,,28.292,,15.125
2013-07-25,19.042,37.708,18.667,,43.208,,22.208
2013-07-26,18.125,40.583,22.458,,48.583,,25.542
2013-07-27,16.0,28.292,12.292,,47.25,,30.458
2013-07-28,9.435,14.565,5.13,,41.708,,29.708
2013-07-29,21.458,38.375,16.917,,35.583,,17.875
2013-07-30,24.125,47.583,23.458,,44.375,,24.833
2013-07-31,19.292,49.667,30.375,,51.458,,31.417
2013-08-01,17.625,35.083,17.458,,38.625,,20.292
2013-08-02,15.583,37.875,22.292,,31.833,,15.5
2013-08-03,12.125,30.042,17.917,,21.708,,8.375
2013-08-04,6.875,11.75,4.875,,29.917,,16.792
2013-08-05,12.545,20.545,8.0,,35.217,,17.261
2013-08-06,17.333,43.333,26.0,,27.292,,15.625
2013-08-07,19.375,52.625,33.25,,38.875,,24.333
2013-08-08,17.625,35.75,18.125,,48.042,,28.333
2013-08-09,21.292,33.25,11.958,,53.25,,35.417
2013-08-10,18.208,24.708,6.5,,72.375,,46.042
2013-08-11,13.208,21.125,7.917,,65.375,,39.625
2013-08-12,17.958,32.0,14.042,,46.667,,29.708
2013-08-13,17.304,28.957,11.652,,46.708,,30.458
2013-08-14,11.083,14.875,3.792,,54.75,,36.542
2013-08-15,7.417,11.042,3.625,,58.917,,33.167
2013-08-16,8.208,14.458,6.25,,54.833,,31.875
2013-08-17,7.708,14.042,6.333,,38.417,,21.125
2013-08-18,6.5,11.417,4.917,,31.917,,16.875
2013-08-19,9.667,19.458,9.792,,31.917,,17.955
2013-08-20,10.958,24.667,13.708,,27.083,,16.375
2013-08-21,14.826,28.391,13.565,,32.208,,18.792
2013-08-22,17.538,30.231,12.692,,38.565,,25.25
2013-08-23,20.167,31.542,11.375,,38.167,,21.958
2013-08-24,15.292,31.458,16.167,,24.708,,13.125
2013-08-25,8.417,18.042,9.625,,21.333,,8.958
2013-08-26,15.167,34.458,19.292,,26.042,,14.875
2013-08-27,17.208,32.167,14.958,,20.0,,11.792
2013-08-28,19.417,41.5,22.083,,21.25,,11.833
2013-08-29,14.708,30.667,15.958,,31.833,,21.75
