date,HUM_max,HUM_mean,HUM_min,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,94.0,79.083,61.0,9.583,6.4,-0.183,-5.1
2011-01-02,95.0,77.833,60.0,7.375,4.6,-0.183,-4.6
2011-01-03,72.0,59.958,51.0,1.833,2.5,0.662,-1.6
2011-01-04,81.0,65.5,49.0,4.783,3.9,-0.575,-4.5
2011-01-05,82.0,64.708,51.0,2.542,0.9,-0.792,-2.4
2011-01-06,70.0,64.167,50.0,4.208,3.6,0.983,-1.0
2011-01-07,69.0,58.708,49.0,3.083,1.8,-0.167,-1.5
2011-01-08,79.0,61.542,49.0,3.5,2.3,-0.212,-2.1
2011-01-09,94.0,75.625,50.0,8.542,4.1,-0.754,-5.7
2011-01-10,93.0,67.125,50.0,8.043,4.2,0.633,-2.4
2011-01-11,92.0,74.583,54.0,6.333,1.6,-2.058,-4.1
2011-01-12,75.0,61.375,50.0,2.042,-0.7,-3.183,-6.1
2011-01-13,84.0,68.375,45.0,5.125,6.3,-0.925,-7.4
2011-01-14,75.0,61.25,44.0,6.167,0.8,-1.521,-3.1
2011-01-15,72.0,62.0,49.0,7.917,2.1,-1.038,-3.5
2011-01-16,68.0,56.708,46.0,7.042,1.6,-0.533,-2.1
2011-01-17,69.0,60.833,52.0,5.167,2.5,-0.592,-4.3
2011-01-18,80.0,57.375,29.0,11.792,7.3,-0.042,-6.9
2011-01-19,88.0,68.167,45.0,15.125,6.9,1.075,-4.6
2011-01-20,96.0,92.083,77.0,10.333,0.6,-0.462,-1.0
2011-01-21,98.0,96.208,93.0,5.792,0.3,-0.608,-1.6
2011-01-22,98.0,95.5,92.0,2.875,2.3,0.533,-1.0
2011-01-23,95.0,77.083,62.0,6.75,3.4,-0.05,-3.3
2011-01-24,72.0,58.542,46.0,4.958,-0.5,-2.662,-5.7
2011-01-25,87.0,70.708,46.0,10.083,2.1,-4.054,-10.0
2011-01-26,90.0,70.0,50.0,7.542,-2.2,-5.129,-9.6
2011-01-27,82.0,72.583,57.0,10.042,-0.4,-4.879,-9.6
2011-01-28,91.0,67.458,51.0,7.458,-1.8,-3.838,-5.6
2011-01-29,70.0,53.667,43.0,2.875,-1.3,-3.288,-4.8
2011-01-30,75.0,58.583,43.0,6.708,-0.7,-3.633,-7.5
2011-01-31,89.0,73.083,44.0,7.875,2.0,-4.521,-10.1
2011-02-01,86.0,67.083,44.0,6.458,3.8,-3.4,-9.9
2011-02-02,85.0,60.429,35.0,3.391,-0.7,-3.681,-6.0
2011-02-03,80.0,68.0,45.0,7.625,-0.4,-4.825,-9.3
2011-02-04,88.0,64.625,41.0,9.917,4.1,-2.688,-11.1
2011-02-05,84.0,64.75,48.0,10.0,2.6,-0.408,-4.3
2011-02-06,94.0,79.458,53.0,19.583,6.7,0.05,-7.2
2011-02-07,94.0,77.958,55.0,7.958,7.1,4.262,1.2
2011-02-08,72.0,59.458,48.0,3.292,2.3,-1.238,-4.0
2011-02-09,89.0,72.25,57.0,4.208,-1.4,-3.304,-5.0
2011-02-10,79.0,65.625,45.0,6.167,1.9,-1.767,-4.5
2011-02-11,76.0,61.583,47.0,4.667,-0.9,-2.762,-6.3
2011-02-12,79.0,60.833,46.0,6.5,-0.4,-3.142,-7.0
2011-02-13,68.0,53.625,37.0,4.889,5.7,1.196,-3.5
2011-02-14,91.0,74.042,63.0,20.857,4.7,1.733,-0.4
2011-02-15,91.0,66.542,50.0,16.167,7.4,1.421,-2.0
2011-02-16,67.0,49.167,38.0,6.25,1.4,-1.462,-3.4
2011-02-17,86.0,62.208,33.0,7.625,2.3,-2.167,-4.5
2011-02-18,63.0,50.708,35.0,4.375,-2.0,-3.721,-7.3
2011-02-19,73.0,58.917,40.0,6.625,1.2,-3.725,-9.0
2011-02-20,81.0,64.875,43.0,10.958,4.2,-1.721,-8.5
2011-02-21,82.0,60.375,39.0,13.458,6.8,1.288,-4.6
2011-02-22,65.0,46.167,19.0,25.125,8.7,2.608,-1.3
2011-02-23,92.0,79.792,59.0,17.292,9.7,3.8,0.3
2011-02-24,73.0,60.292,54.0,25.25,6.1,3.421,0.7
2011-02-25,92.0,85.958,76.0,9.833,0.8,-0.25,-1.5
2011-02-26,89.0,68.417,54.0,6.75,1.9,-0.679,-2.6
2011-02-27,79.0,62.125,51.0,5.75,-1.1,-3.012,-4.6
2011-02-28,70.0,55.083,42.0,6.208,1.8,-1.592,-4.9
2011-03-01,92.0,81.917,57.0,20.917,8.4,1.846,-1.8
2011-03-02,94.0,90.375,81.0,14.625,1.8,-0.638,-2.4
2011-03-03,92.0,71.042,50.0,9.708,3.8,0.608,-1.3
2011-03-04,91.0,60.875,45.0,13.0,6.0,0.429,-3.0
2011-03-05,94.0,91.333,87.0,7.696,2.7,0.571,-1.3
2011-03-06,94.0,82.792,59.0,8.042,12.6,5.883,1.9
2011-03-07,89.0,64.875,53.0,16.208,8.9,6.029,4.1
2011-03-08,77.0,66.25,53.0,14.833,9.0,5.321,2.6
2011-03-09,93.0,85.708,76.0,13.458,3.4,2.071,0.0
2011-03-10,94.0,88.958,79.0,3.708,1.8,0.362,-0.6
2011-03-11,91.0,76.0,55.0,11.2,6.3,1.829,-1.3
2011-03-12,92.0,70.25,47.0,7.042,1.7,-0.083,-1.9
2011-03-13,70.0,55.542,39.0,3.292,5.1,0.967,-1.9
2011-03-14,79.0,58.25,35.0,7.792,6.5,1.433,-2.7
2011-03-15,82.0,61.0,41.0,13.167,4.6,1.262,-1.8
2011-03-16,70.0,47.042,25.0,15.5,9.7,3.304,-0.5
2011-03-17,94.0,84.833,71.0,19.75,7.2,5.025,0.3
2011-03-18,96.0,83.417,69.0,4.375,11.0,7.575,4.2
2011-03-19,71.0,50.25,37.0,3.625,5.3,1.7,-0.3
2011-03-20,71.0,45.125,27.0,3.083,8.6,3.121,-0.4
2011-03-21,70.0,49.875,36.0,6.667,4.1,1.633,-1.3
2011-03-22,75.0,53.292,19.0,18.583,12.9,4.992,-4.5
2011-03-23,94.0,71.208,48.0,35.458,9.9,5.521,0.6
2011-03-24,90.0,70.75,47.0,1.542,9.0,3.95,0.6
2011-03-25,82.0,56.042,25.0,5.292,8.3,3.062,-1.2
2011-03-26,77.0,53.958,34.0,6.542,4.1,1.508,-2.0
2011-03-27,87.0,52.042,22.0,9.375,10.7,4.2,-1.3
2011-03-28,77.0,62.042,39.0,19.417,12.2,4.283,-1.8
2011-03-29,64.0,43.167,18.0,14.917,15.2,7.7,2.1
2011-03-30,75.0,52.75,25.0,23.083,17.6,11.029,4.1
2011-03-31,87.0,69.083,54.0,12.958,15.3,8.433,0.3
2011-04-01,93.0,59.75,24.0,13.708,14.1,6.558,-2.1
2011-04-02,93.0,63.417,45.0,19.792,11.5,5.954,1.7
2011-04-03,60.0,45.333,34.0,7.042,7.2,3.438,0.5
2011-04-04,65.0,44.917,30.0,5.25,6.8,3.067,-0.3
2011-04-05,69.0,48.0,32.0,9.75,12.9,6.096,-2.4
2011-04-06,81.0,44.5,13.0,12.792,18.3,8.683,-1.8
2011-04-07,80.0,52.583,20.0,26.0,18.9,10.429,1.4
2011-04-08,88.0,64.417,38.0,15.708,18.6,12.625,6.6
2011-04-09,97.0,87.042,69.0,8.542,10.3,8.233,6.9
2011-04-10,81.0,60.25,24.0,15.792,15.4,10.2,5.2
2011-04-11,92.0,70.625,40.0,20.625,14.1,7.633,3.5
2011-04-12,68.0,44.75,28.0,12.917,8.9,5.058,0.0
2011-04-13,83.0,46.0,18.0,17.583,17.7,9.333,-0.9
2011-04-14,83.0,45.292,19.0,39.263,21.6,12.046,0.3
2011-04-15,80.0,51.375,24.0,34.167,22.9,14.475,3.7
2011-04-16,89.0,64.292,48.0,22.333,20.1,11.004,5.3
2011-04-17,64.0,45.333,28.0,9.5,14.3,8.529,4.1
2011-04-18,82.0,70.167,55.0,15.583,13.8,8.021,2.1
2011-04-19,96.0,89.458,79.0,5.583,8.4,4.112,1.7
2011-04-20,90.0,75.083,61.0,0.708,8.3,4.521,1.4
2011-04-21,92.0,72.875,49.0,12.087,13.7,7.608,0.9
2011-04-22,98.0,86.458,56.0,19.375,16.6,9.879,6.6
2011-04-23,98.0,94.333,89.0,10.083,15.0,12.167,6.8
2011-04-24,98.0,64.167,30.0,9.208,16.2,9.867,5.6
2011-04-25,95.0,65.792,40.0,10.25,13.9,7.804,1.7
2011-04-26,92.0,59.708,31.0,14.417,17.0,10.204,1.8
2011-04-27,91.0,68.792,45.0,32.542,23.6,16.579,8.9
2011-04-28,97.0,71.25,52.0,5.958,17.5,12.375,6.1
2011-04-29,70.0,53.417,37.0,8.125,14.1,10.112,5.7
2011-04-30,91.0,70.208,54.0,18.0,16.4,11.362,2.5
2011-05-01,90.0,68.333,48.0,26.042,19.4,15.442,10.8
2011-05-02,67.0,50.708,42.0,45.042,15.9,13.35,9.3
2011-05-03,97.0,69.292,39.0,27.75,19.4,12.275,7.7
2011-05-04,98.0,62.792,27.0,18.292,19.7,13.592,9.3
2011-05-05,83.0,68.833,49.0,11.167,14.4,10.338,7.2
2011-05-06,91.0,73.958,50.0,14.458,17.4,12.154,5.7
2011-05-07,96.0,88.208,74.0,16.5,15.9,14.183,12.5
2011-05-08,99.0,51.875,30.0,18.25,22.8,17.2,11.3
2011-05-09,79.0,54.292,26.0,11.292,22.5,16.35,10.5
2011-05-10,94.0,75.0,53.0,19.708,20.4,16.475,13.1
2011-05-11,99.0,91.0,76.0,11.375,14.4,12.833,11.6
2011-05-12,100.0,92.333,72.0,3.792,18.7,14.338,11.4
2011-05-13,100.0,62.917,31.0,42.0,19.8,15.896,12.2
2011-05-14,70.0,44.208,29.0,30.542,21.2,15.888,8.4
2011-05-15,68.0,41.083,23.0,16.042,24.6,17.758,10.2
2011-05-16,81.0,55.792,35.0,22.292,22.5,16.342,8.4
2011-05-17,91.0,60.125,39.0,27.25,20.9,16.375,10.7
2011-05-18,98.0,60.042,29.0,18.083,21.9,15.058,6.4
2011-05-19,93.0,57.625,29.0,25.583,26.3,18.758,8.9
2011-05-20,85.0,53.292,29.0,28.333,28.1,20.854,11.9
2011-05-21,92.0,65.083,43.0,31.417,28.8,21.783,13.5
2011-05-22,95.0,85.833,67.0,18.208,23.1,15.883,11.4
2011-05-23,94.0,70.667,46.0,7.792,17.1,13.375,10.1
2011-05-24,97.0,75.875,43.0,8.333,19.1,13.517,10.4
2011-05-25,95.0,61.625,33.0,11.565,23.8,16.442,9.3
2011-05-26,92.0,78.292,61.0,17.75,19.2,14.771,10.5
2011-05-27,94.0,79.125,57.0,12.292,19.3,16.354,14.4
2011-05-28,100.0,92.667,78.0,7.625,20.0,16.933,14.3
2011-05-29,100.0,98.667,95.0,4.167,17.8,16.146,13.7
2011-05-30,99.0,91.125,83.0,0.75,14.1,12.617,10.4
2011-05-31,87.0,72.292,55.0,10.917,14.4,10.379,7.8
2011-06-01,92.0,78.0,62.0,23.792,14.1,10.438,7.0
2011-06-02,98.0,91.792,85.0,14.042,15.7,13.358,9.6
2011-06-03,100.0,73.25,47.0,16.917,24.9,19.167,13.8
2011-06-04,98.0,68.792,41.0,25.417,26.8,20.267,13.0
2011-06-05,100.0,84.333,54.0,41.083,24.3,18.521,14.9
2011-06-06,100.0,69.792,41.0,25.875,25.4,19.854,14.7
2011-06-07,97.0,71.042,31.0,29.5,26.8,19.621,13.8
2011-06-08,93.0,73.625,50.0,17.083,23.8,18.5,14.1
2011-06-09,95.0,73.833,51.0,17.0,25.1,19.688,13.2
2011-06-10,96.0,79.542,63.0,33.667,25.5,20.871,16.8
2011-06-11,99.0,85.5,62.0,27.083,23.4,20.125,17.0
2011-06-12,100.0,73.583,53.0,18.042,25.5,20.654,14.5
2011-06-13,99.0,75.333,52.0,15.958,24.3,20.096,16.5
2011-06-14,100.0,76.167,51.0,12.708,22.2,18.454,15.3
2011-06-15,90.0,66.792,47.0,8.167,23.4,18.338,13.4
2011-06-16,98.0,80.583,61.0,13.125,23.0,18.079,12.8
2011-06-17,99.0,90.0,77.0,7.125,19.2,17.571,16.4
2011-06-18,100.0,93.917,79.0,8.75,19.4,17.371,15.6
2011-06-19,100.0,78.667,47.0,15.708,26.6,20.092,15.0
2011-06-20,97.0,75.75,44.0,30.292,28.9,23.358,18.6
2011-06-21,98.0,85.875,58.0,25.875,27.8,22.696,19.5
2011-06-22,100.0,74.792,45.0,14.0,30.9,24.638,18.2
2011-06-23,100.0,85.0,61.0,24.333,28.5,24.204,21.2
2011-06-24,93.0,76.417,55.0,19.708,31.9,26.012,22.1
2011-06-25,100.0,94.792,83.0,3.292,22.3,19.546,16.8
2011-06-26,100.0,98.208,89.0,3.75,20.2,18.079,16.7
2011-06-27,100.0,94.667,80.0,15.565,23.4,20.2,17.1
2011-06-28,100.0,92.083,74.0,28.333,28.2,24.033,20.3
2011-06-29,100.0,81.458,67.0,19.708,28.8,25.542,22.5
2011-06-30,100.0,83.042,55.0,19.958,30.8,24.962,21.0
2011-07-01,100.0,79.0,59.0,15.208,29.4,25.342,21.2
2011-07-02,100.0,80.458,57.0,17.167,30.3,25.117,21.5
2011-07-03,95.0,80.125,63.0,12.042,29.1,25.171,22.2
2011-07-04,99.0,85.5,60.0,25.083,31.4,25.329,22.1
2011-07-05,99.0,81.75,59.0,7.5,27.5,23.454,20.7
2011-07-06,97.0,70.375,46.0,15.417,30.3,23.883,18.0
2011-07-07,94.0,78.75,58.0,20.917,28.8,24.221,19.3
2011-07-08,100.0,88.667,72.0,19.375,28.4,25.454,23.0
2011-07-09,100.0,81.417,48.0,19.417,33.6,27.071,23.2
2011-07-10,100.0,75.083,49.0,12.833,33.6,27.375,22.2
2011-07-11,97.0,72.958,48.0,14.167,33.6,27.521,21.8
2011-07-12,96.0,73.875,54.0,22.292,33.0,27.75,23.3
2011-07-13,96.0,75.792,41.0,18.375,34.4,26.654,22.4
2011-07-14,100.0,78.75,50.0,18.5,33.8,26.742,21.9
2011-07-15,100.0,76.042,50.0,19.458,34.5,27.525,22.2
2011-07-16,98.0,72.708,51.0,25.417,34.7,28.408,22.5
2011-07-17,96.0,69.917,51.0,24.875,34.6,28.562,22.2
2011-07-18,96.0,74.375,59.0,17.667,32.3,27.925,23.1
2011-07-19,100.0,96.917,84.0,7.583,25.5,23.562,22.2
2011-07-20,100.0,93.125,73.0,5.833,26.3,21.217,15.7
2011-07-21,97.0,86.25,65.0,9.0,18.5,15.396,13.7
2011-07-22,95.0,79.708,69.0,9.708,19.3,16.85,14.4
2011-07-23,98.0,87.0,74.0,6.458,21.6,18.058,13.2
2011-07-24,99.0,81.917,58.0,8.5,28.5,22.779,18.4
2011-07-25,100.0,81.667,54.0,18.958,30.1,24.454,20.6
2011-07-26,100.0,84.958,55.0,14.273,30.5,23.883,19.7
2011-07-27,100.0,88.792,51.0,12.667,30.6,23.462,20.7
2011-07-28,100.0,95.042,70.0,6.875,27.1,22.354,20.3
2011-07-29,100.0,96.792,81.0,4.125,24.5,21.979,21.0
2011-07-30,100.0,93.0,70.0,5.167,26.3,22.142,18.6
2011-07-31,100.0,97.833,92.0,10.792,20.7,19.562,18.5
2011-08-01,100.0,95.833,78.0,8.917,23.1,19.354,17.4
2011-08-02,100.0,87.125,72.0,15.5,24.5,21.7,18.9
2011-08-03,99.0,88.167,76.0,16.25,26.3,22.446,20.0
2011-08-04,100.0,85.083,57.0,9.042,30.4,24.029,19.9
2011-08-05,100.0,86.5,65.0,8.875,28.7,24.5,19.8
2011-08-06,100.0,83.625,52.0,12.667,32.9,26.5,23.0
2011-08-07,100.0,84.458,46.0,12.417,32.9,26.05,22.1
2011-08-08,100.0,83.667,58.0,15.042,32.9,25.754,22.7
2011-08-09,100.0,79.833,55.0,12.0,33.3,26.983,21.8
2011-08-10,99.0,80.083,47.0,21.125,34.9,27.888,23.6
2011-08-11,95.0,71.417,56.0,18.0,31.2,27.654,23.6
2011-08-12,94.0,72.917,49.0,27.083,30.8,26.6,22.7
2011-08-13,94.0,74.958,51.0,27.583,32.4,26.867,21.9
2011-08-14,99.0,80.292,55.0,35.913,32.9,27.462,22.7
2011-08-15,100.0,83.083,52.0,16.625,32.1,26.042,22.0
2011-08-16,99.0,81.542,57.0,17.667,31.2,26.204,22.7
2011-08-17,100.0,79.125,53.0,27.792,32.4,27.396,22.5
2011-08-18,100.0,86.5,63.0,27.083,31.8,26.954,24.1
2011-08-19,100.0,93.25,77.0,6.417,24.2,21.671,19.8
2011-08-20,99.0,88.917,73.0,9.417,23.4,21.054,19.1
2011-08-21,100.0,97.958,89.0,2.458,19.1,17.492,16.9
2011-08-22,100.0,97.625,91.0,1.913,20.5,18.271,16.5
2011-08-23,100.0,93.292,85.0,24.292,25.0,21.971,18.7
2011-08-24,100.0,86.708,62.0,19.708,29.3,24.804,22.0
2011-08-25,100.0,88.875,75.0,4.542,27.1,24.45,22.4
2011-08-26,100.0,94.25,76.0,6.792,26.4,22.746,20.1
2011-08-27,100.0,91.833,75.0,6.792,24.5,21.354,19.9
2011-08-28,100.0,76.417,50.0,8.25,29.5,22.954,18.3
2011-08-29,98.0,77.833,54.0,7.625,27.9,22.404,17.9
2011-08-30,99.0,78.292,50.0,9.0,30.3,22.346,17.5
2011-08-31,100.0,86.292,63.0,9.542,29.2,23.625,19.8
2011-09-01,100.0,91.75,75.0,7.292,27.8,24.292,22.5
2011-09-02,100.0,91.375,77.0,7.083,28.0,25.162,23.0
2011-09-03,100.0,89.792,81.0,11.217,27.1,25.008,23.0
2011-09-04,98.0,88.667,71.0,5.25,27.3,23.438,21.0
2011-09-05,100.0,87.583,67.0,9.625,26.9,23.008,19.8
2011-09-06,91.0,71.625,54.0,5.083,25.1,20.996,17.9
2011-09-07,90.0,67.458,44.0,9.583,27.2,21.504,16.4
2011-09-08,97.0,79.125,50.0,21.083,28.1,22.004,17.2
2011-09-09,100.0,81.208,54.0,24.75,30.0,23.992,17.9
2011-09-10,100.0,85.708,53.0,23.333,31.7,24.95,20.7
2011-09-11,100.0,91.542,75.0,16.292,27.2,23.225,20.6
2011-09-12,97.0,78.25,53.0,12.25,30.2,25.325,21.8
2011-09-13,100.0,80.125,52.0,16.5,30.7,25.667,21.5
2011-09-14,100.0,81.208,53.0,16.958,30.9,25.279,20.6
2011-09-15,99.0,80.083,54.0,17.273,30.6,25.533,22.1
2011-09-16,99.0,80.667,58.0,12.375,30.2,25.425,21.3
2011-09-17,98.0,82.75,65.0,9.667,29.0,25.629,22.8
2011-09-18,92.0,75.75,54.0,12.667,30.6,26.125,23.1
2011-09-19,100.0,92.625,78.0,6.292,24.8,20.129,16.1
2011-09-20,100.0,99.875,99.0,1.625,15.8,14.958,14.0
2011-09-21,100.0,99.75,96.0,1.125,18.1,14.992,13.8
2011-09-22,100.0,88.0,73.0,2.0,21.9,17.8,14.9
2011-09-23,99.0,77.042,52.0,3.375,20.7,15.288,11.8
2011-09-24,95.0,71.958,45.0,4.083,20.8,14.912,9.2
2011-09-25,97.0,81.0,57.0,5.667,20.4,14.842,9.3
2011-09-26,100.0,90.875,72.0,11.625,17.7,14.329,11.0
2011-09-27,100.0,81.208,51.0,11.333,22.3,15.346,11.0
2011-09-28,99.0,82.875,53.0,11.917,21.5,14.221,7.4
2011-09-29,100.0,83.583,50.0,11.583,23.6,16.021,9.6
2011-09-30,99.0,80.083,63.0,18.667,22.8,19.221,15.9
2011-10-01,77.0,63.75,46.0,3.75,18.8,15.571,12.5
2011-10-02,75.0,68.125,62.0,5.0,16.5,13.038,11.4
2011-10-03,84.0,59.542,37.0,3.542,16.4,12.329,8.3
2011-10-04,95.0,73.708,46.0,7.875,17.4,11.612,4.7
2011-10-05,100.0,94.25,75.0,13.917,14.7,11.358,7.5
2011-10-06,100.0,87.5,64.0,2.75,19.8,15.383,13.1
2011-10-07,98.0,66.75,46.0,10.542,17.8,14.425,9.0
2011-10-08,94.0,72.375,43.0,28.083,19.1,12.892,5.9
2011-10-09,100.0,80.75,54.0,29.042,19.7,13.717,7.8
2011-10-10,100.0,80.375,48.0,29.0,22.4,16.304,12.9
2011-10-11,97.0,74.292,63.0,29.917,18.8,16.092,12.5
2011-10-12,100.0,75.0,47.0,16.583,19.1,13.858,8.2
2011-10-13,99.0,83.25,54.0,32.542,19.2,13.058,7.0
2011-10-14,100.0,94.333,76.0,41.714,19.8,13.944,8.6
2011-10-15,100.0,92.5,78.0,12.083,21.8,19.292,17.9
2011-10-16,100.0,79.667,61.0,14.792,22.0,18.562,16.8
2011-10-17,91.0,72.208,56.0,19.583,21.6,17.104,14.0
2011-10-18,91.0,67.25,52.0,8.292,16.2,13.021,7.1
2011-10-19,95.0,81.875,58.0,14.083,13.2,8.771,4.0
2011-10-20,98.0,82.042,63.0,14.5,18.2,12.883,7.5
2011-10-21,99.0,88.0,71.0,14.5,18.0,14.058,9.3
2011-10-22,100.0,98.708,94.0,12.875,19.6,17.029,14.3
2011-10-23,99.0,85.125,73.0,8.5,22.3,19.408,15.5
2011-10-24,100.0,94.667,90.0,7.167,15.6,14.612,13.9
2011-10-25,100.0,83.625,66.0,5.5,20.1,14.925,10.2
2011-10-26,70.0,59.292,52.0,6.667,12.4,9.846,6.1
2011-10-27,95.0,64.167,46.0,10.625,15.2,10.558,5.3
2011-10-28,96.0,78.375,53.0,15.875,16.9,9.996,4.8
2011-10-29,100.0,81.25,45.0,20.0,18.8,9.992,2.9
2011-10-30,100.0,92.583,73.0,32.75,14.7,10.817,6.8
2011-10-31,100.0,84.958,62.0,15.667,18.2,13.242,10.2
2011-11-01,98.0,76.208,36.0,12.958,18.3,11.242,6.5
2011-11-02,98.0,79.167,48.0,18.75,18.4,11.979,4.6
2011-11-03,97.0,83.125,65.0,28.708,19.2,14.104,9.8
2011-11-04,99.0,83.458,57.0,21.333,20.7,14.054,9.6
2011-11-05,100.0,88.5,65.0,43.542,19.4,13.512,7.3
2011-11-06,100.0,98.667,91.0,41.083,16.6,13.871,12.3
2011-11-07,100.0,81.333,69.0,4.208,16.2,13.225,11.0
2011-11-08,72.0,62.208,41.0,5.208,14.7,11.175,8.4
2011-11-09,92.0,73.667,50.0,6.727,12.9,8.208,4.2
