date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,HUM_max,HUM_mean,HUM_min,SO2_mean,TEMP_max,TEMP_mean,TEMP_min
2012-12-18,20.292,35.271,14.98,,18.792,99.0,79.333,58.0,4.083,11.7,8.342,4.8
2012-12-19,11.396,14.042,2.646,,1.938,69.0,50.5,35.0,3.5,8.7,4.942,2.1
2012-12-20,22.812,30.062,7.25,,9.75,90.0,64.875,49.0,3.792,9.9,5.038,0.6
2012-12-21,30.542,44.792,14.25,,12.75,95.0,71.458,46.0,3.167,8.9,5.892,2.3
2012-12-22,20.188,28.042,7.854,,13.104,99.0,85.375,51.0,2.583,13.1,7.717,4.6
2012-12-23,8.979,10.812,1.834,,13.333,70.0,56.625,40.0,4.583,11.6,7.246,3.8
2012-12-24,11.722,15.646,3.924,,4.892,82.0,63.875,46.0,3.136,6.8,3.45,0.5
2012-12-25,26.416,51.708,25.292,,14.542,94.0,66.25,48.0,3.625,8.7,3.796,-1.3
2012-12-26,7.416,9.584,2.167,,6.896,81.0,56.417,40.0,2.583,6.4,3.904,0.2
2012-12-27,17.22,23.16,5.94,,4.771,76.0,56.208,41.0,2.708,8.0,2.871,-1.1
2012-12-28,32.125,61.23,29.104,,24.146,99.0,82.583,63.0,2.292,4.8,2.75,-0.1
2012-12-29,17.375,23.77,6.396,,10.5,99.0,87.542,65.0,2.125,12.9,8.508,4.0
2012-12-30,14.812,19.521,4.708,,13.479,99.0,93.125,73.0,1.708,11.4,9.233,8.3
2012-12-31,2.932,3.94,1.008,,4.125,81.0,55.25,37.0,2.75,8.4,6.071,2.3
2013-01-01,12.354,14.416,2.062,30.083,29.98,90.0,72.833,44.0,3.0,13.7,6.729,1.9
2013-01-02,6.917,8.02,1.104,13.25,14.312,82.0,64.792,52.0,3.333,10.9,7.433,3.6
2013-01-03,14.521,17.438,2.916,14.333,12.375,89.0,67.125,40.0,3.083,12.1,6.317,1.2
2013-01-04,14.812,23.584,8.77,15.458,19.25,95.0,68.25,46.0,3.208,12.8,6.517,2.5
2013-01-05,6.042,6.98,0.938,4.583,5.438,61.0,49.167,31.0,3.042,9.7,4.729,1.7
2013-01-06,14.592,18.017,3.424,5.522,5.525,62.0,46.375,31.0,3.042,10.3,4.454,0.4
2013-01-07,32.183,55.557,23.374,13.792,15.085,72.0,53.542,31.0,4.318,11.2,4.5,-1.7
2013-01-08,36.417,83.646,47.229,23.125,28.75,99.0,88.833,67.0,2.5,6.6,5.533,3.6
2013-01-09,14.062,17.458,3.396,4.875,6.604,99.0,68.083,41.0,2.292,12.0,7.175,2.0
2013-01-10,14.77,17.688,2.916,4.125,4.479,89.0,62.167,41.0,2.292,6.6,2.558,-0.6
2013-01-11,18.341,25.672,7.331,12.167,11.728,99.0,77.125,53.0,3.391,7.9,3.979,-0.3
2013-01-12,18.5,23.875,5.375,19.667,20.312,99.0,71.5,40.0,3.292,10.1,5.233,0.5
2013-01-13,8.522,9.913,1.392,9.708,11.08,81.0,56.542,38.0,3.263,7.5,4.55,0.6
2013-01-14,23.542,32.438,8.896,9.125,8.104,64.0,47.917,29.0,3.292,8.7,3.55,-0.2
2013-01-15,33.583,50.25,16.666,15.417,14.229,78.0,63.087,54.0,3.955,7.0,4.174,3.0
2013-01-16,20.917,27.958,7.042,6.083,5.604,82.0,60.875,35.0,3.958,10.8,5.404,0.0
2013-01-17,19.938,34.584,14.646,9.667,10.084,94.0,65.542,43.0,4.25,10.4,5.312,0.9
2013-01-18,15.624,19.621,3.998,17.542,16.983,88.0,57.583,36.0,5.273,9.3,4.696,0.7
2013-01-19,5.084,6.521,1.438,4.042,5.958,93.0,55.667,36.0,3.542,5.9,3.004,0.8
2013-01-20,24.617,32.88,8.263,14.875,15.062,96.0,59.958,41.0,4.417,8.8,3.962,-1.7
2013-01-21,24.125,37.062,12.938,21.292,24.542,99.0,77.167,52.0,5.417,9.4,4.938,1.1
2013-01-22,19.322,23.25,3.928,12.458,10.332,90.0,64.958,44.0,5.25,7.8,4.083,1.9
2013-01-23,24.708,36.5,11.792,12.292,9.771,81.0,61.333,38.0,4.458,10.9,4.842,0.5
2013-01-24,39.958,89.667,49.708,26.375,24.0,86.0,65.083,33.0,5.542,13.6,5.3,-1.0
2013-01-25,43.688,79.646,35.958,38.458,43.667,87.0,64.542,46.0,8.833,12.9,7.629,2.8
2013-01-26,14.646,21.125,6.48,17.542,23.562,99.0,70.667,41.0,4.125,11.4,6.912,1.6
2013-01-27,22.271,36.663,14.392,10.167,12.333,80.0,50.083,30.0,3.875,9.0,3.529,-0.4
2013-01-28,36.417,77.604,41.188,22.708,23.375,93.0,67.042,43.0,6.417,12.5,6.175,-0.8
2013-01-29,27.479,43.375,15.896,18.042,19.5,79.0,53.625,20.0,5.833,12.8,7.829,3.7
2013-01-30,43.396,116.188,72.792,27.75,36.77,99.0,86.917,60.0,4.5,6.6,4.825,3.2
2013-01-31,18.905,44.665,25.76,15.833,21.161,99.0,58.542,31.0,4.636,12.4,8.804,4.5
2013-02-01,35.104,54.062,18.958,24.042,24.354,82.0,59.208,29.0,6.625,14.6,7.442,0.9
2013-02-02,29.854,46.0,16.146,27.917,35.562,99.0,93.75,81.0,4.792,13.9,8.612,5.7
2013-02-03,33.686,68.168,34.483,29.864,43.144,99.0,93.208,80.0,5.083,14.2,10.538,7.1
2013-02-04,11.021,14.25,3.229,6.333,5.688,89.0,61.792,46.0,4.625,10.8,7.196,1.3
2013-02-05,7.0,8.479,1.479,5.0,3.083,72.0,49.083,36.0,3.417,4.2,1.571,-0.5
2013-02-06,13.521,16.334,2.812,5.708,5.729,61.0,46.875,36.0,3.292,4.2,1.742,-1.3
2013-02-07,17.916,21.583,3.666,8.417,6.23,88.0,43.542,25.0,3.667,8.5,4.425,0.3
2013-02-08,22.646,27.646,5.0,9.0,9.438,99.0,97.542,81.0,2.458,4.0,1.938,0.6
2013-02-09,7.062,8.166,1.104,3.375,5.562,77.0,63.042,46.0,5.25,10.7,6.279,3.5
2013-02-10,10.67,12.454,1.784,9.87,9.133,64.0,49.042,32.0,3.875,9.6,4.95,2.4
2013-02-11,8.312,9.75,1.438,5.042,4.25,55.0,43.833,27.0,3.125,9.2,3.575,-0.1
2013-02-12,16.084,19.584,3.5,7.792,7.0,76.0,51.542,36.0,4.542,11.4,4.862,0.9
2013-02-13,17.688,23.646,5.958,5.667,5.666,86.0,55.833,35.0,4.333,10.2,5.479,0.4
2013-02-14,20.52,25.021,4.5,5.958,5.708,99.0,92.875,56.0,2.167,4.0,2.129,0.4
2013-02-15,12.812,15.5,2.688,4.042,5.667,99.0,79.583,55.0,2.833,10.2,5.942,3.4
2013-02-16,5.731,6.35,0.619,16.042,14.318,72.0,47.792,27.0,5.273,10.7,6.8,3.9
2013-02-17,17.039,21.906,4.867,29.417,30.958,72.0,59.0,46.0,6.458,11.7,6.362,1.8
2013-02-18,9.312,10.792,1.48,11.5,10.083,55.0,46.0,34.0,4.167,7.8,4.279,2.6
2013-02-19,14.146,16.584,2.438,10.083,6.667,62.0,47.417,29.0,3.667,9.9,4.546,1.4
2013-02-20,18.334,21.917,3.584,16.667,18.125,62.0,48.625,29.0,4.5,9.7,4.954,1.3
2013-02-21,10.48,12.417,1.938,12.667,10.667,65.0,47.042,31.0,4.0,9.4,4.958,1.9
2013-02-22,8.562,9.938,1.375,6.875,6.083,54.0,45.083,33.0,3.958,9.6,4.708,0.7
2013-02-23,9.25,10.604,1.354,11.125,9.583,65.0,47.125,30.0,4.0,11.3,5.096,-0.5
2013-02-24,24.808,34.16,9.352,15.542,12.458,72.0,47.958,25.0,4.75,11.7,5.7,-0.2
2013-02-25,27.894,48.049,20.156,49.292,55.25,77.0,59.042,42.0,8.083,12.5,7.488,1.4
2013-02-26,22.979,30.834,7.854,44.125,49.958,75.0,61.792,36.0,7.375,15.8,9.438,2.0
2013-02-27,16.375,19.271,2.896,17.083,30.917,99.0,94.708,68.0,3.208,14.4,11.938,9.4
2013-02-28,17.135,21.562,4.428,18.333,25.773,99.0,70.875,42.0,4.773,17.9,13.588,10.6
2013-03-01,24.938,33.146,8.208,38.833,45.458,97.0,70.833,57.0,6.208,15.4,12.575,10.4
2013-03-02,12.458,17.729,5.271,17.125,23.375,99.0,88.292,72.0,4.542,12.3,9.879,7.5
2013-03-03,9.002,12.332,3.33,6.727,6.333,84.0,55.625,30.0,4.125,12.9,8.512,4.0
2013-03-04,26.5,41.854,15.354,19.417,19.583,98.0,65.792,50.0,5.458,11.2,7.088,2.3
2013-03-05,22.146,36.958,14.812,16.625,23.375,99.0,88.333,56.0,4.042,10.3,7.946,5.2
2013-03-06,5.396,7.625,2.229,9.542,7.833,71.0,47.25,31.0,3.917,7.4,4.271,2.0
2013-03-07,11.604,15.917,4.312,10.208,8.625,75.0,58.375,40.0,4.833,7.7,3.842,-0.2
2013-03-08,6.334,8.812,2.479,8.542,8.583,92.0,62.833,46.0,4.25,8.2,4.95,1.8
2013-03-09,9.375,12.521,3.146,15.292,15.333,87.0,55.458,32.0,5.0,10.5,6.679,3.0
2013-03-10,8.267,11.274,3.008,6.875,7.625,96.0,64.792,50.0,4.375,5.4,3.121,0.7
2013-03-11,19.312,26.771,7.458,9.458,6.333,83.0,53.042,28.0,3.917,10.2,5.254,-0.4
2013-03-12,35.043,59.127,24.084,31.083,34.833,75.0,52.792,29.0,8.917,17.2,9.762,2.6
2013-03-13,23.208,35.542,12.333,18.625,36.5,99.0,86.458,64.0,4.0,15.9,11.754,8.4
2013-03-14,6.416,8.896,2.479,5.542,4.958,74.0,55.208,41.0,4.75,10.8,7.796,4.3
2013-03-15,9.458,12.25,2.792,13.875,13.542,66.0,47.083,34.0,4.25,11.5,7.079,3.0
2013-03-16,11.882,15.866,3.983,33.042,37.455,78.0,58.625,40.0,6.045,16.9,9.929,2.3
2013-03-17,19.976,25.231,5.256,47.0,61.167,89.0,64.625,39.0,7.833,19.5,11.962,4.9
2013-03-18,43.646,67.875,24.23,64.125,100.917,99.0,88.167,73.0,7.833,15.6,12.271,8.2
2013-03-19,9.688,12.708,3.021,17.125,25.208,76.0,58.792,27.0,6.083,17.4,11.775,6.4
2013-03-20,26.854,37.0,10.146,14.958,29.042,99.0,89.833,70.0,4.167,11.8,10.225,8.5
2013-03-21,5.354,7.396,2.042,4.5,4.125,75.0,61.583,42.0,4.5,9.8,7.242,4.6
2013-03-22,8.521,10.979,2.458,6.5,5.5,71.0,52.833,39.0,4.458,11.7,7.538,3.6
2013-03-23,10.771,13.229,2.458,18.75,19.917,66.0,47.333,25.0,7.0,17.0,11.096,4.1
2013-03-24,23.178,29.595,6.418,37.667,42.542,81.0,54.875,20.0,8.458,19.7,12.858,6.4
2013-03-25,36.146,43.166,7.02,32.5,39.208,76.0,55.833,41.0,8.5,20.4,14.917,8.1
2013-03-26,40.521,60.084,19.562,26.917,46.167,99.0,94.625,64.0,4.583,15.1,13.154,11.6
2013-03-27,21.854,35.834,13.979,18.833,31.396,99.0,77.042,52.0,4.917,19.4,15.408,12.5
2013-03-28,25.396,32.834,7.438,28.375,38.916,92.0,64.458,27.0,6.917,21.2,14.383,8.1
2013-03-29,16.584,19.812,3.229,19.417,27.458,99.0,74.5,56.0,5.958,19.5,15.05,10.5
2013-03-30,2.854,3.938,1.084,5.417,16.145,99.0,88.833,69.0,3.458,17.9,15.479,12.4
2013-03-31,7.377,9.588,2.211,14.375,17.354,78.0,54.917,32.0,6.083,18.3,13.246,10.3
2013-04-01,13.23,15.557,2.327,,19.812,72.0,56.292,30.0,6.708,18.4,13.296,6.9
2013-04-02,23.942,33.354,9.413,,34.492,99.0,85.5,68.0,4.955,17.9,14.392,12.0
2013-04-03,9.712,12.374,2.661,,17.984,99.0,76.917,54.0,4.5,18.1,13.233,10.6
2013-04-04,17.646,20.979,3.334,,23.166,82.0,57.083,27.0,6.833,24.0,16.442,9.5
2013-04-05,15.062,21.354,6.292,,21.708,93.0,73.792,44.0,5.583,23.6,17.95,11.7
2013-04-06,2.73,3.479,0.75,,23.042,99.0,90.583,67.0,3.417,19.5,17.108,15.7
2013-04-07,4.021,5.292,1.271,,7.77,99.0,74.0,50.0,4.542,17.8,13.154,7.6
2013-04-08,10.551,12.297,1.746,,8.021,66.0,45.667,31.0,4.875,17.2,12.304,7.3
2013-04-09,23.229,29.77,6.542,,22.584,76.0,54.583,34.0,5.75,21.3,14.096,8.2
2013-04-10,11.021,12.688,1.667,,20.584,75.0,50.958,29.0,5.5,16.8,12.567,9.3
2013-04-11,9.918,11.723,1.804,,15.625,80.0,54.875,32.0,5.583,15.1,10.188,7.1
2013-04-12,15.458,18.542,3.083,,24.02,83.0,59.167,38.0,5.167,15.4,10.042,4.6
2013-04-13,12.854,15.25,2.396,,15.625,79.0,56.083,29.0,5.5,18.2,11.879,5.4
2013-04-14,8.812,10.0,1.188,,31.062,93.0,69.625,55.0,5.75,20.1,14.788,7.7
2013-04-15,10.344,12.204,1.86,,33.562,92.0,49.208,26.0,6.833,23.7,18.279,14.4
2013-04-16,18.104,23.604,5.5,,30.958,93.0,58.167,32.0,7.417,23.0,17.821,11.4
2013-04-17,17.345,22.152,4.807,,55.166,97.0,79.667,58.0,7.042,22.4,18.829,15.2
2013-04-18,17.688,22.792,5.104,,26.875,88.0,70.292,45.0,6.708,25.0,19.046,12.7
2013-04-19,5.882,7.644,1.761,,17.8,63.0,40.833,23.0,6.318,17.4,14.025,8.8
2013-04-20,8.833,10.312,1.479,,26.0,99.0,53.0,30.0,6.5,16.0,11.95,8.2
2013-04-21,2.438,3.083,0.646,,9.834,99.0,67.5,36.0,3.583,16.9,11.296,7.9
2013-04-22,6.606,7.518,0.912,,11.021,56.0,40.833,23.0,4.542,18.0,12.008,6.6
2013-04-23,12.417,15.0,2.583,,15.645,73.0,56.167,27.0,5.208,18.3,13.308,5.9
2013-04-24,4.938,5.25,0.312,,23.146,99.0,93.542,76.0,3.042,17.5,15.629,14.1
2013-04-25,8.688,10.062,1.375,,21.48,90.0,54.375,22.0,7.042,24.7,18.554,12.4
2013-04-26,8.562,10.667,2.104,,29.021,99.0,67.042,33.0,5.875,21.5,15.308,9.6
2013-04-27,6.142,6.954,0.812,,13.051,88.0,55.833,33.0,5.091,19.4,14.158,8.9
2013-04-28,5.146,5.896,0.75,,14.625,72.0,44.542,24.0,5.208,22.6,16.054,9.9
2013-04-29,6.138,7.223,1.084,,21.521,91.0,62.5,30.0,5.542,23.8,17.233,10.0
2013-04-30,7.938,9.042,1.104,,29.083,96.0,74.375,42.0,4.958,17.8,16.612,14.9
2013-05-01,5.808,6.804,0.996,,16.42,63.0,50.208,39.0,4.833,18.0,14.408,10.3
2013-05-02,4.062,4.938,0.875,,4.812,65.0,49.333,34.0,4.458,18.1,13.308,9.2
2013-05-03,3.417,4.166,0.75,,7.271,68.0,43.25,23.0,4.125,21.5,15.042,8.7
2013-05-04,4.834,5.646,0.812,,9.688,67.0,46.25,28.0,5.458,23.2,16.608,9.7
2013-05-05,4.146,4.75,0.604,,20.292,78.0,54.25,25.0,5.667,23.8,17.525,12.3
2013-05-06,5.971,7.052,1.082,,27.042,82.0,54.167,29.0,6.792,26.2,19.067,11.6
2013-05-07,4.084,4.979,0.896,,10.604,64.0,41.167,23.0,5.042,22.9,17.046,12.0
2013-05-08,7.438,8.916,1.48,,7.396,56.0,36.5,19.0,4.875,25.1,17.3,9.8
2013-05-09,13.5,17.292,3.792,,15.208,79.0,49.5,16.0,7.167,28.0,19.688,11.5
2013-05-10,20.292,26.354,6.062,,43.0,99.0,74.542,49.0,9.208,23.6,18.683,14.3
2013-05-11,12.625,16.562,3.938,,25.396,99.0,99.0,99.0,3.25,18.5,17.667,15.6
2013-05-12,4.958,5.812,0.854,,21.104,93.0,63.208,26.0,6.042,28.8,20.75,13.4
2013-05-13,5.473,6.94,1.466,,14.48,95.0,76.875,48.0,5.458,26.1,21.062,16.1
2013-05-14,11.712,15.331,3.62,,35.62,95.0,76.833,43.0,6.182,29.5,21.912,16.5
2013-05-15,4.916,6.271,1.354,,17.354,95.0,75.542,49.0,4.542,26.1,21.671,18.5
2013-05-16,11.312,13.02,1.708,,28.166,92.0,60.917,41.0,6.167,25.3,20.808,16.6
2013-05-17,9.312,11.125,1.812,,17.625,87.0,59.333,28.0,6.333,27.2,20.475,15.4
2013-05-18,5.812,7.02,1.208,,16.542,88.0,69.417,50.0,4.875,24.7,20.333,16.9
2013-05-19,3.5,4.188,0.688,,12.25,99.0,81.708,52.0,3.667,23.2,18.196,15.5
2013-05-20,12.592,15.017,2.424,,11.223,99.0,78.125,49.0,4.583,30.3,22.542,15.6
2013-05-21,16.979,19.48,2.5,,37.042,97.0,58.708,39.0,6.917,30.4,24.829,20.2
2013-05-22,21.25,24.646,3.396,,41.875,73.0,57.25,38.0,8.125,31.1,24.042,17.4
2013-05-23,13.843,15.694,1.85,,26.012,77.0,46.333,20.0,8.375,31.9,24.796,19.7
2013-05-24,13.875,16.542,2.666,,27.104,91.0,63.708,37.0,7.417,28.0,22.304,17.5
2013-05-25,8.188,9.562,1.375,,26.312,91.0,75.458,48.0,5.375,26.4,21.967,17.9
2013-05-26,5.104,6.021,0.917,,20.208,94.0,73.667,50.0,5.167,26.6,22.179,17.2
2013-05-27,5.517,6.714,1.198,,16.958,96.0,76.917,60.0,4.5,25.1,22.096,18.7
2013-05-28,3.608,5.862,2.254,,11.428,93.0,79.5,64.0,3.5,23.5,21.575,20.0
2013-05-29,3.75,5.229,1.479,,12.0,99.0,97.542,93.0,2.042,21.0,20.096,19.1
2013-05-30,11.417,14.0,2.584,,14.646,99.0,89.917,72.0,2.917,28.0,23.2,19.9
2013-05-31,9.375,11.334,1.958,,20.875,95.0,72.833,54.0,4.083,26.5,22.338,17.3
2013-06-01,6.396,7.854,1.458,,27.125,92.0,73.75,51.0,5.375,25.2,22.0,20.1
2013-06-02,8.312,9.896,1.584,,29.833,87.0,72.25,55.0,7.25,26.4,22.433,19.6
2013-06-03,6.256,7.911,1.655,,21.17,90.0,78.375,60.0,5.25,26.2,22.2,19.7
2013-06-04,11.25,14.25,3.0,,30.104,95.0,74.917,48.0,5.625,28.3,23.058,18.2
2013-06-05,9.834,12.854,3.02,,21.292,91.0,74.292,51.0,4.625,27.4,22.838,18.1
2013-06-06,10.334,12.958,2.625,,21.584,93.0,77.167,57.0,5.125,25.2,22.308,19.3
2013-06-07,13.5,16.792,3.292,,31.021,94.0,74.625,46.0,6.042,28.6,22.95,19.1
2013-06-08,10.312,12.167,1.854,,29.812,93.0,68.458,29.0,5.667,30.4,24.396,19.9
2013-06-09,8.729,10.52,1.792,,30.23,94.0,72.5,45.0,5.792,27.9,23.454,19.6
2013-06-10,4.623,5.756,1.133,,17.938,84.0,70.708,61.0,4.917,26.4,22.979,20.9
2013-06-11,13.13,15.596,2.466,,27.558,99.0,82.0,59.0,3.409,26.5,23.083,20.8
2013-06-12,14.458,17.625,3.166,,34.562,99.0,79.208,55.0,3.167,31.2,26.321,22.1
2013-06-13,12.875,15.854,2.979,,26.812,93.0,73.875,47.0,5.667,33.9,27.829,24.1
2013-06-14,9.021,10.983,1.962,,22.229,93.0,76.417,53.0,5.833,33.1,27.725,24.4
2013-06-15,7.458,9.521,2.062,,27.334,99.0,88.625,68.0,4.75,29.7,25.679,23.7
2013-06-16,6.583,8.167,1.583,,17.604,99.0,80.5,57.0,4.667,31.0,26.521,23.4
2013-06-17,8.87,10.905,2.035,,32.75,98.0,80.875,47.0,5.917,33.1,26.85,22.5
2013-06-18,8.52,11.104,2.584,,42.812,98.0,77.625,44.0,5.708,33.1,27.983,24.5
2013-06-19,11.458,14.875,3.416,,29.0,99.0,89.625,73.0,4.542,29.2,25.508,21.1
2013-06-20,19.542,23.104,3.562,,18.0,99.0,98.0,92.0,4.542,22.9,20.967,20.2
2013-06-21,19.292,23.188,3.896,,26.083,99.0,97.25,87.0,3.708,23.1,21.238,19.8
2013-06-22,10.292,12.812,2.521,,14.646,99.0,76.083,55.0,4.417,28.7,23.942,19.1
2013-06-23,9.57,14.246,4.676,,24.042,93.0,74.0,52.0,5.0,28.9,25.071,21.6
2013-06-24,6.693,9.016,2.322,,24.208,99.0,83.583,63.0,3.625,28.0,23.971,21.4
2013-06-25,10.062,12.75,2.688,,26.646,97.0,81.542,59.0,4.5,28.6,24.138,20.9
2013-06-26,14.208,16.542,2.334,,18.77,99.0,98.417,93.0,2.917,22.5,21.004,20.4
2013-06-27,12.208,14.895,2.688,,17.666,99.0,82.917,57.0,4.5,29.4,23.871,20.7
2013-06-28,6.208,7.375,1.167,,19.312,90.0,79.792,63.0,5.25,27.1,23.312,21.4
2013-06-29,7.958,10.23,2.271,,18.354,98.0,76.792,53.0,5.208,28.8,24.746,21.2
2013-06-30,3.875,4.979,1.104,,17.229,95.0,79.792,59.0,4.5,28.1,24.375,20.8
2013-07-01,4.767,6.04,1.272,,12.047,92.0,74.375,48.0,5.542,29.4,24.996,21.9
2013-07-02,7.375,9.562,2.188,,16.542,94.0,74.583,51.0,5.792,28.5,24.383,20.4
2013-07-03,5.625,7.208,1.584,,23.417,99.0,92.0,78.0,4.042,26.6,23.912,21.8
2013-07-04,6.812,8.75,1.938,,16.875,99.0,97.25,88.0,3.542,27.4,24.683,23.2
2013-07-05,5.438,8.354,2.916,,32.916,99.0,88.375,64.0,4.0,33.4,28.117,24.6
2013-07-06,3.905,8.312,4.408,,30.216,99.0,84.167,66.0,3.864,33.5,29.196,25.7
2013-07-07,6.146,9.208,3.062,,24.062,99.0,73.667,52.0,5.833,36.0,30.862,25.2
2013-07-08,10.492,13.525,3.032,,24.0,89.0,62.917,40.0,8.333,38.7,32.783,26.5
2013-07-09,15.438,20.979,5.542,,35.854,86.0,63.167,37.0,9.792,38.8,32.679,27.3
2013-07-10,15.062,19.312,4.25,,40.772,87.0,62.583,40.0,12.125,38.3,32.625,27.4
2013-07-11,14.812,18.666,3.854,,35.292,79.0,60.333,42.0,12.958,38.4,33.029,27.9
2013-07-12,13.604,16.458,2.854,,40.729,83.0,60.625,39.0,11.667,38.2,33.242,28.5
2013-07-13,11.938,15.0,3.062,,31.729,91.0,75.5,58.0,8.542,34.8,30.092,26.6
2013-07-14,7.479,9.875,2.396,,16.271,96.0,81.25,56.0,5.833,34.4,28.492,26.0
2013-07-15,7.966,10.049,2.082,,14.604,99.0,69.875,53.0,6.0,32.6,29.208,25.3
2013-07-16,9.875,12.416,2.542,,13.604,93.0,73.042,57.0,7.625,31.3,27.846,25.0
2013-07-17,7.712,9.682,1.97,,24.5,92.0,79.5,64.0,6.375,31.3,28.067,24.9
2013-07-18,8.25,10.792,2.542,,23.458,90.0,66.292,40.0,6.917,34.3,29.733,26.7
2013-07-19,7.375,8.979,1.604,,17.916,92.0,64.667,40.0,6.667,32.7,28.221,24.8
2013-07-20,7.229,8.958,1.729,,22.542,92.0,77.958,49.0,6.292,31.4,27.392,23.5
2013-07-21,3.916,4.792,0.875,,24.229,92.0,78.458,56.0,5.708,32.8,28.021,25.0
2013-07-22,9.61,11.666,2.056,,33.854,90.0,69.25,49.0,7.917,36.2,30.733,26.0
2013-07-23,11.017,14.436,3.418,,20.044,76.0,58.75,43.0,7.636,37.2,32.475,28.4
2013-07-24,16.27,21.334,5.062,,33.771,99.0,90.875,66.0,6.333,29.7,26.758,24.1
2013-07-25,9.752,12.478,2.726,,35.404,99.0,80.941,65.0,5.0,33.7,29.947,24.7
2013-07-26,10.562,14.375,3.812,,33.625,98.0,79.125,63.0,5.75,33.7,29.396,26.1
2013-07-27,13.125,15.812,2.688,,49.542,93.0,69.833,44.0,7.792,35.9,29.9,25.0
2013-07-28,7.604,9.375,1.771,,49.458,82.0,64.958,40.0,7.667,36.4,30.417,25.7
2013-07-29,11.592,14.136,2.546,,40.098,99.0,94.833,77.0,5.042,28.0,26.021,24.8
2013-07-30,15.667,22.354,6.688,,48.938,99.0,75.625,51.0,7.333,36.9,30.533,25.1
2013-07-31,15.125,18.0,2.875,,47.604,85.0,68.667,56.0,8.125,35.5,30.754,26.4
2013-08-01,14.074,19.252,5.18,,48.424,99.0,80.0,57.0,7.042,33.8,29.704,26.5
2013-08-02,11.208,13.584,2.375,,26.25,84.0,62.375,46.0,7.458,35.4,30.725,26.4
2013-08-03,7.75,10.479,2.729,,12.131,90.0,64.042,44.0,6.583,34.5,29.612,25.1
2013-08-04,6.021,7.666,1.646,,22.583,93.0,74.125,48.0,7.667,35.2,29.512,25.4
2013-08-05,4.176,5.369,1.192,,18.792,95.0,83.5,63.0,6.042,33.4,29.679,27.2
2013-08-06,11.256,14.308,3.053,,24.432,99.0,87.542,63.0,5.545,33.9,28.217,24.6
2013-08-07,13.771,17.354,3.584,,36.688,97.0,69.792,45.0,5.833,37.6,31.521,26.2
2013-08-08,14.625,18.396,3.771,,46.75,92.0,73.417,50.0,8.417,36.8,31.733,27.0
2013-08-09,18.33,23.266,4.936,,53.021,90.0,67.792,44.0,9.292,38.7,33.229,28.1
2013-08-10,15.029,18.902,3.873,,56.417,80.0,63.5,47.0,10.083,39.1,33.95,29.5
2013-08-11,7.834,9.867,2.034,,49.23,82.0,60.125,39.0,9.417,39.5,33.788,29.3
2013-08-12,9.728,12.563,2.835,,30.292,81.0,52.208,29.0,10.917,38.9,32.888,28.1
2013-08-13,8.682,11.136,2.454,,35.666,92.0,59.958,33.0,8.625,38.2,31.333,26.1
2013-08-14,4.067,5.279,1.212,,47.479,95.0,73.25,43.0,6.958,35.3,30.667,27.1
2013-08-15,3.954,5.402,1.446,,43.98,93.0,76.083,52.0,7.167,34.4,30.617,27.5
2013-08-16,4.226,5.563,1.337,,34.75,98.0,77.875,52.0,5.583,34.6,30.275,26.9
2013-08-17,3.74,5.041,1.301,,20.375,94.0,75.917,56.0,4.667,33.7,29.829,26.2
2013-08-18,4.166,5.633,1.468,,19.5,94.0,78.667,58.0,4.167,34.6,29.896,26.5
2013-08-19,5.902,8.625,2.724,,15.73,96.0,80.167,53.0,5.125,34.5,30.512,27.5
2013-08-20,7.478,13.241,5.764,,12.324,97.0,78.875,54.0,4.364,35.4,30.65,26.7
2013-08-21,10.138,15.687,5.549,,16.354,97.0,76.833,47.0,4.958,37.9,31.988,28.2
2013-08-22,15.1,19.28,4.18,,22.132,91.0,68.875,45.0,6.917,38.7,33.217,28.9
2013-08-23,14.083,18.229,4.146,,27.812,95.0,70.917,49.0,6.583,37.6,32.508,27.5
2013-08-24,8.98,11.542,2.562,,10.521,99.0,74.583,54.0,4.333,32.1,29.071,26.4
2013-08-25,9.188,11.354,2.167,,9.834,99.0,92.083,80.0,3.333,27.6,25.333,23.5
2013-08-26,14.331,18.937,4.606,,15.438,99.0,90.417,66.0,3.75,27.0,23.325,21.1
2013-08-27,13.34,17.226,3.885,,17.334,99.0,68.0,40.0,4.292,33.7,27.179,20.6
2013-08-28,16.938,20.938,4.0,,15.292,82.0,59.0,42.0,5.958,33.6,28.258,22.6
2013-08-29,14.125,19.938,5.812,,22.75,93.0,73.0,50.0,4.833,32.7,27.921,22.8
2013-08-30,15.583,20.52,4.938,,30.625,95.0,79.208,54.0,5.083,35.6,29.762,26.3
2013-08-31,7.666,11.292,3.625,,23.042,99.0,82.0,61.0,3.792,34.9,30.029,25.0
2013-09-01,8.208,10.021,1.812,,14.083,99.0,81.125,64.0,3.583,32.5,28.588,24.9
2013-09-02,6.936,9.82,2.884,,10.979,99.0,92.375,79.0,3.208,30.3,27.296,25.7
2013-09-03,5.778,12.086,6.307,,8.476,99.0,85.375,66.0,2.909,31.8,28.05,25.1
2013-09-04,10.104,12.27,2.166,,14.875,99.0,92.708,75.0,2.5,30.4,25.642,21.4
2013-09-05,16.708,20.75,4.042,,9.938,99.0,79.375,55.0,5.042,32.6,26.179,22.2
