date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,THC_mean,CO_mean,PM25_mean
2011-02-05,197.729,10.896,11.562,13.75,2.188,1.958,21.834,208.625,4.708,17.458
2011-02-06,198.6,25.254,24.812,53.479,28.666,1.833,38.125,223.854,6.792,38.208
2011-02-07,199.02,30.458,22.062,56.438,34.375,1.083,36.52,229.48,7.167,29.667
2011-02-08,191.502,6.638,5.334,11.364,6.03,1.042,8.646,198.14,4.125,3.167
2011-02-09,196.854,9.479,14.208,28.584,14.375,1.125,9.958,206.334,4.083,3.417
2011-02-10,198.562,16.188,20.229,37.75,17.521,1.208,15.646,214.75,5.0,10.958
2011-02-11,196.229,12.188,11.5,17.521,6.02,1.042,11.625,208.416,4.417,7.125
2011-02-12,196.062,6.292,5.479,7.188,1.708,1.083,12.75,202.354,3.917,7.125
2011-02-13,194.958,14.684,17.781,23.258,5.477,1.3,18.654,209.642,4.6,12.708
2011-02-14,198.612,30.837,28.062,59.166,31.104,0.875,40.5,229.449,6.565,35.667
2011-02-15,195.497,21.506,18.248,44.496,26.248,1.042,31.625,217.003,6.292,27.667
2011-02-16,191.454,13.47,18.396,24.229,5.834,0.625,21.396,204.924,3.667,17.167
2011-02-17,192.979,15.166,16.125,31.771,15.646,0.625,21.354,208.146,4.125,16.833
2011-02-18,189.354,5.292,6.229,8.27,2.042,0.125,10.916,194.646,3.125,6.208
2011-02-19,194.5,9.646,9.584,13.542,3.958,0.458,12.792,204.146,3.708,7.292
2011-02-20,196.574,19.426,22.104,42.625,20.521,0.708,17.166,216.0,4.792,14.083
2011-02-21,195.521,23.5,24.354,49.188,24.834,0.5,20.729,219.021,5.043,16.917
2011-02-22,193.416,13.104,15.046,28.524,13.478,1.583,26.229,206.521,3.708,19.792
2011-02-23,191.83,16.902,14.854,25.375,10.521,0.5,29.416,208.731,4.792,19.833
2011-02-24,190.354,8.375,11.708,13.688,1.979,2.375,25.916,198.729,4.208,21.042
2011-02-25,191.354,9.688,11.416,14.667,3.25,0.167,15.084,201.042,3.667,8.542
2011-02-26,193.146,9.938,6.646,8.792,2.146,0.042,13.958,203.084,3.708,9.458
2011-02-27,190.572,4.924,6.875,9.125,2.25,0.125,10.0,195.496,3.083,6.958
2011-02-28,193.566,12.824,14.987,20.5,5.513,0.286,18.182,206.39,3.3,12.682
2011-03-01,193.737,20.629,24.125,42.708,18.584,0.375,18.375,214.366,4.458,12.5
2011-03-02,195.125,25.084,20.417,48.604,28.188,0.25,19.375,220.208,5.174,12.708
2011-03-03,190.854,8.562,12.5,15.145,2.646,0.708,16.938,199.417,3.542,10.167
2011-03-04,191.584,5.479,5.542,5.792,0.25,0.917,19.396,197.062,3.0,13.875
2011-03-05,194.542,18.0,22.458,36.416,13.958,0.083,18.354,212.542,4.958,10.917
2011-03-06,193.178,24.992,20.854,45.0,24.146,0.375,26.812,218.17,5.391,14.792
2011-03-07,191.708,19.021,17.329,26.405,9.076,0.958,32.938,210.73,4.458,17.833
2011-03-08,191.15,12.468,15.354,19.021,3.666,1.0,25.896,203.618,4.478,17.5
2011-03-09,190.438,8.02,8.312,9.75,1.438,0.0,14.604,198.458,3.667,6.833
2011-03-10,190.958,6.312,7.604,8.896,1.292,0.0,8.354,197.271,3.391,-0.625
2011-03-11,189.438,4.417,4.812,5.229,0.416,0.333,10.604,193.854,3.167,3.083
2011-03-12,189.916,6.73,11.812,16.938,5.125,0.583,10.23,196.646,3.391,2.333
2011-03-13,190.54,7.565,12.802,17.607,4.806,0.048,10.188,198.104,3.478,3.292
2011-03-14,191.762,14.1,18.335,27.422,9.087,0.5,15.5,205.862,3.667,10.167
2011-03-15,191.75,11.438,11.979,24.646,12.666,0.375,17.584,203.188,4.0,12.375
2011-03-16,191.854,11.73,18.578,25.348,6.77,0.833,20.625,203.584,3.522,16.5
2011-03-17,197.104,21.104,22.604,36.688,14.083,0.583,32.708,218.208,5.125,27.833
2011-03-18,196.271,21.062,15.583,25.312,9.729,0.0,29.02,217.334,4.958,16.167
2011-03-19,189.542,9.729,13.792,17.77,3.979,0.0,13.271,199.271,3.208,5.042
2011-03-20,190.6,12.807,14.834,19.708,4.875,0.417,15.521,203.408,3.75,9.667
2011-03-21,189.678,5.839,7.449,8.748,1.3,0.0,11.729,195.517,3.042,5.792
2011-03-22,195.042,22.104,27.75,38.916,11.166,0.667,28.458,217.146,4.708,25.125
2011-03-23,194.27,19.584,22.85,35.337,12.486,0.75,35.666,213.854,4.87,30.0
2011-03-24,190.208,9.042,11.375,13.271,1.896,0.208,13.708,199.25,3.5,4.208
2011-03-25,191.458,7.521,5.334,6.584,1.25,0.375,9.146,198.98,3.25,3.375
2011-03-26,193.0,8.48,11.646,17.062,5.416,0.167,12.104,201.48,3.375,7.792
2011-03-27,195.364,15.722,21.416,33.604,12.188,0.542,17.896,211.085,4.167,14.667
2011-03-28,195.097,12.743,15.178,28.922,13.744,0.667,22.521,207.84,4.818,17.45
2011-03-29,192.084,11.229,14.125,17.333,3.208,0.458,17.208,203.312,3.583,11.917
2011-03-30,195.938,22.98,22.17,34.702,12.532,0.708,28.229,218.916,4.739,21.667
2011-03-31,188.688,13.792,12.583,16.0,3.417,0.0,19.896,202.48,3.542,7.875
2011-04-01,190.167,14.208,16.833,20.417,3.583,0.875,21.125,204.375,,
2011-04-02,189.958,11.5,12.5,15.5,3.0,1.167,29.167,201.458,,
2011-04-03,188.818,4.5,6.208,6.875,0.667,0.958,18.083,193.318,,
2011-04-04,189.083,4.25,6.542,7.917,1.375,0.5,13.708,193.333,,
2011-04-05,189.958,11.0,14.208,17.125,2.917,0.917,16.208,200.958,,
2011-04-06,191.542,16.125,18.773,22.909,4.136,1.045,22.458,207.667,,
2011-04-07,191.25,22.667,21.292,24.458,3.167,1.167,30.458,213.917,,
2011-04-08,188.625,18.125,16.792,20.042,3.25,0.708,25.333,206.75,,
2011-04-09,189.917,13.917,13.958,17.208,3.25,0.792,26.833,203.833,,
2011-04-10,189.0,8.818,7.458,8.292,0.833,0.833,21.917,197.818,,
2011-04-11,189.625,13.167,11.833,13.917,2.083,1.0,30.5,202.792,,
2011-04-12,187.583,3.292,4.417,4.833,0.417,0.417,18.667,190.875,,
2011-04-13,190.217,15.739,16.364,18.909,2.545,0.955,25.792,205.957,,
2011-04-14,189.792,18.167,16.5,18.208,1.708,1.625,32.583,207.958,,
2011-04-15,188.083,19.042,16.333,17.958,1.625,1.917,37.958,207.125,,
2011-04-16,185.75,10.5,7.5,8.167,0.667,1.0,23.25,196.25,,
2011-04-17,188.917,7.417,6.125,6.458,0.333,1.292,19.417,196.333,,
2011-04-18,187.292,11.375,9.792,11.25,1.458,1.292,24.5,198.667,,
2011-04-19,185.542,8.292,7.042,7.542,0.5,0.417,11.625,193.833,,
2011-04-20,189.091,10.091,9.727,12.136,2.409,0.545,14.625,199.182,,
2011-04-21,189.229,10.146,13.244,14.97,1.726,1.042,25.852,199.375,3.0,
2011-04-22,191.874,14.86,18.274,23.664,5.39,1.042,42.52,206.733,3.565,
2011-04-23,186.312,8.916,9.604,11.042,1.438,1.0,18.896,195.229,2.25,
2011-04-24,188.375,7.396,6.646,7.542,0.896,0.708,11.916,195.771,2.542,
2011-04-25,190.062,8.708,12.938,18.666,5.73,0.75,16.458,198.771,2.75,
2011-04-26,191.75,13.583,19.167,29.625,10.458,0.792,21.229,205.333,3.208,
2011-04-27,190.056,11.844,12.563,21.704,9.141,0.263,38.22,201.9,3.318,
2011-04-28,186.86,8.634,10.334,13.667,3.334,0.75,17.688,195.494,3.125,
2011-04-29,190.458,7.75,8.666,9.188,0.52,0.708,15.896,198.208,3.174,
2011-04-30,194.479,13.583,16.5,21.312,4.812,1.125,29.104,208.062,4.333,
2011-05-01,190.5,11.042,9.021,10.312,1.292,0.708,25.729,201.542,3.542,
2011-05-02,190.521,7.958,7.834,10.125,2.292,0.333,93.104,198.479,3.25,
2011-05-03,192.771,9.229,9.708,12.312,2.604,0.667,58.479,202.0,3.417,
2011-05-04,190.558,8.416,7.27,9.0,1.729,0.727,34.604,198.976,3.208,
2011-05-05,188.528,5.88,6.542,7.188,0.646,0.792,24.0,194.409,2.958,
2011-05-06,188.375,8.041,9.834,11.021,1.188,0.792,28.792,196.417,3.0,
2011-05-07,188.27,10.771,11.084,14.417,3.334,0.417,28.062,199.042,3.542,
2011-05-08,189.25,10.438,6.375,8.542,2.166,0.792,29.875,199.688,3.625,
2011-05-09,189.854,12.292,16.708,19.5,2.792,1.083,26.875,202.146,3.958,
2011-05-10,187.27,20.188,21.062,31.208,10.145,1.083,28.958,207.458,4.5,
2011-05-11,187.578,11.968,15.979,18.312,2.333,0.273,20.354,199.546,3.5,
2011-05-12,188.553,14.831,15.646,18.521,2.875,0.333,24.625,203.384,3.583,
2011-05-13,187.667,14.416,14.355,21.292,6.938,0.75,21.604,202.084,3.783,
2011-05-14,189.625,10.708,11.333,14.52,3.188,0.833,43.042,200.333,3.708,
2011-05-15,190.042,7.562,7.542,8.479,0.938,1.167,23.125,197.604,3.25,
2011-05-16,189.917,12.375,17.312,22.146,4.834,1.458,35.417,202.292,3.583,
2011-05-17,190.325,13.575,19.525,27.75,8.225,0.762,38.564,203.9,4.522,
2011-05-18,193.312,15.604,17.646,25.646,8.0,1.273,35.688,208.916,3.625,
2011-05-19,192.928,15.144,18.812,24.375,5.562,1.625,38.396,208.072,3.5,
2011-05-20,191.688,18.854,21.23,26.25,5.021,1.75,45.0,210.542,3.957,
2011-05-21,189.208,23.062,17.834,21.166,3.333,1.625,51.812,212.271,3.875,
2011-05-22,186.083,10.0,8.938,10.188,1.25,1.042,32.416,196.084,3.167,
2011-05-23,187.979,8.958,13.875,16.875,3.0,0.875,19.562,196.938,2.792,
2011-05-24,187.212,9.438,13.332,15.59,2.258,0.542,13.354,196.65,2.792,
2011-05-25,193.334,18.084,18.667,24.25,5.584,1.136,23.771,211.416,3.5,
2011-05-26,190.328,13.272,16.479,20.916,4.438,0.958,33.48,203.6,3.417,
2011-05-27,188.792,11.771,12.104,13.667,1.562,0.833,22.917,200.562,3.174,
2011-05-28,188.604,14.542,13.75,17.021,3.271,0.458,23.812,203.146,3.958,
2011-05-29,187.042,10.042,6.208,7.333,1.125,0.167,15.229,197.083,3.167,
2011-05-30,181.509,8.676,11.246,14.934,3.688,0.625,8.53,190.186,2.87,
2011-05-31,184.979,6.833,9.17,10.856,1.686,1.0,15.729,191.812,2.375,
2011-06-01,187.084,8.25,11.0,13.271,2.271,0.864,36.334,195.334,2.708,
2011-06-02,190.487,19.084,20.396,27.5,7.104,0.5,47.812,209.57,3.958,
2011-06-03,193.188,21.812,21.312,31.125,9.812,0.833,34.334,215.0,5.391,
2011-06-04,190.708,19.188,14.75,18.104,3.354,0.958,42.812,209.896,4.875,
2011-06-05,188.159,14.358,9.146,10.256,1.11,0.864,57.244,202.517,4.0,
2011-06-06,186.146,10.521,12.708,15.396,2.688,0.583,34.479,196.666,3.667,
2011-06-07,189.188,14.042,17.676,21.686,4.009,2.333,45.021,203.229,4.292,
2011-06-08,183.896,9.854,13.417,15.771,2.354,0.727,23.188,193.75,3.167,
2011-06-09,188.341,14.616,16.625,18.312,1.688,0.917,32.542,202.956,3.583,
2011-06-10,190.25,17.604,15.084,17.166,2.083,0.75,52.98,207.854,4.304,
2011-06-11,188.562,14.625,14.125,16.312,2.188,1.167,41.584,203.188,4.083,
2011-06-12,194.712,14.178,9.042,10.25,1.208,0.917,44.333,208.89,4.208,
2011-06-13,195.0,16.834,18.688,21.708,3.021,0.833,37.521,211.833,4.292,
2011-06-14,192.646,16.259,14.599,16.001,1.402,0.667,32.771,208.905,3.739,
2011-06-15,193.646,16.542,15.188,18.458,3.271,0.682,19.062,210.188,3.333,
2011-06-16,192.019,14.871,18.25,23.458,5.208,1.125,25.062,206.89,3.875,
2011-06-17,185.208,7.312,9.834,11.458,1.625,0.458,14.312,192.521,2.739,
2011-06-18,191.083,10.834,12.062,13.292,1.229,0.458,25.958,201.916,3.542,
2011-06-19,192.542,10.292,7.438,8.458,1.021,0.5,24.729,202.834,3.625,
2011-06-20,193.792,16.062,16.666,19.479,2.812,0.75,35.396,209.854,4.25,
2011-06-21,190.504,18.348,15.544,22.652,7.108,0.958,34.667,208.852,3.5,
2011-06-22,188.77,17.666,16.646,21.916,5.27,1.045,32.188,206.438,3.75,
2011-06-23,187.812,18.945,16.854,22.896,6.042,0.958,38.104,206.758,3.667,
2011-06-24,187.896,20.229,15.104,25.438,10.334,0.792,25.166,208.125,2.783,
2011-06-25,189.128,11.048,10.153,12.396,2.243,1.0,19.375,200.176,2.958,
2011-06-26,192.25,7.438,5.979,6.292,0.312,1.0,18.542,199.688,3.042,
2011-06-27,198.792,13.688,16.021,20.729,4.708,1.0,33.229,212.479,3.208,
2011-06-28,202.396,18.042,13.814,18.085,4.271,1.25,45.625,220.438,3.542,
2011-06-29,196.292,14.388,13.909,18.424,4.516,0.474,38.114,210.68,2.955,
2011-06-30,187.945,16.949,15.584,19.438,3.854,0.708,31.5,204.894,3.042,
2011-07-01,190.271,15.979,13.438,17.062,3.625,0.458,31.958,206.25,2.913,
2011-07-02,183.896,8.854,7.771,9.229,1.458,0.75,30.166,192.75,2.667,
2011-07-03,185.958,10.292,7.25,8.521,1.271,0.708,25.958,196.25,2.708,
2011-07-04,187.812,16.396,16.125,19.354,3.229,0.958,44.229,204.208,3.875,
2011-07-05,188.396,11.771,17.059,28.655,11.596,0.542,19.792,200.166,2.667,
2011-07-06,196.547,13.476,14.625,27.042,12.417,1.5,21.125,210.022,3.0,
2011-07-07,198.922,16.794,22.25,24.438,2.188,1.125,35.75,215.716,3.583,
2011-07-08,197.625,19.854,22.521,28.438,5.916,1.0,41.625,217.479,3.609,
2011-07-09,203.875,16.792,18.416,22.458,4.042,1.125,39.875,220.667,3.417,
2011-07-10,190.604,13.333,14.062,16.834,2.771,0.625,25.375,203.938,2.667,
2011-07-11,193.167,16.333,18.125,23.312,5.188,0.833,25.958,209.5,2.208,
2011-07-12,189.458,18.542,19.831,28.309,8.478,1.042,23.229,208.0,2.292,
2011-07-13,189.501,17.475,16.508,24.858,8.351,0.571,25.409,206.976,2.333,
2011-07-14,191.837,19.678,16.565,22.282,5.717,1.167,26.625,211.516,2.625,
2011-07-15,196.375,17.73,15.48,19.486,4.006,0.875,29.875,214.104,2.957,
2011-07-16,197.771,15.875,12.5,14.833,2.333,2.625,33.312,213.646,3.0,
2011-07-17,195.271,14.167,8.896,12.062,3.166,1.708,30.75,209.438,2.708,
2011-07-18,189.375,14.438,9.042,13.27,4.229,1.417,29.125,203.812,2.417,
2011-07-19,181.062,11.688,6.972,10.646,3.674,0.583,14.979,192.75,2.083,
2011-07-20,180.03,8.843,6.792,9.625,2.834,0.364,17.542,188.874,2.042,
2011-07-21,184.818,3.244,3.021,3.417,0.396,0.25,12.542,188.062,2.0,
2011-07-22,191.0,5.166,7.304,8.434,1.13,0.542,14.27,196.167,2.0,
2011-07-23,188.916,5.042,5.042,5.562,0.521,0.583,13.146,193.958,2.0,
2011-07-24,199.188,10.875,7.958,9.02,1.062,1.042,18.438,210.062,2.458,
2011-07-25,193.688,13.125,14.375,15.208,0.834,1.292,27.146,206.812,2.792,
2011-07-26,202.521,18.416,18.488,22.655,4.166,1.125,28.292,220.938,2.958,
2011-07-27,198.896,16.426,14.084,16.854,2.771,0.682,34.5,215.322,3.0,
2011-07-28,190.094,14.95,11.454,12.932,1.478,0.136,20.326,205.043,2.652,
2011-07-29,194.742,13.522,12.731,19.443,6.712,0.542,19.604,208.264,2.826,
2011-07-30,187.583,8.854,9.979,11.667,1.688,0.208,14.458,196.438,2.708,
2011-07-31,186.104,5.792,3.354,3.875,0.52,0.0,16.25,191.896,2.292,
2011-08-01,193.916,8.916,9.667,13.688,4.021,0.75,25.229,202.834,2.833,
2011-08-02,192.875,8.958,10.25,12.334,2.083,0.958,31.792,201.833,2.917,
2011-08-03,191.811,10.214,10.334,13.396,3.062,1.042,27.958,202.024,2.792,
2011-08-04,182.826,10.199,8.896,11.521,2.625,0.958,20.666,193.024,2.042,
2011-08-05,182.521,10.188,8.444,10.68,2.236,1.0,20.375,192.708,2.391,
2011-08-06,186.104,12.166,9.042,11.958,2.916,1.0,25.771,198.271,3.208,
2011-08-07,192.458,11.146,6.833,8.104,1.271,1.0,23.042,203.604,2.875,
2011-08-08,192.708,14.229,11.708,15.896,4.188,0.958,24.562,206.938,3.083,
2011-08-09,197.396,16.729,13.125,16.416,3.292,1.0,37.73,214.125,3.208,
2011-08-10,194.766,20.682,17.428,20.054,2.625,1.095,44.416,215.447,3.565,
2011-08-11,194.006,19.278,15.561,18.62,3.058,0.583,35.334,213.284,3.667,
2011-08-12,198.834,13.979,10.471,12.074,1.602,1.455,36.375,212.812,3.435,
2011-08-13,194.75,13.292,7.958,9.521,1.562,1.292,42.188,208.042,3.5,
2011-08-14,195.562,14.292,6.875,8.084,1.208,0.875,50.896,209.854,3.625,
2011-08-15,192.896,15.292,7.229,8.125,0.896,0.667,30.812,208.188,3.208,
2011-08-16,196.458,13.604,6.958,8.042,1.083,0.625,32.542,210.062,3.167,
2011-08-17,199.508,15.534,10.062,11.354,1.292,0.792,36.729,215.042,3.5,
2011-08-18,199.148,16.492,12.659,13.856,1.197,1.25,46.604,215.64,3.375,
2011-08-19,194.398,10.108,10.326,11.654,1.329,0.273,17.5,204.508,2.696,
2011-08-20,196.25,8.416,10.104,11.292,1.188,0.292,14.979,204.667,3.167,
2011-08-21,193.083,5.375,4.562,4.604,0.042,0.25,12.042,198.458,2.125,
2011-08-22,193.708,9.208,13.355,16.771,3.416,0.875,13.896,202.916,2.458,
2011-08-23,198.854,13.708,13.334,16.104,2.77,1.0,30.354,212.562,3.083,
2011-08-24,201.371,17.83,12.083,17.48,5.396,1.042,35.52,219.2,3.125,
2011-08-25,188.966,10.74,9.4,18.155,8.756,1.0,14.52,199.706,2.042,
2011-08-26,195.0,12.5,10.534,19.264,8.729,0.409,17.0,207.5,2.652,
2011-08-27,193.771,8.458,9.084,11.625,2.542,0.667,18.584,202.229,2.792,
2011-08-28,201.896,7.875,6.625,7.27,0.646,0.833,18.542,209.771,2.5,
2011-08-29,202.25,9.562,10.229,12.25,2.021,1.042,19.48,211.812,2.375,
2011-08-30,196.576,9.283,9.572,11.648,2.076,0.75,16.739,205.858,2.217,
2011-08-31,184.604,8.438,8.27,10.77,2.5,0.75,18.708,193.042,2.042,
2011-09-01,175.629,8.155,4.494,6.826,2.332,0.667,14.583,183.784,1.708,
2011-09-02,178.021,8.188,4.662,6.538,1.876,0.182,20.312,186.208,1.826,
2011-09-03,177.229,7.896,5.792,7.896,2.104,0.833,24.021,185.125,1.917,
2011-09-04,179.5,7.042,3.854,4.584,0.729,0.333,18.521,186.542,1.583,
2011-09-05,184.875,10.688,8.562,10.938,2.375,0.208,17.771,195.562,2.0,
2011-09-06,189.375,10.055,11.875,14.542,2.666,0.375,11.417,199.43,2.0,
2011-09-07,197.312,14.542,13.125,18.584,5.458,0.792,18.979,211.854,2.333,
2011-09-08,206.848,18.385,16.155,19.63,3.476,0.958,32.896,225.233,3.542,
2011-09-09,206.375,18.104,13.312,16.692,3.38,1.0,35.396,224.48,3.609,
2011-09-10,200.688,17.146,11.333,13.375,2.042,0.792,36.166,217.833,3.5,
2011-09-11,185.625,10.5,6.834,7.916,1.083,1.625,26.167,196.125,2.542,
2011-09-12,190.354,15.875,12.312,17.146,4.833,1.042,21.833,206.23,2.333,
2011-09-13,189.808,16.286,10.975,15.112,4.136,0.857,21.5,206.094,2.545,
2011-09-14,191.146,16.062,11.938,16.479,4.542,1.75,30.208,207.208,3.042,
2011-09-15,186.874,16.739,12.3,15.6,3.301,0.958,23.625,203.612,2.792,
2011-09-16,184.792,16.084,12.082,19.16,7.077,0.318,18.166,200.875,2.435,
2011-09-17,178.73,10.229,7.334,11.25,3.916,0.708,15.479,188.958,2.167,
2011-09-18,183.917,11.979,6.396,8.25,1.854,0.5,18.521,195.896,2.125,
2011-09-19,184.708,10.5,6.834,9.125,2.292,0.667,22.792,195.208,2.417,
2011-09-20,187.03,10.002,12.188,16.667,4.479,0.292,10.5,196.604,2.0,
2011-09-21,183.188,6.908,10.438,13.625,3.188,0.25,10.271,190.201,2.0,
2011-09-22,187.841,12.341,13.814,19.237,5.422,0.333,11.542,200.182,2.042,
2011-09-23,193.771,12.062,11.304,15.935,4.631,0.409,11.916,205.834,2.913,
2011-09-24,194.729,9.812,8.938,12.354,3.416,0.75,13.48,204.542,2.75,
2011-09-25,196.958,8.666,7.583,8.584,1.0,0.917,15.354,205.625,2.708,
2011-09-26,203.104,13.438,16.042,26.27,10.229,0.833,18.896,216.542,3.792,
2011-09-27,198.886,12.512,13.729,23.896,10.166,0.833,17.062,211.398,3.25,
2011-09-28,207.27,13.792,15.146,26.792,11.646,0.708,22.458,221.062,3.75,
2011-09-29,195.122,14.082,14.557,21.788,7.231,0.792,24.868,209.204,3.917,
2011-09-30,197.604,20.542,19.976,26.342,6.365,0.864,37.604,218.146,4.565,
2011-10-01,191.854,12.458,11.5,15.75,4.25,0.583,20.73,204.312,3.375,
2011-10-02,190.229,8.958,6.542,7.208,0.666,0.667,16.312,199.188,2.542,
2011-10-03,189.646,8.438,9.542,12.812,3.271,0.083,10.5,198.084,2.583,
2011-10-04,190.618,12.012,13.834,21.083,7.25,1.208,19.25,202.63,3.25,
2011-10-05,194.25,20.604,23.396,41.625,18.23,1.083,29.812,214.854,5.042,
2011-10-06,187.116,12.316,12.654,16.839,4.186,0.792,11.396,199.434,3.042,
2011-10-07,187.458,10.688,10.618,17.097,6.479,0.591,18.25,198.146,3.652,
2011-10-08,189.479,9.562,11.0,14.396,3.396,0.708,30.312,199.042,3.667,
2011-10-09,191.854,10.834,8.438,9.896,1.458,0.917,38.938,202.688,4.708,
2011-10-10,190.875,11.729,9.396,12.042,2.646,0.542,33.604,202.604,4.292,
2011-10-11,191.26,15.987,16.312,22.416,6.104,1.583,43.292,207.246,4.375,
2011-10-12,191.021,17.48,16.438,19.812,3.375,1.167,45.271,208.5,4.375,
2011-10-13,192.636,18.972,20.318,32.028,11.71,1.333,51.271,211.608,5.958,
2011-10-14,196.03,21.226,16.938,32.964,16.027,1.045,61.375,217.256,5.952,
2011-10-15,190.979,21.416,15.583,25.646,10.062,1.0,41.166,212.396,5.125,
2011-10-16,188.708,15.958,6.75,11.729,4.98,0.958,22.771,204.667,4.125,
2011-10-17,192.896,19.146,15.73,26.062,10.334,0.833,32.584,212.042,4.625,
2011-10-18,191.166,14.104,13.812,20.438,6.625,0.917,21.834,205.271,3.25,
2011-10-19,191.646,11.75,11.729,15.416,3.688,0.958,19.958,203.396,3.208,
2011-10-20,190.981,12.458,13.909,23.871,9.962,0.667,22.438,203.439,3.958,
2011-10-21,187.854,11.916,12.952,23.313,10.362,0.591,18.584,199.771,3.783,
2011-10-22,192.75,17.75,16.292,27.667,11.375,0.25,24.042,210.5,4.625,
2011-10-23,190.02,17.042,10.5,15.354,4.854,0.542,28.23,207.062,4.25,
2011-10-24,186.625,11.104,11.75,17.125,5.375,0.708,18.084,197.729,3.333,
2011-10-25,187.4,17.752,15.521,22.688,7.166,0.917,32.208,205.152,3.792,
2011-10-26,187.354,5.458,8.75,11.229,2.479,0.167,9.604,192.812,2.792,4.308
2011-10-27,191.484,13.462,15.918,26.074,10.156,0.333,21.087,204.946,4.0,13.958
2011-10-28,194.625,17.125,17.968,33.574,15.606,0.773,33.166,211.75,4.783,26.125
2011-10-29,191.708,15.834,15.729,25.458,9.729,0.625,34.792,207.542,4.25,26.792
2011-10-30,189.833,12.125,9.438,12.0,2.562,0.292,35.834,201.958,4.25,27.708
2011-10-31,186.75,11.188,13.25,21.875,8.625,0.625,18.73,197.938,3.625,13.542
2011-11-01,191.792,16.062,17.229,31.458,14.23,0.75,19.584,207.854,3.917,13.25
2011-11-02,196.062,21.188,20.958,36.479,15.521,0.958,34.979,217.25,5.125,27.0
2011-11-03,194.364,25.318,20.388,32.953,12.564,1.0,40.542,219.682,5.625,33.208
2011-11-04,194.458,24.188,19.748,44.006,24.259,0.727,34.25,218.646,5.565,27.75
2011-11-05,196.98,26.0,16.938,30.334,13.395,0.75,65.042,222.98,5.958,42.917
2011-11-06,193.584,21.062,13.062,16.583,3.521,0.25,64.146,214.646,5.5,35.833
2011-11-07,191.75,18.396,13.208,24.062,10.854,0.583,23.48,210.146,3.917,10.875
