date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,THC_mean,CO_mean,SO2_mean
2012-11-29,205.167,52.25,24.604,100.2085,75.6045,27.958,257.417,10.25,3.042
2012-11-30,197.167,29.833,15.271,53.479,38.2085,14.333,227.0,5.75,2.0
2012-12-01,197.458,25.792,14.479500000000002,41.0625,26.5835,6.708,223.25,4.792,1.708
2012-12-02,198.083,25.75,12.3335,29.646,17.3125,8.792,223.833,5.083,1.25
2012-12-03,197.13,57.043,22.104,76.8125,54.708,13.0,254.174,8.167,1.833
2012-12-04,196.667,68.0,13.6875,32.979,19.2915,12.917,264.667,3.87,1.958
2012-12-05,197.208,62.333,23.884,73.80799999999999,49.924,14.583,259.542,7.625,2.583
2012-12-06,197.458,57.5,11.604500000000002,23.7915,12.1875,9.417,254.958,3.417,2.5
2012-12-07,196.375,62.958,21.229,55.3335,34.104,14.25,259.333,6.375,2.565
2012-12-08,198.625,63.208,16.646,41.2085,24.5625,16.208,261.833,5.417,2.583
2012-12-09,196.125,51.75,8.4585,16.083,7.625,10.625,247.875,3.5,1.833
2012-12-10,196.478,50.13,14.521,38.0,23.479,7.042,246.609,4.125,1.125
2012-12-11,197.042,63.667,15.792000000000002,39.1455,23.3545,7.125,260.708,4.565,1.25
2012-12-12,197.792,63.625,18.164,54.855000000000004,36.691,7.208,261.417,5.792,1.333
2012-12-13,201.5,461.25,21.2295,62.0,40.771,10.542,662.75,6.375,1.958
2012-12-14,206.833,123.833,25.0625,74.7295,49.6665,19.375,330.667,7.708,2.696
2012-12-15,205.708,99.375,23.729,71.333,47.604,18.292,305.083,8.708,2.5
2012-12-16,204.708,81.75,13.604,33.979,20.375,10.75,286.458,6.833,1.958
2012-12-17,198.043,73.652,23.896,78.146,54.25,19.708,271.696,8.5,2.583
2012-12-18,195.917,68.125,14.2085,51.979,37.7705,14.875,264.042,6.087,2.125
2012-12-19,193.125,60.75,16.22,42.788,26.568,4.458,253.875,4.792,1.125
2012-12-20,196.125,60.75,21.6665,62.396,40.7295,10.458,256.875,6.375,1.833
2012-12-21,195.353,67.765,24.3125,70.125,45.8125,13.958,263.118,7.042,1.826
2012-12-22,191.667,62.417,14.6665,39.0205,24.354,7.875,254.083,4.792,1.75
2012-12-23,193.292,54.167,10.6665,22.3125,11.646,15.958,247.458,5.25,2.083
2012-12-24,195.696,48.261,10.0625,19.125,9.0625,8.542,243.957,3.417,1.25
2012-12-25,197.208,54.375,22.646,62.0835,39.4375,16.667,251.583,7.0,2.208
2012-12-26,195.5,55.583,16.2735,41.2265,24.953,9.042,251.083,4.417,1.875
2012-12-27,197.375,55.083,23.646,71.75,48.104,10.958,252.458,7.083,2.208
2012-12-28,198.625,61.792,20.2705,62.229,41.9585,11.739,260.417,6.5,1.522
2012-12-29,197.417,63.375,19.667,53.25,33.583,8.833,260.792,7.375,2.083
2012-12-30,197.0,63.875,12.479500000000002,30.5625,18.0835,6.0,260.875,5.583,2.0
2012-12-31,195.87,46.739,5.354,8.854,3.5,7.792,242.609,2.75,1.458
2013-01-01,199.833,28.333,13.277,19.2955,6.0184999999999995,19.2085,228.167,5.042,2.792
2013-01-02,198.0,26.25,13.895499999999998,24.167,10.270499999999998,11.2705,224.25,5.083,1.833
2013-01-03,199.417,27.0,16.1875,27.625,11.4375,8.7295,226.417,5.5,2.087
2013-01-04,197.208,25.875,11.2705,21.9165,10.646,9.125,223.083,4.625,1.542
2013-01-05,197.042,24.417,14.9585,28.0,13.0415,5.8125,221.458,4.458,1.042
2013-01-06,198.739,29.435,19.125,46.958,27.8335,5.75,228.174,5.083,1.042
2013-01-07,200.167,34.542,28.8125,69.25,40.4375,9.3125,234.708,6.0,1.708
2013-01-08,198.0,40.5,31.3315,98.078,66.7465,10.375,238.5,8.0,2.167
2013-01-09,192.042,21.333,11.104,18.6875,7.5835,1.9585,213.375,2.667,1.458
2013-01-10,194.958,23.542,18.8955,37.021,18.125,2.375,218.5,3.708,1.0
2013-01-11,196.458,25.042,20.3125,45.25,24.9375,10.0,221.5,5.5,1.792
2013-01-12,198.0,27.333,16.125,28.021,11.896,16.5835,225.333,5.625,2.167
2013-01-13,198.0,24.087,13.667000000000002,28.0415,14.375,9.479,222.087,4.542,1.458
2013-01-14,198.125,30.083,25.475,76.096,50.621,5.5625,228.208,6.0,1.542
2013-01-15,196.875,28.5,20.542,43.896,23.354,5.8125,225.375,5.5,2.0
2013-01-16,197.0,29.667,27.354,64.792,37.4375,5.875,226.667,5.417,2.042
2013-01-17,196.833,25.417,18.1875,41.375,23.1875,4.9165,222.25,4.917,1.478
2013-01-18,199.667,27.375,19.5,42.6665,23.1665,15.082999999999998,227.042,5.833,3.0
2013-01-19,198.0,23.208,8.8545,15.146,6.2915,4.104,221.208,2.875,1.125
2013-01-20,199.565,33.0,31.2915,77.896,46.604,12.271,232.565,6.75,1.917
2013-01-21,198.917,30.167,24.9375,57.375,32.4375,15.4375,229.083,6.783,2.333
2013-01-22,197.542,24.708,20.153,46.271,26.1175,9.4375,222.25,5.667,1.625
2013-01-23,199.083,29.375,25.625,63.25,37.625,10.271,228.458,6.375,1.792
2013-01-24,198.958,34.125,31.75,74.6875,42.9375,14.25,233.083,7.458,3.261
2013-01-25,201.583,42.958,36.6875,79.4165,42.729,18.7085,244.542,9.5,4.875
2013-01-26,195.792,24.417,11.125,18.854,7.729,10.5625,220.208,3.667,2.792
2013-01-27,195.652,24.913,22.125,51.2295,29.104,6.9795,220.565,4.917,1.875
2013-01-28,198.458,34.958,33.587,80.297,46.71,17.817999999999998,233.417,7.261,4.333
2013-01-29,198.833,37.083,31.286,73.595,42.3095,20.667,235.917,7.619,3.042
2013-01-30,204.125,55.042,44.7875,131.254,86.4665,23.47,259.167,10.5,2.625
2013-01-31,196.292,30.458,24.9375,62.5,37.5625,19.9375,226.75,7.5,3.391
2013-02-01,198.333,33.125,28.604,60.125,31.521,16.6875,231.458,7.333,3.125
2013-02-02,200.0,37.708,27.375,51.4375,24.0625,26.875,237.708,9.042,3.625
2013-02-03,202.261,42.652,27.0415,82.0,54.958,29.0835,244.913,8.833,3.917
2013-02-04,194.458,22.125,11.5625,26.021,14.4585,1.625,216.583,3.348,1.667
2013-02-05,195.333,22.333,15.952000000000002,36.539,20.587,4.6665,217.667,3.833,1.125
2013-02-06,195.375,22.083,20.0625,51.2295,31.1665,5.8545,217.458,5.083,1.167
2013-02-07,194.917,21.042,16.0,38.833,22.8335,5.9585,215.958,4.167,1.348
2013-02-08,193.833,21.542,10.8335,22.4375,11.604,1.5830000000000002,215.375,3.083,0.917
2013-02-09,195.125,20.0,7.1875,12.646,5.458,2.708,215.125,2.958,1.0
2013-02-10,196.783,25.652,20.167,50.8955,30.7295,8.3125,222.435,5.292,1.333
2013-02-11,194.917,22.583,10.3335,20.5835,10.25,3.8125,217.5,3.435,1.083
2013-02-12,195.542,24.083,18.6215,43.248,24.627000000000002,5.993,219.625,4.292,1.25
2013-02-13,194.5,24.208,19.1665,45.354,26.1875,5.1739999999999995,218.708,4.333,1.364
2013-02-14,194.583,26.958,23.229,58.104,34.875,6.1045,221.542,5.083,0.182
2013-02-15,191.75,20.375,11.104,18.896,7.7915,1.771,212.125,2.792,0.0
2013-02-16,196.833,23.292,9.8335,15.7085,5.875,23.125,220.125,4.208,1.292
2013-02-17,197.304,24.957,21.5415,50.479,28.9375,27.021,222.261,6.333,1.583
2013-02-18,192.917,23.042,11.9165,25.6665,13.75,11.7295,215.958,3.478,0.708
2013-02-19,192.083,21.5,11.4565,23.622999999999998,12.1665,9.6875,213.583,3.125,0.25
2013-02-20,194.167,28.333,26.021,64.979,38.958,13.271,222.5,5.417,0.917
2013-02-21,195.25,26.625,20.4585,41.25,20.7915,14.1875,221.875,5.083,0.783
2013-02-22,195.458,26.583,25.6665,55.3125,29.646,12.208,222.042,6.333,0.583
2013-02-23,194.667,24.542,14.6665,25.1665,10.5,12.7295,219.208,4.958,0.583
2013-02-24,195.826,30.261,30.2085,63.021,32.8125,14.917000000000002,226.087,6.417,0.917
2013-02-25,199.833,34.042,36.479,72.9375,36.458,45.9165,233.875,8.652,2.417
2013-02-26,197.667,30.958,29.704,54.8105,25.1065,53.3335,228.625,7.75,1.875
2013-02-27,192.208,31.417,34.2295,67.667,33.4375,22.2915,223.625,6.958,1.083
2013-02-28,190.667,25.125,20.326,41.441,21.115,21.596,215.792,5.417,0.957
2013-03-01,193.542,27.833,18.979,40.6875,21.7085,27.8125,221.375,6.583,0.708
2013-03-02,192.333,23.833,9.9795,17.542,7.5625,8.9165,216.167,4.583,0.167
2013-03-03,195.826,22.522,14.5625,30.0,15.4375,6.979,218.348,4.125,0.125
2013-03-04,197.833,27.125,26.8125,59.25,32.4375,10.1875,224.958,5.565,0.75
2013-03-05,195.208,27.208,18.435000000000002,42.0835,23.648500000000002,9.25,222.417,4.625,0.5
2013-03-06,195.542,20.917,12.5625,25.75,13.1875,10.0,216.458,3.292,0.208
2013-03-07,197.417,31.833,20.354,44.25,23.896,9.75,229.25,5.0,0.609
2013-03-08,197.167,28.333,17.396,37.271,19.875,12.0415,225.5,4.958,0.458
2013-03-09,197.083,28.292,14.229,22.8335,8.604500000000002,21.375,225.375,4.708,0.75
2013-03-10,195.609,19.957,9.625,18.771,9.146,7.3035,215.565,2.875,0.25
2013-03-11,198.792,28.25,27.026500000000002,55.07,28.0435,12.9375,227.042,4.783,0.875
2013-03-12,199.0,33.708,33.2735,67.80799999999999,34.5345,20.167,232.708,6.0,1.917
2013-03-13,195.333,36.417,28.7085,68.4375,39.729,12.4585,231.75,5.292,0.75
2013-03-14,193.0,20.958,10.895499999999998,20.396,9.5,6.2705,213.958,3.25,0.261
2013-03-15,196.708,26.208,24.5625,46.667,22.104,19.9165,222.917,5.042,0.792
2013-03-16,199.458,28.458,19.396,28.667,9.271,35.604,227.917,5.875,1.667
2013-03-17,199.889,29.333,33.5625,55.1875,21.625,47.5415,229.222,6.667,1.958
2013-03-18,,,36.0,70.8335,34.833,37.25,,6.304,1.5
2013-03-19,,,22.669,46.116,23.4465,18.375,,5.292,1.0
2013-03-20,,,24.625,50.875,26.25,8.2295,,4.917,0.833
2013-03-21,,,6.375,10.832999999999998,4.4585,5.146,,2.5,0.174
2013-03-22,,,19.0415,38.521,19.479,8.396,,3.917,0.667
2013-03-23,,,20.75,30.4375,9.6875,22.9165,,5.083,1.625
2013-03-24,,,32.146,53.75,21.6045,42.396,,6.208,2.833
2013-03-25,,,42.271,73.5625,31.292,30.7915,,6.435,3.625
2013-03-26,,,41.176500000000004,93.1065,51.93,22.7915,,6.958,1.333
2013-03-27,,,19.271,39.4795,20.2085,17.4585,,4.417,1.25
2013-03-28,,,30.5625,55.2915,24.729,29.7085,,5.208,1.565
2013-03-29,,,26.042,48.271,22.229,18.625,,4.917,1.375
2013-03-30,,,12.896,20.2295,7.3335,7.8955,,3.542,0.792
2013-03-31,,,12.071499999999999,22.596,10.5245,16.3335,,4.125,0.875
2013-04-01,192.87,23.783,31.2915,59.229,27.9375,13.708,216.652,5.792,1.375
2013-04-02,194.208,56.292,33.1045,74.4585,41.354,19.391,250.5,7.13,1.25
2013-04-03,191.0,75.75,15.814499999999999,24.1745,8.3605,14.708,266.75,3.458,0.833
2013-04-04,192.667,72.083,36.646,62.5835,25.9375,23.583,264.75,6.792,2.125
2013-04-05,191.708,69.125,27.146,45.6875,18.542,19.042,260.833,5.333,2.087
2013-04-06,189.625,72.167,21.6045,38.2915,16.6875,8.042,261.792,4.833,0.792
2013-04-07,189.0,56.458,7.6875,11.354500000000002,3.6665,4.0,245.458,3.125,0.667
2013-04-08,194.609,52.87,24.875,48.125,23.25,12.167,247.478,5.458,1.292
2013-04-09,194.625,86.208,22.542,43.7085,21.1665,23.625,280.833,5.522,2.333
2013-04-10,193.833,61.125,16.8715,27.1595,10.288,15.417,254.958,3.708,1.708
2013-04-11,195.208,54.958,23.8125,41.375,17.5625,21.958,250.167,5.25,1.792
2013-04-12,195.75,52.958,20.396,40.875,20.479,18.167,248.708,5.0,1.522
2013-04-13,194.833,50.167,23.0,40.042,17.0415,17.542,245.0,6.0,1.542
2013-04-14,194.667,51.583,20.021,27.2705,7.25,27.667,246.25,5.708,4.375
2013-04-15,190.957,50.435,22.4375,37.1455,14.707999999999998,21.708,241.391,4.75,2.458
2013-04-16,189.958,52.889,25.0205,44.8125,19.7915,24.792,243.333,5.174,4.042
2013-04-17,187.208,194.053,24.829,42.0235,17.195,20.417,380.895,5.208,2.208
2013-04-18,187.667,79.833,22.125,41.5415,19.4165,18.5,267.5,4.792,2.458
2013-04-19,189.5,68.0,10.625,18.6875,8.0625,15.5,257.5,3.042,0.957
2013-04-20,191.792,73.583,18.6045,35.8125,17.2085,12.625,265.375,4.292,0.667
2013-04-21,191.583,64.125,4.75,7.271,2.521,3.417,255.708,2.167,0.125
2013-04-22,193.913,62.217,19.8335,39.9165,20.083,12.542,256.13,4.583,0.833
2013-04-23,194.375,64.208,31.708,58.2915,26.5835,14.875,258.583,5.565,1.667
2013-04-24,195.0,86.375,33.0415,67.307,34.2655,9.875,281.375,7.083,0.958
2013-04-25,193.75,80.583,31.3335,54.125,22.7915,18.75,274.333,6.417,2.125
2013-04-26,193.583,64.542,23.5415,41.0835,17.542,22.458,258.125,5.708,2.13
2013-04-27,194.542,63.958,21.5,35.271,13.771,17.792,258.5,5.583,1.333
2013-04-28,195.208,63.708,12.8335,17.4375,4.604,18.125,258.917,4.75,1.667
2013-04-29,193.826,59.739,15.771,22.354,6.583,20.333,253.565,4.917,2.375
2013-04-30,192.417,62.0,27.583,45.7915,18.2085,16.833,254.417,5.783,1.75
2013-05-01,191.792,49.625,10.3205,20.4475,10.127,6.522,241.417,2.792,0.958
2013-05-02,189.833,27.5,12.375,25.1045,12.729500000000002,5.042,217.333,3.375,0.875
2013-05-03,191.292,29.792,13.5,24.9165,11.417000000000002,7.208,221.083,4.667,1.13
2013-05-04,192.333,30.292,11.4375,17.771,6.333,10.75,222.625,4.333,1.25
2013-05-05,193.583,30.542,16.0,21.875,5.875,24.792,224.125,5.833,2.125
2013-05-06,186.652,32.217,14.8335,21.042,6.2085,26.042,218.87,4.917,2.667
2013-05-07,183.875,31.125,8.875,18.2085,9.3335,8.458,215.0,2.609,1.0
2013-05-08,184.5,33.125,24.935499999999998,48.2715,23.336000000000002,10.708,217.625,4.542,2.167
2013-05-09,188.083,38.333,35.3335,61.5,26.1665,15.583,226.417,6.25,4.25
2013-05-10,186.625,49.292,37.625,70.729,33.104,21.75,235.917,7.167,3.087
2013-05-11,186.25,50.667,29.1875,62.75,33.5625,14.75,236.917,7.458,1.708
2013-05-12,185.75,40.792,16.2705,23.0625,6.7915,18.417,226.542,5.958,2.583
2013-05-13,184.522,46.391,27.104,47.271,20.1665,18.583,230.913,5.542,3.75
2013-05-14,183.583,43.25,31.25,51.4585,20.2085,21.583,226.833,6.13,4.375
2013-05-15,182.708,36.625,21.4675,41.3915,19.924,12.917,219.333,4.417,3.042
2013-05-16,181.833,33.542,13.5,23.792,10.2915,24.042,215.375,3.375,1.792
2013-05-17,183.125,36.25,22.4795,37.6665,15.1875,13.708,219.375,4.333,2.609
2013-05-18,182.625,36.542,18.146,30.5625,12.4165,12.833,219.167,4.5,2.583
2013-05-19,181.833,37.375,14.979,23.7915,8.8125,8.917,219.208,4.25,1.708
2013-05-20,184.217,42.652,28.417,57.8125,29.396,7.375,226.87,6.5,2.5
2013-05-21,185.5,55.375,27.058,44.8025,17.7445,24.042,240.875,6.391,3.583
2013-05-22,188.042,48.042,34.278,53.661,19.383,37.75,236.083,7.083,4.292
2013-05-23,187.208,37.917,19.3545,33.5415,14.1875,16.542,225.125,3.833,2.208
2013-05-24,188.222,31.167,24.875,42.896,18.0205,12.708,219.389,4.5,2.13
2013-05-25,189.792,23.833,20.1875,32.604,12.4165,19.458,213.625,5.125,2.417
2013-05-26,189.583,22.333,12.5625,18.2295,5.6665,14.0,211.917,4.333,2.125
2013-05-27,191.696,25.13,24.125,49.1875,25.0625,15.875,216.826,5.5,1.875
2013-05-28,189.833,26.042,19.9795,44.0,24.021,8.208,215.875,4.522,1.458
2013-05-29,187.25,27.542,23.8525,55.6395,31.7875,5.333,214.792,5.208,1.917
2013-05-30,190.833,24.625,23.4585,52.4585,29.0,17.458,215.458,6.292,2.792
2013-05-31,192.417,23.917,23.1875,42.2295,19.042,16.0,216.333,5.667,2.174
2013-06-01,192.167,25.042,29.146,49.1665,20.0205,13.542,217.208,6.25,2.667
2013-06-02,190.583,21.75,11.3335,17.271,5.9375,12.542,212.333,4.0,2.333
2013-06-03,192.0,25.591,24.833,41.083,16.25,18.957,217.591,5.208,2.5
2013-06-04,192.208,30.083,22.5625,39.083,16.521,16.708,222.292,4.609,2.583
2013-06-05,192.5,31.25,25.0045,45.1745,20.1705,17.75,223.75,5.042,2.833
2013-06-06,192.375,32.917,24.6875,50.646,25.958,19.75,225.292,5.625,1.958
2013-06-07,191.333,28.167,14.8125,25.6665,10.854500000000002,19.167,219.5,3.708,2.174
2013-06-08,190.625,29.667,18.646,29.521,10.875,18.375,220.292,4.625,2.208
2013-06-09,190.833,27.125,12.9165,18.2915,5.375,16.208,217.958,4.167,1.875
2013-06-10,194.609,28.304,22.5415,42.4165,19.875,14.417,222.913,4.542,2.167
2013-06-11,192.833,28.917,19.625,37.854,18.229,8.917,221.75,4.348,1.75
2013-06-12,187.708,29.458,16.9175,38.3185,21.401500000000002,9.167,217.167,4.25,2.208
2013-06-13,190.292,31.5,19.4585,39.1455,19.6875,14.083,221.792,3.875,3.25
2013-06-14,190.417,28.5,25.292,43.9375,18.6455,15.542,218.917,5.083,3.957
2013-06-15,189.917,32.0,21.125,40.771,19.6455,14.875,221.917,5.917,2.833
2013-06-16,191.0,27.833,10.375,18.2085,7.8335,10.458,218.833,4.083,1.917
2013-06-17,187.261,29.913,22.479,45.104,22.625,18.5,217.174,5.125,3.792
2013-06-18,182.042,25.292,20.6045,40.5835,19.979,21.792,207.333,4.174,4.75
2013-06-19,181.083,28.917,16.564999999999998,38.112,21.547,12.208,210.0,3.958,3.0
2013-06-20,194.0,39.125,35.9375,62.625,26.6875,7.208,233.125,6.167,1.167
2013-06-21,191.833,36.083,31.9795,57.583,25.6045,10.083,227.917,6.208,1.261
2013-06-22,192.783,33.217,26.1035,43.817,17.714000000000002,11.0,226.0,6.75,2.25
2013-06-23,194.75,36.5,19.9375,30.8125,10.875,18.792,231.25,7.75,2.667
2013-06-24,195.261,34.957,29.0415,55.958,26.9165,18.833,230.217,7.042,2.708
2013-06-25,195.083,33.833,27.292,54.146,26.854,15.375,228.917,6.435,2.917
2013-06-26,191.0,32.875,25.093,53.025,27.932,6.125,223.875,5.375,1.375
2013-06-27,194.333,31.375,23.1665,44.9795,21.8125,10.375,225.708,5.5,1.75
2013-06-28,193.75,31.208,23.1665,50.1455,26.979,14.792,224.958,5.417,2.217
2013-06-29,193.25,31.0,21.375,38.0,16.625,11.708,224.25,5.083,2.625
2013-06-30,193.458,30.958,13.4165,22.7295,9.3125,10.917,224.417,4.792,2.167
2013-07-01,191.0,27.957,20.2875,42.054,21.7665,11.043,218.957,4.417,2.375
2013-07-02,191.208,30.917,20.417,44.2295,23.8125,10.167,222.125,4.391,2.542
2013-07-03,188.25,31.875,21.5045,40.041,18.535999999999998,8.125,220.125,4.417,2.5
2013-07-04,188.25,39.417,29.604,66.2705,36.6665,9.833,227.667,6.958,2.083
2013-07-05,179.333,29.083,12.020499999999998,28.125,16.104,13.792,208.417,3.875,3.391
2013-07-06,179.792,28.167,10.25,21.208,10.9585,11.375,207.958,3.542,3.5
2013-07-07,181.917,31.125,10.771,19.8955,9.125,11.958,213.042,3.667,3.583
2013-07-08,183.261,30.043,18.583,39.771,21.1875,20.542,213.304,5.208,5.833
2013-07-09,186.25,30.208,22.479,45.146,22.667,29.292,216.458,5.435,6.708
2013-07-10,183.333,27.417,19.8405,35.179500000000004,15.339,36.167,210.75,4.333,9.792
2013-07-11,183.875,27.792,17.6875,32.7085,15.020499999999998,28.625,211.667,3.958,6.25
2013-07-12,183.625,29.083,17.0625,35.979,18.917,19.875,212.708,4.125,4.957
2013-07-13,184.75,27.542,14.0625,29.146,15.0835,12.292,212.292,4.292,4.25
2013-07-14,189.208,31.792,12.125,21.542,9.4165,11.917,221.0,4.958,2.792
2013-07-15,189.696,32.87,14.1875,30.4165,16.229,7.125,222.565,5.0,1.958
2013-07-16,126.458,33.75,19.854,46.9165,27.0625,10.583,160.208,5.478,2.833
2013-07-17,17.667,45.417,21.1935,42.973,21.779,17.083,63.083,4.667,3.875
2013-07-18,99.292,47.125,15.021,29.229,14.207999999999998,18.292,146.417,3.208,3.375
2013-07-19,190.667,29.458,14.3125,28.729,14.417000000000002,7.625,220.125,2.958,2.0
2013-07-20,193.667,32.458,24.1875,40.0835,15.895499999999998,10.917,226.125,5.292,3.25
2013-07-21,192.0,30.292,16.0415,22.0625,6.021,17.375,222.292,5.208,4.375
2013-07-22,191.565,32.696,20.25,38.8335,18.583,20.042,224.261,5.042,3.375
2013-07-23,190.5,32.875,22.9795,44.75,21.7705,20.917,223.375,5.478,4.0
2013-07-24,197.542,40.167,28.742,55.546,26.8045,21.833,237.708,5.583,5.083
2013-07-25,197.083,31.708,28.8125,51.6665,22.854,27.792,228.792,6.167,6.75
2013-07-26,199.917,29.042,27.2085,47.1665,19.958,35.208,228.958,6.667,5.435
2013-07-27,203.417,29.542,24.625,36.521,11.896,34.792,232.958,7.333,5.75
2013-07-28,203.167,26.25,14.1875,19.583,5.396,29.375,229.417,5.542,3.833
2013-07-29,190.478,29.13,24.1875,50.0,25.8125,16.958,219.609,5.75,3.667
2013-07-30,192.958,26.583,24.9795,49.167,24.1875,26.833,219.542,7.043,4.458
2013-07-31,197.375,29.167,23.008,44.063,21.055,28.875,226.542,6.542,3.417
2013-08-01,192.833,27.958,21.0415,43.3335,22.292,18.391,220.792,5.875,3.0
2013-08-02,194.375,25.208,13.4865,28.2805,14.793999999999999,18.833,219.583,4.25,2.652
2013-08-03,191.417,24.667,12.957999999999998,28.125,15.167000000000002,8.833,216.083,4.708,2.542
2013-08-04,,,11.7085,17.7295,6.021,17.333,,4.542,3.292
2013-08-05,176.143,29.143,18.0835,37.521,19.4375,15.042,205.286,4.833,5.042
2013-08-06,189.833,29.25,24.2295,44.625,20.396,19.542,219.083,5.652,3.708
2013-08-07,193.083,26.542,22.301000000000002,37.7005,15.3995,22.833,219.625,5.375,3.417
2013-08-08,192.333,30.292,25.229,43.979,18.75,28.25,222.625,6.708,4.083
2013-08-09,193.375,29.208,30.333,48.2085,17.875,39.083,222.583,7.792,6.739
2013-08-10,195.667,28.667,24.0625,36.729,12.667000000000002,41.875,224.333,7.542,6.083
2013-08-11,194.542,26.542,13.75,18.625,4.875,39.708,221.083,5.958,5.083
2013-08-12,193.522,24.304,15.917000000000002,29.5,13.5835,27.792,217.826,4.417,3.833
2013-08-13,195.083,25.208,15.646,26.083,10.4375,25.333,220.292,4.87,3.583
2013-08-14,196.25,25.792,17.7045,25.9465,8.242,27.458,222.042,5.292,4.333
2013-08-15,194.0,24.333,15.957999999999998,23.0,7.0415,35.875,218.333,5.375,4.792
2013-08-16,191.167,22.792,16.021,23.7295,7.7085,33.417,213.958,5.375,4.913
2013-08-17,190.333,22.583,14.229,24.25,10.021,23.292,212.917,4.792,4.292
2013-08-18,186.417,20.125,9.4375,16.5415,7.1045,15.292,206.542,3.708,4.083
2013-08-19,185.696,21.609,14.625,35.229,20.604,11.833,207.304,4.5,4.542
2013-08-20,181.083,20.417,14.707999999999998,37.729,23.021,7.25,201.5,4.261,5.0
2013-08-21,180.083,22.167,18.5115,43.6365,25.125,9.375,202.25,5.125,5.792
2013-08-22,181.792,23.042,18.542,38.125,19.5835,10.375,204.833,4.708,5.417
2013-08-23,182.042,22.958,19.021,36.667,17.646,12.083,205.0,4.25,5.043
2013-08-24,184.917,25.125,20.8955,42.9585,22.0625,5.958,210.042,5.333,2.667
2013-08-25,185.833,22.375,12.3125,22.5415,10.229,7.292,208.208,4.583,1.875
2013-08-26,196.391,29.522,27.3125,56.396,29.083,11.375,225.913,6.833,2.375
2013-08-27,195.167,25.458,17.0415,38.5835,21.5415,8.583,220.625,5.087,2.125
2013-08-28,196.958,26.958,27.0905,48.542500000000004,21.451999999999998,17.792,223.917,6.583,2.917
2013-08-29,194.125,24.75,22.0835,41.1665,19.083,21.083,218.875,5.667,4.375
2013-08-30,181.0,22.167,17.3955,34.396,17.0,14.833,203.167,4.125,4.696
2013-08-31,182.792,24.458,13.145499999999998,28.792,15.645499999999998,11.417,207.25,3.958,2.833
2013-09-01,193.708,25.042,12.875,22.8335,9.9585,11.917,218.75,5.792,1.417
2013-09-02,194.789,49.737,20.6455,63.875,43.229,6.955,244.526,6.708,1.875
2013-09-03,190.417,39.583,14.0625,47.2085,33.146,5.0,230.0,4.391,2.0
2013-09-04,193.917,41.292,20.971,48.229,27.258,4.458,235.208,4.917,1.333
2013-09-05,193.75,33.875,19.375,40.6875,21.3125,4.708,227.625,4.333,1.625
2013-09-06,195.542,36.25,16.1875,36.729,20.5415,5.708,231.792,4.333,1.87
2013-09-07,196.958,38.292,16.104,36.521,20.4165,6.917,235.25,5.042,1.333
2013-09-08,196.042,36.708,11.6875,20.7915,9.104500000000002,4.833,232.75,4.292,1.375
2013-09-09,192.261,33.696,17.375,38.7915,21.4165,8.333,225.957,4.375,2.167
2013-09-10,193.958,35.375,22.521,42.0625,19.5415,12.292,229.333,5.522,2.417
2013-09-11,193.792,35.333,26.288999999999998,45.744,19.4545,16.25,229.125,5.958,3.708
2013-09-12,194.292,35.292,27.3125,49.854,22.5415,27.042,229.583,6.625,4.292
2013-09-13,48.042,35.667,25.75,47.354,21.604,33.042,83.708,6.417,5.0
2013-09-14,8.583,18.542,18.75,39.917,21.167,24.417,27.125,6.333,3.625
2013-09-15,8.375,20.083,3.646,8.1875,4.5415,3.208,28.458,1.708,1.708
2013-09-16,18.957,37.435,5.3125,9.792000000000002,4.479,4.083,56.391,2.042,1.292
2013-09-17,26.917,58.0,17.7085,41.0415,23.3335,6.792,84.917,3.696,1.708
2013-09-18,25.5,58.292,18.4095,37.383,18.973499999999998,10.292,83.792,3.708,2.042
2013-09-19,20.958,45.083,22.7915,44.396,21.6045,13.833,66.042,5.0,2.292
2013-09-20,11.583,27.25,32.3125,53.9375,21.625,18.417,38.833,5.917,3.739
2013-09-21,16.042,34.25,24.5,41.167,16.6665,19.667,50.292,6.125,3.375
2013-09-22,24.542,53.125,8.646,13.667000000000002,5.021,19.958,77.667,3.875,2.417
2013-09-23,22.0,56.043,17.1875,28.3125,11.125,21.417,78.043,5.083,2.417
2013-09-24,21.583,47.75,23.375,48.4375,25.0625,15.917,69.333,5.739,2.583
2013-09-25,10.167,23.083,18.9755,40.2315,21.256,13.042,33.25,4.083,2.5
2013-09-26,22.333,55.667,7.979,15.632000000000001,7.6525,4.542,78.0,2.0,1.667
2013-09-27,128.667,53.708,18.8125,39.25,20.4375,7.5,182.375,3.833,1.522
2013-09-28,192.667,39.917,20.104,38.375,18.271,11.5,232.583,4.792,2.0
2013-09-29,192.667,39.042,14.0625,23.25,9.1875,10.0,231.708,4.667,2.042
2013-09-30,192.696,39.609,23.146,44.5415,21.3955,14.667,232.304,4.917,2.25
2013-10-01,188.9,38.3,14.520499999999998,28.896,14.375,14.542,227.2,3.261,2.0
2013-10-02,187.542,33.25,17.238999999999997,32.9565,15.717500000000001,13.182,220.792,4.042,1.958
2013-10-03,189.042,31.542,13.896,27.2085,13.3125,10.833,220.583,2.958,1.542
