date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean,RAIN_sum
2011-04-22,186.667,89.667,70.819,53.333,14.417,21.875,26.854,4.979,,4.48,30.562,18.0,15.065,11.067,201.083,0.0
2011-04-23,181.565,95.667,87.139,74.0,14.87,12.864,14.836,1.973,,2.375,22.552,18.033,16.324,14.6,196.435,23.0
2011-04-24,183.25,92.0,57.25,27.0,9.917,7.146,7.614,0.469,,2.958,17.385,20.133,15.731,10.667,193.167,0.0
2011-04-25,216.513,92.333,60.861,31.333,18.17,18.812,21.656,2.844,,3.312,23.094,18.967,13.818,8.667,234.684,1.0
2011-04-26,210.598,84.333,59.903,36.667,19.426,24.05,30.18,6.13,,4.337,27.488,19.567,15.399,8.733,230.024,0.0
2011-04-27,182.375,95.0,74.208,58.0,8.73,12.646,14.677,2.031,,4.646,49.187,22.6,19.486,16.767,191.104,1.0
2011-04-28,191.14,94.667,64.931,33.333,10.75,13.646,15.604,1.958,,3.896,27.479,21.7,18.231,13.867,201.888,4.0
2011-04-29,211.762,81.0,56.333,37.667,9.762,8.098,8.651,0.553,,2.75,18.74,18.567,14.426,10.633,221.524,0.0
2011-04-30,206.604,93.333,68.639,48.667,12.458,14.75,17.219,2.469,,4.438,29.25,20.2,16.274,10.0,219.062,0.0
2011-05-01,182.542,97.0,80.972,61.333,7.042,8.896,9.458,0.562,,3.292,27.729,19.3,17.401,15.433,189.584,3.0
2011-05-02,201.083,94.333,50.194,19.0,14.584,21.342,25.466,4.124,,3.562,73.521,23.8,18.389,13.033,215.666,0.0
2011-05-03,213.27,96.667,77.319,57.0,11.542,7.302,7.647,0.345,,2.188,44.896,17.967,14.95,12.467,224.812,35.0
2011-05-04,198.75,95.0,64.514,38.667,8.271,9.229,9.896,0.667,,3.708,25.948,20.9,16.594,12.5,207.021,0.0
2011-05-05,206.435,87.667,65.264,51.333,6.609,5.008,5.236,0.228,,3.02,23.927,16.833,14.811,12.7,213.044,0.0
2011-05-06,211.41,88.333,74.125,59.667,9.055,9.604,10.075,0.472,,2.204,23.898,18.567,15.218,11.9,220.464,0.0
2011-05-07,205.375,95.0,87.597,75.0,13.479,15.104,17.708,2.604,,1.666,27.51,18.3,16.517,14.9,218.854,2.0
2011-05-08,199.666,95.667,67.847,42.0,13.667,18.606,21.514,2.909,,4.77,37.562,24.067,19.456,14.167,213.334,0.0
2011-05-09,197.854,83.333,55.361,29.333,17.188,25.418,36.744,11.325,,4.792,31.438,23.8,18.935,13.033,215.042,0.0
2011-05-10,187.384,94.667,77.813,54.667,13.306,19.492,26.02,6.528,,4.576,42.301,25.667,21.2,16.333,200.69,4.0
2011-05-11,205.062,96.667,93.097,85.667,10.562,10.969,11.792,0.823,,1.812,18.49,15.867,14.317,13.533,215.625,47.0
2011-05-12,222.292,96.333,93.514,84.333,14.203,10.854,11.781,0.927,,1.417,16.73,16.5,15.272,13.633,236.496,18.0
2011-05-13,192.292,95.333,79.722,63.667,15.333,18.229,25.021,6.792,,2.729,33.771,23.6,19.282,15.867,207.625,0.0
2011-05-14,200.771,82.667,52.889,33.333,14.208,18.749,22.917,4.168,,4.625,62.24,22.9,18.956,13.967,214.979,0.0
2011-05-15,189.708,57.667,35.806,20.667,11.771,15.877,19.678,3.801,,6.167,29.011,23.8,19.775,14.8,201.479,0.0
2011-05-16,182.19,75.667,60.375,35.0,10.426,16.427,18.188,1.76,,5.671,37.968,23.067,19.893,17.6,192.616,0.0
2011-05-17,184.71,92.667,78.528,62.0,12.655,24.144,27.862,3.718,,5.312,35.584,20.033,17.469,14.167,197.365,13.0
2011-05-18,212.146,92.667,67.278,37.0,21.584,26.614,33.198,6.583,,4.479,47.916,23.833,18.536,13.433,233.729,0.0
2011-05-19,185.131,85.0,62.111,32.333,12.458,24.615,28.01,3.396,,6.792,44.115,24.6,20.215,16.2,197.59,0.0
2011-05-20,180.604,84.667,69.542,55.333,7.917,17.623,20.414,2.792,,5.792,43.073,24.0,20.804,18.1,188.521,0.0
2011-05-21,177.979,91.667,76.417,61.667,7.958,14.427,16.896,2.469,,6.083,31.031,24.5,21.428,18.7,185.938,0.0
2011-05-22,189.77,96.667,84.125,64.0,7.5,8.844,10.583,1.74,,4.73,25.135,25.1,19.11,14.467,197.27,12.0
2011-05-23,217.911,93.0,72.972,47.667,8.689,6.031,6.416,0.384,,1.5,15.396,17.267,14.879,12.167,226.6,4.0
2011-05-24,228.7,96.667,83.542,57.0,13.813,13.794,15.011,1.217,,1.346,16.942,16.967,13.299,11.4,242.514,24.0
2011-05-25,217.97,93.667,65.958,33.667,18.514,25.583,33.311,7.728,,4.754,27.365,21.933,17.322,10.967,236.484,0.0
2011-05-26,214.769,92.0,74.736,57.333,17.059,9.875,10.875,1.0,,2.18,24.427,21.167,18.115,15.2,231.828,0.0
2011-05-27,217.521,95.667,80.306,58.0,21.042,16.416,20.416,4.0,,1.688,22.49,20.367,18.082,16.433,238.562,0.0
2011-05-28,228.792,96.667,94.153,90.333,19.562,7.156,7.969,0.812,,1.312,14.605,20.133,18.794,17.067,248.354,24.0
2011-05-29,217.362,95.667,94.611,93.0,11.444,3.347,3.584,0.236,,1.021,10.532,18.533,17.874,16.367,228.806,59.0
2011-05-30,200.542,94.667,75.389,54.667,8.938,3.347,3.597,0.25,,1.208,10.365,19.467,16.792,15.067,209.479,10.0
2011-05-31,201.211,64.333,58.014,48.667,7.176,3.272,3.624,0.353,,1.282,21.946,16.633,14.079,11.5,208.386,0.0
2011-06-01,206.167,71.667,59.583,48.0,8.125,8.221,9.954,1.733,,1.688,34.834,18.033,14.808,11.267,214.292,0.0
2011-06-02,225.395,95.0,89.75,73.333,20.724,20.312,29.771,9.458,,1.699,38.552,17.533,15.771,14.333,246.119,18.0
2011-06-03,195.542,95.0,75.625,50.667,19.729,25.864,30.198,4.334,,3.896,34.417,23.333,19.228,15.2,215.271,0.0
2011-06-04,191.042,93.0,73.472,50.0,15.874,20.75,26.364,5.615,,6.0,38.385,25.467,21.44,17.4,206.916,0.0
2011-06-05,181.562,90.667,76.833,55.667,9.084,14.594,15.552,0.958,,5.875,36.427,25.267,21.578,18.7,190.646,0.0
2011-06-06,191.992,95.0,66.306,29.667,12.784,17.532,18.544,1.012,,4.438,38.013,28.567,22.322,17.233,204.776,0.0
2011-06-07,191.166,89.0,72.197,53.667,16.585,25.526,29.964,4.438,,8.339,39.65,23.767,20.965,18.667,207.752,0.0
2011-06-08,233.416,94.333,81.451,63.667,14.917,9.64,9.978,0.338,,2.146,19.323,21.933,19.079,17.433,248.334,0.0
2011-06-09,208.145,93.333,72.75,46.0,17.976,18.698,21.042,2.344,,4.926,26.75,25.6,21.05,16.5,226.12,0.0
2011-06-10,179.042,92.667,79.194,63.667,10.438,19.448,23.614,4.166,,7.042,22.646,25.8,22.672,20.3,189.48,0.0
2011-06-11,196.188,96.667,86.792,69.667,15.396,16.708,19.823,3.115,,3.146,35.521,23.1,21.531,20.167,211.583,52.0
2011-06-12,224.854,91.333,72.5,43.333,14.792,11.776,12.496,0.72,,3.792,35.573,26.167,22.417,19.3,239.646,0.0
2011-06-13,206.378,96.333,84.431,68.667,16.666,16.218,18.253,2.035,,2.854,28.136,23.1,20.301,17.8,223.046,44.0
2011-06-14,204.161,93.333,74.306,57.667,16.182,16.711,17.872,1.161,,2.478,26.651,24.167,20.738,17.967,220.343,0.0
2011-06-15,203.562,75.333,59.958,47.667,12.604,9.903,11.055,1.153,,2.666,17.002,23.433,20.622,18.7,216.166,0.0
2011-06-16,224.804,95.333,81.986,65.333,15.852,16.552,19.219,2.667,,2.356,21.656,23.2,20.174,17.833,240.656,5.0
2011-06-17,221.125,95.667,91.319,83.667,9.875,5.115,5.24,0.125,,1.479,16.75,20.367,18.956,18.133,231.0,20.0
2011-06-18,205.896,95.333,83.819,64.333,12.771,15.15,16.653,1.504,,2.354,21.938,21.867,19.744,17.733,218.666,7.0
2011-06-19,215.52,94.333,80.847,60.333,13.829,10.603,11.005,0.402,,3.396,32.427,25.233,21.34,18.733,229.348,0.0
2011-06-20,179.812,91.333,81.694,67.0,15.519,18.51,23.378,4.868,,5.042,20.25,25.433,23.025,20.633,195.332,0.0
2011-06-21,174.96,94.667,82.208,64.333,12.14,17.069,24.838,7.769,,5.003,23.258,26.433,23.675,21.933,187.1,1.0
2011-06-22,182.312,94.333,71.667,48.0,19.52,26.979,43.812,16.834,,7.75,39.146,30.2,25.94,21.2,201.834,0.0
2011-06-23,173.572,87.667,79.667,68.0,10.933,13.618,21.352,7.735,,4.833,33.364,27.967,25.343,24.033,184.504,0.0
2011-06-24,172.479,87.333,78.25,61.667,8.584,8.02,14.349,6.33,,3.812,32.333,28.867,25.829,23.867,181.062,0.0
2011-06-25,196.458,92.333,80.305,65.667,10.396,7.367,10.626,3.259,,3.083,24.886,25.4,22.722,19.767,206.854,0.0
2011-06-26,241.396,97.333,93.569,88.333,13.584,5.334,5.51,0.177,,1.771,23.656,21.167,20.161,19.2,254.979,0.0
2011-06-27,221.618,96.333,93.181,88.667,21.76,15.346,24.905,9.559,,2.202,46.744,24.567,21.811,19.633,243.376,1.0
2011-06-28,186.542,92.0,71.833,52.333,17.625,19.719,31.997,12.278,,4.592,37.711,32.633,27.468,24.033,204.166,0.0
2011-06-29,209.917,90.667,63.153,43.667,23.812,14.198,16.562,2.364,,4.208,33.125,34.367,29.017,23.633,233.729,0.0
2011-06-30,182.45,92.667,72.736,43.0,21.616,31.25,43.765,12.515,,6.916,35.198,33.6,28.108,25.1,204.066,1.0
2011-07-01,184.562,94.0,73.042,46.667,20.604,26.916,40.302,13.386,,6.0,45.979,32.633,27.656,24.8,205.166,1.0
2011-07-02,211.084,95.0,81.611,70.0,16.792,9.458,11.344,1.885,,4.146,38.167,28.0,25.397,23.333,227.875,0.0
2011-07-03,193.418,93.0,74.639,52.0,13.86,9.896,11.073,1.177,,6.042,31.782,30.867,27.056,23.433,207.277,0.0
2011-07-04,173.172,91.333,80.194,66.333,13.226,11.593,18.61,7.017,,6.417,56.034,29.5,27.139,25.5,186.399,0.0
2011-07-05,189.184,88.0,72.167,57.333,13.775,14.639,19.167,4.528,,6.674,34.606,30.3,27.099,24.567,202.958,0.0
2011-07-06,218.958,84.333,64.486,40.0,15.146,9.884,10.499,0.615,,3.854,29.344,31.667,27.149,23.767,234.104,0.0
2011-07-07,174.739,93.333,80.375,63.667,8.217,10.361,13.722,3.361,,4.375,22.75,28.333,25.758,23.767,182.956,0.0
2011-07-08,174.5,88.667,78.82,67.333,10.062,13.148,23.697,10.549,,6.042,27.99,28.833,26.953,25.667,184.562,0.0
2011-07-09,174.084,90.0,76.792,60.667,10.396,11.903,23.111,11.208,,7.208,25.271,30.967,27.66,25.467,184.479,0.0
2011-07-10,172.838,93.333,72.195,46.0,7.479,8.006,13.179,5.173,,4.792,17.927,32.533,28.149,24.767,180.317,0.0
2011-07-11,175.354,91.667,72.014,47.0,10.229,9.903,19.278,9.375,,6.208,19.646,32.833,28.56,25.333,185.583,0.0
2011-07-12,174.892,89.0,72.639,52.333,9.87,9.636,17.414,7.778,,4.37,20.04,31.733,28.256,26.033,184.761,0.0
2011-07-13,174.608,86.667,69.5,49.667,8.1,10.25,19.375,9.125,,7.125,19.619,31.767,27.94,25.567,182.709,0.0
2011-07-14,174.738,85.667,68.264,46.667,7.762,12.021,22.979,10.958,,5.542,18.116,31.967,28.122,25.0,182.5,0.0
2011-07-15,174.438,86.667,67.333,45.0,17.583,14.458,23.198,8.74,,5.52,18.864,32.833,28.647,25.4,192.02,0.0
2011-07-16,174.617,91.333,71.153,46.667,10.504,10.465,16.435,5.97,,6.896,22.584,32.3,28.629,25.733,185.122,0.0
2011-07-17,172.792,90.667,72.861,50.333,7.375,8.281,14.364,6.083,,6.875,23.24,33.367,29.239,26.133,180.166,0.0
2011-07-18,170.354,91.0,77.375,59.667,7.958,7.442,14.878,7.436,,6.312,33.021,31.933,29.067,26.9,178.312,0.0
