date,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,HUM_max,HUM_mean,HUM_min,TEMP_max,TEMP_mean,TEMP_min,PM25_mean
2011-01-01,16.833333333333332,23.708333333333332,6.875,2.042,16.875,,,,,,,17.042
2011-01-02,10.017,13.9755,3.9585,1.792,11.250333333333332,,,,,,,8.375
2011-01-03,10.4165,12.3335,1.9165,1.833,6.5,,,,,,,5.792
2011-01-04,10.0625,11.875,1.8125,2.708,15.375,,,,,,,14.0
2011-01-05,18.896,27.6875,8.792,2.625,10.541666666666666,,,,,,,8.542
2011-01-06,23.886000000000003,33.727,9.841000000000001,2.227,11.772666666666666,,,,,,,11.667
2011-01-07,17.379666666666665,26.236333333333334,8.856666666666667,2.792,8.0,,,,,,,7.042
2011-01-08,14.889000000000001,21.096999999999998,6.208333333333333,2.125,6.514,,,,,,,6.5
2011-01-09,19.545666666666666,29.826000000000004,10.280333333333333,2.75,13.819666666666668,,,,,,,13.75
2011-01-10,24.6455,46.9585,22.3125,2.958,24.152666666666665,,,,,,,21.083
2011-01-11,18.304333333333332,34.064,15.759666666666666,2.833,15.916333333333332,,,,,,,12.792
2011-01-12,19.902666666666665,34.722,14.819666666666668,2.583,7.694333333333333,,,,,,,7.375
2011-01-13,24.083333333333332,50.06933333333333,25.986333333333334,3.625,13.958333333333334,,,,,,,13.375
2011-01-14,17.861,31.264,13.402666666666667,3.458,14.278,,,,,,,13.75
2011-01-15,15.749666666666664,24.027666666666665,8.277666666666667,2.5,14.013666666666666,,,,,,,11.875
2011-01-16,21.729666666666663,36.821333333333335,15.091666666666669,2.833,12.694333333333333,,,,,,,12.958
2011-01-17,25.416666666666668,44.62466666666666,19.208333333333332,3.083,16.764,,,,,,,13.75
2011-01-18,33.86233333333333,83.03433333333334,49.172000000000004,3.375,24.875333333333334,,,,,,,22.375
2011-01-19,36.515,77.90566666666666,41.39066666666667,2.917,30.226333333333333,,,,,,,24.875
2011-01-20,27.044333333333338,45.316,18.271666666666665,1.591,18.51733333333333,,,,,,,12.375
2011-01-21,25.514,39.458333333333336,13.944333333333333,1.917,22.263666666666666,,,,,,,12.333
2011-01-22,14.069333333333333,20.902666666666665,6.833000000000001,2.0,11.166333333333334,,,,,,,6.208
2011-01-23,17.672,38.303,20.631,2.583,9.360999999999999,,,,,,,6.083
2011-01-24,14.944666666666668,25.444333333333333,10.5,2.5,4.75,,,,,,,3.875
2011-01-25,15.180333333333332,23.583333333333332,8.402666666666667,2.625,9.527666666666667,,,,,,,8.542
2011-01-26,17.346999999999998,28.5,11.153,2.25,7.874666666666667,,,,,,,5.917
2011-01-27,22.944333333333333,38.69466666666667,15.75,2.833,17.805666666666667,,,,,,,14.25
2011-01-28,17.139,25.027666666666665,7.889,2.917,17.430666666666667,,,,,,,15.167
2011-01-29,8.013666666666667,11.375,3.361333333333333,2.792,5.041666666666667,,,,,,,5.708
2011-01-30,21.329333333333334,36.909,15.579666666666668,2.625,8.472333333333333,,,,,,,8.083
2011-01-31,26.25,55.153,28.903000000000002,2.833,13.277666666666667,,,,,,,11.625
2011-02-01,23.5,61.15266666666667,37.65266666666667,2.5,16.555333333333333,,,,,,,14.364
2011-02-02,18.930666666666667,28.930666666666667,10.0,2.583,8.444333333333333,,,,,,,8.125
2011-02-03,29.236,53.986,24.75,2.625,13.916666666666666,,,,,,,14.417
2011-02-04,21.902666666666665,42.56933333333333,20.666666666666668,3.208,21.639,,,,,,,21.583
2011-02-05,17.222333333333335,22.596999999999998,5.375,3.333,26.055666666666667,,,,,,,25.292
2011-02-06,30.952333333333332,56.760333333333335,25.807666666666666,2.318,36.014,,,,,,,28.417
