date,NO2_mean,NOX_mean,NO_mean,SO2_mean,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,PM25_mean,RAIN_sum,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2015-01-28,42.121,77.009,34.888,3.5,210.476,6.819,78.0,58.75,46.0,26.129,34.847,0.0,11.3,7.521,2.3,236.605
2015-01-29,26.981,40.569,13.588,0.445,203.597,4.917,90.0,86.333,78.0,21.042,15.764,54.0,9.0,8.129,7.1,224.639
2015-01-30,11.264,17.365,6.101,0.144,198.14,3.033,86.0,62.958,48.0,7.448,6.694,7.0,9.5,8.113,6.8,205.589
2015-01-31,17.875,24.717,6.842,1.489,203.332,4.051,70.0,53.875,35.0,9.831,14.097,0.0,10.7,7.796,4.7,213.164
2015-02-01,21.369,35.164,13.795,1.889,205.459,4.569,69.0,57.083,44.0,12.422,22.461,0.0,9.4,7.212,5.3,217.881
2015-02-02,13.712,22.996,9.284,0.361,199.805,2.917,64.0,53.875,31.0,7.173,8.063,0.0,9.8,6.083,3.8,206.978
2015-02-03,20.792,34.88,14.088,0.528,202.32,3.694,70.0,51.833,30.0,11.162,10.375,0.0,9.5,5.088,2.1,213.482
2015-02-04,31.995,54.875,22.88,1.764,204.95,5.241,70.0,54.75,35.0,20.624,18.75,0.0,9.5,5.504,0.9,225.574
2015-02-05,35.427,57.991,22.564,2.292,205.75,6.969,72.0,55.708,38.0,24.74,26.812,0.0,10.4,6.55,2.6,230.49
2015-02-06,20.388,31.917,11.529,1.084,200.87,5.171,70.0,51.375,33.0,14.47,20.104,0.0,9.5,6.254,3.4,215.34
2015-02-07,8.191,11.189,2.998,0.273,199.508,3.159,78.0,54.667,33.0,6.599,5.729,0.0,7.4,4.221,1.4,206.107
2015-02-08,22.337,40.044,17.707,1.333,202.406,4.631,70.0,47.875,20.0,12.781,11.792,0.0,10.1,5.1,-0.9,215.187
2015-02-09,18.409,29.189,10.781,1.472,199.299,4.695,63.0,46.125,25.0,8.28,19.625,2.0,11.2,7.758,4.5,207.579
2015-02-10,17.338,28.532,11.194,0.583,200.562,3.906,65.0,46.167,29.0,9.479,11.531,0.0,9.7,5.692,2.9,210.042
2015-02-11,25.255,35.921,10.667,0.958,207.281,4.979,67.0,46.875,27.0,19.782,15.104,0.0,12.8,6.629,0.9,227.062
2015-02-12,25.268,41.343,16.074,0.847,204.626,5.135,67.0,57.708,41.0,22.458,15.656,0.0,16.7,10.125,3.3,227.084
2015-02-13,22.23,30.154,7.924,0.594,200.677,4.642,92.0,74.5,53.0,21.334,14.5,58.0,17.4,13.496,11.4,222.011
2015-02-14,10.787,14.69,3.904,1.284,195.816,4.186,92.0,67.75,37.0,9.871,13.0,15.0,21.2,15.75,11.0,205.688
2015-02-15,10.54,18.762,8.222,0.445,200.104,3.677,61.0,51.917,37.0,8.208,8.177,0.0,10.8,6.842,3.5,208.312
2015-02-16,16.246,29.29,13.044,1.347,199.833,4.0,75.0,46.792,32.0,7.312,10.955,0.0,7.5,4.754,1.6,207.146
2015-02-17,18.533,31.347,12.815,1.125,202.181,4.208,71.0,54.583,35.0,9.61,12.427,0.0,8.4,5.596,2.7,211.79
2015-02-18,31.708,56.81,25.102,1.903,208.785,5.708,73.0,53.125,30.0,21.321,16.344,0.0,10.6,5.638,0.3,230.105
2015-02-19,36.241,63.653,27.412,2.722,209.354,6.052,71.0,54.208,38.0,27.146,20.563,0.0,13.5,8.896,3.1,236.5
2015-02-20,26.307,35.495,9.188,0.995,203.768,4.852,89.0,72.917,49.0,19.601,14.51,21.0,10.2,8.954,8.5,223.37
2015-02-21,7.961,10.766,2.804,0.573,196.903,3.288,88.0,51.542,28.0,6.839,12.51,1.0,11.1,7.804,4.8,203.742
2015-02-22,28.998,48.604,19.605,0.959,203.073,5.334,62.0,48.167,37.0,15.531,14.896,0.0,8.6,6.267,2.8,218.604
2015-02-23,33.491,56.44,22.949,2.875,203.938,6.104,63.0,54.583,45.0,21.666,19.573,0.0,9.9,7.979,5.9,225.604
2015-02-24,9.881,16.354,6.473,0.375,197.667,3.386,55.0,46.583,34.0,6.406,13.99,0.0,7.9,5.458,3.0,204.073
2015-02-25,16.792,29.616,12.824,0.569,199.114,3.765,61.0,43.333,28.0,8.677,9.51,0.0,8.1,4.704,1.8,207.792
2015-02-26,24.125,38.607,14.482,1.861,203.042,5.219,60.0,47.292,31.0,13.104,23.614,0.0,10.1,5.258,1.3,216.146
2015-02-27,25.208,36.752,11.544,2.798,204.122,6.13,68.0,55.0,32.0,15.168,36.552,0.0,12.9,7.712,2.0,219.29
2015-02-28,23.411,28.663,5.252,2.045,207.391,6.108,75.0,56.042,38.0,18.404,40.792,0.0,15.7,10.088,4.6,225.795
2015-03-01,13.162,21.269,8.108,0.403,200.205,3.912,63.0,48.25,31.0,9.07,13.586,0.0,6.2,3.225,0.6,209.274
2015-03-02,30.199,46.515,16.316,1.875,207.739,5.75,69.0,53.583,38.0,19.49,22.875,0.0,10.2,5.642,0.8,227.228
2015-03-03,39.524,67.947,28.423,3.236,213.593,6.906,71.0,56.875,40.0,29.666,29.278,0.0,13.6,8.425,2.4,243.259
2015-03-04,39.183,59.685,20.503,3.861,207.595,6.308,74.0,51.958,21.0,24.878,29.948,0.0,18.3,11.55,5.0,232.473
2015-03-05,32.401,44.214,11.814,3.484,207.891,6.109,62.0,52.5,39.0,26.198,29.583,0.0,19.8,15.292,11.5,234.089
2015-03-06,20.697,25.99,5.293,1.635,204.253,4.616,73.0,59.917,40.0,19.14,20.854,0.0,20.3,16.288,11.7,223.393
2015-03-07,18.819,30.904,12.085,0.68,198.948,4.458,82.0,66.375,52.0,18.275,15.652,0.0,21.0,17.317,14.2,217.223
2015-03-08,22.537,43.773,21.236,1.611,200.166,5.01,82.0,67.042,54.0,23.531,22.448,0.0,19.5,14.871,11.7,223.698
2015-03-09,12.565,19.268,6.704,0.472,197.396,3.688,88.0,71.917,53.0,9.542,12.448,38.0,12.8,8.888,6.5,206.938
2015-03-10,10.308,17.342,7.034,0.431,198.99,3.312,60.0,47.042,36.0,7.771,12.018,0.0,10.4,7.396,5.6,206.76
2015-03-11,11.281,18.983,7.702,0.458,199.364,3.416,60.0,48.542,31.0,8.604,10.864,0.0,10.9,6.979,4.4,207.969
2015-03-12,13.551,21.593,8.042,0.895,200.793,3.558,63.0,46.125,31.0,8.623,8.562,0.0,12.2,7.079,3.0,209.416
2015-03-13,16.395,20.928,4.533,1.442,201.823,3.816,87.0,54.208,29.0,11.306,10.281,8.0,13.8,8.517,3.7,213.128
2015-03-14,14.113,21.439,7.326,0.683,197.74,4.042,84.0,72.167,54.0,11.281,13.76,22.0,8.6,6.758,5.5,209.021
2015-03-15,11.023,17.579,6.555,0.861,198.323,3.688,61.0,41.792,22.0,8.279,21.869,0.0,13.5,8.496,5.0,206.602
2015-03-16,36.707,59.428,22.721,2.597,206.904,5.667,64.0,47.958,25.0,26.069,17.167,0.0,14.6,8.55,2.9,232.974
2015-03-17,42.301,72.143,29.843,4.764,206.156,5.927,75.0,46.583,18.0,30.906,20.375,0.0,18.5,12.425,6.0,237.062
2015-03-18,40.63,65.903,25.273,2.403,205.604,5.875,90.0,58.75,35.0,34.505,18.406,9.0,19.3,14.096,9.0,240.11
2015-03-19,19.414,30.085,10.671,1.065,197.32,3.918,91.0,73.833,51.0,16.745,16.614,11.0,16.8,14.142,10.3,214.065
2015-03-20,5.163,6.964,1.801,0.116,198.596,3.439,57.0,42.833,27.0,5.93,19.323,0.0,15.8,11.229,8.7,204.526
2015-03-21,5.083,7.611,2.528,0.083,197.916,2.521,53.0,36.958,21.0,4.823,6.364,0.0,14.6,9.767,6.1,202.74
2015-03-22,26.891,43.6,16.709,2.056,202.802,4.688,63.0,40.833,22.0,14.084,11.271,0.0,15.8,9.9,3.7,216.885
2015-03-23,21.625,33.881,12.256,1.542,200.694,4.208,59.0,42.458,17.0,16.993,17.49,0.0,19.2,12.025,7.1,217.688
2015-03-24,8.444,14.253,5.808,0.236,198.166,2.969,49.0,37.375,25.0,6.177,10.058,0.0,12.3,8.992,6.0,204.344
2015-03-25,10.759,18.833,8.073,0.153,199.198,3.135,50.0,37.958,24.0,5.416,6.573,0.0,11.7,7.338,4.3,204.615
2015-03-26,13.428,20.764,7.337,0.402,199.259,3.368,61.0,42.375,26.0,8.745,8.584,0.0,12.3,7.858,2.4,208.004
2015-03-27,13.569,17.677,4.108,1.192,199.362,3.642,75.0,52.583,31.0,10.912,13.042,1.0,15.1,9.488,3.9,210.274
2015-03-28,26.98,39.517,12.536,1.625,201.281,4.76,74.0,57.417,41.0,16.75,17.557,0.0,14.3,10.567,6.9,218.031
2015-03-29,29.75,42.519,12.77,3.042,200.938,5.229,69.0,50.875,26.0,16.042,27.565,0.0,16.2,11.554,5.3,216.979
2015-03-30,41.52,61.308,19.789,4.806,206.618,6.229,69.0,51.375,29.0,25.854,35.844,0.0,18.0,14.483,9.5,232.472
2015-03-31,28.398,39.514,11.116,2.917,200.5,5.146,76.0,53.208,25.0,18.938,34.386,0.0,21.3,16.196,11.0,219.438
2015-04-01,20.994,31.559,10.565,2.168,194.138,4.056,92.0,80.458,65.0,9.762,20.395,6.0,17.2,15.25,12.9,203.9
2015-04-02,16.222,22.676,6.454,1.239,195.97,4.404,65.0,52.042,29.0,12.861,13.836,0.0,22.1,15.762,11.3,208.83
2015-04-03,19.005,31.974,12.969,1.042,194.82,4.111,92.0,76.375,63.0,16.742,12.5,7.0,19.7,17.475,15.5,211.562
2015-04-04,16.306,22.278,5.972,1.681,195.062,4.302,82.0,64.75,46.0,13.219,7.99,0.0,24.4,18.767,14.7,208.281
2015-04-05,11.481,14.259,2.778,0.278,196.875,3.896,91.0,84.417,70.0,14.365,5.636,14.0,17.6,16.092,14.9,211.24
2015-04-06,15.936,24.405,8.469,0.514,197.02,4.501,84.0,79.958,74.0,16.754,7.072,7.0,17.6,15.529,11.0,213.774
2015-04-07,9.491,14.706,5.215,0.258,195.623,3.088,83.0,64.708,52.0,7.904,10.99,3.0,10.8,10.038,8.9,203.527
2015-04-08,10.532,16.866,6.333,0.25,197.208,3.337,78.0,58.958,41.0,8.539,12.354,5.0,11.2,7.783,5.1,205.746
2015-04-09,25.251,41.078,15.828,2.207,199.131,4.229,71.0,53.167,40.0,15.339,15.073,0.0,16.8,11.579,6.9,214.47
2015-04-10,20.835,28.245,7.41,0.736,198.786,4.458,88.0,79.0,65.0,17.391,14.972,19.0,12.4,11.458,10.4,216.177
2015-04-11,17.162,27.755,10.593,0.764,198.0,4.188,90.0,67.792,41.0,13.586,15.792,4.0,16.2,12.554,9.6,211.586
2015-04-12,8.171,10.532,2.361,0.805,196.448,3.188,75.0,51.542,34.0,9.583,13.438,0.0,20.9,14.421,8.0,206.031
2015-04-13,10.331,14.13,3.798,0.667,194.011,2.982,81.0,68.333,51.0,10.794,7.527,8.0,15.3,14.162,12.1,204.805
2015-04-14,26.272,39.428,13.156,0.945,196.712,4.816,91.0,82.208,70.0,24.591,9.594,17.0,16.5,15.379,12.5,221.302
2015-04-15,25.615,36.572,10.957,2.59,199.012,5.194,83.0,63.083,47.0,14.717,15.875,1.0,15.2,13.062,10.7,213.729
2015-04-16,36.75,51.028,14.278,5.228,203.156,6.073,76.0,52.0,31.0,18.25,37.479,0.0,20.6,16.179,10.7,221.406
2015-04-17,26.28,35.789,9.51,1.736,200.546,4.416,75.0,43.0,24.0,20.38,25.406,0.0,18.6,16.183,12.0,220.926
2015-04-18,19.143,27.106,7.963,2.125,197.471,4.04,55.0,39.125,11.0,12.741,23.229,0.0,21.5,15.979,8.8,210.212
2015-04-19,16.579,19.551,2.972,2.292,198.415,4.604,71.0,60.792,53.0,16.233,24.854,0.0,22.2,18.438,15.3,214.648
2015-04-20,21.459,34.886,13.427,1.176,196.177,4.592,93.0,83.333,62.0,22.614,18.043,29.0,20.9,17.762,14.1,218.792
2015-04-21,9.923,15.109,5.186,0.625,193.31,3.086,79.0,59.167,39.0,8.998,7.906,3.0,17.9,13.517,10.0,202.308
2015-04-22,28.843,46.2,17.356,2.903,197.583,4.336,78.0,57.542,33.0,17.638,15.271,0.0,24.0,16.112,8.9,215.221
2015-04-23,37.653,51.551,13.898,4.224,199.035,4.487,67.0,32.667,15.0,21.178,22.24,0.0,22.5,18.312,13.4,220.213
2015-04-24,32.275,46.268,13.993,3.195,201.118,4.923,56.0,43.958,26.0,24.075,24.792,0.0,23.6,18.6,13.8,225.192
2015-04-25,15.639,20.57,4.931,1.528,198.289,4.394,57.0,28.5,13.0,13.185,27.229,0.0,25.1,19.188,13.7,211.473
2015-04-26,13.933,16.796,2.864,2.333,198.58,3.981,66.0,40.708,23.0,11.404,25.792,0.0,24.8,18.692,12.3,209.984
2015-04-27,25.983,35.141,9.158,4.32,201.778,4.99,74.0,57.417,28.0,15.698,36.542,0.0,25.4,20.783,16.2,217.477
2015-04-28,25.115,41.456,16.341,3.375,199.531,4.49,76.0,59.333,45.0,16.469,29.104,0.0,24.0,20.679,17.9,216.0
2015-04-29,23.903,30.315,6.412,3.125,196.156,3.604,72.0,58.042,44.0,19.854,17.865,0.0,22.7,20.183,18.0,216.01
2015-04-30,19.81,28.072,8.262,1.919,193.684,3.001,69.0,52.583,27.0,13.495,11.449,0.0,26.3,20.021,15.0,207.179
2015-05-01,23.293,31.979,8.685,2.028,194.02,3.615,75.0,56.417,27.0,13.76,14.01,0.0,27.8,21.238,16.3,207.779
2015-05-02,19.019,25.012,5.993,2.727,194.186,3.767,77.0,57.75,29.0,14.989,17.24,0.0,28.5,21.533,16.5,209.175
2015-05-03,11.165,14.064,2.899,1.661,192.973,2.99,88.0,59.667,35.0,11.642,10.323,5.0,26.3,21.342,18.1,204.616
2015-05-04,10.319,13.634,3.315,0.819,193.76,3.198,89.0,72.958,41.0,11.74,10.354,3.0,23.6,20.2,17.7,205.5
2015-05-05,9.194,11.727,2.532,0.569,195.406,3.188,54.0,34.375,16.0,9.25,15.719,0.0,23.7,19.404,14.9,204.656
2015-05-06,11.713,14.514,2.801,1.722,195.646,3.188,67.0,53.667,37.0,9.646,16.604,0.0,24.9,19.954,14.8,205.292
2015-05-07,21.664,30.596,8.931,2.622,194.66,3.313,83.0,55.333,30.0,10.342,13.729,2.0,24.7,20.608,16.7,205.002
2015-05-08,24.31,33.537,9.227,2.472,196.635,4.177,71.0,51.708,33.0,13.604,19.25,0.0,25.4,20.879,15.6,210.24
2015-05-09,27.491,36.204,8.713,2.056,198.685,4.847,71.0,62.375,53.0,19.359,20.906,0.0,21.5,19.808,17.4,218.044
2015-05-10,6.127,7.546,1.418,0.446,196.2,2.932,64.0,41.292,25.0,7.05,17.094,0.0,25.1,18.862,14.3,203.25
2015-05-11,16.819,24.606,7.787,1.375,196.708,3.323,66.0,46.5,16.0,9.99,13.448,0.0,25.2,18.625,12.3,206.698
2015-05-12,21.36,29.207,7.847,0.486,197.896,4.25,92.0,71.5,38.0,22.74,14.619,47.0,24.2,19.046,15.3,220.636
2015-05-13,24.626,34.943,10.316,4.167,197.229,4.323,69.0,54.167,33.0,10.781,24.204,1.0,24.6,19.817,14.9,208.01
2015-05-14,34.673,46.103,11.43,3.5,201.408,5.208,69.0,53.417,24.0,23.95,27.832,1.0,25.7,20.812,18.4,225.359
2015-05-15,22.529,32.399,9.87,2.292,195.479,4.094,72.0,62.083,52.0,21.302,22.229,0.0,27.8,23.65,19.3,216.781
2015-05-16,13.965,20.09,6.125,0.623,194.801,4.139,92.0,71.208,51.0,13.212,23.319,22.0,23.6,21.333,17.9,208.014
2015-05-17,16.304,19.76,3.456,1.749,199.934,4.228,75.0,41.75,19.0,14.002,21.389,0.0,26.9,21.3,14.5,213.936
2015-05-18,22.455,30.265,7.81,0.986,198.636,4.688,89.0,52.833,25.0,19.375,22.126,10.0,26.4,20.475,16.8,218.01
2015-05-19,23.67,36.928,13.258,1.43,197.373,5.271,92.0,73.208,52.0,22.579,15.198,16.0,27.8,22.1,18.0,219.952
2015-05-20,19.402,27.36,7.957,1.528,198.313,4.323,78.0,56.708,34.0,18.594,20.621,7.0,27.7,20.783,14.0,216.906
2015-05-21,18.954,27.046,8.093,1.43,196.646,3.552,74.0,48.958,34.0,13.625,11.688,0.0,23.6,18.583,13.4,210.271
2015-05-22,23.468,35.116,11.648,2.333,198.681,4.105,59.0,45.417,22.0,18.428,15.615,0.0,26.6,21.033,15.5,217.108
2015-05-23,21.4,28.73,7.33,2.871,197.562,4.26,66.0,53.958,35.0,16.725,16.99,0.0,24.3,21.338,17.7,214.288
2015-05-24,12.34,14.958,2.618,2.217,195.183,3.208,66.0,45.125,26.0,9.752,13.438,0.0,28.7,23.3,19.0,204.935
2015-05-25,26.416,34.07,7.655,3.236,197.292,4.198,68.0,48.292,31.0,16.552,23.125,0.0,28.2,23.146,18.3,213.844
2015-05-26,27.928,39.553,11.626,4.125,196.802,4.406,74.0,47.625,24.0,15.302,21.561,0.0,29.3,24.296,19.7,212.104
2015-05-27,35.065,44.435,9.37,4.639,199.521,4.792,45.0,33.25,20.0,22.427,27.313,0.0,31.3,25.521,19.4,221.948
2015-05-28,22.491,27.986,5.495,2.014,198.198,4.094,53.0,42.667,27.0,19.323,28.781,0.0,30.8,25.029,20.7,217.521
2015-05-29,13.759,19.148,5.389,1.389,193.26,3.365,67.0,44.583,27.0,13.698,19.542,0.0,31.5,26.079,22.1,206.958
2015-05-30,24.156,30.559,6.404,5.026,194.098,3.95,76.0,55.708,37.0,12.82,27.302,0.0,28.7,24.679,21.6,206.918
2015-05-31,6.818,8.494,1.676,0.414,192.434,2.908,77.0,46.125,23.0,9.527,22.177,0.0,28.7,23.921,20.5,201.961
2015-06-01,20.046,28.466,8.42,1.583,195.104,3.542,71.0,49.25,15.0,12.886,17.573,0.0,28.8,23.642,18.1,207.99
2015-06-02,17.508,24.838,7.33,1.833,193.323,3.584,89.0,64.5,50.0,14.719,19.031,0.0,27.8,24.596,22.2,208.042
2015-06-03,23.009,32.995,9.986,1.569,194.083,3.917,93.0,78.833,56.0,18.094,13.406,55.0,23.0,21.796,18.6,212.177
2015-06-04,10.948,16.866,5.917,0.139,193.908,3.058,74.0,42.167,21.0,10.332,10.529,0.0,28.5,21.912,16.1,204.24
2015-06-05,20.958,31.106,10.148,0.306,197.625,3.891,88.0,66.542,44.0,19.083,9.646,21.0,19.3,16.783,15.0,216.708
2015-06-06,9.5,14.674,5.173,0.128,194.233,2.941,86.0,60.167,40.0,9.195,5.854,1.0,25.2,19.354,15.0,203.428
2015-06-07,9.278,12.063,2.786,0.991,193.922,2.916,76.0,56.083,34.0,8.963,9.833,0.0,26.5,21.488,15.8,202.885
2015-06-08,10.735,15.476,4.741,0.153,192.521,2.844,87.0,67.958,53.0,14.969,8.948,8.0,24.9,21.392,19.4,207.49
2015-06-09,27.388,54.285,26.898,2.361,195.083,4.854,92.0,84.958,73.0,25.573,10.198,35.0,22.1,20.725,18.8,220.656
2015-06-10,29.727,39.903,10.176,2.917,193.367,4.052,77.0,58.75,39.0,18.896,13.25,0.0,28.4,23.812,18.5,212.262
2015-06-11,23.295,31.841,8.546,1.694,197.896,4.531,89.0,69.875,53.0,26.562,17.927,9.0,24.9,22.325,20.0,224.458
2015-06-12,21.051,31.088,10.037,1.584,195.729,4.708,91.0,72.625,56.0,20.292,18.875,9.0,28.5,24.183,20.0,216.021
2015-06-13,18.98,23.753,4.773,2.642,201.722,5.218,72.0,50.333,27.0,15.456,34.886,0.0,31.2,25.575,20.5,217.178
2015-06-14,15.601,19.299,3.698,3.052,194.185,3.744,79.0,64.792,54.0,11.023,14.646,0.0,26.6,23.579,21.9,205.208
2015-06-15,23.737,35.914,12.177,2.708,193.931,3.833,85.0,64.792,44.0,14.32,17.292,0.0,29.0,24.529,21.2,208.25
2015-06-16,32.423,46.343,13.92,2.403,197.896,5.542,78.0,67.875,55.0,24.594,26.364,1.0,26.1,23.996,22.4,222.49
2015-06-17,18.727,25.333,6.606,1.708,194.094,3.771,78.0,62.708,38.0,16.344,25.396,0.0,30.3,24.717,21.0,210.438
2015-06-18,9.94,13.657,3.717,0.389,191.425,2.958,84.0,65.208,49.0,16.123,10.833,5.0,25.5,22.517,20.2,207.548
2015-06-19,12.439,18.017,5.578,0.111,191.979,3.344,87.0,71.833,58.0,14.427,8.844,7.0,23.6,21.104,18.5,206.406
2015-06-20,16.998,23.559,6.561,1.573,193.628,3.597,75.0,60.208,42.0,14.144,13.271,0.0,28.1,24.242,20.9,207.772
2015-06-21,10.063,12.936,2.873,0.987,194.78,3.348,90.0,67.917,40.0,12.816,11.188,5.0,28.8,24.096,21.0,207.595
2015-06-22,18.003,27.752,9.748,1.361,195.758,3.756,82.0,66.667,54.0,15.366,15.488,0.0,26.3,24.067,20.4,211.125
2015-06-23,21.346,30.056,8.709,2.5,196.766,4.031,75.0,61.333,45.0,16.875,23.542,0.0,29.0,25.196,22.8,213.642
2015-06-24,19.277,26.237,6.959,2.056,196.604,4.104,78.0,59.667,33.0,17.458,23.379,0.0,32.1,25.879,22.2,214.062
2015-06-25,18.602,27.278,8.676,2.139,193.708,3.5,73.0,58.5,43.0,17.792,18.542,0.0,31.2,26.392,23.8,211.5
2015-06-26,16.043,21.989,5.945,0.083,192.844,3.864,90.0,82.708,60.0,26.229,8.166,26.0,24.6,22.633,21.9,219.073
2015-06-27,14.689,21.069,6.38,1.458,194.656,3.675,91.0,64.667,55.0,14.481,7.77,0.0,26.0,24.075,21.5,209.136
2015-06-28,4.43,6.355,1.925,0.0,193.017,2.224,66.0,56.417,40.0,8.096,5.781,0.0,26.2,22.171,20.1,201.113
2015-06-29,14.955,22.94,7.985,1.32,193.927,2.75,75.0,51.5,32.0,10.865,6.948,0.0,28.7,23.733,19.7,204.792
2015-06-30,18.2,27.453,9.254,1.166,196.552,3.74,90.0,66.792,39.0,17.75,12.0,19.0,27.9,23.342,19.8,214.302
2015-07-01,22.782,34.741,11.958,1.986,195.33,3.854,92.0,81.167,68.0,20.353,9.458,43.0,26.1,23.362,19.8,215.683
2015-07-02,24.888,39.308,14.42,3.986,197.582,4.418,81.0,67.208,47.0,17.103,17.614,0.0,28.6,24.675,22.5,214.684
2015-07-03,30.64,40.169,9.53,3.07,200.811,4.903,85.0,65.042,49.0,24.634,19.179,2.0,28.4,24.912,21.8,225.445
2015-07-04,23.413,32.741,9.327,2.71,197.811,4.337,91.0,78.667,64.0,17.057,16.99,11.0,24.1,22.642,20.5,214.868
2015-07-05,11.429,14.054,2.625,0.916,201.988,4.513,87.0,68.667,55.0,16.578,19.406,1.0,25.0,22.988,20.2,218.566
2015-07-06,17.54,24.145,6.606,0.139,201.886,4.802,78.0,69.208,63.0,23.368,15.687,2.0,24.3,23.117,21.5,225.255
2015-07-07,20.649,29.791,9.142,0.083,203.438,5.25,90.0,81.333,76.0,28.848,10.624,13.0,24.5,23.254,21.9,232.287
2015-07-08,20.148,28.731,8.583,0.528,199.677,5.114,82.0,72.5,56.0,29.573,12.448,0.0,29.5,25.717,23.1,229.25
2015-07-09,27.371,40.117,12.745,2.514,195.677,4.562,92.0,73.75,56.0,28.448,13.86,1.0,30.6,27.158,23.9,224.125
2015-07-10,20.38,30.079,9.699,2.125,194.669,3.76,83.0,69.208,51.0,19.062,12.062,0.0,32.1,27.654,25.0,213.731
2015-07-11,15.378,25.857,10.479,2.472,191.232,4.128,80.0,69.667,51.0,15.693,10.584,0.0,32.0,27.567,25.1,206.925
2015-07-12,8.345,16.528,8.183,1.858,189.846,3.235,75.0,61.667,47.0,14.86,7.771,0.0,32.4,29.088,25.5,204.706
2015-07-13,9.303,22.703,13.4,1.414,186.573,2.506,67.0,58.375,46.0,13.468,7.708,0.0,33.6,30.304,28.4,200.042
2015-07-14,9.357,24.171,14.815,1.505,182.333,2.281,67.0,57.458,45.0,11.292,6.557,0.0,33.0,29.929,27.8,193.625
2015-07-15,8.44,17.866,9.426,0.234,185.094,2.864,69.0,52.292,31.0,17.573,8.313,0.0,36.3,30.258,26.1,202.667
2015-07-16,5.995,10.82,4.824,0.0,182.5,2.25,88.0,66.75,54.0,14.229,5.844,15.0,30.4,27.871,24.1,196.73
2015-07-17,14.018,24.805,10.787,0.438,187.208,3.208,93.0,87.625,72.0,19.834,9.25,201.0,26.2,24.175,22.8,207.042
2015-07-18,14.352,25.474,11.121,1.789,188.381,3.939,93.0,76.25,54.0,14.701,10.906,46.0,30.4,25.429,21.7,203.082
2015-07-19,10.882,23.678,12.796,3.004,187.221,3.697,85.0,68.375,54.0,17.659,10.792,1.0,31.4,27.9,25.3,204.879
2015-07-20,8.412,17.796,9.384,1.542,183.385,2.531,71.0,59.0,43.0,11.271,6.635,0.0,32.4,28.746,26.1,194.656
2015-07-21,11.921,27.361,15.44,1.556,184.327,2.666,70.0,57.833,49.0,13.127,6.023,0.0,31.8,28.646,26.1,197.454
2015-07-22,17.651,36.517,18.866,1.553,188.99,3.635,91.0,82.458,49.0,23.042,7.584,31.0,28.9,25.938,24.0,212.031
2015-07-23,17.81,37.116,19.306,2.264,185.03,3.385,92.0,81.0,66.0,15.107,7.462,49.0,27.3,25.238,24.0,200.138
2015-07-24,14.372,36.671,22.299,2.787,187.729,3.563,78.0,62.333,46.0,18.0,8.614,0.0,31.6,28.4,25.0,205.729
2015-07-25,8.681,21.836,13.155,2.434,184.877,3.042,78.0,62.458,49.0,12.311,7.438,0.0,32.3,28.942,26.3,197.188
2015-07-26,6.98,13.26,6.279,2.335,183.509,2.275,81.0,60.125,42.0,10.731,7.489,0.0,33.4,29.621,26.2,194.24
2015-07-27,14.422,26.698,12.276,1.889,184.338,2.917,73.0,65.625,54.0,12.164,12.25,0.0,33.2,29.408,27.7,196.502
2015-07-28,21.945,35.394,13.449,3.411,192.97,4.458,80.0,66.0,53.0,19.779,20.156,0.0,32.7,29.458,27.0,212.749
2015-07-29,21.301,31.19,9.889,2.375,197.153,4.76,85.0,65.375,49.0,21.542,19.706,0.0,33.2,29.808,27.0,218.694
2015-07-30,23.12,31.842,8.722,2.264,201.147,5.302,73.0,61.375,50.0,25.988,28.271,0.0,34.2,30.883,27.8,227.136
2015-07-31,24.245,31.241,6.995,2.083,200.229,4.99,74.0,56.042,40.0,24.812,34.865,0.0,36.3,31.904,27.6,225.042
2015-08-01,21.012,27.15,6.137,3.634,195.944,5.0,71.0,53.833,30.0,19.298,33.403,0.0,36.9,32.079,28.5,215.242
2015-08-02,13.604,16.331,2.727,3.65,192.266,4.086,73.0,58.625,39.0,19.507,36.021,0.0,35.7,31.154,28.4,211.773
2015-08-03,19.147,28.843,9.696,3.167,190.838,3.646,68.0,55.208,37.0,13.854,29.986,0.0,35.2,31.225,28.6,204.693
2015-08-04,21.555,32.28,10.725,4.213,190.01,3.667,75.0,56.917,37.0,15.906,32.068,0.0,36.7,31.183,28.2,205.916
2015-08-05,21.889,30.517,8.628,3.875,191.198,3.802,71.0,55.25,34.0,17.531,30.458,0.0,36.9,31.588,28.3,208.729
2015-08-06,15.721,26.435,10.714,2.028,188.021,3.021,68.0,59.0,43.0,17.26,10.834,0.0,35.5,31.054,28.6,205.281
2015-08-07,15.986,30.588,14.602,2.055,187.906,3.146,71.0,52.417,34.0,15.302,8.667,0.0,35.6,31.808,28.5,203.208
2015-08-08,15.451,20.444,4.993,1.076,190.406,3.632,73.0,57.042,35.0,18.218,16.958,3.0,37.2,30.704,27.3,208.625
2015-08-09,13.207,16.03,2.823,1.63,194.58,3.731,78.0,60.5,38.0,18.627,23.802,6.0,36.0,30.442,26.3,213.207
2015-08-10,17.614,24.628,7.014,1.528,190.6,4.114,78.0,52.625,39.0,12.114,23.062,1.0,35.6,31.283,27.6,202.714
