date,NO2_mean,NOX_mean,NO_mean,PM25_mean,CO_mean
2012-07-22,6.177,8.146,1.969,12.667,2.792
2012-07-23,13.16,17.364,4.205,16.167,3.333
2012-07-24,15.958,21.479,5.521,20.958,3.542
2012-07-25,16.333,21.927,5.594,28.208,4.0
2012-07-26,17.61,22.257,4.647,33.75,3.833
2012-07-27,16.646,21.781,5.136,34.5,3.875
2012-07-28,13.823,17.677,3.854,42.75,3.958
2012-07-29,7.125,9.177,2.052,33.292,2.75
2012-07-30,9.226,13.896,4.67,16.583,1.708
2012-07-31,13.104,20.198,7.094,13.167,2.333
2012-08-01,9.608,15.795,6.186,10.25,1.826
2012-08-02,10.037,17.391,7.354,8.5,1.667
2012-08-03,14.886,23.864,8.979,13.333,2.75
2012-08-04,5.469,8.812,3.344,9.958,1.958
2012-08-05,4.26,6.614,2.354,7.458,1.583
2012-08-06,11.083,17.792,6.708,10.042,2.292
2012-08-07,11.677,19.771,8.094,10.875,2.917
2012-08-08,9.573,14.677,5.104,10.208,2.773
2012-08-09,9.81,13.892,4.082,12.261,3.167
2012-08-10,11.302,15.0,3.698,21.25,2.875
2012-08-11,10.719,14.875,4.156,18.708,3.0
2012-08-12,9.0,12.594,3.594,15.5,2.458
2012-08-13,5.74,7.281,1.542,19.542,1.333
2012-08-14,8.031,11.323,3.292,11.75,2.042
2012-08-15,5.978,11.14,5.162,10.833,2.522
2012-08-16,6.081,10.146,4.065,7.208,1.458
2012-08-17,12.313,20.74,8.427,12.417,2.708
2012-08-18,9.427,13.688,4.26,14.208,2.75
2012-08-19,6.406,9.26,2.854,8.458,2.083
2012-08-20,8.76,13.802,5.042,8.958,1.958
2012-08-21,10.281,17.094,6.812,8.5,2.208
2012-08-22,6.469,11.792,5.323,6.833,1.391
2012-08-23,8.329,17.984,9.654,7.75,1.958
2012-08-24,8.802,14.99,6.188,8.417,1.958
2012-08-25,10.521,15.344,4.823,10.083,2.5
2012-08-26,6.531,9.0,2.469,10.167,1.833
2012-08-27,8.938,14.031,5.094,7.417,2.125
2012-08-28,9.625,16.886,7.26,8.333,2.625
2012-08-29,8.754,14.26,5.506,9.917,2.727
2012-08-30,10.783,17.193,6.41,12.667,2.417
2012-08-31,8.552,14.469,5.917,10.417,2.333
2012-09-01,9.979,14.406,4.427,11.625,2.917
2012-09-02,5.896,8.406,2.51,8.958,2.458
2012-09-03,10.448,15.375,4.927,10.0,3.0
2012-09-04,14.906,21.479,6.573,19.958,3.25
2012-09-05,11.466,16.935,5.47,16.125,2.273
2012-09-06,14.336,21.425,7.089,15.542,2.792
2012-09-07,13.365,18.573,5.208,15.833,3.167
2012-09-08,8.667,12.583,3.917,8.458,2.5
2012-09-09,6.719,9.313,2.594,7.583,2.125
2012-09-10,9.417,13.719,4.302,6.087,2.0
2012-09-11,9.625,16.802,7.177,5.75,3.083
2012-09-12,13.762,19.168,5.407,9.958,3.391
2012-09-13,13.058,18.111,5.053,18.042,2.792
2012-09-14,11.99,18.406,6.417,14.667,2.25
2012-09-15,9.667,14.0,4.334,7.292,2.208
2012-09-16,5.563,8.26,2.698,7.708,2.333
2012-09-17,6.625,11.187,4.562,8.917,2.708
2012-09-18,14.438,24.927,10.49,4.875,3.333
2012-09-19,12.396,18.614,6.219,18.167,3.087
2012-09-20,16.01,24.192,8.182,21.75,3.625
2012-09-21,13.719,22.667,8.948,21.167,3.417
2012-09-22,9.375,15.083,5.708,18.417,3.25
2012-09-23,6.604,10.906,4.302,13.667,3.5
2012-09-24,14.083,22.448,8.364,8.208,3.042
2012-09-25,11.688,21.885,10.198,9.083,2.833
2012-09-26,11.307,19.804,8.497,7.917,3.043
2012-09-27,12.493,19.076,6.583,9.042,3.0
2012-09-28,16.427,22.063,5.635,10.792,3.208
2012-09-29,16.125,20.771,4.646,19.208,4.0
2012-09-30,5.833,8.427,2.594,8.125,2.708
2012-10-01,12.948,22.104,9.156,2.792,3.667
2012-10-02,13.162,22.335,9.173,6.542,3.217
2012-10-03,13.678,21.306,7.796,4.917,2.783
2012-10-04,15.071,21.719,6.647,5.667,2.833
2012-10-05,14.625,24.875,10.25,7.083,2.958
2012-10-06,9.278,14.305,5.028,11.833,3.333
2012-10-07,6.042,8.125,2.083,10.75,2.833
2012-10-08,6.431,9.208,2.778,5.583,2.375
2012-10-09,8.931,14.916,5.986,5.125,2.792
2012-10-10,9.827,13.688,3.861,11.5,2.565
2012-10-11,14.578,19.878,5.3,16.292,3.708
2012-10-12,12.135,20.416,8.281,8.125,3.583
2012-10-13,10.948,17.114,6.166,9.167,3.542
2012-10-14,9.625,12.396,2.771,19.167,3.75
2012-10-15,11.25,18.271,7.021,19.833,3.667
2012-10-16,15.281,19.927,4.646,19.375,3.708
2012-10-17,16.458,23.323,6.865,11.455,3.87
2012-10-18,11.092,18.372,7.281,7.417,3.167
2012-10-19,11.073,17.802,6.729,8.75,3.208
2012-10-20,14.073,19.958,5.885,17.083,3.875
2012-10-21,12.198,15.344,3.146,25.25,4.458
2012-10-22,12.104,17.854,5.75,24.417,3.625
2012-10-23,9.656,13.021,3.364,10.708,2.875
2012-10-24,16.693,28.123,11.43,12.292,4.174
2012-10-25,21.551,31.626,10.074,15.625,4.208
2012-10-26,17.083,26.114,9.031,16.875,4.083
2012-10-27,16.636,21.386,4.75,20.083,4.458
2012-10-28,11.594,14.198,2.604,13.375,4.0
2012-10-29,12.166,18.073,5.906,10.625,3.917
2012-10-30,14.844,26.156,11.312,12.833,3.833
2012-10-31,10.427,14.698,4.271,9.458,3.0
2012-11-01,9.889,12.955,3.066,13.792,2.708
2012-11-02,12.396,18.656,6.26,9.375,3.458
2012-11-03,8.354,11.938,3.583,14.417,3.292
2012-11-04,9.377,12.996,3.619,15.083,3.875
2012-11-05,16.26,24.854,8.594,10.792,3.917
2012-11-06,14.01,21.0,6.99,17.125,4.208
2012-11-07,20.166,31.221,11.055,22.25,5.565
2012-11-08,20.939,29.411,8.472,26.292,4.708
2012-11-09,15.958,28.771,12.813,21.208,4.375
2012-11-10,14.125,21.854,7.729,12.125,3.875
2012-11-11,9.125,11.834,2.708,3.708,3.25
2012-11-12,13.458,17.583,4.125,20.167,3.958
2012-11-13,16.635,27.24,10.604,18.583,4.25
2012-11-14,7.406,9.229,1.823,9.958,2.478
2012-11-15,14.071,21.782,7.712,5.667,3.917
2012-11-16,21.271,44.021,22.75,9.292,5.042
2012-11-17,16.5,22.136,5.636,7.75,3.583
2012-11-18,5.698,8.666,2.969,14.25,3.958
2012-11-19,14.431,25.621,11.19,12.391,3.625
2012-11-20,14.306,19.917,5.611,18.25,3.667
2012-11-21,15.467,26.734,11.268,11.208,3.957
2012-11-22,23.68,40.847,17.167,16.0,4.542
2012-11-23,17.125,26.93,9.805,15.167,5.0
2012-11-24,8.139,14.528,6.389,6.542,3.75
2012-11-25,13.958,19.528,5.569,10.625,4.417
2012-11-26,13.097,19.806,6.709,8.583,3.333
2012-11-27,12.375,19.18,6.806,8.792,3.375
2012-11-28,22.264,44.93,22.667,12.583,4.304
2012-11-29,28.444,65.361,36.916,22.75,6.75
2012-11-30,15.806,34.681,18.875,17.125,4.708
2012-12-01,11.889,23.333,11.444,,4.125
2012-12-02,10.889,17.306,6.417,,4.208
2012-12-03,24.569,45.139,20.569,17.733,5.292
2012-12-04,12.625,17.93,5.306,13.833,3.083
2012-12-05,23.174,40.543,17.369,13.333,4.739
2012-12-06,7.861,10.167,2.305,8.0,2.875
2012-12-07,21.278,30.361,9.083,13.125,4.042
2012-12-08,13.306,17.347,4.042,15.125,3.917
2012-12-09,7.889,9.972,2.083,11.292,3.042
2012-12-10,9.57,13.514,3.945,8.042,3.083
2012-12-11,17.791,29.195,11.403,6.5,4.167
2012-12-12,22.389,47.097,24.708,6.5,5.208
2012-12-13,24.944,52.458,27.514,11.0,4.958
2012-12-14,33.722,66.986,33.264,24.75,6.042
2012-12-15,26.291,42.389,16.097,15.875,5.375
2012-12-16,11.722,17.264,5.542,10.542,4.875
2012-12-17,23.014,44.264,21.25,18.917,5.75
2012-12-18,18.945,45.861,26.917,14.333,5.542
2012-12-19,18.36,39.595,21.236,4.583,4.739
2012-12-20,21.583,62.833,41.25,11.875,5.0
2012-12-21,22.25,58.889,36.639,10.917,4.583
2012-12-22,13.931,28.778,14.847,6.833,4.667
2012-12-23,10.972,22.472,11.5,14.792,4.833
2012-12-24,4.597,7.75,3.153,11.833,2.917
2012-12-25,16.417,36.389,19.972,15.542,4.667
2012-12-26,14.722,31.931,17.208,11.208,4.391
2012-12-27,24.416,66.903,42.486,12.261,4.667
2012-12-28,20.444,49.694,29.25,11.375,4.667
2012-12-29,19.0,40.611,21.611,10.75,5.25
2012-12-30,13.166,21.875,8.708,11.333,4.917
2012-12-31,3.306,6.445,3.139,8.792,2.417
2013-01-01,10.399,12.089,1.69,31.0,4.875
2013-01-02,6.75,8.562,1.812,17.042,4.208
2013-01-03,11.938,15.461,3.523,14.167,4.667
2013-01-04,10.292,16.312,6.021,14.083,5.375
2013-01-05,9.771,12.854,3.084,8.583,3.792
2013-01-06,16.938,27.156,10.219,8.458,4.833
2013-01-07,28.906,55.167,26.26,14.167,6.227
2013-01-08,24.568,45.804,21.236,14.958,5.542
2013-01-09,11.729,16.5,4.771,4.917,3.833
2013-01-10,15.764,30.072,14.308,6.667,3.917
2013-01-11,15.032,20.49,5.458,16.625,4.667
2013-01-12,14.521,20.531,6.01,25.667,5.25
2013-01-13,10.01,13.532,3.521,18.125,4.458
2013-01-14,17.344,33.031,15.687,9.625,5.0
2013-01-15,18.484,31.37,12.886,11.13,4.25
2013-01-16,21.469,35.2,13.731,9.125,4.667
2013-01-17,18.43,39.517,21.088,10.917,4.708
2013-01-18,13.156,19.136,5.979,21.5,4.75
2013-01-19,7.271,9.282,2.01,8.583,3.667
2013-01-20,25.166,38.229,13.062,16.958,5.167
2013-01-21,15.448,22.334,6.886,19.292,5.208
2013-01-22,19.857,35.38,15.523,14.083,5.318
2013-01-23,24.948,44.781,19.834,15.875,5.583
2013-01-24,28.34,52.249,23.91,19.583,5.833
2013-01-25,34.219,64.938,30.719,33.625,8.0
2013-01-26,11.042,13.812,2.771,13.708,4.208
2013-01-27,18.302,30.771,12.469,12.0,4.375
2013-01-28,31.406,71.092,39.685,20.417,5.833
2013-01-29,26.997,62.492,35.496,19.833,5.667
2013-01-30,36.302,57.302,21.0,18.917,5.958
2013-01-31,18.247,28.798,10.55,17.583,5.167
2013-02-01,24.646,38.708,14.062,16.083,5.125
2013-02-02,23.416,36.344,12.927,25.833,6.625
2013-02-03,24.094,65.084,40.99,26.708,7.208
2013-02-04,10.104,17.646,7.542,2.917,3.435
2013-02-05,11.894,22.298,10.403,5.875,3.708
2013-02-06,14.042,24.51,10.469,8.3,3.875
2013-02-07,6.621,11.448,4.826,8.1,2.792
2013-02-08,7.688,12.729,5.042,2.25,3.0
2013-02-09,10.406,13.812,3.406,3.875,3.333
2013-02-10,13.614,24.479,10.865,9.917,4.125
2013-02-11,6.354,9.81,3.456,6.0,2.957
2013-02-12,15.038,23.533,8.495,6.667,3.75
2013-02-13,21.097,50.462,29.364,6.417,4.706
2013-02-14,8.046,12.317,4.27,5.208,3.083
2013-02-15,8.906,11.51,2.604,5.333,2.708
2013-02-16,7.958,9.562,1.604,27.958,3.875
2013-02-17,19.521,29.636,10.115,29.375,4.833
2013-02-18,7.854,12.125,4.271,13.667,3.348
2013-02-19,6.807,10.604,3.797,11.304,2.958
2013-02-20,17.376,29.707,12.331,13.458,3.542
2013-02-21,18.556,30.12,11.564,17.583,4.375
2013-02-22,19.125,32.708,13.583,15.958,4.625
2013-02-23,12.218,15.198,2.979,15.75,3.542
2013-02-24,24.875,34.74,9.865,16.75,4.25
2013-02-25,31.896,49.584,17.688,49.792,6.542
2013-02-26,31.568,42.583,11.014,71.375,7.417
2013-02-27,23.698,29.906,6.208,27.875,4.583
2013-02-28,14.472,22.689,8.218,27.708,5.0
2013-03-01,9.01,12.656,3.646,27.667,4.708
2013-03-02,6.646,8.552,1.906,10.75,3.792
2013-03-03,8.958,12.948,3.99,7.458,3.083
2013-03-04,28.729,42.688,13.958,16.292,4.375
2013-03-05,15.983,22.054,6.072,12.833,3.917
2013-03-06,10.312,14.322,4.081,11.792,3.13
2013-03-07,15.199,23.628,8.43,11.625,3.167
2013-03-08,13.302,17.104,3.802,15.5,3.375
2013-03-09,8.687,10.792,2.104,23.042,3.5
2013-03-10,7.24,9.573,2.333,8.667,2.5
2013-03-11,20.802,35.865,15.062,15.042,3.833
2013-03-12,29.894,50.605,20.711,24.667,5.043
2013-03-13,14.448,17.656,3.208,9.875,3.458
2013-03-14,13.306,17.85,4.544,6.875,3.625
2013-03-15,18.844,23.188,4.344,23.167,4.125
2013-03-16,17.375,21.198,3.823,40.208,4.708
2013-03-17,25.521,31.604,6.084,51.333,5.625
2013-03-18,33.812,54.073,20.26,54.792,5.917
2013-03-19,16.19,22.618,7.324,24.0,5.118
2013-03-20,18.854,25.708,7.938,13.833,4.0
2013-03-21,7.388,10.014,2.626,6.708,3.25
2013-03-22,12.479,16.729,4.25,13.125,3.708
2013-03-23,19.469,23.01,3.542,26.375,4.458
2013-03-24,30.25,38.521,8.271,49.542,6.042
2013-03-25,39.844,55.667,15.823,41.208,5.333
2013-03-26,38.641,55.56,16.919,35.417,5.208
2013-03-27,15.625,59.427,43.802,21.455,3.792
2013-03-28,30.439,41.231,10.792,32.958,5.125
2013-03-29,18.861,21.556,2.694,21.25,3.958
2013-03-30,8.171,10.306,2.136,7.25,3.542
2013-03-31,9.75,12.344,2.594,17.0,3.391
2013-04-01,24.542,31.833,7.292,14.542,4.75
2013-04-02,27.625,38.406,10.781,18.542,5.292
2013-04-03,8.0,9.792,1.792,14.542,3.318
2013-04-04,25.139,33.382,8.243,18.542,4.792
2013-04-05,22.354,29.198,6.844,21.375,4.458
2013-04-06,13.573,17.823,4.25,8.25,3.458
2013-04-07,5.167,6.198,1.031,4.042,2.708
2013-04-08,15.052,19.365,4.312,14.125,3.917
2013-04-09,20.302,29.802,9.5,24.208,4.0
2013-04-10,8.436,10.348,1.912,14.125,3.0
2013-04-11,14.357,18.518,4.161,20.435,3.75
2013-04-12,14.458,20.979,6.521,18.5,3.917
2013-04-13,17.813,23.854,6.042,18.5,4.0
2013-04-14,13.614,16.979,3.365,27.75,3.708
2013-04-15,11.552,15.245,3.692,21.958,3.292
2013-04-16,23.139,30.375,7.236,22.833,4.125
2013-04-17,20.073,29.177,9.104,26.083,3.609
2013-04-18,14.381,19.467,5.086,20.917,3.458
2013-04-19,5.573,8.604,3.031,14.125,3.333
2013-04-20,10.042,13.75,3.708,12.875,3.333
2013-04-21,3.127,4.159,1.032,3.458,2.875
2013-04-22,14.24,19.573,5.333,13.792,3.458
2013-04-23,24.083,31.584,7.5,16.208,4.333
2013-04-24,20.877,24.692,3.816,12.417,4.217
2013-04-25,24.678,33.979,9.302,15.25,4.583
2013-04-26,16.792,22.312,5.521,24.75,4.292
2013-04-27,13.885,17.615,3.729,21.083,4.5
2013-04-28,8.719,10.479,1.761,16.833,4.042
2013-04-29,12.406,15.771,3.365,21.167,4.292
2013-04-30,18.375,22.625,4.25,18.25,4.167
2013-05-01,9.208,13.656,4.448,6.833,3.304
2013-05-02,11.244,15.607,4.363,4.917,3.0
2013-05-03,7.188,9.604,2.417,6.375,3.042
2013-05-04,8.302,11.292,2.99,9.208,3.75
2013-05-05,8.188,10.156,1.969,18.083,3.667
2013-05-06,11.916,14.562,2.646,25.667,3.875
2013-05-07,5.458,8.427,2.969,9.417,2.833
2013-05-08,16.853,21.538,4.685,11.042,2.783
2013-05-09,31.626,40.733,9.106,20.958,4.792
2013-05-10,29.781,40.458,10.677,24.583,5.417
2013-05-11,24.708,35.177,10.469,23.458,4.625
2013-05-12,12.448,15.646,3.198,17.125,4.042
2013-05-13,18.458,25.021,6.562,22.0,4.417
2013-05-14,20.927,26.708,5.781,23.458,4.208
2013-05-15,15.438,20.094,4.656,16.087,3.0
2013-05-16,9.19,13.006,3.816,22.958,3.208
2013-05-17,9.75,13.313,3.562,10.625,2.875
2013-05-18,12.01,15.271,3.26,14.167,2.792
2013-05-19,8.615,10.521,1.906,8.333,3.042
2013-05-20,14.875,18.76,3.886,10.5,3.083
2013-05-21,14.74,19.177,4.438,28.917,4.458
2013-05-22,18.821,24.692,5.871,43.375,4.783
2013-05-23,10.655,14.278,3.623,21.5,3.25
2013-05-24,12.683,17.043,4.36,13.792,2.833
2013-05-25,10.639,13.639,3.0,18.364,3.333
2013-05-26,8.805,11.181,2.375,15.167,2.583
2013-05-27,13.517,17.227,3.71,15.292,3.083
2013-05-28,18.677,23.927,5.25,10.833,3.583
2013-05-29,13.229,18.271,5.042,5.458,2.696
2013-05-30,12.741,17.513,4.772,21.042,3.5
2013-05-31,13.416,18.146,4.729,17.917,3.833
2013-06-01,13.281,17.208,3.927,14.458,3.958
2013-06-02,11.906,14.479,2.573,15.042,3.5
2013-06-03,10.812,13.771,2.958,20.042,3.542
2013-06-04,13.551,17.836,4.285,16.417,3.045
2013-06-05,11.146,15.365,4.219,16.0,3.042
2013-06-06,12.378,17.39,5.012,17.292,3.667
2013-06-07,8.084,11.646,3.562,16.917,2.917
2013-06-08,5.781,7.938,2.156,19.042,2.875
2013-06-09,4.719,6.375,1.656,16.083,3.208
2013-06-10,10.719,14.448,3.729,13.333,3.0
2013-06-11,8.875,12.573,3.698,8.167,2.792
2013-06-12,5.969,9.771,3.802,7.875,2.318
2013-06-13,11.042,15.823,4.781,15.792,2.375
2013-06-14,10.229,14.729,4.5,14.333,2.583
2013-06-15,6.979,12.073,5.094,11.792,3.75
2013-06-16,6.604,9.542,2.938,8.167,2.458
2013-06-17,7.615,11.552,3.938,19.542,2.75
2013-06-18,9.906,13.26,3.354,20.957,2.292
2013-06-19,9.493,13.07,3.576,12.417,1.696
2013-06-20,13.616,16.717,3.101,4.375,2.792
2013-06-21,16.114,20.188,4.073,7.708,4.0
2013-06-22,13.386,17.492,4.107,10.208,3.696
2013-06-23,15.802,19.448,3.646,21.042,5.542
2013-06-24,11.99,16.49,4.5,23.458,4.917
2013-06-25,13.49,18.375,4.886,14.292,3.417
2013-06-26,13.24,18.698,5.458,3.75,3.435
2013-06-27,14.144,19.202,5.058,9.542,3.5
2013-06-28,12.729,17.073,4.344,16.458,3.208
2013-06-29,9.333,12.438,3.104,13.25,2.542
2013-06-30,7.948,10.427,2.479,10.708,2.708
2013-07-01,9.521,13.635,4.115,8.75,2.417
2013-07-02,11.052,15.135,4.083,9.542,3.0
2013-07-03,10.886,13.948,3.062,7.0,2.125
2013-07-04,15.129,22.787,7.658,9.375,2.783
2013-07-05,8.073,14.073,6.0,15.417,2.167
2013-07-06,6.364,10.135,3.771,4.667,1.667
2013-07-07,6.208,9.115,2.906,7.042,1.667
2013-07-08,8.177,14.219,6.042,8.083,2.417
2013-07-09,10.188,16.958,6.771,28.917,2.167
2013-07-10,10.886,16.219,5.333,34.083,2.522
2013-07-11,9.206,13.548,4.342,27.167,2.042
2013-07-12,9.042,15.468,6.427,22.75,2.0
2013-07-13,7.573,13.136,5.562,15.042,2.167
2013-07-14,6.844,10.667,3.823,13.0,2.917
2013-07-15,6.792,11.458,4.667,5.708,3.0
2013-07-16,10.25,18.156,7.906,6.667,3.417
2013-07-17,8.51,14.031,5.521,12.333,2.708
2013-07-18,7.328,10.448,3.12,8.667,2.13
2013-07-19,8.292,12.847,4.556,4.375,2.792
2013-07-20,8.778,11.389,2.611,11.042,2.542
2013-07-21,6.042,7.306,1.264,22.958,3.375
2013-07-22,8.625,12.986,4.361,19.227,3.375
2013-07-23,11.963,16.898,4.935,20.292,2.917
2013-07-24,15.213,20.078,4.865,19.875,2.636
2013-07-25,15.198,20.208,5.01,29.208,2.583
2013-07-26,12.76,16.365,3.604,33.833,3.083
2013-07-27,12.01,14.646,2.636,32.708,4.125
2013-07-28,8.688,10.834,2.146,29.167,3.875
2013-07-29,15.833,24.208,8.375,17.542,3.583
2013-07-30,17.01,23.594,6.584,26.5,3.667
2013-07-31,14.828,21.176,6.348,13.5,4.565
2013-08-01,14.292,22.031,7.74,16.773,3.375
2013-08-02,11.115,15.646,4.531,24.458,3.583
2013-08-03,10.021,15.01,4.99,13.5,3.25
2013-08-04,7.344,9.844,2.5,19.375,2.833
2013-08-05,9.51,14.271,4.76,15.833,2.167
2013-08-06,12.896,18.25,5.354,18.625,3.042
2013-08-07,14.241,20.795,6.554,23.583,3.75
2013-08-08,15.562,21.75,6.188,32.167,3.913
2013-08-09,14.386,19.677,5.292,42.042,3.667
2013-08-10,14.208,18.27,4.063,36.267,4.75
2013-08-11,9.698,12.323,2.625,26.0,4.292
2013-08-12,10.927,14.114,3.188,41.208,3.625
2013-08-13,10.229,13.281,3.052,34.833,3.458
2013-08-14,8.587,10.637,2.05,36.583,3.304
2013-08-15,7.656,9.198,1.542,43.875,3.958
2013-08-16,7.396,9.323,1.927,40.75,3.25
2013-08-17,7.896,10.313,2.417,26.125,3.125
2013-08-18,6.781,9.01,2.229,17.458,2.292
2013-08-19,7.364,10.052,2.688,11.917,1.542
2013-08-20,10.594,16.438,5.844,9.292,2.167
2013-08-21,10.908,17.558,6.65,2.0,2.13
2013-08-22,12.417,17.458,5.042,9.0,2.333
2013-08-23,12.76,20.25,7.49,14.375,2.292
2013-08-24,9.865,13.635,3.771,4.417,2.667
2013-08-25,7.74,11.698,3.958,7.542,3.292
2013-08-26,11.896,17.229,5.333,9.565,3.458
2013-08-27,13.042,18.177,5.135,11.0,3.167
2013-08-28,16.241,22.712,6.47,19.792,3.87
2013-08-29,13.521,18.062,4.542,32.625,3.542
2013-08-30,11.198,15.396,4.198,20.542,2.125
2013-08-31,8.771,15.125,6.354,9.208,2.208
2013-09-01,4.031,7.396,3.365,6.667,3.333
2013-09-02,9.208,15.74,6.531,3.208,2.125
2013-09-03,11.584,24.542,12.958,3.375,3.042
2013-09-04,8.384,12.817,4.433,0.792,2.609
2013-09-05,12.438,19.281,6.844,4.25,2.917
2013-09-06,11.25,18.739,7.49,5.5,2.75
2013-09-07,7.469,11.906,4.438,4.875,3.125
2013-09-08,6.5,9.302,2.802,4.375,3.25
2013-09-09,11.01,16.719,5.708,6.333,2.833
2013-09-10,12.812,17.281,4.469,10.167,3.083
2013-09-11,13.851,18.3,4.449,14.667,3.696
2013-09-12,16.75,23.333,6.584,29.292,3.958
2013-09-13,15.396,20.479,5.084,32.833,3.917
2013-09-14,11.979,15.917,3.938,28.75,3.708
2013-09-15,1.573,3.063,1.49,2.083,1.583
2013-09-16,4.562,7.323,2.76,5.458,2.125
2013-09-17,12.073,19.49,7.417,3.917,2.75
2013-09-18,14.071,19.956,5.886,5.417,2.739
2013-09-19,12.708,18.782,6.073,8.75,3.167
2013-09-20,17.427,22.365,4.937,15.625,3.375
2013-09-21,14.636,18.917,4.281,12.833,3.75
2013-09-22,4.604,6.521,1.917,14.5,3.292
2013-09-23,8.479,11.02,2.542,14.375,3.458
2013-09-24,13.99,18.5,4.51,10.417,3.458
2013-09-25,12.002,17.963,5.96,6.875,3.0
2013-09-26,4.994,8.561,3.566,3.762,2.125
2013-09-27,15.06,23.931,8.872,6.75,3.043
2013-09-28,9.573,12.646,3.073,10.042,2.667
2013-09-29,7.833,9.708,1.875,10.875,2.708
2013-09-30,15.755,21.434,5.679,16.0,3.739
2013-10-01,11.583,16.635,5.052,11.435,3.25
2013-10-02,12.573,15.889,3.316,10.625,2.565
2013-10-03,10.49,16.031,5.542,10.0,3.167
2013-10-04,10.447,16.521,6.074,7.333,2.958
2013-10-05,7.479,11.406,3.927,10.083,3.333
2013-10-06,4.667,6.166,1.5,7.958,2.583
2013-10-07,10.062,14.0,3.938,6.792,2.333
2013-10-08,13.521,19.396,5.875,8.167,3.5
2013-10-09,7.505,9.292,1.787,6.875,2.583
2013-10-10,13.522,17.427,3.905,7.792,3.174
2013-10-11,8.361,10.064,1.702,8.458,1.708
2013-10-12,8.698,10.49,1.792,17.833,3.208
2013-10-13,6.625,8.51,1.886,8.333,2.917
2013-10-14,11.198,14.166,2.969,12.458,3.583
2013-10-15,8.542,13.094,4.552,6.708,2.958
2013-10-16,7.391,11.191,3.8,1.208,2.391
2013-10-17,14.312,22.073,7.76,5.792,2.917
2013-10-18,10.733,16.258,5.525,6.167,3.042
2013-10-19,11.708,17.125,5.417,7.917,3.5
2013-10-20,4.781,6.917,2.135,0.75,2.792
2013-10-21,15.646,25.427,9.782,3.792,3.625
2013-10-22,11.25,24.0,12.75,1.958,3.042
2013-10-23,9.315,15.374,6.06,4.0,2.826
2013-10-24,8.25,12.781,4.531,2.833,2.583
2013-10-25,11.566,15.822,4.256,0.458,3.125
2013-10-26,7.0,10.719,3.718,8.167,3.708
2013-10-27,8.416,10.74,2.323,12.542,3.583
2013-10-28,15.031,25.438,10.406,11.5,3.833
2013-10-29,21.416,30.062,8.646,14.833,4.25
2013-10-30,18.209,33.449,15.24,20.583,4.864
2013-10-31,18.021,25.76,7.74,22.167,5.542
2013-11-01,15.218,23.614,8.397,18.542,5.0
2013-11-02,22.219,29.802,7.583,17.708,5.292
2013-11-03,14.438,18.5,4.062,31.167,6.208
2013-11-04,9.323,12.312,2.99,10.625,5.542
2013-11-05,18.458,31.354,12.896,23.304,6.167
2013-11-06,21.379,31.738,10.359,21.542,5.174
2013-11-07,22.125,29.614,7.49,25.542,5.458
2013-11-08,21.716,32.092,10.376,22.208,4.25
2013-11-09,17.014,24.07,7.055,15.917,4.583
2013-11-10,10.111,12.375,2.264,13.583,3.75
2013-11-11,11.389,16.819,5.43,5.333,2.958
2013-11-12,11.561,19.15,7.589,8.333,3.083
2013-11-13,15.311,26.86,11.548,6.667,3.75
2013-11-14,21.24,37.948,16.708,11.333,4.261
2013-11-15,24.202,37.883,13.68,11.059,4.875
2013-11-16,17.57,28.833,11.264,,4.708
2013-11-17,12.917,18.306,5.389,,4.917
2013-11-18,11.952,16.906,4.954,9.5,3.417
2013-11-19,10.073,13.24,3.167,10.625,2.583
2013-11-20,12.856,18.582,5.726,14.333,3.174
2013-11-21,19.302,35.146,15.844,14.5,4.583
2013-11-22,15.818,34.389,18.571,14.0,3.875
2013-11-23,18.448,28.812,10.364,15.5,4.5
2013-11-24,17.719,23.104,5.386,23.958,5.25
2013-11-25,14.562,17.01,2.448,15.167,4.542
2013-11-26,10.396,13.896,3.5,10.917,3.375
2013-11-27,23.083,36.914,13.831,14.125,4.208
2013-11-28,8.458,11.917,3.458,11.958,3.261
2013-11-29,14.624,30.088,15.464,10.5,3.583
2013-11-30,20.466,31.722,11.257,16.864,5.542
2013-12-01,16.236,22.361,6.125,19.167,5.0
2013-12-02,22.5,36.93,14.431,25.167,5.625
2013-12-03,21.958,43.597,21.639,19.792,5.667
2013-12-04,21.942,39.464,17.523,18.125,5.174
2013-12-05,24.469,48.51,24.042,23.458,5.958
2013-12-06,23.192,46.506,23.314,41.958,7.208
2013-12-07,15.156,28.24,13.083,19.792,5.042
2013-12-08,9.75,12.938,3.188,10.958,3.792
2013-12-09,27.583,47.656,20.073,18.083,5.958
2013-12-10,12.249,14.82,2.571,9.25,4.083
2013-12-11,15.925,24.838,8.912,16.318,4.545
2013-12-12,12.073,17.927,5.854,13.083,3.625
2013-12-13,17.923,34.55,16.626,13.375,4.0
2013-12-14,8.354,10.479,2.125,14.042,3.458
2013-12-15,6.906,8.364,1.458,16.167,3.458
2013-12-16,13.75,20.906,7.156,10.5,3.708
2013-12-17,15.917,26.698,10.781,10.417,4.087
2013-12-18,17.059,24.91,7.851,6.5,3.833
2013-12-19,17.906,27.531,9.625,8.417,4.125
2013-12-20,8.548,10.514,1.967,11.708,3.292
