date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,THC_mean,TEMP_max,TEMP_mean,TEMP_min,SO2_mean,CO_mean
2012-09-13,181.5,11.591,17.272,22.365,5.094,15.375,25.74,193.091,30.9,28.017,25.9,4.542,4.375
2012-09-14,181.458,12.625,18.242,26.995,8.753,16.957,23.553,194.083,30.7,27.817,26.1,4.217,4.583
2012-09-15,182.0,12.583,15.75,19.528,3.778,9.833,15.361,194.583,31.9,27.688,25.2,3.5,3.917
2012-09-16,181.167,7.042,8.111,10.5,2.389,6.667,10.833,188.208,32.1,28.804,26.5,2.417,3.5
2012-09-17,179.583,7.042,8.111,11.444,3.333,5.125,10.666,186.625,32.6,29.004,25.6,2.083,3.25
2012-09-18,181.208,13.833,18.546,32.595,14.049,3.708,10.278,195.042,26.8,25.462,24.0,2.75,4.708
2012-09-19,184.75,9.375,13.18,14.958,1.778,17.25,23.389,194.125,28.8,26.333,23.9,3.087,4.348
2012-09-20,187.739,12.0,15.908,16.466,0.558,20.208,26.042,199.739,26.9,24.975,23.1,2.708,4.625
2012-09-21,186.875,11.375,16.777,18.7,1.923,18.958,24.681,198.25,27.9,24.946,22.5,3.708,4.565
2012-09-22,185.875,11.708,13.265,14.543,1.278,17.458,21.917,197.583,27.8,24.971,22.8,3.042,4.542
2012-09-23,184.917,9.917,8.514,9.181,0.667,12.708,14.958,194.833,24.8,21.642,18.8,1.917,4.083
2012-09-24,182.833,10.833,11.194,13.028,1.833,6.708,12.805,193.667,26.3,22.908,19.8,1.667,3.958
2012-09-25,183.583,10.208,13.519,16.23,2.711,7.75,11.869,193.792,27.6,24.158,21.1,2.19,3.833
2012-09-26,184.25,10.333,15.06,18.563,3.502,9.458,10.028,194.583,28.3,24.567,21.3,2.565,4.043
2012-09-27,182.571,7.238,11.514,13.357,1.843,9.917,11.139,189.81,28.6,24.521,22.1,2.917,3.75
2012-09-28,183.333,8.25,22.309,27.861,5.552,11.083,13.028,191.583,27.6,23.954,21.4,3.833,4.708
2012-09-29,185.25,12.208,23.068,27.902,4.833,21.917,29.917,197.458,25.4,23.533,22.1,4.25,6.458
2012-09-30,180.625,5.208,6.514,6.903,0.389,10.958,13.791,185.833,23.5,21.667,19.6,1.917,3.667
2012-10-01,183.333,4.292,11.068,14.116,3.048,2.083,5.792,187.625,23.6,21.575,20.2,2.083,4.167
2012-10-02,186.5,6.917,18.269,24.635,6.365,5.292,7.5,193.417,25.6,22.467,19.1,2.792,4.417
2012-10-03,183.667,4.875,10.972,12.236,1.264,6.375,7.972,188.542,27.1,23.675,21.1,3.043,3.609
2012-10-04,185.87,7.913,9.695,10.805,1.11,6.042,7.125,193.783,26.3,23.104,21.6,1.458,3.333
2012-10-05,186.727,9.818,17.684,21.729,4.044,6.5,8.182,196.545,25.8,22.483,19.3,3.208,4.087
2012-10-06,186.458,11.292,14.833,16.986,2.153,11.583,13.722,197.75,24.7,22.079,19.5,3.375,4.0
2012-10-07,186.583,7.458,8.312,9.081,0.768,10.75,11.319,194.042,23.7,20.9,18.6,1.667,3.625
2012-10-08,187.083,7.417,11.77,13.583,1.812,6.417,6.986,194.5,25.2,21.0,17.2,2.583,3.833
2012-10-09,185.875,9.0,15.381,18.142,2.76,6.909,7.195,194.875,25.0,22.15,20.3,3.045,3.833
2012-10-10,186.208,11.875,16.695,20.084,3.389,11.833,13.931,198.083,25.0,22.238,19.7,2.696,4.304
2012-10-11,186.043,12.739,19.203,23.309,4.106,17.458,19.097,198.783,23.7,21.183,18.8,4.125,4.583
2012-10-12,186.826,6.217,8.089,9.216,1.127,7.125,8.527,193.043,22.0,19.304,17.3,1.875,3.375
2012-10-13,189.25,9.083,15.722,21.639,5.917,10.333,10.41,198.333,22.2,18.733,15.1,2.625,4.542
2012-10-14,189.292,10.792,16.003,17.559,1.556,19.417,19.555,200.083,22.3,19.729,17.8,3.833,5.333
2012-10-15,189.708,11.667,21.042,29.528,8.486,22.125,24.861,201.375,25.0,20.396,16.2,3.125,5.417
2012-10-16,188.833,12.125,19.494,23.098,3.605,19.042,21.5,200.958,25.8,21.671,18.1,3.667,5.05
2012-10-17,187.583,11.292,20.208,25.736,5.528,10.042,14.167,198.875,21.1,20.171,18.8,,4.913
2012-10-18,187.435,5.783,14.507,16.832,2.325,8.417,12.264,193.217,20.6,19.108,17.9,,4.333
2012-10-19,187.708,4.0,9.287,10.69,1.403,8.417,7.931,191.708,20.5,17.821,15.6,,3.708
2012-10-20,189.708,6.875,17.278,20.694,3.417,14.792,16.861,196.583,21.5,17.896,14.5,,5.292
2012-10-21,190.833,9.708,20.394,23.835,3.44,23.792,29.181,200.542,22.5,19.483,16.4,,6.0
2012-10-22,188.917,9.375,17.514,20.681,3.167,20.542,25.111,198.292,23.8,20.862,17.1,,4.958
2012-10-23,186.833,5.125,12.167,14.611,2.444,8.375,11.594,191.958,22.7,16.896,13.7,,4.375
2012-10-24,189.417,3.958,10.028,11.305,1.278,10.833,9.653,193.375,18.9,15.425,11.6,1.348,3.478
2012-10-25,187.545,13.318,25.17,34.098,8.928,15.042,13.47,200.864,20.2,16.733,13.9,3.9,4.625
2012-10-26,188.125,17.625,28.254,37.778,9.524,18.087,20.039,205.75,21.4,17.758,14.0,4.0,5.583
2012-10-27,186.083,13.292,19.792,23.208,3.416,16.833,18.736,199.375,22.6,19.333,15.5,2.696,5.25
2012-10-28,185.667,10.292,9.646,10.104,0.458,9.708,12.375,195.958,20.7,18.679,17.1,1.826,4.708
2012-10-29,185.708,6.917,5.062,5.292,0.229,9.125,9.778,192.625,19.1,16.762,13.4,1.0,3.833
2012-10-30,186.875,9.417,12.416,16.646,4.229,13.5,12.625,196.292,18.8,15.338,12.2,4.0,4.75
2012-10-31,186.333,10.042,13.021,14.229,1.208,10.417,11.944,196.375,17.9,15.554,13.4,2.0,4.261
2012-11-01,190.8,5.85,8.39,9.096,0.706,11.917,12.397,196.65,16.4,14.158,10.1,1.391,4.0
2012-11-02,191.167,5.333,7.972,9.292,1.319,10.167,9.347,196.5,15.2,12.254,9.9,0.565,3.667
2012-11-03,191.083,5.333,6.083,6.631,0.549,15.792,13.666,196.417,15.8,13.008,11.3,0.348,3.333
2012-11-04,192.25,8.333,14.597,17.806,3.208,13.375,12.069,200.583,16.6,13.779,10.8,2.522,4.542
2012-11-05,190.125,12.375,22.222,30.083,7.861,14.792,13.43,202.5,18.4,16.521,14.4,3.522,5.542
2012-11-06,190.208,10.042,17.5,22.375,4.875,16.708,20.084,200.25,19.5,16.912,13.9,2.348,5.958
2012-11-07,194.167,9.625,15.625,17.097,1.472,22.042,22.431,203.792,17.8,14.933,12.5,2.391,5.913
2012-11-08,188.864,11.545,18.125,19.193,1.068,26.455,29.586,200.409,18.4,15.388,12.5,3.333,5.375
2012-11-09,187.583,11.125,16.931,22.903,5.972,23.2,23.261,198.708,18.0,15.083,11.8,3.292,4.833
2012-11-10,187.292,7.833,11.274,13.61,2.336,13.208,14.5,195.125,16.7,13.65,10.3,2.125,4.417
2012-11-11,186.0,7.458,11.389,13.166,1.778,4.583,6.681,193.458,17.2,15.296,13.7,2.208,4.333
2012-11-12,188.333,6.833,13.361,15.014,1.653,21.5,23.195,195.167,16.6,15.029,13.5,3.625,5.583
2012-11-13,188.083,6.708,14.5,17.111,2.611,19.917,23.306,194.792,16.8,13.3,11.2,3.917,5.208
2012-11-14,188.958,5.708,9.347,10.861,1.514,13.125,12.764,194.667,12.1,9.729,6.6,3.087,3.87
2012-11-15,189.174,4.565,11.565,13.782,2.217,7.333,5.125,193.739,11.6,8.967,6.6,2.417,4.261
2012-11-16,189.542,12.333,21.275,31.519,10.244,7.917,9.625,201.875,15.2,11.867,8.1,3.667,5.208
2012-11-17,188.0,11.0,22.561,30.303,7.741,6.333,9.306,199.0,15.4,13.188,11.6,2.458,5.25
2012-11-18,188.417,5.375,7.889,8.875,0.986,14.0,14.5,193.792,14.0,11.742,10.2,2.375,4.542
2012-11-19,188.583,11.042,17.125,22.486,5.361,15.667,15.486,199.625,14.7,12.158,9.0,3.875,5.0
2012-11-20,187.5,10.333,10.489,11.636,1.148,20.542,21.711,197.833,15.2,12.988,11.0,2.773,4.333
2012-11-21,188.826,9.739,16.592,22.178,5.585,10.292,10.0,198.565,13.2,11.658,9.8,2.957,4.783
2012-11-22,192.13,24.13,37.846,71.23,33.384,18.0,17.667,216.261,14.2,12.833,11.3,9.625,6.792
2012-11-23,187.167,9.958,15.042,17.431,2.389,14.708,15.208,197.125,13.7,12.096,9.7,3.5,4.667
2012-11-24,187.75,8.25,10.965,13.806,2.842,8.667,7.736,196.0,12.2,10.571,9.1,3.0,4.333
2012-11-25,190.583,10.833,20.097,25.111,5.014,9.25,6.0,201.417,14.2,10.65,7.1,4.375,5.167
2012-11-26,187.25,12.083,19.333,28.208,8.875,8.458,10.306,199.333,16.5,12.138,9.0,3.417,5.625
2012-11-27,188.5,8.0,9.139,10.403,1.264,7.0,6.93,196.5,9.9,8.283,6.8,2.125,4.167
2012-11-28,190.125,12.958,23.591,35.967,12.376,12.292,9.673,203.083,11.2,8.683,5.6,5.391,5.045
2012-11-29,197.13,33.957,37.069,91.421,54.352,31.375,31.722,231.087,13.5,11.104,8.7,10.0,8.208
2012-11-30,189.292,9.208,17.542,30.361,12.819,20.625,22.583,198.5,14.4,11.429,9.4,5.042,5.625
2012-12-01,188.917,2.875,7.046,8.949,1.903,7.083,7.694,191.792,9.9,8.175,5.8,2.833,3.792
2012-12-02,189.458,4.458,11.704,13.885,2.18,8.625,6.972,193.917,8.4,6.717,5.1,2.375,3.917
2012-12-03,191.81,13.333,31.172,50.344,19.172,14.208,13.879,205.143,12.7,9.105,4.7,3.667,6.667
2012-12-04,189.958,4.875,13.621,15.4,1.779,13.318,13.265,194.833,10.8,8.633,4.5,3.095,4.375
2012-12-05,191.833,11.792,18.361,22.486,4.125,12.125,10.139,203.625,11.6,7.154,4.1,4.696,4.913
2012-12-06,190.609,3.565,7.418,8.567,1.149,10.458,7.986,194.174,12.9,6.9,2.2,3.083,3.875
2012-12-07,192.125,11.292,16.721,20.512,3.791,12.458,11.875,203.417,8.1,5.512,2.0,3.917,4.542
2012-12-08,191.542,4.708,14.111,17.179,3.068,16.458,15.319,196.25,9.4,6.288,2.5,3.75,5.083
2012-12-09,190.875,1.5,7.951,8.679,0.727,13.75,9.653,192.375,5.8,3.338,1.6,3.625,4.333
2012-12-10,190.708,2.125,8.787,10.294,1.507,8.625,6.028,192.833,7.3,3.608,0.8,2.75,3.833
2012-12-11,191.25,2.458,12.064,13.685,1.621,9.75,6.139,193.708,8.5,5.004,2.4,3.458,4.167
2012-12-12,192.292,6.625,20.447,34.508,14.061,7.75,6.153,198.917,8.2,5.588,3.4,3.478,5.391
2012-12-13,191.391,11.652,24.15,36.464,12.313,8.958,9.294,203.043,9.3,6.771,3.9,4.0,4.917
2012-12-14,196.238,25.762,39.918,71.328,31.41,21.167,20.556,222.0,12.0,8.646,4.8,7.333,7.565
2012-12-15,193.25,22.625,32.279,53.145,20.866,16.833,19.528,215.875,15.5,12.362,10.0,4.958,7.042
2012-12-16,190.042,9.417,9.999,12.054,2.056,12.167,10.745,199.458,13.0,11.304,9.4,2.583,5.125
2012-12-17,192.708,12.667,28.415,47.618,19.202,21.125,18.597,205.375,11.8,9.109,6.8,4.583,7.5
2012-12-18,193.375,11.458,20.319,33.896,13.576,17.773,17.248,204.833,10.3,8.3,5.4,4.609,7.042
2012-12-19,190.917,7.25,10.589,13.058,2.469,5.167,3.861,198.167,6.6,4.958,3.9,2.391,4.0
2012-12-20,192.364,7.545,20.594,33.599,13.005,11.333,8.139,199.909,9.1,5.858,2.5,3.708,5.167
2012-12-21,191.667,11.0,29.161,48.925,19.764,13.476,10.994,202.667,8.7,6.85,5.2,4.952,5.667
2012-12-22,189.917,7.958,16.688,24.43,7.742,10.5,10.764,197.875,11.6,8.596,6.1,3.042,4.917
2012-12-23,190.833,5.417,10.055,11.694,1.639,15.458,15.403,196.25,9.2,5.858,1.2,3.625,5.125
2012-12-24,191.292,3.792,10.458,11.736,1.278,11.917,9.055,195.083,5.8,2.862,0.5,3.208,4.25
2012-12-25,191.875,6.167,18.315,23.617,5.301,16.875,13.799,198.042,7.0,4.25,1.3,4.625,5.0
2012-12-26,191.5,3.875,10.795,12.489,1.693,12.273,10.183,195.375,5.6,3.658,1.3,3.091,3.826
2012-12-27,190.136,9.273,20.586,28.885,8.299,9.042,6.697,199.409,6.3,3.492,0.2,4.667,4.75
2012-12-28,191.208,16.083,28.583,46.264,17.681,10.792,10.236,207.292,7.9,5.617,3.2,3.667,6.042
2012-12-29,190.75,15.125,23.959,33.707,9.748,9.042,10.486,205.875,12.7,9.617,6.6,4.042,6.083
2012-12-30,191.667,16.083,16.375,20.945,4.569,5.667,7.847,207.75,11.2,9.662,6.8,3.25,5.833
2012-12-31,188.417,6.792,7.361,8.042,0.68,9.083,8.792,195.208,6.3,3.704,1.6,2.708,3.708
2013-01-01,193.25,3.875,9.319,9.583,0.264,26.292,35.486,197.125,11.7,10.096,8.1,3.5,5.042
2013-01-02,193.913,1.217,10.951,11.71,0.759,14.75,25.084,195.13,11.4,8.488,5.5,2.826,4.792
2013-01-03,194.958,2.25,17.625,20.972,3.347,11.416,16.681,197.208,9.7,7.125,4.3,5.208,5.417
2013-01-04,194.375,2.833,17.764,28.833,11.069,14.083,18.25,197.208,9.7,6.788,4.3,4.667,5.625
2013-01-05,193.208,0.458,7.042,7.667,0.625,4.229,5.968,193.667,7.6,4.742,2.3,1.0,3.375
2013-01-06,194.957,1.609,16.0,28.123,12.123,5.146,6.274,196.565,8.0,5.15,3.1,2.25,3.87
2013-01-07,196.625,5.458,31.326,49.745,18.419,9.625,11.278,202.083,10.3,6.2,2.1,4.565,4.708
2013-01-08,196.292,8.833,33.703,57.881,24.178,10.396,14.722,205.125,9.2,8.2,6.8,3.75,5.958
2013-01-09,193.913,1.478,7.58,8.464,0.884,2.166,4.173,195.391,8.6,5.838,1.9,2.0,3.583
2013-01-10,195.875,1.75,8.315,9.273,0.957,2.75,5.515,197.625,6.0,3.112,0.9,,3.043
2013-01-11,197.333,2.375,11.043,12.752,1.71,13.02,15.375,199.708,7.9,4.517,1.9,,3.647
2013-01-12,197.917,3.25,14.909,17.87,2.961,20.771,24.556,201.167,7.2,4.975,2.8,,5.542
2013-01-13,197.125,2.167,7.831,8.679,0.848,13.104,15.186,199.292,6.2,4.292,2.3,,3.565
2013-01-14,197.833,4.417,21.966,31.008,9.042,5.562,7.778,202.25,6.7,3.742,1.1,,4.056
2013-01-15,197.261,5.348,18.734,26.65,7.916,6.52,8.89,202.609,9.0,5.621,2.7,,4.0
2013-01-16,192.652,7.522,18.174,26.314,8.14,5.125,5.761,200.174,9.9,6.312,3.2,2.045,3.958
2013-01-17,193.333,6.875,14.208,17.597,3.389,6.271,7.977,200.208,8.6,6.138,4.6,2.042,4.208
2013-01-18,195.708,8.958,14.764,17.18,2.416,22.396,24.069,204.667,7.6,5.042,2.4,4.292,5.333
2013-01-19,194.167,5.75,6.542,7.361,0.82,6.125,7.668,199.917,3.8,2.088,0.3,0.917,3.333
2013-01-20,194.864,10.636,27.97,46.56,18.59,15.608,17.439,205.5,7.8,4.717,1.7,6.167,5.435
2013-01-21,194.583,8.417,18.928,23.178,4.249,22.792,28.208,203.0,7.2,5.162,3.1,3.292,7.125
2013-01-22,194.833,6.75,12.042,13.91,1.868,12.3,13.116,201.583,7.2,4.188,2.4,1.619,4.625
2013-01-23,195.348,6.957,20.55,25.884,5.333,13.25,14.0,202.304,9.1,5.575,2.2,2.522,4.792
2013-01-24,194.917,9.083,28.668,46.49,17.822,17.166,18.444,204.0,10.8,6.688,2.8,4.583,5.708
2013-01-25,193.833,14.208,38.598,73.981,35.383,26.25,30.083,208.042,12.9,9.671,6.1,8.583,8.042
2013-01-26,191.833,6.042,10.265,11.438,1.173,14.48,17.708,197.875,10.7,7.096,2.4,2.333,4.304
2013-01-27,191.739,6.522,16.671,20.522,3.851,8.354,12.139,198.261,6.2,3.696,1.8,1.583,4.0
2013-01-28,196.167,15.375,34.944,72.181,37.236,19.188,23.111,211.542,9.9,6.521,2.5,8.292,6.167
2013-01-29,193.083,8.667,29.139,43.194,14.056,15.979,18.819,201.75,10.3,8.008,6.1,3.708,5.208
2013-01-30,201.217,26.348,44.942,93.706,48.763,21.02,29.389,227.565,12.1,9.383,7.1,8.0,8.083
2013-01-31,193.542,9.208,20.667,24.639,3.972,19.312,25.417,202.75,12.8,10.388,6.9,,5.542
2013-02-01,197.667,19.792,35.417,71.75,36.333,17.667,23.472,217.458,13.8,9.288,5.9,,7.417
2013-02-02,193.636,16.5,29.635,39.182,9.547,25.992,37.461,210.136,15.5,12.988,11.6,,7.083
2013-02-03,198.273,25.182,34.052,98.301,64.249,36.479,49.903,223.455,15.3,12.112,9.8,,9.174
2013-02-04,191.5,6.208,7.792,9.653,1.861,0.625,4.106,197.708,9.0,5.096,1.1,,3.375
2013-02-05,195.167,6.917,6.778,7.708,0.93,2.375,4.585,202.083,4.0,1.775,0.4,,3.042
2013-02-06,192.783,5.391,20.374,27.873,7.498,5.49,6.452,198.174,2.8,1.579,-0.1,1.444,4.292
2013-02-07,190.625,4.208,19.77,26.729,6.958,4.875,6.555,194.833,5.5,3.433,0.7,1.391,3.792
2013-02-08,188.875,4.792,15.708,18.938,3.23,1.312,3.828,193.667,5.4,4.146,0.9,1.292,3.875
2013-02-09,189.208,2.792,7.834,8.5,0.666,0.688,5.616,192.0,7.9,5.088,2.7,0.75,3.167
2013-02-10,190.217,3.043,15.52,19.328,3.806,7.0,7.158,193.261,5.5,3.704,1.5,1.609,3.714
2013-02-11,189.375,2.333,8.375,9.834,1.458,3.25,5.237,191.708,4.7,2.554,1.1,1.583,3.125
2013-02-12,189.042,2.75,16.145,19.771,3.625,2.875,6.21,191.792,8.2,4.471,1.3,1.083,3.5
2013-02-13,191.826,2.435,9.714,11.509,1.795,1.979,4.293,194.261,6.4,4.946,4.1,2.043,3.292
2013-02-14,196.167,13.042,29.167,43.361,14.194,6.771,9.222,209.208,5.2,3.038,0.8,1.167,5.0
2013-02-15,189.25,2.917,8.778,9.833,1.055,1.312,4.247,192.167,7.8,5.592,3.8,0.875,3.292
2013-02-16,194.667,3.125,7.236,7.819,0.584,21.812,25.611,197.792,9.4,6.1,3.7,2.739,4.042
2013-02-17,195.958,5.0,20.708,32.117,11.409,24.31,28.866,200.958,10.3,5.912,3.2,4.909,5.652
2013-02-18,191.727,2.0,8.024,8.942,0.918,11.352,11.726,193.727,4.6,3.517,2.5,2.458,3.333
2013-02-19,190.958,2.208,9.07,10.555,1.486,10.062,11.181,193.167,5.4,3.621,2.5,1.565,3.417
2013-02-20,191.957,4.739,14.49,18.76,4.27,12.604,14.792,196.696,7.6,4.446,1.8,1.833,4.167
2013-02-21,193.542,4.542,13.333,17.042,3.708,14.042,15.167,198.083,7.3,4.092,2.1,2.208,4.25
2013-02-22,193.208,4.542,11.028,12.306,1.278,10.396,10.042,197.75,7.5,4.383,1.7,1.478,4.208
2013-02-23,194.333,6.042,14.528,16.722,2.194,12.646,13.097,200.375,7.7,4.7,1.8,3.208,4.333
2013-02-24,195.125,8.75,29.641,40.784,11.142,14.104,15.222,203.875,8.8,5.562,2.4,3.833,4.727
2013-02-25,199.167,13.625,38.125,58.153,20.028,41.667,50.278,212.792,12.1,8.575,5.0,7.391,9.25
2013-02-26,199.458,13.417,38.328,48.473,10.145,52.416,63.556,212.875,13.0,9.704,5.5,6.875,7.583
2013-02-27,192.87,11.304,30.594,40.672,10.078,21.0,32.653,204.174,13.7,11.962,10.9,4.375,5.792
2013-02-28,192.0,8.167,19.403,26.097,6.695,23.208,30.153,200.167,14.8,12.788,10.7,2.826,5.25
2013-03-01,197.167,13.833,30.514,40.847,10.333,34.167,44.334,211.0,11.8,10.142,9.3,6.0,6.667
2013-03-02,193.375,6.875,13.306,15.333,2.028,12.312,13.444,200.25,11.2,9.471,8.3,2.667,4.583
2013-03-03,192.864,3.682,6.98,7.909,0.929,5.167,6.75,196.545,8.3,6.429,3.4,1.565,2.913
2013-03-04,195.917,11.375,29.284,41.474,12.19,11.271,13.156,207.292,11.7,7.258,2.2,3.773,4.583
2013-03-05,193.625,7.417,15.625,22.986,7.361,8.729,11.848,201.042,10.8,8.617,3.7,1.375,4.042
2013-03-06,192.87,2.913,7.305,8.254,0.949,9.875,9.82,195.783,5.2,3.342,1.6,1.043,3.167
2013-03-07,194.0,3.708,10.389,12.583,2.194,8.875,10.306,197.708,7.1,3.858,0.9,1.5,3.667
2013-03-08,194.0,3.583,12.792,14.611,1.819,11.979,13.778,197.583,8.1,4.862,1.3,2.542,3.875
2013-03-09,193.625,4.792,12.042,13.417,1.375,19.417,20.722,198.417,8.8,6.3,3.6,3.375,4.667
2013-03-10,192.875,2.958,6.546,7.605,1.06,6.562,7.908,195.833,6.2,3.642,1.4,0.833,3.318
2013-03-11,194.375,4.667,16.347,20.889,4.542,10.166,12.361,199.042,9.6,5.817,1.5,2.125,4.042
2013-03-12,193.125,6.125,29.153,40.708,11.556,15.875,21.042,199.25,15.3,10.746,6.0,7.75,5.417
2013-03-13,193.526,13.158,25.175,39.452,14.278,9.875,21.291,206.684,15.1,11.417,7.3,6.826,5.0
2013-03-14,193.458,6.417,6.361,7.458,1.097,5.208,6.962,199.875,8.5,6.062,3.8,0.708,3.208
2013-03-15,196.542,8.917,15.056,16.833,1.778,18.125,17.972,205.458,8.7,6.292,2.4,2.125,4.083
2013-03-16,198.25,10.458,18.945,21.0,2.056,31.333,41.139,208.708,15.6,11.225,6.0,4.25,5.542
2013-03-17,200.25,13.875,31.931,42.6,10.67,43.438,57.625,214.125,17.0,12.975,8.9,5.25,6.217
2013-03-18,192.708,10.0,21.917,24.945,3.028,28.666,42.056,202.708,15.8,14.358,11.1,4.083,5.083
2013-03-19,196.583,9.917,22.865,27.548,4.683,19.451,24.478,206.5,15.3,11.504,7.5,2.957,4.583
2013-03-20,193.273,13.227,23.109,31.884,8.775,9.178,14.065,206.5,12.0,10.529,7.6,3.087,4.542
2013-03-21,192.667,5.792,4.361,4.708,0.347,4.438,4.833,198.458,9.0,6.475,3.7,0.583,2.75
2013-03-22,195.292,6.667,10.347,11.236,0.889,7.979,7.681,201.958,11.7,7.65,3.8,1.583,3.083
2013-03-23,198.0,10.5,25.333,30.236,4.903,22.771,26.278,208.5,13.7,10.108,6.0,6.25,5.125
2013-03-24,198.333,13.125,37.161,51.577,14.417,41.167,48.75,211.458,17.1,12.758,8.5,10.583,5.955
2013-03-25,193.333,11.125,35.805,44.333,8.528,28.334,35.153,204.458,17.7,15.479,12.8,9.417,5.333
2013-03-26,192.261,15.783,41.632,79.79,38.158,22.166,41.056,208.043,15.6,14.013,12.3,9.042,5.958
2013-03-27,191.174,6.348,15.136,21.933,6.798,15.708,23.525,197.522,16.8,14.242,11.5,2.478,4.167
2013-03-28,195.208,11.333,31.361,44.153,12.792,30.375,38.986,206.542,18.7,13.321,9.0,5.417,5.042
2013-03-29,191.458,10.042,23.931,32.0,8.07,17.812,26.167,201.5,18.5,15.904,13.9,4.417,4.75
2013-03-30,186.583,5.417,10.722,13.25,2.528,4.542,11.556,192.0,18.3,15.638,13.3,1.958,3.917
2013-03-31,191.667,4.042,8.92,9.936,1.016,13.708,17.103,195.708,17.8,13.096,10.3,2.417,3.522
2013-04-01,191.857,7.571,26.936,33.322,6.386,14.125,14.639,199.429,16.6,11.762,6.7,3.667,4.292
2013-04-02,189.708,9.792,29.848,38.362,8.515,19.478,25.711,199.5,16.3,14.208,12.1,7.0,5.333
2013-04-03,188.333,3.583,8.778,9.458,0.681,13.625,17.57,191.917,16.5,13.221,10.8,1.0,4.043
2013-04-04,192.583,11.833,37.764,49.445,11.681,22.208,27.639,204.417,18.4,14.038,9.5,5.25,6.0
2013-04-05,190.083,9.583,32.486,43.055,10.569,24.542,31.611,199.667,20.6,16.454,12.0,4.917,5.708
2013-04-06,184.042,5.292,15.964,18.029,2.065,9.417,18.875,189.333,18.4,16.967,15.8,2.208,4.5
2013-04-07,186.25,2.333,4.538,4.803,0.264,3.5,8.097,188.583,16.0,11.9,7.9,0.958,3.0
2013-04-08,190.87,4.261,13.236,14.681,1.444,12.625,15.292,195.13,14.2,11.096,6.7,1.625,3.958
2013-04-09,191.167,7.208,23.255,36.176,12.921,25.292,29.28,198.375,17.7,13.975,10.8,4.333,4.381
2013-04-10,191.792,3.542,9.595,10.461,0.867,18.083,23.528,195.333,13.2,11.021,7.7,1.957,3.87
2013-04-11,193.955,6.545,14.614,16.024,1.409,21.167,25.292,200.5,11.8,8.592,5.8,2.542,4.792
2013-04-12,192.958,8.292,14.75,17.083,2.333,19.625,22.097,201.25,12.2,9.925,7.2,2.708,4.583
2013-04-13,191.75,9.083,16.611,19.792,3.181,15.625,19.611,200.833,13.3,10.496,6.6,2.25,4.5
2013-04-14,190.083,10.208,16.054,17.361,1.307,27.667,35.278,200.292,18.6,15.146,11.1,5.792,5.208
2013-04-15,191.826,7.87,19.958,22.75,2.792,25.708,36.403,199.696,19.7,16.296,13.4,3.875,4.75
2013-04-16,190.542,9.208,20.532,25.285,4.753,26.045,38.45,199.75,21.7,17.842,13.6,3.909,4.667
2013-04-17,185.458,6.292,16.139,18.264,2.125,21.375,32.431,191.75,20.8,18.883,16.8,2.696,4.435
2013-04-18,187.833,11.583,28.142,41.129,12.987,20.583,30.917,199.417,21.5,17.95,14.3,5.5,5.042
2013-04-19,191.143,5.381,5.945,6.458,0.514,13.292,15.503,196.524,14.7,11.279,8.2,1.042,3.208
2013-04-20,193.333,7.25,15.861,18.319,2.458,11.917,14.75,200.583,14.1,10.038,7.7,1.542,4.125
2013-04-21,192.208,4.542,5.48,5.915,0.435,2.458,5.278,196.75,12.4,9.383,7.5,0.75,3.208
2013-04-22,188.909,6.318,12.403,13.837,1.434,10.583,11.806,195.227,13.8,10.933,6.5,2.208,3.773
2013-04-23,189.292,12.708,28.571,34.436,5.865,14.667,17.5,202.0,16.7,13.725,9.9,4.5,5.208
2013-04-24,185.875,14.167,31.986,48.611,16.625,11.0,17.75,200.042,16.9,15.558,13.6,3.174,5.783
2013-04-25,185.333,10.375,27.372,34.181,6.808,18.708,25.084,195.708,20.2,16.329,12.2,4.875,5.375
2013-04-26,186.083,7.292,11.847,12.667,0.82,23.25,32.097,193.375,16.7,14.612,11.0,2.5,4.667
2013-04-27,188.333,8.375,14.069,15.209,1.139,17.083,22.208,196.708,17.6,14.317,9.9,2.292,4.667
2013-04-28,188.625,7.875,10.899,11.152,0.253,16.083,19.861,196.5,18.7,15.579,11.8,2.708,4.375
2013-04-29,190.478,10.87,17.875,20.306,2.431,18.875,26.5,201.348,20.2,17.229,13.4,4.375,5.417
2013-04-30,188.826,11.826,22.732,27.855,5.122,15.5,28.028,200.652,18.0,15.933,14.2,2.833,5.25
2013-05-01,187.042,7.083,6.903,7.547,0.644,6.391,14.075,194.125,15.8,12.85,9.2,1.875,3.174
2013-05-02,188.042,6.875,8.034,8.967,0.933,2.625,6.028,194.917,15.7,11.979,8.3,,3.208
2013-05-03,189.083,9.458,15.028,17.334,2.306,6.0,10.43,198.542,16.9,13.517,9.9,,3.958
2013-05-04,189.083,10.125,14.028,16.431,2.403,8.833,14.458,199.208,20.1,15.354,12.3,,4.167
2013-05-05,189.542,10.458,13.549,14.328,0.78,21.875,27.403,200.0,21.2,16.183,12.3,,4.542
2013-05-06,188.739,6.826,14.125,14.958,0.833,21.917,30.417,195.565,22.1,18.454,14.5,,4.667
