date,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,194.458,4.0,64.0,49.417,38.0,23.708,17.854,23.979,6.125,19.125,1.375,15.458,7.1,4.1,1.8,218.167
2011-01-02,195.435,3.087,73.0,51.75,29.0,18.304,11.294,12.734,1.441,14.125,0.913,10.875,10.9,4.496,0.3,213.739
2011-01-03,191.0,2.25,50.0,37.542,23.0,11.667,6.958,7.042,0.084,3.5,0.688,4.084,10.1,5.2,1.6,202.667
2011-01-04,193.625,3.375,62.0,47.833,34.0,17.333,12.042,13.583,1.542,9.333,1.146,8.041,8.4,3.738,-0.1,210.958
2011-01-05,194.917,2.542,52.0,35.417,22.0,13.958,11.791,13.233,1.442,5.958,0.916,5.954,8.6,4.267,1.1,208.875
2011-01-06,199.333,4.375,59.0,42.083,23.0,28.875,27.021,43.708,16.688,13.875,1.75,10.208,9.9,4.621,0.1,228.208
2011-01-07,195.958,2.208,49.0,37.917,22.0,11.708,7.708,8.042,0.334,4.875,0.875,4.75,8.7,4.942,2.2,207.667
2011-01-08,197.208,2.292,48.0,36.958,25.0,12.833,8.021,8.458,0.438,4.833,0.625,4.458,9.0,4.608,0.9,210.042
2011-01-09,196.478,4.609,66.0,49.083,31.0,29.783,24.71,35.479,10.769,20.708,1.717,18.292,9.5,4.408,0.3,226.261
2011-01-10,197.958,4.875,66.0,48.5,31.0,36.667,31.604,45.062,13.458,19.917,1.688,17.5,9.5,5.596,0.5,234.625
2011-01-11,193.792,3.375,63.0,46.667,27.0,26.333,18.271,27.584,9.312,19.417,1.646,15.312,10.7,4.588,0.5,220.125
2011-01-12,192.958,3.417,45.0,33.833,20.0,18.333,16.916,23.562,6.646,8.333,0.792,6.208,7.1,2.675,-1.4,211.292
2011-01-13,195.833,4.792,57.0,42.25,24.0,36.25,33.146,56.354,23.208,16.333,1.958,13.812,11.1,4.129,-2.4,232.083
2011-01-14,194.583,3.833,52.0,36.833,24.0,22.208,14.562,20.771,6.208,10.833,1.416,8.52,8.0,4.308,0.6,216.792
2011-01-15,198.167,4.333,52.0,43.708,33.0,25.875,20.646,26.334,5.688,15.292,1.834,13.438,6.8,3.408,0.4,224.042
2011-01-16,196.25,3.955,48.0,40.333,34.0,27.2,22.754,31.856,9.102,25.0,1.475,20.282,4.7,3.729,2.0,223.45
2011-01-17,195.875,3.792,56.0,44.833,27.0,34.083,28.688,40.812,12.125,23.125,1.479,19.125,7.2,3.946,1.2,229.958
2011-01-18,200.542,5.375,62.0,49.083,34.0,45.583,37.396,65.646,28.25,29.042,2.167,25.479,8.9,3.658,-1.7,246.125
2011-01-19,194.917,3.875,78.0,56.625,40.0,30.792,22.854,37.292,14.438,23.958,2.042,21.916,9.6,4.792,-1.0,225.708
2011-01-20,190.167,2.542,89.0,85.458,75.0,19.208,15.667,17.167,1.5,14.0,0.625,16.625,3.0,1.967,0.8,209.375
2011-01-21,189.125,2.583,89.0,85.333,75.0,20.208,14.208,15.292,1.084,8.417,0.5,10.146,3.3,2.733,2.2,209.333
2011-01-22,189.833,3.417,90.0,80.083,63.0,27.208,14.542,22.083,7.542,6.375,0.646,6.458,8.3,5.208,3.3,217.042
2011-01-23,204.826,6.652,91.0,80.292,57.0,50.522,24.54,67.743,43.202,14.625,1.218,16.042,7.9,4.129,0.4,255.348
2011-01-24,196.0,3.75,88.0,57.75,35.0,25.625,21.188,33.188,12.0,9.292,0.75,8.833,4.8,2.133,0.2,221.625
