date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,THC_mean,CO_mean,HUM_max,HUM_mean,HUM_min,RAIN_sum,TEMP_max,TEMP_mean,TEMP_min
2014-07-03,191.792,11.479,8.445,10.903,2.458,18.87,1.188,27.083,203.271,2.167,84.0,74.542,61.0,0.0,25.5,21.354,18.7
2014-07-04,188.718,9.198,6.227,8.305,2.077,9.667,0.191,13.833,197.916,2.0,82.0,66.375,49.0,0.0,27.0,21.967,18.4
2014-07-05,191.084,9.521,7.208,10.014,2.806,9.958,0.438,13.083,200.604,2.0,76.0,65.458,53.0,0.0,23.6,19.908,17.0
2014-07-06,190.562,8.834,6.264,8.389,2.125,12.771,0.354,17.542,199.396,1.875,81.0,72.542,65.0,0.0,22.1,19.35,16.3
2014-07-07,189.743,9.14,7.996,11.028,3.033,16.854,0.73,21.667,198.882,2.042,83.0,71.75,52.0,0.0,26.9,21.488,17.5
2014-07-08,191.625,9.625,7.333,9.819,2.486,14.708,0.468,19.417,201.25,2.042,83.0,72.458,58.0,0.0,25.6,21.492,17.6
2014-07-09,191.875,8.292,6.917,9.292,2.375,10.896,0.396,12.042,200.166,2.042,84.0,73.917,57.0,4.0,24.6,20.9,19.2
2014-07-10,187.812,7.688,9.32,12.458,3.139,4.958,0.729,3.417,195.5,1.875,91.0,82.458,74.0,7.0,21.2,20.029,18.9
2014-07-11,193.229,9.084,6.816,10.064,3.249,6.125,0.229,8.174,202.312,1.696,91.0,79.833,66.0,0.0,24.5,20.767,18.3
2014-07-12,185.166,8.771,5.945,7.917,1.972,5.334,0.188,5.625,193.938,1.5,83.0,75.417,65.0,1.0,21.1,19.429,17.6
2014-07-13,193.229,10.5,7.139,9.444,2.305,13.938,0.375,18.167,203.729,2.042,85.0,74.708,60.0,1.0,28.9,22.221,19.0
2014-07-14,191.776,10.572,9.898,11.993,2.096,17.646,0.771,24.208,202.348,2.625,87.0,71.208,57.0,1.0,27.4,23.392,19.3
2014-07-15,197.547,12.104,10.528,13.014,2.486,15.292,0.976,20.0,209.65,2.583,85.0,61.875,46.0,0.0,28.3,24.733,20.0
2014-07-16,205.771,12.438,10.167,13.236,3.069,20.104,1.27,25.792,218.208,2.792,82.0,65.417,49.0,0.0,28.6,24.025,20.0
2014-07-17,207.25,10.833,7.305,9.139,1.833,29.396,0.916,40.5,218.084,3.042,84.0,70.542,55.0,0.0,27.9,24.008,21.0
2014-07-18,194.211,9.271,7.066,9.117,2.052,16.792,0.519,23.5,203.482,2.304,87.0,67.958,53.0,0.0,27.8,23.292,19.3
2014-07-19,189.416,5.584,3.917,5.444,1.528,11.834,0.104,13.792,195.0,2.0,78.0,68.417,60.0,0.0,23.0,21.488,20.1
2014-07-20,186.146,5.25,2.556,3.722,1.166,5.708,0.084,6.542,191.396,1.0,79.0,65.458,51.0,0.0,24.5,21.633,19.7
2014-07-21,185.718,5.044,3.5,5.435,1.935,5.896,0.0,6.5,190.761,1.0,76.0,60.667,50.0,0.0,25.6,22.346,19.3
2014-07-22,185.13,7.818,6.653,9.764,3.111,4.826,0.063,5.583,192.949,1.5,88.0,75.5,64.0,4.0,25.0,21.996,19.7
2014-07-23,191.334,16.105,16.764,25.25,8.486,12.547,0.625,16.958,207.438,3.167,91.0,83.708,69.0,17.0,26.5,22.238,20.0
2014-07-24,192.98,13.812,11.097,15.056,3.958,11.562,0.98,14.458,206.792,2.583,88.0,66.25,47.0,0.0,30.1,25.004,19.0
2014-07-25,197.979,11.792,10.771,12.984,2.212,57.938,0.812,71.708,209.771,4.391,75.0,53.375,31.0,0.0,28.3,24.683,21.7
2014-07-26,201.604,13.708,13.778,17.0,3.222,64.208,0.896,75.833,215.312,4.833,90.0,75.125,57.0,18.0,22.8,21.217,18.5
2014-07-27,188.271,9.208,5.028,6.333,1.306,11.084,0.188,17.25,197.479,2.542,90.0,83.25,67.0,36.0,25.6,21.35,18.0
2014-07-28,189.262,6.996,4.446,6.089,1.643,9.416,0.062,11.333,196.258,2.167,89.0,74.792,61.0,5.0,23.2,20.35,18.1
2014-07-29,206.604,13.583,13.042,17.542,4.5,27.0,1.25,38.917,220.188,3.917,85.0,61.417,41.0,0.0,29.9,23.675,16.4
2014-07-30,198.229,13.104,11.403,14.514,3.111,38.229,1.312,49.792,211.333,4.042,80.0,61.0,42.0,0.0,31.7,24.533,19.5
2014-07-31,195.208,12.875,11.292,13.708,2.417,28.604,1.208,36.917,208.083,3.333,75.0,64.083,50.0,0.0,29.7,25.888,22.1
2014-08-01,193.562,12.375,8.839,11.265,2.427,24.625,0.598,37.083,205.938,3.087,82.0,69.333,46.0,0.0,31.2,25.3,22.1
2014-08-02,201.438,11.333,7.458,9.333,1.875,18.375,0.416,26.5,212.771,3.042,84.0,67.875,44.0,0.0,30.0,25.054,20.9
2014-08-03,188.896,10.938,6.305,8.042,1.736,25.916,0.688,37.25,199.834,2.625,83.0,72.458,59.0,0.0,30.3,25.421,20.9
2014-08-04,184.108,12.282,10.466,14.37,3.903,18.25,0.646,25.75,196.392,2.167,85.0,75.042,58.0,0.0,31.0,26.462,23.2
2014-08-05,183.208,12.208,11.347,17.459,6.111,7.042,0.062,9.833,195.417,2.333,91.0,87.125,80.0,23.0,25.7,24.683,22.9
2014-08-06,185.875,12.792,11.5,15.097,3.597,6.041,0.125,7.708,198.666,2.042,91.0,85.208,74.0,16.0,25.3,23.188,21.9
2014-08-07,192.416,13.666,16.305,21.097,4.792,7.748,0.312,8.333,206.084,2.583,92.0,84.958,69.0,28.0,25.4,22.138,20.4
2014-08-08,194.798,12.744,13.113,16.77,3.657,7.584,0.458,11.783,207.542,2.565,91.0,79.75,64.0,13.0,25.7,22.392,19.8
2014-08-09,205.625,10.771,7.694,9.889,2.195,9.02,0.312,14.458,216.396,2.375,88.0,71.542,53.0,0.0,27.2,23.133,19.9
2014-08-10,193.75,7.938,5.014,6.153,1.139,8.042,0.229,14.125,201.688,2.083,90.0,75.583,59.0,17.0,24.4,21.254,18.2
2014-08-11,184.834,7.75,5.24,9.184,3.944,7.562,0.166,13.042,192.584,1.792,92.0,78.833,62.0,60.0,27.5,23.046,18.1
2014-08-12,190.542,7.666,5.181,6.528,1.347,12.479,0.334,20.583,198.208,2.542,81.0,60.958,41.0,0.0,27.5,23.5,20.2
2014-08-13,192.875,8.479,6.139,7.667,1.528,8.271,0.188,13.167,201.354,2.5,79.0,62.958,39.0,0.0,27.2,23.1,20.6
2014-08-14,197.771,8.896,5.292,6.917,1.625,4.729,0.229,7.625,206.666,2.333,78.0,66.667,48.0,0.0,25.6,21.846,19.5
2014-08-15,202.898,9.19,6.247,8.27,2.023,4.875,0.519,9.125,212.087,2.435,82.0,73.042,64.0,0.0,22.9,20.871,19.0
2014-08-16,205.396,9.667,5.486,7.264,1.778,7.834,0.396,9.375,215.062,2.417,84.0,69.917,55.0,0.0,25.7,21.792,18.5
2014-08-17,195.792,7.062,3.82,5.472,1.653,8.333,0.25,13.583,202.854,2.083,80.0,69.208,54.0,0.0,26.5,22.046,18.1
2014-08-18,191.446,7.836,6.548,9.614,3.066,7.761,0.5,10.75,199.283,2.167,83.0,76.708,67.0,0.0,24.6,21.804,19.8
2014-08-19,191.042,8.146,9.111,12.903,3.792,5.938,0.382,7.542,199.188,2.25,91.0,86.667,82.0,43.0,21.7,20.3,19.3
2014-08-20,189.625,8.812,6.528,8.82,2.292,8.188,0.188,12.917,198.438,2.083,91.0,82.417,66.0,0.0,24.7,21.871,20.6
2014-08-21,190.833,9.084,7.958,10.07,2.111,9.542,0.708,14.417,199.916,2.25,84.0,71.875,52.0,0.0,26.9,22.771,20.0
2014-08-22,189.764,7.375,6.96,9.275,2.316,6.104,0.458,7.167,197.14,2.174,90.0,81.875,74.0,16.0,22.0,20.767,19.2
2014-08-23,187.667,7.521,6.208,8.417,2.208,11.188,0.584,18.833,195.188,2.333,89.0,77.208,49.0,4.0,29.1,23.608,20.4
2014-08-24,193.104,8.229,4.986,6.055,1.069,12.146,0.396,18.083,201.334,2.458,85.0,66.75,51.0,0.0,27.3,23.938,20.6
2014-08-25,191.312,6.02,4.324,6.252,1.928,2.583,0.166,6.375,197.333,2.042,91.0,73.0,60.0,4.0,22.4,19.104,15.5
2014-08-26,191.375,6.896,4.125,6.486,2.361,3.896,0.125,6.75,198.271,2.0,69.0,57.042,46.0,0.0,20.9,17.842,14.6
2014-08-27,195.188,7.125,7.014,10.0,2.986,5.271,0.75,8.792,202.312,2.125,75.0,65.792,51.0,0.0,22.9,18.504,14.4
2014-08-28,203.292,10.146,8.736,12.306,3.569,7.77,0.771,10.875,213.438,2.375,85.0,69.583,53.0,0.0,23.7,19.738,15.5
2014-08-29,196.981,8.239,8.29,11.78,3.49,7.416,1.372,10.958,205.22,2.304,81.0,61.583,35.0,0.0,25.9,20.638,15.5
2014-08-30,195.729,6.688,6.792,9.75,2.958,7.479,0.792,10.167,202.416,2.083,75.0,59.0,29.0,0.0,26.3,21.071,17.1
2014-08-31,195.417,8.354,6.069,7.625,1.556,6.854,0.562,8.267,203.77,2.167,79.0,62.458,42.0,0.0,26.5,21.038,15.8
2014-09-01,194.0,8.042,6.889,9.665,2.776,8.0,0.604,,202.042,2.083,78.0,62.042,48.0,0.0,25.8,21.038,15.4
2014-09-02,193.062,8.542,8.097,11.181,3.083,9.062,0.348,,201.604,2.167,78.0,65.5,49.0,0.0,26.5,21.746,17.0
2014-09-03,193.125,8.354,6.655,9.349,2.694,8.891,0.166,,201.479,2.0,79.0,67.583,55.0,0.0,26.2,21.467,17.0
2014-09-04,188.834,6.625,5.806,7.069,1.264,8.479,0.208,,195.458,2.0,87.0,83.542,76.0,13.0,20.4,18.283,17.5
2014-09-05,190.9,12.218,10.996,14.424,3.428,6.875,0.334,,203.118,2.565,89.0,79.667,67.0,1.0,25.9,22.046,18.6
2014-09-06,192.202,7.659,6.37,7.986,1.616,7.75,0.271,,199.861,2.111,77.0,59.667,50.0,0.0,24.0,21.933,20.7
2014-09-07,199.083,8.375,7.271,8.98,1.708,6.792,0.292,,207.458,,,,,,,,
2014-09-08,194.948,7.864,6.748,8.861,2.113,4.604,0.166,,202.812,2.0,75.0,66.812,57.0,0.0,23.6,21.406,19.4
2014-09-09,196.667,8.854,7.472,11.111,3.639,7.271,0.416,,205.52,2.083,87.0,70.25,50.0,0.0,25.0,20.708,16.5
2014-09-10,190.652,6.604,5.708,7.847,2.139,6.438,0.229,,197.254,2.0,87.0,76.625,67.0,1.0,21.3,19.575,17.7
2014-09-11,191.292,7.208,8.097,11.097,3.0,5.292,0.396,,198.5,2.042,90.0,79.5,65.0,55.0,21.6,18.3,16.0
2014-09-12,193.708,9.125,11.084,14.611,3.527,6.146,0.644,,202.834,2.348,85.0,74.542,48.0,3.0,23.8,18.508,16.1
2014-09-13,194.27,7.188,6.097,8.222,2.125,5.334,0.125,,201.458,2.042,84.0,65.917,50.0,0.0,21.3,18.112,15.5
2014-09-14,197.062,8.021,5.222,6.375,1.153,8.292,0.5,,205.084,1.917,79.0,62.333,47.0,0.0,18.7,15.633,12.3
2014-09-15,204.804,10.978,10.755,14.179,3.424,11.458,1.062,,215.783,2.542,81.0,62.875,42.0,0.0,22.6,17.392,11.6
2014-09-16,205.796,7.274,8.25,10.07,1.82,7.208,0.638,,213.07,2.083,83.0,69.25,43.0,9.0,20.6,17.05,13.3
2014-09-17,222.896,7.52,8.694,12.458,3.764,3.438,0.208,,230.417,2.208,78.0,62.708,45.0,3.0,18.7,14.654,12.2
2014-09-18,220.296,9.772,7.639,10.861,3.222,3.858,0.208,,230.068,2.125,82.0,69.625,58.0,11.0,17.2,14.438,11.7
2014-09-19,203.438,6.896,5.502,7.028,1.525,3.958,0.261,5.75,210.333,2.0,85.0,73.542,58.0,33.0,18.3,15.454,13.1
2014-09-20,196.833,6.958,8.472,11.889,3.417,5.208,0.25,6.417,203.792,2.208,90.0,70.583,47.0,24.0,19.9,15.571,12.6
2014-09-21,200.438,7.584,9.764,13.778,4.014,7.708,0.666,8.25,208.021,2.625,88.0,59.625,24.0,0.0,22.6,16.55,10.7
2014-09-22,199.847,14.084,13.181,21.238,8.057,10.167,0.812,12.167,213.93,2.833,80.0,65.208,45.0,0.0,21.7,16.646,11.7
2014-09-23,202.542,15.395,15.083,21.153,6.069,14.792,1.188,17.042,217.938,3.0,81.0,62.417,42.0,0.0,23.3,17.712,11.4
2014-09-24,199.062,9.542,12.069,16.208,4.139,14.334,0.854,17.292,208.604,2.5,81.0,66.375,48.0,0.0,22.4,18.062,13.2
2014-09-25,190.562,6.562,6.486,8.556,2.069,9.833,0.416,12.417,197.125,2.0,83.0,71.583,54.0,0.0,22.0,18.225,16.1
2014-09-26,193.854,8.271,9.576,11.897,2.321,5.979,0.259,7.455,202.125,2.435,67.0,55.917,42.0,0.0,19.4,16.012,12.1
2014-09-27,196.625,8.375,7.764,11.431,3.667,8.5,0.771,10.917,205.0,2.333,80.0,65.333,50.0,0.0,19.7,15.362,9.9
2014-09-28,190.896,6.166,4.917,5.681,0.764,9.396,0.625,13.25,197.062,2.125,82.0,65.583,44.0,0.0,22.5,18.446,13.9
2014-09-29,198.196,13.848,15.378,21.48,6.102,9.584,0.958,12.333,212.044,3.042,83.0,58.667,42.0,0.0,19.6,15.354,11.6
2014-09-30,200.792,10.271,10.375,14.903,4.528,7.042,0.505,7.958,211.062,2.375,86.0,71.792,50.0,14.0,18.3,12.742,9.2
2014-10-01,193.438,8.312,10.792,14.181,3.389,6.084,0.542,7.292,201.75,2.5,89.0,63.042,37.0,7.0,17.2,12.083,8.1
2014-10-02,196.938,8.542,13.403,17.903,4.5,8.292,1.062,8.708,205.479,2.292,71.0,62.875,50.0,0.0,16.4,13.442,10.3
2014-10-03,196.312,9.52,13.496,20.668,7.172,11.23,1.146,15.833,205.834,2.652,91.0,85.375,71.0,24.0,16.0,13.112,10.5
2014-10-04,192.021,5.625,7.625,10.417,2.792,6.875,0.604,8.167,197.646,2.125,90.0,73.417,50.0,20.0,14.5,12.908,11.1
2014-10-05,195.708,6.604,7.319,9.611,2.292,9.542,0.667,11.708,202.312,2.375,74.0,56.458,43.0,0.0,16.1,13.046,10.8
2014-10-06,200.482,11.868,16.05,24.669,8.62,11.832,1.416,13.708,212.35,3.042,80.0,70.5,58.0,0.0,12.9,10.6,8.4
2014-10-07,197.666,12.416,15.041,22.403,7.361,12.041,1.375,12.0,210.084,2.958,78.0,60.333,34.0,0.0,15.5,10.979,6.4
2014-10-08,203.792,15.5,20.555,31.431,10.875,17.958,1.166,19.417,219.292,3.833,81.0,65.625,45.0,0.0,18.5,12.775,7.0
2014-10-09,203.458,12.875,17.042,27.083,10.042,19.958,1.334,23.708,216.333,3.583,82.0,59.917,36.0,0.0,18.6,14.438,8.2
2014-10-10,191.854,5.708,5.453,6.821,1.368,13.458,0.892,15.682,197.562,2.304,86.0,61.125,45.0,12.0,14.7,12.688,11.6
2014-10-11,193.104,5.354,5.736,7.194,1.458,10.479,0.479,12.583,198.458,2.292,72.0,56.458,42.0,0.0,14.3,12.146,9.0
2014-10-12,197.292,8.98,10.82,14.139,3.319,6.208,1.0,8.042,206.271,2.708,79.0,66.333,52.0,0.0,17.9,12.196,7.0
2014-10-13,196.174,8.196,9.997,12.315,2.318,10.771,0.771,13.25,204.37,2.292,83.0,64.0,54.0,0.0,14.2,11.988,9.4
2014-10-14,193.229,8.792,11.681,15.028,3.347,6.438,0.354,9.625,202.02,2.5,87.0,77.542,60.0,14.0,9.4,8.333,7.2
2014-10-15,195.896,10.354,12.708,20.93,8.222,6.77,0.938,7.167,206.25,2.792,76.0,61.792,45.0,0.0,14.1,9.888,5.5
2014-10-16,197.542,8.396,10.972,15.764,4.792,6.5,0.75,8.25,205.938,2.25,89.0,73.5,55.0,16.0,14.0,10.596,5.3
2014-10-17,194.152,7.322,12.428,17.427,4.999,5.27,0.604,6.958,201.473,2.478,91.0,77.958,49.0,32.0,12.4,11.096,9.8
2014-10-18,194.958,7.958,10.75,13.639,2.889,13.562,1.333,15.0,202.916,2.583,72.0,52.0,42.0,0.0,14.4,10.967,6.9
2014-10-19,204.084,12.167,13.458,17.889,4.431,13.334,1.52,14.167,216.25,3.167,79.0,57.917,23.0,0.0,19.8,11.904,3.7
2014-10-20,194.76,8.726,15.352,18.768,3.416,16.589,1.77,20.182,203.484,3.0,71.0,62.583,55.0,0.0,18.9,15.708,12.5
2014-10-21,193.833,9.916,12.25,15.32,3.07,17.562,1.02,22.333,203.75,2.833,85.0,70.292,53.0,0.0,15.0,10.258,6.8
2014-10-22,194.896,7.562,12.805,17.417,4.611,13.208,1.062,13.125,202.458,2.417,65.0,54.083,41.0,0.0,9.0,6.279,3.7
2014-10-23,204.584,13.771,20.528,32.264,11.736,16.729,1.604,16.875,218.354,3.792,79.0,56.375,37.0,0.0,12.4,6.875,0.4
2014-10-24,198.582,16.62,24.219,37.344,13.126,13.75,2.059,13.667,215.2,3.957,76.0,59.625,39.0,0.0,16.7,10.612,4.9
2014-10-25,195.416,9.917,13.792,17.083,3.292,15.146,1.146,19.167,205.334,2.875,78.0,70.75,64.0,0.0,18.3,14.696,9.0
2014-10-26,188.271,6.542,6.431,7.458,1.028,15.917,1.354,21.167,194.812,2.042,81.0,67.667,54.0,0.0,21.3,17.775,15.2
2014-10-27,191.534,7.265,6.926,8.181,1.255,7.854,1.042,12.818,198.8,2.542,89.0,73.792,50.0,8.0,16.9,9.338,3.8
2014-10-28,193.646,5.166,4.917,6.445,1.528,1.625,0.75,2.708,198.812,2.042,84.0,69.833,50.0,10.0,7.7,4.792,3.0
2014-10-29,192.854,4.854,4.944,6.347,1.403,2.417,0.916,6.458,197.708,2.0,85.0,55.417,40.0,2.0,9.8,7.121,3.3
2014-10-30,203.396,19.854,24.778,48.097,23.32,9.854,1.917,10.292,223.25,5.083,80.0,55.875,35.0,0.0,14.6,8.929,2.7
2014-10-31,205.03,19.144,22.514,37.395,14.88,20.75,1.312,27.364,224.173,5.0,84.0,74.292,57.0,0.0,15.9,10.571,5.1
2014-11-01,204.792,15.75,19.569,28.458,8.889,33.771,2.25,43.125,220.542,5.458,90.0,74.042,45.0,0.0,15.7,10.95,4.7
2014-11-02,197.021,8.708,9.389,11.583,2.195,12.854,1.125,16.0,205.729,2.833,93.0,87.292,74.0,3.0,16.3,13.779,10.8
2014-11-03,191.604,4.52,3.626,4.411,0.784,4.062,0.479,5.75,196.125,2.25,89.0,68.333,46.0,11.0,14.5,6.221,1.7
2014-11-04,194.458,4.604,6.861,9.32,2.458,7.716,1.312,11.125,199.062,2.25,83.0,53.167,34.0,2.0,9.8,6.592,1.7
2014-11-05,196.516,11.024,16.153,24.667,8.514,10.908,1.646,13.542,207.539,2.625,80.0,54.583,35.0,0.0,16.8,11.429,6.3
2014-11-06,193.875,8.834,13.653,18.972,5.319,15.448,1.416,18.583,202.708,2.667,86.0,69.417,46.0,2.0,16.0,11.462,7.5
2014-11-07,194.712,6.716,7.941,9.925,1.985,5.979,1.747,10.042,201.429,2.364,58.0,50.625,43.0,0.0,6.9,4.262,3.1
2014-11-08,198.458,12.792,17.611,26.083,8.472,15.792,1.666,20.458,211.25,3.333,69.0,50.292,38.0,0.0,12.5,8.621,5.9
2014-11-09,205.375,19.396,20.528,32.333,11.806,11.854,2.042,16.875,224.771,4.583,80.0,62.875,48.0,0.0,14.6,10.008,4.7
2014-11-10,194.809,8.7,13.039,15.788,2.749,11.625,1.438,15.292,203.509,2.5,90.0,78.833,64.0,10.0,11.1,8.988,6.0
2014-11-11,201.104,14.605,22.458,37.555,15.097,12.292,1.602,16.667,215.708,3.833,78.0,68.0,50.0,0.0,12.8,7.779,3.1
2014-11-12,197.23,8.25,14.722,20.0,5.278,9.23,1.25,12.458,205.48,2.542,86.0,75.792,67.0,7.0,12.8,9.504,5.6
2014-11-13,192.521,4.98,6.917,8.653,1.736,7.812,1.042,11.917,197.5,2.292,90.0,62.75,29.0,8.0,10.3,4.571,0.0
2014-11-14,195.514,8.462,19.407,27.328,7.921,4.98,1.021,8.125,203.976,2.783,90.0,86.458,60.0,17.0,0.8,-0.612,-1.4
2014-11-15,196.208,6.021,10.208,13.375,3.166,3.125,1.104,7.167,202.229,2.125,90.0,72.458,59.0,5.0,1.8,0.05,-2.6
2014-11-16,196.52,7.416,12.653,15.945,3.292,5.562,1.396,10.042,203.938,2.542,73.0,59.625,49.0,0.0,4.8,2.783,1.2
2014-11-17,200.812,13.375,27.235,44.208,16.974,8.458,2.208,11.458,214.188,4.042,74.0,59.833,50.0,0.0,4.5,2.638,-0.2
2014-11-18,203.375,15.458,24.819,35.444,10.625,8.833,1.646,13.125,218.834,3.917,87.0,82.458,73.0,5.0,4.3,1.908,0.4
2014-11-19,199.286,9.688,15.111,18.486,3.375,10.358,1.771,13.875,208.973,2.958,84.0,58.75,44.0,0.0,5.8,3.879,1.7
2014-11-20,209.25,20.23,29.694,54.514,24.819,22.668,2.021,22.667,229.479,4.75,72.0,60.458,37.0,0.0,9.0,4.346,0.8
2014-11-21,203.332,10.83,21.884,28.307,6.424,12.5,1.327,11.125,214.161,2.87,79.0,64.375,51.0,0.0,9.7,6.558,1.8
2014-11-22,196.375,10.75,18.986,23.208,4.222,12.646,1.646,15.333,207.125,3.583,85.0,72.125,51.0,1.0,13.2,9.104,5.9
2014-11-23,195.542,6.958,9.403,11.722,2.319,7.354,1.938,11.167,202.5,2.583,67.0,54.708,42.0,0.0,6.8,3.988,0.6
2014-11-24,199.228,12.116,20.994,30.464,9.47,10.042,1.562,10.042,211.344,3.333,86.0,67.667,55.0,2.0,8.5,4.471,0.8
2014-11-25,194.188,8.438,13.778,19.792,6.014,10.75,1.775,14.208,202.625,2.792,69.0,53.708,42.0,0.0,5.6,3.729,0.0
2014-11-26,197.708,11.875,22.084,36.153,14.069,9.52,3.166,10.417,209.583,3.5,72.0,63.208,50.0,0.0,7.8,2.767,-1.7
2014-11-27,201.75,20.708,24.931,53.458,28.528,12.312,1.917,13.542,222.458,5.375,87.0,72.708,59.0,0.0,10.3,5.208,0.7
2014-11-28,204.22,24.47,29.175,65.424,36.25,15.146,1.765,19.318,228.69,5.739,84.0,69.292,60.0,0.0,9.0,6.108,3.8
2014-11-29,203.646,18.458,24.055,35.319,11.264,17.584,2.166,22.875,222.104,4.208,80.0,70.958,60.0,0.0,8.9,6.508,4.0
2014-11-30,198.938,9.979,16.5,23.653,7.153,15.729,3.229,20.708,208.916,3.417,86.0,76.333,64.0,0.0,8.4,5.379,1.6
2014-12-01,190.834,6.104,9.301,11.845,2.545,6.625,1.062,8.875,196.938,2.542,87.0,74.75,42.0,10.0,10.9,8.604,6.9
2014-12-02,190.646,3.604,4.528,6.139,1.611,7.292,1.021,8.917,194.25,2.125,64.0,48.75,38.0,0.0,6.9,0.192,-1.8
2014-12-03,191.042,3.625,5.847,7.319,1.472,5.53,0.958,6.292,194.666,2.0,74.0,53.167,39.0,0.0,0.7,-1.154,-2.1
2014-12-04,194.77,10.021,16.687,25.588,8.902,7.364,1.25,7.625,204.792,2.542,82.0,63.667,40.0,0.0,1.3,-1.342,-3.1
2014-12-05,200.646,10.627,19.963,32.511,12.548,7.542,1.485,8.958,211.272,3.174,75.0,60.125,44.0,0.0,0.2,-2.412,-3.9
2014-12-06,194.896,5.042,9.75,12.917,3.167,4.396,0.958,4.375,199.938,2.375,72.0,53.542,41.0,0.0,-1.4,-3.271,-4.4
2014-12-07,194.208,4.438,8.722,10.875,2.153,3.562,0.812,6.375,198.646,2.292,86.0,65.042,48.0,6.0,1.2,-1.662,-4.8
2014-12-08,200.402,15.119,30.411,57.09,26.678,10.0,1.396,9.208,215.521,3.958,87.0,69.208,46.0,1.0,2.2,-1.067,-3.5
2014-12-09,202.77,18.52,26.972,57.375,30.403,9.146,1.514,10.208,221.292,4.375,89.0,76.667,61.0,6.0,0.3,-1.992,-3.9
2014-12-10,196.958,8.188,19.847,26.361,6.514,10.667,1.938,12.833,205.146,2.917,81.0,65.833,50.0,0.0,1.0,-0.929,-2.4
2014-12-11,195.896,7.458,13.556,18.181,4.625,9.583,1.729,11.958,203.354,3.0,88.0,78.417,61.0,4.0,4.9,1.554,-1.3
2014-12-12,194.458,9.19,17.134,23.587,6.453,8.875,2.438,11.208,203.649,3.043,80.0,67.458,52.0,0.0,-0.4,-1.871,-3.6
2014-12-13,195.0,6.25,13.945,16.806,2.861,5.812,1.666,7.167,201.25,2.625,82.0,74.458,64.0,1.0,-3.4,-4.821,-6.8
2014-12-14,197.75,6.25,13.597,18.264,4.667,4.416,1.771,5.875,204.0,2.75,87.0,54.208,40.0,1.0,-2.6,-4.842,-7.1
2014-12-15,204.042,15.438,35.365,68.99,33.624,9.416,1.416,8.792,219.479,4.417,90.0,86.958,81.0,29.0,-1.8,-4.171,-8.6
2014-12-16,201.604,12.084,22.486,43.778,21.292,4.896,1.25,6.167,213.688,3.5,91.0,85.083,78.0,36.0,2.1,-2.338,-9.6
2014-12-17,193.427,5.979,12.375,16.861,4.486,5.021,1.542,6.292,199.406,2.417,91.0,62.458,45.0,2.0,1.4,-0.612,-2.7
2014-12-18,192.25,6.729,12.75,17.333,4.583,4.646,0.667,6.25,198.979,2.375,84.0,63.708,55.0,1.0,2.1,0.975,-0.7
2014-12-19,201.754,19.044,37.634,73.66,36.027,11.584,1.698,11.833,220.797,5.217,90.0,73.583,60.0,6.0,1.2,-0.446,-3.7
2014-12-20,193.25,7.666,17.472,23.125,5.653,8.646,1.52,9.542,200.916,2.625,77.0,68.708,62.0,0.0,6.7,3.825,-0.3
2014-12-21,192.75,5.229,6.014,7.903,1.889,7.708,1.604,9.5,197.98,2.167,78.0,54.792,43.0,0.0,6.0,-2.338,-6.3
2014-12-22,194.696,5.087,11.686,16.602,4.917,6.188,2.062,5.917,199.783,2.333,84.0,70.917,50.0,9.0,-5.6,-6.512,-7.3
2014-12-23,195.666,4.416,10.264,13.792,3.528,7.708,2.5,8.667,200.084,2.417,74.0,60.5,51.0,0.0,-0.8,-3.308,-6.6
2014-12-24,196.812,9.5,21.666,34.431,12.764,8.584,2.021,10.25,206.312,3.708,90.0,85.167,69.0,22.0,-0.9,-2.371,-5.5
2014-12-25,197.396,10.792,25.653,50.069,24.417,7.708,2.812,9.583,208.188,4.0,86.0,72.875,58.0,8.0,-2.8,-4.604,-6.5
2014-12-26,197.646,9.021,20.834,37.676,16.842,7.0,3.04,6.636,206.667,2.909,89.0,73.208,45.0,11.0,-3.0,-4.671,-6.8
2014-12-27,200.396,13.188,27.819,58.722,30.903,9.646,3.5,11.958,213.584,4.292,87.0,66.25,53.0,2.0,1.4,-1.925,-7.1
2014-12-28,206.062,19.208,36.736,66.611,29.875,9.542,1.98,10.792,225.271,4.875,80.0,68.542,54.0,0.0,4.7,1.346,-1.3
2014-12-29,200.223,17.678,28.512,58.102,29.59,19.98,2.729,21.583,217.9,4.958,88.0,75.833,54.0,2.0,4.5,1.771,-0.5
2014-12-30,195.296,10.296,19.736,24.431,4.694,29.396,4.084,36.125,205.592,5.167,87.0,75.917,53.0,0.0,1.7,0.338,-1.2
2014-12-31,197.458,11.833,19.569,25.917,6.347,13.625,1.812,16.875,209.292,3.667,90.0,71.167,51.0,9.0,1.6,-1.229,-3.0
2015-01-01,195.958,5.792,8.191,9.475,1.284,6.042,1.522,5.958,201.75,2.0,83.0,62.458,51.0,0.0,0.2,-1.067,-2.4
2015-01-02,200.292,8.52,14.347,17.444,3.097,15.986,1.958,15.958,208.812,3.792,89.0,75.208,54.0,4.0,3.7,1.571,-0.4
2015-01-03,198.0,6.562,8.75,10.847,2.097,13.958,1.854,13.667,204.562,2.75,63.0,55.333,50.0,0.0,1.4,0.225,-1.1
