date,SO2_mean,SPM_mean,NO2_mean,NOX_mean,NO_mean
2013-10-27,4.263,15.638,15.542,22.833,7.292
2013-10-28,6.417,24.271,38.208,80.667,42.458
2013-10-29,4.25,22.916,31.5,47.542,16.042
2013-10-30,6.75,30.834,32.708,76.167,43.458
2013-10-31,6.917,29.166,34.708,74.333,39.625
2013-11-01,5.958,27.334,32.0,60.708,28.708
2013-11-02,7.25,34.812,41.958,65.75,23.792
2013-11-03,4.583,65.916,29.583,43.042,13.458
2013-11-04,5.5,19.104,19.958,28.375,8.417
2013-11-05,5.292,26.52,30.042,55.917,25.875
2013-11-06,5.652,34.912,39.0,61.435,22.435
2013-11-07,6.125,28.792,35.625,61.792,26.167
2013-11-08,7.5,37.312,44.375,96.833,52.458
2013-11-09,4.625,16.375,25.958,39.833,13.875
2013-11-10,3.542,22.438,23.375,37.083,13.708
2013-11-11,2.583,6.812,20.833,40.625,19.792
2013-11-12,2.583,9.479,24.042,46.708,22.667
2013-11-13,2.708,7.729,23.167,49.667,26.5
2013-11-14,4.0,13.604,35.333,88.667,53.333
2013-11-15,2.913,20.394,35.409,97.727,62.318
2013-11-16,5.583,32.875,38.042,99.625,61.583
2013-11-17,5.5,36.5,25.5,42.083,16.583
2013-11-18,4.25,14.334,23.625,44.167,20.542
2013-11-19,3.5,8.416,23.125,42.875,19.75
2013-11-20,3.708,16.334,30.792,72.292,41.5
2013-11-21,4.333,16.105,33.875,78.167,44.292
2013-11-22,4.182,18.381,33.565,94.217,60.652
2013-11-23,4.042,15.042,30.958,65.583,34.625
2013-11-24,5.417,31.438,33.083,63.708,30.625
2013-11-25,4.083,23.0,35.167,66.542,31.375
2013-11-26,3.375,10.792,22.667,40.042,17.375
2013-11-27,4.333,15.479,31.292,83.417,52.125
2013-11-28,3.042,10.646,20.542,38.542,18.0
2013-11-29,2.75,10.834,27.0,72.208,45.208
2013-11-30,3.708,14.354,36.833,94.0,57.167
2013-12-01,4.25,29.396,30.458,59.292,28.833
2013-12-02,5.875,42.292,46.292,128.458,82.167
2013-12-03,5.25,32.646,42.458,127.792,85.333
2013-12-04,5.348,29.414,42.182,102.818,60.636
2013-12-05,6.292,35.708,49.292,134.167,84.875
2013-12-06,7.417,48.792,48.167,143.542,95.375
2013-12-07,3.958,17.334,32.208,84.625,52.417
2013-12-08,2.958,11.729,25.625,45.417,19.792
2013-12-09,3.591,17.916,35.833,64.25,28.417
2013-12-10,2.667,12.125,22.875,40.083,17.208
2013-12-11,4.083,12.64,31.261,71.826,40.565
2013-12-12,3.375,9.542,25.583,49.583,24.0
2013-12-13,3.208,18.458,34.0,99.25,65.25
2013-12-14,2.917,10.834,24.5,51.25,26.75
2013-12-15,4.25,15.312,17.25,27.625,10.375
2013-12-16,2.227,8.336,20.875,42.208,21.333
2013-12-17,2.917,13.708,28.542,67.292,38.75
2013-12-18,1.458,11.0,28.792,49.542,20.75
2013-12-19,2.5,24.562,35.958,97.167,61.208
2013-12-20,2.833,9.326,23.652,47.087,23.435
2013-12-21,1.792,8.166,23.167,40.083,16.917
2013-12-22,1.667,8.166,13.5,21.833,8.333
2013-12-23,2.667,6.666,21.292,34.542,13.25
2013-12-24,3.083,12.52,29.833,58.583,28.75
2013-12-25,3.042,13.625,32.958,63.333,30.375
2013-12-26,2.409,23.997,40.391,79.478,39.087
2013-12-27,3.0,13.25,23.792,46.333,22.542
2013-12-28,2.667,6.354,22.042,44.833,22.792
2013-12-29,2.792,10.042,20.875,35.917,15.042
2013-12-30,4.333,18.73,32.167,70.083,37.917
2013-12-31,4.958,33.125,30.5,51.125,20.625
2014-01-01,2.0,8.041,8.833,14.167,5.333
2014-01-02,2.042,10.416,10.583,16.667,6.083
2014-01-03,1.875,9.896,21.208,37.292,16.083
2014-01-04,3.25,22.854,29.75,52.0,22.25
2014-01-05,3.625,35.958,39.667,108.125,68.458
2014-01-06,2.75,33.0,31.875,63.125,31.25
2014-01-07,1.5,10.083,18.917,37.25,18.333
2014-01-08,2.083,17.292,20.625,37.958,17.333
2014-01-09,1.826,14.782,30.565,66.087,35.522
2014-01-10,1.917,14.48,23.292,42.958,19.667
2014-01-11,3.75,17.834,22.792,38.292,15.5
2014-01-12,2.75,9.646,12.333,19.5,7.167
2014-01-13,3.125,12.5,27.083,56.083,29.0
2014-01-14,3.458,23.646,39.708,85.708,46.0
2014-01-15,1.667,14.396,27.875,41.292,13.417
2014-01-16,3.083,27.854,34.833,65.75,30.917
2014-01-17,3.333,22.666,21.5,38.25,16.75
2014-01-18,2.708,15.958,25.917,44.958,19.042
2014-01-19,3.292,26.23,30.875,71.333,40.458
2014-01-20,3.087,25.108,29.522,55.957,26.435
2014-01-21,2.917,31.52,36.292,71.458,35.167
2014-01-22,2.042,28.562,33.25,65.25,32.0
2014-01-23,1.25,8.854,22.417,39.458,17.042
2014-01-24,2.875,18.25,33.083,74.042,40.958
2014-01-25,3.083,29.646,33.0,65.583,32.583
2014-01-26,2.042,34.562,34.292,55.5,21.208
2014-01-27,2.667,26.02,28.458,69.208,40.75
2014-01-28,6.25,9.666,12.208,20.5,8.292
2014-01-29,2.708,12.604,30.333,68.0,37.667
2014-01-30,2.375,19.896,34.792,72.583,37.792
2014-01-31,1.875,11.812,15.5,25.958,10.458
2014-02-01,1.792,10.562,11.958,18.292,6.333
2014-02-02,1.75,11.25,20.458,36.208,15.75
2014-02-03,1.348,11.413,24.348,44.174,19.826
2014-02-04,2.375,15.5,29.917,64.458,34.542
2014-02-05,2.75,19.875,30.875,55.292,24.417
2014-02-06,1.875,10.646,22.208,40.25,18.042
2014-02-07,5.167,23.896,40.208,89.875,49.667
2014-02-08,3.0,27.062,25.042,43.042,18.0
2014-02-09,2.0,10.271,19.292,36.542,17.25
2014-02-10,3.333,19.75,25.208,44.208,19.0
2014-02-11,4.375,32.083,30.083,46.75,16.667
2014-02-12,4.167,38.021,38.208,89.208,51.0
2014-02-13,2.0,11.775,23.042,42.625,19.583
2014-02-14,3.25,17.229,33.583,63.167,29.583
2014-02-15,4.375,30.958,24.292,41.667,17.375
2014-02-16,3.25,13.646,37.333,86.542,49.208
2014-02-17,2.417,22.438,31.167,51.417,20.25
2014-02-18,1.833,12.354,25.458,44.542,19.083
2014-02-19,1.304,4.682,18.174,32.0,13.826
2014-02-20,2.25,8.458,20.875,38.958,18.083
2014-02-21,2.542,15.145,31.792,64.625,32.833
2014-02-22,1.167,18.458,24.792,37.333,12.542
2014-02-23,3.583,36.104,36.458,82.5,46.042
2014-02-24,3.333,55.104,37.417,69.333,31.917
2014-02-25,2.667,48.958,32.333,73.458,41.125
2014-02-26,1.5,25.896,32.083,52.375,20.292
2014-02-27,2.542,19.188,19.958,33.542,13.583
2014-02-28,2.333,18.292,19.0,31.583,12.583
2014-03-01,1.208,11.0,15.333,21.125,5.792
2014-03-02,2.261,21.852,27.696,48.174,20.478
2014-03-03,1.75,21.77,30.292,51.792,21.5
2014-03-04,3.167,20.208,23.417,42.25,18.833
2014-03-05,4.125,14.416,15.708,26.458,10.75
2014-03-06,3.5,19.125,29.75,49.042,19.292
2014-03-07,1.917,19.208,23.333,32.958,9.625
2014-03-08,2.417,9.792,12.333,16.417,4.083
2014-03-09,1.833,12.128,25.818,46.773,20.955
2014-03-10,2.375,9.5,17.75,29.375,11.625
2014-03-11,2.542,11.75,20.833,35.083,14.25
2014-03-12,3.833,26.166,23.333,38.125,14.792
2014-03-13,4.333,18.854,36.375,74.625,38.25
2014-03-14,2.792,27.792,26.0,40.042,14.042
2014-03-15,1.917,22.938,18.875,26.083,7.208
2014-03-16,2.238,28.867,31.0,55.682,24.682
2014-03-17,3.875,40.312,42.625,112.792,70.167
2014-03-18,2.708,32.688,34.833,76.042,41.208
2014-03-19,1.75,14.0,30.417,66.542,36.125
2014-03-20,5.375,17.167,15.333,21.708,6.375
2014-03-21,5.625,36.562,32.667,51.5,18.833
2014-03-22,5.083,44.02,25.083,39.792,14.708
2014-03-23,3.25,23.188,19.458,31.292,11.833
2014-03-24,2.875,11.375,13.583,21.167,7.583
2014-03-25,2.958,11.042,15.542,24.5,8.958
2014-03-26,4.042,20.896,42.125,89.958,47.833
2014-03-27,5.708,26.792,45.792,74.708,28.917
2014-03-28,7.417,28.834,38.583,66.625,28.042
2014-03-29,2.875,31.208,32.083,49.75,17.667
2014-03-30,5.458,44.312,45.542,78.542,33.0
2014-03-31,5.25,43.562,38.333,63.917,25.583
2014-04-01,4.875,25.625,32.292,56.292,24.0
2014-04-02,3.292,18.77,23.958,37.333,13.375
2014-04-03,3.958,15.792,26.542,39.75,13.208
2014-04-04,3.875,15.562,21.042,36.875,15.833
2014-04-05,3.167,18.166,19.417,31.292,11.875
2014-04-06,2.5,13.416,13.5,19.542,6.042
2014-04-07,5.417,23.154,39.682,74.091,34.409
2014-04-08,7.522,41.027,52.333,94.667,42.333
2014-04-09,8.708,51.542,46.542,63.5,16.958
2014-04-10,10.458,51.062,39.833,63.917,24.083
2014-04-11,5.375,22.916,22.75,32.542,9.792
2014-04-12,5.75,27.5,40.25,59.292,19.042
2014-04-13,5.208,24.562,26.667,34.917,8.25
2014-04-14,5.208,23.229,23.583,34.0,10.417
2014-04-15,6.542,25.084,40.25,59.833,19.583
2014-04-16,9.667,43.188,59.542,97.208,37.667
2014-04-17,11.417,59.674,54.043,95.783,41.739
2014-04-18,4.917,44.542,22.042,28.25,6.208
2014-04-19,6.917,21.896,10.667,14.542,3.875
2014-04-20,2.583,12.834,13.75,20.208,6.458
2014-04-21,1.917,12.042,20.292,32.208,11.917
2014-04-22,5.913,23.704,20.217,27.739,7.522
2014-04-23,5.542,24.958,28.25,49.208,20.958
2014-04-24,5.75,24.312,33.542,47.958,14.417
2014-04-25,6.708,27.562,43.333,66.458,23.125
2014-04-26,6.5,28.854,31.625,46.625,15.0
2014-04-27,5.208,20.938,20.5,27.417,6.917
2014-04-28,3.25,21.146,27.583,40.542,12.958
2014-04-29,1.542,12.604,15.583,22.625,7.042
2014-04-30,4.708,20.771,26.5,40.417,13.917
2014-05-01,5.182,22.78,29.913,60.913,31.0
2014-05-02,6.625,27.458,34.958,53.083,18.125
2014-05-03,7.417,35.938,25.417,35.625,10.208
2014-05-04,5.042,22.0,15.042,19.833,4.792
2014-05-05,3.208,27.834,19.5,26.375,6.875
2014-05-06,4.542,21.458,14.708,19.417,4.708
2014-05-07,6.583,29.208,33.667,47.833,14.167
2014-05-08,5.167,26.312,37.25,59.458,22.208
2014-05-09,4.333,24.958,27.125,42.208,15.083
2014-05-10,3.875,19.521,11.083,14.5,3.417
2014-05-11,4.333,23.334,16.0,20.208,4.208
2014-05-12,3.391,21.817,35.864,54.409,18.545
2014-05-13,4.75,24.104,37.708,60.042,22.333
2014-05-14,5.542,34.792,46.458,68.292,21.833
2014-05-15,3.25,26.292,32.417,48.833,16.417
2014-05-16,5.958,35.0,28.333,48.875,20.542
2014-05-17,3.792,20.792,24.667,35.958,11.292
2014-05-18,3.792,12.75,20.25,26.5,6.25
2014-05-19,4.667,30.562,34.792,47.792,13.0
2014-05-20,3.625,40.084,27.708,42.0,14.292
2014-05-21,2.25,13.73,12.875,17.167,4.292
2014-05-22,3.435,27.804,27.609,45.957,18.348
2014-05-23,3.0,12.708,16.458,22.042,5.583
2014-05-24,4.208,18.625,27.75,40.167,12.417
2014-05-25,4.833,22.646,22.917,32.542,9.625
2014-05-26,3.042,20.042,41.833,73.042,31.208
2014-05-27,5.333,33.084,43.458,70.583,27.125
2014-05-28,7.458,49.729,46.083,78.042,31.958
2014-05-29,6.917,47.396,40.958,59.5,18.542
2014-05-30,6.591,69.335,36.043,56.696,20.652
2014-05-31,8.25,73.812,35.208,53.083,17.875
2014-06-01,9.875,68.625,30.375,36.0,5.625
2014-06-02,6.5,53.625,33.375,44.5,11.125
2014-06-03,5.208,35.378,32.818,48.227,15.409
2014-06-04,2.75,31.75,21.083,34.417,13.333
2014-06-05,2.167,14.062,13.792,22.042,8.25
2014-06-06,2.875,20.625,23.917,36.417,12.5
2014-06-07,3.417,28.688,26.625,47.75,21.125
2014-06-08,4.208,16.729,19.542,28.333,8.792
2014-06-09,4.0,21.208,19.125,29.917,10.792
2014-06-10,3.833,23.625,25.0,42.208,17.208
2014-06-11,2.833,19.292,15.25,29.125,13.875
2014-06-12,2.833,13.5,19.917,35.458,15.542
2014-06-13,3.13,14.022,26.609,45.435,18.826
2014-06-14,4.625,30.062,32.167,55.333,23.167
2014-06-15,7.083,45.708,23.542,31.75,8.208
2014-06-16,7.182,46.335,38.913,58.783,19.87
2014-06-17,9.375,49.396,42.917,63.667,20.75
2014-06-18,4.417,26.396,29.792,44.375,14.583
2014-06-19,5.042,26.688,35.083,60.333,25.25
2014-06-20,6.375,30.812,37.75,58.625,20.875
2014-06-21,5.583,29.458,29.458,42.458,13.0
2014-06-22,3.083,19.292,19.667,27.0,7.333
2014-06-23,3.292,15.729,19.708,31.042,11.333
2014-06-24,3.917,19.334,24.583,36.583,12.0
2014-06-25,4.375,26.166,26.583,38.208,11.625
2014-06-26,3.909,40.555,26.478,39.0,12.522
2014-06-27,2.458,17.812,24.417,45.708,21.292
2014-06-28,2.167,11.438,15.917,23.417,7.5
2014-06-29,3.292,26.25,20.25,28.917,8.667
2014-06-30,4.833,39.688,31.375,42.208,10.833
2014-07-01,5.5,30.63,30.364,43.273,12.909
2014-07-02,5.542,32.938,26.333,35.667,9.333
2014-07-03,3.167,29.458,28.333,45.458,17.125
2014-07-04,3.417,19.666,28.708,45.375,16.667
2014-07-05,3.792,17.084,28.125,44.958,16.833
2014-07-06,2.708,18.875,19.25,26.125,6.875
2014-07-07,3.333,22.479,31.333,60.333,29.0
2014-07-08,3.826,36.204,27.739,63.478,35.739
2014-07-09,2.75,24.25,21.125,57.5,36.375
2014-07-10,1.083,14.271,20.583,56.417,35.833
2014-07-11,3.375,31.521,28.625,49.083,20.458
2014-07-12,9.125,41.084,40.375,55.5,15.125
2014-07-13,5.833,49.084,25.458,32.708,7.25
2014-07-14,4.417,34.992,36.708,63.25,26.542
2014-07-15,8.167,31.229,40.042,61.958,21.917
2014-07-16,8.833,39.979,25.833,47.917,22.083
2014-07-17,8.958,38.292,26.542,52.958,26.417
2014-07-18,7.833,36.75,34.0,60.042,26.042
2014-07-19,5.792,25.834,27.375,43.125,15.75
2014-07-20,4.25,29.958,23.292,31.542,8.25
2014-07-21,3.708,31.166,19.333,28.833,9.5
2014-07-22,5.333,41.271,27.75,55.417,27.667
2014-07-23,6.042,32.688,25.042,50.5,25.458
2014-07-24,5.522,34.068,27.87,49.783,21.913
2014-07-25,4.458,32.958,27.875,41.875,14.0
2014-07-26,7.792,48.27,25.875,44.333,18.458
2014-07-27,6.667,39.396,13.0,21.458,8.458
2014-07-28,3.292,13.479,19.75,27.292,7.542
2014-07-29,3.542,29.292,23.583,32.667,9.083
2014-07-30,3.167,28.188,21.333,36.292,14.958
2014-07-31,3.375,22.438,21.583,44.5,22.917
2014-08-01,3.833,25.292,25.875,47.917,22.042
2014-08-02,2.375,20.542,23.667,61.25,37.583
2014-08-03,1.917,15.416,16.667,33.208,16.542
2014-08-04,1.25,13.458,19.042,58.208,39.167
2014-08-05,1.333,13.708,14.875,45.917,31.042
2014-08-06,2.125,16.875,16.75,42.792,26.042
2014-08-07,2.609,18.754,21.87,51.348,29.478
2014-08-08,1.792,12.903,15.375,28.958,13.583
2014-08-09,1.125,11.854,12.75,20.625,7.875
2014-08-10,1.542,19.625,9.75,17.917,8.167
2014-08-11,4.5,16.5,29.833,48.792,18.958
2014-08-12,4.0,28.521,32.833,49.917,17.083
2014-08-13,3.917,36.438,23.333,32.75,9.417
2014-08-14,3.542,33.896,18.875,31.292,12.417
2014-08-15,2.667,24.958,16.5,31.875,15.375
2014-08-16,1.958,30.271,18.167,34.625,16.458
2014-08-17,2.75,24.271,17.25,28.208,10.958
2014-08-18,3.167,20.104,22.917,46.208,23.292
2014-08-19,2.958,16.646,19.083,48.5,29.417
2014-08-20,3.25,17.0,17.958,42.25,24.292
2014-08-21,4.125,15.125,22.167,49.833,27.667
2014-08-22,3.0,14.34,20.0,52.522,32.522
2014-08-23,2.333,14.27,15.458,35.875,20.417
2014-08-24,1.542,14.958,13.458,20.208,6.75
2014-08-25,4.583,26.354,26.833,53.125,26.292
2014-08-26,3.083,25.667,24.875,46.375,21.5
2014-08-27,2.917,14.645,19.292,30.375,11.083
2014-08-28,2.708,14.542,23.333,36.417,13.083
2014-08-29,3.167,18.23,30.917,49.25,18.333
2014-08-30,2.792,18.062,20.375,33.25,12.875
2014-08-31,2.583,16.834,13.208,18.333,5.125
2014-09-01,2.125,17.042,25.542,38.417,12.875
2014-09-02,3.625,22.166,31.917,57.083,25.167
2014-09-03,2.273,18.044,25.261,43.043,17.783
2014-09-04,2.083,17.208,28.375,46.458,18.083
2014-09-05,3.542,28.688,28.875,64.083,35.208
2014-09-06,3.25,32.896,24.208,39.208,15.0
2014-09-07,3.0,17.625,14.542,18.542,4.0
2014-09-08,3.5,19.848,20.909,30.773,9.864
2014-09-09,4.083,19.875,21.917,36.583,14.667
2014-09-10,4.458,23.375,27.0,37.042,10.042
2014-09-11,3.417,20.938,21.542,30.75,9.208
2014-09-12,4.458,15.438,22.5,42.375,19.875
2014-09-13,4.333,10.688,15.583,25.375,9.792
2014-09-14,3.458,12.271,12.083,17.292,5.208
2014-09-15,3.917,16.292,18.917,25.875,6.958
2014-09-16,4.417,23.666,19.833,30.792,10.958
2014-09-17,4.136,18.182,20.565,36.87,16.304
2014-09-18,6.125,14.584,14.625,21.958,7.333
2014-09-19,4.167,15.812,24.917,47.625,22.708
2014-09-20,3.333,18.479,27.042,46.75,19.708
2014-09-21,3.458,18.812,18.625,26.208,7.583
2014-09-22,4.167,17.875,16.125,22.875,6.75
2014-09-23,3.958,22.125,20.917,27.708,6.792
2014-09-24,2.875,25.042,28.167,44.792,16.625
2014-09-25,2.792,14.104,18.5,38.958,20.458
2014-09-26,3.917,16.23,23.208,37.875,14.667
2014-09-27,3.167,18.438,18.625,27.083,8.458
2014-09-28,3.5,20.104,12.208,16.292,4.083
2014-09-29,4.125,26.018,23.783,40.261,16.478
2014-09-30,4.091,28.428,22.917,37.75,14.833
2014-10-01,3.125,22.896,23.25,34.708,11.458
2014-10-02,3.167,28.917,31.875,46.042,14.167
2014-10-03,2.958,22.0,27.5,47.208,19.708
2014-10-04,4.25,19.146,13.542,19.25,5.708
2014-10-05,2.292,13.375,9.5,12.958,3.458
2014-10-06,2.292,8.416,11.708,19.083,7.375
2014-10-07,3.708,15.688,19.667,44.667,25.0
2014-10-08,3.625,18.688,21.458,30.875,9.417
2014-10-09,3.0,18.0,23.042,35.5,12.458
2014-10-10,2.75,19.562,19.75,30.0,10.25
2014-10-11,3.292,27.188,23.375,33.0,9.625
2014-10-12,3.0,25.854,11.75,18.625,6.875
2014-10-13,2.0,11.166,7.458,10.833,3.375
2014-10-14,2.381,11.432,10.818,19.0,8.182
2014-10-15,3.792,14.23,20.542,35.583,15.042
2014-10-16,5.208,21.312,32.833,52.667,19.833
2014-10-17,4.708,23.625,26.958,45.0,18.042
2014-10-18,4.292,21.48,26.667,44.417,17.75
2014-10-19,3.667,21.334,15.167,19.917,4.75
2014-10-20,3.125,23.687,26.682,42.773,16.091
2014-10-21,4.208,22.834,32.75,59.958,27.208
2014-10-22,3.917,12.855,19.0,28.583,9.583
2014-10-23,6.667,14.5,16.208,25.667,9.458
2014-10-24,6.292,23.979,42.5,77.25,34.75
2014-10-25,3.667,27.667,27.458,40.708,13.25
2014-10-26,4.417,26.312,26.083,34.875,8.792
2014-10-27,4.917,24.916,21.417,36.667,15.25
2014-10-28,6.125,19.75,23.583,51.583,28.0
2014-10-29,4.15,20.751,29.522,58.739,29.217
2014-10-30,4.125,22.854,25.875,37.0,11.125
2014-10-31,3.083,25.375,25.708,41.333,15.625
2014-11-01,1.708,14.062,22.542,34.667,12.125
2014-11-02,2.708,19.562,19.542,33.25,13.708
2014-11-03,2.875,13.584,12.542,18.292,5.75
2014-11-04,2.917,17.354,29.75,61.042,31.292
2014-11-05,2.583,17.044,25.455,39.636,14.182
2014-11-06,2.208,14.0,21.542,34.25,12.708
2014-11-07,3.167,26.188,19.917,29.458,9.542
2014-11-08,2.708,26.229,30.708,57.292,26.583
2014-11-09,1.917,30.312,24.75,35.417,10.667
2014-11-10,2.25,16.104,16.708,23.958,7.25
2014-11-11,2.875,20.604,28.833,52.458,23.625
2014-11-12,4.125,32.667,30.958,61.167,30.208
2014-11-13,2.792,12.416,16.333,26.917,10.583
2014-11-14,3.091,15.874,24.304,47.087,22.783
2014-11-15,3.375,18.0,30.333,67.5,37.167
2014-11-16,3.167,20.812,31.0,53.083,22.083
2014-11-17,3.792,27.166,35.583,74.292,38.708
2014-11-18,2.958,16.521,26.042,42.917,16.875
2014-11-19,2.542,20.438,32.458,75.708,43.25
2014-11-20,2.458,19.104,38.083,94.333,56.25
2014-11-21,2.542,21.02,41.292,104.167,62.875
2014-11-22,3.583,25.479,41.833,74.583,32.75
2014-11-23,2.208,24.834,24.708,48.458,23.75
2014-11-24,3.125,26.916,30.208,43.125,12.917
2014-11-25,1.708,21.958,29.417,48.75,19.333
2014-11-26,1.864,15.108,29.565,52.913,23.348
2014-11-27,2.875,17.208,27.125,68.583,41.458
2014-11-28,2.583,19.916,32.542,59.583,27.042
2014-11-29,1.917,20.062,27.417,58.917,31.5
2014-11-30,2.167,17.021,25.458,50.875,25.417
2014-12-01,2.125,17.292,24.667,51.667,27.0
2014-12-02,2.958,10.354,16.333,28.083,11.75
2014-12-03,3.042,13.188,25.5,46.5,21.0
2014-12-04,2.167,16.87,32.913,73.957,41.043
2014-12-05,2.25,11.021,22.958,55.417,32.458
2014-12-06,2.292,10.062,17.417,31.333,13.917
2014-12-07,2.042,10.875,21.917,38.625,16.708
2014-12-08,2.917,20.625,35.417,96.167,60.75
2014-12-09,3.174,20.989,25.826,79.13,53.304
2014-12-10,2.875,21.77,37.125,79.375,42.25
2014-12-11,2.167,27.604,34.333,78.625,44.292
2014-12-12,2.375,20.625,28.375,62.292,33.917
2014-12-13,3.208,12.979,17.625,29.375,11.75
2014-12-14,2.708,11.562,14.833,23.708,8.875
2014-12-15,2.833,19.042,35.167,83.417,48.25
2014-12-16,1.583,21.458,28.333,64.958,36.625
2014-12-17,2.083,9.167,17.083,30.667,13.583
2014-12-18,1.708,9.312,23.292,45.542,22.25
2014-12-19,2.417,17.562,41.75,105.875,64.125
2014-12-20,1.667,22.0,29.792,55.417,25.625
2014-12-21,2.125,20.896,23.042,44.875,21.833
2014-12-22,2.667,11.604,23.458,47.625,24.167
2014-12-23,2.917,19.23,29.542,57.083,27.542
2014-12-24,4.917,34.678,41.0,118.609,77.609
2014-12-25,2.478,18.911,26.958,48.333,21.375
2014-12-26,1.667,9.062,22.25,45.667,23.417
2014-12-27,2.042,12.208,27.833,70.25,42.417
2014-12-28,1.625,19.875,21.375,33.292,11.917
2014-12-29,2.917,29.062,29.167,61.708,32.542
2014-12-30,5.125,45.834,35.042,77.75,42.708
2014-12-31,4.583,30.5,25.75,44.542,18.792
2015-01-01,,13.833,18.167,28.375,10.208
2015-01-02,,24.896,25.208,39.708,14.5
2015-01-03,,33.833,28.083,47.208,19.125
2015-01-04,,40.833,30.083,64.333,34.25
2015-01-05,,51.305,42.13,88.435,46.304
2015-01-06,,35.854,44.0,99.167,55.167
2015-01-07,,16.666,31.542,61.083,29.542
2015-01-08,,21.021,36.917,96.333,59.417
2015-01-09,,12.0,25.5,50.75,25.25
2015-01-10,,16.042,25.75,44.792,19.042
2015-01-11,,27.208,31.833,60.5,28.667
2015-01-12,,7.221,18.25,30.042,11.792
2015-01-13,,13.729,33.083,76.5,43.417
2015-01-14,,14.125,30.125,85.0,54.875
2015-01-15,,14.645,33.25,65.125,31.875
2015-01-16,,19.77,37.333,104.083,66.75
2015-01-17,,14.208,20.583,32.5,11.917
2015-01-18,,8.375,20.333,34.542,14.208
2015-01-19,,7.52,15.542,25.625,10.083
2015-01-20,,7.82,17.652,32.609,14.957
2015-01-21,,9.438,30.292,71.792,41.5
2015-01-22,,8.334,22.5,44.958,22.458
2015-01-23,,18.75,28.625,57.0,28.375
2015-01-24,,11.771,8.625,13.5,4.875
2015-01-25,,15.084,30.25,57.792,27.542
2015-01-26,,23.583,36.167,96.75,60.583
2015-01-27,,31.238,38.864,70.318,31.455
2015-01-28,,44.0,51.917,120.167,68.25
2015-01-29,,23.312,28.375,38.042,9.667
2015-01-30,,7.312,16.458,26.042,9.583
2015-01-31,,14.417,20.208,30.292,10.083
2015-02-01,,27.312,31.833,61.125,29.292
2015-02-02,,10.854,20.5,37.333,16.833
2015-02-03,,13.05,35.13,92.783,57.652
2015-02-04,,22.958,42.333,94.75,52.417
2015-02-05,,34.896,48.0,113.5,65.5
2015-02-06,,24.416,29.083,69.25,40.167
2015-02-07,,6.438,10.083,14.625,4.542
2015-02-08,,14.02,30.667,56.875,26.208
2015-02-09,,19.896,24.125,42.167,18.042
2015-02-10,,10.913,19.5,34.5,15.0
2015-02-11,,15.312,27.5,51.75,24.25
2015-02-12,,18.042,26.583,42.625,16.042
2015-02-13,,20.146,23.167,34.417,11.25
2015-02-14,,19.02,19.75,29.417,9.667
2015-02-15,,9.188,14.25,24.75,10.5
2015-02-16,,11.292,21.25,39.125,17.875
2015-02-17,,13.5,23.375,44.083,20.708
2015-02-18,,20.426,40.818,95.364,54.545
2015-02-19,,25.02,45.583,103.417,57.833
2015-02-20,,20.25,30.125,43.625,13.5
2015-02-21,,15.834,9.25,12.667,3.417
2015-02-22,,16.833,33.167,66.625,33.458
2015-02-23,,25.166,42.667,93.5,50.833
2015-02-24,,15.792,11.167,16.375,5.208
2015-02-25,,9.708,20.083,34.417,14.333
2015-02-26,,25.354,35.417,69.167,33.75
2015-02-27,,45.084,33.917,53.917,20.0
2015-02-28,,50.104,31.458,43.0,11.542
2015-03-01,,13.042,19.875,33.75,13.875
2015-03-02,,25.916,40.75,92.667,51.917
2015-03-03,,35.833,50.708,116.167,65.458
2015-03-04,,37.616,46.826,75.174,28.348
2015-03-05,,35.792,36.792,55.833,19.042
2015-03-06,,24.042,25.292,32.958,7.667
2015-03-07,,18.812,25.292,38.958,13.667
2015-03-08,,30.688,30.583,74.958,44.375
2015-03-09,,18.02,19.375,27.75,8.375
2015-03-10,,14.37,13.739,20.87,7.13
2015-03-11,,11.438,14.75,22.292,7.542
2015-03-12,,8.625,21.042,41.0,19.958
2015-03-13,,12.125,16.167,21.083,4.917
2015-03-14,,16.341,17.545,26.136,8.591
2015-03-15,,21.375,16.333,24.583,8.25
2015-03-16,,21.396,40.667,76.458,35.792
2015-03-17,,27.708,48.083,93.875,45.792
2015-03-18,,27.188,47.083,86.458,39.375
2015-03-19,,25.708,24.583,41.917,17.333
2015-03-20,,25.75,6.417,8.917,2.5
2015-03-21,,8.417,6.292,8.917,2.625
2015-03-22,,15.645,36.625,66.292,29.667
2015-03-23,,22.63,32.391,72.696,40.304
2015-03-24,,11.792,10.667,15.833,5.167
2015-03-25,,7.646,12.875,21.208,8.333
2015-03-26,,10.354,21.667,44.375,22.708
2015-03-27,,15.146,16.083,21.625,5.542
2015-03-28,,23.375,35.875,62.792,26.917
2015-03-29,,36.479,45.042,74.542,29.5
2015-03-30,,42.708,49.333,94.0,44.667
2015-03-31,,45.75,34.458,47.792,13.333
2015-04-01,,27.458,27.792,44.5,16.708
2015-04-02,,11.434,20.696,28.739,8.043
2015-04-03,,16.375,25.583,46.542,20.958
2015-04-04,,8.875,17.708,24.542,6.833
2015-04-05,,6.979,11.708,15.792,4.083
2015-04-06,,8.584,19.125,28.833,9.708
