date,SO2_mean,SPM_mean,NO2_mean,NOX_mean,NO_mean
2012-05-28,6.625,34.333,32.333,48.667,16.333
2012-05-29,6.375,42.312,30.417,40.583,10.167
2012-05-30,4.167,20.77,26.583,41.292,14.708
2012-05-31,5.875,28.354,30.542,43.625,13.083
2012-06-01,6.208,28.792,32.833,51.25,18.417
2012-06-02,4.375,29.0,25.5,33.5,8.0
2012-06-03,3.292,20.438,12.792,17.75,4.958
2012-06-04,7.083,25.375,34.5,51.667,17.167
2012-06-05,3.652,21.864,27.955,47.591,19.636
2012-06-06,4.292,15.292,21.833,31.667,9.833
2012-06-07,7.208,33.208,39.292,54.875,15.583
2012-06-08,6.125,38.667,38.875,58.833,19.958
2012-06-09,3.333,17.521,23.708,33.042,9.333
2012-06-10,5.292,19.604,11.042,13.875,2.833
2012-06-11,4.25,21.708,26.542,38.625,12.083
2012-06-12,2.75,13.771,17.25,25.417,8.167
2012-06-13,4.083,17.25,35.667,52.708,17.042
2012-06-14,4.625,17.896,30.167,44.958,14.792
2012-06-15,3.792,19.958,25.833,42.042,16.208
2012-06-16,1.875,13.334,18.333,49.042,30.708
2012-06-17,3.042,14.125,19.625,29.75,10.125
2012-06-18,6.455,25.782,37.043,53.261,16.217
2012-06-19,2.958,21.542,17.333,34.208,16.875
2012-06-20,4.125,13.521,29.792,58.125,28.333
2012-06-21,2.0,14.896,29.583,44.083,14.5
2012-06-22,3.708,9.75,18.083,28.042,9.958
2012-06-23,4.917,14.542,32.042,45.458,13.417
2012-06-24,5.833,27.562,24.083,31.625,7.542
2012-06-25,3.25,23.188,24.208,34.583,10.375
2012-06-26,2.25,18.896,15.625,24.667,9.042
2012-06-27,3.625,24.938,22.542,32.208,9.667
2012-06-28,2.333,13.604,14.25,23.042,8.792
2012-06-29,4.708,19.792,30.0,48.167,18.167
2012-06-30,4.083,29.542,28.792,48.542,19.75
2012-07-01,2.542,23.979,18.292,30.417,12.125
2012-07-02,3.792,20.958,33.25,50.375,17.125
2012-07-03,4.304,29.136,36.435,57.087,20.652
2012-07-04,5.083,26.646,38.25,67.083,28.833
2012-07-05,5.708,32.167,34.917,67.792,32.875
2012-07-06,6.417,48.562,31.583,72.417,40.833
2012-07-07,2.917,14.834,22.167,34.958,12.792
2012-07-08,3.875,15.75,12.75,17.5,4.75
2012-07-09,4.792,20.604,24.958,35.667,10.708
2012-07-10,6.375,23.354,31.208,50.292,19.083
2012-07-11,4.042,22.146,27.458,51.833,24.375
2012-07-12,3.125,25.521,21.708,55.458,33.75
2012-07-13,4.125,46.042,34.542,65.458,30.917
2012-07-14,5.0,32.625,29.208,54.708,25.5
2012-07-15,3.625,23.542,13.958,31.833,17.875
2012-07-16,3.5,15.729,13.708,30.917,17.208
2012-07-17,3.522,18.259,18.818,40.545,21.727
2012-07-18,4.75,21.708,22.458,49.667,27.208
2012-07-19,4.042,23.396,22.375,53.833,31.458
2012-07-20,4.083,31.042,29.25,68.792,39.542
2012-07-21,2.5,17.979,22.792,40.625,17.833
2012-07-22,2.25,16.75,14.375,21.75,7.375
2012-07-23,3.583,22.0,26.083,41.583,15.5
2012-07-24,5.167,31.327,35.583,58.292,22.708
2012-07-25,7.375,36.812,40.167,59.167,19.0
2012-07-26,9.875,53.062,39.792,57.083,17.292
2012-07-27,10.292,40.25,38.917,54.708,15.792
2012-07-28,10.542,52.375,32.458,48.417,15.958
2012-07-29,9.792,77.271,22.333,29.75,7.417
2012-07-30,6.875,36.567,25.13,47.652,22.522
2012-07-31,4.458,13.604,17.0,34.0,17.0
2012-08-01,3.182,18.409,12.125,31.292,19.167
2012-08-02,3.042,19.188,20.13,41.087,20.957
2012-08-03,3.333,14.895,18.333,36.5,18.167
2012-08-04,2.542,16.208,13.375,28.292,14.917
2012-08-05,2.625,16.875,8.81,21.667,12.857
2012-08-06,3.083,19.146,27.25,51.958,24.708
2012-08-07,3.5,15.438,18.348,34.478,16.13
2012-08-08,3.458,11.812,14.625,20.458,5.833
2012-08-09,4.958,18.066,34.625,48.458,13.833
2012-08-10,5.042,35.036,30.591,42.909,12.318
2012-08-11,4.167,39.688,26.458,45.292,18.833
2012-08-12,3.167,25.208,17.333,27.083,9.75
2012-08-13,3.87,40.076,17.652,37.783,20.13
2012-08-14,2.958,27.166,22.435,44.609,22.174
2012-08-15,2.917,19.334,16.208,37.917,21.708
2012-08-16,3.333,14.417,17.708,42.917,25.208
2012-08-17,4.833,22.146,28.458,47.708,19.25
2012-08-18,3.375,23.062,23.625,33.292,9.667
2012-08-19,2.792,13.5,18.333,29.708,11.375
2012-08-20,3.292,15.354,22.042,42.25,20.208
2012-08-21,3.5,16.396,24.208,45.167,20.958
2012-08-22,3.375,21.938,20.125,45.375,25.25
2012-08-23,2.875,19.312,18.5,38.625,20.125
2012-08-24,2.792,17.396,21.958,42.75,20.792
2012-08-25,2.625,14.958,18.25,35.083,16.833
2012-08-26,2.833,15.042,12.167,24.333,12.167
2012-08-27,2.5,16.312,20.625,44.417,23.792
2012-08-28,2.652,13.568,21.087,47.391,26.304
2012-08-29,3.0,17.375,24.083,60.042,35.958
2012-08-30,3.5,23.292,26.208,58.292,32.083
2012-08-31,2.5,14.604,26.667,63.792,37.125
2012-09-01,2.75,16.854,23.292,43.875,20.583
2012-09-02,1.917,14.666,13.292,22.542,9.25
2012-09-03,2.5,15.042,23.792,38.75,14.958
2012-09-04,4.292,25.604,35.417,63.708,28.292
2012-09-05,4.042,20.062,26.375,52.042,25.667
2012-09-06,5.478,21.87,34.045,65.364,31.318
2012-09-07,4.458,22.042,31.75,50.125,18.375
2012-09-08,3.833,20.167,25.625,47.667,22.042
2012-09-09,3.0,13.062,17.167,29.25,12.083
2012-09-10,2.917,16.625,24.958,53.958,29.0
2012-09-11,2.958,13.292,22.292,48.375,26.083
2012-09-12,3.625,15.792,28.583,38.083,9.5
2012-09-13,4.917,30.062,31.958,50.333,18.375
2012-09-14,3.522,30.826,31.609,61.826,30.217
2012-09-15,1.625,15.916,23.333,42.625,19.292
2012-09-16,1.833,13.271,10.792,19.833,9.042
2012-09-17,2.083,10.271,13.375,31.0,17.625
2012-09-18,1.591,15.813,23.667,57.0,33.333
2012-09-19,5.375,25.125,31.208,63.75,32.542
2012-09-20,7.042,28.729,43.083,64.708,21.625
2012-09-21,5.75,27.938,38.667,61.583,22.917
2012-09-22,5.833,25.334,28.083,37.417,9.333
2012-09-23,4.083,21.708,17.375,21.792,4.417
2012-09-24,3.739,16.208,24.773,44.364,19.591
2012-09-25,4.083,16.666,25.917,55.083,29.167
2012-09-26,4.042,15.125,24.042,51.042,27.0
2012-09-27,3.792,16.208,20.542,29.667,9.125
2012-09-28,5.5,22.208,43.625,72.5,28.875
2012-09-29,6.708,43.771,40.917,59.375,18.458
2012-09-30,3.375,32.166,15.042,19.167,4.125
2012-10-01,4.417,11.584,23.583,48.875,25.292
2012-10-02,3.958,9.064,20.125,30.042,9.917
2012-10-03,4.125,10.087,23.048,41.714,18.667
2012-10-04,3.083,15.146,26.25,47.458,21.208
2012-10-05,4.708,12.678,22.833,36.583,13.75
2012-10-06,3.542,20.396,22.375,31.375,9.0
2012-10-07,3.917,13.938,11.792,15.542,3.75
2012-10-08,4.292,12.417,18.167,26.708,8.542
2012-10-09,3.875,15.375,22.75,35.917,13.167
2012-10-10,4.208,21.75,33.375,52.417,19.042
2012-10-11,3.792,24.438,27.458,43.667,16.208
2012-10-12,5.13,15.182,16.864,24.455,7.591
2012-10-13,4.042,12.438,24.167,43.958,19.792
2012-10-14,4.208,27.792,23.25,31.375,8.125
2012-10-15,4.0,33.125,24.792,46.958,22.167
2012-10-16,4.0,30.416,28.292,43.5,15.208
2012-10-17,3.083,19.292,26.458,40.667,14.208
2012-10-18,3.417,18.75,28.75,48.5,19.75
2012-10-19,5.909,8.562,18.875,32.625,13.75
2012-10-20,5.125,22.146,31.542,56.708,25.167
2012-10-21,6.917,34.396,30.042,42.875,12.833
2012-10-22,5.208,32.938,40.125,56.167,16.042
2012-10-23,2.478,18.909,34.591,68.864,34.273
2012-10-24,3.542,14.166,28.292,54.292,26.0
2012-10-25,4.542,21.604,42.25,86.917,44.667
2012-10-26,4.042,26.646,35.0,72.292,37.292
2012-10-27,3.417,29.896,27.958,39.917,11.958
2012-10-28,2.458,17.416,18.708,27.458,8.75
2012-10-29,3.667,13.958,24.917,53.292,28.375
2012-10-30,4.625,18.875,33.0,85.042,52.042
2012-10-31,4.5,14.75,29.25,47.5,18.25
2012-11-01,3.739,20.482,29.087,66.217,37.13
2012-11-02,2.667,11.896,19.125,36.792,17.667
2012-11-03,2.708,17.312,15.875,24.083,8.208
2012-11-04,3.042,20.98,24.5,39.0,14.5
2012-11-05,2.875,23.27,29.583,46.833,17.25
2012-11-06,3.375,28.416,35.792,71.375,35.583
2012-11-07,4.609,24.659,36.727,61.591,24.864
2012-11-08,4.625,34.584,44.167,80.375,36.208
2012-11-09,3.375,32.916,30.25,72.583,42.333
2012-11-10,2.875,20.438,28.625,59.958,31.333
2012-11-11,1.625,12.5,17.125,25.458,8.333
2012-11-12,4.083,22.875,29.833,50.667,20.833
2012-11-13,4.208,30.146,38.208,104.708,66.5
2012-11-14,4.333,13.979,23.125,40.458,17.333
2012-11-15,2.167,7.25,22.042,41.417,19.375
2012-11-16,3.458,21.562,40.292,106.458,66.167
2012-11-17,1.375,15.979,31.125,56.0,24.875
2012-11-18,2.0,14.27,15.875,23.875,8.0
2012-11-19,4.0,20.364,36.043,79.261,43.217
2012-11-20,3.125,23.792,27.125,48.0,20.875
2012-11-21,2.708,11.438,28.042,54.333,26.292
2012-11-22,3.667,25.521,42.25,97.333,55.083
2012-11-23,2.333,26.708,27.417,48.208,20.792
2012-11-24,2.958,10.166,20.667,36.625,15.958
2012-11-25,2.792,10.146,24.708,43.333,18.625
2012-11-26,1.583,19.021,28.583,57.708,29.125
2012-11-27,2.083,10.458,22.958,48.292,25.333
2012-11-28,3.625,21.354,39.458,121.375,81.917
2012-11-29,4.739,50.176,48.708,155.208,106.5
2012-11-30,1.792,22.48,26.208,76.417,50.208
2012-12-01,2.375,12.021,23.583,55.625,32.042
2012-12-02,2.25,10.958,19.417,31.75,12.333
2012-12-03,2.708,20.375,32.375,76.833,44.458
2012-12-04,2.458,17.958,25.417,53.833,28.417
2012-12-05,3.958,13.646,35.0,79.958,44.958
2012-12-06,3.348,10.804,21.696,41.957,20.261
2012-12-07,3.875,18.333,38.958,93.083,54.125
2012-12-08,3.708,16.854,25.375,48.583,23.208
2012-12-09,3.375,12.25,15.5,26.333,10.833
2012-12-10,2.125,7.333,25.25,51.917,26.667
2012-12-11,2.167,10.478,34.217,90.696,56.478
2012-12-12,2.833,11.396,32.5,86.833,54.333
2012-12-13,3.0,19.146,43.125,137.5,94.375
2012-12-14,2.875,27.708,40.083,89.667,49.583
2012-12-15,1.958,40.521,34.958,73.875,38.917
2012-12-16,2.5,14.729,23.375,41.458,18.083
2012-12-17,3.75,25.666,38.833,96.833,58.0
2012-12-18,3.955,31.392,27.348,93.783,66.435
2012-12-19,3.625,5.458,21.583,37.708,16.125
2012-12-20,3.75,16.396,42.833,128.417,85.583
2012-12-21,2.292,17.584,40.25,101.125,60.875
2012-12-22,1.917,19.021,25.958,55.125,29.167
2012-12-23,3.292,21.334,24.417,46.458,22.042
2012-12-24,2.5,9.771,21.625,36.5,14.875
2012-12-25,4.208,19.542,36.917,88.292,51.375
2012-12-26,2.792,12.208,19.958,36.375,16.417
2012-12-27,3.0,13.875,39.0,99.0,60.0
2012-12-28,1.87,21.696,32.739,68.913,36.174
2012-12-29,2.167,22.75,30.75,70.833,40.083
2012-12-30,1.167,15.625,22.792,41.583,18.792
2012-12-31,2.75,8.062,14.0,21.292,7.292
2013-01-01,5.458,35.375,21.917,31.5,9.583
2013-01-02,5.042,22.521,14.0,19.25,5.25
2013-01-03,4.458,17.25,25.458,39.75,14.292
2013-01-04,4.042,22.084,23.5,55.417,31.917
2013-01-05,3.583,10.625,18.667,34.417,15.75
2013-01-06,3.208,13.188,29.917,72.542,42.625
2013-01-07,4.25,19.48,41.667,109.875,68.208
2013-01-08,1.792,23.292,36.083,75.167,39.083
2013-01-09,2.167,6.938,18.833,30.0,11.167
2013-01-10,2.75,6.479,27.958,57.958,30.0
2013-01-11,3.875,20.062,36.042,99.958,63.917
2013-01-12,4.917,26.229,27.458,59.917,32.458
2013-01-13,3.833,15.98,17.083,25.708,8.625
2013-01-14,2.957,10.282,34.652,77.478,42.826
2013-01-15,3.958,14.5,36.958,78.792,41.833
2013-01-16,3.917,15.062,40.917,109.458,68.542
2013-01-17,3.708,10.98,32.875,82.542,49.667
2013-01-18,5.5,28.75,30.375,59.958,29.583
2013-01-19,2.875,8.25,12.25,20.5,8.25
2013-01-20,5.208,25.875,46.542,112.25,65.708
2013-01-21,4.75,30.354,37.333,85.375,48.042
2013-01-22,4.208,13.334,25.25,49.792,24.542
2013-01-23,4.583,18.584,38.25,98.833,60.583
2013-01-24,5.875,29.729,43.125,105.542,62.417
2013-01-25,8.292,50.979,54.917,133.958,79.042
2013-01-26,6.083,26.48,17.333,28.292,10.958
2013-01-27,5.208,12.667,25.417,52.125,26.708
2013-01-28,7.917,26.979,42.458,110.125,67.667
2013-01-29,7.292,30.396,45.875,110.708,64.833
2013-01-30,4.478,49.755,44.727,113.636,68.909
2013-01-31,5.583,34.916,35.583,62.542,26.958
2013-02-01,6.125,27.708,39.542,74.5,34.958
2013-02-02,5.0,48.938,29.292,53.042,23.75
2013-02-03,6.917,64.084,41.083,104.5,63.417
2013-02-04,3.042,4.729,15.417,33.25,17.833
2013-02-05,2.708,6.667,14.875,28.125,13.25
2013-02-06,2.542,10.334,22.375,46.917,24.542
2013-02-07,2.375,7.208,21.0,36.542,15.542
2013-02-08,1.958,9.375,21.333,32.125,10.792
2013-02-09,3.083,6.938,12.917,19.917,7.0
2013-02-10,4.333,10.48,24.042,51.208,27.167
2013-02-11,5.458,7.0,10.75,15.583,4.833
2013-02-12,3.696,12.185,33.273,81.045,47.773
2013-02-13,3.125,8.688,21.208,39.167,17.958
2013-02-14,2.083,9.166,32.458,56.042,23.583
2013-02-15,2.417,12.938,24.542,52.333,27.792
2013-02-16,5.75,24.083,14.083,20.417,6.333
2013-02-17,5.917,34.625,36.292,90.417,54.125
2013-02-18,4.833,11.188,12.0,17.958,5.958
2013-02-19,3.833,12.438,12.083,18.167,6.083
2013-02-20,4.875,15.667,27.125,64.25,37.125
2013-02-21,4.955,21.474,31.818,70.136,38.318
2013-02-22,2.875,14.604,28.875,60.458,31.583
2013-02-23,4.417,12.729,24.333,47.667,23.333
2013-02-24,4.167,20.458,44.292,90.083,45.792
2013-02-25,7.25,57.042,58.208,122.5,64.292
2013-02-26,5.652,70.065,44.435,73.043,28.609
2013-02-27,2.167,39.979,33.458,53.417,19.958
2013-02-28,4.125,38.104,23.875,48.458,24.583
2013-03-01,2.75,44.125,26.375,38.042,11.667
2013-03-02,3.417,14.77,14.0,19.208,5.208
2013-03-03,6.542,7.125,12.917,19.0,6.083
2013-03-04,3.542,15.084,32.833,56.542,23.708
2013-03-05,2.667,16.416,22.625,37.917,15.292
2013-03-06,3.833,8.834,11.958,18.75,6.792
2013-03-07,2.833,12.792,27.875,61.333,33.458
2013-03-08,2.708,13.708,22.75,38.458,15.708
2013-03-09,3.958,21.583,20.125,31.042,10.917
2013-03-10,3.083,10.292,12.81,23.619,10.81
2013-03-11,3.636,19.13,30.792,68.125,37.333
2013-03-12,6.583,30.5,39.417,87.833,48.417
2013-03-13,2.083,31.333,26.917,48.792,21.875
2013-03-14,1.917,8.875,12.292,20.208,7.917
2013-03-15,3.167,19.417,23.667,37.833,14.167
2013-03-16,5.167,48.583,26.167,38.167,12.0
2013-03-17,7.958,68.917,43.542,64.0,20.458
2013-03-18,4.583,55.708,37.875,74.875,37.0
2013-03-19,4.792,21.417,17.0,23.5,6.5
2013-03-20,2.125,20.375,22.917,36.5,13.583
2013-03-21,1.833,8.417,8.833,14.708,5.875
2013-03-22,2.708,12.542,20.333,34.25,13.917
2013-03-23,6.083,31.958,28.958,44.917,15.958
2013-03-24,9.208,57.875,49.292,91.625,42.333
2013-03-25,9.824,43.6,46.958,76.625,29.667
2013-03-26,3.875,40.354,38.333,75.583,37.25
2013-03-27,3.273,36.576,22.833,50.5,27.667
2013-03-28,6.75,42.472,42.217,76.043,33.826
2013-03-29,4.125,32.125,32.542,58.667,26.125
2013-03-30,1.917,16.875,14.625,22.792,8.167
2013-03-31,4.708,19.5,9.917,14.083,4.167
2013-04-01,5.083,17.333,34.167,53.333,19.167
2013-04-02,3.292,27.104,38.375,71.167,32.792
2013-04-03,2.333,17.771,21.167,30.667,9.5
2013-04-04,6.083,28.854,44.25,70.042,25.792
2013-04-05,5.667,26.917,35.708,48.042,12.333
2013-04-06,2.708,17.77,25.583,39.917,14.333
2013-04-07,2.875,6.125,11.167,16.208,5.042
2013-04-08,4.083,14.011,32.87,51.0,18.13
2013-04-09,5.75,30.166,34.375,56.5,22.125
2013-04-10,4.565,18.869,22.958,35.292,12.333
2013-04-11,5.292,21.292,25.875,39.792,13.917
2013-04-12,4.875,23.146,29.875,55.292,25.417
2013-04-13,5.625,21.229,31.292,49.125,17.833
2013-04-14,7.958,34.208,22.417,28.625,6.208
2013-04-15,5.667,28.542,25.542,36.042,10.5
2013-04-16,7.958,38.958,34.792,46.792,12.0
2013-04-17,6.083,47.792,43.417,75.083,31.667
2013-04-18,6.708,30.98,34.833,58.625,23.792
2013-04-19,4.875,14.688,8.667,11.792,3.125
2013-04-20,4.125,16.166,19.13,27.652,8.522
2013-04-21,2.833,6.188,8.083,11.292,3.208
2013-04-22,3.75,13.916,23.708,43.625,19.917
2013-04-23,4.125,20.146,35.167,49.75,14.583
2013-04-24,2.0,21.812,34.417,58.458,24.042
2013-04-25,6.792,24.604,42.0,75.625,33.625
2013-04-26,5.0,35.913,32.522,52.739,20.217
2013-04-27,4.25,22.834,25.0,38.375,13.375
2013-04-28,4.875,17.875,20.417,27.083,6.667
2013-04-29,5.542,25.562,24.167,31.25,7.083
2013-04-30,4.348,32.888,40.083,60.542,20.458
2013-05-01,2.417,13.458,13.875,21.0,7.125
2013-05-02,2.333,7.417,12.75,20.375,7.625
2013-05-03,3.25,12.729,17.375,25.167,7.792
2013-05-04,4.0,14.292,16.042,21.792,5.75
2013-05-05,4.833,27.583,21.083,27.917,6.833
2013-05-06,6.0,30.438,23.792,32.25,8.458
2013-05-07,3.0,13.062,7.458,11.208,3.75
2013-05-08,5.292,14.5,31.333,49.542,18.208
2013-05-09,7.818,18.428,48.13,71.435,23.304
2013-05-10,5.708,31.208,48.333,79.417,31.083
2013-05-11,1.917,34.812,29.667,52.958,23.292
2013-05-12,5.125,27.521,27.042,36.667,9.625
2013-05-13,5.625,27.312,39.5,58.792,19.292
2013-05-14,7.5,35.146,42.167,66.375,24.208
2013-05-15,5.375,24.688,26.167,38.708,12.542
2013-05-16,4.167,35.166,12.773,16.818,4.045
2013-05-17,5.5,19.584,22.5,29.958,7.458
2013-05-18,6.208,26.875,27.0,38.625,11.625
2013-05-19,3.375,14.104,14.208,20.208,6.0
2013-05-20,4.625,14.77,27.708,42.0,14.292
2013-05-21,6.958,37.875,33.958,47.667,13.708
2013-05-22,9.625,55.292,38.917,55.917,17.0
2013-05-23,6.652,20.108,23.087,28.913,5.826
2013-05-24,6.167,18.354,31.875,42.833,10.958
2013-05-25,5.375,30.833,25.833,35.083,9.25
2013-05-26,4.708,24.188,15.542,20.75,5.208
2013-05-27,3.917,21.5,24.625,41.792,17.167
2013-05-28,2.75,15.729,19.083,33.25,14.167
2013-05-29,2.417,13.229,22.458,36.25,13.792
2013-05-30,3.125,37.292,27.042,51.208,24.167
2013-05-31,4.042,22.562,27.083,41.208,14.125
2013-06-01,3.958,20.208,23.417,34.125,10.708
2013-06-02,5.5,28.062,19.042,24.167,5.125
2013-06-03,5.458,29.52,27.417,37.583,10.167
2013-06-04,6.667,27.208,30.542,45.708,15.167
2013-06-05,5.458,28.583,26.625,40.458,13.833
2013-06-06,4.25,23.729,19.625,29.417,9.792
2013-06-07,5.826,22.218,18.739,25.783,7.043
2013-06-08,6.542,27.333,26.125,34.833,8.708
2013-06-09,5.708,25.188,20.667,26.5,5.833
2013-06-10,4.167,16.0,24.375,38.208,13.833
2013-06-11,3.042,12.792,19.458,30.75,11.292
2013-06-12,2.958,11.5,18.042,33.0,14.958
2013-06-13,6.5,19.375,29.25,48.0,18.75
2013-06-14,6.043,21.86,29.167,40.625,11.458
2013-06-15,4.5,30.542,27.458,42.333,14.875
2013-06-16,3.708,16.333,17.833,26.042,8.208
2013-06-17,5.217,27.226,30.045,49.136,19.091
2013-06-18,5.875,34.23,28.958,49.833,20.875
2013-06-19,3.25,30.958,22.917,45.333,22.417
2013-06-20,2.875,18.854,51.375,78.333,26.958
2013-06-21,3.667,28.77,49.625,76.5,26.875
2013-06-22,4.792,26.438,39.458,63.875,24.417
2013-06-23,7.417,43.521,32.583,43.25,10.667
2013-06-24,5.167,32.104,33.958,48.625,14.667
2013-06-25,5.458,30.792,33.917,50.167,16.25
2013-06-26,2.417,13.125,27.917,42.25,14.333
2013-06-27,4.667,19.396,37.792,56.583,18.792
2013-06-28,3.125,20.646,23.417,37.625,14.208
2013-06-29,4.542,19.604,23.875,35.833,11.958
2013-06-30,4.125,18.708,15.125,22.0,6.875
2013-07-01,3.958,16.938,24.083,38.875,14.792
2013-07-02,4.136,15.591,24.636,40.364,15.727
2013-07-03,3.958,20.708,30.417,55.042,24.625
2013-07-04,3.625,31.23,37.333,71.5,34.167
2013-07-05,2.458,28.25,15.333,38.875,23.542
2013-07-06,3.375,28.688,13.917,31.417,17.5
2013-07-07,5.167,29.75,16.708,28.583,11.875
2013-07-08,5.75,36.917,23.125,47.042,23.917
2013-07-09,9.167,46.938,27.458,54.417,26.958
2013-07-10,11.958,52.75,26.75,47.375,20.625
2013-07-11,8.792,49.5,26.875,49.542,22.667
2013-07-12,8.083,41.083,25.958,52.625,26.667
2013-07-13,5.75,28.875,20.0,40.292,20.292
2013-07-14,5.625,23.5,21.125,32.083,10.958
2013-07-15,4.75,24.708,21.833,39.417,17.583
2013-07-16,5.652,20.326,28.478,51.87,23.391
2013-07-17,6.167,35.188,27.083,43.833,16.75
2013-07-18,7.583,35.062,25.458,45.708,20.25
2013-07-19,5.083,10.5,14.875,21.0,6.125
2013-07-20,6.958,18.0,29.458,40.125,10.667
2013-07-21,8.417,35.416,21.208,27.542,6.333
2013-07-22,7.304,40.097,27.619,44.0,16.381
2013-07-23,8.667,37.208,33.708,55.542,21.833
2013-07-24,7.75,42.562,33.208,55.75,22.542
2013-07-25,9.583,53.021,34.042,53.667,19.625
2013-07-26,8.917,66.542,33.833,47.333,13.5
2013-07-27,8.667,51.875,32.167,45.75,13.583
2013-07-28,8.0,55.166,21.417,29.042,7.625
2013-07-29,7.958,52.396,37.75,65.542,27.792
2013-07-30,6.917,55.48,29.25,48.083,18.833
2013-07-31,7.182,68.023,38.565,57.391,18.826
2013-08-01,8.042,53.0,32.167,46.833,14.667
2013-08-02,5.542,29.979,18.167,26.583,8.417
2013-08-03,6.0,18.73,17.708,28.417,10.708
2013-08-04,7.125,32.334,18.25,26.208,7.958
2013-08-05,7.042,31.542,26.208,42.167,15.958
2013-08-06,8.167,38.958,36.5,56.958,20.458
2013-08-07,8.542,46.771,33.458,49.292,15.833
2013-08-08,9.167,55.354,33.833,49.125,15.292
2013-08-09,11.333,63.0,41.458,61.333,19.875
2013-08-10,13.042,73.771,33.625,46.333,12.708
2013-08-11,11.375,73.25,23.583,29.458,5.875
2013-08-12,9.2,40.106,19.909,26.545,6.636
2013-08-13,11.792,46.812,20.292,26.375,6.083
2013-08-14,11.75,46.688,22.208,27.167,4.958
2013-08-15,9.125,66.77,19.875,25.417,5.542
2013-08-16,7.625,54.438,22.5,31.792,9.292
2013-08-17,6.5,40.166,19.333,29.0,9.667
2013-08-18,6.083,27.979,16.375,27.958,11.583
2013-08-19,6.542,27.958,22.875,41.625,18.75
2013-08-20,7.792,21.25,20.417,47.125,26.708
2013-08-21,7.625,19.104,23.125,48.708,25.583
2013-08-22,7.542,23.708,24.917,50.833,25.917
2013-08-23,6.917,31.625,24.417,46.958,22.542
2013-08-24,4.125,18.27,22.417,44.708,22.292
2013-08-25,3.792,17.038,18.25,34.0,15.75
2013-08-26,4.696,17.044,30.125,57.292,27.167
2013-08-27,4.708,15.375,23.75,44.0,20.25
2013-08-28,7.792,29.646,37.458,59.625,22.167
2013-08-29,8.542,41.766,39.565,62.348,22.783
2013-08-30,6.5,38.312,25.917,50.625,24.708
2013-08-31,4.292,32.0,15.833,35.75,19.917
2013-09-01,2.958,19.312,15.25,20.167,4.917
2013-09-02,4.083,21.916,26.167,78.0,51.833
2013-09-03,3.542,11.562,18.917,44.042,25.125
2013-09-04,3.042,13.48,21.083,30.667,9.583
2013-09-05,4.292,10.542,24.5,43.0,18.5
2013-09-06,5.458,10.812,21.375,37.542,16.167
2013-09-07,3.542,17.438,19.25,27.667,8.417
2013-09-08,5.542,15.125,18.0,27.333,9.333
2013-09-09,6.522,13.636,25.636,43.045,17.409
2013-09-10,6.333,20.854,24.667,36.167,11.5
2013-09-11,8.958,28.625,32.75,45.958,13.208
2013-09-12,10.375,47.979,36.0,54.958,18.958
2013-09-13,11.583,59.479,34.25,49.792,15.542
2013-09-14,6.5,40.021,18.167,29.5,11.333
2013-09-15,2.75,15.292,8.333,13.125,4.792
2013-09-16,3.875,7.75,8.583,12.333,3.75
2013-09-17,6.125,13.417,25.792,45.167,19.375
2013-09-18,6.708,18.75,22.042,31.25,9.208
2013-09-19,7.833,22.438,29.333,37.917,8.583
2013-09-20,9.917,24.042,37.458,45.417,7.958
2013-09-21,9.625,24.666,30.583,41.5,10.917
2013-09-22,6.708,29.979,15.208,18.5,3.292
2013-09-23,6.0,29.229,19.708,27.583,7.875
2013-09-24,5.875,25.062,26.5,40.625,14.125
2013-09-25,7.375,21.938,20.792,30.708,9.917
2013-09-26,6.917,9.625,9.167,13.125,3.958
2013-09-27,6.227,13.341,25.391,43.391,18.0
2013-09-28,5.917,15.604,19.625,28.417,8.792
2013-09-29,6.167,17.166,16.042,24.333,8.292
2013-09-30,7.25,20.458,27.542,38.583,11.042
2013-10-01,8.773,27.43,23.739,36.391,12.652
2013-10-02,9.792,18.36,24.75,36.375,11.625
2013-10-03,8.125,16.5,16.833,25.042,8.208
2013-10-04,7.583,20.874,27.792,42.833,15.042
2013-10-05,6.792,22.604,18.375,25.583,7.208
2013-10-06,7.042,17.646,10.25,16.833,6.583
2013-10-07,6.958,17.042,15.708,30.25,14.542
2013-10-08,7.087,19.13,22.652,43.0,20.348
2013-10-09,7.792,17.834,27.417,48.125,20.708
2013-10-10,9.875,23.0,26.167,37.542,11.375
2013-10-11,9.0,25.084,22.458,47.583,25.125
2013-10-12,6.958,32.334,15.917,21.25,5.333
2013-10-13,7.042,15.229,14.583,21.917,7.333
2013-10-14,6.583,19.688,16.917,22.75,5.833
2013-10-15,3.958,18.208,19.125,28.083,8.958
2013-10-16,3.25,6.812,12.5,18.833,6.333
2013-10-17,4.458,10.782,23.905,50.048,26.143
2013-10-18,4.375,13.062,26.542,44.292,17.75
2013-10-19,3.167,21.562,22.208,35.542,13.333
2013-10-20,2.542,14.146,16.75,23.875,7.125
2013-10-21,5.75,13.125,27.792,63.833,36.042
2013-10-22,4.292,12.771,26.625,68.875,42.25
2013-10-23,2.667,11.504,22.0,34.043,12.043
2013-10-24,2.727,11.483,14.708,24.583,9.875
2013-10-25,3.042,12.188,27.458,43.25,15.792
2013-10-26,4.125,11.104,11.917,16.458,4.542
