date,SPM_mean,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,TEMP_max,TEMP_mean,TEMP_min
2012-09-19,12.1145,,,,5.542,10.0625,4.521,0.208,0.8335,,,
2012-09-20,11.144749999999998,,,,4.771,8.2085,3.4375,2.227,0.5085000000000001,,,
2012-09-21,14.83325,,,,5.702,9.106,3.404,3.5,0.521,,,
2012-09-22,14.33325,,,,3.7705,5.854,2.0835,3.167,0.5835,,,
2012-09-23,10.4375,,,,3.5625,4.896,1.3335,1.375,0.3125,,,
2012-09-24,9.48475,,,,6.2455,9.654,3.4085,-1.417,0.7855,,,
2012-09-25,9.573,,,,5.521,9.0625,3.542,-0.083,0.6085,,,
2012-09-26,11.104,,,,5.521,7.729,2.2085,1.917,0.4375,,,
2012-09-27,10.948,,,,4.6455,6.229,1.5835,0.0,0.625,,,
2012-09-28,6.98975,,,,5.5215,10.4575,4.9355,-4.083,0.104,,,
2012-09-29,13.20825,,,,4.25,6.3955,2.1455,0.75,0.5625,,,
2012-09-30,25.89575,,,,4.042,5.042,1.0,9.708,0.6875,,,
2012-10-01,9.64875,,,,4.969,7.4375,2.469,-0.043,0.104,,,
2012-10-02,8.95825,,,,5.354,8.625,3.2705,-3.0,0.381,,,
2012-10-03,9.780999999999999,,,,5.646,9.4375,3.7915,-2.792,0.729,,,
2012-10-04,6.948,,,,4.0625,5.8335,1.7705000000000002,-1.625,0.3335,,,
2012-10-05,12.92725,,,,6.0135000000000005,8.8705,2.8565,4.417,0.41850000000000004,,,
2012-10-06,14.84375,,,,5.146,7.271,2.125,5.208,0.479,,,
2012-10-07,11.3855,,,,3.2915,4.75,1.4585,1.875,0.4165,,,
2012-10-08,10.4165,,,,3.737,5.15,1.413,-0.042,0.479,,,
2012-10-09,11.562249999999999,,,,5.042,7.542,2.5,0.75,0.739,,,
2012-10-10,11.5,,,,4.958,7.6455,2.6875,-0.792,0.6665,,,
2012-10-11,13.16675,,,,5.125,8.021,2.896,1.292,0.5415,,,
2012-10-12,9.34375,,,,4.8325,7.125500000000001,2.2935,-0.083,0.354,,,
2012-10-13,14.0,,,,5.4544999999999995,7.246,1.7915,2.917,0.771,,,
2012-10-14,17.5105,,,,4.8335,6.25,1.4169999999999998,6.042,0.8335,,,
2012-10-15,19.33875,,,,6.1305,8.943,2.8125,4.826,0.2085,,,
2012-10-16,17.7185,,,,5.8125,7.625,1.8125,4.583,0.9299999999999999,,,
2012-10-17,12.7685,,,,6.771,9.8335,3.0625,2.167,0.75,,,
2012-10-18,6.6565,,,,7.479,14.020499999999998,6.5415,0.125,0.2085,,,
2012-10-19,9.1665,,,,4.788,7.5825,2.794,-1.208,0.2085,,,
2012-10-20,15.79175,,,,6.271,8.208,1.9375,2.583,0.625,,,
2012-10-21,22.28125,,,,4.3125,5.0835,0.771,5.208,0.625,,,
2012-10-22,33.55225,,,,7.8125,10.9585,3.146,12.292,0.854,,,
2012-10-23,21.67675,,,,6.4375,9.6455,3.2085,2.5,0.8045,,,
2012-10-24,14.677,,,,5.792,8.604,2.8125,-1.25,0.3335,,,
2012-10-25,20.78125,,,,7.0625,10.729,3.6665,1.083,0.917,,,
2012-10-26,23.72925,,,,7.2684999999999995,10.299,3.0305,5.333,1.0625,,,
2012-10-27,28.0625,,,,5.8545,8.0205,2.167,6.167,1.5625,,,
2012-10-28,17.07275,,,,4.8545,6.917,2.0625,-3.083,0.6875,,,
2012-10-29,12.875,,,,4.878500000000001,7.8225,2.9435000000000002,-2.833,0.3335,,,
2012-10-30,15.27075,,,,6.396,9.958,3.5625,-0.75,1.078,,,
2012-10-31,14.2915,,,,6.583,10.104,3.521,-0.375,0.4375,,,
2012-11-01,16.30275,,,,8.5025,12.822500000000002,4.3205,1.227,1.034,,,
2012-11-02,5.40625,,,,6.2645,9.9815,3.7175,-4.083,0.413,,,
2012-11-03,7.26025,,,,5.729,7.896,2.1665,-0.542,0.5,,,
2012-11-04,7.927,,,,4.75,6.4585,1.7085,-1.042,0.4375,,,
2012-11-05,12.64575,,,,9.1765,14.1195,4.943,0.875,1.0415,,,
2012-11-06,8.052,,,,11.125,17.5625,6.4375,-1.208,0.25,,,
2012-11-07,9.344,,,,6.646,10.707999999999998,4.0625,-1.125,1.0215,,,
2012-11-08,7.968500000000001,,,,6.583,10.125,3.5415,-2.292,1.0835,,,
2012-11-09,12.3125,,,,6.1625,8.9185,2.7560000000000002,3.458,0.8125,,,
2012-11-10,9.854,,,,5.6875,8.6045,2.9165,1.917,0.75,,,
2012-11-11,7.677,,,,4.3335,6.625,2.2915,-1.833,0.9375,,,
2012-11-12,7.3125,,,,8.282,15.250499999999999,6.9695,-5.125,0.4165,,,
2012-11-13,18.90625,,,,6.7085,11.3125,4.604,2.292,1.271,,,
2012-11-14,8.771,,,,6.5415,10.3335,3.792,-2.542,1.1855,,,
2012-11-15,6.7085,,,,7.083,11.8335,4.75,-2.208,0.6665,,,
2012-11-16,8.55225,,,,8.4785,13.0655,4.587000000000001,-0.565,1.003,,,
2012-11-17,14.4375,,,,10.6045,16.333,5.7295,6.417,1.2294999999999998,,,
2012-11-18,5.70825,,,,3.9375,5.2915,1.354,-2.25,0.646,,,
2012-11-19,13.805499999999999,,,,9.105,16.386,7.2805,3.792,1.433,,,
2012-11-20,7.802,,,,7.479,11.895499999999998,4.4165,-1.208,0.5835,,,
2012-11-21,6.65625,,,,8.1045,13.1875,5.0835,-1.208,0.16849999999999998,,,
2012-11-22,13.905999999999999,,,,11.8125,18.0,6.1875,5.042,1.729,,,
2012-11-23,13.9925,,,,9.204,15.415000000000001,6.211,5.958,0.7575,,,
2012-11-24,8.97925,,,,7.1665,11.396,4.2295,0.375,0.43,,,
2012-11-25,9.97925,,,,6.625,9.6455,3.021,2.292,1.5015,,,
2012-11-26,12.91675,,,,11.864,21.2535,9.389500000000002,3.875,1.1949999999999998,,,
2012-11-27,4.02075,,,,5.0205,8.7085,3.6875,-2.125,0.379,,,
2012-11-28,7.8125,,,,8.6875,15.0,6.3125,-0.583,1.454,,,
2012-11-29,10.60425,,,,10.708,18.729,8.021,1.458,0.2575,,,
2012-11-30,14.573,,,,8.8705,17.201,8.331,4.0,0.9329999999999999,,,
2012-12-01,8.60425,,,,6.5,11.021,4.521,-0.333,0.8280000000000001,,,
2012-12-02,8.59375,,,,5.208,7.479,2.271,0.667,0.8200000000000001,,,
2012-12-03,10.318249999999999,,,,10.464500000000001,19.4335,8.969,1.455,0.7915,,,
2012-12-04,6.77075,,,,8.6875,18.375,9.6875,-1.583,1.565,,,
2012-12-05,6.54425,,,,9.979,15.5,5.521,-0.542,1.381,,,
2012-12-06,8.66675,,,,9.5,15.5415,6.0415,1.083,1.933,,,
2012-12-07,5.3335,,,,8.489,13.2955,4.8065,-2.583,1.3125,,,
2012-12-08,7.687250000000001,,,,5.729,8.771,3.042,-1.125,2.8125,,,
2012-12-09,6.79175,,,,4.083,5.625,1.5415,-1.667,1.3335,,,
2012-12-10,6.906,,,,8.737,15.6005,6.8635,-1.792,0.8125,,,
2012-12-11,5.427,,,,9.021,13.729,4.7085,-1.5,1.1665,,,
2012-12-12,5.8855,,,,8.604,13.0415,4.4375,-1.417,1.146,,,
2012-12-13,7.8020000000000005,,,,8.854,13.4375,4.5835,-0.5,0.8255,,,
2012-12-14,11.65625,,,,12.07,17.805,5.7355,4.792,2.104,,,
2012-12-15,13.9165,,,,9.7915,15.0,5.2085,3.292,1.5205000000000002,,,
2012-12-16,8.375,,,,6.3335,8.604,2.2705,-0.917,0.875,,,
2012-12-17,13.947,,,,14.104,25.976,11.872,2.0,0.75,,,
2012-12-18,7.82275,,,,7.083,12.0625,4.979,-3.125,0.6665,,,
2012-12-19,5.393,,,,8.521,13.25,4.729,-3.792,0.1135,,,
2012-12-20,6.48975,,,,8.625,13.5625,4.9375,-2.958,1.3915,,,
2012-12-21,8.18725,,,,11.076,17.636,6.5600000000000005,-0.167,0.9375,,,
2012-12-22,10.073,,,,9.542,15.375,5.8335,1.25,0.979,,,
2012-12-23,12.0415,,,,5.0205,6.6875,1.6669999999999998,4.792,1.25,,,
2012-12-24,7.052,,,,3.0164999999999997,3.951,0.935,1.208,0.354,,,
2012-12-25,12.2395,,,,13.375,19.8125,6.4375,6.833,2.078,,,
2012-12-26,5.52075,,,,4.5,6.8545,2.3545,-2.167,0.3125,,,
2012-12-27,8.802,,,,9.9165,15.3335,5.4165,0.0,2.173,,,
2012-12-28,8.2605,,,,9.6875,15.5705,5.883,-1.542,2.7915,,,
2012-12-29,11.9375,,,,8.167,13.332999999999998,5.167,1.792,1.479,,,
2012-12-30,11.9165,,,,8.167,13.25,5.0835,1.0,2.354,,,
2012-12-31,4.82275,,,,4.061999999999999,5.56,1.498,-0.792,1.125,,,
2013-01-01,10.6565,,,,4.731,6.173,1.442,4.0,1.6669999999999998,,,
2013-01-02,5.02075,,,,3.5,4.2295,0.729,-0.708,0.625,,,
2013-01-03,7.948,,,,4.375,5.5,1.125,1.417,1.402,,,
2013-01-04,6.333,,,,4.271,5.5,1.229,1.75,1.0,,,
2013-01-05,5.08325,,,,3.9585,5.1875,1.2294999999999998,-0.708,0.20800000000000002,,,
2013-01-06,4.4375,,,,5.7135,8.8545,3.141,-2.318,0.8935,,,
2013-01-07,6.4625,,,,10.472999999999999,15.9555,5.482,0.208,1.1949999999999998,,,
2013-01-08,12.80225,,,,15.174,23.283,8.1085,5.583,0.875,,,
2013-01-09,5.00025,,,,6.4375,11.4585,5.021,-0.458,0.3335,,,
2013-01-10,3.95825,,,,8.0625,12.625,4.5625,-2.5,0.527,,,
2013-01-11,5.1875,,,,5.6665,7.7085,2.042,0.0,0.542,,,
2013-01-12,8.198,,,,6.1045,7.854,1.75,2.167,1.0835,,,
2013-01-13,4.4165,,,,4.604,5.896,1.2915,-0.042,0.6475,,,
2013-01-14,4.9585,,,,7.958,11.771,3.8125,-0.792,0.5415,,,
2013-01-15,8.25,,,,10.674,16.7175,6.043500000000001,4.75,0.5625,,,
2013-01-16,8.02075,,,,10.125,14.396,4.271,4.25,0.917,,,
2013-01-17,6.624750000000001,,,,7.125,10.4795,3.3545,1.125,0.8605,,,
2013-01-18,10.20825,,,,8.229,10.979,2.75,4.333,1.854,,,
2013-01-19,5.32275,,,,2.396,2.9375,0.542,0.0,0.5,,,
2013-01-20,6.42725,,,,9.917,14.479500000000002,4.5625,1.0,1.692,,,
2013-01-21,10.23875,,,,7.729,11.75,4.0205,4.083,1.2705,,,
2013-01-22,11.572,,,,7.391,10.8915,3.5,6.792,2.2785,,,
2013-01-23,7.245,,,,6.708,9.6875,2.979,0.833,0.689,,,
2013-01-24,14.4375,,,,10.5,13.979,3.479,6.375,1.5154999999999998,,,
2013-01-25,15.33325,,,,11.354,15.396,4.0415,7.708,2.1665,,,
2013-01-26,6.5,,,,3.458,4.396,0.9375,1.625,1.0205,,,
2013-01-27,7.66675,,,,8.104,11.645499999999998,3.5415,2.25,1.5625,,,
2013-01-28,14.68,,,,14.7085,20.0,5.2915,9.083,2.0,,,
2013-01-29,6.95825,,,,9.6955,13.803999999999998,4.1085,2.083,2.0625,,,
2013-01-30,15.499749999999999,,,,14.75,22.9795,8.229,7.375,1.731,,,
2013-01-31,6.11425,,,,5.0,7.3335,2.3335,0.708,0.443,,,
2013-02-01,12.68775,,,,9.229,12.020499999999998,2.7915,5.125,1.646,,,
2013-02-02,24.595750000000002,,,,9.5,11.625,2.125,17.833,3.1875,,,
2013-02-03,18.747,,,,11.422,16.991500000000002,5.5695,12.773,1.1715,,,
2013-02-04,5.45975,,,,6.1665,9.2915,3.125,0.792,0.0225,,,
2013-02-05,5.249750000000001,,,,4.6955,7.1739999999999995,2.4785,0.208,0.354,,,
2013-02-06,5.29175,,,,6.9165,10.583,3.6665,0.875,0.47750000000000004,,,
2013-02-07,8.2605,,,,8.75,12.917000000000002,4.167,3.833,0.10400000000000001,,,
2013-02-08,7.08325,,,,5.6665,7.375,1.7085,1.0,0.521,,,
2013-02-09,2.5315,,,,3.7915,5.3125,1.5205000000000002,-2.208,0.4375,,,
2013-02-10,5.6875,,,,8.5625,12.125,3.5625,1.625,0.875,,,
2013-02-11,4.42725,,,,3.6665,4.208,0.5415,0.167,0.1085,,,
2013-02-12,4.86475,,,,7.196,9.6955,2.5,0.375,0.5415,,,
2013-02-13,7.0,,,,9.75,13.5,3.75,2.417,0.23099999999999998,,,
2013-02-14,7.771,,,,8.8125,13.396,4.5835,2.083,0.0835,,,
2013-02-15,2.3455,,,,1.6305,2.043,0.413,-2.826,0.0525,,,
2013-02-16,9.62475,,,,1.7915,2.0415,0.25,2.5,0.5835,,,
2013-02-17,20.854,,,,7.4375,9.75,2.3125,13.792,2.479,,,
2013-02-18,8.88275,,,,8.06,11.108,3.048,4.792,0.642,,,
2013-02-19,8.8335,,,,9.8695,13.608999999999998,3.739,4.792,0.33299999999999996,,,
2013-02-20,15.323,,,,10.375,13.3125,2.9375,8.792,1.2385000000000002,,,
2013-02-21,11.052,,,,7.1875,9.4375,2.25,6.292,1.1045,,,
2013-02-22,5.843999999999999,,,,6.0415,7.25,1.2085,1.458,0.6665,,,
2013-02-23,6.177,,,,4.417,5.042,0.625,1.458,0.75,,,
2013-02-24,13.2395,,,,7.954000000000001,10.4085,2.454,7.583,0.7915,,,
2013-02-25,18.57325,,,,9.314,11.733,2.4185,12.083,1.395,,,
2013-02-26,34.354,,,,11.5115,13.935500000000001,2.424,25.0,2.9585,,,
2013-02-27,33.70825,,,,14.5415,20.75,6.208,20.417,1.7479999999999998,,,
2013-02-28,14.0,,,,8.771,12.271,3.5,6.958,0.22949999999999998,,,
2013-03-01,33.65625,,,,10.042,12.75,2.708,19.333,0.6875,,,
2013-03-02,12.302,,,,5.9165,7.6455,1.729,5.375,0.2085,,,
2013-03-03,6.198,,,,5.423,7.6915,2.269,2.652,0.0625,,,
2013-03-04,14.360999999999999,,,,10.153,13.7635,3.6105,7.125,1.1895,,,
2013-03-05,8.396,,,,13.019,19.2735,6.2545,3.625,0.5,,,
2013-03-06,6.22925,,,,3.8125,5.292,1.479,2.5,0.087,,,
2013-03-07,8.323,,,,5.521,7.8125,2.2915,4.208,0.646,,,
2013-03-08,7.417,,,,5.021,6.604,1.5830000000000002,2.875,0.708,,,
2013-03-09,11.125,,,,5.3335,6.146,0.8125,5.417,1.2294999999999998,,,
2013-03-10,6.65625,,,,3.333,4.9375,1.604,1.875,0.2705,,,
2013-03-11,5.9375,,,,6.8100000000000005,10.189499999999999,3.3795,0.875,1.8635,,,
2013-03-12,33.12475,,,,13.937999999999999,17.138,3.1990000000000003,21.958,4.521,,,
2013-03-13,40.01025,,,,11.714500000000001,15.504,3.7895,23.667,1.3625,,,
2013-03-14,3.27075,,,,5.271,7.958,2.6875,-0.167,0.125,,,
2013-03-15,6.52175,,,,4.25,5.7915,1.5415,2.708,0.6875,,,
2013-03-16,16.65625,,,,4.5835,5.3335,0.75,11.208,1.417,,,
2013-03-17,33.427,,,,7.979,9.979,2.0,22.958,2.792,,,
2013-03-18,28.448,,,,6.4835,8.528,2.044,16.708,1.771,,,
2013-03-19,19.85425,,,,4.57,5.8395,1.27,8.333,1.2085,,,
2013-03-20,7.677,,,,5.7705,8.375,2.604,1.167,0.411,,,
2013-03-21,2.8335,,,,2.958,3.9165,0.9585,-1.083,0.021,,,
2013-03-22,5.21875,,,,3.4165,4.583,1.1665,0.625,0.10400000000000001,,,
2013-03-23,10.15625,,,,3.333,4.0,0.6665,5.708,0.9375,,,
2013-03-24,16.70825,,,,6.0415,7.625,1.5835,9.125,2.021,,,
2013-03-25,18.323,,,,6.5525,8.462,1.9095,10.833,1.329,,,
2013-03-26,24.54175,,,,7.5515,9.559999999999999,2.008,15.292,1.5,,,
2013-03-27,18.281,,,,5.8545,8.396,2.5415,10.0,0.9755,,,
2013-03-28,24.68775,,,,6.25,8.146,1.8955000000000002,16.333,2.125,,,
2013-03-29,21.4165,,,,6.083,7.2705,1.1875,14.958,1.479,,,
2013-03-30,16.05225,,,,4.479,5.604,1.125,7.875,0.583,,,
2013-03-31,6.177,,,,2.229,2.6455,0.4165,3.375,0.1875,,,
2013-04-01,16.34675,,,,7.2215,11.057,3.835,5.3,1.5110000000000001,,,
2013-04-02,11.688500000000001,,,,10.157499999999999,14.305,4.1475,-3.111,0.9035,,,
2013-04-03,2.20825,,,,3.8125,5.854,2.0415,-4.583,0.6045,,,
2013-04-04,11.06275,,,,7.229,10.375,3.1455,0.273,1.1665,,,
2013-04-05,29.625,,,,7.9585,10.479,2.5205,14.417,1.7690000000000001,,,
2013-04-06,30.41675,,,,5.24,6.661,1.421,9.333,2.0415,,,
2013-04-07,2.5415,,,,2.4165,2.979,0.5625,-4.125,0.8125,,,
2013-04-08,6.687749999999999,,,,4.9375,6.9795,2.0415,-1.125,0.6875,,,
2013-04-09,19.229,,,,8.4695,10.562000000000001,2.0925000000000002,6.292,1.6455,,,
2013-04-10,12.4895,,,,4.9375,6.458,1.521,3.917,0.9585,,,
2013-04-11,7.75,,,,5.5835,8.271,2.6875,0.375,1.0,,,
2013-04-12,11.5415,,,,6.1665,8.625,2.458,4.083,1.2635,,,
2013-04-13,8.90625,,,,5.8045,7.750500000000001,1.9465000000000001,0.458,2.021,,,
2013-04-14,19.0625,,,,5.6875,6.5415,0.8545,7.833,2.396,,,
2013-04-15,15.77075,,,,6.25,7.854,1.604,4.917,1.354,,,
2013-04-16,21.79525,,,,6.973000000000001,9.155,2.1820000000000004,7.478,1.811,,,
2013-04-17,38.822,,,,8.9165,11.7075,2.791,17.167,1.638,,,
2013-04-18,38.39575,,,,8.208,10.5,2.292,16.583,1.9169999999999998,,,
2013-04-19,12.36475,,,,3.2295,3.896,0.6665,3.292,0.339,,,
2013-04-20,17.427,,,,6.3100000000000005,7.798,1.4885,9.083,0.8955,,,
2013-04-21,4.052,,,,3.7085,4.729,1.021,-1.833,0.25,,,
2013-04-22,15.55225,,,,4.0835,5.3545,1.271,5.792,0.9189999999999999,,,
2013-04-23,21.1145,,,,8.354,10.2705,1.9165,10.417,1.6665,,,
2013-04-24,23.33325,,,,12.1405,16.1985,4.058,8.958,1.2295,,,
2013-04-25,15.82275,,,,5.0625,6.1875,1.125,5.167,1.0,,,
2013-04-26,17.91675,,,,6.104,7.604,1.5,6.208,1.464,,,
2013-04-27,7.8335,,,,3.5075,4.282,0.7745,-0.375,1.0,,,
2013-04-28,10.60425,,,,2.625,3.0,0.375,2.75,1.5415,,,
2013-04-29,18.5835,,,,5.5625,6.2295,0.6665,7.0,2.388,,,
2013-04-30,23.9895,,,,7.1455,8.875,1.7294999999999998,12.0,1.9794999999999998,,,
2013-05-01,18.823,,,,4.789,6.574999999999999,1.7855,5.045,0.554,,,
2013-05-02,5.99725,,,,4.109,5.848000000000001,1.7395,-1.042,0.466,,,
2013-05-03,6.187749999999999,,,,4.021,4.9375,0.9165,-1.667,0.9795,,,
2013-05-04,12.10425,,,,4.625,5.3955,0.771,3.375,1.3125,,,
2013-05-05,17.26025,,,,4.4375,5.25,0.8125,8.458,1.7085,,,
2013-05-06,22.17725,,,,5.0,5.708,0.7085,12.667,1.5605,,,
2013-05-07,4.7605,,,,2.7085,3.6875,0.9795,-0.917,0.5,,,
2013-05-08,6.33325,,,,4.25,5.542,1.2915,0.375,0.6045,,,
2013-05-09,15.92725,,,,8.5655,10.869499999999999,2.3045,6.917,1.7970000000000002,,,
2013-05-10,31.3855,,,,7.625,8.6875,1.0625,18.167,2.1875,,,
2013-05-11,31.14575,,,,7.417,8.8545,1.4375,15.875,1.5,,,
2013-05-12,10.25025,,,,3.8125,4.8125,1.0,1.583,1.0,,,
2013-05-13,24.08325,,,,7.542,11.0205,3.4795,9.875,1.2875,,,
2013-05-14,33.58325,,,,8.271,10.0625,1.7919999999999998,20.625,2.5205,,,
2013-05-15,38.9165,,,,8.2705,10.0625,1.7915,23.5,2.479,,,
2013-05-16,25.729,,,,5.826,7.3695,1.5430000000000001,15.583,0.7915,,,
2013-05-17,12.34375,,,,5.2765,6.572,1.2955,5.261,0.6875,,,
2013-05-18,22.1665,,,,7.167,8.229,1.0625,11.542,1.6875,,,
2013-05-19,24.05175,,,,5.2085,6.0625,0.854,11.708,1.333,,,
2013-05-20,14.6145,,,,6.1045,8.3545,2.25,3.375,0.38949999999999996,,,
2013-05-21,23.15625,,,,5.104,7.292,2.1875,10.375,0.47950000000000004,,,
2013-05-22,35.323,,,,6.4165,7.604,1.1875,19.5,1.104,,,
2013-05-23,20.27075,,,,7.1305,8.3915,1.261,10.875,0.875,,,
2013-05-24,13.64575,,,,6.0,7.125,1.125,5.292,0.788,,,
2013-05-25,21.2705,,,,6.5625,7.9165,1.354,11.208,1.0205,,,
2013-05-26,26.65625,,,,4.7705,5.7915,1.021,13.917,1.4585,,,
2013-05-27,32.375,,,,8.292,10.604,2.3125,18.042,0.951,,,
2013-05-28,19.625,,,,8.2915,10.0415,1.75,5.875,1.6044999999999998,,,
2013-05-29,16.73975,,,,6.5,8.9375,2.4375,3.5,0.7705,,,
2013-05-30,5.9165,,,,8.4565,12.696000000000002,4.239,-2.125,0.2915,,,
2013-05-31,18.8855,,,,4.8545,5.875,1.021,8.083,0.7404999999999999,,,
2013-06-01,18.1355,,,,4.9795,6.083,1.1044999999999998,7.625,0.854,,,
2013-06-02,15.29175,,,,3.625,4.5835,0.9585,4.125,0.6665,,,
2013-06-03,22.213250000000002,,,,6.3605,8.224,1.8635,10.652,0.9339999999999999,,,
2013-06-04,20.4585,,,,6.5625,7.8335,1.271,9.75,0.7085,,,
2013-06-05,31.594,,,,7.333,8.6455,1.3125,17.583,1.0419999999999998,,,
2013-06-06,30.5,,,,6.8475,9.109,2.2605,14.083,0.604,,,
2013-06-07,20.2395,,,,6.4165,8.9375,2.521,4.667,0.4205,,,
2013-06-08,15.6195,,,,3.9585,5.7705,1.8125,3.938,0.2915,,,
2013-06-09,25.54175,,,,3.5835,4.0625,0.479,12.958,0.521,,,
2013-06-10,33.84375,,,,6.2915,7.729,1.4375,20.917,0.9785,,,
2013-06-11,29.96875,,,,6.542,8.125,1.5835,13.167,0.854,,,
2013-06-12,13.375,,,,5.292,7.3955,2.1045,0.958,0.25,,,
2013-06-13,8.1355,,,,4.5215,8.174,3.6525000000000003,-0.083,0.3335,,,
2013-06-14,7.45825,,,,4.2915,7.292,3.0,-0.167,0.2085,,,
2013-06-15,13.20825,,,,3.771,5.9585,2.1875,2.875,0.1665,,,
2013-06-16,12.323,,,,2.8545,4.0625,1.2085,1.25,0.4375,,,
2013-06-17,21.3855,,,,5.3125,7.479,2.1665,10.083,0.435,,,
2013-06-18,30.302,,,,7.208,10.75,3.5415,14.625,0.3335,,,
2013-06-19,21.354,,,,5.5,8.896,3.396,7.875,0.25,,,
2013-06-20,11.38525,,,,6.5435,9.1525,2.6085000000000003,2.083,0.521,,,
2013-06-21,13.9895,,,,7.3335,10.5835,3.25,1.75,0.271,,,
2013-06-22,11.3335,,,,4.375,6.1875,1.8125,-0.042,0.354,,,
2013-06-23,13.073,,,,3.2705,4.0625,0.7915,2.875,0.354,,,
2013-06-24,15.23975,,,,4.875,6.6875,1.8125,5.292,0.435,,,
2013-06-25,18.8855,,,,5.2915,6.9585,1.6665,10.625,0.375,,,
2013-06-26,23.92725,,,,6.521,9.0415,2.5205,10.042,0.125,,,
2013-06-27,9.0,,,,5.695500000000001,7.5,1.8045,1.708,0.4585,,,
2013-06-28,25.0105,,,,6.667,9.25,2.5835,10.292,0.625,,,
2013-06-29,21.3645,,,,6.0,8.1875,2.1875,8.792,0.2915,,,
2013-06-30,22.72925,,,,4.146,5.271,1.125,7.792,0.1875,,,
2013-07-01,24.41225,,,,7.2825,9.762,2.4795,8.238,0.25,,,
2013-07-02,18.10425,,,,6.8545,9.5835,2.729,6.958,0.479,,,
2013-07-03,21.26025,,,,7.021,9.979,2.958,8.625,0.3125,,,
2013-07-04,23.70825,,,,5.7605,8.565000000000001,2.8045,10.292,0.4165,,,
2013-07-05,21.479,,,,7.3785,13.085,5.7065,7.375,0.396,,,
2013-07-06,26.7915,,,,4.521,7.625,3.1045,14.0,0.854,,,
2013-07-07,14.4895,,,,3.229,5.854,2.625,5.208,0.479,,,
2013-07-08,21.52075,,,,4.333,6.7295,2.3955,10.708,0.652,,,
2013-07-09,25.479,,,,4.1045,6.25,2.1455,11.583,0.47950000000000004,,,
2013-07-10,31.052,,,,5.0415,6.917,1.875,18.167,0.3125,,,
2013-07-11,40.61475,,,,6.109,7.8915,1.7825,25.917,0.75,,,
2013-07-12,43.03125,,,,7.125,8.8125,1.6875,28.542,0.7555000000000001,,,
2013-07-13,33.552,,,,4.583,7.583,3.0,16.792,0.75,,,
2013-07-14,16.44775,,,,2.8545,4.75,1.896,6.583,0.5835,,,
2013-07-15,14.375,,,,2.5625,3.5435,0.981,4.583,0.174,,,
2013-07-16,15.82525,,,,6.3,8.9085,2.6085,6.87,0.771,,,
2013-07-17,22.5625,,,,7.6305,12.2605,4.6305,10.458,0.4585,,,
2013-07-18,15.374749999999999,,,,6.1665,9.4585,3.2915,7.042,0.396,,,
2013-07-19,9.5105,,,,4.5,6.542,2.0415,2.042,0.396,,,
2013-07-20,14.38525,,,,4.417,6.4585,2.0415,6.708,0.75,,,
2013-07-21,24.6665,,,,4.896,6.271,1.375,13.25,0.854,,,
2013-07-22,28.178,,,,7.0535,9.035499999999999,1.9825,15.591,0.7865,,,
2013-07-23,21.6355,,,,5.3125,7.667,2.354,11.5,0.521,,,
2013-07-24,12.58325,,,,8.7175,12.8695,4.1525,4.5,0.354,,,
2013-07-25,11.89575,,,,5.9375,10.6665,4.729,2.083,0.25,,,
2013-07-26,28.302,,,,5.3545,8.0415,2.6875,14.333,0.4585,,,
2013-07-27,24.3125,,,,4.25,5.7295,1.479,10.458,0.375,,,
2013-07-28,11.8125,,,,2.25,3.5835,1.3335,3.917,0.1665,,,
2013-07-29,13.6665,,,,7.4585,12.375,4.9165,3.375,0.1955,,,
2013-07-30,19.64575,,,,6.4585,9.1875,2.729,8.75,0.4165,,,
2013-07-31,38.2395,,,,6.109,8.7395,2.6305,21.75,0.5,,,
2013-08-01,15.268749999999999,,,,6.2785,9.1175,2.839,5.87,0.5225,,,
2013-08-02,18.34375,,,,5.8125,10.083,4.271,7.292,0.9375,,,
2013-08-03,18.58325,,,,4.5415,7.0625,2.521,9.25,0.646,,,
2013-08-04,22.0625,,,,3.375,5.396,2.021,12.25,0.271,,,
2013-08-05,25.7815,,,,5.4375,8.271,2.833,13.833,0.3695,,,
2013-08-06,17.32325,,,,5.3125,9.7085,4.3955,4.917,0.125,,,
2013-08-07,23.302,,,,3.8040000000000003,6.151999999999999,2.348,11.25,0.7085,,,
2013-08-08,32.85425,,,,4.875,6.625,1.75,18.417,0.646,,,
2013-08-09,43.823,,,,5.125,6.75,1.625,26.75,0.8975,,,
2013-08-10,48.86475,,,,4.854,6.1455,1.2915,31.0,0.646,,,
2013-08-11,43.53475,,,,3.644,4.709,1.065,27.833,0.6875,,,
2013-08-12,41.8335,,,,4.5415,6.0835,1.5419999999999998,27.75,0.5215,,,
2013-08-13,34.66675,,,,3.896,5.1665,1.271,22.083,0.8335,,,
2013-08-14,37.698,,,,3.9135,5.0435,1.1305,23.708,0.875,,,
2013-08-15,33.13475,,,,4.167,5.875,1.7080000000000002,24.583,0.979,,,
2013-08-16,36.4065,,,,4.792,6.1665,1.375,24.75,0.763,,,
2013-08-17,31.82275,,,,4.9795,6.3335,1.354,20.792,1.1044999999999998,,,
2013-08-18,26.22925,,,,4.4585,6.125,1.6665,16.167,0.5625,,,
2013-08-19,25.11775,,,,6.2485,8.713999999999999,2.466,14.864,1.0215,,,
