date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean,CO_mean,PM25_mean
2012-07-17,181.87,97.0,75.792,52.0,13.478,8.0205,15.604,7.5835,2.25,,329.0,273.667,223.0,195.348,1.583,9.583
2012-07-18,190.217,98.0,78.292,54.0,14.043,12.7335,24.975,12.241,2.708,,331.0,266.958,211.0,204.261,2.304,19.083
2012-07-19,193.792,100.0,81.208,58.0,13.375,14.0,28.25,14.25,2.708,,308.0,258.292,215.0,207.167,2.458,21.792
2012-07-20,194.375,100.0,95.81,81.0,17.0,14.479,35.604,21.125,2.667,,265.0,230.125,212.0,211.375,2.75,17.792
2012-07-21,195.25,100.0,98.7,90.0,15.708,12.229,28.3125,16.083,2.542,,246.0,211.708,190.0,210.958,3.042,8.667
2012-07-22,193.208,100.0,89.565,66.0,14.542,6.25,13.0415,6.7915,2.958,,271.0,223.375,195.0,207.75,2.167,
2012-07-23,194.333,100.0,79.053,56.0,14.875,11.799499999999998,24.51,12.709999999999999,2.958,,297.0,241.542,193.0,209.208,2.542,12.667
2012-07-24,205.609,100.0,85.667,63.0,16.783,13.957999999999998,27.6045,13.645499999999998,3.125,,298.0,244.75,208.0,222.391,2.75,19.75
2012-07-25,205.625,100.0,89.0,75.0,16.375,13.383,28.682,15.299,2.875,,277.0,243.792,206.0,222.0,2.792,24.125
2012-07-26,195.542,100.0,78.5,52.0,12.5,12.354,27.208,14.854,2.833,,327.0,261.583,207.0,208.042,2.583,21.708
2012-07-27,197.913,100.0,77.792,54.0,13.522,15.8125,32.1875,16.375,2.565,,331.0,268.917,208.0,211.435,2.667,28.458
2012-07-28,197.375,100.0,80.25,53.0,14.667,12.667000000000002,23.0835,10.4165,1.917,,335.0,274.917,229.0,212.042,2.833,35.458
2012-07-29,189.917,100.0,84.696,59.0,13.375,8.0835,14.125,6.0415,1.292,,322.0,262.625,219.0,203.292,2.333,28.917
2012-07-30,195.958,100.0,84.913,52.0,13.417,12.646,23.9165,11.270499999999998,1.125,,333.0,261.375,226.0,209.375,2.667,22.125
2012-07-31,204.769,100.0,72.13,44.0,16.154,16.615,32.6815,16.066,1.417,,338.0,267.417,213.0,220.923,2.565,17.043
2012-08-01,195.478,83.0,67.292,47.0,11.304,15.164000000000001,29.0545,13.8905,1.625,,327.0,258.708,179.0,206.783,2.261,11.583
2012-08-02,199.542,95.0,74.208,40.0,10.042,13.8335,27.8545,14.021,1.583,,346.0,279.958,232.0,209.583,2.583,19.75
2012-08-03,205.565,100.0,70.667,38.0,11.435,16.083,30.125,14.042000000000002,2.333,,333.0,270.708,215.0,217.0,2.708,21.25
2012-08-04,217.5,92.0,73.875,50.0,12.5,11.604,20.354,8.75,2.875,,323.0,264.042,197.0,230.0,2.292,17.917
2012-08-05,,100.0,77.125,46.0,,8.75,16.9795,8.229,2.458,,331.0,272.292,218.0,,2.333,15.708
2012-08-06,203.625,100.0,91.471,79.0,12.0,12.1875,30.25,18.0625,2.0,,269.0,236.917,216.0,215.625,2.417,12.167
2012-08-07,191.739,100.0,81.333,61.0,14.783,12.375,25.7085,13.332999999999998,2.125,,292.0,241.542,208.0,206.522,2.333,10.625
2012-08-08,189.792,95.0,75.417,53.0,14.125,11.9775,23.3235,11.346,2.542,,284.0,228.0,187.0,203.917,2.25,4.833
2012-08-09,197.5,100.0,79.5,54.0,16.583,15.146,28.75,13.604,3.0,,285.0,230.375,182.0,214.083,2.583,9.833
2012-08-10,206.208,99.0,75.542,43.0,18.458,16.167,30.2085,14.0415,3.125,,320.0,244.917,182.0,224.667,2.75,19.25
2012-08-11,202.0,99.0,85.0,65.0,17.542,14.3125,26.3335,12.020499999999998,2.958,,279.0,241.958,205.0,219.542,2.833,24.292
2012-08-12,201.208,100.0,80.167,51.0,16.917,9.25,18.021,8.771,2.667,,313.0,256.833,206.0,218.125,2.708,17.0
2012-08-13,183.542,100.0,81.75,65.0,18.417,4.4585,7.875,3.4165,2.333,,292.0,255.917,226.0,201.958,1.208,8.458
2012-08-14,185.739,100.0,82.25,57.0,13.609,5.875,11.1665,5.2915,2.042,,298.0,248.625,205.0,199.348,1.75,5.458
2012-08-15,179.381,100.0,80.125,63.0,11.571,2.754,5.8614999999999995,3.1075,2.526,,300.0,255.167,227.0,190.952,1.0,3.792
2012-08-16,183.875,99.0,72.792,48.0,12.125,6.101,12.4555,6.354,3.667,,340.0,272.333,230.0,196.0,2.364,7.042
2012-08-17,188.273,99.0,83.733,64.0,10.636,10.314499999999999,25.0325,14.718,3.261,,318.0,244.391,210.0,198.909,4.167,11.542
2012-08-18,188.583,100.0,88.778,72.0,12.125,9.8545,21.5625,11.7085,3.375,,297.0,235.583,205.0,200.708,3.333,8.167
2012-08-19,187.0,100.0,74.583,46.0,12.25,6.125,12.5835,6.4585,3.583,,320.0,260.958,213.0,199.25,2.625,7.708
2012-08-20,197.158,99.0,77.208,50.0,13.053,14.6035,31.206,16.6025,3.609,,311.0,250.208,199.0,210.211,4.0,13.167
2012-08-21,192.565,100.0,74.583,50.0,15.043,14.852500000000001,30.169,15.317,3.739,,321.0,260.625,198.0,207.609,3.75,15.625
2012-08-22,180.375,96.0,70.292,42.0,14.125,8.172,17.0435,8.871500000000001,3.167,,332.0,269.958,212.0,194.5,2.25,6.667
2012-08-23,186.792,100.0,77.375,47.0,14.25,13.604,29.625,16.021,3.167,,324.0,259.958,207.0,201.042,3.833,10.75
2012-08-24,184.583,100.0,81.208,48.0,14.958,13.145499999999998,28.104,14.9585,3.25,,326.0,261.042,221.0,199.542,4.417,13.333
2012-08-25,189.583,100.0,74.958,40.0,15.375,12.979,24.1875,11.2085,3.833,,324.0,263.667,219.0,204.958,4.875,19.792
2012-08-26,189.75,100.0,77.364,46.0,15.375,12.125,22.5415,10.417000000000002,3.708,,322.0,259.542,212.0,205.125,4.375,18.333
2012-08-27,183.5,100.0,75.083,47.0,15.125,15.229,29.604,14.375,3.542,,324.0,267.792,223.0,198.625,4.042,15.208
2012-08-28,183.391,98.0,71.917,49.0,14.478,10.979,21.625,10.646,3.75,,317.0,262.458,209.0,197.87,2.833,14.458
2012-08-29,180.083,85.0,70.083,53.0,15.583,7.1345,11.189,4.055,2.833,,315.0,265.583,217.0,195.667,2.409,5.957
2012-08-30,190.5,100.0,87.25,57.0,14.792,14.25,28.7295,14.479,2.5,,322.0,254.417,227.0,205.292,5.125,13.083
2012-08-31,184.75,100.0,81.667,53.0,13.042,13.5,27.6045,14.104500000000002,2.583,,322.0,260.208,216.0,197.792,4.833,11.708
2012-09-01,182.667,100.0,81.958,57.0,12.667,11.707999999999998,25.354,13.646,2.833,,289.0,241.042,208.0,195.333,4.25,10.333
2012-09-02,183.75,92.0,80.292,64.0,10.083,8.146,16.542,8.396,2.958,,273.0,236.125,209.0,193.833,4.042,4.125
2012-09-03,186.208,100.0,83.875,62.0,12.667,13.8125,25.6665,11.854,2.958,,278.0,232.958,207.0,198.875,4.542,7.833
2012-09-04,192.217,100.0,78.455,51.0,17.609,14.875,29.5,14.625,3.0,,293.0,233.958,202.0,209.826,3.417,9.667
2012-09-05,193.917,97.0,76.542,49.0,12.958,15.614,35.193,19.579,3.125,,307.0,235.833,173.0,206.875,5.167,13.792
2012-09-06,198.25,100.0,94.125,74.0,15.625,16.6455,36.521,19.875,2.958,,265.0,220.5,188.0,213.875,5.083,16.375
2012-09-07,193.0,100.0,76.952,48.0,12.792,13.6875,31.5415,17.854,2.917,,305.0,231.583,164.0,205.792,4.833,10.167
2012-09-08,188.75,98.0,74.958,50.0,13.542,9.75,17.6665,7.917,2.917,,307.0,252.833,212.0,202.292,3.5,13.0
2012-09-09,180.417,86.0,65.792,44.0,10.75,4.042,6.5,2.4585,3.0,,306.0,259.625,212.0,191.167,2.375,6.583
2012-09-10,180.542,89.0,64.5,42.0,11.792,7.917,14.0,6.083,3.042,,312.0,257.958,200.0,192.333,2.458,4.792
2012-09-11,184.913,100.0,91.5,61.0,11.348,13.2085,28.8125,15.604500000000002,2.542,,258.0,214.958,187.0,196.261,4.125,9.708
2012-09-12,184.333,100.0,81.6,59.0,10.542,14.416,30.69,16.2745,2.917,,282.0,220.833,174.0,194.875,4.957,10.25
2012-09-13,188.5,97.0,76.042,46.0,13.458,17.4585,31.3335,13.875,3.208,,300.0,236.708,187.0,201.958,4.708,11.792
2012-09-14,197.1,100.0,72.833,41.0,8.2,14.0,24.125,10.125,3.333,,314.0,242.458,189.0,205.3,3.958,15.542
2012-09-15,192.333,96.0,74.958,44.0,4.167,10.1875,19.896,9.707999999999998,2.833,,309.0,240.375,186.0,196.5,3.833,11.125
2012-09-16,190.792,100.0,76.167,53.0,5.125,8.2085,17.3125,9.104500000000002,2.875,,313.0,250.5,187.0,195.917,4.917,12.0
2012-09-17,186.583,96.0,72.292,51.0,4.667,5.9375,13.0,7.0625,3.167,,303.0,251.875,201.0,191.25,2.958,6.458
2012-09-18,177.043,97.0,70.227,42.0,7.261,7.0,12.854,5.854,2.583,,300.0,247.917,204.0,184.304,2.75,4.417
2012-09-19,175.167,100.0,86.167,67.0,10.125,11.104,26.7635,15.659500000000001,2.333,,263.0,222.833,196.0,185.292,3.542,5.917
2012-09-20,179.083,91.0,74.542,55.0,8.292,13.4375,27.3125,13.875,2.792,,275.0,220.75,188.0,187.375,4.708,12.125
2012-09-21,180.125,100.0,82.0,63.0,10.208,15.303,29.1025,13.8,2.652,,242.0,195.125,161.0,190.333,5.667,11.5
2012-09-22,181.208,96.0,73.958,45.0,9.917,21.042,45.208,24.167,2.958,,262.0,197.875,148.0,191.125,5.583,11.917
2012-09-23,178.583,100.0,92.917,83.0,8.292,14.458,25.958,11.5,2.292,,182.0,166.25,153.0,186.875,4.375,5.75
2012-09-24,179.25,99.0,76.75,54.0,8.708,12.027,25.97,13.943499999999998,2.917,,235.0,179.0,132.0,187.958,4.708,2.792
2012-09-25,184.105,98.0,77.0,47.0,7.895,12.729,30.6665,17.9375,2.667,,240.0,177.667,136.0,192.0,4.917,4.292
2012-09-26,186.727,93.0,69.375,37.0,9.636,14.625,33.521,18.896,2.917,,253.0,181.667,124.0,196.364,4.826,7.125
2012-09-27,186.7,95.0,67.667,37.0,7.3,15.625,33.229,17.604,3.167,,247.0,172.542,105.0,194.0,4.833,8.333
2012-09-28,184.7,95.0,72.833,52.0,10.55,16.1665,36.375,20.2085,3.25,,277.0,190.458,104.0,195.25,5.042,6.958
2012-09-29,182.625,89.0,67.708,25.0,11.5,12.104,26.5,14.396,2.583,,287.0,216.708,169.0,194.125,4.333,11.917
2012-09-30,180.958,100.0,81.417,41.0,6.75,8.875,16.729,7.854,2.208,,259.0,198.833,167.0,187.708,3.875,10.0
2012-10-01,180.583,98.0,79.75,65.0,7.208,11.22,22.994,11.773499999999999,2.125,,242.0,200.417,172.0,187.792,3.917,2.826
2012-10-02,185.652,95.0,78.5,62.0,7.696,13.145499999999998,28.75,15.604500000000002,2.125,,232.0,189.833,159.0,193.348,4.542,3.708
2012-10-03,184.458,97.0,82.167,62.0,7.333,13.0545,27.910999999999998,14.856499999999999,2.0,,227.0,186.125,162.0,191.792,4.583,6.958
2012-10-04,182.583,100.0,80.458,53.0,7.25,14.125,30.542,16.4165,2.125,,250.0,191.458,153.0,189.833,4.958,6.083
2012-10-05,186.167,93.0,72.5,44.0,6.542,14.6875,32.604,17.917,2.708,,250.0,182.917,132.0,192.708,4.917,6.375
2012-10-06,189.542,97.0,82.042,60.0,9.75,15.6665,32.5,16.833,2.792,,212.0,165.958,132.0,199.292,5.375,12.333
2012-10-07,185.667,99.0,79.792,56.0,5.625,9.2085,18.3335,9.125,2.25,,206.0,158.125,133.0,191.292,4.542,6.375
2012-10-08,188.25,91.0,70.625,49.0,6.458,9.9375,20.5,10.5625,2.708,,213.0,155.083,105.0,194.708,4.708,5.917
2012-10-09,186.478,90.0,72.042,47.0,7.478,13.104,27.646,14.5415,3.333,,218.0,157.375,114.0,193.957,4.625,10.333
2012-10-10,187.667,97.0,75.292,51.0,9.5,17.6625,39.693,22.0305,3.083,,201.0,148.208,104.0,197.167,5.174,14.0
2012-10-11,185.875,97.0,76.0,47.0,8.333,18.354,36.5835,18.229,3.167,,222.0,155.0,107.0,194.208,4.708,12.708
2012-10-12,185.792,93.0,73.0,53.0,5.292,13.729500000000002,28.708,14.979500000000002,2.583,,180.0,133.25,75.0,191.083,4.792,3.958
2012-10-13,191.625,95.0,74.458,46.0,7.042,14.229500000000002,37.0625,22.8335,3.083,,187.0,114.875,46.0,198.667,5.667,11.625
2012-10-14,188.667,99.0,74.625,49.0,8.583,13.5415,27.021,13.479,3.042,,193.0,132.333,66.0,197.25,5.792,19.958
2012-10-15,190.792,94.0,70.375,42.0,8.875,15.646,32.958,17.3125,3.125,,215.0,136.542,57.0,199.667,4.958,14.875
2012-10-16,189.391,90.0,67.125,38.0,12.957,18.3335,36.4165,18.0835,3.208,,211.0,142.167,93.0,202.348,4.917,11.917
2012-10-17,186.75,100.0,84.667,45.0,14.208,16.9545,37.6065,20.652,2.625,,200.0,131.042,65.0,200.958,4.792,12.167
2012-10-18,185.25,100.0,93.542,82.0,11.125,16.042,33.75,17.708,2.042,,145.0,126.792,101.0,196.375,5.417,3.125
2012-10-19,186.667,93.0,69.833,44.0,8.333,12.8335,27.375,14.5415,2.333,,158.0,111.125,69.0,195.0,4.5,2.958
2012-10-20,188.542,100.0,70.5,40.0,9.958,11.1875,29.625,18.4375,2.833,,200.0,113.667,22.0,198.5,4.083,6.833
2012-10-21,188.25,100.0,69.292,36.0,9.708,12.396,24.0415,11.646,3.417,,215.0,133.667,59.0,197.958,5.25,13.333
2012-10-22,188.667,85.0,60.917,26.0,11.375,13.046999999999999,26.1555,13.1085,3.043,,215.0,137.958,63.0,200.042,4.0,12.583
2012-10-23,186.435,100.0,90.208,78.0,15.783,14.479,26.542,12.0625,2.125,,170.0,131.417,96.0,202.217,4.667,0.792
2012-10-24,189.417,94.0,72.083,43.0,15.875,16.1625,36.3675,20.206,2.542,,150.0,90.25,45.0,205.292,5.304,4.958
2012-10-25,192.375,98.0,78.875,50.0,18.292,21.4375,55.4585,34.021,2.833,,181.0,99.667,36.0,210.667,6.125,11.25
2012-10-26,195.542,99.0,77.083,46.0,16.792,19.375,50.9795,31.604,2.917,,187.0,113.083,46.0,212.333,6.083,13.833
2012-10-27,194.167,97.0,78.042,55.0,14.417,16.354,37.25,20.896,2.708,,182.0,126.0,85.0,208.583,6.667,18.25
2012-10-28,190.417,100.0,83.583,52.0,13.417,10.9585,19.604,8.646,2.083,,156.0,120.917,99.0,203.833,4.375,7.083
2012-10-29,189.417,100.0,80.708,52.0,12.667,13.8335,30.8955,17.0625,2.042,,160.0,112.583,78.0,202.083,5.0,5.667
2012-10-30,188.13,97.0,78.083,51.0,13.13,18.104,41.4375,23.3335,2.667,,159.0,98.5,52.0,201.261,5.5,9.292
2012-10-31,188.833,93.0,75.583,51.0,10.292,19.1495,43.962,24.8125,2.333,,136.0,90.5,36.0,199.125,5.958,6.542
2012-11-01,188.0,100.0,61.708,39.0,10.75,12.1875,26.583,14.396,2.042,,145.0,93.167,24.0,198.75,3.333,6.5
2012-11-02,190.75,90.0,70.583,39.0,11.25,19.8505,41.941,22.0905,2.125,,121.0,67.875,18.0,202.0,5.292,3.87
2012-11-03,193.143,97.0,78.182,49.0,14.571,17.5565,40.6695,23.113500000000002,2.0,,120.0,47.591,0.0,207.714,5.667,12.167
2012-11-04,190.458,100.0,74.636,42.0,14.458,18.2295,39.9165,21.6875,2.208,,128.0,52.045,-7.0,204.917,6.083,12.5
2012-11-05,186.053,94.0,69.917,44.0,37.158,16.771,35.5835,18.8125,2.125,,169.0,107.458,32.0,223.211,5.0,12.583
2012-11-06,185.826,99.0,80.958,61.0,34.565,18.75,37.417,18.6665,1.958,,179.0,117.125,71.0,220.391,4.75,11.583
2012-11-07,188.438,100.0,66.958,39.0,28.875,14.1475,30.415,16.267,2.083,,149.0,93.833,31.0,217.312,4.826,3.875
2012-11-08,189.375,86.0,61.042,37.0,30.333,18.542,38.125,19.5835,2.167,,161.0,99.708,45.0,219.708,6.0,9.667
2012-11-09,194.875,93.0,75.75,54.0,21.667,23.1875,63.4165,40.229,2.167,,141.0,76.458,25.0,216.542,6.875,14.083
2012-11-10,192.5,97.0,78.042,48.0,20.75,18.0625,45.229,27.1665,2.0,,141.0,66.25,0.0,213.25,6.417,13.875
2012-11-11,194.417,100.0,97.583,86.0,16.833,18.4165,44.375,25.958,2.125,,73.0,49.5,17.0,211.25,7.625,21.292
2012-11-12,187.458,100.0,72.182,41.0,12.417,13.1665,27.2085,14.042000000000002,2.042,,172.0,99.5,54.0,199.875,4.375,6.75
2012-11-13,187.435,98.0,63.958,41.0,14.87,10.875,18.0415,7.1665,2.375,,140.0,87.583,27.0,202.304,3.417,10.125
2012-11-14,187.458,100.0,80.833,57.0,12.292,14.9585,27.2535,12.2955,2.458,,76.0,44.875,6.0,199.75,4.375,2.333
2012-11-15,193.292,100.0,78.25,48.0,14.25,21.125,45.625,24.5,2.083,,91.0,32.458,-9.0,207.542,5.875,7.125
2012-11-16,190.875,92.0,65.708,31.0,12.708,19.0625,42.104,23.0415,2.375,,141.0,67.667,16.0,203.583,5.25,5.333
2012-11-17,177.792,100.0,84.125,57.0,10.958,13.021,23.0625,10.0415,2.0,,105.0,81.083,66.0,188.75,4.25,0.667
2012-11-18,170.333,100.0,82.042,59.0,9.917,12.8125,25.896,13.0835,2.0,,89.0,52.417,22.0,180.25,5.667,4.167
2012-11-19,188.5,92.0,62.625,26.0,10.417,11.729500000000002,27.625,15.895499999999998,2.25,,135.0,64.667,-4.0,198.917,4.083,6.583
2012-11-20,190.0,92.0,65.083,40.0,15.0,17.4795,38.5625,21.0835,2.333,,122.0,69.375,22.0,205.0,5.917,8.042
2012-11-21,194.375,87.0,71.417,50.0,16.458,21.684,51.2685,29.584,2.042,,81.0,37.375,10.0,210.833,6.609,9.333
2012-11-22,192.913,93.0,71.375,38.0,17.957,23.312,56.385000000000005,33.073499999999996,2.217,,142.0,58.042,-2.0,210.87,6.708,13.958
2012-11-23,196.0,100.0,92.042,83.0,15.25,21.2085,52.583,31.375,2.083,,70.0,46.25,11.0,211.25,7.708,19.125
2012-11-24,195.045,88.0,73.75,51.0,9.773,11.9165,25.9375,14.021,2.25,,81.0,42.792,11.0,204.818,4.958,4.25
2012-11-25,198.5,95.0,63.667,27.0,12.0,11.25,21.0835,9.832999999999998,2.625,,114.0,46.583,-15.0,210.5,4.042,6.0
2012-11-26,194.333,100.0,87.208,57.0,13.333,19.1045,39.5205,20.417,1.917,,79.0,66.375,56.0,207.667,5.792,3.917
2012-11-27,191.522,93.0,75.583,51.0,11.304,20.396,44.375,23.979,2.0,,63.0,26.75,-20.0,202.826,5.417,2.417
2012-11-28,194.458,100.0,67.542,40.0,16.208,17.1515,50.4655,33.3145,2.0,,111.0,33.625,-43.0,210.667,4.667,7.333
2012-11-29,190.583,84.0,62.292,47.0,12.083,15.917000000000002,31.271,15.354,2.167,,119.0,76.333,41.0,202.667,5.083,6.917
2012-11-30,192.636,91.0,78.292,59.0,22.273,18.396,46.6665,28.2705,3.708,,93.0,54.875,15.0,214.909,6.25,11.375
2012-12-01,191.708,95.0,79.292,64.0,24.583,16.3125,39.375,23.0625,2.25,,42.0,16.75,-12.0,216.292,5.583,4.125
2012-12-02,192.125,81.0,69.083,49.0,19.625,14.020499999999998,29.75,15.729,2.042,,36.0,6.375,-31.0,211.75,5.125,5.833
2012-12-03,192.208,93.0,75.0,54.0,25.917,22.208,55.625,33.4165,2.375,,93.0,31.5,3.0,218.125,7.208,16.792
2012-12-04,189.522,100.0,74.417,45.0,14.957,17.75,49.9165,32.1665,2.042,,93.0,37.292,2.0,204.478,5.0,5.292
2012-12-05,189.375,78.0,51.417,38.0,12.708,11.657499999999999,17.307000000000002,5.6495,2.167,,80.0,45.375,-4.0,202.083,2.913,1.652
2012-12-06,189.042,81.0,55.458,36.0,14.417,8.0835,14.25,6.1665,2.208,,66.0,38.792,11.0,203.458,2.792,0.0
2012-12-07,191.417,84.0,63.083,37.0,14.417,19.396,45.6875,26.292,2.167,,60.0,10.083,-42.0,205.833,5.333,7.0
2012-12-08,188.5,84.0,61.583,40.0,8.833,4.896,7.104,2.2085,2.708,,50.0,19.458,-11.0,197.333,2.917,4.333
2012-12-09,188.208,93.0,66.208,43.0,10.292,6.0625,10.3125,4.25,2.625,,15.0,-11.583,-29.0,198.5,3.75,3.292
2012-12-10,190.208,95.0,71.75,39.0,10.208,17.7085,36.3955,18.6875,2.125,,-4.0,-21.917,-67.0,200.417,5.125,1.708
2012-12-11,192.348,91.0,78.625,52.0,18.0,28.604,67.5,38.896,2.792,,38.0,-26.417,-82.0,210.348,7.5,10.25
2012-12-12,193.833,98.0,76.167,34.0,17.0,29.7005,77.451,47.7505,2.667,,38.0,-23.458,-73.0,210.833,8.208,12.5
2012-12-13,198.708,90.0,72.75,44.0,23.792,32.146,101.354,69.2085,2.917,,44.0,-19.375,-70.0,222.5,9.167,15.083
2012-12-14,196.091,93.0,71.083,35.0,20.727,35.653,109.8055,74.153,4.0,,65.0,-11.958,-80.0,216.818,10.208,24.083
2012-12-15,186.708,81.0,69.25,53.0,11.75,7.4165,10.979500000000002,3.5625,2.25,,135.0,96.625,45.0,198.458,2.875,1.0
2012-12-16,192.0,98.0,77.833,55.0,12.917,15.9165,30.896,14.979500000000002,2.042,,105.0,50.25,10.0,204.917,6.333,4.0
2012-12-17,192.125,94.0,78.375,59.0,17.25,24.521,61.792,37.271,2.571,,96.0,45.375,-23.0,209.375,7.583,13.875
2012-12-18,189.95,89.0,72.75,56.0,10.45,12.9305,19.395500000000002,6.465,2.913,,96.0,39.458,-12.0,200.4,4.048,1.125
2012-12-19,192.333,81.0,65.375,42.0,11.0,22.5565,50.6335,28.077,2.125,,22.0,-16.333,-54.0,203.333,5.773,3.167
2012-12-20,200.167,88.0,70.625,41.0,15.917,28.396,83.0625,54.6665,2.625,,32.0,-25.5,-79.0,216.083,6.708,10.125
2012-12-21,197.667,90.0,72.0,47.0,19.5,30.417,89.5625,59.146,3.167,,40.0,-3.917,-51.0,217.167,7.542,14.833
2012-12-22,190.208,100.0,93.667,79.0,12.667,19.9375,42.396,22.458,2.25,,45.0,22.375,-1.0,202.875,5.917,7.5
2012-12-23,191.75,86.0,63.25,37.0,9.792,6.8125,11.0625,4.25,2.333,,66.0,18.583,-15.0,201.542,3.583,6.542
2012-12-24,192.667,96.0,77.5,51.0,10.292,12.4375,22.625,10.1875,2.042,,7.0,-24.083,-59.0,202.958,4.25,4.125
2012-12-25,189.435,88.0,53.208,38.0,9.13,10.4485,15.8145,5.366,3.043,,43.0,1.333,-63.0,198.565,2.917,2.292
2012-12-26,190.958,75.0,58.5,35.0,9.167,19.3335,43.114,23.7805,2.292,,11.0,-26.667,-72.0,200.125,5.042,2.792
2012-12-27,193.625,79.0,64.292,38.0,13.792,25.9375,64.146,38.2085,2.75,,7.0,-50.875,-97.0,207.417,6.708,10.083
2012-12-28,197.458,100.0,83.333,60.0,21.25,33.7085,108.8545,75.146,3.458,,-7.0,-39.708,-83.0,218.708,8.708,23.042
2012-12-29,194.708,100.0,94.0,77.0,19.917,30.958,76.292,45.333,3.25,,35.0,1.708,-13.0,214.625,9.0,22.458
2012-12-30,186.75,100.0,89.125,73.0,11.667,10.2915,17.667,7.375,2.167,,84.0,54.792,24.0,198.417,4.5,2.375
2012-12-31,188.875,100.0,70.208,36.0,9.125,6.9165,12.645499999999998,5.729,2.0,,38.0,11.208,-8.0,198.0,3.583,0.25
2013-01-01,192.292,77.0,56.667,47.0,12.5,2.669,3.252,0.5825,3.5,,79.0,44.292,14.0,204.792,2.87,11.583
2013-01-02,192.5,88.0,66.5,45.0,11.625,6.7295,13.146,6.4165,2.417,,55.0,17.833,-32.0,204.125,4.125,6.542
2013-01-03,195.875,93.0,73.458,43.0,13.542,15.729,30.2085,14.479,3.042,,40.0,-13.292,-63.0,209.417,5.625,11.458
2013-01-04,195.583,90.0,78.292,65.0,15.042,12.979,31.1875,18.208,2.75,,23.0,-10.625,-41.0,210.625,5.583,8.083
2013-01-05,193.708,83.0,66.958,47.0,9.875,8.229,15.4165,7.1875,2.417,,16.0,-19.375,-47.0,203.583,3.958,3.708
2013-01-06,196.125,88.0,69.542,34.0,14.833,21.229,43.5205,22.2915,3.167,,32.0,-32.25,-77.0,210.958,5.75,9.792
2013-01-07,193.087,83.0,59.208,33.0,13.043,19.146,43.75,24.604,3.333,,80.0,-2.833,-90.0,206.13,4.0,8.958
2013-01-08,187.217,100.0,76.708,47.0,12.652,17.1005,30.48,13.3795,3.188,,85.0,28.417,-28.0,199.87,4.25,7.042
2013-01-09,187.933,100.0,82.708,67.0,15.867,20.104,40.6455,20.5415,2.917,,23.0,-5.25,-50.0,203.8,5.167,3.292
2013-01-10,194.133,80.0,66.25,34.0,15.533,21.189999999999998,43.3315,22.1415,3.4,,3.0,-45.917,-72.0,209.667,5.261,6.217
2013-01-11,201.792,87.0,76.25,53.0,11.208,26.229,59.0,32.771,3.417,,17.0,-44.375,-90.0,213.0,6.542,14.75
2013-01-12,198.375,99.0,77.25,39.0,9.125,14.667000000000002,27.396,12.729,3.125,,51.0,-22.542,-83.0,207.5,5.125,11.792
2013-01-13,194.917,98.0,73.0,46.0,4.708,12.0,24.1875,12.1875,3.125,,9.0,-27.208,-93.0,199.625,5.208,4.625
2013-01-14,199.958,86.0,73.75,52.0,11.0,27.125,58.625,31.5,3.083,,-9.0,-63.25,-112.0,210.958,5.917,8.875
2013-01-15,195.542,89.0,74.208,55.0,12.75,28.171,56.7145,28.5435,3.958,,-1.0,-47.375,-79.0,208.292,5.957,11.917
2013-01-16,196.958,84.0,69.375,43.0,15.542,28.988,60.411,31.4225,4.333,,30.0,-25.333,-69.0,212.5,6.167,10.583
2013-01-17,196.875,89.0,79.5,69.0,12.167,29.0625,63.8125,34.75,3.667,,5.0,-30.625,-54.0,209.042,6.083,7.792
2013-01-18,196.542,95.0,69.542,40.0,9.708,21.8335,43.7085,21.875,3.958,,12.0,-31.458,-83.0,206.25,5.792,12.125
2013-01-19,195.667,93.0,64.667,32.0,7.542,12.979,21.104,8.125,3.0,,3.0,-35.792,-71.0,203.208,4.292,3.708
2013-01-20,196.292,80.0,64.625,36.0,10.792,19.542,34.7915,15.25,3.667,,35.0,-21.25,-84.0,207.083,3.583,6.333
2013-01-21,193.542,95.0,83.125,57.0,7.75,17.5,33.354,15.854,4.458,,41.0,3.458,-19.0,201.292,5.375,13.667
2013-01-22,200.0,90.0,76.583,47.0,9.667,27.442,51.2915,23.85,4.542,,20.0,-27.0,-67.0,209.667,6.417,21.042
2013-01-23,200.625,88.0,75.25,55.0,10.583,26.4795,58.9375,32.458,3.5,,21.0,-34.792,-83.0,211.208,5.75,11.417
2013-01-24,195.75,91.0,57.833,22.0,9.833,20.3995,45.108000000000004,24.7085,3.625,,109.0,9.583,-80.0,205.583,3.917,8.0
2013-01-25,191.208,81.0,58.625,38.0,8.667,16.458,33.9585,17.5,3.75,,112.0,39.375,-38.0,199.875,3.833,8.667
2013-01-26,192.083,90.0,67.5,39.0,5.167,6.9375,12.957999999999998,6.0205,3.042,,65.0,22.667,-47.0,197.25,3.75,3.625
2013-01-27,195.042,82.0,63.833,38.0,6.667,19.521,38.7085,19.1875,3.083,,25.0,-29.417,-72.0,201.708,5.0,6.917
2013-01-28,191.708,83.0,47.667,16.0,7.333,12.021,19.021,7.0,4.083,,101.0,37.875,-44.0,199.042,2.708,6.208
