date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,PM25_mean,CH4_mean,CO_mean,NMHC_mean,THC_mean
2011-02-09,80.6,60.1,37.8,20.959,43.375,22.417,0.625,9.284,5.8,1.712,-1.8,,191.87,3.833,11.565,203.435
2011-02-10,86.2,63.875,30.2,25.644,57.192,31.548,0.834,12.533,7.86,3.096,-1.16,,191.696,4.583,16.783,208.478
2011-02-11,82.4,58.7,30.2,19.767,33.783,14.017,0.583,11.675,8.44,3.633,-0.72,,192.087,4.167,15.13,207.217
2011-02-12,81.4,55.583,29.4,12.888,18.005,5.117,0.542,11.8,8.58,3.819,-0.06,,192.13,3.375,9.826,201.957
2011-02-13,92.2,64.442,35.4,31.633,74.375,42.742,0.714,15.653,7.3,3.343,-0.18,,191.913,5.0,19.043,210.957
2011-02-14,94.6,92.683,91.0,36.417,114.05,77.633,0.604,24.05,6.62,4.637,2.84,,196.826,7.375,39.261,236.087
2011-02-15,96.0,75.183,52.0,29.288,71.076,41.788,1.003,17.839,9.14,4.619,0.94,,194.87,5.833,30.565,225.435
2011-02-16,67.2,50.517,25.8,30.466,66.812,36.346,1.042,14.555,9.52,3.85,0.66,,192.783,4.875,19.957,212.739
2011-02-17,65.8,53.25,38.0,21.584,41.335,19.751,0.896,9.817,7.52,3.888,1.76,,190.957,3.833,13.043,204.0
2011-02-18,74.6,44.217,22.2,13.858,22.692,8.833,0.562,7.883,5.96,2.165,-1.1,,193.435,3.25,14.174,207.609
2011-02-19,72.8,48.8,28.2,17.659,30.779,13.12,0.521,9.2,7.16,1.665,-3.92,,193.227,4.125,14.773,208.0
2011-02-20,78.0,53.017,30.0,27.392,62.909,35.517,0.768,10.177,9.98,3.61,-2.16,,192.261,4.625,17.391,209.652
2011-02-21,78.2,54.883,32.8,35.242,104.475,69.233,1.271,15.525,10.36,5.237,-1.86,,191.783,5.0,23.0,214.783
2011-02-22,91.6,64.317,40.6,35.391,85.572,50.181,1.271,27.15,12.98,8.353,2.54,,192.0,5.625,22.13,214.13
2011-02-23,96.4,81.692,51.4,32.15,72.638,40.488,0.52,28.333,13.06,9.512,7.58,,193.87,6.042,31.522,225.391
2011-02-24,77.8,53.425,32.6,34.044,68.057,34.013,1.979,31.783,14.56,9.557,6.2,,195.391,6.292,20.13,215.522
2011-02-25,94.2,76.0,58.4,30.958,58.508,27.55,0.77,31.092,10.02,8.36,5.94,,196.261,6.125,29.826,226.087
2011-02-26,80.2,53.517,34.4,15.174,25.063,9.889,0.396,10.733,8.72,4.751,2.0,,193.174,3.875,15.217,208.391
2011-02-27,44.0,32.55,24.4,15.917,26.584,10.667,0.42,9.544,8.82,3.854,0.42,,192.087,3.0,8.174,200.261
2011-02-28,77.0,43.433,27.0,31.9,68.142,36.242,1.0,15.032,9.42,3.967,-1.96,,192.391,4.458,19.913,212.304
2011-03-01,86.8,69.15,38.2,40.765,114.905,74.14,1.938,27.348,15.64,10.36,6.02,,194.348,7.125,28.87,223.217
2011-03-02,93.6,86.792,76.4,34.968,111.981,77.013,0.958,30.067,10.66,9.234,7.74,,194.826,7.458,43.348,238.174
2011-03-03,77.4,53.642,28.4,19.742,29.283,9.541,0.771,14.442,15.78,9.631,5.42,,192.652,4.083,13.913,206.565
2011-03-04,91.8,74.992,55.6,24.009,41.023,17.014,0.667,28.967,9.52,7.254,4.86,,194.13,5.917,18.522,212.652
2011-03-05,95.8,91.342,79.6,38.833,96.275,57.442,0.494,16.772,11.36,10.372,8.74,,193.652,6.833,35.217,228.87
2011-03-06,97.0,79.4,57.8,36.808,109.258,72.45,1.0,18.442,18.58,14.255,10.76,,196.609,7.5,37.348,233.957
2011-03-07,71.0,49.575,34.6,26.081,44.908,18.827,1.292,28.283,13.64,11.352,8.88,,195.217,5.5,16.913,212.13
2011-03-08,78.8,56.783,37.4,39.872,98.069,58.197,1.854,35.917,15.96,11.22,6.54,,198.043,8.167,27.261,225.304
2011-03-09,91.6,81.683,55.2,34.2,56.805,22.605,0.479,27.558,10.14,8.334,7.08,,194.043,6.083,25.652,219.696
2011-03-10,91.6,66.658,36.2,17.275,25.958,8.683,0.395,11.308,13.1,8.255,5.14,,191.87,4.125,14.174,206.043
2011-03-11,71.8,50.058,28.2,12.958,19.314,6.356,0.729,10.05,12.3,6.216,1.66,,190.609,3.583,10.043,200.652
2011-03-12,85.6,63.542,42.8,19.717,34.425,14.708,0.509,9.22,7.66,3.594,0.84,,192.696,3.667,19.565,212.261
2011-03-13,72.6,46.717,25.4,22.425,36.392,13.967,0.666,11.242,8.62,4.083,0.28,,192.435,3.292,11.609,204.043
2011-03-14,68.8,45.865,23.6,32.289,71.378,39.089,1.078,13.092,11.18,4.978,-1.22,,191.478,4.083,14.696,206.174
2011-03-15,71.2,44.908,21.4,26.745,60.846,34.101,1.104,16.625,12.0,6.001,0.36,,191.696,3.875,14.87,206.565
2011-03-16,70.0,53.475,38.4,31.687,73.276,41.589,1.312,16.842,13.36,7.348,-0.14,,191.043,4.417,12.348,203.391
2011-03-17,95.0,89.75,76.6,31.617,61.483,29.867,0.5,22.05,15.1,11.858,9.4,,189.043,5.458,21.217,210.261
2011-03-18,97.2,82.909,62.6,26.332,46.998,20.666,0.5,16.542,13.48,11.406,9.3,,200.0,5.958,39.5,239.5
2011-03-19,68.6,44.033,21.6,17.325,29.217,11.891,0.509,9.076,11.32,7.994,3.36,,,3.25,,
2011-03-20,67.0,43.008,23.8,20.117,33.175,13.058,0.584,10.958,13.56,6.949,0.4,,190.696,3.0,13.304,204.0
2011-03-21,51.0,35.175,19.2,18.295,29.217,10.923,0.438,11.315,11.58,7.069,3.24,,191.304,2.4,10.739,202.043
2011-03-22,68.2,45.658,18.2,28.635,69.376,40.742,1.167,15.142,16.44,9.208,0.26,,191.174,4.0,14.957,206.13
2011-03-23,94.6,79.575,58.6,38.667,80.884,42.218,0.271,20.683,10.2,9.098,8.36,,190.087,5.125,24.652,214.739
2011-03-24,95.4,73.425,39.4,26.125,49.783,23.658,0.292,8.792,13.04,9.665,6.66,,192.957,4.792,26.652,219.609
2011-03-25,79.2,60.033,43.6,12.961,18.565,5.604,0.25,10.117,8.7,6.139,3.54,,193.739,4.042,14.652,208.391
2011-03-26,81.4,55.825,28.6,19.092,31.116,12.025,0.458,10.893,10.64,6.081,2.18,,194.087,3.667,12.783,206.87
2011-03-27,74.0,50.8,26.0,29.967,57.917,27.95,0.875,16.334,14.7,8.045,1.74,,193.696,4.667,15.043,208.739
2011-03-28,78.4,54.1,30.6,29.92,71.279,41.359,1.512,26.05,15.52,8.701,2.6,,193.0,5.542,16.174,209.174
2011-03-29,77.2,45.875,14.4,32.024,72.018,39.994,0.979,17.975,16.88,9.816,1.9,,192.087,5.333,15.174,207.261
2011-03-30,79.2,60.692,35.4,29.277,68.77,39.493,0.938,16.808,18.58,12.823,5.14,,189.174,4.833,13.174,202.348
2011-03-31,89.2,72.0,55.2,10.692,16.708,6.017,0.208,14.2,16.08,11.327,5.34,,187.609,4.083,9.522,197.13
2011-04-01,71.2,45.308,19.4,32.963,80.081,47.118,0.916,15.575,17.88,9.564,1.2,,185.696,4.792,13.87,199.565
2011-04-02,83.6,50.325,24.8,21.442,43.592,22.15,1.021,25.742,19.48,11.768,4.96,,185.609,4.167,13.696,199.304
2011-04-03,49.4,31.1,17.2,11.247,15.702,4.454,0.646,10.683,12.72,8.767,5.42,,185.0,3.417,8.0,193.0
2011-04-04,72.8,35.733,10.2,21.313,53.617,32.304,0.473,10.159,17.12,8.812,0.58,,187.923,3.667,12.385,200.308
2011-04-05,73.4,46.742,16.4,35.775,85.35,49.575,1.334,17.408,17.14,9.735,2.58,,187.043,4.75,13.739,200.783
2011-04-06,82.0,54.042,16.8,32.955,70.994,38.039,1.518,21.425,20.24,11.975,4.22,,185.87,4.625,14.391,200.261
2011-04-07,80.4,58.925,31.8,28.201,67.739,39.538,0.938,18.108,20.44,14.552,8.5,,183.826,4.042,11.261,195.087
2011-04-08,89.8,69.692,49.0,25.827,54.439,28.613,0.667,20.717,19.0,16.023,13.54,,182.0,3.667,10.043,192.043
2011-04-09,95.0,76.8,48.8,15.292,25.725,10.433,0.208,18.399,19.86,15.642,11.28,,182.652,3.5,11.783,194.435
2011-04-10,76.6,50.292,15.6,18.317,27.128,8.812,0.875,27.342,20.8,14.111,8.34,,184.957,4.583,20.826,205.783
2011-04-11,84.0,52.183,20.0,25.609,51.7,26.092,1.762,28.998,20.98,12.893,7.16,,185.826,5.0,14.13,199.957
2011-04-12,44.8,23.842,13.8,19.0,31.525,12.525,0.542,23.092,17.16,11.172,5.66,,185.043,3.167,9.217,194.261
2011-04-13,62.4,41.642,18.8,39.15,88.15,49.001,1.554,29.133,21.3,12.218,3.42,,184.609,5.708,16.217,200.826
2011-04-14,74.0,44.983,15.2,40.759,88.267,47.508,2.0,30.358,23.86,14.913,6.08,,184.696,5.583,17.565,202.261
2011-04-15,71.2,54.992,24.4,33.014,62.156,29.142,1.729,29.292,22.58,16.408,11.1,,183.13,4.292,11.739,194.87
2011-04-16,77.8,54.025,33.4,15.608,26.767,11.159,0.688,28.033,21.08,15.148,8.32,,185.348,3.667,17.13,202.478
2011-04-17,73.2,50.842,27.8,14.341,22.433,8.092,0.542,17.908,19.16,12.641,4.92,,184.0,3.792,9.478,193.478
2011-04-18,92.6,68.567,44.2,23.342,53.2,29.858,0.568,21.587,20.54,14.549,9.22,,186.261,4.0,12.696,198.957
2011-04-19,93.8,69.158,40.4,23.259,39.983,16.725,0.604,10.543,15.18,11.399,8.92,,186.261,4.5,14.348,200.609
2011-04-20,75.8,57.159,37.0,17.994,28.886,10.892,0.334,6.075,17.02,11.568,7.48,,186.043,3.208,12.087,198.13
2011-04-21,84.6,60.767,30.6,31.151,81.462,50.311,1.188,13.55,20.2,12.472,4.72,,185.565,4.875,13.739,199.304
2011-04-22,79.2,63.458,50.2,31.88,68.801,36.921,0.854,16.442,18.46,15.087,10.2,,183.174,4.375,11.174,194.348
2011-04-23,94.6,87.692,67.4,13.108,21.3,8.192,0.166,14.716,16.12,14.498,9.8,,181.522,3.208,8.478,190.0
2011-04-24,83.6,61.842,31.0,14.299,22.618,8.32,0.604,16.283,17.94,11.622,6.9,,186.696,4.292,16.826,203.522
2011-04-25,87.4,68.067,40.2,28.892,71.892,43.0,0.744,18.021,16.38,10.898,6.1,,186.217,5.458,14.304,200.522
2011-04-26,85.6,66.167,32.2,26.7,72.008,45.308,1.062,27.083,19.48,14.546,6.54,,185.261,5.042,16.391,201.652
2011-04-27,94.4,80.583,61.6,16.86,35.114,18.254,0.38,39.615,22.32,18.495,14.18,,182.0,3.792,8.522,190.522
2011-04-28,94.2,63.908,42.4,23.259,35.623,12.365,0.646,17.575,18.26,14.583,10.48,,186.565,4.417,19.13,205.696
2011-04-29,78.4,52.8,31.8,17.873,27.317,9.445,0.354,13.058,18.28,12.631,6.96,,185.87,3.708,11.783,197.652
2011-04-30,79.0,67.25,43.4,20.658,38.85,18.192,0.771,21.625,19.78,14.909,7.16,,184.348,4.917,11.783,196.13
2011-05-01,93.6,88.758,77.4,12.325,16.967,4.642,0.042,18.967,17.58,15.942,14.4,,182.087,3.5,9.957,192.043
2011-05-02,90.2,45.725,23.0,11.683,16.092,4.408,0.476,116.179,23.62,17.613,12.54,,186.478,3.875,14.87,201.348
2011-05-03,79.4,63.183,49.0,20.875,38.158,17.283,0.625,106.433,17.96,14.661,9.54,,189.739,6.0,17.565,207.304
2011-05-04,89.6,48.058,22.0,12.457,20.678,8.221,0.894,41.575,24.42,17.275,9.34,,187.478,4.792,16.261,203.739
2011-05-05,75.8,47.108,20.8,18.473,27.837,9.364,0.75,24.075,23.58,16.764,10.46,,187.174,4.333,13.522,200.696
2011-05-06,85.6,65.208,49.2,24.263,44.621,20.357,1.062,35.533,21.98,17.484,12.44,,186.087,4.583,12.087,198.174
2011-05-07,75.2,58.45,44.0,21.025,31.042,10.017,2.23,20.817,23.74,19.561,16.68,,183.087,4.167,12.739,195.826
2011-05-08,79.8,45.875,20.4,13.6,20.007,6.407,1.562,29.35,28.24,21.766,16.28,,185.609,3.917,12.522,198.13
2011-05-09,80.0,49.958,16.4,30.408,53.867,23.458,1.372,40.67,26.16,19.65,12.04,,186.348,5.167,13.478,199.826
2011-05-10,96.6,83.158,65.2,27.0,72.067,45.067,0.771,44.958,24.58,21.465,17.84,,181.826,5.208,24.696,206.522
2011-05-11,97.2,94.158,84.2,27.989,63.957,35.967,0.354,20.481,20.1,17.78,16.88,,182.478,4.458,16.217,198.696
2011-05-12,97.6,95.383,88.0,28.397,79.325,50.928,0.416,14.017,20.36,18.4,16.9,,182.696,5.167,22.435,205.13
2011-05-13,97.4,52.9,21.0,18.179,30.965,12.786,0.708,67.442,23.42,19.605,14.9,,183.696,3.417,18.783,202.478
2011-05-14,74.6,41.958,22.8,20.083,37.667,17.583,1.188,41.725,24.74,18.023,10.74,,186.739,4.25,13.478,200.217
2011-05-15,70.8,48.217,23.6,18.024,27.406,9.382,1.062,29.417,24.78,18.302,10.56,,186.783,4.417,13.0,199.783
2011-05-16,79.6,62.816,33.2,28.825,56.475,27.65,0.735,34.836,24.22,19.716,15.08,,186.409,4.583,14.364,200.773
2011-05-17,82.6,61.125,31.4,32.158,64.825,32.667,0.875,34.292,24.9,19.175,13.3,,185.435,4.75,14.957,200.391
2011-05-18,84.6,49.975,17.0,31.169,67.645,36.476,1.082,25.492,26.4,18.68,10.9,,188.043,4.583,14.087,202.13
2011-05-19,79.4,57.233,23.2,30.276,63.051,32.774,1.042,32.808,26.3,19.273,11.74,,184.913,4.417,12.0,196.913
2011-05-20,84.8,63.625,35.4,30.103,62.389,32.286,1.292,41.742,27.4,20.577,14.5,,184.739,4.958,13.13,197.87
2011-05-21,82.8,64.275,39.4,19.025,33.516,14.492,0.875,33.783,29.54,22.598,15.56,,182.522,4.167,14.13,196.652
2011-05-22,90.8,78.817,61.4,13.188,21.587,8.399,0.271,16.942,25.04,20.811,16.8,,180.478,3.375,14.043,194.522
2011-05-23,96.4,85.25,71.8,31.784,77.25,45.467,0.544,20.049,17.96,16.392,14.3,,188.261,5.542,22.87,211.13
2011-05-24,96.8,82.5,59.6,30.5,65.883,35.383,0.5,10.933,19.76,15.654,12.62,,184.174,4.625,17.652,201.826
2011-05-25,88.6,63.208,39.6,31.484,73.681,42.197,1.078,21.375,24.5,19.102,15.24,,185.0,4.542,13.478,198.478
2011-05-26,91.0,63.383,42.6,29.788,68.204,38.417,0.916,20.342,23.66,19.181,14.42,,184.174,4.083,12.435,196.609
2011-05-27,94.6,75.967,57.6,27.283,54.645,27.362,0.25,20.392,20.58,18.064,16.42,,183.13,3.708,14.913,198.043
2011-05-28,97.2,95.6,92.6,25.433,48.208,22.775,0.125,26.617,19.34,18.195,16.46,,188.0,5.958,27.087,215.087
2011-05-29,97.6,95.167,91.0,8.884,22.283,13.398,0.062,11.817,22.8,20.666,18.72,,180.391,3.542,12.783,193.174
2011-05-30,96.4,70.008,42.4,14.208,25.65,11.442,0.235,15.359,24.76,19.843,16.34,,182.273,2.75,11.909,194.182
2011-05-31,84.8,66.683,48.0,21.083,43.125,22.042,0.729,13.267,22.86,18.554,14.36,,183.522,3.667,10.87,194.391
2011-06-01,91.2,86.033,80.8,21.044,53.416,32.372,0.5,28.895,16.5,15.562,14.96,,185.826,4.292,10.783,196.609
2011-06-02,96.6,92.95,88.0,24.603,61.688,37.085,0.354,12.317,18.7,17.082,15.76,,182.348,4.208,13.261,195.609
2011-06-03,97.8,77.7,50.8,28.116,65.272,37.156,0.834,27.843,25.72,20.138,15.12,,186.304,5.292,20.826,207.13
2011-06-04,93.8,70.992,41.4,18.558,41.483,22.925,0.916,41.175,28.54,21.517,15.26,,186.348,5.375,17.391,203.739
2011-06-05,91.0,72.392,51.8,18.677,33.54,14.863,1.188,39.659,25.8,21.097,17.38,,185.13,5.458,14.739,199.87
2011-06-06,92.6,56.516,24.4,28.833,60.842,32.008,0.911,27.218,29.7,22.452,14.92,,187.217,4.708,14.087,201.304
2011-06-07,80.6,68.467,59.4,36.173,77.02,40.847,0.792,29.867,23.66,20.486,18.5,,183.13,5.125,15.652,198.783
2011-06-08,90.8,70.758,46.0,31.459,63.238,31.779,0.754,26.833,26.86,21.424,17.88,,184.174,4.5,14.174,198.348
2011-06-09,84.6,69.2,51.0,31.803,63.53,31.726,1.25,20.928,26.9,22.552,18.78,,184.0,4.708,13.826,197.826
2011-06-10,94.6,76.825,64.2,28.62,73.082,44.461,1.104,30.725,25.5,22.903,20.56,,181.739,5.208,14.957,196.696
2011-06-11,96.8,85.042,68.8,18.058,34.275,16.217,0.438,22.884,24.72,22.438,20.16,,182.957,5.417,18.522,201.478
2011-06-12,92.4,74.883,45.6,18.299,30.445,12.145,0.438,28.258,25.9,21.557,17.26,,190.045,5.75,20.955,211.0
2011-06-13,96.8,71.6,49.4,28.432,52.379,23.947,0.842,20.244,26.6,22.058,17.02,,185.348,5.292,20.435,205.783
2011-06-14,84.6,55.183,32.0,25.75,53.367,27.617,1.0,20.775,28.66,23.635,18.98,,185.909,4.167,18.727,204.636
2011-06-15,82.6,66.042,47.0,30.093,73.926,43.833,1.054,21.425,25.58,21.574,17.26,,186.609,5.0,16.435,203.043
2011-06-16,96.6,86.317,66.8,30.071,77.13,47.059,0.48,25.63,22.46,19.228,18.1,,188.565,5.375,21.87,210.435
2011-06-17,97.0,84.908,71.8,30.652,68.226,37.574,0.5,17.883,23.24,20.812,18.16,,186.5,5.833,21.318,207.818
2011-06-18,96.6,86.142,74.0,21.85,44.758,22.908,0.333,19.208,22.56,21.078,19.94,,185.217,5.167,15.87,201.087
2011-06-19,97.0,87.833,76.0,18.235,35.644,17.409,0.104,23.642,23.62,21.719,19.98,,189.087,5.542,17.391,206.478
2011-06-20,95.6,90.617,81.8,27.2,75.083,47.883,0.476,14.519,23.78,22.162,20.82,,180.391,5.042,16.826,197.217
2011-06-21,96.6,79.567,58.0,26.018,78.971,52.953,0.688,15.849,29.64,24.868,21.28,,179.043,4.792,16.087,195.13
2011-06-22,92.2,71.192,50.8,27.693,73.459,45.766,0.73,34.808,31.46,26.521,20.74,,185.696,5.667,23.261,208.957
2011-06-23,86.4,67.817,45.6,20.572,67.148,46.577,0.729,29.4,34.0,28.235,23.58,,178.261,4.5,17.261,195.522
2011-06-24,84.2,63.942,40.4,17.896,58.169,40.273,0.5,26.708,34.58,29.088,24.28,,175.957,4.083,16.348,192.304
2011-06-25,87.2,65.2,44.2,13.867,35.808,21.942,0.646,27.183,34.92,29.36,24.36,,178.696,4.292,18.435,197.13
2011-06-26,86.2,73.033,57.8,4.855,15.908,11.053,0.0,21.175,29.88,27.392,25.52,,173.565,2.75,9.304,182.87
2011-06-27,95.4,82.083,68.6,8.6,41.8,33.2,0.143,24.568,29.94,27.028,24.8,,173.13,3.333,11.304,184.435
2011-06-28,90.4,67.317,43.6,19.15,57.167,38.017,0.646,26.578,34.38,29.298,25.0,,176.739,4.583,16.522,193.261
2011-06-29,81.8,55.65,33.4,20.433,50.89,30.456,0.39,26.583,36.52,30.881,25.56,,181.348,3.875,21.913,203.261
2011-06-30,77.8,59.325,34.2,27.825,68.423,40.598,1.062,37.45,36.48,29.848,24.36,,182.739,5.292,20.652,203.391
2011-07-01,83.0,67.85,50.0,18.414,49.504,31.09,0.708,26.223,31.14,27.383,24.22,,183.913,4.125,18.87,202.783
2011-07-02,87.2,68.792,49.6,14.767,36.942,22.175,0.438,18.458,31.92,27.346,23.0,,179.739,3.958,14.652,194.391
2011-07-03,83.6,70.092,47.8,17.621,38.196,20.575,0.354,43.667,32.12,28.21,25.1,,180.435,4.458,13.957,194.391
2011-07-04,91.8,70.808,48.0,19.283,50.142,30.858,0.482,46.213,33.7,28.285,22.92,,175.696,4.0,12.957,188.652
2011-07-05,95.2,62.433,32.0,25.583,48.325,22.742,0.5,21.9,33.42,27.537,22.86,,185.0,4.042,17.826,202.826
2011-07-06,89.2,66.3,40.6,27.261,60.664,33.403,0.58,30.908,32.3,25.907,20.9,,189.087,4.833,17.696,206.783
2011-07-07,96.4,94.517,91.6,18.787,63.195,44.408,0.292,19.792,24.36,23.787,22.74,,176.348,4.583,14.87,191.217
2011-07-08,96.6,77.225,54.2,15.065,50.302,35.238,0.292,26.892,33.22,27.798,23.06,,175.348,4.042,15.565,190.913
2011-07-09,87.8,71.392,46.6,16.358,50.642,34.283,0.625,26.45,34.72,29.034,25.5,,176.609,3.958,16.478,193.087
2011-07-10,83.5,68.458,44.0,9.312,29.478,20.165,0.375,15.979,34.475,28.754,25.175,,172.826,3.208,11.652,184.478
2011-07-11,83.6,66.165,47.0,12.92,52.494,39.574,0.422,13.113,32.86,28.682,24.58,,175.565,3.583,14.261,189.826
2011-07-12,84.2,71.233,55.4,12.125,56.167,44.042,0.479,13.642,31.98,27.502,24.0,,175.913,3.625,14.522,190.435
2011-07-13,83.6,67.192,47.2,13.801,57.364,43.562,0.524,15.35,32.72,27.912,23.9,,175.522,3.708,12.783,188.304
2011-07-14,83.6,63.133,38.4,13.738,48.159,34.421,0.604,14.175,33.3,28.006,23.68,,175.652,3.458,12.348,188.0
2011-07-15,82.0,63.367,35.8,17.058,42.251,25.193,0.812,20.533,34.8,28.505,23.58,,175.696,3.792,14.609,190.304
2011-07-16,80.2,64.408,48.2,16.258,40.275,24.017,0.479,19.308,33.42,28.915,25.4,,175.391,3.792,15.261,190.652
2011-07-17,82.4,66.483,47.8,9.144,28.599,19.455,0.229,17.717,33.96,28.562,23.22,,174.348,3.333,13.087,187.435
2011-07-18,83.8,70.425,58.0,7.283,25.983,18.7,0.143,22.208,31.78,28.539,26.16,,170.087,2.792,11.304,181.391
2011-07-19,93.0,85.883,77.0,5.292,19.95,14.658,0.0,25.586,27.4,26.121,24.1,,172.826,2.0,11.652,184.478
2011-07-20,94.2,86.642,69.4,12.409,37.629,25.22,0.146,15.917,29.02,26.059,24.52,,174.696,3.375,15.783,190.478
2011-07-21,93.6,82.492,67.8,20.661,67.118,46.457,0.708,23.792,29.08,25.281,20.42,,184.652,4.833,19.0,203.652
