date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,THC_mean
2011-01-01,190.042,6.125,7.0,7.375,0.375,,7.792,196.167
2011-01-02,186.542,1.792,2.25,2.333,0.083,,6.708,188.333
2011-01-03,188.292,3.375,5.417,5.917,0.5,,7.458,191.667
2011-01-04,192.522,2.522,4.87,5.739,0.87,,7.875,195.043
2011-01-05,194.083,1.833,3.208,3.458,0.25,,11.391,195.917
2011-01-06,196.25,7.208,12.833,15.208,2.375,,5.333,203.458
2011-01-07,198.125,5.625,9.0,10.25,1.25,,6.875,203.75
2011-01-08,199.583,6.417,7.5,8.5,1.0,,3.667,206.0
2011-01-09,195.0,4.792,4.792,5.042,0.25,,7.875,199.792
2011-01-10,194.5,6.833,10.917,13.792,2.875,,15.375,201.333
2011-01-11,191.043,3.478,3.087,3.565,0.478,,7.0,194.522
2011-01-12,196.238,7.476,13.458,15.875,2.417,,6.208,203.714
2011-01-13,190.583,5.917,7.125,7.875,0.75,,5.375,196.5
2011-01-14,195.667,5.042,5.042,6.208,1.167,,9.375,200.708
2011-01-15,194.042,5.5,5.458,6.417,0.958,,11.375,199.542
2011-01-16,192.125,5.208,7.667,9.25,1.583,,9.625,197.333
2011-01-17,192.25,7.708,10.125,11.542,1.417,,7.667,199.958
2011-01-18,195.304,7.957,19.652,28.913,9.261,,11.125,203.261
2011-01-19,190.958,1.5,12.125,13.208,1.083,,9.833,192.458
2011-01-20,191.458,3.667,14.292,16.792,2.5,,12.542,195.125
2011-01-21,191.958,2.375,12.083,15.917,3.833,,12.75,194.333
2011-01-22,189.375,1.5,7.083,7.583,0.5,,4.5,190.875
2011-01-23,189.5,0.0,3.417,3.833,0.417,,5.667,189.5
2011-01-24,190.792,0.167,4.5,4.958,0.458,,4.0,190.958
2011-01-25,190.826,0.957,1.826,1.87,0.043,,5.542,191.783
2011-01-26,196.625,3.042,7.083,8.625,1.542,,4.833,199.667
2011-01-27,194.583,4.792,7.05,7.8,0.75,,10.929,199.375
2011-01-28,195.286,3.476,4.375,4.917,0.542,,9.273,198.762
2011-01-29,200.0,2.25,3.625,3.792,0.167,,9.667,202.25
2011-01-30,196.125,2.958,5.083,5.75,0.667,,7.25,199.083
2011-01-31,197.682,2.909,8.542,8.958,0.417,,6.833,200.591
2011-02-01,192.792,0.708,3.522,3.609,0.087,,13.458,193.5
2011-02-02,191.625,0.042,1.667,1.667,0.0,,10.917,191.667
2011-02-03,192.375,2.042,8.333,10.083,1.75,,5.917,194.417
2011-02-04,191.5,0.208,3.708,4.083,0.375,,12.333,191.708
2011-02-05,194.583,4.583,13.917,15.667,1.75,,16.625,199.167
2011-02-06,199.708,14.0,30.083,44.25,14.167,,28.261,213.708
2011-02-07,195.478,10.087,21.083,27.542,6.458,,14.708,205.565
2011-02-08,191.333,0.0,1.174,1.261,0.087,,5.583,191.333
2011-02-09,193.0,0.5,2.333,2.667,0.333,,3.958,193.5
2011-02-10,193.292,2.125,7.455,9.091,1.636,,6.652,195.417
2011-02-11,193.042,0.292,4.13,4.435,0.304,,7.625,193.333
2011-02-12,194.25,1.042,5.087,5.478,0.391,,10.0,195.292
2011-02-13,194.304,3.609,14.043,15.957,1.913,,12.417,197.913
2011-02-14,195.522,15.826,26.391,38.0,11.609,,17.042,211.348
2011-02-15,192.417,4.167,8.391,8.696,0.304,,19.5,196.583
2011-02-16,190.083,1.625,8.083,9.042,0.958,,7.875,191.708
2011-02-17,191.542,1.833,6.375,7.292,0.917,,7.375,193.375
2011-02-18,193.583,1.042,3.792,4.0,0.208,,7.875,194.625
2011-02-19,197.542,1.625,6.042,6.833,0.792,,5.375,199.167
2011-02-20,193.875,4.542,11.625,13.125,1.5,,9.333,198.417
2011-02-21,193.217,5.348,11.625,13.75,2.125,,16.583,198.565
2011-02-22,191.833,2.708,9.696,10.391,0.696,,27.208,194.542
2011-02-23,190.708,5.625,11.875,15.5,3.625,,31.542,196.333
2011-02-24,190.958,2.0,7.333,7.625,0.292,,30.167,192.958
2011-02-25,190.917,3.25,9.333,9.833,0.5,,15.083,194.167
2011-02-26,190.0,1.0,3.542,3.542,0.0,,13.667,191.0
2011-02-27,192.864,4.545,4.609,4.87,0.261,,9.043,197.409
2011-02-28,190.478,4.565,8.625,9.292,0.667,,11.167,195.043
2011-03-01,190.417,6.0,13.957,17.652,3.696,,14.167,196.417
2011-03-02,186.75,3.167,8.292,8.667,0.375,,13.083,189.917
2011-03-03,189.167,2.458,4.417,4.708,0.292,,16.667,191.625
2011-03-04,189.708,1.625,3.417,3.5,0.083,,10.958,191.333
2011-03-05,190.417,4.875,12.875,14.0,1.125,,10.542,195.292
2011-03-06,197.348,13.348,12.583,16.042,3.458,,7.583,210.696
2011-03-07,194.958,7.042,5.208,5.417,0.208,,22.75,202.0
2011-03-08,196.667,8.625,8.292,9.792,1.5,,16.0,205.292
2011-03-09,195.5,6.333,6.958,7.292,0.333,,18.375,201.833
2011-03-10,191.682,3.545,2.292,2.375,0.083,,9.826,195.227
2011-03-11,191.583,3.792,2.75,2.833,0.083,,9.375,195.375
2011-03-12,191.917,2.458,1.542,1.542,0.0,,10.739,194.375
2011-03-13,191.478,3.174,5.083,5.292,0.208,,10.708,194.652
