date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean,SO2_mean
2014-10-23,191.652,87.0,67.875,53.0,9.043,14.612,19.202,4.589,11.167,19.8,17.171,14.9,200.696,4.727
2014-10-24,195.696,91.0,74.958,50.0,13.435,17.125,26.677,9.552,20.25,22.2,16.633,13.0,209.13,5.375
2014-10-25,199.348,93.0,75.625,56.0,34.435,24.448,33.677,9.229,37.167,21.6,17.167,11.1,233.783,6.903
2014-10-26,198.348,94.0,75.833,59.0,20.174,14.979,19.562,4.584,28.75,22.4,18.646,16.1,218.522,5.5
2014-10-27,193.913,96.0,72.292,47.0,10.913,10.652,14.295,3.643,23.458,22.8,17.712,13.6,204.826,3.929
2014-10-28,193.913,57.0,45.125,33.0,2.13,7.542,11.094,3.552,13.958,18.8,14.796,12.4,196.043,4.875
2014-10-29,198.864,86.0,55.792,24.0,13.773,18.279,25.316,7.036,17.458,21.2,14.462,9.9,212.636,5.681
2014-10-30,203.0,86.0,67.417,46.0,37.0,34.496,54.454,19.958,30.0,20.0,15.208,9.9,240.0,8.878
2014-10-31,199.391,94.0,82.0,69.0,38.783,28.406,53.156,24.75,40.542,20.6,18.121,16.0,238.174,5.319
2014-11-01,192.043,96.0,94.333,91.0,22.478,23.781,30.531,6.75,14.083,16.9,16.242,15.2,214.522,2.306
2014-11-02,193.348,95.0,88.0,67.0,11.0,14.462,18.417,3.955,23.875,19.4,17.9,16.2,204.348,3.167
2014-11-03,191.391,65.0,57.083,48.0,1.304,3.688,5.282,1.594,13.333,16.8,15.038,13.3,192.696,4.139
2014-11-04,194.435,81.0,58.375,32.0,9.348,16.155,22.621,6.466,13.333,19.2,14.246,10.0,203.783,4.837
2014-11-05,197.261,87.0,67.625,52.0,19.391,29.552,48.886,19.333,16.667,18.2,14.996,11.6,216.652,6.375
2014-11-06,194.739,85.0,67.625,48.0,22.13,19.25,37.645,18.395,17.917,23.7,18.683,15.4,216.87,5.802
2014-11-07,193.273,64.0,46.083,30.0,4.818,10.05,12.212,2.161,17.609,20.8,17.042,13.3,198.091,5.819
2014-11-08,199.913,77.0,54.583,34.0,15.913,22.781,29.25,6.469,30.167,18.6,15.45,12.2,215.826,5.917
2014-11-09,199.087,95.0,84.833,72.0,26.913,21.667,28.646,6.979,46.083,17.0,16.362,16.0,226.0,3.236
2014-11-10,192.217,87.0,59.292,35.0,7.348,12.385,15.348,2.964,9.958,21.4,17.004,12.6,199.565,5.05
2014-11-11,198.435,92.0,67.125,50.0,15.826,26.24,38.24,12.0,22.292,18.4,15.35,13.7,214.261,6.055
2014-11-12,197.043,91.0,69.958,47.0,21.087,20.365,40.166,19.802,32.708,19.5,16.683,14.5,218.13,5.931
2014-11-13,194.364,62.0,47.083,34.0,1.818,6.918,9.504,2.586,12.583,16.0,12.696,7.7,196.182,5.01
2014-11-14,193.696,71.0,48.125,39.0,5.0,9.969,13.75,3.781,8.708,13.8,10.846,5.0,198.696,4.153
2014-11-15,192.043,60.0,52.5,38.0,2.0,7.646,10.698,3.052,10.875,15.1,11.679,9.1,194.043,4.819
2014-11-16,197.609,83.0,65.458,47.0,8.174,13.323,17.542,4.219,11.417,15.0,10.562,6.0,205.783,4.889
2014-11-17,205.174,89.0,72.25,55.0,19.348,23.747,45.004,21.256,31.208,13.9,10.338,4.6,224.522,4.635
2014-11-18,195.348,63.0,48.875,33.0,3.087,8.875,11.521,2.646,11.957,15.1,11.954,9.4,198.435,5.306
2014-11-19,193.348,60.0,43.833,28.0,4.043,14.406,18.677,4.271,12.522,15.6,11.492,8.3,197.391,4.597
2014-11-20,201.13,89.0,60.875,39.0,21.522,31.35,51.166,19.815,22.667,13.9,9.333,4.2,222.652,6.384
2014-11-21,207.174,91.0,75.0,45.0,31.304,31.25,73.708,42.458,24.75,16.0,8.788,2.7,238.478,6.695
2014-11-22,196.348,91.0,67.583,49.0,26.783,24.146,38.094,13.948,21.75,18.8,12.512,5.9,223.13,6.722
2014-11-23,201.864,90.0,65.958,43.0,18.318,14.875,21.135,6.26,20.708,20.0,12.512,5.3,220.182,5.264
2014-11-24,206.609,89.0,70.917,38.0,19.435,24.552,37.764,13.212,23.125,18.5,11.188,4.9,226.043,6.681
2014-11-25,196.304,94.0,89.0,72.0,24.087,29.569,44.234,14.665,27.042,13.7,12.029,10.1,220.391,2.611
2014-11-26,194.739,95.0,86.583,66.0,17.913,24.406,35.01,10.604,10.958,14.4,13.283,12.3,212.652,2.875
2014-11-27,194.478,89.0,59.917,39.0,6.957,16.044,23.068,7.024,10.958,18.2,13.404,7.2,201.435,5.361
2014-11-28,200.318,88.0,77.208,62.0,33.409,27.89,64.709,36.819,23.333,17.3,13.242,8.3,233.727,6.194
2014-11-29,198.783,95.0,79.708,61.0,18.217,16.073,26.719,10.646,21.792,17.9,15.783,13.9,217.0,3.347
2014-11-30,200.652,94.0,80.75,61.0,25.696,17.24,22.604,5.365,20.292,16.9,13.429,7.7,226.348,4.431
2014-12-01,199.913,97.0,81.708,54.0,9.565,15.48,22.494,7.014,20.5,14.9,13.588,9.9,209.478,2.928
2014-12-02,193.13,73.0,42.792,34.0,2.043,4.281,5.552,1.271,5.292,9.8,7.567,5.4,195.174,3.611
2014-12-03,193.565,70.0,47.625,31.0,3.652,9.635,12.469,2.834,9.042,11.0,7.658,4.8,197.217,3.486
2014-12-04,199.087,92.0,82.042,67.0,18.826,25.582,41.824,16.242,19.75,8.0,7.45,6.9,217.913,2.883
2014-12-05,193.304,70.0,50.125,36.0,2.565,5.875,7.427,1.552,7.458,9.5,7.167,5.1,195.87,2.889
2014-12-06,195.783,84.0,57.0,40.0,4.087,10.073,12.427,2.354,6.167,6.8,5.017,2.3,199.87,2.819
2014-12-07,195.522,87.0,63.417,53.0,2.174,6.26,7.521,1.26,3.0,8.6,6.162,1.9,197.696,2.569
2014-12-08,204.783,91.0,69.75,41.0,18.87,24.828,43.674,18.846,15.958,10.8,5.933,0.0,223.652,3.624
2014-12-09,200.818,83.0,60.667,46.0,9.773,15.208,23.265,8.057,8.0,12.0,7.638,2.9,210.591,4.208
2014-12-10,201.696,74.0,59.292,41.0,19.435,29.865,47.625,17.76,24.417,10.1,6.329,1.4,221.13,5.361
2014-12-11,197.13,93.0,74.708,58.0,16.304,22.585,45.337,22.752,24.458,11.9,9.229,7.3,213.435,3.78
2014-12-12,194.478,69.0,59.542,46.0,3.696,9.323,11.969,2.646,8.5,11.0,8.742,6.3,198.174,3.694
2014-12-13,193.652,59.0,50.208,41.0,1.696,5.262,6.863,1.601,6.667,9.8,6.333,4.2,195.348,3.681
2014-12-14,193.522,54.0,49.333,42.0,1.348,4.386,5.646,1.261,5.292,8.2,5.829,3.6,194.87,2.889
2014-12-15,195.261,75.0,61.083,52.0,7.348,18.325,24.086,5.761,8.625,8.1,6.125,4.0,202.609,3.909
2014-12-16,196.13,94.0,76.5,49.0,12.478,21.844,37.969,16.125,11.083,8.2,5.242,3.5,208.609,3.083
2014-12-17,193.522,59.0,48.292,37.0,0.13,3.948,5.01,1.062,6.125,5.1,3.283,1.1,193.652,2.75
2014-12-18,195.217,91.0,79.25,59.0,3.13,8.13,10.273,2.143,3.25,2.8,1.5,-0.1,198.348,2.135
2014-12-19,199.727,84.0,69.708,49.0,19.591,31.634,55.966,24.332,10.083,6.8,3.354,0.3,219.318,4.958
2014-12-20,198.913,94.0,80.083,58.0,22.0,26.458,58.479,32.021,17.958,10.1,5.412,1.6,220.913,3.472
2014-12-21,193.826,70.0,52.625,41.0,1.783,4.417,5.136,0.719,14.333,10.7,8.367,5.5,195.609,3.639
2014-12-22,195.783,57.0,45.458,37.0,2.0,6.88,8.761,1.882,5.25,7.8,5.433,3.2,197.783,3.378
2014-12-23,195.783,83.0,64.5,56.0,5.652,12.885,15.844,2.958,7.667,8.8,6.479,3.2,201.435,3.625
2014-12-24,202.174,92.0,71.875,52.0,25.478,30.542,64.396,33.854,23.667,9.2,5.483,-0.3,227.652,6.236
2014-12-25,195.391,72.0,60.208,48.0,3.957,10.849,13.518,2.669,11.5,9.2,7.35,4.8,199.348,4.223
2014-12-26,195.682,69.0,58.875,51.0,2.682,9.446,12.434,2.988,1.25,7.7,5.467,4.2,198.364,3.16
2014-12-27,195.304,59.0,47.792,35.0,4.391,11.108,13.733,2.625,6.125,8.8,5.262,2.6,199.696,3.87
2014-12-28,201.261,88.0,65.708,45.0,14.13,22.354,30.208,7.854,21.083,7.4,3.575,-2.9,215.391,6.458
2014-12-29,192.565,94.0,76.625,56.0,3.13,9.738,12.466,2.728,13.25,11.7,7.746,5.0,195.696,2.942
2014-12-30,199.13,78.0,58.792,44.0,7.261,8.177,9.448,1.271,31.458,11.1,8.3,3.8,206.391,5.319
2014-12-31,197.261,83.0,58.375,30.0,8.13,8.708,10.792,2.083,27.5,12.2,7.875,1.6,205.391,5.167
2015-01-01,196.174,74.0,56.167,41.0,1.391,3.531,3.99,0.458,6.75,10.4,7.542,5.0,197.565,1.958
2015-01-02,205.696,94.0,76.333,52.0,17.13,17.51,21.916,4.406,18.292,10.3,4.696,-0.4,222.826,3.306
2015-01-03,207.696,99.0,82.208,58.0,21.565,19.334,24.75,5.417,29.208,12.5,7.096,2.3,229.261,3.764
2015-01-04,205.217,100.0,74.167,52.0,21.304,13.921,20.64,6.719,34.875,15.1,9.529,2.6,226.522,3.691
2015-01-05,200.217,86.0,67.167,53.0,7.739,15.104,18.958,3.854,36.958,13.1,10.192,5.3,207.957,4.25
2015-01-06,196.13,81.0,65.083,49.0,4.826,16.24,23.771,7.531,13.167,12.2,9.938,7.7,200.957,4.167
2015-01-07,193.864,71.0,62.125,51.0,1.818,6.926,8.419,1.493,6.591,10.7,8.721,6.7,195.682,2.595
2015-01-08,197.217,90.0,65.0,43.0,8.609,18.542,24.948,6.406,16.667,10.3,7.354,2.4,205.826,3.208
2015-01-09,194.217,72.0,56.542,48.0,2.652,7.927,9.167,1.24,5.333,10.0,7.558,5.6,196.87,2.458
2015-01-10,195.304,83.0,58.875,42.0,4.217,10.073,11.875,1.802,11.708,10.8,7.246,0.9,199.522,2.57
2015-01-11,193.826,75.0,63.625,48.0,3.174,7.9,8.766,0.866,12.208,10.5,8.083,5.9,197.0,2.793
2015-01-12,195.739,81.0,60.792,49.0,4.609,13.82,17.48,3.66,6.583,9.3,7.025,4.7,200.348,3.297
2015-01-13,196.957,87.0,61.167,42.0,8.783,19.636,28.708,9.073,12.333,9.3,5.771,0.6,205.739,3.472
2015-01-14,195.304,67.0,55.458,44.0,4.087,13.042,15.865,2.823,9.458,8.8,6.192,3.6,199.391,2.681
2015-01-15,194.957,68.0,58.083,42.0,1.913,9.042,10.448,1.406,6.0,8.5,5.988,4.3,196.87,2.0
2015-01-16,196.565,90.0,67.792,46.0,2.826,10.823,12.729,1.906,9.292,8.4,5.488,0.5,199.391,2.153
2015-01-17,202.261,95.0,70.417,37.0,15.261,20.635,25.437,4.802,19.083,9.0,4.196,-2.1,217.522,2.431
2015-01-18,193.13,100.0,84.958,61.0,8.043,17.846,22.38,4.534,10.958,10.8,7.725,4.5,201.174,1.417
2015-01-19,194.826,80.0,48.667,36.0,0.565,5.75,7.854,2.104,7.708,6.0,3.475,0.5,195.391,1.778
2015-01-20,193.913,98.0,77.458,53.0,0.913,8.76,11.385,2.625,2.25,5.5,2.908,0.5,194.826,1.236
2015-01-21,194.957,81.0,64.542,49.0,2.435,19.396,24.68,5.285,4.25,7.4,4.788,2.8,197.391,3.079
2015-01-22,197.13,77.0,56.333,38.0,3.609,17.562,21.615,4.052,6.708,8.4,4.433,2.2,200.739,2.82
2015-01-23,197.696,94.0,63.875,47.0,15.087,30.364,36.125,5.76,17.5,3.9,2.342,0.7,212.783,2.959
2015-01-24,194.043,58.0,39.375,23.0,0.0,3.823,4.177,0.354,7.5,2.8,0.7,-2.4,194.043,2.542
2015-01-25,197.909,97.0,80.261,40.0,3.818,16.083,19.187,3.104,10.042,3.6,-0.591,-4.2,201.727,2.132
2015-01-26,201.957,97.0,68.333,45.0,11.783,31.208,42.812,11.604,16.625,6.5,2.625,-3.6,213.739,2.861
2015-01-27,203.739,94.0,68.708,42.0,16.348,31.917,56.396,24.479,23.792,10.2,4.792,-1.9,220.087,3.736
2015-01-28,203.043,95.0,67.625,44.0,17.565,32.188,48.386,16.198,30.625,11.9,6.542,-1.2,220.609,4.056
2015-01-29,199.261,100.0,93.417,58.0,19.652,39.177,53.198,14.021,30.042,9.1,7.075,6.0,218.913,2.041
2015-01-30,196.783,100.0,74.833,55.0,5.435,19.834,22.771,2.938,9.208,9.9,8.008,6.7,202.217,2.472
2015-01-31,196.652,70.0,55.792,36.0,2.609,10.125,10.99,0.865,14.083,10.6,7.654,5.0,199.261,3.695
2015-02-01,203.826,78.0,71.375,65.0,9.913,23.339,26.222,2.883,27.25,8.0,6.729,5.1,213.739,3.684
2015-02-02,197.739,70.0,52.125,36.0,5.261,15.281,18.416,3.136,7.042,10.3,6.208,3.6,203.0,3.458
2015-02-03,196.444,58.0,46.75,34.0,1.333,12.021,14.594,2.573,5.958,9.3,5.067,2.3,197.778,3.083
2015-02-04,198.556,74.0,55.292,40.0,10.111,24.459,30.434,5.975,13.875,9.3,5.575,-0.6,208.667,3.905
2015-02-05,199.609,90.0,61.75,39.0,11.304,24.781,31.99,7.208,21.792,11.0,6.825,1.3,210.913,3.778
2015-02-06,195.826,77.0,62.0,44.0,4.478,12.292,13.958,1.667,13.0,8.7,6.104,4.2,200.304,2.653
2015-02-07,197.455,79.0,51.417,30.0,1.5,6.781,7.531,0.75,4.958,8.7,4.596,1.8,198.955,2.917
2015-02-08,200.609,82.0,56.417,32.0,12.696,25.285,35.489,10.204,11.458,8.8,3.779,-3.3,213.304,4.121
2015-02-09,196.0,90.0,70.042,58.0,4.429,12.974,16.646,3.673,12.957,8.5,5.612,2.6,200.429,2.264
2015-02-10,197.375,91.0,59.0,42.0,1.75,11.094,13.042,1.948,8.833,8.7,4.6,2.1,199.125,2.695
2015-02-11,204.083,88.0,56.708,31.0,11.0,22.51,27.312,4.802,17.375,10.5,4.921,-0.9,215.083,4.5
2015-02-12,202.913,84.0,70.708,61.0,28.87,45.386,74.979,29.594,30.375,8.8,7.125,4.0,231.783,5.722
2015-02-13,205.458,100.0,93.208,82.0,31.208,37.042,67.489,30.448,40.125,11.0,9.308,6.5,236.667,2.722
2015-02-14,194.375,100.0,84.875,61.0,12.583,12.812,15.771,2.958,14.5,19.6,13.588,10.3,206.958,2.042
2015-02-15,190.043,83.0,62.25,39.0,3.348,7.404,9.335,1.931,4.625,9.7,6.958,3.0,193.391,2.577
2015-02-16,189.25,68.0,54.958,35.0,4.292,12.25,14.656,2.406,8.5,7.3,4.404,2.2,193.542,2.583
2015-02-17,190.25,76.0,64.75,45.0,3.083,9.135,11.104,1.968,9.792,9.6,5.246,3.4,193.333,2.195
2015-02-18,194.455,89.0,64.652,34.0,11.455,25.837,33.972,8.136,11.652,9.6,4.096,-1.2,205.909,3.424
2015-02-19,203.783,91.0,66.792,38.0,30.087,35.521,57.75,22.229,20.875,13.8,7.254,0.3,233.87,6.042
2015-02-20,200.87,100.0,90.083,67.0,21.739,33.032,41.885,8.854,21.875,9.3,6.55,4.6,222.609,2.055
2015-02-21,196.261,86.0,59.167,39.0,1.783,4.062,4.479,0.417,14.875,9.7,7.567,4.4,198.043,2.403
2015-02-22,196.087,78.0,56.75,43.0,6.478,22.778,26.81,4.032,11.792,9.7,6.788,3.9,202.565,5.291
2015-02-23,199.87,87.0,60.792,33.0,10.565,24.104,33.198,9.094,15.458,13.1,8.638,3.6,210.435,4.764
2015-02-24,194.913,67.0,50.292,35.0,0.87,7.864,9.229,1.364,11.958,8.5,5.725,2.8,195.783,3.167
2015-02-25,193.522,67.0,48.0,27.0,0.87,9.135,10.875,1.74,5.333,9.5,4.971,2.2,194.391,2.639
2015-02-26,195.0,75.0,58.75,37.0,1.455,10.331,11.858,1.527,17.208,9.7,5.05,2.4,196.455,3.305
2015-02-27,199.696,95.0,70.625,40.0,12.435,21.656,27.688,6.031,37.75,11.3,6.325,-0.7,212.13,4.694
2015-02-28,199.435,90.0,67.5,41.0,9.391,18.344,21.146,2.802,41.875,13.3,8.638,4.4,208.826,5.681
2015-03-01,195.174,88.0,59.208,41.0,0.435,7.166,8.927,1.76,8.25,5.6,2.792,-0.3,195.609,2.153
2015-03-02,196.652,90.0,64.667,44.0,6.304,16.5,20.156,3.656,16.125,10.1,4.988,-0.1,202.957,2.847
2015-03-03,204.087,92.0,65.417,43.0,17.435,27.567,39.412,11.846,27.0,13.8,7.221,-0.9,221.522,4.278
2015-03-04,203.087,93.0,69.458,47.0,18.043,33.26,46.229,12.969,37.083,14.4,9.258,1.7,221.13,6.569
2015-03-05,201.043,87.0,69.375,47.0,21.435,26.563,34.552,7.99,47.375,16.8,12.133,8.4,222.478,5.958
2015-03-06,194.913,100.0,85.667,70.0,8.478,6.615,7.438,0.823,31.833,18.3,14.667,10.0,203.391,2.055
2015-03-07,199.435,100.0,96.583,78.0,27.435,27.089,41.19,14.101,29.958,17.4,14.383,10.6,226.87,2.164
2015-03-08,204.609,100.0,80.833,56.0,24.0,19.938,40.656,20.719,30.958,19.6,13.504,8.3,228.609,3.833
2015-03-09,195.609,100.0,83.833,62.0,6.522,21.344,24.698,3.354,23.708,12.2,10.067,7.4,202.13,3.278
2015-03-10,196.333,72.0,57.0,37.0,2.905,11.296,13.19,1.893,7.609,10.5,7.796,5.4,199.238,3.278
2015-03-11,196.957,64.0,50.292,32.0,3.261,10.0,12.073,2.073,9.958,12.9,7.725,4.9,200.217,3.222
2015-03-12,196.609,66.0,49.417,31.0,4.565,10.094,12.167,2.073,7.417,12.2,7.05,3.2,201.174,3.195
2015-03-13,198.957,94.0,59.125,38.0,7.957,14.812,17.614,2.802,10.75,12.6,7.646,1.8,206.913,4.0
2015-03-14,195.217,99.0,86.667,54.0,4.826,15.488,17.933,2.445,8.417,7.6,6.333,5.1,200.043,2.09
2015-03-15,198.217,71.0,54.167,39.0,2.609,8.302,9.552,1.25,17.833,12.2,8.025,4.9,200.826,2.681
2015-03-16,201.043,97.0,67.125,46.0,14.739,35.334,50.531,15.198,17.208,10.9,6.592,1.4,215.783,7.708
2015-03-17,203.136,95.0,66.958,25.0,18.545,27.033,39.525,12.492,26.0,20.1,10.692,3.4,221.682,5.352
2015-03-18,199.522,100.0,80.0,56.0,17.652,21.635,30.573,8.938,28.417,18.4,12.35,4.8,217.174,3.542
2015-03-19,191.783,100.0,84.333,64.0,7.478,7.834,9.771,1.938,15.917,20.0,14.617,11.1,199.261,2.069
2015-03-20,196.217,73.0,58.792,45.0,2.739,3.656,4.177,0.521,28.167,13.8,10.646,8.0,198.957,2.361
2015-03-21,193.826,60.0,49.833,35.0,1.87,5.474,6.31,0.835,8.667,14.6,9.138,6.3,195.696,2.553
2015-03-22,198.087,93.0,56.458,26.0,8.0,19.386,24.176,4.79,11.792,16.1,9.475,3.1,206.087,4.362
2015-03-23,197.826,77.0,59.417,35.0,9.565,23.26,26.719,3.458,29.833,17.7,12.362,8.3,207.391,6.042
2015-03-24,196.174,67.0,47.417,32.0,5.043,7.708,8.886,1.177,10.667,12.9,9.329,5.6,201.217,3.417
2015-03-25,193.565,63.0,50.667,36.0,0.522,6.458,7.76,1.302,4.958,11.9,7.367,4.7,194.087,2.153
2015-03-26,193.783,81.0,48.208,25.0,1.739,9.958,11.584,1.625,5.375,13.8,8.367,4.1,195.522,3.597
2015-03-27,200.478,86.0,62.792,38.0,10.435,14.427,17.958,3.531,18.208,15.0,9.088,1.7,210.913,4.181
2015-03-28,195.826,75.0,60.458,43.0,5.696,15.161,18.007,2.846,17.667,16.0,11.646,8.1,201.522,4.1
2015-03-29,199.5,91.0,61.292,24.0,10.909,17.667,21.666,4.0,24.875,17.1,11.242,3.9,210.409,4.917
2015-03-30,200.696,88.0,62.875,43.0,22.739,24.979,30.385,5.406,41.792,17.7,13.6,6.8,223.435,5.681
2015-03-31,199.217,82.0,56.875,28.0,9.826,22.574,29.098,6.524,42.583,19.1,14.112,9.1,209.043,7.073
2015-04-01,,95.0,90.263,80.0,,25.073,33.583,8.51,49.0,15.1,13.81,12.5,,4.639
2015-04-02,,,,,,10.564,12.837,2.273,16.917,,,,,3.679
2015-04-03,,100.0,100.0,100.0,,28.25,45.521,17.271,33.958,14.4,14.114,13.9,,3.417
2015-04-04,,100.0,90.792,70.0,,15.886,22.875,6.99,24.208,23.6,16.288,13.4,,5.111
2015-04-05,,100.0,99.875,98.0,,8.271,9.479,1.208,20.667,14.0,13.308,12.3,,2.625
2015-04-06,,100.0,93.0,77.0,,25.715,34.04,8.325,16.522,19.4,15.658,12.7,,5.607
2015-04-07,,89.0,76.292,68.0,,12.875,15.136,2.26,10.625,13.1,11.312,9.4,,4.847
2015-04-08,193.0,93.0,74.333,60.0,4.714,11.833,14.115,2.282,9.917,11.1,8.983,6.6,197.714,4.792
2015-04-09,194.174,77.0,69.667,62.0,8.957,13.36,17.052,3.692,18.375,13.9,11.15,8.5,203.13,5.483
2015-04-10,196.957,100.0,85.25,69.0,15.826,20.417,24.312,3.896,36.083,12.0,10.504,10.0,212.783,3.403
2015-04-11,192.913,100.0,81.125,58.0,8.739,12.417,15.948,3.531,22.75,19.7,13.5,10.3,201.652,4.833
2015-04-12,193.87,81.0,65.833,58.0,10.913,9.812,12.219,2.406,18.208,17.4,13.942,10.7,204.783,6.389
2015-04-13,195.043,100.0,94.5,63.0,16.609,21.606,28.24,6.634,23.333,13.6,12.525,11.6,211.652,3.719
2015-04-14,199.174,100.0,100.0,100.0,18.609,23.052,36.469,13.417,28.167,14.8,13.883,12.6,217.783,2.292
2015-04-15,198.13,100.0,85.167,56.0,8.304,12.771,16.354,3.583,29.333,17.7,12.571,9.6,206.435,4.375
2015-04-16,202.095,95.0,70.667,42.0,15.81,15.666,22.159,6.493,46.333,20.7,14.3,7.2,217.905,8.258
2015-04-17,198.913,96.0,61.958,37.0,10.652,12.764,16.236,3.472,38.833,18.4,13.729,11.2,209.565,6.056
2015-04-18,200.217,83.0,58.5,35.0,10.348,13.718,18.583,4.864,32.125,19.7,12.975,5.5,210.565,6.639
2015-04-19,201.043,83.0,70.208,58.0,16.652,16.26,20.271,4.011,31.125,16.8,14.025,9.2,217.696,7.347
2015-04-20,189.13,100.0,96.458,86.0,6.87,6.53,8.137,1.607,30.167,21.0,17.938,14.9,196.0,2.742
2015-04-21,193.13,84.0,66.042,52.0,5.435,8.156,10.24,2.084,10.917,19.4,15.412,12.6,198.565,5.81
2015-04-22,196.087,92.0,73.042,58.0,15.304,14.785,20.889,6.104,22.292,22.0,16.429,12.5,211.391,6.931
2015-04-23,197.957,97.0,63.375,26.0,12.043,14.262,17.526,3.264,27.125,24.5,18.2,12.4,210.0,7.8
2015-04-24,194.609,83.0,70.5,50.0,13.348,11.052,13.396,2.344,40.667,23.0,18.367,14.6,207.957,7.486
2015-04-25,195.0,88.0,47.458,24.0,11.696,11.583,13.646,2.062,35.0,25.2,18.538,12.1,206.696,9.806
2015-04-26,199.478,91.0,68.333,49.0,14.217,10.375,13.25,2.875,43.042,23.6,17.633,13.4,213.696,8.055
2015-04-27,198.091,92.0,71.792,41.0,12.273,13.863,18.646,4.783,52.208,26.4,19.333,12.3,210.364,8.886
2015-04-28,200.652,97.0,79.292,60.0,17.391,12.062,16.49,4.427,55.958,23.9,19.042,13.8,218.043,7.764
2015-04-29,188.304,87.0,74.083,59.0,6.739,6.219,7.885,1.666,22.667,23.0,19.038,15.9,195.043,5.861
2015-04-30,195.87,94.0,73.5,47.0,9.261,8.427,11.384,2.958,19.417,23.9,18.833,14.2,205.13,7.442
2015-05-01,193.043,94.0,73.542,39.0,11.087,9.771,12.76,2.99,19.25,26.1,19.55,13.7,204.13,7.653
2015-05-02,193.522,96.0,72.667,35.0,10.478,10.052,13.156,3.104,22.208,26.6,20.142,14.1,204.0,8.25
2015-05-03,190.652,95.0,79.375,60.0,7.391,3.99,5.166,1.177,17.708,23.2,19.738,15.4,198.043,5.875
2015-05-04,186.565,100.0,92.833,64.0,6.826,3.437,4.149,0.712,22.917,20.0,18.583,17.3,193.391,3.338
2015-05-05,189.435,83.0,56.542,30.0,3.957,4.542,5.521,0.979,18.917,25.1,19.008,13.9,193.391,6.139
2015-05-06,192.565,89.0,72.667,52.0,5.739,5.75,7.073,1.323,21.917,23.9,18.288,13.1,198.304,6.0
2015-05-07,191.304,89.0,65.375,30.0,8.609,8.016,9.785,1.769,26.292,26.0,20.45,16.5,199.913,6.726
2015-05-08,190.476,87.0,66.167,41.0,11.952,10.838,13.102,2.264,22.227,26.9,21.358,17.0,202.429,7.931
2015-05-09,192.174,92.0,78.833,65.0,14.609,18.885,22.021,3.136,34.417,20.3,18.596,15.6,206.783,8.403
2015-05-10,191.217,83.0,48.583,37.0,4.0,4.99,5.958,0.969,21.708,25.2,19.442,14.9,195.217,6.833
2015-05-11,190.913,71.0,52.083,40.0,6.783,8.746,11.416,2.67,16.292,21.1,17.35,13.2,197.696,6.539
2015-05-12,187.696,99.0,86.792,74.0,4.609,4.1,6.109,2.01,22.458,21.3,18.733,16.5,192.304,3.431
2015-05-13,190.783,79.0,55.75,35.0,11.826,7.5,11.115,3.614,27.25,27.0,20.571,14.8,202.609,8.0
2015-05-14,198.13,84.0,61.417,32.0,19.087,16.864,22.419,5.556,38.25,28.4,21.158,14.7,217.217,9.844
2015-05-15,188.565,92.0,76.667,54.0,15.826,13.938,17.271,3.334,36.917,27.3,22.608,18.8,204.391,9.389
2015-05-16,190.13,100.0,82.375,68.0,8.87,8.177,10.167,1.99,37.583,22.9,20.762,17.6,199.0,5.875
2015-05-17,192.913,89.0,54.75,23.0,6.783,6.042,7.49,1.448,28.0,28.7,21.354,15.7,199.696,7.694
2015-05-18,198.182,96.0,80.591,64.0,8.682,7.363,9.355,1.992,40.375,23.1,19.391,16.2,206.864,5.251
2015-05-19,192.174,95.0,80.5,60.0,9.957,19.125,24.948,5.823,15.917,24.8,19.658,15.7,202.13,7.278
2015-05-20,194.609,90.0,61.25,40.0,11.087,16.76,23.698,6.937,24.375,29.7,21.129,14.2,205.696,9.166
2015-05-21,190.522,78.0,48.5,36.0,4.565,6.798,8.477,1.679,12.542,24.7,19.15,13.4,195.087,5.737
2015-05-22,199.261,83.0,59.417,38.0,15.652,20.542,28.177,7.636,22.708,24.9,18.762,11.8,214.913,7.709
2015-05-23,200.13,84.0,64.167,45.0,16.696,19.188,23.25,4.062,37.75,23.6,19.746,14.2,216.826,8.709
2015-05-24,190.0,84.0,61.208,40.0,5.478,5.24,6.479,1.24,19.083,25.8,20.796,17.4,195.478,7.403
2015-05-25,196.043,91.0,73.167,55.0,9.174,9.86,12.904,3.044,20.958,25.4,20.538,15.3,205.217,7.068
2015-05-26,199.217,92.0,59.958,30.0,15.0,12.24,16.969,4.729,28.333,31.3,23.15,16.1,214.217,8.653
2015-05-27,201.391,78.0,51.125,25.0,16.478,18.334,24.218,5.886,36.0,32.7,23.9,15.1,217.87,11.694
2015-05-28,197.87,87.0,71.833,54.0,14.304,7.074,9.174,2.1,46.042,26.9,22.146,17.1,212.174,7.098
2015-05-29,188.087,83.0,69.333,46.0,8.826,10.113,12.864,2.751,30.292,26.3,22.725,20.1,196.913,8.111
2015-05-30,203.087,90.0,54.667,33.0,20.261,11.469,14.375,2.906,41.042,32.4,25.733,17.6,223.348,9.722
2015-05-31,190.435,76.0,56.083,42.0,8.174,5.75,7.604,1.854,27.417,29.6,24.992,21.2,198.609,7.945
