date,NO2_mean,NOX_mean,NO_mean,SPM_mean,CH4_mean,CO_mean,NMHC_mean,THC_mean
2012-12-11,27.354,57.375,30.021,12.729,195.333,4.583,16.833,212.167
2012-12-12,24.458,46.333,21.875,15.646,199.938,4.042,22.125,222.062
2012-12-13,31.146,78.334,47.188,21.412,194.875,5.625,29.875,224.75
2012-12-14,37.208,90.334,53.125,35.042,199.0,7.176,45.9,244.9
2012-12-15,30.208,60.5,30.292,20.812,194.182,6.375,33.682,227.864
2012-12-16,15.208,22.042,6.834,14.208,193.474,4.625,16.895,210.368
2012-12-17,33.13,86.522,53.391,31.5,198.0,7.087,42.167,240.167
2012-12-18,25.52,59.354,33.833,22.104,196.714,6.0,24.571,221.286
2012-12-19,25.23,47.17,21.94,10.562,194.783,4.042,14.435,209.217
2012-12-20,32.729,73.666,40.938,17.396,196.957,5.5,24.522,221.478
2012-12-21,29.264,65.323,36.06,21.417,198.091,5.375,24.818,222.909
2012-12-22,22.021,41.166,19.146,14.98,193.286,4.667,14.857,208.143
2012-12-23,13.042,19.73,6.688,19.438,193.957,4.792,10.522,204.478
2012-12-24,16.196,27.087,10.891,9.458,194.727,4.522,9.955,204.682
2012-12-25,25.188,65.521,40.333,22.062,196.6,5.542,23.05,219.65
2012-12-26,19.896,34.104,14.208,10.958,194.2,3.917,9.0,203.2
2012-12-27,29.731,62.337,32.606,13.375,195.7,5.0,14.3,210.0
2012-12-28,34.312,90.208,55.896,28.604,207.368,7.333,31.895,239.263
2012-12-29,26.104,45.396,19.292,15.958,,5.667,,
2012-12-30,17.229,27.021,9.792,15.229,,5.417,,
2012-12-31,5.956,8.739,2.782,9.854,195.842,2.957,5.211,201.053
2013-01-01,16.73,24.875,8.146,38.208,202.696,5.708,17.87,220.565
2013-01-02,13.166,17.229,4.062,21.062,199.957,4.208,12.043,212.0
2013-01-03,18.27,26.167,7.896,22.938,201.913,4.875,16.391,218.304
2013-01-04,12.562,21.084,8.52,19.229,197.087,3.87,10.478,207.565
2013-01-05,12.0,16.854,4.854,8.458,196.826,3.25,9.348,206.174
2013-01-06,20.674,39.674,19.0,10.896,200.783,3.957,14.043,214.826
2013-01-07,31.438,62.125,30.688,22.354,203.217,5.625,33.391,236.609
2013-01-08,33.104,89.104,56.0,29.0,200.478,6.667,32.043,232.522
2013-01-09,18.542,32.042,13.5,9.188,196.609,3.542,11.217,207.826
2013-01-10,23.174,44.761,21.587,8.818,197.4,3.467,12.45,209.85
2013-01-11,20.0,35.23,15.229,14.23,196.174,4.458,13.0,209.174
2013-01-12,14.5,21.917,7.416,22.292,198.087,4.458,11.87,209.957
2013-01-13,13.696,22.522,8.826,12.98,196.913,3.957,8.565,205.478
2013-01-14,28.375,59.416,31.042,13.375,197.565,4.75,16.478,214.043
2013-01-15,29.208,53.584,24.375,18.417,199.609,4.875,22.87,222.478
2013-01-16,26.23,60.125,33.896,11.02,198.174,4.5,17.435,215.609
2013-01-17,24.5,52.792,28.292,13.958,201.609,4.583,18.304,219.913
2013-01-18,19.916,32.375,12.458,19.542,199.348,5.167,15.87,215.217
2013-01-19,7.896,11.645,3.75,7.229,198.478,3.333,10.0,208.478
2013-01-20,25.261,45.718,20.456,15.917,199.217,4.435,17.565,216.783
2013-01-21,25.021,57.208,32.188,26.104,200.13,5.542,18.565,218.696
2013-01-22,24.833,49.542,24.708,16.021,200.435,5.167,15.043,215.478
2013-01-23,28.699,59.461,30.762,16.12,199.955,5.087,18.182,218.136
2013-01-24,36.125,85.958,49.834,26.229,202.174,6.833,38.565,240.739
2013-01-25,36.896,75.896,39.0,42.479,201.696,6.958,31.696,233.391
2013-01-26,12.834,19.166,6.334,21.812,197.348,3.958,11.913,209.261
2013-01-27,25.326,48.304,22.978,12.0,198.522,4.609,16.87,215.391
2013-01-28,31.021,81.146,50.125,25.125,198.826,5.458,25.13,223.957
2013-01-29,31.875,63.229,31.354,21.562,201.261,5.875,26.913,228.174
2013-01-30,38.062,115.312,77.25,34.104,202.087,8.167,54.826,256.913
2013-01-31,23.792,48.146,24.354,21.396,200.652,4.875,20.043,220.696
2013-02-01,33.75,66.042,32.292,31.084,201.304,6.5,25.391,226.696
2013-02-02,23.625,38.52,14.896,33.521,201.913,6.583,24.348,226.261
2013-02-03,32.587,82.522,49.934,36.438,199.217,7.043,31.043,230.261
2013-02-04,16.084,31.0,14.916,8.75,197.136,3.25,9.773,206.909
2013-02-05,16.196,27.565,11.37,8.886,199.682,3.043,9.227,208.909
2013-02-06,23.604,47.375,23.771,9.5,198.652,4.042,11.957,210.609
2013-02-07,27.25,54.708,27.458,11.917,196.87,4.583,14.565,211.435
2013-02-08,25.896,48.938,23.042,12.604,198.174,4.75,17.217,215.391
2013-02-09,9.521,13.605,4.084,7.104,195.13,2.958,7.304,202.435
2013-02-10,16.37,30.848,14.478,13.917,203.783,3.783,10.304,214.087
2013-02-11,13.458,22.188,8.73,9.875,195.304,3.167,7.565,202.87
2013-02-12,19.875,37.062,17.188,10.812,194.087,3.208,9.478,203.565
2013-02-13,21.375,40.104,18.729,10.356,194.174,4.167,9.87,204.043
2013-02-14,35.354,81.48,46.125,16.562,196.261,5.625,23.478,219.739
2013-02-15,20.542,38.583,18.042,8.75,193.478,3.75,10.609,204.087
2013-02-16,6.834,9.396,2.562,19.479,195.304,3.125,6.696,202.0
2013-02-17,24.522,45.456,20.934,34.98,198.217,5.13,13.174,211.391
2013-02-18,11.833,20.834,9.0,14.334,193.348,2.917,5.739,199.087
2013-02-19,14.834,25.896,11.062,13.042,192.696,2.917,7.043,199.739
2013-02-20,23.062,41.521,18.458,21.77,194.696,4.0,10.13,204.826
2013-02-21,19.979,38.458,18.479,16.792,195.783,3.958,9.217,205.0
2013-02-22,15.166,24.834,9.666,12.312,194.087,2.917,7.174,201.261
2013-02-23,11.854,15.521,3.666,16.792,195.043,3.333,9.435,204.478
2013-02-24,27.044,48.913,21.87,20.358,195.783,4.174,13.913,209.696
2013-02-25,28.48,45.27,16.792,52.104,198.739,5.5,17.174,215.913
2013-02-26,33.896,50.604,16.708,55.646,200.739,6.708,24.304,225.043
2013-02-27,39.396,68.166,28.77,37.394,198.636,6.333,35.455,234.091
2013-02-28,21.73,33.062,11.334,27.333,194.0,4.25,13.435,207.435
2013-03-01,26.833,41.125,14.292,45.625,198.174,5.875,19.043,217.217
2013-03-02,11.77,16.25,4.479,23.5,193.913,4.083,10.609,204.522
2013-03-03,17.196,29.413,12.218,13.146,196.261,3.348,8.87,205.13
2013-03-04,35.312,65.021,29.708,23.479,198.826,5.458,22.913,221.739
2013-03-05,23.242,45.515,22.272,21.296,195.455,4.391,15.045,210.5
2013-03-06,13.48,23.354,9.875,13.625,194.913,2.958,7.783,202.696
2013-03-07,19.834,38.188,18.354,14.146,194.087,3.542,10.087,204.174
2013-03-08,15.542,26.458,10.916,13.125,193.087,3.667,11.348,204.435
2013-03-09,12.416,17.375,4.958,18.562,193.304,4.125,9.391,202.696
2013-03-10,14.326,25.174,10.848,10.25,195.174,3.304,7.957,203.13
2013-03-11,27.834,50.166,22.334,13.5,196.652,4.708,19.087,215.739
2013-03-12,34.87,61.891,27.022,30.582,197.091,5.522,32.0,229.091
2013-03-13,34.479,73.062,38.584,42.5,198.043,6.458,35.391,233.435
2013-03-14,10.375,17.188,6.812,7.854,192.783,2.833,6.87,199.652
2013-03-15,19.084,29.396,10.312,20.104,195.652,4.0,13.087,208.739
2013-03-16,18.458,23.833,5.375,42.77,196.391,4.875,15.652,212.043
2013-03-17,27.586,38.76,11.174,64.27,199.435,5.391,19.87,219.304
2013-03-18,48.562,85.688,37.125,84.792,203.826,7.833,47.174,251.0
2013-03-19,19.542,31.25,11.708,30.084,194.087,3.958,14.174,208.261
2013-03-20,29.23,49.396,20.166,26.416,194.696,4.792,21.913,216.609
2013-03-21,11.979,18.104,6.125,9.0,193.87,2.667,8.391,202.261
2013-03-22,12.667,19.646,6.979,12.542,194.0,2.792,9.087,203.087
2013-03-23,15.188,19.75,4.562,26.708,194.913,4.25,13.391,208.304
2013-03-24,29.954,41.068,11.113,44.75,198.545,5.182,26.091,224.636
2013-03-25,32.938,51.75,18.812,43.688,195.957,4.625,21.174,217.13
2013-03-26,36.812,69.583,32.771,42.125,194.565,5.375,28.217,222.783
2013-03-27,21.521,39.396,17.875,28.5,193.783,4.417,18.609,212.391
2013-03-28,26.75,43.229,16.479,36.125,194.391,4.75,25.261,219.652
2013-03-29,24.104,34.021,9.916,33.958,194.13,4.125,18.913,213.043
2013-03-30,5.104,6.229,1.125,15.208,187.739,2.125,9.522,197.261
2013-03-31,9.608,15.957,6.348,20.125,192.391,2.913,7.783,200.174
2013-04-01,22.37,31.696,9.326,30.584,194.957,3.957,16.913,211.87
2013-04-02,31.354,50.854,19.5,42.666,196.19,4.5,23.667,219.857
2013-04-03,15.354,22.584,7.23,19.25,192.783,3.042,10.957,203.739
2013-04-04,27.334,39.542,12.208,34.5,194.174,4.667,23.087,217.261
2013-04-05,27.688,50.104,22.417,37.417,196.087,4.5,25.435,221.522
2013-04-06,9.062,10.396,1.333,19.938,189.609,2.333,10.783,200.391
2013-04-07,8.625,11.188,2.562,9.834,196.043,2.917,11.217,207.261
2013-04-08,17.435,26.348,8.913,13.604,193.435,3.217,10.522,203.957
2013-04-09,23.836,38.079,14.243,28.64,194.682,3.913,20.727,215.409
2013-04-10,18.042,27.834,9.792,24.938,195.174,3.458,10.783,205.957
2013-04-11,17.292,27.104,9.812,21.312,194.304,3.667,12.478,206.783
2013-04-12,21.167,33.938,12.771,28.0,194.739,3.792,13.913,208.652
2013-04-13,20.729,29.062,8.334,24.5,195.13,4.0,16.391,211.522
2013-04-14,12.292,14.708,2.416,36.292,194.174,3.625,12.957,207.13
2013-04-15,17.435,26.218,8.782,34.542,194.913,3.304,11.826,206.739
2013-04-16,26.157,39.874,13.716,36.062,195.118,3.917,17.882,213.0
2013-04-17,28.208,39.416,11.208,48.979,195.696,4.208,22.826,218.522
2013-04-18,27.021,45.23,18.208,30.958,192.609,4.167,26.87,219.478
2013-04-19,10.062,16.73,6.667,23.0,193.217,2.792,7.043,200.261
2013-04-20,18.5,26.625,8.125,27.646,195.565,3.958,14.696,210.261
2013-04-21,7.666,10.354,2.688,12.208,193.652,3.25,9.783,203.435
2013-04-22,18.435,29.87,11.435,21.708,194.652,3.435,8.913,203.565
2013-04-23,25.292,37.875,12.584,29.521,195.522,3.875,17.696,213.217
2013-04-24,15.166,17.125,1.958,22.5,191.304,2.708,12.217,203.522
2013-04-25,21.076,31.767,10.692,30.875,193.455,3.636,22.955,216.409
2013-04-26,21.916,36.688,14.771,32.146,197.217,4.25,17.739,214.957
2013-04-27,15.23,21.062,5.833,21.02,196.13,3.75,12.13,208.261
2013-04-28,10.916,13.938,3.021,22.854,195.696,3.583,10.957,206.652
2013-04-29,14.761,19.086,4.326,30.125,194.043,4.125,14.522,208.565
2013-04-30,24.916,37.167,12.25,33.5,193.478,4.333,16.174,209.652
2013-05-01,13.958,21.396,7.438,19.958,193.087,2.792,8.435,201.522
2013-05-02,9.729,15.75,6.021,7.666,191.348,2.417,6.652,198.0
2013-05-03,12.208,17.292,5.083,11.146,193.304,3.042,8.478,201.783
2013-05-04,11.104,14.146,3.042,18.917,193.304,3.208,10.0,203.304
2013-05-05,11.166,12.938,1.771,28.833,194.043,3.875,11.565,205.609
2013-05-06,14.892,19.326,4.435,37.875,194.087,4.083,12.652,206.739
2013-05-07,10.458,16.958,6.5,15.834,192.0,2.708,7.913,199.913
2013-05-08,17.396,28.042,10.646,11.73,192.13,2.458,9.217,201.348
2013-05-09,32.625,47.438,14.812,24.938,197.13,4.208,24.087,221.217
2013-05-10,35.848,53.913,18.066,43.087,195.636,5.0,28.045,223.682
2013-05-11,26.208,41.625,15.416,21.125,191.478,4.458,19.304,210.783
2013-05-12,10.125,12.666,2.542,25.799,191.522,3.333,11.174,202.696
2013-05-13,20.239,26.978,6.739,28.81,193.391,3.87,19.087,212.478
2013-05-14,24.158,34.492,10.334,44.25,193.478,4.375,24.217,217.696
2013-05-15,9.916,12.166,2.25,30.854,190.391,2.25,10.783,201.174
2013-05-16,15.25,21.604,6.354,37.48,192.565,2.833,10.957,203.522
2013-05-17,17.354,27.312,9.958,25.188,190.348,2.958,16.217,206.565
2013-05-18,10.146,12.23,2.083,30.188,190.087,2.583,11.565,201.652
2013-05-19,5.083,5.562,0.479,18.0,190.13,1.625,7.957,198.087
2013-05-20,19.659,30.295,10.636,15.45,191.636,1.955,13.909,205.545
2013-05-21,24.646,36.208,11.562,37.75,195.739,1.5,17.391,213.13
2013-05-22,28.646,39.75,11.105,54.0,196.783,1.75,27.565,224.348
2013-05-23,22.875,31.708,8.834,30.812,194.87,0.917,11.609,206.478
2013-05-24,22.583,30.666,8.084,30.042,195.217,1.042,17.435,212.652
2013-05-25,11.23,13.354,2.125,32.562,193.391,1.042,10.783,204.174
2013-05-26,8.292,9.23,0.938,31.021,193.348,1.375,9.652,203.0
2013-05-27,7.891,9.544,1.652,25.08,190.261,1.696,13.087,203.348
2013-05-28,7.261,7.652,0.391,20.414,189.818,1.545,8.227,198.045
2013-05-29,7.938,8.208,0.27,15.562,187.957,1.583,8.217,196.174
2013-05-30,19.062,33.792,14.729,23.938,191.304,3.792,15.391,206.696
2013-05-31,22.708,36.604,13.896,32.479,194.304,4.458,34.435,228.739
2013-06-01,21.25,29.375,8.125,39.604,195.913,4.667,14.783,210.696
2013-06-02,13.292,15.479,2.188,33.958,195.783,4.0,13.304,209.087
2013-06-03,18.37,25.761,7.392,30.938,192.826,3.391,12.87,205.696
2013-06-04,17.562,23.354,5.792,32.625,194.261,3.25,16.87,211.13
2013-06-05,20.52,27.354,6.833,32.02,194.391,3.167,14.739,209.13
2013-06-06,22.416,31.542,9.125,29.979,192.826,3.375,34.565,227.391
2013-06-07,24.75,37.125,12.375,35.354,195.957,3.625,21.826,217.783
2013-06-08,16.125,22.688,6.562,29.292,193.609,3.375,12.087,205.696
2013-06-09,12.416,14.5,2.084,28.708,194.652,3.375,12.304,206.957
2013-06-10,16.546,22.068,5.522,25.108,191.682,2.909,25.727,217.409
2013-06-11,20.021,25.562,5.542,31.0,194.043,3.5,20.783,214.826
2013-06-12,21.979,31.521,9.542,26.166,192.435,3.375,39.565,232.0
2013-06-13,23.604,33.167,9.562,26.166,192.174,3.458,26.304,218.478
2013-06-14,23.021,35.062,12.042,26.084,190.609,4.0,25.261,215.87
2013-06-15,20.042,31.646,11.604,26.958,190.696,4.625,20.217,210.913
2013-06-16,10.083,13.458,3.375,16.334,189.391,3.083,12.348,201.739
2013-06-17,19.826,29.022,9.196,26.146,190.13,3.087,17.783,207.913
2013-06-18,19.479,28.75,9.271,38.604,189.783,3.083,22.348,212.13
2013-06-19,22.875,40.0,17.125,31.271,191.696,3.458,28.391,220.087
2013-06-20,32.087,47.413,15.326,17.761,196.273,3.913,36.091,232.364
2013-06-21,28.73,42.917,14.188,21.792,199.565,4.125,24.522,224.087
2013-06-22,16.229,24.73,8.5,17.312,193.957,3.333,12.739,206.696
2013-06-23,13.562,17.834,4.27,25.188,196.478,3.958,14.609,211.087
2013-06-24,25.782,40.652,14.87,31.334,200.087,4.783,24.13,224.217
2013-06-25,19.544,24.456,4.913,26.961,197.273,3.391,19.682,216.955
2013-06-26,22.042,31.396,9.354,,194.696,3.458,16.043,210.739
2013-06-27,18.02,26.188,8.166,,197.609,3.375,15.13,212.739
2013-06-28,15.948,20.834,4.886,19.492,195.364,2.826,22.545,217.909
2013-06-29,18.271,27.625,9.354,25.812,194.696,3.458,13.261,207.957
2013-06-30,5.27,5.958,0.688,17.771,189.609,1.625,9.957,199.565
2013-07-01,15.152,23.0,7.848,20.104,192.667,2.565,16.333,209.0
2013-07-02,14.23,20.188,5.958,20.104,191.565,2.125,16.783,208.348
2013-07-03,16.75,32.583,15.833,23.312,191.565,2.458,19.0,210.565
2013-07-04,13.479,16.792,3.312,22.458,184.609,1.958,13.957,198.565
2013-07-05,9.834,13.375,3.542,32.792,182.087,1.625,12.0,194.087
2013-07-06,6.334,8.104,1.771,34.02,181.783,1.167,9.348,191.13
2013-07-07,10.604,15.0,4.396,29.625,191.826,2.875,17.913,209.739
2013-07-08,16.87,34.217,17.348,29.23,188.957,2.739,18.348,207.304
2013-07-09,19.282,36.218,16.934,37.478,189.273,3.043,23.909,213.182
2013-07-10,23.0,39.521,16.521,43.042,192.739,3.417,20.522,213.261
2013-07-11,22.729,36.666,13.938,41.312,190.609,3.208,18.0,208.609
2013-07-12,25.604,41.646,16.042,46.583,193.217,3.292,19.13,212.348
2013-07-13,19.521,33.625,14.104,46.979,192.435,3.208,18.478,210.913
2013-07-14,9.604,16.125,6.521,20.084,188.435,2.583,14.217,202.652
2013-07-15,12.066,19.413,7.348,15.98,191.609,2.13,10.348,201.957
2013-07-16,19.562,29.646,10.084,20.688,195.261,2.625,22.217,217.478
2013-07-17,16.438,21.438,5.0,29.646,190.478,3.125,17.217,207.696
2013-07-18,17.083,28.208,11.125,24.25,194.435,2.75,13.739,208.174
2013-07-19,20.084,32.625,12.542,15.605,194.435,2.667,14.478,208.913
2013-07-20,20.5,30.25,9.75,27.708,198.087,3.417,15.913,214.0
2013-07-21,10.458,12.917,2.458,32.375,193.652,3.958,29.696,223.348
2013-07-22,16.782,27.044,10.261,33.021,190.826,2.87,14.565,205.391
2013-07-23,18.475,36.34,17.865,21.625,185.952,2.048,13.048,199.0
2013-07-24,25.271,43.833,18.562,26.625,191.565,3.292,24.609,216.174
2013-07-25,25.062,32.562,7.5,41.062,193.913,4.333,23.174,217.087
2013-07-26,27.208,38.167,10.958,46.854,197.913,4.0,23.0,220.913
2013-07-27,20.521,30.854,10.333,46.979,200.913,4.125,18.391,219.304
2013-07-28,12.521,15.75,3.23,46.25,201.0,4.0,17.174,218.174
2013-07-29,20.239,22.63,2.391,41.375,198.652,3.7,18.87,217.522
2013-07-30,23.408,39.034,15.626,48.354,202.182,4.1,19.955,222.136
2013-07-31,24.248,36.919,12.672,47.375,201.87,4.125,19.0,220.87
2013-08-01,21.668,34.298,12.63,36.25,197.048,3.625,22.0,219.048
2013-08-02,19.774,32.88,13.105,27.562,200.0,3.261,15.826,215.826
2013-08-03,14.337,24.734,10.398,14.688,192.783,2.542,12.652,205.435
2013-08-04,13.454,17.919,4.466,24.104,194.478,3.625,22.261,216.739
2013-08-05,13.957,21.108,7.152,27.292,189.217,2.292,16.435,205.652
2013-08-06,16.842,23.84,6.998,23.084,190.13,2.583,19.739,209.87
2013-08-07,20.352,32.612,12.26,34.938,192.87,3.167,17.087,209.957
2013-08-08,24.264,41.233,16.968,48.125,197.826,3.833,23.087,220.913
2013-08-09,28.242,42.806,14.563,52.436,200.182,4.409,22.409,222.591
2013-08-10,23.952,33.758,9.805,61.667,201.13,4.333,19.435,220.565
2013-08-11,15.068,19.842,4.772,56.77,198.739,3.667,19.391,218.13
2013-08-12,20.562,30.204,9.642,44.625,200.174,3.391,15.13,215.304
2013-08-13,18.854,28.0,9.146,43.479,201.13,3.833,17.565,218.696
2013-08-14,12.084,14.125,2.042,47.062,200.565,3.583,17.391,217.957
2013-08-15,10.625,13.021,2.396,52.312,199.261,3.417,15.261,214.522
2013-08-16,12.042,15.562,3.52,48.188,193.957,3.417,19.217,213.174
2013-08-17,8.688,10.916,2.229,31.688,195.217,2.667,12.957,208.174
2013-08-18,7.833,9.854,2.021,25.646,194.304,2.875,12.522,206.826
2013-08-19,8.512,10.0,1.489,26.978,191.136,2.682,14.909,206.045
2013-08-20,12.15,16.98,4.83,21.938,187.81,2.375,18.143,205.952
2013-08-21,15.94,25.38,9.44,23.312,187.783,2.375,25.304,213.087
2013-08-22,19.862,31.593,11.732,32.396,191.261,3.042,26.391,217.652
2013-08-23,22.198,37.738,15.541,35.354,191.783,3.875,33.522,225.304
2013-08-24,15.203,25.632,10.43,17.896,192.0,2.833,15.826,207.826
2013-08-25,10.644,15.13,4.486,18.062,197.174,3.625,15.522,212.696
2013-08-26,22.57,37.128,14.558,23.604,205.318,4.818,23.909,229.227
2013-08-27,17.104,27.771,10.666,20.021,202.652,3.458,16.826,219.478
2013-08-28,21.375,33.458,12.084,19.0,203.217,3.542,19.391,222.609
2013-08-29,19.729,31.396,11.666,29.646,204.348,4.083,21.609,225.957
2013-08-30,26.0,34.646,8.646,41.666,204.0,4.75,28.522,232.522
2013-08-31,10.5,14.562,4.062,30.062,189.957,2.583,16.0,205.957
2013-09-01,13.375,18.417,5.042,19.062,204.13,3.917,16.391,220.522
2013-09-02,17.935,34.305,16.369,20.125,201.522,3.261,23.0,224.522
2013-09-03,10.73,22.042,11.312,15.125,190.565,1.917,18.478,209.043
2013-09-04,14.125,19.896,5.771,14.584,191.526,2.25,12.684,204.211
2013-09-05,22.354,38.312,15.958,11.166,192.5,3.0,15.643,208.143
2013-09-06,21.292,37.812,16.52,12.77,195.087,3.333,16.652,211.739
2013-09-07,18.896,34.854,15.958,21.0,202.565,3.833,20.217,222.783
2013-09-08,13.208,18.562,5.354,13.875,199.174,3.458,15.478,214.652
2013-09-09,18.659,31.182,12.523,16.392,197.0,3.273,18.864,215.864
2013-09-10,26.52,38.896,12.375,28.208,199.391,4.375,29.87,229.261
2013-09-11,25.854,36.125,10.27,32.062,200.864,4.333,26.0,226.864
2013-09-12,22.666,31.75,9.083,39.562,201.043,4.042,21.913,222.957
2013-09-13,29.875,44.854,14.979,60.0,207.0,5.167,34.609,241.609
2013-09-14,15.666,22.562,6.896,34.979,196.652,3.583,25.478,222.13
2013-09-15,7.02,10.688,3.666,24.125,189.609,2.0,12.696,202.304
2013-09-16,5.674,9.283,3.609,12.833,188.826,1.652,7.174,196.0
2013-09-17,19.196,30.108,10.913,18.292,197.571,2.913,16.095,213.667
2013-09-18,28.125,38.833,10.708,29.73,197.435,3.792,27.391,224.826
2013-09-19,28.438,37.292,8.854,34.083,198.478,4.375,25.783,224.261
2013-09-20,26.565,36.522,9.956,31.667,199.5,3.75,23.273,222.773
2013-09-21,19.27,27.438,8.166,27.792,196.478,3.458,21.826,218.304
2013-09-22,11.771,14.604,2.833,29.792,195.217,3.25,16.217,211.435
2013-09-23,16.37,20.913,4.544,33.812,195.087,4.043,33.13,228.217
2013-09-24,21.354,31.958,10.604,32.062,200.348,3.833,26.609,226.957
2013-09-25,22.938,34.208,11.27,27.521,197.87,3.167,18.783,216.652
2013-09-26,10.98,18.771,7.792,11.584,193.957,2.0,10.522,204.478
2013-09-27,20.438,33.104,12.666,18.458,196.696,3.0,16.391,213.087
2013-09-28,19.208,30.188,10.979,18.646,200.826,3.167,18.522,219.348
2013-09-29,13.0,16.084,3.084,18.666,196.348,2.917,15.522,211.87
2013-09-30,27.892,45.152,17.261,25.438,197.696,4.043,31.522,229.217
2013-10-01,27.98,42.729,14.75,27.438,195.174,3.708,31.696,226.87
2013-10-02,18.542,29.896,11.354,24.771,191.478,2.75,15.348,206.826
2013-10-03,19.229,30.938,11.708,24.479,192.478,2.833,12.348,204.826
2013-10-04,29.938,49.166,19.23,29.292,196.773,4.042,25.682,222.455
2013-10-05,27.23,38.083,10.855,35.5,196.545,4.75,25.409,221.955
2013-10-06,17.25,22.104,4.854,29.666,195.043,4.25,22.957,218.0
2013-10-07,23.587,42.761,19.174,21.792,193.696,3.87,26.913,220.609
2013-10-08,14.062,25.854,11.792,17.854,192.957,2.5,18.739,211.696
2013-10-09,15.145,22.98,7.833,21.0,188.304,2.583,18.696,207.0
2013-10-10,20.182,34.886,14.704,16.386,192.429,3.5,32.238,224.667
2013-10-11,7.062,8.188,1.125,17.104,187.227,1.625,11.136,198.364
2013-10-12,12.729,20.062,7.333,22.917,192.636,2.833,12.818,205.455
2013-10-13,7.73,10.125,2.396,14.958,194.727,2.708,17.091,211.818
2013-10-14,16.478,21.108,4.631,23.208,196.25,3.435,26.8,223.05
2013-10-15,21.417,37.042,15.625,24.875,193.158,3.708,25.0,218.158
2013-10-16,9.208,14.75,5.542,9.062,191.619,1.875,8.857,200.476
2013-10-17,18.583,33.084,14.5,13.916,194.609,3.125,12.522,207.13
2013-10-18,29.771,51.916,22.146,23.229,196.217,3.875,26.696,222.913
2013-10-19,21.334,33.958,12.625,24.729,195.087,4.458,22.565,217.652
2013-10-20,15.521,22.0,6.48,13.021,195.522,3.708,18.435,213.957
2013-10-21,19.522,39.934,20.413,13.52,194.304,3.478,16.87,211.174
2013-10-22,27.217,58.37,31.152,22.48,196.217,4.583,32.609,228.826
2013-10-23,28.396,55.625,27.229,25.521,197.435,4.542,34.0,231.435
2013-10-24,24.688,49.271,24.584,21.542,195.095,4.417,25.524,220.619
2013-10-25,20.521,47.208,26.688,14.979,191.696,3.708,18.261,209.957
2013-10-26,9.75,14.958,5.208,13.062,193.579,3.042,8.684,202.263
2013-10-27,9.062,12.708,3.646,16.146,195.957,3.208,10.739,206.696
2013-10-28,24.804,37.456,12.652,25.021,197.455,3.87,26.955,224.409
2013-10-29,26.458,50.688,24.229,28.854,197.636,4.917,26.227,223.864
2013-10-30,20.674,40.652,19.978,28.2,195.609,4.13,16.391,212.0
2013-10-31,28.312,44.146,15.833,35.438,199.696,5.25,18.957,218.652
2013-11-01,28.167,45.708,17.542,34.5,199.0,5.208,19.957,218.957
2013-11-02,31.875,54.75,22.875,49.792,201.13,6.917,28.87,230.0
2013-11-03,18.75,27.666,8.916,49.917,198.87,6.042,21.739,220.609
2013-11-04,13.826,20.391,6.565,27.312,198.391,4.783,12.043,210.435
2013-11-05,29.188,49.542,20.354,33.77,199.522,5.625,21.565,221.087
2013-11-06,28.688,57.625,28.938,34.625,198.391,5.708,23.304,221.696
2013-11-07,30.562,53.292,22.73,34.812,197.957,5.375,34.522,232.478
2013-11-08,25.635,45.451,19.817,28.7,199.087,4.667,20.696,219.783
2013-11-09,21.804,35.761,13.956,17.667,198.304,4.292,26.739,225.043
2013-11-10,18.396,31.042,12.646,23.083,199.0,4.913,20.783,219.783
2013-11-11,15.44,27.905,12.466,9.782,195.864,3.455,11.864,207.727
2013-11-12,23.583,51.104,27.52,12.652,195.652,3.542,22.391,218.043
2013-11-13,21.23,44.688,23.458,11.73,198.261,3.75,17.739,216.0
2013-11-14,26.084,53.896,27.812,21.5,200.0,5.417,31.522,231.522
2013-11-15,25.396,63.979,38.584,24.312,198.652,5.958,33.739,232.391
2013-11-16,21.708,44.729,23.021,27.354,198.783,5.167,20.696,219.478
2013-11-17,21.812,36.667,14.854,41.771,200.13,6.542,25.13,225.261
2013-11-18,20.196,49.065,28.87,26.812,201.13,4.667,30.391,231.522
2013-11-19,19.083,35.938,16.854,14.042,199.857,3.5,18.952,218.81
2013-11-20,19.47,32.161,12.691,20.834,197.087,4.208,21.826,218.913
2013-11-21,24.998,46.35,21.352,17.125,198.261,4.5,19.87,218.13
2013-11-22,24.75,69.188,44.438,16.958,200.739,5.167,25.87,226.609
2013-11-23,20.188,41.021,20.833,18.875,198.13,4.792,21.826,219.957
2013-11-24,19.375,31.875,12.5,32.354,197.696,5.417,22.087,219.783
2013-11-25,20.261,32.608,12.348,25.083,196.261,4.542,20.043,216.304
2013-11-26,19.979,35.292,15.312,17.958,197.0,3.583,12.957,209.957
2013-11-27,25.479,50.688,25.208,21.208,198.87,4.583,21.87,220.739
2013-11-28,19.826,36.826,17.0,18.208,197.952,4.0,19.714,217.667
2013-11-29,21.292,53.062,31.77,15.105,200.478,4.583,19.348,219.826
2013-11-30,21.854,41.458,19.604,16.646,197.304,4.625,18.478,215.783
2013-12-01,17.334,28.479,11.146,23.084,196.565,4.792,17.826,214.391
2013-12-02,26.218,59.326,33.108,29.688,196.522,5.043,24.261,220.783
2013-12-03,31.834,83.688,51.854,33.896,203.13,6.625,34.217,237.348
