date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,RAIN_sum,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,PM25_mean
2012-06-12,89.0,79.083,67.0,16.049,22.318,6.269,5.0,,21.4,19.421,17.2,12.458
2012-06-13,87.0,70.0,48.0,17.084,24.104,7.02,0.0,,25.9,21.092,17.4,9.833
2012-06-14,85.0,59.542,32.0,14.23,20.042,5.812,0.0,,31.5,23.917,17.2,16.167
2012-06-15,88.0,62.542,42.0,8.854,11.73,2.875,5.0,,28.2,22.975,19.0,18.583
2012-06-16,91.0,89.375,82.0,16.208,26.812,10.605,91.0,,24.4,21.471,18.9,7.667
2012-06-17,92.0,76.75,57.0,7.396,10.354,2.958,25.0,,27.1,23.675,20.9,7.458
2012-06-18,88.0,68.5,44.0,19.062,27.688,8.625,0.0,,29.5,24.312,19.7,18.583
2012-06-19,90.0,84.708,74.0,16.25,32.53,16.279,35.0,,24.1,22.733,21.5,13.417
2012-06-20,85.0,71.75,55.0,18.479,26.0,7.521,0.0,,26.9,23.362,20.5,9.042
2012-06-21,92.0,87.333,74.0,23.334,33.042,9.708,81.0,,20.1,18.967,18.1,12.25
2012-06-22,93.0,71.792,44.0,14.04,24.916,10.877,44.0,,25.8,20.733,17.4,7.261
2012-06-23,86.0,67.708,45.0,11.312,15.105,3.792,0.0,,26.4,20.729,16.0,11.125
2012-06-24,85.0,69.625,48.0,12.229,16.354,4.125,1.0,,27.8,22.1,18.1,17.958
2012-06-25,91.0,73.708,50.0,14.372,21.712,7.338,5.0,,28.4,22.542,18.2,16.043
2012-06-26,85.0,63.042,44.0,12.074,18.742,6.668,0.0,,28.7,23.008,19.1,15.708
2012-06-27,77.0,58.875,44.0,12.167,17.938,5.77,0.0,,26.5,22.371,17.4,15.542
2012-06-28,73.0,67.542,61.0,14.802,21.498,6.695,0.0,,24.5,22.292,20.7,14.708
2012-06-29,83.0,61.5,33.0,20.521,30.167,9.646,0.0,,31.6,24.725,18.3,17.0
2012-06-30,89.0,77.0,47.0,14.958,20.792,5.834,5.0,,29.3,24.083,21.4,16.542
2012-07-01,91.0,89.708,86.0,13.166,18.812,5.646,29.0,,25.3,22.988,22.2,9.333
2012-07-02,91.0,66.125,38.0,17.708,25.542,7.834,0.0,,31.7,25.808,21.1,14.25
2012-07-03,91.0,87.792,77.0,28.604,44.77,16.167,62.0,,23.6,22.392,20.9,14.833
2012-07-04,92.0,74.167,50.0,22.229,33.604,11.375,0.0,,29.8,24.629,20.4,15.833
2012-07-05,90.0,83.25,71.0,27.688,43.396,15.708,4.0,,25.1,23.646,22.7,17.913
2012-07-06,90.0,85.958,74.0,24.646,41.708,17.062,30.0,,27.8,24.833,23.0,19.708
2012-07-07,92.0,76.75,55.0,12.336,18.625,6.289,16.0,,27.1,23.129,20.7,9.958
2012-07-08,83.0,66.708,47.0,7.5,11.416,3.916,0.0,,29.1,23.225,18.6,11.792
2012-07-09,84.0,61.458,30.0,16.354,25.854,9.5,0.0,,33.4,25.342,18.9,15.87
2012-07-10,86.0,62.0,37.0,17.37,26.123,8.754,0.0,,32.0,26.429,21.4,17.708
2012-07-11,88.0,68.792,52.0,9.104,12.938,3.833,4.0,,29.8,26.092,21.9,13.833
2012-07-12,91.0,83.083,72.0,16.396,29.708,13.312,19.0,,27.6,25.8,24.0,11.875
2012-07-13,90.0,78.292,57.0,20.938,34.562,13.625,6.0,,31.0,26.958,24.6,20.583
2012-07-14,90.0,73.708,48.0,19.708,28.188,8.479,0.0,,32.5,27.042,23.4,16.708
2012-07-15,85.0,66.333,45.0,10.084,16.583,6.5,0.0,,34.1,29.2,25.0,10.542
2012-07-16,81.0,60.167,43.0,7.662,13.754,6.092,0.0,,34.6,30.004,25.7,8.125
2012-07-17,81.0,57.583,32.0,11.542,21.396,9.855,0.0,,36.7,30.204,25.5,9.667
2012-07-18,78.0,55.167,38.0,13.666,26.916,13.25,0.0,,35.1,29.975,25.0,10.083
2012-07-19,71.0,60.667,46.0,14.375,28.375,14.0,0.0,,33.8,29.7,27.0,10.125
2012-07-20,89.0,79.0,64.0,21.958,44.396,22.438,6.0,,29.9,26.804,24.5,11.417
2012-07-21,89.0,84.375,58.0,10.292,14.896,4.604,12.0,,30.6,24.788,22.7,9.833
2012-07-22,90.0,76.875,49.0,6.708,9.0,2.292,28.0,,32.2,25.396,21.7,12.25
2012-07-23,91.0,74.583,44.0,18.0,30.02,12.02,1.0,,32.8,26.158,22.3,16.957
2012-07-24,86.0,71.25,46.0,19.894,28.698,8.804,0.0,,33.8,27.496,23.8,20.5
2012-07-25,87.0,71.542,46.0,19.618,31.155,11.538,3.0,,34.7,28.608,24.7,26.75
2012-07-26,84.0,63.375,40.0,20.979,29.292,8.312,0.0,,36.7,30.317,26.1,29.75
2012-07-27,81.0,57.583,36.0,22.166,28.796,6.629,0.0,,37.2,31.092,25.8,27.917
2012-07-28,73.0,57.667,34.0,16.438,20.958,4.521,0.0,,37.0,31.054,26.5,32.292
2012-07-29,82.0,62.375,36.0,10.708,13.25,2.542,0.0,,36.5,30.521,26.0,41.417
2012-07-30,78.0,58.75,30.0,12.479,18.021,5.542,0.0,,36.9,30.908,27.3,23.833
2012-07-31,80.0,52.667,19.0,6.815,10.72,3.905,0.0,,36.5,30.117,24.8,10.348
2012-08-01,67.0,58.417,44.0,4.896,9.188,4.292,0.0,,34.4,29.821,27.1,9.542
2012-08-02,73.0,54.208,31.0,7.292,12.812,5.521,0.0,,37.5,31.071,26.1,8.375
2012-08-03,67.0,50.458,29.0,5.538,8.166,2.628,0.0,,36.7,30.771,26.7,9.458
2012-08-04,73.0,58.0,41.0,5.354,8.75,3.396,0.0,,34.1,29.579,25.8,9.208
2012-08-05,73.0,62.083,50.0,2.917,5.104,2.188,0.0,,32.9,29.362,26.5,7.083
2012-08-06,81.0,65.667,37.0,14.916,25.021,10.105,0.0,,36.4,29.225,25.9,8.5
2012-08-07,83.0,60.125,41.0,14.055,26.958,12.902,0.0,,35.0,29.042,25.2,10.458
2012-08-08,80.0,55.792,28.0,12.605,20.979,8.375,0.0,,34.3,27.338,22.7,10.292
2012-08-09,81.0,54.125,26.0,14.229,18.75,4.521,0.0,,35.6,27.621,20.8,12.458
2012-08-10,74.0,55.75,31.0,16.521,24.292,7.771,0.0,,35.5,29.329,23.9,19.0
2012-08-11,83.0,72.333,52.0,12.646,17.021,4.375,0.0,,32.3,27.725,24.9,16.917
2012-08-12,85.0,65.375,37.0,7.862,10.658,2.796,0.0,,35.4,28.875,24.1,11.458
2012-08-13,90.0,73.5,52.0,9.25,14.062,4.812,82.0,,32.7,28.304,24.9,18.435
2012-08-14,91.0,83.375,66.0,9.968,13.696,3.728,228.0,,29.4,26.171,23.2,10.375
2012-08-15,87.0,72.542,55.0,8.084,14.104,6.021,0.0,,32.0,27.962,25.5,9.792
2012-08-16,86.0,61.542,34.0,9.208,20.042,10.834,0.0,,35.1,29.121,23.7,6.958
2012-08-17,90.0,67.542,36.0,11.646,19.771,8.125,31.0,,36.3,29.142,24.9,9.583
2012-08-18,90.0,80.375,42.0,11.646,16.188,4.542,36.0,,35.8,26.204,22.4,12.708
2012-08-19,91.0,68.375,43.0,6.75,9.916,3.166,0.0,,34.2,27.654,22.5,7.417
2012-08-20,81.0,57.542,32.0,7.98,14.812,6.833,0.0,,36.0,29.004,23.8,8.375
2012-08-21,80.0,66.458,48.0,12.832,21.483,8.652,0.0,,32.6,27.958,24.1,8.25
2012-08-22,85.0,62.417,41.0,8.792,16.98,8.188,0.0,,34.8,29.404,24.5,7.208
2012-08-23,90.0,69.0,42.0,10.479,19.271,8.792,16.0,,34.7,28.45,24.9,7.5
2012-08-24,91.0,76.958,56.0,11.229,21.521,10.292,1.0,,31.4,26.55,23.2,7.792
2012-08-25,86.0,63.292,37.0,6.979,13.438,6.458,0.0,,35.1,28.396,22.8,8.875
2012-08-26,81.0,60.167,37.0,4.854,8.354,3.5,0.0,,35.2,28.817,23.9,10.833
2012-08-27,79.0,59.167,40.0,6.125,12.875,6.75,0.0,,35.1,29.15,24.6,7.545
2012-08-28,77.0,61.0,41.0,5.5,9.646,4.146,0.0,,34.8,28.562,24.8,7.542
2012-08-29,89.0,77.208,58.0,14.562,27.854,13.292,8.0,,29.7,26.471,25.3,7.917
2012-08-30,89.0,71.625,46.0,13.238,24.513,11.274,0.0,,33.9,28.625,25.5,9.5
2012-08-31,84.0,65.25,35.0,9.458,18.646,9.188,0.0,,35.0,28.308,24.0,9.667
2012-09-01,88.0,64.542,38.0,7.625,12.062,4.438,1.0,,34.7,28.362,24.0,9.0
2012-09-02,81.0,70.0,47.0,6.0,8.688,2.688,8.0,,32.4,25.979,23.5,8.75
2012-09-03,90.0,76.5,54.0,14.478,26.174,11.696,73.0,,31.3,24.9,21.7,6.565
2012-09-04,91.0,79.375,52.0,24.048,38.572,14.524,0.0,,31.0,25.462,21.9,17.292
2012-09-05,87.0,67.167,38.0,17.062,30.521,13.458,2.0,,33.8,27.788,23.2,14.75
2012-09-06,90.0,78.125,55.0,16.333,28.229,11.896,15.0,,31.4,25.746,22.1,13.208
2012-09-07,91.0,72.333,40.0,13.395,22.125,8.729,0.0,,33.5,26.525,21.9,15.0
2012-09-08,84.0,73.583,54.0,6.352,9.116,2.764,2.0,,29.7,26.188,23.8,10.375
2012-09-09,91.0,74.083,42.0,6.375,11.605,5.23,24.0,,33.5,26.162,23.1,6.0
2012-09-10,91.0,78.458,46.0,12.688,24.896,12.208,1.0,,31.3,25.442,22.7,6.792
2012-09-11,89.0,74.167,52.0,15.312,30.188,14.875,1.0,,29.7,25.15,22.3,6.0
2012-09-12,87.0,63.417,31.0,16.875,25.77,8.896,0.0,,32.8,25.746,20.4,9.75
2012-09-13,83.0,63.125,40.0,17.062,27.167,10.104,0.0,,33.4,27.175,21.7,16.75
2012-09-14,86.0,75.333,48.0,14.792,30.125,15.334,1.0,,31.9,25.871,23.5,18.25
2012-09-15,86.0,67.75,40.0,10.021,16.604,6.583,0.0,,33.3,26.867,22.7,10.5
2012-09-16,83.0,66.375,47.0,5.584,8.854,3.271,0.0,,33.1,27.654,24.1,7.5
2012-09-17,86.0,63.833,40.0,2.703,5.013,2.31,2.0,,33.8,28.442,24.9,6.25
2012-09-18,91.0,88.958,86.0,11.062,20.25,9.188,19.0,,25.5,24.467,23.7,3.87
2012-09-19,91.0,65.167,32.0,16.032,27.754,11.722,0.0,,31.4,26.171,23.0,15.75
2012-09-20,82.0,62.25,37.0,19.354,26.188,6.833,0.0,,29.0,24.529,21.5,23.625
2012-09-21,87.0,63.25,34.0,16.02,23.23,7.208,0.0,,30.1,23.929,19.8,19.833
2012-09-22,88.0,64.167,36.0,10.125,13.355,3.23,3.0,,29.3,23.917,19.9,19.667
2012-09-23,91.0,84.625,75.0,10.958,14.917,3.958,21.0,,22.1,19.5,17.5,15.042
2012-09-24,86.0,69.25,49.0,16.417,26.416,10.0,0.0,,26.5,21.65,18.0,9.0
2012-09-25,88.0,62.625,32.0,15.375,29.188,13.812,0.0,,30.3,22.667,17.3,9.625
2012-09-26,86.0,61.333,27.0,13.972,24.845,10.873,0.0,,30.3,22.696,17.1,10.417
2012-09-27,83.0,59.458,32.0,15.166,25.312,10.146,0.0,,30.4,22.962,17.6,10.75
2012-09-28,86.0,62.75,32.0,22.438,35.354,12.916,0.0,,31.2,22.892,16.5,15.292
2012-09-29,88.0,73.542,48.0,21.27,28.125,6.854,2.0,,27.1,22.375,19.3,28.125
2012-09-30,90.0,87.292,81.0,9.375,12.521,3.146,81.0,,21.8,20.129,18.5,15.458
2012-10-01,92.0,77.208,62.0,16.416,35.916,19.5,0.0,,23.8,20.367,18.4,6.375
2012-10-02,86.0,64.75,42.0,13.237,22.165,8.927,0.0,,26.9,21.308,17.0,8.0
2012-10-03,85.0,64.625,35.0,13.271,20.354,7.084,0.0,,29.4,22.296,17.8,9.875
2012-10-04,90.0,78.25,67.0,15.875,28.834,12.958,2.0,,22.8,20.308,18.3,10.167
2012-10-05,87.0,64.5,40.0,16.171,26.208,10.036,0.0,,26.5,20.233,15.8,11.167
2012-10-06,88.0,72.5,53.0,16.708,27.604,10.895,1.0,,24.5,19.883,16.4,16.542
2012-10-07,89.0,67.5,44.0,7.292,10.812,3.521,1.0,,25.2,19.517,16.1,11.792
2012-10-08,86.0,63.708,41.0,10.48,16.834,6.354,0.0,,25.1,18.983,13.5,10.083
2012-10-09,79.0,60.833,34.0,16.166,25.229,9.062,0.0,,27.4,20.329,15.9,15.708
2012-10-10,86.0,67.75,46.0,13.312,21.958,8.646,1.0,,25.8,19.971,15.2,21.095
2012-10-11,90.0,71.542,48.0,16.542,26.02,9.479,2.0,,25.0,19.946,17.2,18.458
2012-10-12,84.0,63.375,40.0,13.688,21.688,8.0,0.0,,22.9,17.225,12.5,12.75
2012-10-13,86.0,62.542,34.0,13.688,22.104,8.417,0.0,,24.6,16.592,9.8,12.125
2012-10-14,88.0,70.958,45.0,12.93,17.275,4.345,1.0,,21.6,17.442,14.0,25.042
2012-10-15,91.0,67.583,33.0,16.125,29.438,13.312,0.0,,26.8,18.396,12.1,24.5
2012-10-16,85.0,63.708,36.0,15.839,25.68,9.842,0.0,,27.1,19.312,12.8,24.625
2012-10-17,91.0,80.167,58.0,19.542,30.75,11.208,36.0,,20.3,18.471,16.8,12.083
2012-10-18,89.0,79.208,59.0,17.271,29.083,11.812,4.0,,17.1,16.325,15.3,10.667
2012-10-19,79.0,52.708,31.0,13.521,25.271,11.75,0.0,,22.7,16.688,11.5,8.25
2012-10-20,89.0,63.667,28.0,18.479,28.333,9.854,0.0,,23.7,15.879,9.5,13.75
2012-10-21,88.0,66.792,31.0,13.334,19.229,5.896,0.0,,25.9,17.388,11.6,22.5
2012-10-22,90.0,62.875,25.0,14.895,24.312,9.417,0.0,,26.7,18.862,11.9,26.609
2012-10-23,91.0,84.292,75.0,19.418,32.152,12.733,25.0,,17.8,14.621,11.3,13.542
2012-10-24,83.0,60.375,30.0,19.021,35.875,16.854,0.0,,20.7,13.55,9.0,12.167
2012-10-25,82.0,63.75,30.0,22.062,35.312,13.25,0.0,,22.1,14.275,9.8,14.792
2012-10-26,90.0,68.25,38.0,19.896,34.625,14.73,0.0,,23.6,15.142,8.6,22.083
2012-10-27,90.0,68.667,45.0,12.48,22.188,9.708,0.0,,24.2,17.283,10.9,26.0
2012-10-28,91.0,84.125,59.0,12.562,19.625,7.062,16.0,,18.7,16.983,14.5,12.542
2012-10-29,88.0,68.458,43.0,14.958,27.416,12.458,0.0,,21.5,15.142,10.5,10.913
2012-10-30,89.0,71.208,44.0,19.494,41.562,22.067,0.0,,19.3,13.108,8.0,14.542
2012-10-31,79.0,64.5,39.0,17.458,27.23,9.771,0.0,,19.6,13.95,11.2,13.125
2012-11-01,92.0,60.5,32.0,16.784,30.832,14.048,2.0,,17.7,12.817,9.8,16.667
2012-11-02,74.0,58.875,43.0,13.938,25.229,11.292,0.0,,16.1,11.729,8.6,11.458
2012-11-03,73.0,54.042,36.0,10.792,17.98,7.188,0.0,,16.6,12.321,8.6,15.458
2012-11-04,85.0,67.458,44.0,11.646,16.042,4.396,0.0,,17.1,11.458,6.4,18.583
2012-11-05,80.0,71.333,58.0,24.166,39.667,15.5,0.0,,17.8,14.175,10.4,16.208
2012-11-06,91.0,69.667,43.0,29.375,51.812,22.438,8.0,,19.4,15.692,11.2,22.375
2012-11-07,71.0,52.917,32.0,24.729,41.5,16.77,0.0,,19.4,13.767,9.6,22.792
2012-11-08,72.0,54.917,34.0,24.604,36.125,11.52,0.0,,19.5,14.396,11.0,28.458
2012-11-09,83.0,70.167,52.0,22.229,42.208,19.979,0.0,,17.3,12.733,10.4,28.5
2012-11-10,84.0,66.167,52.0,18.034,31.494,13.46,0.0,,16.9,12.171,9.3,17.5
2012-11-11,92.0,86.917,75.0,14.479,20.0,5.521,31.0,,14.4,12.742,9.6,4.958
2012-11-12,92.0,57.667,30.0,19.604,35.604,16.0,0.0,,18.0,13.854,9.1,19.0
2012-11-13,87.0,71.625,41.0,24.354,50.042,25.688,5.0,,17.0,11.096,7.7,21.375
2012-11-14,89.0,58.625,31.0,17.631,33.131,15.5,0.0,,13.7,9.692,6.7,11.458
2012-11-15,91.0,68.917,50.0,17.208,35.375,18.167,3.0,,11.9,8.217,6.3,5.25
2012-11-16,93.0,77.25,41.0,22.52,48.208,25.688,1.0,,16.5,9.467,5.0,10.375
2012-11-17,92.0,87.917,80.0,22.834,47.5,24.667,41.0,,12.2,10.625,8.7,8.167
2012-11-18,89.0,71.708,39.0,8.646,13.916,5.271,1.0,,15.4,11.017,8.6,10.417
2012-11-19,91.0,70.208,39.0,23.309,41.433,18.124,0.0,,16.3,10.158,4.9,15.708
2012-11-20,80.0,65.833,46.0,20.25,46.292,26.042,0.0,,15.0,11.262,9.8,15.583
2012-11-21,87.0,65.333,37.0,19.73,38.042,18.312,0.0,,15.2,10.175,7.3,11.417
2012-11-22,79.0,70.042,50.0,26.75,49.021,22.27,0.0,,16.1,10.75,8.1,17.333
2012-11-23,91.0,86.042,77.0,19.958,37.854,17.896,12.0,,11.6,10.562,9.7,16.083
2012-11-24,81.0,63.958,49.0,15.312,29.292,13.979,0.0,,11.5,8.821,4.8,7.417
2012-11-25,89.0,63.792,29.0,15.0,23.334,8.334,0.0,,15.7,7.729,2.0,8.667
2012-11-26,92.0,86.708,65.0,22.354,45.458,23.104,41.0,,11.7,9.633,7.8,8.348
2012-11-27,85.0,70.917,45.0,15.466,32.072,16.606,0.0,,11.3,7.05,3.9,7.833
2012-11-28,91.0,75.625,47.0,24.299,57.878,33.58,0.0,,11.4,6.296,1.3,13.583
2012-11-29,91.0,80.583,60.0,27.375,71.416,44.042,0.0,,13.3,8.3,3.7,27.708
2012-11-30,92.0,76.5,58.0,18.021,49.667,31.646,0.0,,13.2,8.833,5.4,19.875
2012-12-01,85.0,72.875,56.0,14.896,29.104,14.208,0.0,,9.7,6.583,4.2,6.292
2012-12-02,90.0,73.333,48.0,12.771,21.646,8.875,1.0,,8.4,5.388,2.9,7.708
2012-12-03,93.0,76.75,48.0,25.438,59.916,34.479,0.0,,13.9,6.471,0.3,17.083
2012-12-04,92.0,69.042,47.0,21.188,41.896,20.708,7.0,,10.3,7.292,2.9,13.125
2012-12-05,70.0,54.25,37.0,23.834,43.396,19.562,1.0,,8.7,5.312,2.2,12.708
2012-12-06,73.0,47.875,25.0,15.792,32.042,16.25,1.0,,9.4,6.246,1.2,10.375
2012-12-07,67.0,51.417,32.0,27.326,44.625,17.3,0.0,,9.3,4.333,0.1,13.667
2012-12-08,84.0,59.958,33.0,21.104,38.229,17.125,1.0,,9.0,4.533,0.8,14.917
2012-12-09,67.0,46.5,24.0,11.333,17.917,6.583,0.0,,7.5,3.225,0.3,9.833
2012-12-10,73.0,60.667,44.0,14.834,28.834,14.0,0.0,,6.9,2.567,-0.5,4.5
2012-12-11,79.0,63.583,36.0,21.11,51.392,30.282,0.0,,9.2,3.629,0.0,6.792
2012-12-12,87.0,69.917,42.0,21.125,54.833,33.708,0.0,,9.8,3.708,0.1,8.917
2012-12-13,88.0,68.75,33.0,27.31,66.024,38.712,0.0,,12.0,4.3,-0.1,15.292
2012-12-14,89.0,72.5,43.0,31.646,66.166,34.52,4.0,,12.4,5.475,-1.0,24.25
2012-12-15,92.0,89.0,80.0,30.25,60.125,29.875,16.0,,12.9,9.971,6.7,15.917
2012-12-16,92.0,69.125,40.0,11.264,16.86,5.597,0.0,,14.7,10.046,5.1,10.667
2012-12-17,89.0,79.0,54.0,29.417,58.25,28.833,1.0,,12.2,7.75,3.7,18.542
2012-12-18,89.0,74.333,59.0,20.25,54.292,34.042,1.0,,11.3,7.142,4.3,13.542
2012-12-19,84.0,71.167,55.0,17.688,34.354,16.666,0.0,,6.3,3.417,0.6,2.833
2012-12-20,90.0,66.583,39.0,29.917,68.0,38.084,0.0,,10.0,3.979,-1.1,14.167
2012-12-21,91.0,72.292,54.0,31.396,60.48,29.084,12.0,,8.0,5.092,1.4,13.917
2012-12-22,92.0,82.75,66.0,20.729,38.27,17.542,17.0,,11.6,7.2,4.8,9.708
2012-12-23,84.0,62.458,46.0,12.625,19.875,7.25,0.0,,9.6,5.308,1.0,16.917
2012-12-24,78.0,58.375,49.0,13.812,25.062,11.25,0.0,,4.6,1.708,-0.5,8.958
2012-12-25,70.0,59.958,51.0,28.504,52.228,23.723,0.0,,6.7,2.833,-1.6,14.087
2012-12-26,75.0,61.625,48.0,15.395,31.259,15.864,0.0,,6.6,2.917,-0.4,8.833
2012-12-27,82.0,67.792,42.0,25.667,44.104,18.438,0.0,,6.8,1.412,-1.7,12.625
2012-12-28,91.0,85.083,74.0,29.666,71.292,41.625,7.0,,5.9,2.592,-1.7,16.083
2012-12-29,92.0,77.583,46.0,21.834,38.084,16.25,0.0,,14.8,8.675,5.6,9.5
2012-12-30,93.0,87.583,71.0,15.625,26.146,10.521,34.0,,10.0,8.75,6.9,6.333
2012-12-31,85.0,53.542,31.0,7.708,12.688,4.979,0.0,,6.2,3.7,0.4,8.375
2013-01-01,83.0,57.542,32.0,15.062,23.146,8.084,0.0,,12.0,7.804,3.9,28.0
2013-01-02,83.0,62.542,47.0,9.708,14.166,4.458,0.0,,10.0,6.083,2.4,15.667
2013-01-03,90.0,69.25,38.0,16.375,24.042,7.666,0.0,,12.4,5.162,-0.1,10.833
2013-01-04,86.0,70.583,55.0,13.521,23.75,10.23,0.0,,8.9,4.225,1.6,13.0
2013-01-05,80.0,66.167,46.0,11.646,18.25,6.604,0.0,,6.4,2.462,-0.6,7.292
2013-01-06,85.0,69.792,43.0,19.938,41.125,21.188,0.0,,8.3,2.708,-1.1,7.917
2013-01-07,90.0,65.625,33.0,27.453,63.646,36.193,0.0,,11.1,3.933,-2.2,15.348
2013-01-08,93.0,85.25,64.0,34.104,74.834,40.729,39.0,,6.8,5.792,4.6,15.75
2013-01-09,91.0,75.083,60.0,12.784,26.578,13.794,1.0,,9.4,5.158,0.2,4.0
2013-01-10,87.0,60.75,35.0,13.333,30.25,16.917,0.0,,6.4,2.096,-1.4,4.667
2013-01-11,80.0,59.5,35.0,17.084,33.146,16.062,0.0,,9.8,3.358,-0.4,14.375
2013-01-12,89.0,65.917,42.0,17.562,32.604,15.042,0.0,,7.9,3.142,-1.6,25.458
2013-01-13,71.0,61.042,42.0,10.521,17.75,7.229,0.0,,7.5,3.258,-0.3,13.958
2013-01-14,84.0,64.958,37.0,22.979,48.083,25.104,0.0,,8.1,1.725,-2.4,9.417
2013-01-15,83.0,62.583,33.0,24.771,55.438,30.666,0.0,,11.0,3.646,-1.2,10.958
2013-01-16,86.0,65.083,43.0,23.968,54.294,30.326,0.0,,8.8,3.946,-1.0,11.333
2013-01-17,79.0,65.75,48.0,25.646,57.146,31.5,0.0,,8.1,3.975,1.0,12.167
2013-01-18,84.0,68.75,43.0,22.333,43.312,20.979,0.0,,7.7,3.075,-1.2,25.708
2013-01-19,77.0,60.167,40.0,7.646,13.938,6.292,0.0,,5.7,2.067,-0.2,6.417
2013-01-20,91.0,68.583,41.0,31.083,62.5,31.416,3.0,,6.9,2.7,-2.9,18.958
2013-01-21,91.0,74.667,45.0,28.577,66.598,38.022,0.0,,9.4,4.25,1.2,23.958
2013-01-22,80.0,64.625,40.0,19.166,37.48,18.312,0.0,,7.4,3.154,0.0,14.083
2013-01-23,85.0,68.708,49.0,29.25,58.958,29.708,0.0,,9.0,3.162,-0.6,17.625
2013-01-24,89.0,64.333,27.0,31.812,68.312,36.5,0.0,,12.9,4.358,-2.5,20.375
2013-01-25,90.0,67.833,42.0,38.56,79.211,40.652,3.0,,13.7,7.817,1.3,33.875
2013-01-26,91.0,73.167,52.0,14.958,22.396,7.438,1.0,,9.4,6.483,1.9,16.792
2013-01-27,76.0,53.375,32.0,19.562,34.316,14.754,1.0,,9.1,3.546,-0.2,10.542
2013-01-28,87.0,67.625,45.0,32.98,65.854,32.875,0.0,,11.2,4.812,-2.2,19.478
2013-01-29,84.0,60.5,29.0,29.542,60.396,30.854,0.0,,13.4,7.1,3.3,22.375
2013-01-30,92.0,86.667,73.0,40.583,98.562,57.98,14.0,,9.1,6.004,2.7,25.182
2013-01-31,92.0,65.667,31.0,26.042,55.188,29.146,0.0,,14.4,8.683,3.0,23.333
2013-02-01,89.0,69.208,40.0,28.854,46.084,17.229,0.0,,15.5,7.462,0.4,20.458
2013-02-02,92.0,83.708,67.0,25.166,35.875,10.708,5.0,,16.0,10.412,8.0,25.25
2013-02-03,93.0,83.292,71.0,22.855,45.228,22.373,0.0,,15.2,10.738,7.5,21.375
2013-02-04,79.0,63.75,46.0,11.382,24.422,13.04,0.0,,8.4,4.733,0.4,3.042
2013-02-05,75.0,63.375,41.0,11.438,24.958,13.521,0.0,,5.7,1.354,-1.1,4.5
2013-02-06,86.0,63.792,50.0,17.208,32.292,15.084,0.0,,3.6,1.146,-0.9,6.5
2013-02-07,90.0,52.792,31.0,17.438,33.792,16.354,0.0,,8.1,2.708,-1.1,7.0
2013-02-08,92.0,88.708,81.0,17.896,31.084,13.188,14.0,,3.6,2.029,0.4,4.917
2013-02-09,87.0,72.042,47.0,8.604,13.771,5.166,7.0,,9.9,4.275,1.3,3.958
2013-02-10,89.0,71.25,46.0,17.583,35.875,18.292,0.0,,6.7,2.438,0.1,10.0
2013-02-11,69.0,52.375,39.0,8.896,15.584,6.688,0.0,,6.4,2.1,-0.5,5.375
2013-02-12,80.0,64.833,38.0,19.448,38.402,18.954,0.0,,9.7,2.912,-2.2,6.87
2013-02-13,83.0,63.875,42.0,18.0,35.5,17.5,0.0,,8.3,3.825,1.6,5.875
2013-02-14,92.0,86.333,61.0,29.0,49.771,20.771,6.0,,2.8,1.283,0.4,8.667
2013-02-15,93.0,82.5,67.0,17.875,33.02,15.146,34.0,,6.4,3.746,0.6,5.458
2013-02-16,85.0,61.125,32.0,10.438,16.188,5.75,1.0,,10.6,4.938,1.7,23.0
2013-02-17,87.0,66.708,43.0,23.146,50.896,27.75,0.0,,9.7,3.762,-1.2,27.542
2013-02-18,61.0,51.875,40.0,10.663,19.864,9.201,0.0,,5.2,3.121,1.9,12.167
2013-02-19,58.0,49.208,36.0,11.334,21.75,10.416,0.0,,7.9,3.696,1.6,9.708
2013-02-20,81.0,58.417,35.0,17.521,33.708,16.188,0.0,,9.6,3.433,-1.2,14.75
2013-02-21,83.0,64.333,41.0,21.694,44.37,22.676,0.0,,8.5,2.704,-1.4,17.042
2013-02-22,78.0,60.333,37.0,20.542,34.062,13.521,0.0,,7.6,3.067,-0.1,13.917
2013-02-23,82.0,55.75,24.0,16.521,26.812,10.292,0.0,,11.6,3.8,-0.9,14.167
2013-02-24,82.0,55.417,28.0,21.833,34.688,12.855,0.0,,12.9,4.625,-1.8,18.0
2013-02-25,79.0,56.75,29.0,30.167,61.812,31.646,0.0,,15.0,6.579,0.2,48.174
2013-02-26,86.0,61.042,31.0,25.917,32.375,6.458,0.0,,14.7,8.2,0.5,57.25
2013-02-27,93.0,88.333,71.0,25.083,28.875,3.792,14.0,,12.6,10.904,9.0,24.958
2013-02-28,92.0,70.0,47.0,9.792,11.542,1.75,0.0,,14.7,11.396,7.7,23.083
2013-03-01,91.0,77.375,59.0,14.792,16.5,1.708,6.0,,11.3,8.779,6.9,30.375
2013-03-02,91.0,77.25,55.0,6.043,6.696,0.652,5.0,,12.6,8.113,5.7,9.792
2013-03-03,80.0,58.042,30.0,7.583,8.583,1.0,0.0,,10.6,5.829,0.8,6.458
2013-03-04,87.0,63.714,27.0,24.643,34.357,9.714,0.0,,13.7,3.179,-2.4,11.5
2013-03-05,,,,,,,,,,,,12.0
2013-03-06,,,,,,,,,,,,10.333
