date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SPM_mean,THC_mean,SO2_mean
2014-12-29,194.348,7.609,9.865,11.518,1.653,14.979,201.957,0.652
2014-12-30,199.957,12.522,10.25,13.479,3.23,31.562,212.478,1.25
2014-12-31,198.739,11.217,9.146,11.146,2.0,32.5,209.957,1.25
2015-01-01,200.304,10.783,6.479,7.438,0.958,10.722,211.087,0.5
2015-01-02,204.739,15.652,9.625,12.375,2.75,17.49,220.391,0.667
2015-01-03,207.783,21.913,11.333,15.542,4.208,22.602,229.696,0.542
2015-01-04,205.435,18.435,11.648,16.748,5.1,29.376,223.87,0.826
2015-01-05,202.957,14.435,12.75,17.5,4.75,33.051,217.391,1.083
2015-01-06,198.565,22.13,16.062,23.062,7.0,14.458,220.696,0.792
2015-01-07,196.217,6.739,9.375,10.062,0.688,9.592,202.957,0.958
2015-01-08,198.429,13.714,15.37,23.478,8.109,15.929,212.143,0.652
2015-01-09,197.217,14.609,10.646,13.75,3.104,8.612,211.826,0.625
2015-01-10,200.217,12.478,8.896,12.73,3.834,13.677,212.696,0.583
2015-01-11,196.565,9.913,9.994,14.663,4.669,13.2,206.478,0.609
2015-01-12,199.217,13.696,13.5,23.312,9.812,12.004,212.913,0.583
2015-01-13,200.87,19.13,17.666,31.896,14.229,10.61,220.0,0.5
2015-01-14,197.8,12.35,12.021,21.938,9.916,9.212,210.15,0.625
2015-01-15,,,11.521,13.854,2.334,10.784,,0.667
2015-01-16,,,13.104,22.958,9.854,11.196,,0.667
2015-01-17,,,12.75,17.708,4.958,12.268,,0.458
2015-01-18,,,12.772,15.878,3.106,6.973,,0.609
2015-01-19,197.5,3.7,6.208,7.271,1.062,7.922,201.2,0.792
2015-01-20,196.87,6.0,10.688,12.792,2.104,6.68,202.87,0.375
2015-01-21,198.227,11.636,16.761,26.87,10.108,10.72,209.864,0.391
2015-01-22,196.87,6.652,11.584,16.98,5.396,6.655,203.522,0.792
2015-01-23,197.455,11.727,15.625,21.75,6.125,9.672,209.182,0.5
2015-01-24,197.522,2.13,3.938,4.5,0.562,9.925,199.652,1.125
2015-01-25,197.957,6.957,11.47,14.612,3.142,11.75,204.913,0.955
2015-01-26,199.909,15.818,18.532,30.133,11.6,17.643,215.727,0.667
2015-01-27,203.565,23.435,23.062,40.958,17.896,22.438,227.0,0.667
2015-01-28,202.043,18.739,20.542,35.354,14.812,27.75,220.783,0.833
2015-01-29,200.261,20.696,28.958,41.667,12.708,23.604,220.957,0.917
2015-01-30,198.783,12.261,16.312,19.646,3.334,8.084,211.043,0.875
2015-01-31,198.696,7.261,7.73,8.292,0.562,15.605,205.957,0.875
2015-02-01,203.87,19.522,21.782,27.245,5.464,27.729,223.391,1.391
2015-02-02,196.652,4.913,8.5,10.958,2.458,7.771,201.565,0.667
2015-02-03,196.174,11.913,10.916,15.542,4.625,9.25,208.087,0.708
2015-02-04,197.783,11.783,16.834,27.084,10.25,14.062,209.565,0.708
2015-02-05,200.522,15.957,16.25,28.354,12.104,18.27,216.478,0.667
2015-02-06,201.739,13.478,14.625,24.375,9.75,16.646,215.217,0.542
2015-02-07,199.261,5.826,6.354,7.083,0.729,7.708,205.087,0.583
2015-02-08,200.864,15.364,18.822,30.687,11.866,13.509,216.227,0.864
2015-02-09,200.435,9.652,14.688,20.25,5.562,18.938,210.087,1.083
2015-02-10,198.826,4.87,9.125,11.125,2.0,11.042,203.696,0.625
2015-02-11,199.391,12.696,14.292,20.042,5.75,17.396,212.087,0.958
2015-02-12,204.826,34.609,32.166,53.646,21.48,29.625,239.435,1.292
2015-02-13,206.304,40.522,26.938,57.146,30.208,35.354,246.826,1.25
2015-02-14,192.391,7.435,6.729,7.521,0.792,13.812,199.826,1.25
2015-02-15,199.391,4.391,6.13,6.991,0.86,7.5,203.783,1.0
2015-02-16,199.13,9.087,15.188,20.708,5.521,11.938,208.217,0.708
2015-02-17,199.565,9.043,13.166,18.854,5.688,13.188,208.609,1.042
2015-02-18,200.522,15.913,21.229,33.27,12.042,14.729,216.435,0.792
2015-02-19,200.261,20.087,23.166,35.666,12.5,20.062,220.348,1.792
2015-02-20,198.13,18.391,24.354,32.542,8.188,19.916,216.522,1.042
2015-02-21,196.261,3.348,3.812,4.084,0.271,14.479,199.609,0.875
2015-02-22,197.304,10.391,16.11,21.218,5.107,14.271,207.696,0.739
2015-02-23,198.652,14.522,15.916,27.833,11.916,16.98,213.174,1.125
2015-02-24,197.0,8.304,6.48,7.521,1.042,15.188,205.304,1.0
2015-02-25,195.909,9.773,9.282,12.348,3.065,7.312,205.682,0.652
2015-02-26,197.652,7.739,12.917,17.479,4.562,20.875,205.391,1.083
2015-02-27,199.182,12.045,16.416,21.062,4.646,38.333,211.227,1.167
2015-02-28,199.261,9.565,10.834,11.979,1.146,46.208,208.826,1.708
2015-03-01,196.957,2.87,6.188,7.25,1.062,10.021,199.826,0.792
2015-03-02,196.87,7.217,11.73,15.542,3.812,16.834,204.087,0.917
2015-03-03,200.0,13.435,17.396,28.916,11.521,25.542,213.435,1.083
2015-03-04,200.174,17.261,22.312,30.5,8.188,32.542,217.435,2.042
2015-03-05,198.783,16.696,18.292,22.666,4.375,35.021,215.478,1.833
2015-03-06,190.957,7.304,5.27,6.146,0.875,22.021,198.261,1.0
2015-03-07,195.773,23.636,17.442,28.572,11.13,18.304,219.409,1.045
2015-03-08,199.826,19.348,10.417,26.25,15.834,30.0,219.174,1.458
2015-03-09,195.391,11.652,14.438,17.146,2.708,25.083,207.043,1.042
2015-03-10,197.217,6.043,8.854,10.166,1.312,11.562,203.261,1.0
2015-03-11,196.652,9.0,7.792,9.542,1.75,11.708,205.652,1.0
2015-03-12,197.348,14.87,8.438,11.188,2.75,9.833,212.217,0.708
2015-03-13,198.348,10.652,11.938,14.0,2.062,15.229,209.0,1.333
2015-03-14,194.522,9.783,12.7,15.847,3.146,13.042,204.304,0.652
2015-03-15,198.565,6.217,8.396,9.458,1.062,18.75,204.783,0.958
2015-03-16,201.13,20.522,22.416,33.271,10.855,21.292,221.652,1.125
2015-03-17,198.174,19.609,18.084,28.542,10.458,19.917,217.783,1.667
2015-03-18,194.667,12.714,12.708,17.532,4.824,17.826,207.381,1.391
2015-03-19,190.739,5.609,6.062,7.354,1.292,11.375,196.348,1.125
2015-03-20,196.87,4.565,3.771,3.812,0.042,32.083,201.435,1.042
2015-03-21,194.783,4.261,4.636,5.256,0.619,9.542,199.043,0.826
2015-03-22,195.217,11.913,13.167,18.312,5.146,12.166,207.13,0.792
2015-03-23,197.435,12.435,15.312,20.292,4.979,26.23,209.87,1.667
2015-03-24,195.783,4.783,6.542,7.23,0.688,14.125,200.565,1.167
2015-03-25,194.609,4.826,7.479,9.396,1.917,7.584,199.435,0.958
2015-03-26,194.739,8.739,9.25,11.792,2.542,8.25,203.478,0.917
2015-03-27,197.087,9.522,10.104,12.042,1.938,14.771,206.609,1.25
2015-03-28,196.043,9.348,10.36,12.724,2.363,18.062,205.391,1.217
2015-03-29,196.045,10.091,13.414,17.804,4.392,21.812,206.136,1.304
2015-03-30,196.652,12.609,16.438,19.438,3.0,35.667,209.261,2.083
2015-03-31,195.826,9.87,13.416,16.312,2.896,30.916,205.696,1.667
2015-04-01,196.478,17.913,26.083,34.75,8.667,33.084,214.391,1.0
2015-04-02,196.087,9.261,16.875,23.458,6.583,18.062,205.348,0.833
2015-04-03,197.522,29.043,28.792,47.292,18.5,25.042,226.565,0.917
2015-04-04,195.957,20.783,19.583,29.333,9.75,18.5,216.739,1.417
2015-04-05,194.696,16.261,12.708,14.417,1.708,12.084,210.957,1.0
2015-04-06,196.174,22.217,24.13,33.0,8.87,14.98,218.391,1.13
2015-04-07,196.0,9.227,11.522,13.0,1.478,14.587,205.227,1.0
2015-04-08,195.217,10.913,14.333,17.958,3.625,14.792,206.13,1.0
2015-04-09,195.652,11.87,16.208,20.333,4.125,19.666,207.522,1.542
2015-04-10,197.478,20.652,26.208,33.917,7.708,29.854,218.13,1.0
2015-04-11,194.348,11.13,12.667,15.625,2.958,18.604,205.478,1.25
2015-04-12,194.826,14.174,10.625,12.583,1.958,14.292,209.0,1.375
2015-04-13,194.739,13.87,18.231,22.272,4.042,16.25,208.609,1.0
2015-04-14,197.13,19.13,22.188,32.0,9.812,12.834,216.261,1.0
2015-04-15,198.739,13.478,13.895,17.916,4.021,19.896,212.217,1.292
2015-04-16,200.524,17.667,18.149,23.184,5.034,37.708,218.19,1.864
2015-04-17,195.391,9.913,11.916,14.25,2.334,34.834,205.304,1.0
2015-04-18,195.087,9.609,10.0,12.125,2.125,34.854,204.696,1.292
2015-04-19,198.304,17.913,13.604,15.333,1.729,29.062,216.217,1.25
2015-04-20,188.696,7.565,7.845,10.352,2.507,24.417,196.261,1.0
2015-04-21,192.913,6.13,7.521,8.354,0.834,12.625,199.043,1.292
2015-04-22,192.957,13.304,11.354,13.792,2.438,20.896,206.261,1.333
2015-04-23,196.0,13.696,12.646,15.27,2.625,25.042,209.696,1.458
2015-04-24,194.435,12.13,12.292,14.875,2.584,25.729,206.565,1.917
2015-04-25,196.391,16.391,9.916,10.917,1.0,31.604,212.783,1.625
2015-04-26,198.13,8.609,7.854,8.52,0.667,38.229,206.739,1.917
2015-04-27,197.304,12.174,12.562,15.097,2.534,40.396,209.478,2.261
2015-04-28,196.273,12.955,12.632,15.878,3.246,41.25,209.227,1.565
2015-04-29,190.261,6.913,5.396,6.5,1.104,20.458,197.174,1.167
2015-04-30,192.913,8.913,7.896,9.625,1.729,17.229,201.826,1.292
2015-05-01,192.913,9.957,11.0,13.625,2.625,20.688,202.87,1.417
2015-05-02,191.522,10.217,8.562,10.25,1.688,16.521,201.739,1.25
2015-05-03,190.435,10.696,4.354,5.125,0.771,14.688,201.13,1.0
2015-05-04,187.348,5.435,4.054,4.966,0.913,11.479,192.783,1.0
2015-05-05,192.25,4.812,4.019,4.334,0.315,23.776,197.062,0.917
2015-05-06,,,2.792,2.958,0.167,21.292,,0.75
2015-05-07,190.571,7.857,8.47,8.91,0.44,18.554,198.429,1.0
2015-05-08,192.091,11.227,10.009,11.498,1.489,20.046,203.318,1.261
2015-05-09,195.304,18.174,15.708,16.98,1.271,28.75,213.478,1.25
2015-05-10,193.348,7.913,4.73,4.834,0.104,24.98,201.261,1.042
2015-05-11,192.565,8.304,7.976,9.394,1.418,19.104,200.87,1.348
2015-05-12,188.565,9.174,7.604,9.229,1.625,19.688,197.739,0.958
2015-05-13,194.217,12.217,11.042,12.958,1.916,25.166,206.435,1.5
2015-05-14,197.304,16.0,15.146,17.834,2.688,34.667,213.304,1.917
2015-05-15,193.87,17.478,14.958,17.625,2.666,33.583,211.348,1.833
2015-05-16,191.609,10.261,7.584,8.125,0.542,29.354,201.87,1.042
2015-05-17,193.043,9.043,5.708,5.979,0.271,23.958,202.087,1.042
2015-05-18,193.13,11.0,8.949,10.948,1.999,29.438,204.13,1.087
2015-05-19,191.304,13.609,13.724,16.825,3.102,12.333,204.913,0.958
2015-05-20,196.348,14.391,9.792,14.979,5.188,22.604,210.739,1.292
2015-05-21,193.043,8.13,6.688,7.354,0.667,15.0,201.174,0.958
2015-05-22,195.043,14.13,14.834,19.146,4.312,17.333,209.174,1.417
2015-05-23,196.565,14.696,14.062,16.146,2.084,24.23,211.261,2.0
2015-05-24,191.652,9.174,6.229,6.458,0.229,13.854,200.826,1.958
2015-05-25,196.043,12.435,11.945,14.157,2.212,19.646,208.478,2.478
2015-05-26,194.955,14.455,11.587,14.348,2.761,17.369,209.409,1.565
2015-05-27,201.1,16.6,16.312,18.354,2.042,,217.7,1.875
2015-05-28,,,12.52,13.792,1.271,,,1.625
2015-05-29,190.875,20.375,13.5,14.522,1.022,35.612,211.25,2.217
2015-05-30,200.043,14.783,11.916,13.25,1.334,30.708,214.826,1.958
2015-05-31,192.087,10.478,6.688,6.875,0.188,22.584,202.565,1.208
2015-06-01,195.478,12.609,12.106,14.456,2.35,23.021,208.087,1.435
2015-06-02,195.13,11.609,11.979,14.23,2.25,22.188,206.739,1.5
2015-06-03,191.957,12.13,10.938,12.792,1.854,20.479,204.087,1.083
2015-06-04,191.913,6.522,7.188,8.146,0.958,12.417,198.435,1.083
2015-06-05,194.909,17.182,17.108,24.282,7.174,11.565,212.091,1.087
2015-06-06,190.565,8.783,6.188,6.77,0.584,7.584,199.348,0.917
2015-06-07,191.826,8.0,5.688,6.042,0.354,12.896,199.826,1.458
2015-06-08,191.435,7.652,8.702,12.102,3.4,12.562,199.087,0.957
2015-06-09,191.391,12.478,11.584,14.375,2.792,9.542,203.87,0.875
2015-06-10,194.739,12.783,12.312,15.458,3.146,16.438,207.522,1.792
2015-06-11,199.261,23.391,14.084,17.834,3.75,20.625,222.652,1.0
2015-06-12,195.217,24.739,14.312,17.02,2.708,20.896,219.957,1.083
2015-06-13,201.522,15.087,10.938,12.396,1.458,41.292,216.609,1.542
2015-06-14,192.87,8.174,5.812,6.146,0.334,27.812,201.043,1.208
2015-06-15,198.696,13.739,11.486,13.015,1.528,28.458,212.435,1.696
2015-06-16,202.304,21.435,21.562,23.688,2.125,40.958,223.739,2.417
2015-06-17,196.087,16.261,12.792,14.583,1.792,31.792,212.348,1.625
2015-06-18,193.174,9.261,9.312,11.458,2.146,16.23,202.435,1.0
2015-06-19,194.909,15.045,12.142,14.485,2.343,15.084,209.955,1.091
2015-06-20,197.391,9.783,8.312,9.729,1.417,15.125,207.174,1.417
2015-06-21,192.261,7.261,4.604,5.062,0.458,11.562,199.522,1.0
2015-06-22,194.304,9.435,11.548,13.284,1.736,17.479,203.739,2.217
2015-06-23,196.174,12.043,9.25,11.542,2.292,20.875,208.217,1.333
2015-06-24,201.609,13.304,10.562,12.854,2.292,26.48,214.913,1.542
2015-06-25,202.261,11.913,9.916,12.312,2.396,24.167,214.174,1.333
2015-06-26,195.739,15.174,13.605,18.0,4.396,15.5,210.913,1.0
2015-06-27,193.478,8.913,8.416,9.812,1.396,8.084,202.391,1.458
2015-06-28,189.565,4.913,3.438,3.458,0.021,6.229,194.478,1.042
2015-06-29,192.087,11.217,10.22,12.992,2.77,11.104,203.304,1.227
2015-06-30,198.043,13.391,12.417,15.855,3.438,19.188,211.435,1.25
2015-07-01,196.435,18.435,17.812,23.834,6.021,11.898,214.87,1.0
2015-07-02,202.826,20.609,16.188,21.166,4.979,19.827,223.435,2.0
2015-07-03,197.043,13.0,14.334,18.312,3.98,16.571,210.043,1.042
2015-07-04,206.478,21.391,17.146,21.042,3.896,28.375,227.87,1.583
2015-07-05,197.391,9.652,6.75,7.146,0.395,20.25,207.043,1.042
2015-07-06,200.957,17.261,20.194,22.612,2.418,17.098,218.217,1.0
2015-07-07,207.136,20.864,18.044,22.022,3.978,17.889,228.0,1.13
2015-07-08,205.609,26.87,18.625,27.992,9.366,28.856,232.478,1.125
2015-07-09,204.652,23.609,14.024,16.604,2.58,23.771,228.261,1.542
2015-07-10,199.522,17.565,15.542,17.917,2.375,30.792,217.087,1.375
2015-07-11,202.391,17.348,10.52,12.208,1.688,31.417,219.739,2.042
2015-07-12,209.0,10.739,5.75,7.229,1.479,27.916,219.739,1.208
2015-07-13,179.609,5.522,4.7,8.57,3.869,19.959,185.13,1.0
2015-07-14,180.217,8.261,5.146,8.646,3.5,16.458,188.478,1.167
2015-07-15,188.739,9.0,4.729,8.312,3.583,11.893,197.739,1.0
2015-07-16,185.696,9.478,5.375,9.208,3.834,22.653,195.174,1.0
2015-07-17,179.261,5.348,3.958,6.208,2.25,36.771,184.609,1.0
2015-07-18,180.826,6.304,4.604,6.854,2.25,24.097,187.13,1.0
2015-07-19,183.391,7.348,4.375,5.792,1.417,21.902,190.739,1.0
2015-07-20,190.13,11.348,4.45,7.102,2.652,19.312,201.478,1.043
2015-07-21,183.043,7.522,5.084,8.771,3.688,14.121,190.565,1.042
2015-07-22,180.227,6.773,5.24,8.782,3.544,13.47,187.0,1.0
2015-07-23,188.783,13.304,11.562,17.75,6.188,14.392,202.087,1.0
2015-07-24,205.182,22.864,11.688,17.812,6.125,27.391,228.045,1.417
2015-07-25,210.0,17.043,8.542,11.542,3.0,27.092,227.043,1.333
2015-07-26,199.826,14.0,6.396,8.188,1.792,21.98,213.826,1.083
2015-07-27,189.87,12.261,8.74,11.388,2.648,23.62,202.13,1.261
2015-07-28,186.391,9.304,6.688,7.708,1.021,21.938,195.696,1.042
2015-07-29,203.227,12.318,9.413,11.804,2.392,26.142,215.545,1.087
2015-07-30,203.0,15.783,10.188,12.688,2.5,37.354,218.783,1.125
2015-07-31,205.87,16.261,11.271,14.458,3.188,42.5,222.13,1.5
2015-08-01,210.348,17.783,9.833,11.646,1.812,47.375,228.13,1.792
2015-08-02,201.13,12.261,6.208,6.688,0.479,54.979,213.391,1.583
2015-08-03,190.174,10.435,8.847,10.374,1.526,49.062,200.609,1.217
2015-08-04,191.087,10.739,7.562,9.625,2.062,43.438,201.826,1.25
2015-08-05,188.522,13.957,6.98,10.229,3.25,21.78,202.478,0.958
2015-08-06,185.478,11.652,9.0,12.916,3.917,17.036,197.13,1.5
2015-08-07,196.273,15.818,9.261,13.544,4.282,19.507,212.091,1.304
2015-08-08,200.826,13.391,8.146,10.438,2.292,33.941,214.217,1.5
2015-08-09,191.0,7.652,4.48,4.854,0.375,35.337,198.652,1.375
2015-08-10,193.826,10.435,7.864,9.328,1.464,27.792,204.261,1.783
2015-08-11,193.565,10.522,8.0,9.521,1.521,23.013,204.087,1.208
2015-08-12,205.217,16.783,10.688,13.042,2.354,25.334,222.0,1.375
2015-08-13,190.957,12.304,7.604,9.062,1.458,20.096,203.261,1.0
2015-08-14,192.565,7.913,4.917,5.854,0.938,16.314,200.478,0.958
2015-08-15,193.043,8.739,6.125,7.125,1.0,21.042,201.783,1.333
2015-08-16,194.348,7.913,4.583,5.084,0.5,24.276,202.261,1.208
2015-08-17,186.0,6.565,6.774,8.854,2.08,18.618,192.565,1.0
2015-08-18,198.478,11.87,9.333,12.354,3.021,12.775,210.348,1.125
2015-08-19,197.0,14.609,14.812,17.458,2.646,18.758,211.609,1.667
2015-08-20,195.913,16.087,11.708,16.562,4.854,16.928,212.0,1.083
2015-08-21,190.5,13.545,10.334,14.604,4.271,23.196,204.045,1.13
2015-08-22,189.957,10.217,6.292,9.166,2.875,21.337,200.174,1.042
2015-08-23,192.261,7.783,5.375,5.792,0.417,14.604,200.043,1.083
2015-08-24,194.304,8.435,8.875,11.021,2.146,16.607,202.739,1.391
2015-08-25,188.696,6.435,6.146,8.5,2.354,20.188,195.13,1.0
2015-08-26,189.348,7.826,9.166,11.312,2.146,17.538,197.174,1.0
2015-08-27,192.783,13.826,11.5,13.833,2.334,16.062,206.609,1.333
2015-08-28,197.304,14.0,13.396,16.625,3.229,25.902,211.304,1.0
2015-08-29,192.13,8.522,7.334,8.438,1.104,17.118,200.652,1.125
2015-08-30,187.739,5.261,4.73,5.708,0.98,14.286,193.0,1.0
2015-08-31,198.619,14.048,11.922,15.65,3.728,16.656,212.667,1.0
2015-09-01,194.913,9.652,5.818,7.273,1.455,14.172,204.565,1.0
2015-09-02,196.696,10.87,8.583,11.167,2.583,17.202,207.565,1.083
2015-09-03,202.13,14.478,8.591,10.273,1.682,18.602,216.609,1.0
2015-09-04,204.0,15.913,8.25,9.917,1.667,20.708,219.913,1.083
2015-09-05,206.957,15.087,5.773,6.5,0.727,20.516,222.043,1.333
2015-09-06,198.0,6.217,2.042,2.042,0.0,21.75,204.217,1.0
2015-09-07,199.455,14.0,8.182,9.364,1.182,12.615,213.455,1.0
2015-09-08,200.739,16.696,9.958,14.625,4.667,14.9,217.435,1.0
2015-09-09,190.826,8.478,4.625,5.083,0.458,12.244,199.304,1.0
2015-09-10,193.13,13.261,7.167,8.625,1.458,8.658,206.391,1.125
2015-09-11,194.087,10.913,7.542,8.35,0.808,11.78,205.0,1.042
2015-09-12,204.304,11.652,11.416,15.021,3.604,17.38,215.957,1.917
2015-09-13,200.304,10.87,5.792,6.375,0.583,20.416,211.174,1.208
2015-09-14,198.261,17.435,11.268,13.894,2.626,13.018,215.696,1.087
2015-09-15,201.435,15.87,13.812,16.542,2.73,22.642,217.304,1.833
2015-09-16,200.957,20.217,15.27,18.417,3.146,26.464,221.174,1.292
2015-09-17,196.522,19.391,14.625,18.834,4.208,18.567,215.913,1.0
2015-09-18,193.682,12.364,11.13,14.391,3.261,10.968,206.045,1.154
2015-09-19,192.652,9.0,7.458,8.834,1.375,11.288,201.652,
2015-09-20,192.348,14.435,5.833,6.479,0.646,15.733,206.783,1.696
2015-09-21,204.0,14.174,10.337,13.21,2.872,20.669,218.174,2.043
2015-09-22,205.435,13.783,8.479,11.771,3.292,22.67,219.217,1.783
2015-09-23,194.087,11.174,6.792,7.75,0.958,19.382,205.261,1.348
2015-09-24,198.957,15.957,13.875,19.666,5.792,22.256,214.913,1.0
2015-09-25,192.13,14.739,13.562,16.938,3.375,12.912,206.87,1.0
2015-09-26,193.87,12.435,10.125,12.479,2.354,12.462,206.304,1.087
2015-09-27,196.87,16.522,7.229,8.438,1.208,20.039,213.391,0.913
2015-09-28,199.696,14.043,8.548,13.454,4.907,20.0,213.739,0.913
2015-09-29,194.87,8.826,9.334,11.521,2.188,15.048,203.696,0.957
2015-09-30,198.227,19.818,10.782,13.326,2.544,14.82,218.045,1.045
2015-10-01,197.826,21.087,15.834,22.562,6.729,17.708,218.913,0.833
2015-10-02,194.348,9.217,7.771,9.542,1.771,16.178,203.565,0.792
2015-10-03,199.913,14.609,9.188,14.52,5.333,16.009,214.522,0.542
2015-10-04,204.435,12.696,6.916,8.396,1.479,21.01,217.13,0.583
2015-10-05,196.783,16.565,15.263,18.446,3.183,18.146,213.348,0.957
2015-10-06,200.652,16.913,13.56,22.143,8.584,22.659,217.565,0.8
2015-10-07,194.652,9.652,7.824,11.169,3.345,14.121,204.304,0.783
2015-10-08,192.739,8.652,7.875,10.271,2.396,18.296,201.391,0.625
2015-10-09,201.476,19.952,14.008,18.0,3.991,40.726,221.429,0.583
2015-10-10,203.261,21.435,16.5,22.375,5.875,50.434,224.696,0.625
2015-10-11,192.783,10.826,6.792,7.438,0.646,19.162,203.609,0.333
2015-10-12,199.609,12.826,8.948,12.026,3.078,19.588,212.435,0.375
2015-10-13,196.913,10.739,7.979,12.312,4.334,13.726,207.652,0.5
2015-10-14,194.0,11.957,10.578,14.782,4.204,13.57,205.957,0.478
2015-10-15,197.174,18.565,15.375,23.125,7.75,19.05,215.739,0.542
2015-10-16,199.522,20.0,14.584,22.708,8.125,22.913,219.522,0.542
2015-10-17,195.435,15.348,13.083,16.98,3.896,20.618,210.783,0.917
2015-10-18,197.0,15.826,8.834,10.958,2.125,17.521,212.826,0.667
2015-10-19,195.667,16.286,12.637,18.096,5.46,23.562,211.952,0.609
2015-10-20,198.609,19.826,13.271,19.958,6.688,30.631,218.435,0.792
2015-10-21,199.826,19.609,14.625,19.75,5.125,39.102,219.435,0.833
2015-10-22,199.5,16.227,13.395,16.542,3.146,35.038,215.727,0.625
2015-10-23,197.174,15.304,14.208,19.98,5.771,32.562,212.478,1.0
2015-10-24,199.0,13.739,10.458,13.875,3.416,36.352,212.739,0.958
2015-10-25,192.696,6.652,3.562,3.854,0.292,18.292,199.348,0.792
2015-10-26,193.783,15.609,11.752,16.009,4.257,15.958,209.391,0.826
2015-10-27,194.696,16.0,13.25,20.0,6.75,18.634,210.696,0.625
2015-10-28,193.522,10.739,9.479,11.708,2.229,17.472,204.261,0.542
2015-10-29,194.087,10.522,9.917,12.875,2.958,18.01,204.609,0.667
2015-10-30,195.182,14.545,12.295,16.556,4.261,21.659,209.727,0.667
2015-10-31,193.87,11.652,7.792,11.083,3.292,13.688,205.522,0.375
2015-11-01,195.13,21.0,7.021,8.625,1.604,15.638,216.13,0.417
2015-11-02,195.391,21.043,14.683,21.898,7.214,12.356,216.435,0.391
2015-11-03,195.957,22.304,10.0,17.292,7.292,11.548,218.261,0.5
2015-11-04,196.87,22.826,16.292,27.0,10.708,16.854,219.696,0.875
2015-11-05,198.0,24.217,17.729,32.292,14.562,19.667,222.217,1.042
2015-11-06,196.826,20.957,18.312,28.438,10.125,22.998,217.783,1.083
2015-11-07,196.957,23.913,15.479,22.208,6.729,29.663,220.87,1.167
2015-11-08,195.304,17.696,11.312,13.0,1.688,19.694,213.0,0.375
2015-11-09,200.818,35.045,22.558,46.065,23.507,16.58,235.864,0.864
2015-11-10,194.304,12.609,13.375,16.916,3.542,10.834,206.913,0.917
2015-11-11,195.043,24.087,11.458,16.521,5.062,9.024,219.13,0.625
2015-11-12,198.609,23.087,18.084,30.48,12.396,17.985,221.696,1.292
2015-11-13,201.174,34.609,23.312,41.208,17.896,27.56,235.783,0.792
2015-11-14,191.087,13.304,10.417,13.062,2.646,12.861,204.391,0.75
2015-11-15,193.217,9.348,7.417,8.73,1.312,8.034,202.565,0.667
2015-11-16,195.0,25.609,16.92,26.228,9.307,12.572,220.609,0.739
2015-11-17,197.826,32.304,23.625,34.646,11.021,24.783,230.13,0.958
2015-11-18,195.261,24.0,19.771,34.188,14.417,19.679,219.261,1.0
2015-11-19,194.217,14.391,12.021,15.521,3.5,11.396,208.609,0.917
2015-11-20,195.652,23.783,17.5,27.042,9.542,15.271,219.435,1.167
2015-11-21,198.043,20.565,12.334,18.688,6.354,15.994,218.609,0.667
2015-11-22,204.609,26.652,11.834,18.5,6.666,21.866,231.261,0.708
2015-11-23,206.652,32.826,16.335,27.264,10.928,30.622,239.478,0.522
2015-11-24,199.864,26.773,11.234,20.182,8.948,19.642,226.636,0.957
2015-11-25,195.957,15.087,17.562,23.604,6.042,11.75,211.043,0.458
2015-11-26,197.174,16.826,16.834,25.98,9.146,12.312,214.0,0.417
2015-11-27,197.5,12.273,10.13,14.087,3.956,9.58,209.773,0.391
2015-11-28,200.208,18.792,11.521,20.021,8.5,11.134,219.0,0.5
2015-11-29,200.5,16.208,8.979,12.416,3.438,11.692,216.708,0.375
2015-11-30,204.792,26.417,16.165,35.392,19.228,17.166,231.208,0.565
2015-12-01,203.25,21.125,12.188,25.917,13.729,14.444,224.375,0.625
2015-12-02,205.583,36.042,25.167,46.521,21.354,23.39,241.625,0.917
2015-12-03,203.0,22.458,15.771,24.625,8.854,18.034,225.458,0.75
2015-12-04,198.167,9.875,7.854,8.771,0.916,11.631,208.042,0.917
2015-12-05,196.833,15.25,10.854,17.979,7.125,11.928,212.083,0.458
2015-12-06,197.565,12.565,8.875,10.354,1.479,12.612,210.13,0.167
2015-12-07,200.208,30.458,16.024,30.807,14.784,9.676,230.667,0.739
2015-12-08,199.542,15.125,14.854,24.916,10.062,8.479,214.667,0.625
2015-12-09,203.833,26.375,19.438,39.125,19.688,14.733,230.208,0.5
2015-12-10,207.217,42.522,25.848,60.587,34.74,23.087,249.739,0.826
2015-12-11,189.167,6.375,6.646,7.812,1.167,10.708,195.542,1.125
2015-12-12,199.333,16.333,12.25,15.104,2.854,14.612,215.667,1.042
2015-12-13,198.125,12.875,9.292,10.75,1.458,13.659,211.0,0.833
2015-12-14,201.167,27.5,17.03,38.089,21.058,18.63,228.667,0.652
2015-12-15,203.25,36.958,23.562,46.916,23.354,25.076,240.208,1.292
2015-12-16,201.042,20.417,14.646,25.854,11.208,19.75,221.458,0.958
2015-12-17,196.818,6.909,7.544,9.065,1.522,4.458,203.727,0.957
2015-12-18,199.125,13.167,12.062,16.958,4.896,7.056,212.292,0.5
2015-12-19,198.5,15.167,10.834,16.042,5.208,10.666,213.667,0.542
2015-12-20,200.333,20.167,12.667,17.084,4.416,14.244,220.5,0.75
2015-12-21,201.875,23.625,22.78,35.01,12.229,16.521,225.5,0.696
2015-12-22,201.167,25.708,16.146,33.708,17.562,12.538,226.875,0.5
