date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SPM_mean,THC_mean,SO2_mean
2012-12-21,195.364,18.182,22.125,37.166,15.042,12.854,213.545,0.417
2012-12-22,191.913,14.043,17.666,23.354,5.688,10.271,205.957,0.417
2012-12-23,194.565,15.217,8.52,10.521,2.0,14.646,209.783,0.875
2012-12-24,195.913,9.609,12.052,18.636,6.585,7.396,205.522,0.435
2012-12-25,197.522,15.435,18.708,38.125,19.416,13.938,212.957,0.667
2012-12-26,193.455,6.682,9.978,11.913,1.934,8.604,200.136,0.957
2012-12-27,194.913,10.609,14.604,22.667,8.062,7.292,205.522,0.708
2012-12-28,197.174,21.565,29.021,53.688,24.666,21.0,218.739,0.25
2012-12-29,194.565,16.217,15.646,22.02,6.375,10.708,210.783,0.167
2012-12-30,195.913,12.435,13.896,17.271,3.375,8.0,208.348,0.042
2012-12-31,194.826,2.783,3.832,4.136,0.304,5.5,197.609,0.174
2013-01-01,203.435,14.739,10.562,12.479,1.916,29.762,218.174,0.833
2013-01-02,198.043,8.304,8.375,9.688,1.312,17.062,206.348,0.458
2013-01-03,199.565,14.913,10.729,14.479,3.75,13.438,214.478,0.25
2013-01-04,199.783,9.13,8.396,11.875,3.479,12.542,208.913,0.542
2013-01-05,194.913,11.261,5.771,6.646,0.875,6.5,206.174,0.042
2013-01-06,195.043,10.609,10.356,15.584,5.228,6.208,205.652,0.391
2013-01-07,198.217,25.826,25.604,46.917,21.312,13.308,224.043,0.667
2013-01-08,201.261,33.261,28.396,67.646,39.25,20.48,234.522,0.625
2013-01-09,194.565,6.652,10.812,13.729,2.916,5.521,201.217,0.458
2013-01-10,194.818,9.318,11.826,15.674,3.848,5.372,204.136,0.13
2013-01-11,195.478,13.087,14.416,22.104,7.688,10.0,208.565,0.417
2013-01-12,195.87,10.217,10.229,14.375,4.146,15.167,206.087,0.625
2013-01-13,195.217,5.565,7.738,9.315,1.577,8.771,200.783,0.696
2013-01-14,195.174,18.043,17.979,29.667,11.688,6.834,213.217,0.5
2013-01-15,197.435,20.13,26.188,46.208,20.021,13.458,217.565,0.5
2013-01-16,197.174,12.13,16.75,25.98,9.229,7.562,209.304,0.375
2013-01-17,198.739,17.174,16.416,31.042,14.625,9.584,215.913,0.458
2013-01-18,197.522,9.348,13.0,17.5,4.5,17.354,206.87,1.0
2013-01-19,196.826,4.957,4.542,5.166,0.625,5.646,201.783,0.125
2013-01-20,196.391,16.435,17.958,28.187,10.228,11.812,212.826,0.739
2013-01-21,199.955,16.455,16.718,28.761,12.044,20.104,216.409,0.652
2013-01-22,198.261,14.478,15.042,21.479,6.438,13.104,212.739,0.375
2013-01-23,198.609,14.739,17.938,27.25,9.312,12.104,213.348,0.542
2013-01-24,202.739,28.261,25.062,56.688,31.625,16.417,231.0,0.75
2013-01-25,203.739,34.478,28.375,55.0,26.625,28.208,238.217,1.833
2013-01-26,197.13,11.696,11.229,14.729,3.5,16.375,208.826,0.417
2013-01-27,196.087,15.913,14.817,24.796,9.978,8.854,212.0,0.391
2013-01-28,200.227,22.5,20.804,44.804,24.0,16.312,222.727,1.783
2013-01-29,197.522,24.174,18.417,30.229,11.812,16.521,221.696,0.375
2013-01-30,207.565,46.043,33.333,98.375,65.042,21.354,253.609,0.833
2013-01-31,197.261,16.261,14.729,26.875,12.146,18.271,213.522,0.292
2013-02-01,199.913,31.696,25.834,43.042,17.208,26.054,231.609,1.292
2013-02-02,202.87,29.565,22.334,29.646,7.312,27.458,232.435,0.542
2013-02-03,204.957,42.261,28.456,63.421,34.964,26.638,247.217,0.609
2013-02-04,194.304,9.478,9.396,12.458,3.062,5.292,203.783,0.333
2013-02-05,194.652,10.696,8.646,12.229,3.584,5.084,205.348,0.542
2013-02-06,193.826,8.478,11.958,17.0,5.042,4.604,202.304,0.25
2013-02-07,194.136,14.773,15.934,21.196,5.26,7.633,208.909,0.522
2013-02-08,194.696,12.783,18.792,24.083,5.292,5.396,207.478,0.0
2013-02-09,193.87,4.478,6.917,7.542,0.625,4.979,198.348,0.042
2013-02-10,195.0,4.174,8.698,11.424,2.726,10.125,199.174,0.739
2013-02-11,193.609,5.478,6.812,8.521,1.708,5.0,199.087,0.167
2013-02-12,194.304,7.043,13.375,17.0,3.625,7.25,201.348,0.458
2013-02-13,194.957,9.565,15.605,22.479,6.875,8.562,204.522,0.083
2013-02-14,193.87,12.565,16.688,21.104,4.416,5.812,206.435,0.125
2013-02-15,194.043,6.174,11.521,14.312,2.792,3.312,200.217,0.0
2013-02-16,194.609,3.783,4.666,4.979,0.312,16.438,198.391,0.75
2013-02-17,197.273,11.182,13.498,18.352,4.853,34.625,208.455,1.909
2013-02-18,193.304,3.174,6.542,7.396,0.854,13.604,196.478,0.417
2013-02-19,193.13,5.217,10.062,12.355,2.292,12.666,198.348,0.5
2013-02-20,194.609,10.348,15.146,18.271,3.125,16.958,204.957,1.25
2013-02-21,195.261,8.957,11.125,15.166,4.042,15.584,204.217,0.667
2013-02-22,191.696,5.087,8.146,10.146,2.0,5.708,196.783,0.25
2013-02-23,193.522,11.13,7.479,8.77,1.292,12.73,204.652,0.542
2013-02-24,195.609,13.043,17.024,24.934,7.909,16.375,208.652,0.696
2013-02-25,198.739,18.957,19.312,28.98,9.666,46.166,217.696,2.333
2013-02-26,197.957,16.043,19.824,28.261,8.438,46.714,214.0,1.542
2013-02-27,193.478,16.261,18.375,25.23,6.854,25.125,209.739,0.25
2013-02-28,192.905,11.857,15.413,18.761,3.348,22.916,204.762,0.565
2013-03-01,196.217,19.522,21.02,26.0,4.98,39.708,215.739,0.833
2013-03-02,194.043,10.696,11.021,12.458,1.438,23.979,204.739,0.583
2013-03-03,194.522,9.13,8.664,10.908,2.244,9.861,203.652,0.087
2013-03-04,196.522,16.435,24.271,33.938,9.666,15.958,212.957,0.708
2013-03-05,194.739,14.826,21.23,29.812,8.584,13.334,209.565,0.476
2013-03-06,194.609,5.609,6.48,7.812,1.334,15.188,200.217,0.826
2013-03-07,194.174,11.913,9.625,12.396,2.771,12.771,206.087,0.625
2013-03-08,193.304,4.435,7.5,8.729,1.23,11.896,197.739,0.625
2013-03-09,194.217,8.043,8.834,10.52,1.688,17.5,202.261,0.792
2013-03-10,195.5,7.227,7.206,8.304,1.098,10.348,202.727,0.364
2013-03-11,195.348,24.826,15.708,23.083,7.375,9.416,220.174,0.167
2013-03-12,198.522,24.043,22.229,38.666,16.438,25.354,222.565,1.833
2013-03-13,194.391,18.087,19.083,25.958,6.875,25.438,212.478,0.625
2013-03-14,193.783,4.13,5.916,6.438,0.521,6.334,197.913,0.25
2013-03-15,194.087,7.652,8.688,10.833,2.146,16.396,201.739,0.208
2013-03-16,197.391,12.304,12.312,15.125,2.812,37.125,209.696,1.208
2013-03-17,197.739,13.174,17.794,24.73,6.936,54.958,210.913,1.826
2013-03-18,205.565,40.261,39.062,72.23,33.166,66.312,245.826,0.792
2013-03-19,193.87,8.696,13.25,15.605,2.354,31.02,202.565,0.958
2013-03-20,194.714,17.571,21.435,28.435,7.0,20.458,212.286,0.652
2013-03-21,194.174,3.913,5.875,6.375,0.5,6.333,198.087,0.125
2013-03-22,194.13,6.304,8.208,10.75,2.542,9.188,200.435,0.125
2013-03-23,195.217,12.217,10.229,12.145,1.916,21.896,207.435,0.833
2013-03-24,195.565,13.478,17.339,21.633,4.294,37.896,209.043,1.435
2013-03-25,194.435,15.304,20.062,26.062,6.0,39.438,209.739,1.958
2013-03-26,195.261,22.217,27.792,34.604,6.812,33.979,217.478,0.25
2013-03-27,192.696,20.261,17.084,25.666,8.584,18.938,212.957,0.458
2013-03-28,193.0,14.957,17.792,24.917,7.125,30.916,207.957,1.042
2013-03-29,191.696,12.391,13.645,18.292,4.646,25.125,204.087,1.0
2013-03-30,187.696,4.174,4.354,4.5,0.146,11.666,191.87,0.083
2013-03-31,192.609,6.217,6.011,6.63,0.619,18.916,198.826,0.391
2013-04-01,193.217,9.826,14.398,17.542,3.144,25.604,203.043,0.957
2013-04-02,196.826,19.13,22.688,31.604,8.916,27.75,215.957,0.417
2013-04-03,192.261,6.043,8.646,9.083,0.438,13.125,198.304,0.333
2013-04-04,192.87,16.478,18.438,23.354,4.916,24.875,209.348,1.0
2013-04-05,191.87,13.696,13.833,20.438,6.604,23.646,205.565,0.708
2013-04-06,185.87,4.522,5.354,7.188,1.834,15.396,190.391,0.0
2013-04-07,193.478,5.348,6.416,6.812,0.396,9.354,198.826,0.25
2013-04-08,191.696,5.652,8.062,9.542,1.479,9.646,197.348,0.348
2013-04-09,194.043,12.609,17.458,23.916,6.458,23.25,206.652,1.5
2013-04-10,194.636,14.273,10.022,11.956,1.934,18.682,208.909,0.826
2013-04-11,193.652,6.696,8.75,10.125,1.375,17.896,200.348,0.75
2013-04-12,194.174,9.739,12.584,16.438,3.854,19.979,203.913,0.792
2013-04-13,193.261,9.478,11.521,14.229,2.708,17.834,202.739,0.667
2013-04-14,192.409,27.636,8.75,9.896,1.146,27.917,220.045,1.375
2013-04-15,190.609,8.043,8.559,10.155,1.596,33.021,198.652,0.957
2013-04-16,190.957,13.478,16.646,22.792,6.146,27.354,204.435,1.583
2013-04-17,190.957,18.783,15.916,21.062,5.146,42.271,209.739,0.958
2013-04-18,191.636,13.182,14.748,20.216,5.468,24.979,204.818,1.13
2013-04-19,192.043,4.435,5.157,5.536,0.379,21.375,196.478,0.591
2013-04-20,192.304,11.087,13.333,15.562,2.229,24.75,203.391,0.583
2013-04-21,192.087,7.913,5.084,5.542,0.458,9.771,200.0,0.0
2013-04-22,192.043,5.087,8.7,10.159,1.46,15.271,197.13,0.522
2013-04-23,193.783,11.565,16.062,22.5,6.438,20.688,205.348,0.875
2013-04-24,188.826,7.478,11.834,14.666,2.833,20.271,196.304,0.167
2013-04-25,191.87,8.87,12.834,14.895,2.062,26.479,200.739,0.792
2013-04-26,194.136,11.136,11.826,16.326,4.5,24.875,205.273,0.913
2013-04-27,191.913,8.348,9.0,10.708,1.708,15.105,200.261,0.458
2013-04-28,192.565,6.739,6.708,7.416,0.708,17.208,199.304,0.5
2013-04-29,193.391,8.913,10.117,12.2,2.083,22.77,202.304,1.087
2013-04-30,190.739,11.435,15.125,18.146,3.02,30.916,202.174,0.625
2013-05-01,190.818,5.136,7.438,8.438,1.0,14.979,195.955,0.375
2013-05-02,189.913,2.739,5.229,5.771,0.542,5.521,192.652,0.333
2013-05-03,190.739,4.696,6.688,7.688,1.0,7.104,195.435,0.542
2013-05-04,191.826,6.043,6.646,7.688,1.042,13.042,197.87,0.583
2013-05-05,192.136,7.455,7.396,8.0,0.604,22.52,199.591,0.708
2013-05-06,193.217,7.0,8.002,9.03,1.028,29.458,200.217,1.13
2013-05-07,189.217,2.739,4.062,5.229,1.166,11.25,191.957,0.583
2013-05-08,189.609,6.478,10.0,12.354,2.354,6.916,196.087,0.667
2013-05-09,193.0,16.087,20.875,27.104,6.229,17.458,209.087,1.333
2013-05-10,197.409,25.136,27.0,35.891,8.892,41.048,222.545,1.364
2013-05-11,190.087,15.391,18.375,22.646,4.271,,205.478,0.0
2013-05-12,190.522,8.0,7.979,8.792,0.812,,198.522,0.667
2013-05-13,191.522,9.783,10.978,14.247,3.27,15.118,201.304,1.043
2013-05-14,194.043,14.13,15.188,20.0,4.812,34.479,208.174,1.458
2013-05-15,188.261,7.783,9.458,10.875,1.417,28.021,196.043,0.625
2013-05-16,192.391,6.696,8.646,10.021,1.375,31.062,199.087,0.875
2013-05-17,189.696,7.739,10.688,12.188,1.5,22.708,197.435,1.0
2013-05-18,189.522,6.435,7.125,8.271,1.146,25.062,195.957,0.625
2013-05-19,188.0,4.652,4.423,5.214,0.792,15.421,192.652,0.348
2013-05-20,190.478,12.13,11.81,14.385,2.576,11.938,202.609,0.522
2013-05-21,194.478,13.652,13.604,16.438,2.833,30.5,208.13,0.833
2013-05-22,197.957,14.696,16.0,19.854,3.854,44.5,212.652,1.542
2013-05-23,194.783,11.261,12.73,13.854,1.125,31.896,206.043,1.25
2013-05-24,194.913,11.913,14.125,16.854,2.73,30.166,206.826,1.583
2013-05-25,192.826,8.478,8.021,9.646,1.625,25.938,201.304,0.708
2013-05-26,192.043,5.609,5.062,5.667,0.604,25.333,197.652,0.958
2013-05-27,188.957,5.826,8.055,9.908,1.854,21.583,194.783,0.913
2013-05-28,186.739,6.652,8.5,10.729,2.229,15.521,193.391,0.417
2013-05-29,185.304,6.826,7.938,10.834,2.896,10.979,192.13,0.0
2013-05-30,188.81,13.333,14.565,18.108,3.544,16.167,202.143,0.261
2013-05-31,191.682,10.273,11.188,13.812,2.625,23.438,201.955,0.75
2013-06-01,192.652,11.304,10.98,11.916,0.938,32.0,203.957,1.625
2013-06-02,193.696,9.565,9.062,9.666,0.604,29.666,203.261,1.5
2013-06-03,190.609,7.696,10.815,12.85,2.035,25.042,198.304,1.087
2013-06-04,194.522,13.261,13.416,16.875,3.458,28.938,207.783,1.208
2013-06-05,193.043,10.174,12.27,15.417,3.146,21.667,203.217,0.833
2013-06-06,191.0,11.435,12.916,15.604,2.688,26.458,202.435,1.125
2013-06-07,199.0,17.261,15.521,20.146,4.625,30.438,216.261,1.25
2013-06-08,193.652,9.478,9.48,11.0,1.521,25.5,203.13,0.625
2013-06-09,199.043,10.739,9.396,10.604,1.208,28.062,209.783,0.917
2013-06-10,189.174,7.522,8.928,10.434,1.506,22.625,196.696,0.609
2013-06-11,197.696,16.87,17.854,21.167,3.312,27.688,214.565,1.083
2013-06-12,190.864,17.818,16.022,20.13,4.108,23.935,208.682,0.682
2013-06-13,190.087,14.826,14.729,17.854,3.125,25.75,204.913,1.25
2013-06-14,187.826,11.391,11.73,13.75,2.021,27.604,199.217,1.042
2013-06-15,188.435,12.391,13.396,15.625,2.23,32.875,200.826,0.75
2013-06-16,187.87,9.174,7.0,8.333,1.333,16.416,197.043,0.625
2013-06-17,192.696,11.609,11.048,13.587,2.538,26.73,204.304,0.957
2013-06-18,195.909,11.636,11.476,14.492,3.016,37.625,207.545,1.0
2013-06-19,187.0,13.783,13.792,18.938,5.146,31.646,200.783,0.458
2013-06-20,193.609,14.174,17.646,19.771,2.125,16.75,207.783,0.042
2013-06-21,198.13,20.13,21.042,26.584,5.542,24.812,218.261,0.042
2013-06-22,192.174,12.957,9.104,10.792,1.688,14.416,205.13,0.375
2013-06-23,196.478,11.87,8.562,9.542,0.979,25.042,208.348,0.917
2013-06-24,197.304,10.565,11.084,12.55,1.465,24.708,207.87,0.565
2013-06-25,200.783,13.087,12.125,15.375,3.25,26.188,213.87,1.292
2013-06-26,193.909,18.0,14.566,18.891,4.326,19.896,211.909,0.0
2013-06-27,198.913,12.696,12.645,16.166,3.521,17.708,211.609,0.708
2013-06-28,194.565,11.0,11.396,13.438,2.042,17.916,205.565,0.792
2013-06-29,200.348,10.957,9.938,12.771,2.833,24.938,211.304,1.208
2013-06-30,198.391,7.261,5.125,5.938,0.812,15.708,205.652,0.542
2013-07-01,199.87,9.609,7.361,10.29,2.928,16.416,209.478,0.913
2013-07-02,193.957,8.435,10.812,14.521,3.708,17.438,202.391,0.792
2013-07-03,186.957,8.261,9.02,13.292,4.271,18.583,195.217,0.25
2013-07-04,183.087,9.174,11.52,17.125,5.604,20.104,192.261,0.083
2013-07-05,179.783,8.87,8.833,14.688,5.854,30.98,188.652,0.583
2013-07-06,178.87,7.304,6.166,9.958,3.792,33.25,186.174,0.333
2013-07-07,188.565,8.652,4.958,6.584,1.625,27.334,197.217,0.583
2013-07-08,201.682,11.818,8.349,11.626,3.278,26.614,213.5,0.5
2013-07-09,203.304,14.217,10.021,15.354,5.333,35.104,217.522,0.875
2013-07-10,195.304,14.522,11.438,14.188,2.75,42.542,209.826,1.25
2013-07-11,200.478,14.739,11.583,14.792,3.208,48.688,215.217,1.167
2013-07-12,195.913,13.043,11.062,13.646,2.584,51.812,208.957,1.875
2013-07-13,192.826,13.261,11.146,14.208,3.062,49.062,206.087,1.042
2013-07-14,189.391,9.696,5.5,7.396,1.896,17.854,199.087,0.042
2013-07-15,191.13,9.391,6.352,8.139,1.786,16.021,200.522,0.174
2013-07-16,198.318,11.364,11.299,14.408,3.11,21.312,209.682,1.375
2013-07-17,188.739,9.652,10.292,12.708,2.417,25.23,198.391,1.208
2013-07-18,191.609,10.13,8.875,12.396,3.521,21.062,201.739,0.667
2013-07-19,190.565,11.957,10.729,12.25,1.521,19.084,202.522,1.042
2013-07-20,192.348,9.391,7.958,9.271,1.312,31.979,201.739,1.25
2013-07-21,190.348,7.696,5.812,6.084,0.27,34.146,198.043,0.875
2013-07-22,193.773,10.318,8.612,10.714,2.102,36.75,204.091,0.727
2013-07-23,183.696,15.652,8.458,11.208,2.75,19.02,199.348,0.5
2013-07-24,188.652,20.913,16.062,24.312,8.25,25.396,209.565,0.167
2013-07-25,190.0,15.727,10.458,14.708,4.25,39.666,205.727,0.417
2013-07-26,194.273,15.818,11.312,15.5,4.188,42.334,210.091,0.375
2013-07-27,199.696,15.13,10.166,12.479,2.312,49.604,214.826,0.542
2013-07-28,205.522,11.783,6.958,8.125,1.167,49.229,217.304,0.667
2013-07-29,196.174,20.739,13.978,19.79,5.812,37.104,216.913,0.0
2013-07-30,199.783,12.826,9.938,13.167,3.229,49.625,212.609,0.542
2013-07-31,208.091,17.045,11.5,15.326,3.826,48.375,225.136,0.478
2013-08-01,199.435,14.348,10.604,15.834,5.229,37.771,213.783,0.375
2013-08-02,199.957,13.391,9.334,12.5,3.166,28.104,213.348,0.542
2013-08-03,191.348,9.391,7.458,9.688,2.229,14.75,200.739,0.292
2013-08-04,199.87,11.913,6.666,7.562,0.896,28.521,211.783,0.875
2013-08-05,183.478,8.478,7.652,9.507,1.856,28.354,191.957,0.478
2013-08-06,186.739,12.391,9.792,13.875,4.083,24.604,199.13,0.0
2013-08-07,192.818,13.455,10.174,14.63,4.456,36.808,206.273,0.435
2013-08-08,204.739,16.739,13.084,16.708,3.625,46.834,221.478,0.5
2013-08-09,205.913,18.826,12.271,16.792,4.521,57.812,224.739,0.875
2013-08-10,197.174,14.652,10.375,11.854,1.479,65.062,211.826,1.042
2013-08-11,196.913,11.391,7.208,7.958,0.75,58.208,208.304,0.792
2013-08-12,201.435,13.87,8.618,9.982,1.365,45.917,215.304,0.696
2013-08-13,202.261,11.565,8.979,10.979,2.0,41.146,213.826,0.667
2013-08-14,203.609,11.087,7.333,7.854,0.52,48.792,214.696,0.917
2013-08-15,199.435,8.522,5.312,6.104,0.792,50.98,207.957,0.75
2013-08-16,196.391,8.478,5.042,6.375,1.333,43.396,204.87,0.583
2013-08-17,193.087,7.304,4.646,5.834,1.188,27.666,200.391,0.375
2013-08-18,190.0,6.391,3.5,4.229,0.729,24.333,196.391,0.25
2013-08-19,186.609,6.957,6.218,8.918,2.701,21.938,193.565,0.696
2013-08-20,183.773,8.364,6.718,11.832,5.114,21.307,192.136,0.696
2013-08-21,187.826,12.696,9.521,11.118,1.597,21.438,200.522,0.792
2013-08-22,194.957,16.826,13.605,17.688,4.084,28.667,211.783,1.0
2013-08-23,192.522,15.826,14.875,18.292,3.416,29.917,208.348,1.333
2013-08-24,188.652,8.957,9.438,12.48,3.042,16.062,197.609,0.458
2013-08-25,195.739,13.348,8.354,10.333,1.979,18.208,209.087,0.042
2013-08-26,202.0,16.043,15.776,22.239,6.464,24.896,218.043,0.261
2013-08-27,198.696,20.217,10.23,14.375,4.146,15.979,218.913,0.625
2013-08-28,201.826,22.739,11.042,15.042,4.0,16.312,224.565,0.458
2013-08-29,202.136,13.864,12.24,16.804,4.566,26.858,216.0,0.783
2013-08-30,199.609,18.13,14.917,20.0,5.084,36.396,217.739,0.708
2013-08-31,184.913,10.435,6.5,10.062,3.562,30.584,195.348,0.417
2013-09-01,197.652,17.217,7.438,8.98,1.542,12.396,214.87,0.25
2013-09-02,189.391,17.217,10.942,19.308,8.367,17.875,206.609,0.0
2013-09-03,189.391,11.435,6.75,15.27,8.521,14.062,200.826,0.0
2013-09-04,189.87,11.652,12.438,16.73,4.292,14.334,201.522,0.0
2013-09-05,191.957,11.261,14.48,17.52,3.042,12.23,203.217,0.5
2013-09-06,196.391,12.739,12.75,16.916,4.166,12.25,209.13,0.542
2013-09-07,199.913,14.87,13.23,16.771,3.542,30.708,214.783,0.417
2013-09-08,190.957,11.0,7.084,8.188,1.104,14.562,201.957,0.125
2013-09-09,196.045,11.955,10.776,14.982,4.206,18.386,208.0,0.364
2013-09-10,202.609,14.478,13.167,18.271,5.104,22.896,217.087,0.5
2013-09-11,199.174,15.217,13.812,17.688,3.875,26.25,214.391,0.708
2013-09-12,199.652,13.783,12.625,15.708,3.084,39.854,213.435,0.75
2013-09-13,201.087,16.609,12.542,15.917,3.375,62.042,217.696,1.292
2013-09-14,195.217,12.652,9.042,11.208,2.167,31.458,207.87,0.625
2013-09-15,183.0,6.0,4.27,6.104,1.834,22.0,189.0,0.083
2013-09-16,184.783,4.913,3.966,4.358,0.392,11.938,189.696,0.0
2013-09-17,192.739,15.391,12.292,15.0,2.708,15.583,208.13,0.542
2013-09-18,200.143,23.048,16.217,21.217,5.0,26.029,223.19,0.826
2013-09-19,204.261,16.478,17.854,22.646,4.792,29.27,220.739,0.792
2013-09-20,204.087,14.652,14.375,17.979,3.604,27.208,218.739,0.875
2013-09-21,199.304,12.348,11.646,14.875,3.229,25.604,211.652,0.75
2013-09-22,195.783,10.609,6.854,7.938,1.084,29.584,206.391,0.625
2013-09-23,195.0,11.13,9.546,10.68,1.133,35.458,206.13,0.826
2013-09-24,196.522,14.87,15.062,19.0,3.938,31.062,211.391,0.958
2013-09-25,191.304,13.0,13.312,16.916,3.604,22.75,204.304,0.625
2013-09-26,190.174,6.0,6.292,7.292,1.0,9.438,196.174,0.208
2013-09-27,193.364,10.5,12.26,15.022,2.761,13.917,203.864,0.565
2013-09-28,195.304,10.391,10.292,12.938,2.646,13.312,205.696,0.417
2013-09-29,192.609,7.826,5.729,6.625,0.896,12.875,200.435,0.125
2013-09-30,193.087,14.087,14.489,18.324,3.834,22.625,207.174,0.739
2013-10-01,193.13,17.913,21.125,25.396,4.271,27.396,211.043,1.208
2013-10-02,190.174,12.783,13.104,15.542,2.438,25.042,202.957,0.792
2013-10-03,191.0,9.391,10.646,12.146,1.5,20.604,200.391,0.708
2013-10-04,194.318,17.955,19.146,23.604,4.458,32.833,212.273,0.875
2013-10-05,195.652,21.913,20.396,23.812,3.416,38.354,217.565,0.792
2013-10-06,191.913,16.217,11.084,12.354,1.271,32.062,208.13,1.0
2013-10-07,189.391,13.609,12.085,18.078,5.993,14.855,203.0,0.13
2013-10-08,189.455,13.0,9.941,19.284,9.344,16.41,202.455,0.087
2013-10-09,186.391,9.913,10.48,13.542,3.062,22.062,196.304,0.0
2013-10-10,190.182,16.864,15.416,23.229,7.812,13.75,207.045,0.875
2013-10-11,183.957,7.174,8.792,11.146,2.354,17.021,191.13,0.208
2013-10-12,191.0,10.261,7.542,10.5,2.958,19.354,201.261,0.292
2013-10-13,191.091,10.5,6.208,7.104,0.896,11.25,201.591,0.167
2013-10-14,193.522,12.391,10.33,13.712,3.383,18.354,205.913,0.478
2013-10-15,192.478,14.174,15.0,24.062,9.062,16.334,206.652,0.042
2013-10-16,189.13,4.217,4.417,5.0,0.584,6.042,193.348,0.0
2013-10-17,190.957,9.913,10.188,12.771,2.584,9.646,200.87,0.125
2013-10-18,191.783,17.913,18.875,29.042,10.167,16.084,209.696,0.292
2013-10-19,193.217,16.652,15.312,21.104,5.792,16.146,209.87,0.042
2013-10-20,191.739,16.13,12.645,14.729,2.084,10.438,207.87,0.0
2013-10-21,194.826,17.826,12.878,22.048,9.171,8.312,212.652,0.261
2013-10-22,199.5,34.773,22.13,44.63,22.5,24.937,234.273,0.957
2013-10-23,195.783,25.783,23.625,35.98,12.355,22.771,221.565,0.25
2013-10-24,190.0,13.87,14.666,23.104,8.438,13.834,203.87,0.0
2013-10-25,186.043,9.652,10.042,13.334,3.292,7.25,195.696,0.0
2013-10-26,191.783,6.0,6.729,7.334,0.604,8.334,197.783,0.083
2013-10-27,190.652,13.478,5.979,6.771,0.792,13.146,204.13,0.0
2013-10-28,193.0,19.217,17.087,26.174,9.087,19.062,212.217,0.391
2013-10-29,191.913,21.0,18.983,29.572,10.589,20.822,212.913,0.0
2013-10-30,192.909,17.318,13.966,23.007,9.04,27.625,210.227,0.545
2013-10-31,196.091,14.091,16.229,21.084,4.854,31.542,210.182,0.458
2013-11-01,197.13,20.348,19.208,27.084,7.875,32.646,217.478,0.375
2013-11-02,202.957,26.522,19.666,33.438,13.771,38.562,229.478,0.333
2013-11-03,199.261,19.565,12.708,15.688,2.979,47.125,218.826,0.417
2013-11-04,195.043,11.826,8.686,9.648,0.962,24.292,206.87,0.522
2013-11-05,196.0,15.391,16.229,22.021,5.792,29.804,211.391,0.833
2013-11-06,197.0,18.261,18.667,31.146,12.479,25.146,215.261,0.667
2013-11-07,195.087,19.217,24.125,32.875,8.75,31.917,214.304,0.0
2013-11-08,195.682,20.636,17.478,26.261,8.782,24.608,216.318,0.348
2013-11-09,195.909,21.909,17.625,27.562,9.938,20.271,217.818,0.292
2013-11-10,202.783,26.087,15.792,22.5,6.708,23.771,228.87,0.0
2013-11-11,192.609,7.522,10.822,15.282,4.46,7.5,200.13,0.13
2013-11-12,193.913,11.87,13.696,20.425,6.729,6.854,205.783,0.083
2013-11-13,194.783,11.913,11.682,19.087,7.405,7.229,206.696,0.042
2013-11-14,196.913,24.174,19.604,37.854,18.25,13.396,221.087,0.375
2013-11-15,197.043,26.609,19.208,38.354,19.146,16.02,223.652,0.0
2013-11-16,196.478,23.783,16.084,30.458,14.375,17.167,220.261,0.417
2013-11-17,203.957,28.391,14.896,24.812,9.917,33.312,232.348,0.417
2013-11-18,200.955,31.727,13.247,27.64,14.392,21.854,232.682,0.318
2013-11-19,196.261,11.565,12.75,19.688,6.938,7.229,207.826,0.333
2013-11-20,196.13,14.174,15.5,23.812,8.312,16.208,210.304,0.75
2013-11-21,196.174,18.739,17.688,28.542,10.854,11.458,214.913,0.333
2013-11-22,199.609,18.87,16.188,37.521,21.334,9.438,218.478,0.417
2013-11-23,196.304,17.174,13.5,21.5,8.0,10.0,213.478,0.042
2013-11-24,197.696,18.478,11.125,17.479,6.354,20.958,216.174,0.333
2013-11-25,191.783,9.0,12.438,16.267,3.829,14.708,200.783,0.739
2013-11-26,194.826,11.783,12.104,15.188,3.084,12.292,206.609,0.25
2013-11-27,195.478,16.435,19.104,32.333,13.23,12.0,211.913,0.583
2013-11-28,196.478,17.478,14.896,24.0,9.104,10.73,213.957,0.25
2013-11-29,196.273,12.136,11.848,24.696,12.848,9.334,208.409,0.304
2013-11-30,195.087,13.739,14.875,21.188,6.312,8.666,208.826,0.333
2013-12-01,197.522,18.261,12.667,20.042,7.375,16.771,215.783,0.333
2013-12-02,198.652,19.87,18.491,35.734,17.243,18.25,218.522,0.391
2013-12-03,199.652,26.391,19.958,46.625,26.666,21.854,226.043,0.333
2013-12-04,198.652,21.043,19.146,41.646,22.5,20.646,219.696,0.458
2013-12-05,198.652,24.304,19.23,40.375,21.146,23.146,222.957,0.625
2013-12-06,200.522,18.957,20.958,41.167,20.208,30.125,219.478,1.458
2013-12-07,196.957,14.565,13.979,24.625,10.646,16.125,211.522,0.333
2013-12-08,194.261,12.304,9.479,11.479,2.0,6.688,206.565,0.125
2013-12-09,199.591,32.727,27.636,47.932,20.296,18.604,232.318,0.409
2013-12-10,192.957,8.174,10.312,12.771,2.458,9.812,201.13,0.583
2013-12-11,194.391,13.826,17.0,27.75,10.75,15.02,208.217,0.625
2013-12-12,195.478,9.13,10.062,13.5,3.438,8.958,204.609,0.375
