date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,98.0,79.167,61.0,2.75,2.917,0.083,,0.708,8.4,5.879,1.8
2011-01-02,98.0,81.917,59.0,2.375,2.5,0.0,,0.0,6.0,3.738,1.8
2011-01-03,88.0,79.292,61.0,2.19,2.524,0.0,,1.429,6.8,3.946,2.0
2011-01-04,98.0,82.25,59.0,2.667,2.75,0.042,,0.292,4.3,2.096,0.3
2011-01-05,98.0,94.167,80.0,3.087,3.478,0.348,,0.0,3.6,1.671,0.1
2011-01-06,97.0,76.375,49.0,3.417,4.042,0.583,,0.0,8.3,3.808,1.4
2011-01-07,98.0,95.333,90.0,3.0,3.667,0.583,,0.0,4.1,2.396,0.9
2011-01-08,96.0,72.833,36.0,2.125,2.458,0.333,,0.167,9.5,4.317,0.1
2011-01-09,96.0,86.125,56.0,4.0,4.458,0.5,,0.792,9.0,5.079,2.9
2011-01-10,90.0,74.083,44.0,4.833,6.0,1.042,,2.792,10.5,5.688,2.6
2011-01-11,98.0,85.625,56.0,3.0,3.286,0.476,,0.0,7.1,3.558,0.1
2011-01-12,98.0,82.833,53.0,2.667,3.5,0.75,,0.0,6.5,3.033,0.2
2011-01-13,96.0,78.292,56.0,2.583,2.792,0.208,,0.958,5.7,4.296,2.9
2011-01-14,95.0,84.0,60.0,4.167,5.0,0.792,,0.042,6.8,3.679,1.5
2011-01-15,98.0,84.917,55.0,2.042,2.208,0.333,,0.0,7.4,4.071,1.6
2011-01-16,98.0,76.167,54.0,4.667,5.833,1.125,,0.0,6.6,5.05,3.5
2011-01-17,94.0,74.167,36.0,3.333,4.333,1.0,,0.208,9.8,4.954,-0.2
2011-01-18,97.0,72.792,37.0,4.708,6.25,1.542,,0.292,11.9,4.888,-2.1
2011-01-19,98.0,93.167,83.0,,,,,0.0,7.8,6.238,4.6
2011-01-20,95.0,74.625,56.0,,,,,0.429,9.9,8.246,5.6
2011-01-21,98.0,84.917,60.0,,,,,0.542,9.9,6.742,3.2
2011-01-22,98.0,91.542,65.0,,,,,0.375,9.0,5.442,1.5
2011-01-23,98.0,89.0,72.0,,,,,0.0,5.6,2.3,-0.3
2011-01-24,98.0,84.708,69.0,,,,,0.0,2.6,0.425,-0.7
2011-01-25,97.0,85.958,73.0,,,,,0.0,1.6,-0.388,-1.6
2011-01-26,98.0,83.5,64.0,,,,,0.167,3.1,0.283,-1.6
2011-01-27,98.0,76.917,38.0,,,,,4.619,7.3,2.304,-0.1
2011-01-28,98.0,83.583,55.0,,,,,2.708,6.4,2.742,0.2
2011-01-29,98.0,95.917,87.0,,,,,2.0,3.6,1.546,0.2
2011-01-30,98.0,90.792,71.0,,,,,1.75,4.0,1.079,0.0
2011-01-31,82.0,61.75,39.0,,,,,2.792,5.7,2.275,-0.6
2011-02-01,98.0,66.792,41.0,,,,,4.417,4.7,2.671,0.1
2011-02-02,96.0,80.125,60.0,,,,,1.208,-0.3,-1.983,-3.5
2011-02-03,97.0,82.083,50.0,,,,,1.739,2.9,0.008,-3.4
2011-02-04,87.0,70.458,51.0,,,,,4.857,5.4,2.221,0.3
2011-02-05,90.0,68.958,46.0,,,,,4.833,8.1,4.075,0.8
2011-02-06,98.0,90.167,69.0,,,,,2.5,8.0,3.642,-1.0
2011-02-07,98.0,86.417,54.0,,,,,3.583,8.1,4.779,0.8
2011-02-08,98.0,87.458,70.0,,,,,1.0,0.6,-0.75,-2.5
2011-02-09,87.0,71.125,51.0,,,,,0.958,2.4,0.338,-1.5
2011-02-10,94.0,75.125,52.0,,,,,0.692,5.9,1.896,-1.2
2011-02-11,97.0,82.708,54.0,2.933,3.333,0.267,,1.667,5.3,1.671,-1.8
2011-02-12,97.0,73.708,40.0,3.333,3.625,0.292,,2.083,7.6,2.246,-1.9
2011-02-13,98.0,94.333,78.0,5.75,6.333,0.583,,1.0,3.9,2.496,0.2
2011-02-14,98.0,94.875,79.0,5.708,6.833,1.0,,1.708,8.9,4.717,2.5
2011-02-15,98.0,84.708,64.0,4.292,5.375,1.125,,1.542,7.0,4.242,2.9
2011-02-16,93.0,71.292,48.0,2.667,2.917,0.292,,0.958,8.2,3.121,0.4
2011-02-17,98.0,77.167,50.0,2.565,2.696,0.13,,1.174,3.5,1.446,-1.6
2011-02-18,98.0,94.0,80.0,2.333,2.583,0.208,,0.458,1.5,-0.658,-1.6
2011-02-19,98.0,86.458,57.0,2.143,2.524,0.381,,2.429,3.6,0.775,-1.2
2011-02-20,92.0,71.083,40.0,4.333,4.833,0.389,,1.3,7.8,2.796,-0.6
2011-02-21,96.0,74.458,44.0,5.5,6.458,1.0,,2.25,10.1,5.192,0.5
2011-02-22,98.0,82.208,51.0,5.708,6.958,1.25,,3.522,10.8,5.896,-0.5
2011-02-23,98.0,80.083,59.0,4.792,5.375,0.583,,5.292,12.6,9.083,7.3
2011-02-24,87.0,61.375,47.0,4.458,4.917,0.458,,5.417,9.2,6.808,3.1
2011-02-25,97.0,87.0,58.0,3.458,3.625,0.125,,3.375,9.6,5.808,3.2
2011-02-26,94.0,66.792,47.0,3.083,3.208,0.0,,2.375,5.3,3.496,0.5
2011-02-27,98.0,88.8,71.0,4.571,5.524,1.048,,0.714,2.1,0.207,-1.9
2011-02-28,87.0,65.167,36.0,4.583,5.417,0.708,,0.417,7.2,2.292,-3.1
2011-03-01,90.0,78.083,54.0,4.917,6.292,1.5,,2.375,11.0,6.083,0.0
2011-03-02,90.0,83.542,64.0,4.375,4.875,0.417,,2.875,8.4,7.783,7.4
2011-03-03,81.0,63.417,49.0,3.458,3.875,0.375,,3.833,10.5,8.362,6.3
2011-03-04,92.0,78.917,59.0,3.333,3.583,0.292,,1.708,7.1,5.162,1.2
2011-03-05,92.0,89.292,83.0,6.222,7.111,0.944,,1.389,10.4,8.171,5.1
2011-03-06,90.0,77.583,56.0,4.095,4.857,0.81,,1.381,17.3,11.042,8.7
2011-03-07,90.0,67.5,46.0,6.542,7.0,0.708,,2.792,11.7,8.546,4.3
2011-03-08,91.0,67.917,37.0,5.208,6.125,1.0,,1.333,12.0,7.571,2.4
2011-03-09,73.0,64.958,54.0,5.75,6.083,0.417,,1.792,10.8,9.312,8.1
2011-03-10,95.0,78.0,63.0,3.875,4.333,0.167,,0.042,8.9,5.954,-0.3
2011-03-11,95.0,72.375,41.0,1.792,2.0,0.0,,0.25,8.3,2.338,-1.2
2011-03-12,95.0,85.0,60.0,2.542,2.792,0.167,,0.0,4.4,1.392,0.1
2011-03-13,94.0,77.542,48.0,3.667,4.083,0.667,,0.292,6.0,2.217,-0.3
2011-03-14,90.0,60.458,35.0,3.524,3.81,0.333,,4.238,11.9,5.75,-2.2
2011-03-15,93.0,67.75,44.0,5.5,5.875,0.583,,4.125,8.6,6.167,-0.2
2011-03-16,92.0,63.208,35.0,3.913,4.478,0.609,,2.957,13.4,6.867,-1.2
2011-03-17,93.0,78.917,61.0,2.958,3.167,0.042,,4.458,16.7,12.888,9.3
2011-03-18,93.0,89.375,83.0,3.875,4.25,0.167,,5.0,11.2,10.367,8.6
