date,HUM_max,HUM_mean,HUM_min,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,99.0,96.542,91.0,7.0,-18.583,-46.0
2011-01-02,99.0,98.75,98.0,-21.0,-43.0,-60.0
2011-01-03,99.0,98.417,98.0,-43.0,-51.208,-60.0
2011-01-04,98.0,98.0,98.0,-57.0,-64.583,-70.0
2011-01-05,98.0,98.0,98.0,-54.0,-63.375,-72.0
2011-01-06,99.0,98.542,98.0,-37.0,-47.333,-59.0
2011-01-07,99.0,98.167,98.0,-46.0,-61.083,-72.0
2011-01-08,98.0,98.0,98.0,-35.0,-59.667,-70.0
2011-01-09,99.0,97.958,90.0,-28.0,-33.0,-39.0
2011-01-10,99.0,99.0,99.0,-12.0,-29.792,-39.0
2011-01-11,99.0,98.708,98.0,-30.0,-51.0,-98.0
2011-01-12,98.0,98.0,98.0,-60.0,-79.208,-102.0
2011-01-13,99.0,98.625,98.0,-33.0,-48.917,-62.0
2011-01-14,99.0,99.0,99.0,-43.0,-47.708,-53.0
2011-01-15,99.0,99.0,99.0,-36.0,-44.792,-59.0
2011-01-16,99.0,96.167,86.0,-6.0,-40.958,-76.0
2011-01-17,99.0,87.917,62.0,-31.0,-45.208,-70.0
2011-01-18,91.0,67.375,33.0,16.0,-6.875,-36.0
2011-01-19,99.0,83.333,50.0,21.0,-0.792,-20.0
2011-01-20,99.0,99.0,99.0,9.0,-1.458,-23.0
2011-01-21,99.0,99.0,99.0,11.0,0.625,-11.0
2011-01-22,99.0,94.208,69.0,26.0,1.125,-13.0
2011-01-23,99.0,98.875,98.0,-9.0,-30.708,-63.0
2011-01-24,98.0,98.0,98.0,-67.0,-76.083,-88.0
2011-01-25,98.0,98.0,98.0,-73.0,-89.5,-100.0
2011-01-26,98.0,98.0,98.0,-73.0,-83.958,-94.0
2011-01-27,98.0,98.0,98.0,-57.0,-71.042,-91.0
2011-01-28,98.0,98.0,98.0,-53.0,-65.5,-82.0
2011-01-29,98.0,98.0,98.0,-72.0,-82.958,-91.0
2011-01-30,98.0,98.0,98.0,-62.0,-74.667,-87.0
2011-01-31,98.0,98.0,98.0,-64.0,-75.208,-85.0
2011-02-01,99.0,98.25,98.0,-42.0,-67.042,-93.0
2011-02-02,98.0,98.0,98.0,-94.0,-105.667,-114.0
2011-02-03,98.0,98.0,98.0,-82.0,-95.333,-111.0
2011-02-04,98.0,98.0,98.0,-53.0,-69.208,-88.0
