date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,,,,14.958,18.792,3.833,36.125,,,
2011-01-02,,,,10.958,15.875,4.917,29.792,,,
2011-01-03,,,,5.625,6.667,1.042,14.125,,,
2011-01-04,,,,12.958,16.708,3.75,21.292,,,
2011-01-05,,,,6.0,7.292,1.292,15.708,,,
2011-01-06,,,,22.727,34.455,11.727,25.208,,,
2011-01-07,,,,15.042,21.292,6.25,18.333,,,
2011-01-08,,,,12.833,17.25,4.417,20.875,,,
2011-01-09,,,,12.333,15.542,3.208,27.708,,,
2011-01-10,,,,11.667,13.417,1.75,22.792,,,
2011-01-11,,,,12.5,17.167,4.667,22.417,,,
2011-01-12,,,,13.208,18.375,5.167,18.25,,,
2011-01-13,,,,27.409,48.136,20.727,30.417,,,
2011-01-14,,,,14.583,20.958,6.375,18.542,,,
2011-01-15,,,,11.583,14.5,2.917,25.042,,,
2011-01-16,,,,8.5,9.833,1.333,19.542,,,
2011-01-17,,,,10.917,16.958,6.042,19.25,,,
2011-01-18,,,,17.667,22.042,4.375,26.583,,,
2011-01-19,,,,15.208,24.458,9.25,35.458,,,
2011-01-20,,,,2.5,3.5,1.0,25.292,,,
2011-01-21,,,,10.75,12.458,1.708,22.375,,,
2011-01-22,,,,10.75,12.875,2.125,22.417,,,
2011-01-23,,,,14.625,26.542,11.917,28.458,,,
2011-01-24,,,,11.958,16.542,4.583,22.875,,,
2011-01-25,,,,20.625,36.333,15.708,31.25,,,
2011-01-26,,,,11.917,14.625,2.708,21.042,,,
2011-01-27,,,,17.773,34.591,16.818,25.875,,,
2011-01-28,,,,8.25,9.667,1.417,22.292,,,
2011-01-29,,,,4.042,5.083,1.042,18.042,,,
2011-01-30,,,,13.958,22.083,8.125,18.667,,,
2011-01-31,,,,23.792,42.75,18.958,25.042,,,
2011-02-01,,,,12.25,15.542,3.292,29.5,,,
2011-02-02,,,,8.208,10.667,2.458,22.792,,,
2011-02-03,,,,23.588,43.765,20.176,19.136,,,
2011-02-04,,,,24.958,49.875,24.917,29.5,,,
2011-02-05,,,,6.625,7.125,0.5,23.875,,,
2011-02-06,,,,23.708,32.333,8.625,59.083,,,
2011-02-07,,,,16.25,22.542,6.292,46.958,,,
2011-02-08,,,,10.125,10.833,0.708,20.625,,,
2011-02-09,,,,13.042,17.0,3.958,17.417,,,
2011-02-10,,,,17.045,26.864,9.818,21.75,,,
2011-02-11,,,,9.667,10.958,1.292,22.208,,,
2011-02-12,,,,9.25,10.542,1.292,17.083,,,
2011-02-13,,,,18.958,25.458,6.5,21.167,,,
2011-02-14,,,,12.708,12.833,0.125,31.458,,,
2011-02-15,,,,21.208,30.5,9.292,58.75,,,
2011-02-16,,,,6.81,7.0,0.19,21.958,,,
2011-02-17,,,,9.545,11.636,2.091,25.042,,,
2011-02-18,,,,4.542,5.083,0.542,19.083,,,
2011-02-19,,,,8.208,9.417,1.208,18.375,,,
2011-02-20,,,,18.583,26.708,8.125,26.958,,,
2011-02-21,,,,18.0,31.875,13.875,27.542,,,
2011-02-22,,,,7.958,8.375,0.417,30.917,,,
2011-02-23,,,,21.75,28.208,6.458,45.875,,,
2011-02-24,,,,7.455,7.818,0.364,37.0,,,
