date,NO2_mean,NOX_mean,NO_mean,SPM_mean,SO2_mean,PM25_mean
2012-05-07,5.48,6.019,0.539,22.509,2.222,
2012-05-08,7.452,8.019,0.567,33.542,2.726,
2012-05-09,6.458,7.229,0.77,53.425,2.375,
2012-05-10,3.938,4.584,0.646,23.042,0.945,
2012-05-11,3.186,4.062,0.876,4.73,0.444,
2012-05-12,2.562,3.042,0.479,5.342,0.514,
2012-05-13,2.604,2.834,0.229,9.55,1.055,
2012-05-14,4.459,4.912,0.453,11.683,2.292,
2012-05-15,9.292,10.458,1.167,10.108,0.598,
2012-05-16,3.625,3.938,0.312,23.8,1.903,
2012-05-17,6.085,6.63,0.546,38.575,2.958,
2012-05-18,3.625,3.896,0.271,24.868,1.342,
2012-05-19,4.167,4.542,0.375,19.15,1.458,
2012-05-20,3.479,3.604,0.125,20.1,1.764,
2012-05-21,5.47,5.903,0.433,22.525,2.389,
2012-05-22,4.334,4.604,0.271,20.995,1.841,
2012-05-23,3.938,4.146,0.208,18.774,1.264,
2012-05-24,5.36,5.684,0.324,18.51,1.986,
2012-05-25,5.916,6.479,0.562,24.374,1.38,
2012-05-26,3.562,4.125,0.562,24.508,1.319,
2012-05-27,3.562,3.73,0.166,28.433,2.417,
2012-05-28,5.086,5.771,0.685,36.383,2.528,
2012-05-29,4.771,5.5,0.729,35.467,1.314,
2012-05-30,4.416,5.244,0.828,17.127,0.875,
2012-05-31,4.7,5.374,0.674,20.458,1.875,
2012-06-01,4.854,5.27,0.416,26.867,1.489,
2012-06-02,4.688,5.146,0.458,28.058,1.611,
2012-06-03,3.312,3.479,0.166,26.234,3.167,
2012-06-04,4.765,5.242,0.476,20.942,2.167,
2012-06-05,6.625,6.916,0.292,18.431,2.302,
2012-06-06,5.75,6.146,0.396,15.942,1.764,
2012-06-07,4.7,4.891,0.191,21.973,1.736,
2012-06-08,5.218,5.608,0.391,30.492,3.072,
2012-06-09,2.792,3.354,0.562,10.383,0.778,
2012-06-10,1.396,2.188,0.792,13.55,0.625,
2012-06-11,3.271,3.938,0.666,12.475,1.571,
2012-06-12,5.521,6.104,0.583,15.408,1.604,
2012-06-13,4.584,5.416,0.834,15.442,1.639,
2012-06-14,3.875,4.792,0.916,16.758,1.653,
2012-06-15,5.326,5.892,0.565,22.833,1.788,
2012-06-16,4.146,4.958,0.812,8.058,1.167,
2012-06-17,1.896,2.416,0.521,5.225,0.847,
2012-06-18,4.312,5.23,0.917,17.684,1.333,
2012-06-19,7.812,10.083,2.27,20.017,0.764,
2012-06-20,2.646,3.458,0.812,7.4,0.847,
2012-06-21,5.916,7.084,1.167,17.971,1.069,
2012-06-22,3.848,4.74,0.892,7.658,0.542,
2012-06-23,2.396,2.812,0.416,7.083,0.861,
2012-06-24,2.584,2.896,0.312,12.825,1.416,
2012-06-25,4.021,4.542,0.521,17.786,1.31,
2012-06-26,4.812,5.188,0.375,19.786,1.396,
2012-06-27,6.25,6.438,0.188,22.433,2.042,
2012-06-28,6.771,7.083,0.312,23.689,2.006,
2012-06-29,4.956,5.5,0.544,23.292,1.937,
2012-06-30,3.771,4.042,0.271,26.008,1.583,
2012-07-01,3.25,4.646,1.396,14.533,0.931,
2012-07-02,3.271,4.396,1.125,12.508,1.167,
2012-07-03,6.916,9.521,2.604,16.558,1.125,
2012-07-04,3.27,3.875,0.604,16.367,1.5,
2012-07-05,4.917,5.396,0.479,21.292,1.472,
2012-07-06,5.566,6.76,1.196,9.25,1.042,
2012-07-07,2.021,2.521,0.5,11.392,0.736,
2012-07-08,1.917,2.604,0.688,17.133,0.792,
2012-07-09,3.104,3.562,0.458,15.367,1.222,
2012-07-10,5.0,5.438,0.438,23.092,2.038,
2012-07-11,4.083,4.479,0.396,12.203,1.5,
2012-07-12,2.812,3.146,0.334,12.942,1.611,
2012-07-13,6.198,7.446,1.247,38.533,1.562,
2012-07-14,3.875,5.083,1.208,24.425,1.889,
2012-07-15,2.271,2.584,0.312,20.9,1.514,
2012-07-16,2.271,2.334,0.062,13.258,1.805,
2012-07-17,4.562,5.208,0.646,17.242,1.964,
2012-07-18,4.947,5.5,0.553,23.748,1.861,
2012-07-19,4.438,4.916,0.48,20.492,1.833,
2012-07-20,4.653,5.375,0.722,19.567,1.353,
2012-07-21,2.562,3.771,1.208,21.775,0.917,
2012-07-22,2.396,3.146,0.75,16.617,1.194,
2012-07-23,3.812,4.188,0.375,21.675,1.5,
2012-07-24,4.23,4.458,0.229,27.558,1.601,
2012-07-25,4.448,5.092,0.645,37.683,1.764,
2012-07-26,3.834,4.396,0.562,36.617,2.069,
2012-07-27,4.464,4.886,0.422,37.367,2.092,
2012-07-28,3.562,3.875,0.312,41.133,1.972,
2012-07-29,2.666,3.021,0.354,37.267,1.639,
2012-07-30,4.354,5.042,0.688,29.292,1.778,
2012-07-31,5.354,6.25,0.896,16.734,2.097,
2012-08-01,4.676,5.608,0.933,16.209,1.417,
2012-08-02,5.375,6.75,1.375,24.325,1.861,
2012-08-03,5.119,5.894,0.775,25.242,1.885,
2012-08-04,4.854,5.375,0.52,26.967,1.861,
2012-08-05,2.958,3.271,0.312,19.425,1.472,
2012-08-06,3.479,4.458,0.979,12.5,1.278,
2012-08-07,3.875,5.042,1.166,13.617,1.37,
2012-08-08,3.516,4.187,0.67,9.175,1.403,
2012-08-09,3.75,4.396,0.646,10.467,1.472,
2012-08-10,5.916,6.443,0.526,22.958,1.909,
2012-08-11,6.458,7.312,0.854,37.017,1.361,
2012-08-12,3.5,3.958,0.458,23.258,1.389,
2012-08-13,2.416,2.75,0.334,19.767,1.292,
2012-08-14,2.229,3.0,0.771,10.508,1.084,
2012-08-15,2.017,2.817,0.8,13.375,1.294,
2012-08-16,2.666,3.604,0.938,13.595,1.431,
2012-08-17,3.415,4.272,0.858,20.667,1.673,
2012-08-18,3.646,3.938,0.292,17.417,1.611,
2012-08-19,2.188,2.584,0.396,8.408,1.389,
2012-08-20,4.104,4.666,0.562,14.308,1.972,
2012-08-21,4.792,5.77,0.98,14.916,2.255,
2012-08-22,4.788,6.326,1.538,10.758,1.82,
2012-08-23,5.688,8.104,2.416,14.008,1.917,
2012-08-24,6.055,7.34,1.286,15.958,2.244,
2012-08-25,4.417,5.062,0.646,19.658,1.931,
2012-08-26,3.521,3.958,0.438,19.708,2.125,
2012-08-27,4.729,6.292,1.562,13.433,1.986,
2012-08-28,3.146,3.958,0.812,11.533,2.193,
2012-08-29,3.842,4.274,0.433,12.458,2.056,
2012-08-30,5.75,6.792,1.042,17.259,1.778,
2012-08-31,4.646,5.714,1.067,16.267,1.928,
2012-09-01,3.166,3.771,0.604,12.458,1.195,
2012-09-02,2.334,2.75,0.416,12.358,1.208,
2012-09-03,3.77,4.521,0.75,10.942,1.806,
2012-09-04,4.854,5.48,0.625,15.058,1.782,
2012-09-05,4.896,5.524,0.628,19.133,2.0,
2012-09-06,5.5,6.25,0.75,13.715,1.278,
2012-09-07,4.739,5.717,0.978,11.7,1.375,
2012-09-08,3.729,4.438,0.708,15.4,1.403,
2012-09-09,2.5,2.708,0.208,9.033,1.194,
2012-09-10,3.771,4.125,0.354,10.372,1.268,
2012-09-11,4.312,5.042,0.729,6.667,0.906,
2012-09-12,4.5,5.188,0.688,7.941,1.236,
2012-09-13,5.5,6.25,0.75,16.908,2.083,
2012-09-14,4.74,5.587,0.848,22.867,2.105,
2012-09-15,3.312,3.75,0.438,10.225,1.292,
2012-09-16,2.812,3.25,0.438,13.167,1.556,
2012-09-17,0.812,0.854,0.042,5.567,0.82,
2012-09-18,3.666,4.458,0.792,6.167,1.008,
2012-09-19,3.562,4.146,0.584,17.842,1.264,
2012-09-20,3.583,3.979,0.396,22.15,1.167,
2012-09-21,4.718,5.348,0.63,18.9,1.335,
2012-09-22,3.479,3.854,0.375,15.75,1.403,
2012-09-23,2.729,2.854,0.125,22.208,0.917,
2012-09-24,4.208,4.834,0.625,7.167,1.25,
2012-09-25,5.118,6.377,1.259,10.5,1.478,
2012-09-26,5.375,6.166,0.792,10.717,1.681,
2012-09-27,5.646,6.542,0.896,12.058,1.611,
2012-09-28,5.174,5.913,0.739,13.758,1.616,
2012-09-29,4.208,4.625,0.416,16.675,1.486,
2012-09-30,3.229,3.854,0.625,17.125,0.68,
2012-10-01,5.062,6.084,1.021,7.117,0.903,
2012-10-02,4.958,6.25,1.292,8.508,1.256,
2012-10-03,4.708,5.958,1.25,8.533,1.305,
2012-10-04,4.938,6.104,1.166,10.446,0.945,
2012-10-05,4.37,5.326,0.956,9.1,1.139,
2012-10-06,5.875,7.042,1.166,19.258,1.069,
2012-10-07,2.729,3.084,0.354,12.408,0.944,
2012-10-08,3.25,3.666,0.417,10.875,1.181,
2012-10-09,5.125,5.812,0.688,10.45,1.45,
2012-10-10,5.979,6.792,0.812,13.692,2.084,
2012-10-11,5.146,5.667,0.521,15.816,1.625,
2012-10-12,5.152,6.413,1.261,7.483,1.07,
2012-10-13,4.166,4.75,0.583,13.575,1.695,
2012-10-14,3.583,3.854,0.271,21.675,2.125,
2012-10-15,5.438,6.416,0.98,18.225,1.916,
2012-10-16,7.146,8.25,1.104,20.9,1.93,
2012-10-17,6.708,7.562,0.854,15.65,1.195,
2012-10-18,5.708,6.917,1.208,8.8,0.778,
2012-10-19,4.218,4.935,0.717,7.992,1.462,
2012-10-20,4.77,5.666,0.896,14.092,1.625,
2012-10-21,4.146,4.646,0.5,25.542,1.625,
2012-10-22,3.958,4.396,0.438,19.15,2.625,
2012-10-23,4.666,4.896,0.229,8.758,1.223,
2012-10-24,5.604,6.958,1.354,9.008,1.375,
2012-10-25,5.604,6.604,1.0,12.193,1.667,
2012-10-26,6.413,7.456,1.044,16.092,1.601,
2012-10-27,4.958,5.625,0.667,18.183,1.514,
2012-10-28,3.77,4.146,0.375,9.45,0.819,
2012-10-29,5.271,6.48,1.208,9.6,0.861,
2012-10-30,5.792,7.188,1.396,11.733,1.215,
2012-10-31,4.604,5.354,0.75,6.792,1.042,
2012-11-01,4.229,4.646,0.417,9.65,1.681,
2012-11-02,6.674,7.934,1.261,13.108,0.792,
2012-11-03,5.292,5.896,0.604,15.217,1.097,
2012-11-04,3.354,3.771,0.416,9.191,1.111,
2012-11-05,10.334,13.271,2.938,11.167,1.708,
2012-11-06,9.589,11.966,2.377,17.13,1.033,
2012-11-07,5.042,5.396,0.354,11.817,1.367,
2012-11-08,7.834,9.146,1.312,12.9,1.139,
2012-11-09,8.392,10.87,2.478,21.978,0.931,
2012-11-10,4.896,5.666,0.771,10.367,0.764,
2012-11-11,3.708,5.0,1.292,3.592,0.833,
2012-11-12,4.417,4.729,0.312,15.758,2.472,
2012-11-13,5.25,5.666,0.417,14.742,3.486,
2012-11-14,3.938,4.25,0.312,7.308,1.167,
2012-11-15,5.834,6.438,0.604,2.958,0.833,
2012-11-16,7.218,9.714,2.497,7.32,1.421,
2012-11-17,10.229,11.562,1.334,8.192,1.208,
2012-11-18,3.729,4.312,0.584,10.9,0.889,
2012-11-19,5.166,6.438,1.271,10.825,1.847,
2012-11-20,6.083,7.604,1.521,14.9,1.264,
2012-11-21,6.166,7.604,1.438,8.517,1.127,
2012-11-22,8.229,10.792,2.562,13.067,2.028,
2012-11-23,7.413,10.065,2.652,12.642,1.145,
2012-11-24,4.0,4.77,0.771,6.85,0.986,
2012-11-25,5.334,6.125,0.792,8.775,1.195,
2012-11-26,12.979,16.792,3.812,9.658,0.916,
2012-11-27,5.375,6.688,1.312,4.533,0.667,
2012-11-28,6.542,8.0,1.458,4.995,2.69,
2012-11-29,10.771,14.042,3.271,23.958,2.389,
2012-11-30,8.804,12.283,3.478,16.208,1.001,
2012-12-01,4.146,5.083,0.938,5.6,0.833,
2012-12-02,4.23,5.083,0.854,6.433,0.653,
2012-12-03,9.666,14.688,5.021,8.018,1.035,
2012-12-04,4.292,4.834,0.542,8.63,0.885,
2012-12-05,6.75,7.708,0.958,6.6,0.719,
2012-12-06,4.084,4.584,0.5,6.867,0.917,
2012-12-07,9.193,10.403,1.21,5.218,0.839,
2012-12-08,3.256,3.576,0.32,10.117,2.07,
2012-12-09,2.646,3.062,0.416,5.283,0.778,
2012-12-10,6.604,8.125,1.521,4.6,0.625,
2012-12-11,11.0,13.229,2.229,4.767,0.833,
2012-12-12,13.355,16.396,3.042,7.192,0.821,
2012-12-13,12.229,15.5,3.27,9.967,1.028,
2012-12-14,14.009,19.658,5.648,9.941,1.521,
2012-12-15,13.956,23.282,9.326,12.033,1.028,
2012-12-16,6.021,6.896,0.875,9.175,0.528,
2012-12-17,8.354,11.312,2.958,12.45,1.5,
2012-12-18,5.562,6.625,1.062,6.533,0.772,
2012-12-19,5.396,6.75,1.354,4.533,0.601,
2012-12-20,9.708,12.355,2.646,6.817,0.716,
2012-12-21,10.167,12.396,2.229,7.253,0.64,
2012-12-22,9.63,11.544,1.913,11.975,0.805,
2012-12-23,3.042,3.312,0.271,13.225,0.958,
2012-12-24,4.75,5.458,0.708,5.242,0.417,
2012-12-25,5.916,6.938,1.02,9.933,1.264,
2012-12-26,5.375,6.666,1.292,4.601,0.75,
2012-12-27,11.729,14.834,3.104,7.25,0.903,
2012-12-28,14.0,19.167,5.167,9.567,0.501,
2012-12-29,8.478,10.066,1.587,5.733,0.597,
2012-12-30,7.896,9.5,1.604,8.775,0.708,
2012-12-31,1.896,1.979,0.084,6.925,0.542,
2013-01-01,2.917,2.979,0.062,20.158,2.288,
2013-01-02,2.25,2.648,0.397,12.883,0.93,
2013-01-03,2.542,2.916,0.375,9.908,1.105,
2013-01-04,3.792,4.542,0.75,9.5,0.667,
2013-01-05,3.688,4.458,0.771,5.292,0.458,
2013-01-06,6.292,8.542,2.25,5.617,0.889,
2013-01-07,8.407,11.646,3.24,7.233,1.431,
2013-01-08,13.573,23.18,9.606,13.528,1.212,
2013-01-09,3.237,4.248,1.011,4.683,0.708,
2013-01-10,6.896,8.667,1.771,4.567,0.612,
2013-01-11,8.334,10.021,1.688,5.933,0.75,
2013-01-12,4.854,5.938,1.083,11.533,1.028,
2013-01-13,3.312,4.062,0.75,9.408,0.681,
2013-01-14,7.906,10.104,2.198,5.575,0.959,
2013-01-15,10.77,15.27,4.5,6.517,0.946,
2013-01-16,9.752,12.089,2.337,5.925,1.125,
2013-01-17,6.416,7.646,1.229,7.292,1.219,
2013-01-18,6.729,8.542,1.812,10.192,1.254,
2013-01-19,2.896,3.396,0.5,6.258,0.361,
2013-01-20,6.104,7.438,1.333,7.65,1.653,
2013-01-21,9.723,11.386,1.663,15.058,1.639,
2013-01-22,8.666,10.271,1.604,12.833,1.014,
2013-01-23,9.39,12.06,2.67,9.908,1.014,
2013-01-24,8.271,10.292,2.021,8.535,1.603,
2013-01-25,7.021,8.958,1.938,12.933,2.875,
2013-01-26,2.229,2.625,0.396,15.7,0.972,
2013-01-27,5.062,5.834,0.77,6.095,0.909,
2013-01-28,8.678,11.856,3.178,10.033,2.855,
2013-01-29,6.479,7.916,1.438,11.783,1.097,
2013-01-30,16.544,23.102,6.558,18.517,1.847,
2013-01-31,4.104,5.0,0.896,16.842,1.047,
2013-02-01,6.854,8.708,1.854,14.633,2.319,
2013-02-02,6.812,7.688,0.875,21.708,1.111,
2013-02-03,7.458,10.542,3.083,20.642,1.333,
2013-02-04,3.04,3.646,0.606,3.647,0.391,
2013-02-05,4.479,5.75,1.271,4.906,0.736,
2013-02-06,7.616,9.162,1.546,6.533,0.875,
2013-02-07,8.229,10.333,2.104,6.291,0.696,
2013-02-08,10.542,13.0,2.458,6.6,0.625,
2013-02-09,3.48,3.938,0.458,3.942,0.375,
2013-02-10,4.479,5.938,1.458,8.183,0.667,
2013-02-11,2.539,3.166,0.627,5.0,0.569,
2013-02-12,5.906,7.282,1.375,5.387,0.803,
2013-02-13,4.567,5.59,1.024,4.867,0.5,
2013-02-14,13.294,15.756,2.461,8.583,0.835,
2013-02-15,8.542,10.333,1.792,5.508,0.458,
2013-02-16,3.0,3.354,0.354,17.917,1.319,
2013-02-17,8.708,10.667,1.958,26.483,1.986,
2013-02-18,4.375,5.146,0.771,11.1,1.083,
2013-02-19,4.604,5.438,0.834,9.692,0.736,
2013-02-20,8.653,9.786,1.133,10.533,1.181,
2013-02-21,7.87,9.817,1.946,11.725,1.064,
2013-02-22,5.196,5.762,0.566,7.608,0.75,
2013-02-23,4.02,4.458,0.438,8.292,0.861,
2013-02-24,6.875,7.875,1.0,10.225,1.264,
2013-02-25,8.604,9.75,1.146,46.158,3.742,
2013-02-26,11.792,13.479,1.688,54.425,3.291,
2013-02-27,12.902,15.508,2.606,21.792,1.736,
2013-02-28,4.375,5.048,0.673,22.8,1.216,
2013-03-01,5.562,6.812,1.25,28.058,1.069,
2013-03-02,3.562,3.77,0.208,10.533,0.639,
2013-03-03,3.646,4.916,1.271,8.925,0.736,
2013-03-04,7.48,9.125,1.646,8.96,1.952,
2013-03-05,8.084,9.146,1.062,13.867,0.875,
2013-03-06,2.968,3.491,0.522,9.858,0.778,
2013-03-07,5.627,7.164,1.538,8.865,1.019,
2013-03-08,4.584,5.375,0.792,8.792,0.597,
2013-03-09,2.96,3.5,0.539,11.458,1.208,
2013-03-10,3.916,4.834,0.917,5.758,0.583,
2013-03-11,6.562,8.334,1.77,6.2,0.835,
2013-03-12,9.146,11.083,1.938,25.319,3.583,
2013-03-13,12.08,14.903,2.824,16.975,1.153,
2013-03-14,3.438,4.354,0.917,6.976,0.472,
2013-03-15,4.667,5.416,0.75,12.983,1.153,
2013-03-16,6.65,7.487,0.838,39.983,2.194,
2013-03-17,8.292,9.854,1.562,43.317,2.889,
2013-03-18,6.701,7.284,0.584,37.958,2.091,
2013-03-19,5.547,6.36,0.812,16.69,1.069,
2013-03-20,9.614,11.691,2.078,12.717,0.694,
2013-03-21,2.27,2.646,0.375,6.633,0.389,
2013-03-22,3.23,3.625,0.396,5.492,0.75,
2013-03-23,3.395,3.872,0.478,15.375,1.347,
2013-03-24,6.104,7.062,0.958,28.633,2.459,
2013-03-25,8.792,10.5,1.708,25.708,3.147,
2013-03-26,9.48,10.604,1.125,19.11,1.486,
2013-03-27,3.628,4.508,0.878,19.225,0.889,
2013-03-28,5.146,5.834,0.688,23.767,2.447,
2013-03-29,6.646,7.833,1.188,20.175,2.958,
2013-03-30,3.046,3.197,0.15,12.517,0.653,
2013-03-31,3.042,3.604,0.562,16.408,0.792,
2013-04-01,6.146,7.104,0.958,12.208,1.361,
2013-04-02,8.599,10.504,1.905,18.375,1.833,
2013-04-03,3.75,3.938,0.188,15.558,0.556,
2013-04-04,4.438,5.021,0.584,19.208,1.431,
2013-04-05,7.062,8.25,1.188,21.482,2.572,
2013-04-06,1.435,1.456,0.021,8.208,1.0,
2013-04-07,0.625,0.625,0.0,6.225,0.458,
2013-04-08,3.167,3.562,0.395,8.408,0.947,
2013-04-09,4.548,5.388,0.84,15.417,1.833,
2013-04-10,2.875,3.125,0.25,11.717,1.243,
2013-04-11,3.312,3.479,0.166,11.017,1.153,
2013-04-12,3.896,4.458,0.562,10.258,0.81,
2013-04-13,3.441,3.714,0.273,10.933,1.208,
2013-04-14,3.208,3.25,0.042,20.367,3.555,
2013-04-15,3.25,3.48,0.229,11.425,1.43,
2013-04-16,6.027,6.718,0.69,21.483,4.292,
2013-04-17,6.125,6.917,0.792,30.325,3.255,
2013-04-18,3.229,3.625,0.396,20.075,1.555,
2013-04-19,2.854,3.333,0.479,14.408,0.958,
2013-04-20,5.22,5.958,0.738,13.733,0.861,
2013-04-21,2.688,2.98,0.292,5.742,0.472,
2013-04-22,4.604,5.104,0.5,10.45,1.195,
2013-04-23,5.964,6.564,0.6,10.733,1.917,
2013-04-24,4.77,5.125,0.354,9.4,1.069,
2013-04-25,4.52,5.062,0.542,16.925,1.778,
2013-04-26,4.271,4.625,0.354,14.902,1.242,
2013-04-27,3.362,3.635,0.273,13.958,1.014,
2013-04-28,2.416,2.73,0.312,10.883,1.195,
2013-04-29,3.188,3.312,0.125,14.958,3.069,
2013-04-30,3.648,3.801,0.152,15.375,1.542,
2013-05-01,2.875,3.458,0.584,6.125,0.625,
2013-05-02,2.5,3.062,0.562,3.567,0.667,
2013-05-03,2.375,2.729,0.354,4.567,1.055,
2013-05-04,2.428,2.577,0.148,7.7,1.097,
2013-05-05,2.25,2.292,0.042,18.017,1.486,
2013-05-06,2.458,2.542,0.084,22.275,2.056,
2013-05-07,2.07,2.634,0.564,7.208,1.042,
2013-05-08,4.084,4.688,0.604,4.842,1.297,
2013-05-09,5.841,6.386,0.546,8.192,2.222,
2013-05-10,8.125,8.708,0.584,17.617,2.89,
2013-05-11,6.665,7.449,0.784,20.491,0.708,
2013-05-12,2.416,2.604,0.188,17.506,1.805,
2013-05-13,5.312,5.75,0.438,27.225,3.306,
2013-05-14,6.718,7.238,0.52,34.983,3.5,
2013-05-15,4.729,4.834,0.104,28.5,2.658,
2013-05-16,3.042,3.438,0.395,28.208,0.764,
2013-05-17,3.0,3.27,0.271,12.492,1.097,
2013-05-18,4.019,4.294,0.275,20.858,2.111,
2013-05-19,3.584,3.646,0.062,15.5,1.167,
2013-05-20,3.229,3.771,0.542,8.175,1.097,
2013-05-21,3.924,4.436,0.511,27.933,1.722,
2013-05-22,4.23,4.562,0.333,26.917,2.367,
2013-05-23,4.729,5.208,0.479,19.642,2.014,
2013-05-24,4.416,5.104,0.688,12.674,1.686,
2013-05-25,3.492,3.704,0.212,19.583,2.111,
2013-05-26,2.875,2.98,0.104,21.833,2.278,
2013-05-27,4.542,4.938,0.396,20.634,2.972,
2013-05-28,3.172,3.41,0.238,13.483,2.0,
2013-05-29,3.146,3.938,0.792,8.083,1.377,
2013-05-30,4.666,5.625,0.958,20.717,0.945,
2013-05-31,4.125,5.042,0.916,22.592,1.348,
2013-06-01,5.522,6.03,0.509,22.808,2.07,
2013-06-02,2.625,2.75,0.125,22.775,1.431,
2013-06-03,3.896,4.396,0.5,21.61,1.389,
2013-06-04,5.31,6.042,0.731,23.623,1.639,
2013-06-05,5.583,6.229,0.646,21.741,2.119,
2013-06-06,6.5,7.188,0.688,26.533,2.222,
2013-06-07,4.426,5.021,0.596,23.345,1.575,
2013-06-08,2.959,3.339,0.38,21.642,1.278,
2013-06-09,2.979,3.188,0.208,18.1,1.917,
2013-06-10,5.202,5.574,0.372,22.641,2.194,
2013-06-11,4.346,4.904,0.558,19.632,2.472,
2013-06-12,5.562,6.688,1.125,19.133,1.785,
2013-06-13,3.666,4.792,1.125,19.95,1.542,
2013-06-14,3.521,4.52,1.0,21.925,1.25,
2013-06-15,3.878,4.979,1.102,22.409,0.917,
2013-06-16,1.292,1.854,0.562,12.717,0.917,
2013-06-17,2.979,3.438,0.458,16.192,1.611,
2013-06-18,6.006,7.574,1.569,23.792,1.291,
2013-06-19,3.51,4.392,0.881,16.4,1.695,
2013-06-20,6.188,7.458,1.27,8.842,0.889,
2013-06-21,6.854,8.229,1.375,10.025,0.92,
2013-06-22,2.94,3.302,0.364,12.067,0.792,
2013-06-23,1.688,2.208,0.521,14.008,1.083,
2013-06-24,3.334,4.292,0.958,14.928,1.148,
2013-06-25,4.666,5.646,0.98,19.637,1.557,
2013-06-26,5.192,5.99,0.798,16.562,0.865,
2013-06-27,3.0,3.542,0.542,13.72,1.014,
2013-06-28,4.146,4.458,0.312,20.8,1.779,
2013-06-29,4.337,4.97,0.633,20.658,1.542,
2013-06-30,2.958,3.166,0.208,18.675,1.542,
2013-07-01,3.23,3.542,0.312,12.342,2.0,
2013-07-02,3.625,3.979,0.354,12.933,2.708,
2013-07-03,3.636,4.275,0.64,9.583,2.136,
2013-07-04,3.542,5.375,1.834,12.208,1.819,
2013-07-05,2.854,4.375,1.521,15.992,2.854,
2013-07-06,1.97,2.797,0.827,20.425,1.542,
2013-07-07,2.396,4.466,2.07,18.733,1.278,
2013-07-08,3.0,5.458,2.458,15.942,1.389,
2013-07-09,3.5,5.146,1.646,20.742,2.083,
2013-07-10,4.78,6.524,1.744,23.3,1.725,
2013-07-11,4.416,5.77,1.354,24.025,2.069,
2013-07-12,3.5,4.416,0.916,38.033,2.756,
2013-07-13,2.686,4.404,1.718,38.417,1.639,
2013-07-14,1.042,2.729,1.688,18.558,1.292,
2013-07-15,1.062,2.083,1.021,11.0,0.986,
2013-07-16,2.583,3.396,0.812,11.15,1.222,
2013-07-17,3.464,4.369,0.904,22.617,2.044,
2013-07-18,2.125,3.0,0.875,15.983,0.972,
2013-07-19,2.146,2.75,0.604,9.033,1.056,
2013-07-20,2.733,3.072,0.339,12.634,1.708,
2013-07-21,3.104,3.458,0.354,16.55,2.347,
2013-07-22,3.331,4.033,0.702,26.417,1.611,
2013-07-23,3.917,5.375,1.458,16.933,1.083,
2013-07-24,5.826,7.13,1.304,18.334,1.382,
2013-07-25,4.208,4.917,0.708,38.408,2.278,
2013-07-26,4.75,5.25,0.5,45.267,2.142,
2013-07-27,2.917,3.083,0.167,50.892,1.625,
2013-07-28,1.792,1.833,0.042,48.683,1.458,
2013-07-29,6.292,7.042,0.75,24.8,1.389,
2013-07-30,2.042,2.875,0.833,63.967,1.069,
2013-07-31,5.043,5.696,0.652,43.975,1.126,
2013-08-01,2.833,3.292,0.458,36.2,0.931,
2013-08-02,2.667,4.333,1.667,20.442,1.014,
2013-08-03,2.833,4.083,1.25,9.775,0.958,
2013-08-04,1.833,2.042,0.208,15.883,0.931,
2013-08-05,3.792,4.667,0.875,23.933,1.25,
2013-08-06,5.333,7.125,1.792,30.458,0.875,
2013-08-07,3.783,5.0,1.217,40.565,0.931,
2013-08-08,4.417,5.083,0.667,44.66,1.041,
2013-08-09,4.833,5.542,0.708,47.417,1.799,
2013-08-10,5.042,6.708,1.667,57.283,1.68,
2013-08-11,1.875,1.917,0.042,63.475,1.403,
2013-08-12,3.292,4.625,1.333,53.842,1.528,
2013-08-13,3.333,3.958,0.625,46.093,1.333,
2013-08-14,4.043,5.783,1.739,32.917,1.768,
2013-08-15,3.042,3.083,0.042,41.55,2.028,
2013-08-16,3.875,4.792,0.917,43.825,2.051,
2013-08-17,4.208,5.208,1.0,29.533,1.889,
2013-08-18,2.958,3.167,0.208,22.717,1.611,
2013-08-19,5.667,7.25,1.583,26.7,2.07,
2013-08-20,8.167,12.0,3.833,24.525,2.056,
2013-08-21,6.696,9.783,3.087,23.936,1.517,
2013-08-22,8.167,11.25,3.083,28.259,1.445,
2013-08-23,7.458,10.667,3.208,20.066,1.31,
2013-08-24,3.667,5.875,2.208,9.725,0.861,
2013-08-25,2.0,2.875,0.875,11.567,0.833,
2013-08-26,5.125,7.333,2.208,12.208,1.431,
2013-08-27,4.792,6.333,1.542,10.283,1.153,
2013-08-28,5.217,6.435,1.217,11.177,1.336,
2013-08-29,5.417,6.25,0.833,22.896,2.792,
2013-08-30,5.167,6.708,1.542,27.375,3.575,
2013-08-31,2.583,3.458,0.875,17.438,1.25,
2013-09-01,2.208,2.792,0.583,15.875,0.736,
2013-09-02,9.167,11.625,2.458,7.834,0.819,
2013-09-03,6.542,11.042,4.5,6.844,0.917,
2013-09-04,5.348,6.348,1.0,6.927,0.778,
2013-09-05,4.625,5.208,0.583,5.062,0.861,
2013-09-06,5.542,6.75,1.208,8.542,0.958,
2013-09-07,5.125,6.417,1.292,9.656,0.847,
2013-09-08,2.0,2.167,0.167,5.542,0.667,
2013-09-09,4.667,5.238,0.571,8.443,1.139,
2013-09-10,6.13,7.826,1.696,13.198,1.417,
2013-09-11,5.667,6.667,1.0,20.156,1.627,
2013-09-12,5.667,6.458,0.792,37.416,1.958,
2013-09-13,5.25,6.125,0.875,37.906,1.771,
2013-09-14,4.917,6.208,1.292,34.49,1.667,
2013-09-15,3.208,4.208,1.0,11.5,0.806,
2013-09-16,2.208,2.958,0.75,7.364,0.639,
