date,NO2_mean,NOX_mean,NO_mean,SPM_mean,SO2_mean,PM25_mean
2015-01-05,6.304,7.208,0.905,29.125,0.375,27.292
2015-01-06,6.13,7.392,1.261,11.025,0.653,10.708
2015-01-07,5.521,6.458,0.938,6.825,0.087,8.208
2015-01-08,6.271,7.458,1.188,7.183,0.292,6.875
2015-01-09,3.77,4.416,0.646,2.733,0.32,3.833
2015-01-10,3.896,4.416,0.521,8.1,0.236,7.75
2015-01-11,3.646,4.125,0.48,6.258,0.014,7.375
2015-01-12,5.688,6.958,1.271,3.908,0.042,6.292
2015-01-13,4.783,5.608,0.826,3.585,0.25,4.625
2015-01-14,4.729,5.271,0.542,6.85,0.261,6.208
2015-01-15,6.051,6.87,0.818,5.477,0.32,6.083
2015-01-16,4.875,5.334,0.458,3.942,0.222,4.708
2015-01-17,4.146,4.916,0.77,5.225,0.042,5.917
2015-01-18,6.166,6.812,0.646,6.625,0.208,6.917
2015-01-19,1.854,2.146,0.292,4.117,0.0,5.5
2015-01-20,5.913,7.718,1.804,4.91,0.079,5.167
2015-01-21,10.208,12.312,2.104,5.249,0.217,5.565
2015-01-22,9.458,13.208,3.75,7.333,0.306,7.652
2015-01-23,4.75,5.354,0.604,6.559,0.75,7.708
2015-01-24,1.958,2.146,0.188,7.25,0.611,8.792
2015-01-25,13.605,16.854,3.25,5.95,0.639,7.708
2015-01-26,9.73,12.208,2.479,8.084,1.458,8.917
2015-01-27,10.892,12.718,1.826,18.708,0.875,17.792
2015-01-28,13.938,18.479,4.542,21.842,1.04,20.708
2015-01-29,18.188,34.188,16.0,14.133,0.236,14.5
2015-01-30,7.27,8.521,1.25,4.064,0.056,6.25
2015-01-31,3.916,4.312,0.395,8.317,0.486,10.042
2015-02-01,5.896,6.75,0.854,7.208,0.375,9.542
2015-02-02,7.688,10.604,2.916,6.058,0.222,8.667
2015-02-03,6.674,8.087,1.413,6.383,0.264,7.667
2015-02-04,6.854,7.917,1.062,7.633,0.867,8.5
2015-02-05,7.188,8.292,1.104,11.683,1.028,11.5
2015-02-06,3.52,3.896,0.375,4.95,0.694,6.458
2015-02-07,2.771,3.312,0.542,4.992,0.375,7.0
2015-02-08,5.896,7.166,1.271,5.525,1.319,6.739
2015-02-09,4.229,4.52,0.292,15.175,2.125,16.208
2015-02-10,5.804,6.87,1.066,7.758,0.722,9.958
2015-02-11,5.229,6.0,0.77,9.267,0.536,10.542
2015-02-12,6.625,9.646,3.02,7.354,1.306,8.417
2015-02-13,8.938,11.0,2.062,8.033,0.625,4.583
2015-02-14,3.104,3.479,0.375,4.039,0.514,3.917
2015-02-15,2.257,2.688,0.43,5.5,0.0,6.625
2015-02-16,8.166,9.208,1.042,6.667,0.361,7.625
2015-02-17,9.13,10.696,1.565,8.967,0.222,7.739
2015-02-18,8.416,9.667,1.25,7.433,1.141,7.458
2015-02-19,7.354,8.584,1.229,13.309,1.208,14.417
2015-02-20,9.104,10.875,1.771,12.5,0.472,12.458
2015-02-21,2.23,2.292,0.062,11.1,0.305,11.708
2015-02-22,6.042,6.875,0.833,8.483,0.292,9.417
2015-02-23,5.649,6.367,0.718,10.597,0.486,11.0
2015-02-24,3.326,3.996,0.67,9.322,0.222,10.792
2015-02-25,4.398,5.158,0.76,4.241,0.145,5.5
2015-02-26,6.166,6.667,0.5,15.668,0.5,12.792
2015-02-27,5.354,5.729,0.375,25.092,1.056,22.917
2015-02-28,4.042,4.354,0.312,25.592,1.708,24.25
2015-03-01,3.5,4.104,0.604,7.417,0.389,9.042
2015-03-02,6.16,7.468,1.309,10.067,0.611,10.958
2015-03-03,6.607,8.229,1.622,15.583,0.961,15.167
2015-03-04,7.44,9.492,2.052,17.575,0.875,19.0
2015-03-05,7.062,8.708,1.646,25.65,1.32,26.75
2015-03-06,3.062,3.458,0.396,18.308,0.75,19.708
2015-03-07,5.416,6.438,1.021,17.575,0.639,15.583
2015-03-08,5.833,9.208,3.375,18.767,0.417,16.542
2015-03-09,5.855,6.922,1.067,12.909,0.347,12.5
2015-03-10,4.846,5.94,1.094,10.967,0.348,12.042
2015-03-11,5.042,5.958,0.916,9.625,0.111,9.792
2015-03-12,3.875,4.312,0.438,5.183,0.25,5.5
2015-03-13,3.375,3.812,0.438,6.242,0.486,8.333
2015-03-14,4.771,5.416,0.646,8.08,0.222,9.542
2015-03-15,3.708,4.271,0.562,14.691,0.333,16.25
2015-03-16,6.801,8.15,1.348,7.989,1.03,8.364
2015-03-17,7.138,8.53,1.392,11.465,1.583,13.458
2015-03-18,7.604,9.25,1.646,14.067,1.167,14.625
2015-03-19,5.562,6.416,0.854,12.85,0.222,9.958
2015-03-20,2.312,2.562,0.25,22.558,0.0,23.25
2015-03-21,2.5,2.916,0.417,5.392,0.014,6.75
2015-03-22,4.542,5.375,0.833,10.133,0.875,10.083
2015-03-23,6.38,7.412,1.032,16.0,0.57,16.917
2015-03-24,3.771,4.512,0.741,6.433,0.058,8.042
2015-03-25,3.166,3.73,0.562,2.658,0.056,3.833
2015-03-26,3.416,4.271,0.854,4.683,0.264,5.583
2015-03-27,2.958,3.584,0.625,6.95,0.347,8.25
2015-03-28,4.0,4.5,0.5,8.558,0.472,11.167
2015-03-29,6.0,6.792,0.792,17.065,1.47,17.625
2015-03-30,5.678,6.174,0.496,30.673,1.636,28.333
2015-03-31,4.31,4.776,0.466,19.061,0.778,18.875
2015-04-01,7.625,8.667,1.042,17.427,0.48,16.0
2015-04-02,3.532,3.762,0.229,7.469,0.239,8.625
2015-04-03,3.47,3.856,0.388,6.636,0.396,4.208
2015-04-04,3.625,3.875,0.25,9.073,0.125,7.125
2015-04-05,3.708,3.938,0.229,4.656,0.042,2.625
2015-04-06,4.896,5.396,0.5,6.534,0.0,7.708
2015-04-07,3.458,3.916,0.458,10.289,0.0,12.0
2015-04-08,4.166,4.792,0.625,9.135,0.085,12.583
2015-04-09,5.988,6.976,0.988,11.25,0.343,14.167
2015-04-10,11.07,13.352,2.282,18.628,0.604,19.708
2015-04-11,4.979,5.5,0.521,16.156,0.292,16.625
2015-04-12,3.188,3.521,0.334,9.594,0.208,12.0
2015-04-13,10.708,12.271,1.562,12.864,0.062,14.042
2015-04-14,9.542,11.438,1.896,9.454,0.354,9.217
2015-04-15,3.979,4.146,0.166,8.562,0.271,9.5
2015-04-16,4.718,4.949,0.232,24.281,1.5,27.083
2015-04-17,3.514,3.774,0.259,22.282,0.396,21.364
2015-04-18,3.875,4.375,0.5,20.26,0.271,18.208
2015-04-19,5.98,6.708,0.73,20.75,0.25,19.875
2015-04-20,3.062,3.312,0.25,10.052,0.104,9.792
2015-04-21,2.812,3.396,0.584,7.042,0.0,6.542
2015-04-22,4.146,4.646,0.5,10.792,0.525,12.0
2015-04-23,3.645,3.814,0.169,16.146,0.404,19.0
2015-04-24,6.014,6.547,0.534,22.01,1.125,23.875
2015-04-25,3.958,4.312,0.354,22.719,0.416,26.917
2015-04-26,3.542,3.708,0.166,18.625,0.771,21.083
2015-04-27,5.25,5.604,0.354,19.021,0.875,21.583
2015-04-28,6.354,6.916,0.562,27.854,0.979,29.667
2015-04-29,3.542,3.833,0.292,16.5,0.418,19.0
2015-04-30,4.552,5.166,0.614,11.156,0.279,12.208
2015-05-01,4.879,5.395,0.516,12.24,0.375,13.208
2015-05-02,4.25,4.479,0.229,14.26,0.438,16.5
2015-05-03,2.812,2.896,0.084,11.584,0.395,12.5
2015-05-04,1.916,2.021,0.104,8.386,0.229,7.833
2015-05-05,1.75,1.875,0.125,13.437,0.0,14.375
2015-05-06,2.958,3.125,0.167,14.0,0.554,15.542
2015-05-07,4.434,4.748,0.314,15.927,0.976,19.292
2015-05-08,4.176,4.415,0.238,14.0,0.938,16.458
2015-05-09,4.292,4.562,0.271,15.375,0.354,17.208
2015-05-10,2.125,2.292,0.166,14.385,0.188,14.875
2015-05-11,3.0,3.292,0.292,10.177,1.104,12.125
2015-05-12,2.666,2.729,0.062,9.012,0.062,8.792
2015-05-13,3.312,3.438,0.125,15.708,1.186,16.417
2015-05-14,4.602,4.834,0.232,18.554,1.388,19.13
2015-05-15,3.954,4.19,0.236,23.073,1.27,22.375
2015-05-16,2.75,2.854,0.104,22.542,0.0,21.833
2015-05-17,1.521,1.583,0.062,14.26,0.104,17.083
2015-05-18,4.375,4.77,0.396,16.688,1.062,19.375
2015-05-19,3.771,3.875,0.104,9.25,0.021,6.417
2015-05-20,2.833,3.02,0.188,16.177,0.532,17.875
2015-05-21,2.202,2.39,0.188,7.219,0.021,8.0
2015-05-22,3.824,4.058,0.234,10.01,0.438,12.522
2015-05-23,3.771,3.854,0.084,12.666,0.646,14.958
2015-05-24,3.646,3.812,0.166,18.385,0.958,21.458
2015-05-25,5.062,5.5,0.438,25.427,1.188,28.458
2015-05-26,5.396,6.0,0.604,24.531,0.938,29.0
2015-05-27,3.896,4.083,0.188,18.292,0.616,23.167
2015-05-28,5.284,5.66,0.377,25.302,1.25,28.833
2015-05-29,6.074,7.064,0.99,28.99,0.854,32.042
2015-05-30,2.875,2.98,0.104,28.125,0.542,31.958
2015-05-31,2.042,2.292,0.25,22.906,0.0,23.083
2015-06-01,3.771,4.125,0.354,20.24,0.521,19.833
2015-06-02,4.062,4.333,0.27,24.094,0.729,25.5
2015-06-03,4.75,5.104,0.354,28.344,0.062,23.083
2015-06-04,2.486,2.864,0.378,6.469,0.021,6.625
2015-06-05,5.754,6.875,1.12,8.114,0.48,8.417
2015-06-06,2.522,2.87,0.348,6.198,0.042,5.917
2015-06-07,2.062,2.188,0.125,8.219,0.312,9.333
2015-06-08,3.584,3.917,0.334,9.583,0.167,8.0
2015-06-09,2.916,3.229,0.312,6.735,0.0,4.917
2015-06-10,3.125,3.562,0.438,9.729,0.022,10.625
2015-06-11,4.188,4.604,0.417,15.968,0.324,16.5
2015-06-12,3.625,4.166,0.542,30.521,0.271,27.5
2015-06-13,2.37,2.413,0.043,35.666,0.875,36.583
2015-06-14,3.812,4.0,0.188,36.323,1.062,36.667
2015-06-15,3.666,4.021,0.354,26.219,0.354,26.792
2015-06-16,4.292,4.771,0.479,29.844,0.229,26.542
2015-06-17,3.104,3.5,0.396,25.042,0.104,23.875
2015-06-18,3.062,3.25,0.188,15.542,0.022,14.458
2015-06-19,3.396,3.812,0.416,10.625,0.104,9.5
2015-06-20,2.566,2.826,0.261,17.792,0.0,17.625
2015-06-21,2.208,2.521,0.312,19.229,0.0,16.792
2015-06-22,3.125,3.458,0.334,12.74,0.229,14.682
2015-06-23,4.188,4.708,0.521,28.998,0.75,30.375
2015-06-24,4.254,4.617,0.362,32.004,0.292,30.625
2015-06-25,4.25,4.646,0.396,22.725,0.24,23.083
2015-06-26,6.042,6.5,0.458,13.26,0.042,11.667
2015-06-27,2.261,2.37,0.108,9.844,0.062,6.208
2015-06-28,1.188,1.625,0.438,5.781,0.0,4.667
2015-06-29,2.542,2.896,0.354,7.927,0.583,7.25
2015-06-30,3.77,4.354,0.584,14.771,0.603,13.167
2015-07-01,3.708,4.02,0.312,8.229,0.0,5.708
2015-07-02,2.458,2.666,0.208,16.021,0.152,15.958
2015-07-03,4.104,4.416,0.312,28.562,0.396,28.375
2015-07-04,2.239,2.348,0.108,30.437,0.125,28.875
2015-07-05,1.354,1.438,0.084,18.115,0.0,18.125
2015-07-06,3.375,4.188,0.812,21.344,0.208,20.333
2015-07-07,5.166,6.646,1.479,16.448,0.021,17.917
2015-07-08,5.75,7.375,1.625,11.635,0.044,8.583
2015-07-09,3.979,5.896,1.916,9.01,0.0,6.625
2015-07-10,4.166,5.438,1.27,16.666,0.062,14.75
2015-07-11,3.304,4.108,0.804,24.583,0.062,23.083
2015-07-12,2.062,2.166,0.104,22.646,0.334,22.625
2015-07-13,1.916,2.312,0.395,10.826,0.167,7.762
2015-07-14,2.188,2.604,0.417,15.029,0.333,12.542
2015-07-15,3.812,4.75,0.938,21.698,0.336,22.583
2015-07-16,3.438,4.562,1.125,13.354,0.438,10.417
2015-07-17,1.208,1.375,0.166,8.271,0.0,7.083
2015-07-18,2.652,2.891,0.239,9.719,0.229,8.667
2015-07-19,2.334,2.666,0.333,14.76,0.208,12.0
2015-07-20,2.042,2.27,0.229,12.635,0.292,9.75
2015-07-21,3.208,3.688,0.479,15.042,1.464,12.792
2015-07-22,3.166,3.938,0.771,8.583,0.764,5.417
2015-07-23,3.73,4.396,0.666,7.867,0.848,6.208
2015-07-24,3.0,3.812,0.812,19.85,1.708,16.409
2015-07-25,2.544,2.913,0.37,15.867,1.458,15.875
2015-07-26,2.084,2.292,0.208,12.267,1.32,11.958
2015-07-27,2.125,2.625,0.5,15.375,1.056,10.792
2015-07-28,2.979,3.48,0.5,23.595,0.667,16.417
2015-07-29,2.604,3.062,0.458,41.425,0.625,30.25
2015-07-30,3.104,3.917,0.812,47.5,0.68,35.708
2015-07-31,2.604,3.084,0.479,36.267,0.861,28.833
2015-08-01,3.087,3.565,0.478,42.134,1.208,34.917
2015-08-02,2.688,2.979,0.292,48.708,1.583,39.917
2015-08-03,3.458,3.833,0.375,59.193,1.337,48.375
2015-08-04,4.104,4.562,0.458,51.175,0.708,45.792
2015-08-05,4.792,5.312,0.521,43.108,0.361,36.708
2015-08-06,4.458,5.958,1.5,18.317,0.426,14.083
2015-08-07,3.812,4.521,0.708,23.0,0.264,20.167
2015-08-08,3.087,3.674,0.587,34.867,0.083,26.917
2015-08-09,2.146,2.292,0.146,32.042,0.153,27.125
2015-08-10,3.27,3.688,0.416,25.825,0.236,24.542
2015-08-11,3.271,3.896,0.625,18.975,0.097,17.875
2015-08-12,3.375,3.688,0.312,22.572,0.576,20.261
2015-08-13,3.542,4.125,0.584,18.027,0.201,16.5
2015-08-14,1.875,2.104,0.229,13.292,0.056,10.542
2015-08-15,1.565,1.804,0.239,14.426,0.167,11.792
2015-08-16,1.875,2.021,0.146,18.442,0.833,15.5
2015-08-17,2.646,2.916,0.271,12.7,0.5,9.292
2015-08-18,3.042,3.416,0.375,7.775,0.236,6.25
2015-08-19,3.771,4.479,0.708,14.333,0.501,12.125
2015-08-20,4.584,5.584,1.0,15.433,0.333,13.792
2015-08-21,3.688,4.52,0.834,14.733,0.75,10.75
2015-08-22,2.804,3.152,0.348,12.642,0.208,10.083
2015-08-23,1.5,1.834,0.333,10.05,0.014,9.042
2015-08-24,3.104,3.416,0.312,8.358,0.292,6.458
2015-08-25,2.958,3.354,0.396,8.258,0.597,7.444
2015-08-26,1.958,2.0,0.042,9.536,0.514,9.0
2015-08-27,3.146,3.646,0.5,9.558,0.275,8.458
2015-08-28,4.208,4.812,0.604,13.683,0.75,14.042
2015-08-29,2.5,2.848,0.348,15.342,0.333,12.083
2015-08-30,1.833,2.062,0.229,9.522,0.153,9.833
2015-08-31,2.584,3.23,0.646,6.325,0.083,5.458
2015-09-01,3.958,5.664,1.706,6.621,0.5,5.5
2015-09-02,2.761,3.13,0.37,11.296,0.347,9.042
2015-09-03,4.02,4.75,0.729,11.625,0.652,10.542
2015-09-04,2.792,3.125,0.334,16.058,0.347,13.125
2015-09-05,2.708,3.583,0.875,14.175,0.431,13.958
2015-09-06,3.188,3.729,0.542,11.45,0.278,12.417
2015-09-07,3.896,4.417,0.521,7.658,0.181,7.875
2015-09-08,5.021,5.958,0.938,10.95,0.389,10.375
2015-09-09,3.174,3.63,0.456,4.173,0.514,3.909
2015-09-10,3.229,3.625,0.395,5.275,0.072,3.5
2015-09-11,3.458,3.896,0.438,9.482,0.112,7.417
2015-09-12,3.042,3.562,0.521,13.014,1.014,13.042
2015-09-13,2.584,2.792,0.208,13.785,0.319,13.667
2015-09-14,3.604,4.312,0.708,8.208,0.5,7.125
2015-09-15,4.104,4.916,0.812,11.486,0.5,12.273
2015-09-16,5.456,6.239,0.782,22.134,0.932,22.083
2015-09-17,6.0,6.812,0.812,22.658,0.507,22.5
2015-09-18,2.916,3.146,0.229,6.933,0.319,7.083
2015-09-19,2.875,3.646,0.77,7.85,0.125,5.833
2015-09-20,2.146,2.604,0.458,10.791,0.194,8.708
2015-09-21,1.958,2.23,0.271,10.95,0.847,9.917
2015-09-22,2.646,3.583,0.938,14.917,0.833,16.042
2015-09-23,3.044,3.478,0.434,22.975,0.789,22.583
2015-09-24,5.667,6.542,0.875,17.69,0.29,16.087
2015-09-25,5.73,6.521,0.792,5.45,0.111,4.875
2015-09-26,3.125,3.75,0.625,10.45,0.375,9.25
2015-09-27,1.875,2.354,0.48,13.333,0.153,13.083
2015-09-28,3.146,3.833,0.688,13.808,0.319,13.667
2015-09-29,4.27,5.166,0.896,10.533,0.236,11.333
2015-09-30,5.26,6.087,0.826,10.87,0.308,10.167
2015-10-01,4.438,5.208,0.77,8.467,1.317,8.208
2015-10-02,2.521,2.938,0.416,11.658,0.125,9.083
2015-10-03,2.75,3.042,0.292,11.802,0.805,9.208
2015-10-04,2.083,2.375,0.292,14.75,0.722,14.75
2015-10-05,4.146,4.77,0.625,8.425,0.472,9.292
2015-10-06,4.854,6.0,1.146,9.733,0.528,12.0
2015-10-07,3.718,4.652,0.935,8.092,0.472,8.583
2015-10-08,3.958,4.666,0.708,15.783,0.406,14.208
2015-10-09,4.021,4.458,0.438,28.908,1.083,29.636
2015-10-10,5.896,6.5,0.604,31.75,1.861,32.667
2015-10-11,2.646,2.73,0.084,18.192,1.083,20.25
2015-10-12,2.48,2.646,0.166,9.792,1.472,9.917
2015-10-13,3.729,4.25,0.521,7.123,0.333,7.25
2015-10-14,4.783,5.696,0.913,8.992,0.847,10.208
2015-10-15,5.167,5.98,0.812,12.467,1.113,14.292
2015-10-16,5.25,6.438,1.188,14.308,1.0,15.125
2015-10-17,4.438,5.334,0.896,15.558,0.722,16.75
2015-10-18,2.708,3.188,0.48,15.733,0.264,17.042
2015-10-19,3.896,4.52,0.625,16.908,0.681,19.542
2015-10-20,5.045,6.114,1.068,23.471,0.805,24.091
2015-10-21,6.558,7.667,1.108,31.225,0.671,32.625
2015-10-22,6.084,6.896,0.812,19.975,0.391,22.542
2015-10-23,4.833,6.146,1.312,13.625,0.445,14.792
2015-10-24,4.146,4.938,0.792,27.67,1.014,27.0
2015-10-25,2.542,3.021,0.479,9.967,0.0,11.375
2015-10-26,4.917,5.979,1.062,10.867,0.667,9.792
2015-10-27,4.166,4.771,0.604,12.03,1.736,11.833
2015-10-28,4.826,5.283,0.456,9.554,0.25,9.042
2015-10-29,5.771,6.729,0.958,10.733,0.839,10.375
2015-10-30,5.646,6.417,0.771,15.108,0.708,14.167
2015-10-31,3.666,4.562,0.896,7.517,0.264,8.25
2015-11-01,2.604,3.125,0.521,7.083,0.542,10.542
2015-11-02,6.875,8.271,1.396,8.108,0.32,8.583
2015-11-03,3.521,4.021,0.5,4.825,0.333,5.083
2015-11-04,5.892,7.456,1.566,7.931,0.834,7.682
2015-11-05,6.584,8.146,1.562,12.35,1.141,13.091
2015-11-06,6.52,7.562,1.042,12.894,0.806,15.75
2015-11-07,8.041,9.73,1.688,20.142,0.764,19.208
2015-11-08,5.188,5.562,0.375,10.911,0.361,8.542
2015-11-09,6.146,6.729,0.584,4.642,0.278,3.542
2015-11-10,3.229,4.021,0.792,3.467,0.0,4.042
2015-11-11,5.348,7.066,1.718,5.15,0.208,5.333
2015-11-12,5.604,6.896,1.292,7.075,0.594,7.333
2015-11-13,9.917,13.896,3.979,14.283,0.836,15.083
2015-11-14,4.792,5.166,0.375,5.208,0.222,5.208
2015-11-15,3.542,3.875,0.334,3.475,0.069,3.458
2015-11-16,5.021,6.083,1.062,6.55,0.333,6.833
2015-11-17,12.584,18.292,5.708,16.825,0.583,15.75
2015-11-18,7.13,8.218,1.087,4.442,0.028,5.083
2015-11-19,4.75,5.583,0.833,7.108,0.116,7.333
2015-11-20,5.562,7.188,1.625,8.533,0.403,8.375
2015-11-21,5.688,8.125,2.438,11.667,0.222,11.792
2015-11-22,3.542,4.584,1.042,14.275,0.375,15.667
2015-11-23,4.542,5.73,1.188,17.708,0.583,16.083
2015-11-24,5.396,6.583,1.188,8.608,0.097,8.417
2015-11-25,7.783,9.718,1.935,5.558,0.417,5.625
2015-11-26,5.432,6.734,1.303,6.531,0.681,6.625
2015-11-27,3.75,4.334,0.584,5.258,0.389,5.75
2015-11-28,4.25,4.562,0.312,5.358,0.403,6.083
2015-11-29,3.729,4.458,0.729,6.983,0.417,9.542
2015-11-30,6.0,7.271,1.27,10.75,0.639,13.375
2015-12-01,5.722,6.641,0.92,10.892,0.486,13.542
2015-12-02,5.696,7.913,2.218,9.7,1.043,9.625
2015-12-03,4.75,5.146,0.395,9.116,0.159,10.273
2015-12-04,2.5,2.729,0.229,9.675,0.153,9.792
2015-12-05,3.48,3.77,0.292,9.308,1.056,8.583
2015-12-06,3.542,4.25,0.708,8.998,0.139,7.545
2015-12-07,6.375,8.667,2.292,7.025,0.333,7.909
2015-12-08,7.562,11.208,3.646,7.333,0.236,7.417
2015-12-09,8.174,12.196,4.022,8.817,0.806,6.417
2015-12-10,12.354,21.708,9.354,13.975,0.734,9.875
2015-12-11,5.584,6.23,0.646,8.467,0.097,5.542
2015-12-12,4.729,5.375,0.646,13.375,0.472,13.833
2015-12-13,4.77,5.708,0.938,10.1,0.375,10.708
2015-12-14,6.479,7.625,1.146,9.921,0.365,8.5
2015-12-15,8.354,11.188,2.834,9.524,1.097,8.708
2015-12-16,5.304,5.783,0.478,10.815,0.125,12.042
2015-12-17,5.5,6.604,1.104,2.867,0.188,3.417
2015-12-18,6.708,8.0,1.292,6.671,0.347,6.458
2015-12-19,5.625,6.916,1.292,5.942,0.194,5.958
2015-12-20,4.604,6.042,1.438,6.658,0.542,7.542
2015-12-21,9.917,11.979,2.062,6.316,0.486,6.458
2015-12-22,8.646,10.812,2.166,8.917,0.264,10.542
2015-12-23,13.044,21.913,8.87,19.078,0.375,16.348
2015-12-24,11.666,20.542,8.875,12.167,0.928,11.75
2015-12-25,5.292,6.521,1.229,12.4,0.694,12.458
2015-12-26,5.104,5.583,0.48,12.6,1.042,10.708
2015-12-27,2.604,2.979,0.375,10.608,0.528,11.667
2015-12-28,4.52,5.125,0.604,5.792,0.767,5.625
2015-12-29,4.25,4.584,0.334,3.283,0.375,4.125
2015-12-30,3.022,3.304,0.282,2.85,0.695,4.125
2015-12-31,2.542,2.792,0.25,3.883,0.522,4.917
2016-01-01,1.75,1.834,0.083,6.067,0.306,7.375
2016-01-02,2.36,2.554,0.194,10.392,0.633,11.583
2016-01-03,2.771,2.958,0.188,18.358,0.333,17.917
2016-01-04,4.396,4.834,0.438,19.067,0.542,15.125
2016-01-05,3.734,4.538,0.804,9.808,0.056,12.333
2016-01-06,4.916,5.875,0.958,5.083,0.111,7.042
2016-01-07,6.375,8.083,1.708,5.792,0.514,7.75
2016-01-08,5.354,6.625,1.27,7.142,0.347,7.875
2016-01-09,4.04,4.695,0.655,4.175,0.261,3.875
2016-01-10,4.104,4.916,0.812,7.607,0.528,7.625
2016-01-11,4.27,5.084,0.812,5.033,0.167,5.042
2016-01-12,5.776,6.746,0.97,7.467,0.222,6.417
2016-01-13,3.75,4.354,0.604,7.183,0.18,6.292
2016-01-14,2.188,2.584,0.396,2.825,0.014,2.833
2016-01-15,2.479,3.146,0.666,3.067,0.0,3.125
2016-01-16,6.116,7.1,0.984,4.008,0.087,3.417
2016-01-17,9.292,11.667,2.375,4.842,0.278,3.792
2016-01-18,8.979,12.354,3.375,4.35,0.805,4.583
2016-01-19,9.195,12.978,3.782,14.521,0.423,15.955
2016-01-20,7.666,10.354,2.688,14.4,1.014,15.958
2016-01-21,4.917,5.708,0.792,9.438,0.264,10.792
2016-01-22,3.583,3.792,0.208,7.979,1.07,9.667
2016-01-23,7.13,8.826,1.696,6.542,0.257,8.042
2016-01-24,10.167,12.667,2.5,4.573,0.251,4.375
2016-01-25,12.208,14.792,2.583,6.875,0.444,6.5
2016-01-26,12.13,14.478,2.348,5.328,0.819,5.083
2016-01-27,11.5,12.292,0.792,10.437,1.778,7.833
2016-01-28,7.833,9.125,1.292,8.073,0.444,9.5
2016-01-29,6.25,7.0,0.75,10.844,1.167,10.0
2016-01-30,3.942,4.508,0.565,7.542,0.168,6.667
2016-01-31,5.119,5.789,0.67,5.817,0.014,6.542
2016-02-01,6.5,7.562,1.062,6.217,0.417,7.208
2016-02-02,4.958,5.479,0.521,5.525,0.278,5.417
2016-02-03,6.146,6.958,0.812,5.625,0.208,6.0
2016-02-04,4.938,5.854,0.916,6.22,0.375,7.458
2016-02-05,6.208,6.52,0.312,9.075,0.403,7.083
2016-02-06,3.797,4.056,0.259,15.917,0.284,17.125
2016-02-07,4.054,4.534,0.48,9.475,0.0,10.125
2016-02-08,7.083,8.084,1.0,5.425,0.334,6.625
2016-02-09,7.084,7.854,0.771,5.142,0.614,6.292
2016-02-10,4.896,5.625,0.729,4.935,0.125,5.75
2016-02-11,5.708,6.0,0.292,4.425,0.139,4.042
2016-02-12,7.125,7.979,0.854,5.008,0.222,5.25
2016-02-13,7.958,9.188,1.229,7.185,0.605,5.444
2016-02-14,12.85,15.244,2.394,7.9,0.625,9.111
2016-02-15,10.166,12.625,2.458,10.209,0.847,9.125
2016-02-16,9.979,12.188,2.208,14.15,1.626,15.458
2016-02-17,8.334,8.938,0.604,15.025,1.333,13.167
2016-02-18,4.771,5.542,0.77,6.867,0.278,7.833
2016-02-19,2.479,2.604,0.125,4.383,0.445,6.042
2016-02-20,4.27,4.417,0.146,10.441,1.67,11.833
2016-02-21,3.326,3.848,0.522,7.167,0.0,8.625
2016-02-22,6.0,7.0,1.0,6.284,1.097,7.818
2016-02-23,4.188,4.73,0.542,6.559,0.042,7.0
2016-02-24,3.52,4.104,0.584,7.058,0.111,8.708
2016-02-25,3.917,4.438,0.521,6.117,0.542,6.0
2016-02-26,2.604,2.812,0.208,7.15,0.306,8.5
2016-02-27,4.646,5.292,0.646,6.317,0.2,8.375
2016-02-28,6.022,7.414,1.392,7.992,0.348,10.458
2016-02-29,,,,,,
2016-03-01,7.042,8.25,1.208,6.819,0.913,8.292
2016-03-02,8.792,9.979,1.188,7.392,0.573,9.333
2016-03-03,3.271,3.708,0.438,8.25,0.069,9.958
2016-03-04,5.25,6.062,0.812,12.583,0.972,14.375
2016-03-05,4.02,4.354,0.333,13.191,0.833,16.542
2016-03-06,5.125,5.98,0.854,10.625,0.968,13.083
2016-03-07,3.962,4.278,0.315,7.0,0.139,8.667
2016-03-08,7.812,8.688,0.875,4.925,0.195,6.625
2016-03-09,5.938,6.771,0.834,11.992,0.475,9.292
2016-03-10,5.375,5.98,0.604,9.933,0.25,9.917
2016-03-11,4.812,5.438,0.625,11.9,0.139,14.167
2016-03-12,3.583,3.771,0.188,9.133,0.458,12.375
2016-03-13,5.844,7.178,1.334,14.625,0.941,16.917
2016-03-14,3.662,4.198,0.536,16.507,0.069,17.5
2016-03-15,2.916,3.208,0.292,4.925,0.014,4.542
2016-03-16,4.333,4.875,0.542,6.542,0.083,7.583
2016-03-17,6.092,7.131,1.039,8.708,0.306,10.545
2016-03-18,4.354,4.896,0.542,11.7,0.569,14.417
2016-03-19,4.208,4.354,0.146,27.2,1.486,26.417
2016-03-20,5.708,6.0,0.292,33.092,0.512,33.167
2016-03-21,5.711,6.25,0.54,12.834,0.155,12.167
2016-03-22,3.792,4.25,0.458,14.792,0.153,17.25
2016-03-23,5.0,5.646,0.646,13.175,0.488,15.208
2016-03-24,3.279,3.766,0.486,9.516,0.028,11.273
2016-03-25,3.77,4.271,0.5,9.717,0.264,11.792
2016-03-26,3.188,3.438,0.25,12.25,0.569,12.958
2016-03-27,3.208,3.583,0.375,9.942,0.0,11.458
2016-03-28,4.144,4.718,0.576,10.513,0.431,13.458
2016-03-29,5.625,6.542,0.917,19.25,0.389,21.208
