date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,CH4_mean,CO_mean,NMHC_mean,THC_mean
2011-01-01,14.68,21.5,6.819,17.292,0.583,8.389,190.478,5.167,18.217,208.696
2011-01-02,6.029,7.768,1.739,13.875,0.826,8.514,188.565,3.261,12.435,201.0
2011-01-03,7.986,11.43,3.444,9.708,0.583,5.445,187.435,3.75,14.174,201.609
2011-01-04,7.507,9.623,2.116,25.0,3.478,22.0,190.818,3.913,10.045,200.864
2011-01-05,12.75,20.319,7.569,9.208,0.708,5.472,190.087,3.333,11.087,201.174
2011-01-06,22.555,42.847,20.292,12.042,0.917,7.695,188.652,3.833,21.391,210.043
2011-01-07,12.472,23.778,11.305,7.75,0.583,5.917,190.261,2.833,15.0,205.261
2011-01-08,8.778,13.556,4.778,8.0,0.042,5.139,188.739,2.75,11.13,199.87
2011-01-09,16.044,30.848,14.804,15.208,1.522,9.819,189.261,4.043,17.522,206.783
2011-01-10,25.094,57.414,32.32,17.25,1.25,13.069,188.783,4.458,20.304,209.087
2011-01-11,18.289,38.914,20.625,17.75,1.417,14.292,189.652,3.875,19.043,208.696
2011-01-12,16.181,32.972,16.792,8.958,0.625,4.139,189.087,3.0,14.13,203.217
2011-01-13,27.856,84.127,56.271,15.75,1.333,10.099,190.043,5.083,25.478,215.522
2011-01-14,14.153,24.82,10.667,15.833,2.333,12.055,191.565,4.458,18.043,209.609
2011-01-15,9.236,12.958,3.722,10.708,1.0,6.667,189.348,3.083,14.696,204.043
2011-01-16,24.304,61.072,36.768,13.708,1.087,8.25,191.174,4.696,21.043,212.217
2011-01-17,31.556,95.584,64.028,17.25,0.708,13.736,190.174,5.708,24.652,214.826
2011-01-18,29.459,86.556,57.097,19.75,1.167,18.944,189.783,5.292,25.391,215.174
2011-01-19,27.069,78.208,51.139,10.833,0.958,11.069,186.957,4.75,20.348,207.304
2011-01-20,29.125,80.028,50.903,7.667,0.292,11.417,189.087,5.833,26.13,215.217
2011-01-21,20.0,50.028,30.028,7.292,0.083,9.764,188.565,5.458,24.174,212.739
2011-01-22,13.805,24.417,10.611,8.083,0.458,6.444,187.957,3.875,18.391,206.348
2011-01-23,12.985,22.058,9.072,7.833,0.696,5.889,188.87,3.0,15.261,204.13
2011-01-24,18.153,36.834,18.68,7.292,0.667,5.167,190.174,3.083,18.913,209.087
2011-01-25,18.597,35.097,16.5,14.75,1.917,6.625,189.304,4.292,15.522,204.826
2011-01-26,18.5,34.0,15.5,10.167,0.792,5.611,190.261,3.417,15.478,205.739
2011-01-27,27.319,71.75,44.43,19.0,1.875,15.847,190.739,5.833,21.304,212.043
2011-01-28,21.764,38.319,16.556,18.75,1.917,17.056,190.565,4.0,16.435,207.0
2011-01-29,6.438,10.875,4.438,9.875,0.542,5.694,189.391,2.375,9.522,198.913
2011-01-30,20.674,53.282,32.609,11.5,1.217,5.861,190.652,3.87,14.043,204.696
2011-01-31,27.979,72.958,44.98,13.167,1.0,9.375,190.696,4.25,20.304,211.0
2011-02-01,28.065,88.674,60.608,13.739,1.652,11.551,189.227,4.435,18.045,207.273
2011-02-02,14.125,30.625,16.5,10.167,1.083,5.986,190.783,3.417,11.783,202.565
2011-02-03,34.396,106.562,72.167,14.0,1.25,7.917,192.87,5.417,24.652,217.522
2011-02-04,21.78,53.536,31.754,21.25,1.833,15.194,189.435,4.5,17.913,207.348
2011-02-05,14.792,25.916,11.125,21.333,1.375,15.605,189.13,4.167,13.565,202.696
2011-02-06,39.848,126.13,86.282,28.458,1.348,38.292,195.522,7.391,34.304,229.826
2011-02-07,27.062,82.396,55.334,13.875,0.792,18.875,194.739,5.625,31.391,226.13
2011-02-08,10.229,19.48,9.25,8.917,0.667,6.646,189.739,2.208,11.696,201.435
2011-02-09,17.333,38.958,21.625,11.417,0.75,6.875,189.0,3.167,14.304,203.304
2011-02-10,19.354,41.875,22.521,12.667,0.833,10.166,188.174,3.25,16.913,205.087
2011-02-11,12.708,22.562,9.854,13.083,0.917,9.75,188.826,3.0,15.043,203.87
2011-02-12,6.604,9.125,2.52,13.125,0.833,8.125,188.739,2.458,9.957,198.696
2011-02-13,37.544,107.282,69.739,18.625,1.261,17.52,189.0,5.739,21.87,210.87
2011-02-14,38.584,116.896,78.312,15.5,0.174,20.562,191.348,5.917,31.522,222.87
2011-02-15,24.479,49.666,25.188,15.583,0.917,15.854,190.609,4.417,21.087,211.696
2011-02-16,25.229,57.542,32.312,15.375,1.0,12.395,190.391,3.958,22.261,212.652
2011-02-17,16.042,31.042,15.0,11.667,1.25,6.666,188.391,3.167,12.304,200.696
2011-02-18,12.02,21.917,9.895,11.333,1.0,6.02,190.609,2.875,15.0,205.609
2011-02-19,11.208,19.312,8.104,12.625,0.958,6.75,189.609,3.208,10.826,200.435
2011-02-20,19.478,42.978,23.5,12.708,0.87,6.125,188.522,3.217,14.522,203.043
2011-02-21,29.5,80.375,50.875,16.958,1.167,13.625,188.957,3.792,20.261,209.217
2011-02-22,30.0,69.021,39.021,25.833,2.0,28.562,188.87,4.667,19.957,208.826
2011-02-23,19.196,41.674,22.478,12.167,0.87,14.899,187.45,3.565,16.65,204.1
2011-02-24,27.854,53.333,25.479,32.25,3.208,32.938,192.957,5.25,21.217,214.174
2011-02-25,22.23,39.854,17.625,23.208,1.542,30.25,190.739,4.708,20.391,211.13
2011-02-26,8.875,13.062,4.188,13.042,0.833,10.333,190.304,2.667,12.783,203.087
2011-02-27,13.326,23.478,10.152,13.0,0.609,9.625,189.652,2.739,11.348,201.0
2011-02-28,27.084,57.292,30.208,18.542,0.917,15.583,189.565,4.125,17.696,207.261
2011-03-01,37.689,98.351,60.662,29.917,2.435,39.834,193.0,7.87,33.955,226.955
2011-03-02,23.15,57.794,34.644,16.652,0.739,22.667,188.773,5.522,30.455,219.227
2011-03-03,13.972,20.805,6.833,14.458,1.167,12.458,189.478,3.792,18.652,208.13
2011-03-04,15.014,22.694,7.681,19.25,0.75,20.458,191.043,4.75,14.696,205.739
2011-03-05,24.043,52.754,28.71,4.292,0.522,5.778,188.565,4.609,25.304,213.87
2011-03-06,32.931,79.028,46.097,13.5,1.208,18.347,192.087,6.583,36.522,228.609
2011-03-07,20.583,33.778,13.194,27.042,1.5,25.903,192.696,4.708,22.304,215.0
2011-03-08,38.569,76.695,38.125,36.625,2.958,37.889,195.913,7.25,32.261,228.174
2011-03-09,35.194,64.528,29.333,24.042,0.875,25.736,193.261,5.917,31.565,224.826
2011-03-10,13.958,21.333,7.375,9.458,0.167,7.694,189.304,3.375,17.391,206.696
2011-03-11,5.903,7.903,2.0,12.625,1.0,9.639,188.087,2.375,10.174,198.261
2011-03-12,12.13,18.493,6.362,11.708,0.826,9.042,191.174,3.0,10.304,201.478
2011-03-13,15.57,24.75,9.181,12.792,0.667,8.458,189.826,2.542,15.739,205.565
2011-03-14,23.708,44.028,20.319,15.0,1.083,9.347,188.609,3.292,17.304,205.913
2011-03-15,23.597,51.653,28.055,18.455,1.625,15.611,189.739,3.458,20.565,210.304
2011-03-16,21.695,45.847,24.153,17.042,1.542,14.875,188.565,3.833,15.783,204.348
2011-03-17,21.319,35.972,14.653,12.542,0.333,21.347,186.87,4.917,30.435,217.304
2011-03-18,14.292,18.055,3.764,8.583,0.542,8.931,188.826,4.208,20.261,209.087
2011-03-19,10.13,14.942,4.812,11.292,0.783,7.264,189.696,2.565,14.174,203.87
2011-03-20,12.75,20.472,7.722,12.667,0.5,8.236,188.391,2.458,17.304,205.696
2011-03-21,11.944,17.681,5.736,13.708,0.792,7.889,189.565,2.417,12.957,202.522
2011-03-22,25.167,52.194,27.028,17.0,1.417,13.472,188.435,3.708,19.652,208.087
2011-03-23,24.153,47.972,23.82,12.333,0.417,14.458,186.174,4.25,17.652,203.826
2011-03-24,13.917,20.666,6.75,6.833,0.625,5.75,188.609,3.708,15.391,204.0
2011-03-25,6.764,9.25,2.486,13.667,0.5,10.208,191.217,3.25,11.0,202.217
2011-03-26,13.348,21.507,8.16,13.625,0.652,8.945,191.478,3.087,14.174,205.652
2011-03-27,21.638,38.681,17.043,17.333,1.174,12.361,190.5,3.609,16.818,207.318
2011-03-28,25.806,61.014,35.208,26.917,2.208,26.639,190.609,4.667,21.478,212.087
2011-03-29,20.903,38.861,17.958,19.542,1.333,17.208,189.043,4.0,17.13,206.174
2011-03-30,18.181,36.569,18.389,15.5,1.417,13.806,186.348,3.375,15.435,201.783
2011-03-31,6.611,10.403,3.792,10.5,0.833,12.417,185.522,2.333,12.043,197.565
2011-04-01,18.25,23.896,5.646,,0.625,13.181,187.043,4.042,18.087,205.13
2011-04-02,15.396,21.979,6.583,,1.0,24.541,186.652,3.625,18.87,205.522
2011-04-03,6.292,7.084,0.792,,0.167,9.847,188.13,2.375,10.87,199.0
2011-04-04,11.077,13.302,2.226,,0.773,10.072,187.364,2.864,17.409,204.773
2011-04-05,21.125,28.979,7.854,,0.833,17.236,187.826,4.083,18.478,206.304
2011-04-06,26.342,48.875,22.533,,1.583,23.734,187.348,4.583,20.826,208.174
2011-04-07,23.083,47.097,24.014,,0.5,20.0,185.696,4.125,18.13,203.826
2011-04-08,20.222,41.917,21.694,,0.25,22.722,184.348,3.875,19.174,203.522
2011-04-09,12.041,21.014,8.972,,0.042,19.0,184.435,2.708,14.565,199.0
2011-04-10,10.764,15.167,4.403,,0.417,25.319,187.0,3.75,15.348,202.348
2011-04-11,19.002,35.821,16.819,,1.545,28.277,186.955,3.905,17.818,204.773
2011-04-12,14.847,25.278,10.431,,0.167,18.5,187.0,2.708,13.913,200.913
2011-04-13,31.611,59.889,28.278,,1.542,26.417,187.957,4.208,19.565,207.522
2011-04-14,29.444,61.097,31.653,,2.25,33.486,189.739,4.625,24.609,214.348
2011-04-15,16.931,29.569,12.639,,1.583,26.875,184.652,3.208,14.609,199.261
2011-04-16,13.153,23.194,10.041,,0.375,29.583,186.304,2.958,17.0,203.304
2011-04-17,8.77,14.021,5.25,,0.333,19.486,185.652,2.75,11.174,196.826
2011-04-18,15.861,34.37,18.509,,0.318,20.917,184.455,3.318,14.364,198.818
2011-04-19,14.375,22.139,7.764,,0.375,8.445,186.391,3.167,15.826,202.217
2011-04-20,14.903,25.695,10.792,,0.0,6.611,187.13,2.75,14.696,201.826
2011-04-21,23.333,45.389,22.056,,1.292,16.222,186.739,3.667,15.783,202.522
2011-04-22,18.278,36.709,18.43,,0.5,19.791,184.826,3.583,14.478,199.304
2011-04-23,10.583,18.57,7.986,,0.0,17.847,183.304,2.875,11.652,194.957
2011-04-24,9.972,15.125,5.153,,0.333,14.847,187.522,3.375,12.652,200.174
2011-04-25,22.522,45.667,23.145,,0.609,16.833,186.957,4.217,17.391,204.348
2011-04-26,25.82,59.911,34.091,,0.727,28.111,186.087,4.458,17.087,203.174
2011-04-27,12.917,26.667,13.75,,0.417,43.236,184.348,3.5,13.522,197.87
2011-04-28,13.014,19.806,6.791,,0.417,16.25,186.478,3.125,13.348,199.826
2011-04-29,13.056,20.917,7.861,,0.0,11.764,187.136,3.125,36.091,223.227
2011-04-30,17.25,32.597,15.347,,0.542,23.695,185.609,4.875,15.565,201.174
2011-05-01,8.681,14.125,5.445,,0.0,21.306,182.826,3.0,12.217,195.043
2011-05-02,7.484,10.661,3.177,,0.364,102.98,186.591,3.227,13.727,200.318
2011-05-03,16.667,26.361,9.694,,0.5,100.444,189.043,5.417,20.609,209.652
2011-05-04,10.167,13.889,3.722,,0.958,44.056,188.304,3.917,16.696,205.0
2011-05-05,13.236,19.931,6.694,,0.708,26.445,187.696,4.333,17.435,205.13
2011-05-06,15.333,27.292,11.958,,1.292,35.056,186.348,4.417,16.696,203.043
2011-05-07,11.875,18.458,6.583,,2.125,18.305,182.783,2.833,12.652,195.435
2011-05-08,12.583,17.57,4.986,,1.833,31.069,187.913,3.708,15.957,203.87
2011-05-09,20.652,34.855,14.203,,1.87,41.167,187.13,4.609,16.739,203.87
2011-05-10,22.346,46.193,23.847,,1.0,44.556,183.565,3.708,25.652,209.217
2011-05-11,21.514,48.736,27.222,,0.0,15.556,183.739,4.208,19.478,203.217
2011-05-12,19.222,42.403,23.18,,0.0,9.681,181.826,3.75,20.435,202.261
2011-05-13,12.431,21.653,9.222,,0.333,55.139,184.826,2.833,18.261,203.087
2011-05-14,15.444,26.236,10.792,,1.167,36.792,187.261,3.333,19.391,206.652
2011-05-15,12.903,18.417,5.514,,1.042,27.403,187.652,3.667,15.217,202.87
2011-05-16,17.528,34.442,16.914,,1.043,31.861,184.238,4.0,15.286,199.524
2011-05-17,19.736,37.375,17.639,,1.042,37.306,185.739,3.875,17.391,203.13
2011-05-18,25.07,51.514,26.445,,1.333,24.778,187.739,4.0,21.478,209.217
2011-05-19,20.986,38.667,17.68,,1.625,36.778,186.043,3.792,18.478,204.522
2011-05-20,16.931,32.778,15.847,,1.375,39.194,184.783,3.667,16.826,201.609
2011-05-21,13.0,22.542,9.542,,1.625,36.292,184.0,3.583,17.13,201.13
2011-05-22,9.882,16.913,7.031,,0.208,16.105,181.783,2.667,16.348,198.13
2011-05-23,25.377,60.261,34.884,,0.087,19.014,187.043,5.13,23.174,210.217
2011-05-24,21.556,45.319,23.764,,0.208,9.083,184.522,3.667,16.609,201.13
2011-05-25,23.444,47.972,24.528,,0.958,22.542,186.043,3.958,21.522,207.565
2011-05-26,18.726,39.84,21.114,,0.739,19.357,185.174,3.458,17.522,202.696
2011-05-27,16.181,31.986,15.806,,0.0,12.986,183.391,3.25,14.435,197.826
