date,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,PM25_mean,CH4_mean,CO_mean,NMHC_mean,THC_mean
2011-05-17,12.887,16.339,3.452,1.778,40.014,,190.771,4.292,18.02,208.792
2011-05-18,15.396,19.749,4.353,2.754,37.944,,187.832,6.042,18.19,206.022
2011-05-19,13.373,16.464,3.091,3.309,31.938,,185.938,5.456,15.875,201.812
2011-05-20,9.703,14.607,4.905,2.16,16.333,,181.619,4.0,16.356,197.976
2011-05-21,7.542,12.726,5.185,1.79,15.368,,178.375,4.229,13.416,191.792
2011-05-22,6.083,8.762,2.679,1.278,18.576,,181.792,1.729,11.417,193.208
2011-05-23,9.64,14.161,4.521,1.196,10.812,,186.125,3.438,14.479,200.604
2011-05-24,9.66,13.862,4.201,1.585,10.479,,185.0,4.83,13.646,198.646
2011-05-25,11.366,15.761,4.394,2.673,16.153,,186.354,2.916,14.22,200.574
2011-05-26,13.037,19.305,6.268,1.431,14.292,,187.312,4.288,16.896,204.208
2011-05-27,15.827,20.851,5.024,1.84,50.451,,188.919,6.604,17.701,206.62
2011-05-28,13.426,20.301,6.875,1.39,33.396,,193.896,6.562,20.604,214.5
2011-05-29,5.75,7.292,1.542,1.382,11.666,,189.125,3.608,10.875,200.0
2011-05-30,10.719,14.604,3.885,1.66,26.723,,188.125,4.854,15.021,203.146
2011-05-31,12.946,17.887,4.941,1.875,22.361,,188.25,4.375,19.229,207.48
2011-06-01,11.221,14.576,3.354,2.004,27.139,,186.405,4.146,14.632,201.038
2011-06-02,10.534,15.262,4.728,2.286,33.847,,184.729,4.131,14.146,198.875
2011-06-03,10.822,16.428,5.606,2.528,45.0,,187.076,6.79,17.448,204.522
2011-06-04,11.432,16.094,4.662,2.636,33.0,,183.396,4.312,16.042,199.438
2011-06-05,9.518,12.946,3.429,3.465,38.313,,185.062,3.833,14.958,200.02
2011-06-06,15.22,21.589,6.369,2.879,46.781,,188.152,7.097,21.326,209.478
2011-06-07,13.619,17.642,4.023,1.917,29.889,,187.125,4.854,16.208,203.334
2011-06-08,13.653,18.275,4.622,2.42,38.535,,188.428,6.121,19.092,207.52
2011-06-09,13.866,18.321,4.455,2.463,43.597,,191.625,5.81,15.938,207.562
2011-06-10,8.131,14.893,6.762,1.834,23.014,,180.475,4.75,14.85,195.325
2011-06-11,10.06,16.018,5.958,1.63,14.5,,180.167,6.146,15.25,195.417
2011-06-12,12.31,16.225,3.915,1.597,17.056,,184.958,2.771,15.542,200.5
2011-06-13,12.388,16.585,4.198,1.804,34.629,,187.146,5.884,16.479,203.625
2011-06-14,13.726,17.737,4.01,2.165,52.222,,188.669,6.826,18.279,206.948
2011-06-15,12.604,18.788,6.184,2.058,48.917,,188.234,6.312,18.27,206.504
2011-06-16,14.349,20.785,6.436,1.68,11.535,,183.188,4.916,17.458,200.646
2011-06-17,13.373,20.381,7.008,1.715,17.708,,185.695,4.938,18.516,204.21
2011-06-18,12.287,19.242,6.956,1.746,19.917,,187.958,5.438,20.104,208.062
2011-06-19,11.957,16.267,4.31,1.667,14.389,,185.958,5.306,17.458,203.417
2011-06-20,11.012,18.298,7.286,1.812,15.264,,180.877,4.646,17.978,198.854
2011-06-21,9.125,16.81,7.685,2.382,15.861,,181.396,4.346,18.604,200.0
2011-06-22,6.273,15.627,9.354,2.74,21.792,,178.252,4.458,15.782,194.034
2011-06-23,4.635,12.955,8.319,2.862,24.903,,177.521,2.708,15.083,192.604
2011-06-24,3.673,11.216,7.543,2.931,27.416,,178.136,1.948,14.772,192.908
2011-06-25,6.149,15.786,9.637,3.392,24.039,,179.5,4.958,16.896,196.396
2011-06-26,2.673,5.851,3.179,2.194,28.0,,178.291,2.438,9.625,187.916
2011-06-27,14.449,21.109,6.66,1.884,24.004,,185.811,5.666,17.537,203.348
2011-06-28,5.785,14.457,8.672,2.566,24.344,,178.916,1.826,14.542,193.458
2011-06-29,6.634,18.1,11.467,3.948,26.463,,178.745,3.01,15.701,194.446
2011-06-30,6.964,18.349,11.385,2.884,20.444,,179.209,4.062,17.188,196.396
2011-07-01,8.226,18.262,10.036,2.014,25.57,,176.436,5.396,15.844,192.28
2011-07-02,8.495,14.698,6.202,2.156,37.07,,178.786,3.312,16.241,195.026
2011-07-03,6.277,9.371,3.094,2.175,43.986,,177.729,3.792,13.25,190.979
2011-07-04,7.416,12.268,4.852,1.924,40.41,,179.0,4.93,15.804,194.804
2011-07-05,11.548,16.256,4.708,2.354,38.597,,188.73,5.714,17.354,206.084
2011-07-06,8.407,15.591,7.184,1.876,20.229,,182.038,4.854,16.093,198.131
2011-07-07,3.713,9.512,5.798,2.028,23.313,,175.812,2.508,13.584,189.396
2011-07-08,4.101,11.442,7.34,2.831,24.528,,177.38,3.958,13.905,191.284
2011-07-09,4.289,12.057,7.767,3.817,20.215,,177.896,3.922,15.0,192.896
2011-07-10,5.553,12.214,6.661,4.555,21.278,,180.084,3.188,15.854,195.938
2011-07-11,7.95,16.199,8.249,2.889,23.233,,182.632,5.66,16.243,198.875
2011-07-12,8.119,17.738,9.619,3.208,23.875,,182.137,5.312,14.845,196.982
2011-07-13,6.481,17.431,10.95,3.843,19.243,,179.937,5.021,13.862,193.798
2011-07-14,7.232,17.132,9.899,3.074,19.701,,179.438,4.847,13.917,193.354
2011-07-15,7.345,19.042,11.696,3.715,17.861,,178.188,4.688,13.758,191.946
2011-07-16,7.72,18.113,10.393,3.838,26.028,,179.562,5.208,14.792,194.354
2011-07-17,7.095,11.094,4.0,3.208,32.82,,182.706,4.542,13.092,195.798
2011-07-18,4.836,10.082,5.246,2.69,15.326,,176.062,2.521,8.292,184.354
2011-07-19,4.09,9.217,5.126,2.37,25.479,,174.784,3.304,6.701,181.486
2011-07-20,6.844,14.127,7.283,2.016,26.694,,179.284,4.666,7.682,186.966
2011-07-21,6.949,14.7,7.751,1.861,16.146,,181.708,4.292,8.5,190.208
2011-07-22,8.78,16.824,8.044,2.007,27.215,,185.116,4.375,15.975,201.092
2011-07-23,9.604,16.167,6.563,3.449,30.889,,185.896,3.5,13.625,199.521
2011-07-24,8.747,13.594,4.847,3.028,34.806,,187.188,5.765,12.979,200.166
2011-07-25,9.609,20.075,10.466,3.254,36.366,,185.75,3.938,16.625,202.375
2011-07-26,6.804,13.042,6.238,3.382,24.53,,183.382,2.954,11.298,194.68
2011-07-27,4.57,13.991,9.421,3.332,20.068,,176.43,2.808,13.553,189.984
2011-07-28,5.738,16.647,10.909,4.173,20.5,,178.229,2.826,12.792,191.02
2011-07-29,5.8,17.105,11.305,2.917,19.951,,177.348,4.62,13.44,190.788
2011-07-30,6.458,15.655,9.197,2.681,20.701,,176.708,4.25,13.708,190.416
2011-07-31,6.0,13.762,7.762,2.812,21.125,,177.709,4.438,12.729,190.438
2011-08-01,9.931,22.201,12.27,3.132,22.264,,179.094,5.783,18.046,197.14
2011-08-02,10.584,20.648,10.064,3.768,39.458,,180.916,6.21,16.688,197.604
2011-08-03,9.357,17.062,7.705,3.794,34.618,,179.981,4.328,12.91,192.892
2011-08-04,7.352,15.685,8.333,3.856,18.336,,178.104,3.458,10.666,188.771
2011-08-05,8.571,16.56,7.988,3.312,19.153,,179.169,3.896,12.411,191.581
2011-08-06,5.838,13.476,7.639,3.522,16.833,,177.179,4.188,10.184,187.362
2011-08-07,2.831,7.031,4.201,3.66,18.632,,175.896,2.458,7.125,183.02
2011-08-08,6.131,13.809,7.679,3.087,29.346,,177.542,4.051,12.895,190.438
2011-08-09,7.459,20.282,12.824,3.813,22.66,,178.562,4.968,15.812,194.375
2011-08-10,5.539,17.578,12.039,3.853,20.25,,176.228,4.438,14.194,190.422
2011-08-11,7.306,18.9,11.593,3.372,17.562,,175.812,3.875,14.162,189.975
2011-08-12,7.866,19.115,11.248,4.153,17.625,,175.778,3.845,13.75,189.527
2011-08-13,5.681,11.801,6.12,3.074,17.243,,176.104,3.352,11.188,187.292
2011-08-14,7.494,11.673,4.179,2.59,17.285,,179.021,4.312,11.458,190.479
2011-08-15,7.64,11.681,4.041,2.653,35.375,,183.95,4.375,15.254,199.204
2011-08-16,4.738,8.163,3.425,2.882,34.229,,176.044,3.199,9.264,185.308
2011-08-17,5.609,9.626,4.017,2.952,37.313,,176.11,2.5,10.708,186.818
2011-08-18,10.114,14.082,3.967,2.96,26.243,,185.417,4.241,12.5,197.916
2011-08-19,10.435,17.345,6.911,2.826,26.757,,189.187,5.375,13.122,202.308
2011-08-20,11.649,17.637,5.988,2.852,34.083,,190.208,5.771,13.229,203.438
2011-08-21,7.976,11.321,3.346,2.57,24.181,,184.525,4.042,10.584,195.108
2011-08-22,11.716,19.633,7.917,2.847,23.049,,189.25,6.333,16.042,205.292
2011-08-23,8.827,18.505,9.678,2.618,19.687,,181.396,5.5,14.48,195.875
2011-08-24,9.223,19.575,10.352,2.943,22.618,,182.742,4.542,16.264,199.006
2011-08-25,9.173,19.298,10.124,3.072,34.965,,186.208,5.896,18.104,204.312
2011-08-26,7.849,19.242,11.393,3.028,25.389,,183.446,5.208,16.166,199.612
2011-08-27,9.157,17.768,8.611,3.38,28.826,,184.402,5.833,17.41,201.812
2011-08-28,8.147,13.02,4.873,3.368,30.215,,185.292,5.171,13.875,199.167
2011-08-29,9.729,15.859,6.131,3.549,32.046,,185.5,5.604,16.625,202.125
2011-08-30,11.571,17.589,6.018,3.479,35.875,,186.75,6.301,19.417,206.167
2011-08-31,8.455,12.231,3.776,3.43,38.903,,185.696,5.98,18.522,204.217
2011-09-01,8.836,14.105,5.27,3.392,35.93,,182.25,5.458,15.292,197.542
2011-09-02,4.546,10.2,5.653,3.208,24.958,,173.75,3.81,16.25,190.0
2011-09-03,5.685,9.059,3.375,2.834,23.812,,175.958,4.229,11.688,187.646
2011-09-04,5.857,8.625,2.768,2.792,16.451,,177.312,3.25,12.666,189.979
2011-09-05,9.986,16.44,6.454,2.91,20.708,,179.688,4.958,15.73,195.417
2011-09-06,13.52,20.919,7.398,3.388,20.814,,184.673,5.171,18.146,202.818
2011-09-07,13.322,20.445,7.123,3.368,24.43,,187.032,5.172,20.62,207.653
2011-09-08,12.596,20.129,7.533,4.408,26.891,,184.854,5.146,20.792,205.646
2011-09-09,11.821,19.804,7.982,3.826,34.451,,187.242,5.229,19.902,207.145
2011-09-10,7.348,13.307,5.959,4.049,31.826,,185.0,4.5,16.27,201.271
2011-09-11,6.548,12.867,6.32,3.693,25.952,,183.52,4.667,16.916,200.438
2011-09-12,9.041,18.243,9.202,3.959,26.999,,182.416,3.614,18.834,201.25
2011-09-13,11.145,20.628,9.483,4.895,27.806,,183.625,4.978,21.416,205.042
2011-09-14,12.687,19.088,6.402,4.464,36.938,,184.695,5.25,20.08,204.774
2011-09-15,10.256,18.464,8.208,4.05,26.146,,182.958,4.146,19.02,201.979
2011-09-16,8.058,17.807,9.749,3.968,18.236,,180.016,4.583,17.15,197.165
2011-09-17,8.638,16.742,8.104,3.912,17.806,,179.541,4.604,18.625,198.166
2011-09-18,5.131,11.393,6.262,3.493,13.608,,180.146,3.002,14.625,194.77
2011-09-19,3.946,6.292,2.345,3.035,12.153,,184.229,1.708,9.625,193.854
2011-09-20,4.271,6.841,2.57,2.917,9.65,,183.682,2.092,10.864,194.546
2011-09-21,6.619,11.301,4.681,2.885,15.36,,186.895,2.666,11.326,198.22
2011-09-22,11.292,18.285,6.993,3.094,14.229,,188.729,5.021,13.958,202.688
2011-09-23,12.256,18.191,5.935,3.209,16.556,,192.299,4.595,16.691,208.99
2011-09-24,13.452,18.601,5.149,4.367,20.917,,192.48,4.479,17.125,209.604
2011-09-25,10.875,14.024,3.149,3.528,21.347,,192.958,4.521,16.416,209.375
2011-09-26,15.028,22.475,7.448,3.723,27.146,,192.292,6.208,20.625,212.917
2011-09-27,15.353,22.352,6.999,3.639,27.547,,191.782,6.548,21.696,213.478
2011-09-28,14.83,21.737,6.907,4.254,31.896,,189.553,5.772,21.494,211.047
2011-09-29,11.522,17.79,6.268,3.937,26.833,,185.938,5.188,18.188,204.125
2011-09-30,13.809,22.103,8.295,3.41,25.535,,188.036,5.334,18.678,206.714
2011-10-01,12.244,18.399,6.155,3.336,18.812,,188.792,4.625,16.438,205.23
2011-10-02,9.837,13.868,4.031,3.396,16.438,,189.292,3.77,14.104,203.396
2011-10-03,12.113,19.411,7.298,3.271,14.541,,189.253,4.214,14.476,203.729
2011-10-04,12.809,19.256,6.446,3.924,19.25,,189.229,5.139,16.958,206.188
2011-10-05,12.208,21.623,9.415,3.27,15.896,,188.915,5.646,19.385,208.3
2011-10-06,16.851,25.608,8.757,4.332,28.715,,191.52,6.938,19.958,211.479
2011-10-07,17.255,25.671,8.416,3.903,48.792,,193.244,7.604,20.908,214.152
2011-10-08,15.667,23.732,8.066,4.002,28.306,,191.916,5.879,23.166,215.084
2011-10-09,12.191,17.113,4.923,3.979,45.736,,191.854,5.646,19.417,211.27
2011-10-10,13.076,19.763,6.687,4.938,42.215,,190.833,5.0,20.438,211.271
2011-10-11,13.623,22.224,8.601,4.357,39.285,,189.25,5.885,21.979,211.229
2011-10-12,14.157,23.433,9.277,4.033,34.241,,188.916,5.667,20.663,209.58
2011-10-13,16.856,25.584,8.727,5.146,37.82,,189.625,6.56,22.604,212.229
2011-10-14,12.637,24.137,11.5,3.896,32.298,,186.288,6.166,19.193,205.48
2011-10-15,14.123,23.726,9.602,3.937,25.438,,189.854,6.521,18.73,208.584
2011-10-16,11.7,15.932,4.232,5.008,34.125,,192.542,5.604,14.125,206.666
2011-10-17,16.889,26.706,9.817,4.18,26.458,,189.826,6.812,19.544,209.37
2011-10-18,13.405,22.744,9.339,3.655,17.967,,188.248,5.696,19.819,208.068
2011-10-19,13.614,20.692,7.078,2.69,17.696,,187.833,6.208,21.625,209.458
2011-10-20,16.353,25.8,9.447,3.129,25.917,,188.5,7.125,22.792,211.292
2011-10-21,14.501,24.87,10.369,2.429,16.076,,187.783,5.916,22.0,209.783
2011-10-22,12.069,18.544,6.476,2.412,10.338,,185.917,5.5,18.625,204.542
2011-10-23,9.375,13.345,3.97,2.188,12.403,,184.542,3.917,15.833,200.375
2011-10-24,13.298,22.756,9.458,2.833,16.083,,186.043,6.116,20.957,207.0
2011-10-25,12.358,19.675,7.318,2.826,17.493,,187.708,5.551,16.02,203.729
2011-10-26,12.278,21.899,9.622,2.393,13.41,,187.77,4.612,18.008,205.778
2011-10-27,15.084,24.178,9.093,3.379,17.826,,189.271,4.946,22.5,211.771
2011-10-28,17.685,30.69,13.006,3.243,27.118,,190.062,6.334,29.14,219.202
2011-10-29,13.131,25.012,11.881,2.442,21.104,,188.458,4.23,28.292,216.75
2011-10-30,10.234,16.141,5.907,2.146,10.293,,187.322,4.2,20.469,207.792
2011-10-31,10.138,16.158,6.02,2.407,17.656,,186.973,5.062,18.234,205.206
2011-11-01,14.481,24.277,9.796,3.201,20.639,,189.375,5.674,25.333,214.708
2011-11-02,16.238,29.527,13.289,2.799,22.18,,190.768,6.166,30.546,221.313
2011-11-03,12.723,21.867,9.144,3.379,23.236,,190.375,5.48,27.0,217.375
2011-11-04,14.959,29.039,14.08,3.257,24.833,,189.219,6.125,27.481,216.7
2011-11-05,11.698,20.025,8.327,3.178,20.375,,186.167,4.458,21.125,207.292
2011-11-06,6.777,11.342,4.564,2.875,12.892,,185.167,4.5,17.458,202.625
2011-11-07,10.081,17.176,7.095,2.561,17.262,,188.684,5.74,18.612,207.296
2011-11-08,14.524,25.185,10.661,2.694,15.93,,191.354,5.892,24.042,215.396
2011-11-09,12.963,20.728,7.766,2.756,16.028,,188.61,4.792,17.13,205.741
2011-11-10,13.244,22.359,9.115,2.511,14.014,,188.334,4.542,18.854,207.188
2011-11-11,15.919,30.854,14.935,2.812,17.202,,190.653,6.32,29.62,220.272
