date,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,195.958,4.875,90.0,80.0,55.0,10.792,17.792,27.292,9.5,23.042,5.4,-0.783,-4.4,206.75
2011-01-02,194.0,3.5,93.0,73.625,46.0,7.875,10.167,20.417,10.25,17.792,6.9,0.838,-4.2,201.875
2011-01-03,188.348,2.333,76.0,55.0,40.0,2.739,7.458,9.333,1.875,10.5,5.4,2.254,-1.5,191.087
2011-01-04,190.958,3.458,93.0,69.25,43.0,6.458,15.333,20.917,5.583,16.875,4.8,0.383,-2.9,197.417
2011-01-05,191.208,2.5,89.0,66.875,51.0,3.125,6.042,8.208,2.167,12.304,1.7,0.379,-1.2,194.333
2011-01-06,193.167,3.0,73.0,64.667,54.0,5.75,12.958,17.333,4.375,9.5,3.4,1.604,-1.7,198.917
2011-01-07,193.042,2.333,83.0,65.167,50.0,3.542,8.292,10.667,2.375,12.667,3.5,0.983,-1.8,196.583
2011-01-08,195.417,2.458,81.0,64.25,42.0,4.375,11.583,14.417,2.833,11.417,3.9,0.162,-3.6,199.792
2011-01-09,196.25,3.75,86.0,68.458,39.0,10.625,21.708,32.333,10.625,14.792,5.1,0.429,-4.4,206.875
2011-01-10,190.826,3.917,81.0,62.417,48.0,6.261,14.708,19.792,5.083,17.958,4.7,2.138,0.4,197.087
2011-01-11,191.792,3.458,91.0,75.25,51.0,6.083,15.625,25.75,10.125,15.708,1.9,-0.796,-2.5,197.875
2011-01-12,191.045,3.826,75.0,59.083,43.0,6.045,15.773,24.227,8.455,11.833,1.5,-1.546,-3.9,197.091
2011-01-13,189.583,3.792,84.0,70.667,56.0,4.917,20.167,29.167,9.0,15.667,4.5,0.417,-4.2,194.5
2011-01-14,191.542,3.125,83.0,69.208,53.0,3.375,8.917,13.333,4.417,15.583,0.6,-0.725,-1.8,194.917
2011-01-15,190.375,2.333,78.0,60.458,43.0,1.375,4.25,5.875,1.625,17.292,3.8,0.562,-1.7,191.75
2011-01-16,189.333,2.833,60.0,52.25,44.0,2.667,8.083,11.333,3.25,15.583,3.0,1.242,-0.4,192.0
2011-01-17,190.348,3.083,70.0,55.333,39.0,5.087,14.5,22.0,7.5,15.875,4.7,1.079,-1.8,195.435
2011-01-18,192.833,4.667,76.0,54.625,24.0,9.875,22.167,34.375,12.208,19.125,8.9,2.2,-3.1,202.708
2011-01-19,194.208,5.042,81.0,64.708,42.0,11.583,25.625,46.083,20.458,24.708,7.8,2.429,-2.1,205.792
2011-01-20,191.333,4.292,94.0,81.708,65.0,6.708,23.292,34.75,11.458,18.333,2.0,1.229,0.2,198.042
2011-01-21,193.25,4.583,98.0,93.333,88.0,9.042,24.542,44.708,20.167,18.542,1.8,0.362,-0.6,202.292
2011-01-22,201.25,5.792,99.0,96.083,89.0,13.708,29.958,68.542,38.583,19.5,3.0,0.95,-0.6,214.958
2011-01-23,190.625,3.042,98.0,67.708,50.0,3.333,10.75,15.833,5.083,12.625,4.7,1.55,-1.0,193.958
2011-01-24,190.391,2.917,71.0,52.417,35.0,3.783,10.0,13.5,3.5,12.917,2.1,-0.358,-2.2,194.174
2011-01-25,193.25,4.083,86.0,67.458,54.0,7.167,23.5,40.167,16.667,19.375,1.7,-1.246,-4.6,200.417
2011-01-26,193.208,3.042,80.0,69.333,47.0,5.333,14.875,21.917,7.042,13.833,-0.1,-2.612,-5.4,198.542
2011-01-27,193.455,3.217,93.0,83.417,67.0,5.682,21.043,28.609,7.565,19.875,-0.8,-2.854,-4.3,199.136
2011-01-28,191.458,2.458,90.0,75.792,56.0,1.0,8.125,10.458,2.333,14.708,-1.0,-2.658,-4.1,192.458
2011-01-29,191.333,2.333,84.0,69.833,48.0,1.042,7.167,9.25,2.083,10.458,0.5,-2.3,-4.0,192.375
2011-01-30,192.667,3.292,92.0,68.292,45.0,4.375,16.542,23.208,6.667,13.708,0.6,-2.421,-5.4,197.042
2011-01-31,193.261,3.583,89.0,79.042,63.0,7.304,21.042,29.958,8.917,14.167,0.2,-2.762,-5.2,200.565
2011-02-01,191.833,3.542,87.0,66.0,34.0,7.333,21.292,34.167,12.875,16.958,4.0,-2.362,-7.8,199.167
2011-02-02,188.625,3.0,85.0,52.833,24.0,3.208,11.083,16.833,5.75,13.417,1.7,-1.175,-4.5,191.833
2011-02-03,191.792,3.5,87.0,70.0,45.0,6.917,17.042,25.542,8.5,14.167,0.8,-2.062,-5.8,198.708
2011-02-04,192.542,3.875,91.0,73.708,55.0,6.625,18.375,23.833,5.458,17.208,4.1,0.154,-3.9,199.167
2011-02-05,193.417,3.792,89.0,64.833,46.0,7.792,13.083,18.5,5.417,15.917,4.3,0.871,-2.5,201.208
2011-02-06,195.545,5.174,95.0,78.625,51.0,12.727,27.364,51.545,24.182,26.304,7.4,1.129,-5.5,208.273
2011-02-07,193.913,6.875,97.0,85.833,60.0,15.696,27.542,56.958,29.417,22.958,7.4,4.362,2.6,209.609
2011-02-08,191.042,2.792,66.0,57.542,48.0,1.0,7.458,9.792,2.333,12.417,3.7,-0.129,-1.9,192.042
2011-02-09,193.0,2.542,88.0,72.875,59.0,2.458,10.375,12.75,2.375,11.417,-0.4,-1.858,-3.2,195.458
2011-02-10,195.125,4.125,92.0,75.375,59.0,5.625,20.75,31.167,10.417,15.042,1.4,-1.412,-4.1,200.75
2011-02-11,195.042,2.667,86.0,63.083,36.0,2.792,12.042,15.125,3.083,13.792,1.8,-1.8,-4.6,197.833
2011-02-12,195.417,2.625,93.0,67.875,43.0,2.458,8.875,11.375,2.5,12.625,0.9,-1.404,-3.9,197.875
2011-02-13,194.696,3.696,71.0,52.708,32.0,4.0,17.565,25.304,7.739,15.417,5.2,1.046,-5.1,198.696
2011-02-14,190.304,4.583,88.0,67.958,49.0,6.957,27.875,47.792,19.917,23.458,7.2,2.842,-0.3,197.261
2011-02-15,191.75,4.125,92.0,63.125,39.0,8.542,14.542,30.042,15.5,24.167,5.9,1.146,-1.6,200.292
