date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,CO_mean
2011-10-21,11.75,22.334,10.583,,2.708,7.958
2011-10-22,9.389,17.778,8.389,,2.083,6.958
2011-10-23,4.764,8.708,3.945,,2.625,4.958
2011-10-24,6.417,12.875,6.458,,2.896,5.333
2011-10-25,5.903,11.222,5.319,,3.334,4.708
2011-10-26,4.097,5.93,1.833,,4.354,3.913
2011-10-27,9.625,27.281,17.656,,4.032,5.625
2011-10-28,9.472,27.847,18.375,,3.375,6.25
2011-10-29,7.875,18.75,10.875,,3.104,6.375
2011-10-30,6.222,14.069,7.847,,1.666,5.583
2011-10-31,6.18,13.667,7.486,,2.729,4.792
2011-11-01,8.611,15.417,6.806,,3.146,6.542
2011-11-02,8.834,16.139,7.306,,2.604,6.739
2011-11-03,8.043,15.211,7.168,,2.125,5.583
2011-11-04,8.415,19.883,11.467,,2.25,6.875
2011-11-05,13.146,26.729,13.583,,1.854,8.417
2011-11-06,5.125,15.646,10.521,,1.812,6.375
2011-11-07,6.375,12.727,6.352,,2.604,5.833
2011-11-08,6.611,11.666,5.055,,3.625,5.708
2011-11-09,5.542,8.542,3.0,,3.334,4.609
2011-11-10,8.982,17.089,8.106,,3.522,6.125
2011-11-11,9.639,20.5,10.861,,3.312,7.083
2011-11-12,8.319,16.639,8.319,,2.979,6.458
2011-11-13,6.236,10.347,4.111,,3.542,5.958
2011-11-14,11.014,17.292,6.278,,5.792,7.375
2011-11-15,9.764,15.875,6.111,,5.354,5.833
2011-11-16,11.472,18.569,7.097,,5.104,6.043
2011-11-17,13.355,21.404,8.049,,5.646,6.375
2011-11-18,11.764,25.111,13.347,,2.708,8.542
2011-11-19,8.5,18.153,9.653,,2.166,7.667
2011-11-20,4.722,7.431,2.709,,3.771,4.875
2011-11-21,7.458,13.014,5.556,,3.98,4.708
2011-11-22,11.278,19.333,8.056,,4.167,5.875
2011-11-23,10.028,19.93,9.903,,3.666,5.739
2011-11-24,10.002,20.477,10.474,,4.218,5.917
2011-11-25,9.806,19.195,9.389,,3.917,5.375
2011-11-26,10.611,19.305,8.694,,4.166,6.208
2011-11-27,9.195,16.111,6.917,,4.625,6.292
2011-11-28,12.25,33.292,21.042,,2.854,7.0
2011-11-29,13.569,32.75,19.18,,3.208,8.125
2011-11-30,12.847,29.125,16.278,,3.188,7.565
2011-12-01,6.741,12.035,5.294,,2.292,5.474
2011-12-02,9.056,20.847,11.792,,2.438,7.375
2011-12-03,7.958,16.555,8.597,,2.792,5.792
2011-12-04,5.694,11.028,5.333,,3.104,5.542
2011-12-05,8.583,16.713,8.129,,4.0,6.167
2011-12-06,16.011,26.919,10.907,,4.354,7.333
2011-12-07,15.819,32.264,16.445,,3.896,8.826
2011-12-08,12.734,25.509,12.775,,2.848,9.227
2011-12-09,6.861,11.389,4.528,,3.292,5.542
2011-12-10,8.722,16.611,7.889,,3.562,7.667
2011-12-11,7.056,11.764,4.708,,3.417,6.583
2011-12-12,10.972,20.944,9.972,,3.208,7.417
2011-12-13,13.669,25.408,11.738,,2.889,8.75
2011-12-14,11.806,22.667,10.861,,3.706,7.87
2011-12-15,15.07,28.554,13.484,,4.354,8.25
2011-12-16,9.25,14.847,5.597,,3.458,5.958
2011-12-17,12.667,21.153,8.486,,4.208,7.458
2011-12-18,10.347,16.083,5.736,,3.979,5.833
2011-12-19,14.208,25.75,11.541,,4.542,6.917
2011-12-20,15.25,28.153,12.903,,4.542,8.042
2011-12-21,15.931,26.542,10.611,,5.604,8.217
2011-12-22,12.567,22.671,10.105,,5.278,6.625
2011-12-23,9.222,15.861,6.639,,3.479,5.708
2011-12-24,10.431,17.708,7.278,,4.084,6.5
2011-12-25,6.792,9.611,2.819,,3.479,4.667
2011-12-26,15.083,26.416,11.333,,4.23,7.292
2011-12-27,13.417,23.333,9.917,,3.667,6.833
2011-12-28,15.375,24.653,9.278,,3.938,7.391
2011-12-29,13.348,21.895,8.547,,5.458,7.25
2011-12-30,7.82,10.778,2.958,,3.792,5.208
2011-12-31,9.055,13.639,4.583,,3.917,5.458
2012-01-01,7.639,10.861,3.222,10.0,3.562,4.75
2012-01-02,6.569,10.208,3.639,19.0,4.583,5.125
2012-01-03,4.913,7.145,2.232,6.125,3.521,4.043
2012-01-04,6.119,9.677,3.558,0.87,3.042,5.208
2012-01-05,11.778,18.264,6.486,5.875,3.683,6.375
2012-01-06,9.208,13.639,4.431,9.333,4.084,5.125
2012-01-07,14.208,23.055,8.847,14.583,4.479,6.25
2012-01-08,15.528,25.222,9.695,16.0,5.042,6.833
2012-01-09,15.889,26.806,10.917,19.042,5.417,7.625
2012-01-10,13.028,22.62,9.593,10.417,4.174,6.348
2012-01-11,15.097,25.889,10.792,6.0,4.208,6.917
2012-01-12,14.167,22.708,8.542,14.542,5.834,5.708
2012-01-13,9.542,14.25,4.709,16.583,3.875,5.792
2012-01-14,4.903,7.792,2.889,6.167,3.354,4.167
2012-01-15,6.319,9.611,3.292,15.833,4.458,4.875
2012-01-16,11.361,18.167,6.806,18.042,3.938,6.833
2012-01-17,10.788,17.409,6.621,17.625,3.812,6.409
2012-01-18,5.611,8.042,2.431,4.292,2.604,4.917
2012-01-19,14.903,23.486,8.584,12.458,3.958,7.292
2012-01-20,11.153,16.042,4.889,18.208,4.084,6.292
2012-01-21,15.514,24.833,9.32,21.375,3.646,7.667
2012-01-22,9.333,17.931,8.597,6.792,2.667,5.917
2012-01-23,11.597,20.695,9.097,10.542,2.73,6.542
2012-01-24,12.369,21.997,9.628,13.783,3.652,7.0
2012-01-25,9.139,14.195,5.056,18.375,4.542,6.583
2012-01-26,9.458,13.486,4.028,15.583,6.042,6.167
2012-01-27,6.472,9.806,3.333,11.125,3.75,5.583
2012-01-28,11.972,19.555,7.583,11.75,3.812,7.125
2012-01-29,15.917,25.014,9.097,17.75,5.0,7.375
2012-01-30,13.805,20.778,6.972,29.208,5.854,6.917
2012-01-31,15.258,23.689,8.432,35.667,4.854,7.864
2012-02-01,20.139,34.597,14.458,33.708,3.604,9.458
2012-02-02,12.292,20.542,8.25,11.958,3.167,6.75
2012-02-03,7.125,10.57,3.444,12.0,3.0,5.292
2012-02-04,12.444,20.653,8.208,13.583,2.229,7.333
2012-02-05,11.736,19.25,7.514,19.083,2.848,7.0
2012-02-06,9.306,15.583,6.278,11.292,2.312,7.708
2012-02-07,11.142,21.8,10.658,18.833,3.392,7.348
2012-02-08,4.139,7.0,2.861,7.875,3.042,3.833
2012-02-09,7.486,12.139,4.653,12.125,3.438,6.125
2012-02-10,7.819,11.361,3.542,16.458,4.188,6.208
2012-02-11,9.778,14.486,4.708,23.083,4.75,6.167
2012-02-12,16.5,26.347,9.847,23.875,3.708,8.292
2012-02-13,6.639,9.153,2.514,16.083,3.625,5.375
2012-02-14,11.32,18.091,6.771,14.458,3.416,6.652
2012-02-15,9.708,15.556,5.847,13.0,2.854,6.167
2012-02-16,5.903,8.333,2.431,13.208,2.646,5.25
2012-02-17,7.389,10.764,3.375,11.625,2.521,5.625
2012-02-18,15.514,29.625,14.111,11.083,2.146,7.083
2012-02-19,10.431,15.236,4.805,8.958,1.875,5.125
2012-02-20,10.778,18.069,7.292,14.917,3.0,6.417
2012-02-21,10.452,16.926,6.474,18.417,4.826,6.652
2012-02-22,13.681,20.108,6.428,20.75,5.562,7.583
2012-02-23,14.542,20.166,5.625,25.958,5.792,7.583
2012-02-24,8.396,10.792,2.396,12.833,4.146,4.042
2012-02-25,13.938,21.125,7.188,12.375,5.208,6.417
2012-02-26,14.542,24.125,9.583,19.958,4.021,6.833
2012-02-27,10.188,17.48,7.292,15.208,3.354,6.042
2012-02-28,13.527,20.774,7.246,14.565,4.35,6.565
2012-02-29,,,,,,
2012-03-01,15.334,26.236,10.903,17.208,2.854,8.0
2012-03-02,2.125,3.028,0.903,14.875,2.938,4.083
2012-03-03,4.597,6.531,1.935,11.667,3.042,5.042
2012-03-04,8.653,13.319,4.666,15.875,4.625,5.458
2012-03-05,13.083,19.334,6.25,33.708,6.646,7.292
2012-03-06,11.458,17.014,5.555,24.833,6.104,6.167
2012-03-07,10.728,18.317,7.589,23.708,5.717,6.348
2012-03-08,12.528,20.528,8.0,35.125,6.77,7.042
2012-03-09,13.847,19.0,5.153,49.083,8.021,8.375
2012-03-10,6.25,8.75,2.5,33.375,4.416,6.708
2012-03-11,6.014,9.264,3.25,8.5,3.166,4.792
2012-03-12,9.361,14.389,5.028,14.333,3.417,5.917
2012-03-13,15.986,28.417,12.431,18.375,2.604,8.083
2012-03-14,4.136,5.608,1.472,11.0,2.75,
2012-03-15,9.845,16.095,6.25,13.042,3.25,
2012-03-16,10.569,16.264,5.695,18.417,4.396,
2012-03-17,7.389,10.028,2.639,26.625,4.208,
2012-03-18,7.278,12.125,4.847,25.708,2.834,
2012-03-19,10.555,16.417,5.861,26.417,4.584,
2012-03-20,11.056,17.069,6.014,30.708,2.938,
2012-03-21,6.158,9.231,3.073,6.833,3.54,
2012-03-22,8.847,13.139,4.291,13.458,3.979,
2012-03-23,7.569,11.139,3.57,18.0,3.312,
2012-03-24,8.806,11.097,2.292,24.875,4.188,
2012-03-25,6.583,7.889,1.305,22.333,4.021,
2012-03-26,8.43,11.416,2.986,9.583,3.666,
2012-03-27,12.583,18.958,6.375,12.833,2.584,
2012-03-28,9.506,14.274,4.768,8.0,3.188,
2012-03-29,9.592,14.576,4.983,20.625,4.0,
2012-03-30,8.069,10.736,2.667,26.792,4.73,
2012-03-31,5.458,6.82,1.361,23.833,4.27,
2012-04-01,5.458,7.625,2.167,14.5,3.792,4.5
2012-04-02,8.0,11.375,3.375,12.917,3.396,5.417
2012-04-03,4.264,6.194,1.931,15.917,2.542,3.792
2012-04-04,7.528,10.097,2.57,14.625,4.042,5.042
2012-04-05,8.963,12.658,3.694,18.042,5.062,6.261
2012-04-06,4.958,6.639,1.68,13.208,4.042,4.958
2012-04-07,4.778,6.597,1.819,8.917,3.25,4.708
2012-04-08,5.681,7.625,1.944,11.542,3.833,4.75
2012-04-09,9.319,12.514,3.194,30.5,6.396,6.167
2012-04-10,9.833,13.111,3.278,40.333,5.458,6.208
2012-04-11,8.306,12.611,4.305,14.5,2.438,6.0
2012-04-12,8.227,12.216,3.989,21.333,3.326,6.826
2012-04-13,11.104,17.646,6.542,16.542,2.396,6.375
2012-04-14,5.486,10.421,4.935,12.0,2.416,4.667
2012-04-15,5.792,9.611,3.82,13.125,2.458,4.667
2012-04-16,11.0,17.583,6.583,8.792,1.084,6.125
2012-04-17,8.708,14.153,5.444,7.5,1.938,4.792
2012-04-18,7.375,11.778,4.403,15.333,2.312,4.75
2012-04-19,8.924,13.879,4.955,18.783,1.958,5.87
2012-04-20,9.555,15.083,5.528,13.583,2.229,6.25
2012-04-21,4.556,8.014,3.458,8.684,1.646,4.208
2012-04-22,3.278,5.333,2.056,,1.125,3.75
2012-04-23,8.986,13.125,4.139,,3.208,5.292
2012-04-24,11.097,15.375,4.278,,3.834,5.708
2012-04-25,9.458,13.5,4.042,,3.604,8.875
2012-04-26,9.386,16.329,6.942,,2.043,6.652
2012-04-27,7.93,11.847,3.916,,3.396,5.083
2012-04-28,7.778,11.25,3.472,,3.0,5.125
2012-04-29,4.722,6.847,2.125,,2.583,4.917
2012-04-30,5.569,8.306,2.736,,1.667,4.875
2012-05-01,6.111,10.306,4.194,,1.916,5.458
