date,PM25_mean,SO2_mean,SPM_mean
2011-01-01,20.875,4.708,16.958
2011-01-02,12.458,4.625,11.458
2011-01-03,24.458,6.5,7.792
2011-01-04,17.833,4.917,12.5
2011-01-05,12.583,3.792,18.333
2011-01-06,10.875,3.826,14.25
2011-01-07,9.125,4.125,10.391
2011-01-08,7.208,4.167,13.875
2011-01-09,25.167,7.25,21.417
2011-01-10,34.174,6.583,9.125
2011-01-11,15.583,4.667,13.417
2011-01-12,8.458,3.75,19.833
2011-01-13,20.208,5.875,12.875
2011-01-14,31.958,6.083,15.25
2011-01-15,13.833,4.167,17.125
2011-01-16,12.542,3.958,12.792
2011-01-17,9.708,3.5,12.25
2011-01-18,13.792,6.783,11.875
2011-01-19,14.667,5.0,18.667
2011-01-20,4.25,3.583,15.217
2011-01-21,10.5,3.833,15.25
2011-01-22,9.0,4.042,19.292
2011-01-23,6.864,4.0,28.958
2011-01-24,6.783,3.208,36.25
2011-01-25,13.5,3.958,15.417
2011-01-26,3.792,2.792,17.917
2011-01-27,25.125,4.333,12.167
2011-01-28,29.833,5.583,12.208
2011-01-29,10.333,4.0,17.167
2011-01-30,12.417,5.375,10.458
2011-01-31,10.292,4.542,10.167
2011-02-01,21.917,5.043,30.043
2011-02-02,6.217,2.5,12.875
2011-02-03,6.917,2.708,15.667
2011-02-04,17.708,5.25,23.667
2011-02-05,34.917,5.708,47.5
2011-02-06,36.667,8.458,61.917
2011-02-07,12.792,5.75,24.958
2011-02-08,4.458,2.833,10.5
2011-02-09,6.792,3.0,13.167
2011-02-10,11.542,4.625,17.75
2011-02-11,7.708,4.458,14.708
2011-02-12,11.5,4.458,19.5
2011-02-13,16.5,4.167,31.125
2011-02-14,14.583,5.0,32.708
2011-02-15,13.217,5.458,23.708
2011-02-16,13.292,5.565,20.696
2011-02-17,8.083,3.875,15.333
2011-02-18,7.417,2.875,15.417
2011-02-19,8.333,3.292,16.417
2011-02-20,11.833,4.333,17.417
2011-02-21,19.125,7.125,24.292
2011-02-22,24.083,6.875,41.958
2011-02-23,16.958,6.083,34.0
2011-02-24,35.667,6.833,43.125
2011-02-25,33.083,7.167,47.125
2011-02-26,8.667,4.583,13.583
2011-02-27,14.083,4.75,21.708
2011-02-28,14.25,4.458,20.917
2011-03-01,23.667,9.25,42.792
2011-03-02,13.25,6.773,32.818
2011-03-03,15.917,4.667,23.25
2011-03-04,19.542,5.875,29.5
2011-03-05,6.5,4.208,17.125
2011-03-06,13.083,5.708,25.792
2011-03-07,39.667,9.208,50.125
2011-03-08,36.0,6.542,47.625
2011-03-09,15.75,3.833,25.5
2011-03-10,16.292,4.542,26.708
2011-03-11,21.167,4.708,24.542
2011-03-12,11.583,4.375,17.792
2011-03-13,11.917,4.682,17.045
2011-03-14,14.5,5.125,21.292
2011-03-15,33.667,7.0,44.792
2011-03-16,24.583,9.833,34.625
2011-03-17,18.625,7.667,41.458
2011-03-18,18.583,4.083,34.208
2011-03-19,10.125,5.708,17.0
2011-03-20,15.0,5.708,20.583
2011-03-21,16.792,5.625,23.958
2011-03-22,16.792,6.708,23.167
2011-03-23,10.833,5.292,25.542
2011-03-24,27.167,4.958,33.083
2011-03-25,11.667,4.042,18.833
2011-03-26,11.375,4.0,17.708
2011-03-27,25.292,5.7,33.955
2011-03-28,31.208,5.667,43.583
2011-03-29,20.417,7.375,29.542
2011-03-30,15.708,5.125,25.833
2011-03-31,11.875,3.583,23.625
2011-04-01,,8.833,46.5
2011-04-02,,6.917,40.792
2011-04-03,,4.667,21.125
2011-04-04,,4.458,13.417
2011-04-05,,6.167,16.583
2011-04-06,,6.708,17.917
2011-04-07,,5.583,13.542
2011-04-08,,5.292,14.917
2011-04-09,,4.5,28.375
2011-04-10,,6.458,32.458
2011-04-11,,6.375,31.875
2011-04-12,,5.375,25.042
2011-04-13,,6.75,29.333
2011-04-14,,8.783,45.217
2011-04-15,,18.5,44.125
2011-04-16,,7.167,54.208
2011-04-17,,6.542,29.125
2011-04-18,,5.542,28.792
2011-04-19,,2.792,11.5
2011-04-20,,3.708,11.75
2011-04-21,,6.5,27.708
2011-04-22,,5.083,25.25
2011-04-23,,3.375,22.583
2011-04-24,,3.958,26.667
2011-04-25,,5.25,28.125
