date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,PM25_mean
2011-02-07,93.5,91.9375,88.5,23.9585,45.5625,21.604,0.5,16.5,86.5,63.4795,33.0,
2011-02-08,92.0,65.5415,44.0,14.770499999999998,19.604,4.8335,0.7915,6.646,76.0,42.0415,-2.0,
2011-02-09,64.5,40.125,19.0,17.6875,24.7915,7.1045,0.75,4.2295,85.0,23.5205,-19.5,
2011-02-10,73.0,56.25,36.5,20.5415,32.4375,11.895499999999998,0.8545,8.3955,90.0,26.75,-23.5,
2011-02-11,81.5,55.5835,33.0,14.917000000000002,20.396,5.479,0.9165,8.396,88.0,28.292,-24.5,
2011-02-12,75.5,49.3125,26.0,10.5435,13.587,3.0435,0.6955,6.75,96.5,25.8125,-22.5,
2011-02-13,70.0,51.8955,35.0,23.125,33.104,9.9795,1.0,13.0415,86.0,29.354,-22.5,
2011-02-14,90.0,76.1045,62.0,24.3335,35.75,11.4165,0.625,20.7085,50.0,35.2295,10.0,
2011-02-15,90.0,69.2915,47.5,15.896,26.271,10.375,0.9165,9.8125,101.5,54.4795,31.0,
2011-02-16,80.0,60.9165,46.5,19.1795,23.1665,3.987,0.729,11.913,29.5,17.6985,5.5,
2011-02-17,90.0,73.145,35.5,20.003,30.3545,10.350999999999999,0.7195,11.7365,67.0,17.769,-11.0,
2011-02-18,89.0,53.0205,23.0,9.9165,14.021,4.1045,0.708,6.8335,47.5,6.6875,-33.0,
2011-02-19,71.5,54.1875,29.0,11.347999999999999,14.783000000000001,3.435,0.826,8.5415,66.0,6.3335,-43.0,
2011-02-20,75.0,52.875,23.0,17.0205,24.4585,7.4375,0.8335,8.021,99.0,29.625,-33.5,
2011-02-21,75.0,48.625,22.0,23.75,33.271,9.521,1.0415,9.9165,124.5,50.875,-15.5,
2011-02-22,86.5,59.9585,44.5,22.271,28.479,6.2085,2.125,17.271,94.0,62.625,35.0,
2011-02-23,93.0,87.646,74.0,22.646,33.3125,10.6665,0.6665,15.8335,104.5,63.0835,35.0,
2011-02-24,90.0,59.6045,32.0,17.4585,22.3335,4.875,2.375,16.5,150.5,90.604,35.0,
2011-02-25,92.0,84.4375,73.0,13.4795,16.1045,2.625,1.021,10.167,78.5,51.5,27.5,
2011-02-26,89.5,68.625,47.0,11.217500000000001,13.7825,2.565,0.5215,7.5835,57.5,39.375,12.5,
2011-02-27,70.0,43.4165,26.0,8.1875,10.9165,2.729,0.625,6.0205,82.5,31.5,0.5,
2011-02-28,58.0,42.2915,32.0,16.0455,19.261,3.2155,0.96,7.585,61.5,24.4585,-11.5,
2011-03-01,91.5,77.5,54.5,20.917,30.3335,9.4165,0.5415,5.3955,103.0,49.9585,6.5,
2011-03-02,93.5,90.1665,85.5,20.436,37.034,16.5985,0.5455,10.5185,52.5,38.2295,25.5,
2011-03-03,92.0,72.6875,49.5,11.7295,12.5835,0.854,0.771,10.729,109.5,61.3545,30.0,
2011-03-04,89.5,71.0625,59.0,10.0655,10.3475,0.2825,0.696,17.3545,50.5,36.6875,8.0,
2011-03-05,94.0,91.146,87.5,20.458,25.0205,4.5625,0.396,4.8335,74.0,39.521,9.0,
2011-03-06,94.0,84.396,64.5,25.8335,42.354,16.521,0.7085,19.792,167.5,102.646,52.0,
2011-03-07,94.0,68.979,46.0,18.229,23.125,4.896,1.146,19.646,139.5,112.4375,94.0,
2011-03-08,76.5,70.396,64.5,18.9375,20.5,1.5625,1.0625,21.625,93.5,82.625,72.0,
2011-03-09,91.5,87.0,74.5,16.2085,17.854,1.646,0.479,12.4375,77.5,56.0835,32.5,
2011-03-10,91.5,85.333,78.5,8.5835,8.875,0.2915,0.396,2.354,57.5,42.2915,28.5,
2011-03-11,91.0,78.0205,52.5,11.7605,12.6735,0.913,0.717,7.792,103.0,49.917,18.5,
2011-03-12,86.5,46.2705,21.5,11.521,13.8335,2.3125,0.646,5.083,106.5,49.0,-1.5,
2011-03-13,65.5,43.8125,18.5,11.125,12.104,0.979,0.7915,3.875,110.0,49.625,-5.0,
2011-03-14,76.5,58.2915,37.5,17.6875,21.104,3.4165,0.896,9.479,107.0,47.604,0.5,
2011-03-15,76.5,49.375,27.5,14.6045,16.4375,1.8335,1.0835,11.9585,123.5,52.9375,4.5,
2011-03-16,71.0,52.956,29.0,19.8825,25.619500000000002,5.737,0.9035,12.7645,100.0,44.048,-26.0,
2011-03-17,89.5,79.2085,61.0,30.0415,35.8125,5.771,0.7915,35.917,77.5,58.0,36.5,
2011-03-18,94.5,89.5625,81.5,17.304,23.239,5.935,0.565,20.1455,108.0,82.854,53.5,
2011-03-19,94.0,51.063,30.5,12.0625,13.8675,1.805,0.5680000000000001,5.154,114.5,76.375,43.5,
2011-03-20,74.0,49.1875,27.0,15.854,18.7915,2.9375,0.75,11.0205,128.5,64.5835,4.0,
2011-03-21,74.0,41.646,15.0,13.4375,16.2295,2.7915,0.5415,8.271,126.0,60.7705,7.0,
2011-03-22,67.5,46.8755,27.0,28.4455,37.296,8.8505,1.1989999999999998,17.316,151.5,78.7685,-4.0,
2011-03-23,92.5,75.75,55.5,25.5205,34.0415,8.521,0.5415,18.479,102.5,75.646,59.5,
2011-03-24,92.5,85.0835,60.5,19.083,22.2915,3.2085,0.5625,10.625,114.5,71.0,36.0,
2011-03-25,85.0,48.8335,14.5,8.674,10.326,1.652,0.6955,5.729,140.5,71.2915,8.5,
2011-03-26,68.0,54.1045,38.0,16.2915,20.542,4.25,0.729,8.6455,96.5,46.260999999999996,-1.0,
2011-03-27,73.0,55.25,32.5,18.6875,23.3125,4.625,1.375,11.25,132.5,61.1455,-10.0,
2011-03-28,75.5,55.25,30.5,18.4375,22.729,4.2915,1.271,16.875,164.5,83.083,21.0,
2011-03-29,62.0,45.0625,25.0,16.464,21.1585,4.695,1.31,12.7745,160.0,94.396,7.0,
2011-03-30,66.5,49.6665,35.0,15.241,19.0685,3.828,0.97,13.187999999999999,204.5,131.75,63.5,
2011-03-31,92.0,71.625,49.0,6.625,7.0625,0.4375,0.521,6.8545,159.5,125.25,63.5,
2011-04-01,68.5,52.625,29.5,16.354,18.854,2.5,1.146,16.6875,153.0,88.0,8.5,
2011-04-02,76.5,47.542,29.5,15.125,16.5625,1.4375,1.0,21.75,192.0,116.3335,43.5,
2011-04-03,62.5,45.6455,30.5,10.1525,10.8915,0.739,0.7825,14.1665,86.5,63.7085,41.5,
2011-04-04,61.5,36.833,21.5,10.292,12.604,2.3125,0.3335,9.854,129.5,72.6455,19.0,
2011-04-05,60.0,37.9585,15.0,19.6665,23.542,3.875,0.792,12.708,165.5,76.9375,-4.5,
2011-04-06,60.0,45.5,21.0,18.8125,21.604,2.792,1.3544999999999998,16.396,192.5,114.1665,36.5,
2011-04-07,67.0,51.5,32.5,15.6665,17.5835,1.9165,0.9165,18.708,203.0,133.0,70.0,
2011-04-08,71.0,49.2915,37.5,8.104,9.1875,1.083,0.354,14.021,206.5,161.91649999999998,95.0,
2011-04-09,88.0,75.167,51.0,10.7705,11.9375,1.167,0.25,17.146,177.5,149.02100000000002,122.5,
2011-04-10,84.0,65.021,46.5,7.1305,7.739000000000001,0.609,0.5215,14.771,165.5,129.58350000000002,103.5,
2011-04-11,82.0,68.9375,46.5,11.583,13.792,2.208,0.7915,24.5205,193.5,126.8335,79.5,
2011-04-12,67.5,40.1875,16.5,9.125,10.2915,1.1665,0.75,16.729,163.5,101.0835,52.0,
2011-04-13,63.0,44.604,25.5,16.375,18.646,2.2705,1.0835,20.3335,212.5,126.4165,32.5,
2011-04-14,61.0,43.21,23.0,18.2065,20.686,2.479,1.3635000000000002,24.3525,227.5,148.1585,72.5,
2011-04-15,66.0,48.8145,33.5,13.027000000000001,14.475999999999999,1.4489999999999998,1.2075,25.630499999999998,227.5,167.942,97.0,
2011-04-16,73.5,50.0415,23.0,8.625,9.7085,1.083,0.4375,21.6665,274.0,175.85399999999998,100.0,
2011-04-17,70.5,48.604,26.5,6.1955,6.8260000000000005,0.6305000000000001,0.5655,15.479500000000002,190.0,123.9795,65.5,
2011-04-18,84.5,65.0625,50.5,13.604,15.1665,1.5625,0.7915,17.4165,158.5,129.458,101.0,
2011-04-19,91.0,83.75,68.0,9.979,11.354,1.375,0.1665,6.896,154.5,95.542,60.0,
2011-04-20,87.5,65.0625,44.0,14.4375,16.8125,2.375,0.771,9.2085,161.0,108.625,55.0,
2011-04-21,81.0,70.5,56.0,13.7705,15.9585,2.1875,1.271,16.4375,163.0,116.042,79.0,
2011-04-22,84.5,72.9375,58.0,15.854,18.3125,2.4585,0.5835,23.125,174.0,136.458,97.0,
2011-04-23,93.0,86.396,77.0,7.2915,8.271,0.979,0.104,10.5625,175.5,148.542,119.5,
2011-04-24,92.0,62.396,34.5,7.2605,7.8045,0.5435,0.5435,11.25,198.5,149.6045,96.5,
2011-04-25,75.5,48.7085,16.5,12.5,14.979500000000002,2.479,0.4375,11.7295,191.0,128.1045,63.0,
2011-04-26,62.5,46.3125,30.5,16.875,19.0,2.125,0.8335,16.4375,204.0,134.29149999999998,59.5,
2011-04-27,89.5,62.167,30.5,11.847999999999999,14.435,2.587,0.6305,35.260999999999996,255.0,176.45850000000002,94.5,
2011-04-28,92.0,57.229,23.0,7.5415,8.4375,0.8955,0.354,12.958,265.0,188.70850000000002,109.0,
2011-04-29,73.0,54.0625,34.5,9.75,10.7705,1.021,0.625,11.1665,197.5,135.85399999999998,82.0,
2011-04-30,76.5,54.5835,32.0,10.5415,11.667,1.125,0.9795,20.3125,240.0,160.042,76.5,
2011-05-01,90.0,64.229,38.5,7.108499999999999,7.522,0.41300000000000003,0.5215,16.8545,213.5,172.85399999999998,137.5,
2011-05-02,91.0,57.1045,30.5,9.5,11.1665,1.6665,0.479,43.229,234.0,171.3125,117.0,
2011-05-03,89.0,67.146,46.0,11.4585,12.3955,0.9375,0.3545,54.833,178.0,143.1875,111.0,
2011-05-04,88.5,68.1875,46.0,8.021,8.6875,0.6665,0.354,24.4585,213.0,159.79149999999998,116.5,
2011-05-05,81.5,68.167,61.0,7.9585,8.375,0.4165,0.229,21.75,146.0,133.8125,117.0,
2011-05-06,76.0,66.3125,51.5,12.1875,13.1875,1.0,0.521,25.3955,188.0,150.4375,116.0,
2011-05-07,90.0,85.9585,76.0,14.2915,17.0835,2.792,0.0835,26.104,161.0,143.3545,128.5,
2011-05-08,91.0,59.4795,32.5,6.9350000000000005,8.087,1.152,0.6085,18.7295,265.5,193.2705,119.5,
2011-05-09,76.5,61.7085,41.0,13.3335,15.0625,1.729,0.875,28.0625,231.0,173.75,113.5,
2011-05-10,85.5,69.0625,47.0,15.3125,17.604,2.292,0.5625,22.604,294.0,205.917,164.5,
2011-05-11,93.0,90.9375,87.0,16.7915,18.1045,1.3125,0.0,10.479,164.5,144.02100000000002,136.0,
2011-05-12,93.5,90.521,81.0,13.3125,14.5625,1.25,0.0415,6.083,161.0,147.875,131.0,
2011-05-13,92.0,74.9785,55.5,16.4635,20.676000000000002,4.2125,0.5,21.435,253.5,192.4565,148.5,
2011-05-14,78.0,42.979,20.0,8.2705,9.0415,0.771,0.5625,32.104,255.5,195.16649999999998,123.5,
2011-05-15,51.0,33.708,19.5,5.1305000000000005,5.5,0.3695,0.5,14.7085,252.0,188.22899999999998,119.0,
2011-05-16,65.5,53.2295,40.5,12.625,13.9165,1.2915,0.7915,23.896,224.5,174.77100000000002,118.5,
2011-05-17,85.5,71.792,50.0,15.145499999999998,18.0,2.854,0.625,26.542,211.0,160.6875,138.0,
2011-05-18,84.0,63.729,40.5,12.3125,13.8335,1.521,0.7295,31.7085,241.5,174.9795,119.0,
2011-05-19,72.5,53.646,33.0,13.3335,14.457999999999998,1.125,1.2915,28.875,262.5,197.3125,117.5,
2011-05-20,76.0,59.5415,41.5,15.1665,16.4375,1.2705,1.271,41.3955,281.0,214.583,152.0,
2011-05-21,81.0,64.9165,46.5,13.2915,14.457999999999998,1.1665,1.104,43.208,284.0,222.97899999999998,168.0,
2011-05-22,92.0,72.75,43.5,6.087,6.5655,0.478,0.3695,21.5,302.5,202.95850000000002,145.5,
2011-05-23,91.5,83.125,73.0,12.229,13.958,1.729,0.0625,10.375,162.5,141.1455,116.0,
2011-05-24,91.0,80.3545,58.0,11.021,12.583,1.5625,0.0415,8.6665,179.0,134.833,111.5,
2011-05-25,89.0,66.75,37.5,11.021,13.979,2.958,0.625,14.854,228.5,169.625,105.5,
2011-05-26,88.5,75.271,56.0,15.4375,19.417,3.979,0.625,21.5835,212.5,172.54149999999998,140.0,
2011-05-27,91.0,83.3545,71.0,11.3375,13.7145,2.377,0.326,15.258,185.0,165.16649999999998,152.0,
2011-05-28,93.5,91.8125,89.5,10.9585,12.271,1.3125,0.0,7.646,188.0,171.58350000000002,152.0,
2011-05-29,94.0,93.2915,92.5,7.3045,8.2175,0.913,0.0,2.521,184.5,174.52100000000002,160.0,
2011-05-30,94.0,77.875,57.0,6.225,7.3965,1.172,0.0,1.8395,207.5,170.625,153.5,
2011-05-31,69.0,60.9375,48.5,9.2295,10.5625,1.3335,0.3545,12.729,199.0,151.4375,61.5,
2011-06-01,85.0,67.1665,57.0,10.8335,12.7295,1.896,0.4375,31.458,154.5,134.27100000000002,113.5,
2011-06-02,93.5,89.854,85.0,17.25,23.667,6.417,0.1875,28.0,161.0,143.0625,127.0,
2011-06-03,94.0,77.3125,52.5,12.625,16.792,4.167,0.5,15.0625,245.5,187.667,140.0,
2011-06-04,87.0,71.375,52.5,9.6665,11.146,1.4795,0.8335,31.9585,267.0,206.60399999999998,141.5,
2011-06-05,90.0,73.729,57.5,7.5655,8.304,0.7395,0.5435,45.1665,257.0,209.9375,171.5,
2011-06-06,91.5,64.167,35.0,9.1875,11.271,2.0835,0.4585,31.146,287.0,219.79149999999998,161.0,
2011-06-07,80.5,71.958,63.0,13.3335,15.582999999999998,2.25,1.25,34.5,234.5,198.0625,171.0,
2011-06-08,88.0,77.417,63.0,14.396,16.667,2.271,0.45799999999999996,18.104,232.5,187.0,156.5,
2011-06-09,89.0,78.1875,63.0,12.8545,17.354,4.5,0.958,25.125,245.0,202.125,160.5,
2011-06-10,89.5,78.854,65.5,14.4375,18.042,3.604,0.6665,30.0,254.5,217.083,176.5,
2011-06-11,93.5,88.1875,74.0,11.1665,12.146,0.979,0.2085,27.25,245.0,212.8545,197.0,
2011-06-12,93.0,81.708,59.0,9.2175,10.0435,0.8265,0.587,34.0625,249.5,218.95850000000002,199.0,
2011-06-13,94.0,86.2295,75.0,14.625,16.125,1.5,0.229,24.042,230.5,205.3955,177.5,
2011-06-14,92.5,81.109,63.5,14.688500000000001,17.122500000000002,2.434,0.55,30.2915,242.0,211.8915,191.5,
2011-06-15,90.0,69.4585,49.0,12.417,15.417000000000002,3.0,0.896,14.271,234.0,199.77100000000002,172.0,
2011-06-16,91.5,84.9585,76.0,12.3125,16.875,4.5625,0.25,17.5,214.5,183.1875,161.0,
2011-06-17,94.0,91.396,86.5,10.5835,11.7705,1.1875,0.0,6.25,197.5,181.39600000000002,162.0,
2011-06-18,93.5,89.7915,77.5,12.1665,13.292000000000002,1.125,0.3125,20.8335,207.0,188.083,176.5,
2011-06-19,94.0,85.75,73.0,6.761,7.5435,0.7825,0.239,18.125,233.5,204.125,181.0,
2011-06-20,92.0,82.1045,65.0,14.292,18.167,3.875,0.521,18.417,261.0,226.16649999999998,190.5,
2011-06-21,89.5,73.646,48.5,12.042,16.958,4.917,0.479,9.604,318.0,250.375,210.0,
2011-06-22,86.0,63.875,40.5,14.75,17.208,2.458,0.625,25.2705,339.0,273.3125,200.5,
2011-06-23,84.0,68.8545,52.5,10.042,13.75,3.708,0.5,18.8125,326.0,273.375,233.5,
2011-06-24,69.0,57.771,46.5,8.125,10.25,2.125,0.5,16.729,337.0,294.79150000000004,261.0,
2011-06-25,86.0,70.9375,58.5,12.583,14.625,2.042,0.5,19.75,309.5,253.16649999999998,210.5,
2011-06-26,93.0,88.875,82.5,10.174,11.0,0.826,0.261,30.5415,216.0,207.5625,198.0,
2011-06-27,93.5,90.9375,87.0,16.125,19.792,3.667,0.0,19.8545,229.5,214.5625,203.5,
2011-06-28,93.5,75.1875,51.0,16.125,22.083,5.958,0.4585,29.9585,342.0,273.042,217.0,
2011-06-29,87.5,68.0205,44.5,13.696,16.565,2.87,0.9665,32.7265,354.5,288.66650000000004,241.0,
2011-06-30,92.0,76.2295,48.5,13.458,16.542,3.083,0.545,26.064999999999998,342.5,268.375,235.0,
2011-07-01,88.0,75.521,48.5,10.417,12.958,2.542,0.271,22.6875,326.5,264.0,227.0,
2011-07-02,89.5,78.354,61.5,9.792,10.75,0.958,0.521,40.625,296.5,259.4795,233.5,
2011-07-03,87.5,74.375,62.0,9.304,10.391,1.087,0.4785,30.042,311.0,272.16650000000004,236.5,
2011-07-04,84.5,66.5415,46.5,8.417,10.167,1.75,0.271,32.604,343.0,287.91650000000004,242.5,
2011-07-05,87.5,71.875,55.0,11.667,12.583,0.917,0.271,19.4585,334.0,277.417,235.0,
2011-07-06,85.5,66.9165,45.0,13.875,15.833,1.958,1.146,29.3545,320.5,270.8955,229.0,
2011-07-07,89.5,77.4165,66.0,11.583,13.833,2.25,0.396,18.5625,286.5,255.39600000000002,227.0,
2011-07-08,84.5,71.2085,54.0,13.792,18.583,4.792,0.354,13.104,332.5,282.6875,241.0,
2011-07-09,85.0,74.0,58.0,12.167,16.875,4.708,0.375,19.3125,334.5,284.10400000000004,250.5,
2011-07-10,86.0,71.125,50.0,8.304,10.261,1.957,0.5215,15.271,346.0,284.77099999999996,239.0,
2011-07-11,86.5,72.375,51.0,10.375,16.25,5.875,0.5625,14.4375,338.5,281.33349999999996,238.0,
2011-07-12,83.0,70.6665,54.0,10.0,15.75,5.75,0.5625,12.625,326.0,278.9375,236.0,
2011-07-13,86.0,71.065,53.0,11.739,17.261,5.522,0.5225,15.5325,330.5,280.46000000000004,241.5,
2011-07-14,85.0,65.6405,47.5,12.75,17.792,5.042,0.7915,16.396,344.5,287.3615,241.0,
2011-07-15,85.5,66.0,42.0,10.7915,13.125,2.3335,0.5835,19.8125,357.0,288.5,235.5,
2011-07-16,85.5,68.9585,44.0,8.9585,10.333,1.375,1.7080000000000002,24.2295,345.5,279.3545,232.0,
2011-07-17,86.0,68.521,48.5,5.5435,7.3915,1.848,0.7175,18.9165,348.5,285.6875,231.5,
2011-07-18,87.5,72.0835,57.5,5.125,7.1045,1.979,0.7295,18.8125,326.5,282.958,249.0,
2011-07-19,95.0,92.7915,83.5,5.354,9.75,4.3955,0.5,15.479500000000002,265.0,248.75,235.5,
2011-07-20,95.0,91.625,83.0,5.875,8.0205,2.146,0.4375,15.9375,271.5,240.60399999999998,195.5,
2011-07-21,94.5,81.9585,62.5,5.646,7.1875,1.5419999999999998,0.0,9.3125,217.0,190.22899999999998,174.0,
2011-07-22,82.5,63.4375,49.5,8.2085,11.1875,2.9795,0.146,12.6045,255.0,207.97899999999998,161.5,
2011-07-23,75.5,65.104,50.0,6.458,8.2705,1.8125,0.3335,9.7915,291.5,236.833,179.0,
2011-07-24,87.5,76.2085,60.0,6.1955,7.6085,1.4129999999999998,0.4785,16.0625,288.5,249.5,215.0,
2011-07-25,87.5,70.9375,56.5,9.354,11.4795,2.125,0.5,23.5915,312.0,266.25,224.0,
2011-07-26,81.0,72.5835,61.5,12.417,15.6875,3.271,0.4375,15.25,298.0,261.45849999999996,227.0,
2011-07-27,82.0,72.8335,58.0,13.6665,17.6875,4.021,0.3125,14.354500000000002,313.0,265.58349999999996,236.0,
2011-07-28,92.0,84.4375,72.5,15.521,18.4375,2.9165,0.25,23.417,287.5,255.79149999999998,233.0,
2011-07-29,93.5,83.4165,68.5,12.187000000000001,16.449,4.263,0.5409999999999999,23.863500000000002,292.0,256.625,232.5,
2011-07-30,94.0,85.7705,69.5,11.354,12.8335,1.4795,0.0625,15.270499999999998,276.0,245.45850000000002,228.5,
2011-07-31,94.5,92.625,90.0,5.37,6.282500000000001,0.9135,0.0,12.021,224.0,213.91649999999998,206.5,
2011-08-01,94.0,82.5415,68.0,11.7745,14.536000000000001,2.7615,0.1665,22.3315,262.0,227.6455,200.0,
2011-08-02,89.0,76.646,61.0,16.1875,19.958,3.771,0.5415,32.9585,287.5,245.60399999999998,211.5,
2011-08-03,93.5,82.729,59.5,14.729500000000002,18.271,3.5415,0.5,31.771,301.0,251.8125,228.0,
2011-08-04,94.5,85.5835,63.0,10.958,16.4165,5.4585,0.4375,13.979,290.0,253.60399999999998,230.5,
2011-08-05,94.5,80.771,63.0,6.6045,10.479,3.875,0.4165,8.2915,309.5,264.958,230.0,
2011-08-06,90.0,77.5415,58.0,8.6875,14.042000000000002,5.3545,0.479,16.6665,324.0,277.66650000000004,240.5,
2011-08-07,91.0,78.0205,52.5,6.5215,7.869999999999999,1.3475,0.4565,21.7705,342.5,274.54150000000004,238.0,
2011-08-08,91.5,76.375,59.0,8.229,10.4375,2.208,0.479,24.0835,337.0,275.0625,226.5,
2011-08-09,86.0,73.729,53.5,10.854,13.0835,2.229,0.5,28.8545,349.0,288.375,241.0,
2011-08-10,86.0,70.042,53.0,11.167,14.0,2.8335,0.625,37.021,351.0,302.167,252.5,
2011-08-11,86.0,75.3295,49.5,10.067,12.631,2.5645,0.261,35.2515,364.0,288.951,258.0,
2011-08-12,88.0,71.146,48.0,10.1665,12.3545,2.1875,0.6045,43.021,348.0,293.20849999999996,251.5,
2011-08-13,86.5,72.0,48.5,7.104,7.667,0.5625,0.708,48.479,343.5,286.72900000000004,252.5,
2011-08-14,86.0,70.6455,55.0,5.6305,6.152,0.5215,0.522,48.6455,341.5,292.875,249.5,
2011-08-15,85.5,69.661,51.5,5.6365,6.7955000000000005,1.159,0.2085,32.6105,341.5,292.00800000000004,246.5,
2011-08-16,86.0,70.021,53.0,6.375,7.5625,1.1875,0.2915,34.2295,343.0,297.9375,253.0,
2011-08-17,83.5,66.9375,52.5,7.3125,8.375,1.0625,0.4375,35.979,347.5,302.833,260.0,
2011-08-18,79.0,61.875,44.5,7.9585,9.6455,1.6875,0.271,34.4585,373.0,312.60400000000004,259.0,
2011-08-19,94.0,84.729,69.0,10.625,12.6875,2.0625,0.2915,16.7085,306.0,246.39600000000002,206.5,
2011-08-20,92.5,83.5835,69.0,9.0835,11.146,2.0625,0.354,7.9165,240.0,220.5,202.5,
2011-08-21,94.5,91.5835,88.0,5.761,6.6735,0.913,0.0,6.1665,201.5,197.16649999999998,194.0,
2011-08-22,95.5,90.25,81.5,12.7915,15.4585,2.667,0.0,6.4165,229.0,209.2705,190.0,
2011-08-23,95.0,87.3545,70.5,14.792000000000002,19.458,4.667,0.25,28.1045,297.0,242.5205,210.5,
2011-08-24,93.5,80.4375,62.0,7.2915,13.125,5.8335,0.5,18.1045,315.5,259.3125,212.5,
2011-08-25,94.5,89.8955,79.0,7.5,14.4585,6.9585,0.271,6.1665,272.5,244.54149999999998,232.5,
2011-08-26,95.0,84.771,59.0,8.1045,15.896,7.7915,0.2915,10.0625,318.5,248.54149999999998,220.0,
2011-08-27,95.0,91.1045,84.5,10.167,11.896,1.729,0.125,14.125,249.0,230.02100000000002,217.0,
