date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,CH4_mean,CO_mean,NMHC_mean,THC_mean
2013-03-02,100.0,97.833,94.0,11.5,19.417,7.916,0.292,16.812,4.45,3.798,3.1,192.458,4.708,6.375,198.833
2013-03-03,99.0,58.375,41.0,7.854,15.395,7.542,0.875,4.666,7.4,3.592,0.55,188.792,2.125,2.333,191.125
2013-03-04,73.0,55.333,33.0,17.625,37.792,20.167,1.25,19.0,7.95,2.792,-3.0,191.5,3.333,8.667,200.167
2013-03-05,99.0,88.917,56.0,16.698,33.968,17.27,0.739,20.354,6.3,3.696,1.25,192.182,3.609,8.364,200.545
2013-03-06,64.0,47.833,30.0,6.166,13.354,7.188,0.875,5.521,3.9,1.49,-1.45,193.0,2.375,1.875,194.875
2013-03-07,73.0,49.167,26.0,9.812,22.583,12.77,1.083,10.229,5.8,0.546,-4.1,195.083,2.667,3.292,198.375
2013-03-08,76.0,52.708,26.0,8.021,16.708,8.688,1.0,8.042,7.75,1.662,-3.65,194.125,2.417,3.042,197.167
2013-03-09,71.0,48.583,29.0,7.688,13.583,5.896,1.0,12.792,8.7,3.475,-1.3,193.583,2.875,4.25,197.833
2013-03-10,81.0,59.083,33.0,8.25,17.729,9.48,0.875,6.562,4.45,0.562,-2.2,193.833,2.542,2.292,196.125
2013-03-11,79.0,44.917,24.0,9.646,22.042,12.396,0.958,5.0,7.2,2.404,-3.0,193.75,2.5,2.917,196.667
2013-03-12,75.0,51.792,27.0,19.104,34.479,15.375,2.875,38.017,15.85,7.623,0.05,195.125,3.833,8.417,203.542
2013-03-13,97.0,74.292,54.0,22.771,39.792,17.02,2.0,62.396,11.05,7.183,2.7,196.25,4.75,13.292,209.542
2013-03-14,62.0,52.625,39.0,6.875,14.021,7.146,0.917,2.48,10.15,6.288,1.75,189.75,2.292,1.958,191.708
2013-03-15,75.0,51.0,31.0,7.75,15.188,7.438,0.917,7.5,9.3,4.427,0.5,191.0,2.292,2.542,193.542
2013-03-16,78.0,57.0,24.0,7.0,10.792,3.792,1.542,15.834,16.15,6.256,-0.7,192.667,3.0,4.042,196.708
2013-03-17,74.0,50.167,23.0,18.104,33.104,15.0,1.75,34.02,15.0,7.985,0.3,194.0,4.083,9.083,203.083
2013-03-18,88.0,62.208,39.0,15.804,29.13,13.326,1.348,30.458,19.85,10.15,2.45,193.864,3.739,8.5,202.364
2013-03-19,63.0,49.083,31.0,12.5,24.958,12.458,1.0,17.042,14.0,8.858,5.25,193.583,2.833,6.708,200.292
2013-03-20,99.0,84.208,62.0,16.688,35.5,18.812,0.833,18.917,8.05,5.992,4.1,195.708,3.5,7.083,202.792
2013-03-21,85.0,60.375,32.0,3.896,7.771,3.875,0.833,2.104,10.05,5.473,2.0,191.5,1.917,1.708,193.208
2013-03-22,77.0,49.333,36.0,6.812,15.396,8.584,0.917,4.792,9.5,5.073,0.75,194.458,2.083,2.458,196.917
2013-03-23,75.0,48.583,21.0,6.708,11.02,4.312,0.917,11.354,14.55,7.148,-0.55,194.625,2.375,3.583,198.208
2013-03-24,69.0,44.583,21.0,16.854,31.854,15.0,1.417,21.375,18.35,9.758,1.55,194.583,3.167,9.0,203.583
2013-03-25,72.0,47.625,22.0,16.042,29.688,13.646,1.75,20.334,20.4,12.29,4.1,192.25,2.75,7.208,199.458
2013-03-26,89.0,64.375,36.0,19.792,35.812,16.021,1.208,24.723,18.4,12.081,8.1,191.174,3.208,10.174,201.348
2013-03-27,98.0,84.917,72.0,20.084,42.042,21.958,0.917,32.542,12.7,9.727,6.65,192.625,4.25,13.208,205.833
2013-03-28,83.0,52.25,21.0,16.562,29.542,12.979,1.5,27.375,21.55,12.427,3.75,193.208,3.208,7.25,200.458
2013-03-29,69.0,48.875,22.0,18.25,28.771,10.521,1.458,30.125,21.95,13.983,7.65,192.875,3.708,12.125,205.0
2013-03-30,100.0,83.478,57.0,9.979,14.188,4.208,0.833,24.208,13.6,11.048,9.2,190.208,3.25,9.667,199.875
2013-03-31,63.0,43.917,26.0,5.416,9.938,4.521,0.917,9.625,15.4,11.608,9.25,189.667,2.125,3.125,192.792
2013-04-01,72.0,49.833,24.0,12.625,24.666,12.042,0.75,15.5,14.6,10.01,3.9,187.5,3.125,5.083,192.583
2013-04-02,100.0,91.75,69.0,23.042,50.542,27.5,0.292,39.396,9.6,8.892,7.4,191.542,4.875,15.792,207.333
2013-04-03,100.0,75.429,53.0,11.354,23.646,12.292,0.0,5.73,14.8,11.442,9.4,182.167,2.625,4.083,186.25
2013-04-04,77.0,52.25,27.0,12.792,24.438,11.646,0.792,13.938,21.2,14.612,8.05,184.292,2.875,4.667,188.958
2013-04-05,84.0,67.917,53.0,18.666,32.916,14.25,1.375,29.666,20.05,14.535,7.35,188.75,3.917,11.667,200.417
2013-04-06,96.0,86.75,59.0,12.584,24.708,12.125,0.833,37.625,18.7,14.433,13.0,185.542,3.417,13.833,199.375
2013-04-07,100.0,71.391,40.0,5.958,9.646,3.688,0.125,6.125,21.35,13.423,6.7,181.0,2.167,5.958,186.958
2013-04-08,70.0,40.583,27.0,5.73,10.771,5.042,0.042,7.938,14.6,10.056,5.95,185.25,2.083,3.833,189.083
2013-04-09,71.0,51.5,32.0,14.916,26.667,11.75,1.375,17.521,18.65,11.765,4.2,186.833,2.917,6.875,193.708
2013-04-10,94.0,54.833,34.0,9.73,18.438,8.708,0.708,11.458,14.75,9.288,3.9,187.375,2.708,5.5,192.875
2013-04-11,90.0,64.667,37.0,14.354,30.77,16.416,0.375,8.312,11.35,7.31,3.3,187.792,3.125,9.458,197.25
2013-04-12,86.0,57.292,28.0,10.77,21.812,11.042,0.458,11.708,13.9,6.985,0.95,186.917,2.833,3.917,190.833
2013-04-13,82.0,52.667,25.0,10.875,21.708,10.834,0.417,9.021,16.15,9.065,0.9,188.0,3.167,6.167,194.167
2013-04-14,85.0,61.375,28.0,10.5,14.771,4.271,0.708,18.521,19.7,12.227,4.4,187.708,3.5,9.167,196.875
2013-04-15,83.0,52.833,28.0,11.396,20.708,9.312,0.708,16.062,21.95,14.831,8.95,185.708,2.75,9.667,195.375
2013-04-16,81.0,63.0,43.0,18.916,34.125,15.208,1.083,22.938,18.55,13.246,7.0,187.417,3.333,12.625,200.042
2013-04-17,83.0,63.5,40.0,18.333,30.562,12.229,1.292,35.312,24.55,17.0,9.7,185.667,3.333,12.833,198.5
2013-04-18,85.0,66.625,50.0,16.354,29.23,12.875,0.708,33.02,23.0,17.148,10.1,183.625,2.833,12.917,196.542
2013-04-19,54.0,40.0,26.0,5.717,11.196,5.478,0.0,10.267,14.8,9.881,5.85,186.727,2.261,7.136,193.864
2013-04-20,98.0,58.833,33.0,12.854,24.208,11.354,0.375,22.584,10.5,6.502,2.0,188.333,3.458,8.917,197.25
2013-04-21,99.0,75.25,47.0,5.73,9.5,3.771,0.0,11.334,10.6,4.983,1.85,187.375,2.708,4.417,191.792
2013-04-22,77.0,50.625,29.0,8.855,18.167,9.312,0.083,16.792,12.65,7.512,1.4,186.292,2.583,2.417,188.708
2013-04-23,80.0,51.458,26.0,15.812,31.334,15.521,0.917,14.938,16.4,9.783,0.95,186.667,3.208,8.333,195.0
2013-04-24,98.0,82.083,64.0,20.229,39.875,19.646,0.708,36.52,13.15,10.977,8.35,186.833,4.292,14.375,201.208
2013-04-25,74.0,41.833,18.0,11.73,20.48,8.75,0.917,13.771,23.3,17.06,11.8,183.25,2.708,5.292,188.542
2013-04-26,85.0,63.542,50.0,15.854,31.75,15.896,0.625,21.796,20.4,12.948,8.5,186.625,3.583,11.708,198.333
2013-04-27,79.0,51.792,32.0,6.334,11.708,5.375,0.042,8.125,16.15,10.669,5.05,185.125,2.375,4.042,189.167
2013-04-28,69.0,43.042,21.0,4.625,7.916,3.292,0.083,9.854,17.65,11.508,4.5,186.5,2.5,4.792,191.292
2013-04-29,66.0,44.542,20.0,10.792,16.5,5.708,1.083,16.334,21.85,13.885,4.65,187.375,3.417,8.958,196.333
2013-04-30,87.0,60.542,41.0,14.646,24.188,9.542,0.875,20.812,19.55,14.498,10.75,186.042,3.625,14.625,200.667
2013-05-01,70.0,47.417,34.0,8.312,17.729,9.416,0.208,11.229,17.15,12.69,8.0,183.833,2.375,4.708,188.542
2013-05-02,61.0,46.833,28.0,5.896,14.625,8.729,0.0,4.438,15.65,10.348,5.85,183.458,2.0,3.75,187.208
2013-05-03,78.0,48.333,28.0,4.312,8.833,4.521,0.125,4.916,17.8,11.298,3.35,184.208,2.333,3.792,188.0
2013-05-04,79.0,48.583,28.0,4.708,8.542,3.833,0.458,10.042,20.1,13.16,4.7,184.875,2.75,4.875,189.75
2013-05-05,77.0,46.292,21.0,5.104,7.458,2.354,0.667,18.146,23.45,15.531,6.5,185.0,2.75,6.625,191.625
2013-05-06,77.0,50.583,33.0,6.729,10.104,3.375,0.792,18.25,23.35,16.096,8.6,185.0,2.958,7.625,192.625
2013-05-07,66.0,45.042,34.0,4.845,11.213,6.368,0.0,5.562,14.2,11.002,6.6,185.273,1.87,5.455,190.727
2013-05-08,68.0,41.167,26.0,5.917,12.416,6.5,0.083,4.646,19.05,13.027,5.55,186.208,1.833,3.667,189.875
2013-05-09,64.0,39.417,18.0,17.958,33.458,15.5,1.042,18.958,26.9,17.929,7.4,188.125,3.208,10.958,199.083
2013-05-10,73.0,49.333,30.0,21.021,32.646,11.625,1.667,33.458,27.35,20.023,13.4,188.667,3.792,15.208,203.875
2013-05-11,100.0,83.833,63.0,22.896,39.52,16.625,0.833,60.75,18.65,16.258,14.35,191.333,4.708,20.5,211.833
2013-05-12,99.0,61.583,21.0,8.333,13.625,5.292,0.25,12.417,25.7,19.906,13.7,182.875,2.583,7.708,190.583
2013-05-13,93.0,77.917,61.0,19.084,38.125,19.042,0.375,32.396,21.8,17.277,13.15,191.167,3.75,13.375,204.542
2013-05-14,95.0,61.0,23.0,18.08,30.292,12.212,1.143,33.387,29.9,21.815,14.25,197.875,3.458,6.042,203.917
2013-05-15,95.0,73.0,54.0,22.079,39.916,17.837,1.5,42.646,23.75,19.869,15.55,188.864,3.75,15.045,203.909
2013-05-16,91.0,61.083,40.0,12.145,22.396,10.25,0.167,19.312,24.55,18.581,13.9,179.583,2.792,11.917,191.5
2013-05-17,69.0,44.458,15.0,10.479,19.729,9.25,0.292,11.77,25.25,18.65,11.6,180.0,2.292,12.292,192.292
2013-05-18,87.0,60.875,44.0,14.75,23.916,9.166,0.833,21.708,24.95,18.215,10.2,181.625,3.333,17.5,199.125
2013-05-19,97.0,72.583,37.0,9.375,13.75,4.375,0.542,22.208,22.45,17.862,13.95,179.667,2.917,15.292,194.958
2013-05-20,97.0,80.167,55.0,14.478,28.392,13.913,0.435,17.426,24.15,19.033,13.6,178.409,3.043,16.409,194.818
2013-05-21,94.0,60.833,43.0,13.562,27.23,13.666,0.417,23.834,28.3,22.65,17.4,181.042,3.042,18.5,199.542
2013-05-22,89.0,58.833,38.0,19.25,33.854,14.604,0.833,33.979,27.65,22.462,17.35,183.458,3.708,22.5,205.958
2013-05-23,74.0,43.625,24.0,9.104,16.688,7.584,0.292,15.729,26.3,20.696,14.4,182.458,2.167,13.0,195.458
2013-05-24,76.0,46.625,25.0,10.5,19.604,9.104,0.0,10.584,27.35,19.929,11.0,182.667,2.208,13.458,196.125
2013-05-25,85.0,69.167,51.0,13.729,24.812,11.084,0.625,21.896,22.1,16.74,10.9,184.833,3.25,18.5,203.333
2013-05-26,90.0,69.542,50.0,11.042,16.0,4.958,0.542,29.271,25.85,20.154,14.0,186.458,3.708,19.667,206.125
2013-05-27,89.0,69.875,51.0,16.195,29.668,13.474,0.739,27.608,25.25,20.544,16.2,184.429,3.261,16.429,200.857
2013-05-28,93.0,72.0,54.0,16.625,35.334,18.708,0.5,15.396,23.6,20.1,16.6,182.25,2.75,11.25,193.5
2013-05-29,95.0,83.542,74.0,13.938,31.458,17.52,0.292,18.604,20.55,18.96,17.05,179.042,2.583,11.0,190.042
2013-05-30,99.0,89.833,69.0,16.75,42.458,25.708,0.0,16.916,21.1,19.194,17.3,180.333,3.417,10.458,190.792
2013-05-31,76.0,51.875,29.0,13.229,26.979,13.75,0.417,18.542,27.35,21.617,14.6,183.208,2.958,8.792,192.0
2013-06-01,86.0,59.583,30.0,11.688,21.25,9.562,0.583,19.792,25.45,19.817,14.35,183.042,2.917,9.5,192.542
2013-06-02,89.0,69.125,53.0,7.75,12.895,5.146,0.25,19.0,23.35,18.596,14.0,182.5,2.625,5.792,188.292
2013-06-03,90.0,60.708,32.0,16.166,29.062,12.896,0.958,19.917,27.85,20.192,12.15,185.333,3.167,9.292,194.625
2013-06-04,83.0,52.958,26.0,16.021,27.146,11.125,1.083,23.312,30.1,22.758,13.7,183.917,2.875,8.5,192.417
2013-06-05,87.0,65.208,43.0,22.146,34.938,12.792,1.25,36.542,28.85,22.573,16.35,186.208,3.625,13.833,200.042
2013-06-06,91.0,74.583,58.0,21.152,40.456,19.304,0.522,36.042,23.9,20.638,16.85,184.5,3.609,12.182,196.682
2013-06-07,85.0,76.625,67.0,15.562,33.833,18.27,0.333,23.166,22.25,19.735,17.4,182.833,3.0,9.875,192.708
2013-06-08,94.0,65.708,36.0,6.958,15.98,9.021,0.042,20.646,26.8,20.535,15.3,180.5,2.333,5.333,185.833
2013-06-09,84.0,56.167,25.0,6.646,9.812,3.167,1.375,28.542,29.3,22.683,13.85,183.292,3.0,5.125,188.417
2013-06-10,89.0,65.167,40.0,18.73,34.146,15.416,1.167,40.125,28.25,23.14,18.7,185.75,3.542,11.208,196.958
2013-06-11,98.0,75.167,54.0,18.73,36.646,17.917,0.833,41.125,25.0,21.085,18.1,183.0,3.167,13.167,196.167
2013-06-12,99.0,89.875,77.0,18.146,38.229,20.083,0.25,45.021,22.6,20.525,17.45,179.958,3.417,11.5,191.458
2013-06-13,100.0,90.458,79.0,13.021,36.25,23.229,0.0,21.375,24.2,21.985,20.1,174.333,2.625,12.375,186.708
2013-06-14,100.0,83.667,64.0,12.708,34.25,21.542,0.208,25.771,28.4,24.133,19.8,175.333,2.5,11.417,186.75
2013-06-15,99.0,88.792,63.0,10.812,24.021,13.208,0.083,38.854,28.35,23.585,20.7,176.958,2.792,9.875,186.833
2013-06-16,100.0,82.375,59.0,6.75,11.458,4.708,0.292,15.458,28.0,23.535,19.85,175.958,2.333,7.125,183.083
2013-06-17,93.0,75.083,55.0,14.896,28.208,13.312,0.708,30.396,30.05,25.21,21.2,181.125,3.167,11.0,192.125
2013-06-18,96.0,88.708,73.0,14.916,35.271,20.354,0.25,42.208,24.9,23.198,21.55,180.333,3.542,12.667,193.0
2013-06-19,100.0,85.478,65.0,12.489,27.676,15.188,0.13,24.875,26.5,22.488,20.55,179.619,2.739,8.524,188.143
2013-06-20,99.0,88.5,78.0,19.354,40.312,20.958,0.542,34.666,24.35,21.571,19.8,187.208,3.75,17.167,204.375
2013-06-21,100.0,91.917,78.0,17.542,40.396,22.854,0.167,32.229,22.5,20.258,18.15,188.125,4.083,15.458,203.583
2013-06-22,99.0,76.75,52.0,9.0,18.0,9.0,0.083,10.875,27.0,21.592,17.1,183.292,2.458,5.625,188.917
2013-06-23,96.0,75.375,49.0,7.0,11.792,4.792,0.417,14.834,27.5,21.692,16.3,186.125,2.833,6.833,192.958
2013-06-24,99.0,83.792,57.0,12.916,26.479,13.562,0.208,22.396,27.15,21.598,18.3,185.875,3.0,8.042,193.917
2013-06-25,99.0,85.167,59.0,15.938,33.938,18.0,0.292,31.729,26.75,22.148,18.7,186.458,3.417,10.625,197.083
2013-06-26,100.0,95.958,80.0,17.25,35.75,18.5,0.25,39.729,22.25,19.588,17.95,188.5,3.708,12.875,201.375
2013-06-27,100.0,76.409,51.0,15.896,30.583,14.688,0.208,9.334,25.95,21.106,17.0,183.375,2.75,8.208,191.583
2013-06-28,91.0,80.625,69.0,16.834,32.73,15.896,0.5,31.696,22.9,20.369,17.65,186.5,3.083,8.5,195.0
2013-06-29,98.0,78.333,55.0,12.958,25.188,12.229,0.5,27.438,27.35,22.558,19.2,189.5,3.333,8.958,198.458
2013-06-30,92.0,78.792,65.0,9.542,15.645,6.104,0.875,27.562,25.85,22.369,19.6,187.083,2.958,7.125,194.208
2013-07-01,86.0,78.125,60.0,16.292,32.25,15.958,1.458,22.604,25.95,22.404,20.6,184.5,2.958,9.375,193.875
2013-07-02,89.0,69.042,52.0,16.25,32.583,16.334,0.625,20.354,27.55,23.275,19.15,185.75,2.583,10.917,196.667
2013-07-03,98.0,82.917,72.0,16.417,36.688,20.27,0.542,25.146,23.55,21.383,19.9,182.792,2.917,9.208,192.0
2013-07-04,99.0,85.5,70.0,16.792,34.48,17.688,0.25,39.333,26.9,23.044,19.0,187.583,3.375,14.167,201.75
2013-07-05,100.0,95.0,80.0,16.652,38.022,21.37,0.13,47.583,26.7,23.615,21.75,190.565,4.087,16.261,206.826
2013-07-06,98.0,80.375,51.0,6.73,16.562,9.834,0.208,18.979,33.35,26.229,21.8,175.042,2.292,10.417,185.458
2013-07-07,92.0,78.333,55.0,4.958,11.375,6.416,0.25,12.354,31.6,26.429,23.05,174.708,2.25,7.583,182.292
2013-07-08,99.0,75.833,46.0,9.708,23.708,14.0,0.333,18.646,35.0,27.669,23.0,175.875,2.25,8.625,184.5
2013-07-09,100.0,73.208,45.0,12.729,25.02,12.292,0.625,33.458,34.55,28.412,22.85,179.208,2.708,10.958,190.167
2013-07-10,98.0,73.208,44.0,14.708,30.812,16.104,0.333,35.23,34.6,28.496,23.65,177.917,3.042,10.792,188.708
2013-07-11,97.0,71.333,50.0,15.52,30.188,14.666,0.5,43.771,35.3,29.635,24.35,180.0,3.125,11.542,191.542
2013-07-12,89.0,72.167,56.0,16.48,30.083,13.605,0.875,41.354,33.35,28.548,24.55,180.5,3.333,13.25,193.75
2013-07-13,90.0,80.625,57.0,9.146,20.875,11.729,0.458,31.166,30.45,25.877,23.7,174.958,2.292,7.875,182.833
2013-07-14,91.0,70.083,46.0,6.0,10.562,4.562,0.417,19.834,32.15,27.256,22.5,178.5,2.167,6.5,185.0
2013-07-15,96.0,66.458,44.0,5.916,10.667,4.75,0.125,15.917,30.95,26.319,21.65,178.5,1.75,5.417,183.917
2013-07-16,90.0,69.792,52.0,15.458,31.104,15.646,0.833,18.854,29.55,24.527,18.8,186.083,2.625,9.875,195.958
2013-07-17,99.0,88.458,70.0,18.804,37.261,18.456,0.652,40.375,25.4,22.254,20.2,191.048,3.609,11.095,202.143
2013-07-18,98.0,73.167,46.0,12.02,27.438,15.417,0.167,20.125,31.85,25.5,20.8,179.958,2.333,8.083,188.042
2013-07-19,85.0,55.792,37.0,9.75,21.812,12.062,0.083,6.312,30.7,25.719,20.4,178.75,1.75,3.958,182.708
2013-07-20,87.0,70.0,49.0,12.042,24.292,12.25,0.625,16.0,28.05,23.262,18.25,186.875,2.583,8.167,195.042
2013-07-21,89.0,75.083,57.0,11.645,19.458,7.812,0.5,24.458,27.95,23.119,19.35,195.167,3.583,9.458,204.625
2013-07-22,97.0,76.292,55.0,18.625,34.166,15.542,0.625,38.583,30.5,25.127,19.25,195.348,3.792,12.435,207.783
2013-07-23,93.0,72.333,48.0,13.834,28.666,14.833,0.208,32.438,33.45,27.535,22.5,182.083,3.042,9.0,191.083
2013-07-24,100.0,98.348,91.0,19.354,42.875,23.521,0.25,31.75,23.6,22.615,22.0,186.583,4.417,12.333,198.917
2013-07-25,100.0,95.952,90.0,16.73,41.438,24.708,0.0,29.312,24.35,22.898,21.65,182.375,3.917,13.042,195.417
2013-07-26,100.0,84.318,60.0,17.82,34.6,16.78,0.435,40.636,30.7,25.676,20.7,182.083,3.542,13.292,195.375
2013-07-27,97.0,88.4,65.0,11.058,20.071,9.012,0.3,21.408,29.5,23.451,20.7,180.708,2.917,8.417,189.125
2013-07-28,,,,9.917,21.208,11.292,,17.708,31.2,24.771,21.3,183.25,3.125,6.25,189.5
2013-07-29,100.0,97.615,95.0,15.765,34.726,18.96,0.5,32.154,23.7,22.869,22.0,189.909,4.13,10.818,200.727
2013-07-30,100.0,78.773,61.0,16.75,32.104,15.354,0.75,32.958,32.0,26.683,21.4,193.875,4.167,17.375,211.25
2013-07-31,91.0,79.0,67.0,19.417,37.542,18.125,0.875,52.521,30.5,26.765,23.85,192.792,4.042,14.875,207.667
2013-08-01,100.0,89.542,69.0,17.125,35.583,18.458,0.708,49.416,29.95,25.481,22.7,188.583,3.958,12.875,201.458
2013-08-02,99.0,85.0,71.0,17.938,37.5,19.562,1.0,39.542,28.2,24.729,21.85,186.042,3.292,13.0,199.042
2013-08-03,93.0,68.833,47.0,8.812,19.854,11.042,0.417,7.188,31.1,25.619,19.7,182.708,2.375,5.417,188.125
2013-08-04,98.0,77.0,59.0,8.958,15.938,6.979,0.417,20.625,28.7,24.99,20.6,186.125,2.875,6.708,192.833
2013-08-05,100.0,88.75,68.0,13.479,32.583,19.104,0.375,35.208,29.7,25.615,22.6,185.583,3.458,10.667,196.25
2013-08-06,99.0,90.435,68.0,15.958,42.0,26.042,0.333,31.312,28.9,25.625,23.65,182.542,3.75,13.333,195.875
2013-08-07,99.0,69.333,41.0,13.27,29.104,15.833,0.667,24.708,34.65,27.871,22.25,182.083,2.917,8.333,190.417
2013-08-08,87.0,69.625,49.0,16.729,30.729,14.0,1.083,34.479,33.45,27.956,22.25,186.833,3.375,11.5,198.333
2013-08-09,92.0,69.458,43.0,16.312,31.062,14.75,1.167,51.542,36.5,30.215,24.15,186.875,3.833,12.542,199.417
2013-08-10,93.0,67.708,45.0,10.042,18.271,8.23,0.75,53.625,36.45,30.9,25.7,184.042,3.208,8.583,192.625
2013-08-11,82.0,63.958,41.0,7.062,11.625,4.562,0.875,41.0,37.05,30.273,25.3,182.708,2.792,6.0,188.708
2013-08-12,85.0,62.458,36.0,11.334,21.208,9.875,0.917,39.292,36.05,29.754,25.35,184.25,3.083,6.792,191.042
2013-08-13,99.0,67.292,46.0,10.185,17.556,7.371,1.087,39.521,33.4,28.258,24.05,188.136,3.087,6.955,195.091
2013-08-14,98.0,69.333,51.0,8.666,13.354,4.688,0.833,39.042,33.3,28.323,23.1,191.75,3.458,8.375,200.125
2013-08-15,91.0,70.083,47.0,10.104,15.25,5.146,1.125,44.334,34.3,28.521,23.2,194.917,3.917,10.667,205.583
2013-08-16,89.0,70.875,54.0,9.083,14.166,5.084,1.042,35.916,33.5,28.198,23.45,188.5,3.25,7.958,196.458
2013-08-17,93.0,72.333,52.0,9.166,15.667,6.5,0.958,28.375,32.4,27.656,22.4,186.833,3.083,10.375,197.208
2013-08-18,96.0,70.625,49.0,7.854,13.355,5.5,0.833,25.604,34.15,28.662,23.4,189.25,2.958,8.208,197.458
2013-08-19,94.0,68.75,47.0,12.312,25.146,12.834,0.792,24.708,35.0,29.327,23.8,186.083,2.75,9.625,195.708
2013-08-20,98.0,81.208,64.0,16.083,34.396,18.312,0.625,33.833,30.8,27.262,24.35,184.083,3.125,11.625,195.708
2013-08-21,99.0,88.625,74.0,16.02,35.604,19.584,0.625,28.854,29.0,26.11,23.6,182.667,3.042,11.958,194.625
2013-08-22,99.0,83.458,62.0,15.542,33.375,17.833,1.0,40.125,30.9,27.412,24.2,183.762,3.333,11.714,195.476
2013-08-23,100.0,93.375,80.0,13.084,31.562,18.479,0.25,17.854,25.5,23.471,22.0,178.292,2.75,6.708,185.0
2013-08-24,99.0,76.25,55.0,7.104,15.438,8.334,0.5,12.958,29.75,25.079,21.2,178.042,2.125,4.708,182.75
2013-08-25,92.0,77.667,66.0,6.834,11.312,4.48,0.917,17.812,27.1,23.173,20.1,183.792,3.0,4.708,188.5
2013-08-26,97.0,66.167,42.0,14.958,27.834,12.875,1.25,14.625,30.1,24.7,18.75,187.625,3.292,8.667,196.292
2013-08-27,100.0,72.875,43.0,12.104,27.438,15.333,0.75,11.312,30.0,23.667,19.3,184.042,2.875,4.958,189.0
2013-08-28,89.0,65.833,44.0,9.521,23.396,13.875,0.792,5.854,30.2,24.423,17.65,182.083,2.292,4.5,186.583
2013-08-29,87.0,72.542,53.0,15.5,30.152,14.652,1.304,26.875,30.5,25.45,21.15,189.0,3.522,10.476,199.476
2013-08-30,97.0,79.458,48.0,10.938,21.979,11.042,0.958,22.312,33.45,25.562,21.85,183.292,2.875,6.75,190.042
2013-08-31,99.0,81.25,61.0,10.458,20.604,10.146,1.042,31.625,31.65,26.844,21.65,182.042,3.083,9.208,191.25
2013-09-01,97.0,81.0,50.0,4.584,9.292,4.708,0.708,6.625,32.55,26.435,22.8,179.708,2.375,4.542,184.25
2013-09-02,98.0,93.625,84.0,11.0,30.333,19.333,0.375,16.48,25.45,23.731,22.6,184.292,3.208,7.25,191.542
2013-09-03,98.0,85.0,70.0,11.458,32.896,21.438,0.833,18.208,29.05,25.46,22.35,179.417,2.917,10.292,189.708
2013-09-04,99.0,86.708,78.0,12.042,28.125,16.084,0.875,13.896,27.35,25.012,21.4,179.833,2.375,9.125,188.958
2013-09-05,100.0,90.913,75.0,10.895,30.271,19.375,0.25,10.246,27.9,24.654,22.0,179.75,2.292,9.458,189.208
2013-09-06,99.0,90.833,72.0,13.145,33.396,20.25,0.625,16.804,24.7,22.285,20.35,183.458,2.583,8.25,191.708
2013-09-07,100.0,96.739,86.0,12.334,28.938,16.604,0.292,20.188,22.5,21.185,20.1,185.125,3.375,8.333,193.458
2013-09-08,100.0,97.409,92.0,7.292,15.396,8.104,0.125,11.812,22.3,21.198,19.75,184.167,2.958,5.0,189.167
2013-09-09,100.0,73.458,43.0,12.458,28.021,15.562,0.75,11.271,27.6,22.55,17.3,186.792,2.583,8.458,195.25
2013-09-10,92.0,74.167,53.0,16.761,36.261,19.5,1.0,18.188,26.75,23.035,19.7,188.739,3.174,9.739,198.478
2013-09-11,100.0,89.261,77.0,12.562,33.958,21.396,0.375,14.375,24.05,21.412,19.75,185.0,2.958,6.25,191.25
2013-09-12,94.0,79.25,57.0,14.916,32.646,17.729,0.917,21.667,29.3,24.269,19.45,186.667,3.083,9.333,196.0
2013-09-13,98.0,81.917,59.0,16.979,32.812,15.834,1.042,41.167,30.0,25.688,22.4,189.583,3.917,12.5,202.083
2013-09-14,99.0,83.375,64.0,14.792,29.375,14.584,0.917,43.604,29.6,25.994,22.65,188.583,4.333,12.583,201.167
2013-09-15,100.0,91.087,77.0,6.812,15.042,8.229,0.458,10.896,26.25,24.162,22.15,179.542,2.708,5.417,184.958
2013-09-16,100.0,80.833,52.0,2.542,5.0,2.458,0.292,7.271,26.5,22.615,15.45,175.167,1.042,1.417,176.583
2013-09-17,93.0,61.625,39.0,12.854,26.52,13.666,0.75,10.666,26.4,20.044,14.8,185.0,2.333,8.208,193.208
2013-09-18,94.0,69.083,32.0,13.125,28.208,15.083,0.958,15.146,27.4,20.065,14.75,185.375,2.5,9.667,195.042
2013-09-19,90.0,68.333,41.0,15.458,32.042,16.584,1.125,17.979,27.05,20.283,14.4,186.208,2.625,8.917,195.125
2013-09-20,94.0,74.5,49.0,16.666,31.688,15.02,1.375,30.875,27.45,21.085,15.4,187.875,3.375,9.75,197.625
2013-09-21,94.0,72.958,42.0,13.667,23.916,10.25,1.083,24.458,28.95,22.221,16.45,186.083,3.333,8.375,194.458
2013-09-22,95.0,72.833,46.0,7.708,12.229,4.521,1.042,27.438,28.05,22.673,17.5,184.458,3.375,5.667,190.125
2013-09-23,99.0,89.542,75.0,8.125,17.646,9.52,0.583,14.145,19.6,18.321,16.75,184.125,2.5,4.375,188.5
2013-09-24,99.0,85.542,64.0,9.042,26.688,17.646,0.667,13.938,25.7,20.35,16.95,182.25,2.583,5.625,187.875
