date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-04-01,188.091,96.0,63.0,20.0,8.318,8.625,142.0,62.667,-24.0,196.409
2011-04-02,186.875,95.0,61.75,40.0,8.458,17.75,141.0,64.958,6.0,195.333
2011-04-03,186.958,70.0,43.792,26.0,3.208,5.958,83.0,36.833,5.0,190.167
2011-04-04,187.625,82.0,46.958,26.0,2.458,3.833,75.0,25.25,-22.0,190.083
2011-04-05,187.773,83.0,51.375,24.0,6.818,7.292,143.0,51.625,-40.0,194.591
2011-04-06,187.167,86.0,46.792,11.0,9.417,13.458,191.0,88.625,-21.0,196.583
2011-04-07,189.0,89.0,60.083,24.0,14.75,17.167,188.0,95.708,8.0,203.75
2011-04-08,184.958,88.0,63.292,31.0,12.958,11.917,186.0,125.583,51.0,197.917
2011-04-09,185.0,96.0,90.167,81.0,13.417,6.5,94.0,81.708,66.0,198.417
2011-04-10,184.75,92.0,71.458,41.0,10.958,12.708,156.0,94.25,30.0,195.708
2011-04-11,184.292,97.0,73.667,40.0,11.75,16.875,160.0,78.958,21.0,196.042
2011-04-12,188.682,75.0,41.333,20.0,3.864,11.708,94.0,50.917,-4.0,192.545
2011-04-13,188.783,90.0,47.375,11.0,8.174,13.958,188.0,89.625,-24.0,196.957
2011-04-14,188.083,87.0,48.25,13.0,10.333,25.125,219.0,117.542,10.0,198.417
2011-04-15,187.333,88.0,58.292,19.0,13.625,25.583,226.0,138.583,46.0,200.958
2011-04-16,186.25,95.0,61.333,31.0,10.667,18.583,221.0,119.167,57.0,196.917
2011-04-17,187.083,82.0,45.542,21.0,6.333,7.333,169.0,92.75,35.0,193.417
2011-04-18,186.25,91.0,72.542,52.0,9.25,10.875,143.0,89.792,29.0,195.5
2011-04-19,186.091,94.0,90.417,85.0,4.909,6.125,82.0,45.5,12.0,191.0
2011-04-20,188.292,93.0,78.542,56.0,3.208,1.833,93.0,43.542,11.0,191.5
2011-04-21,190.318,94.0,78.125,51.0,10.727,7.565,141.0,73.917,16.0,201.045
2011-04-22,189.875,96.0,82.5,52.0,22.833,17.417,168.0,107.708,60.0,212.708
2011-04-23,185.792,96.0,92.5,87.0,19.75,10.875,145.0,126.5,77.0,205.542
2011-04-24,186.708,95.0,68.292,23.0,16.583,10.333,171.0,97.292,38.0,203.292
2011-04-25,187.917,97.0,69.833,37.0,15.75,10.458,147.0,75.0,18.0,203.667
2011-04-26,186.409,93.0,68.917,26.0,8.727,12.125,171.0,92.875,2.0,195.136
2011-04-27,185.042,94.0,67.792,40.0,11.667,29.458,242.0,167.125,86.0,196.708
2011-04-28,182.958,94.0,66.5,36.0,6.833,8.542,192.0,128.542,62.0,189.792
2011-04-29,185.958,96.0,66.375,33.0,6.917,10.458,155.0,91.083,36.0,192.875
2011-04-30,188.417,97.0,78.208,56.0,10.458,14.958,168.0,109.042,27.0,198.875
2011-05-01,185.208,95.0,71.417,46.0,11.042,17.583,197.0,149.958,96.0,196.25
2011-05-02,185.958,81.0,47.292,31.0,6.542,53.625,174.0,136.042,68.0,192.5
2011-05-03,186.0,96.0,73.958,37.0,8.409,30.083,191.0,112.458,41.0,194.409
2011-05-04,185.0,96.0,62.208,20.0,7.208,16.417,198.0,133.333,75.0,192.208
2011-05-05,187.708,93.0,73.667,57.0,6.333,13.958,141.0,94.375,51.0,194.042
2011-05-06,187.625,95.0,76.5,49.0,6.75,12.542,168.0,116.917,46.0,194.375
2011-05-07,184.042,96.0,88.417,74.0,9.042,11.25,164.0,141.333,126.0,193.083
2011-05-08,184.458,97.0,51.375,19.0,7.583,18.0,234.0,169.458,108.0,192.042
2011-05-09,187.792,82.0,55.208,21.0,9.167,12.083,230.0,158.083,78.0,196.958
2011-05-10,186.273,93.0,72.583,42.0,8.318,17.25,221.0,169.042,125.0,194.591
2011-05-11,187.208,96.0,93.583,86.0,5.75,11.25,132.0,125.583,118.0,192.958
2011-05-12,184.875,97.0,91.458,76.0,5.583,4.75,183.0,144.375,115.0,190.458
2011-05-13,183.625,96.0,64.833,29.0,2.375,37.792,204.0,156.25,90.0,186.0
2011-05-14,186.583,86.0,47.583,23.0,3.333,31.417,216.0,149.583,66.0,189.917
2011-05-15,188.583,80.0,40.042,17.0,3.042,12.958,240.0,169.625,80.0,191.625
2011-05-16,189.042,88.0,59.833,25.0,5.667,20.458,224.0,159.667,80.0,194.708
2011-05-17,187.158,97.0,74.458,37.0,7.947,29.957,207.0,151.5,101.0,195.105
2011-05-18,188.0,97.0,64.542,27.0,3.5,16.375,218.0,148.083,77.0,191.5
2011-05-19,189.417,94.0,59.125,20.0,7.083,19.958,269.0,174.583,79.0,196.5
2011-05-20,188.708,92.0,56.917,25.0,8.583,29.125,279.0,199.333,103.0,197.292
2011-05-21,186.333,91.0,64.958,33.0,10.542,38.083,296.0,208.042,126.0,196.875
2011-05-22,185.583,94.0,86.292,60.0,8.917,22.458,243.0,158.125,117.0,194.5
2011-05-23,187.333,95.0,77.333,50.0,7.333,8.125,172.0,128.667,91.0,194.667
2011-05-24,185.045,95.0,77.958,40.0,5.955,5.625,189.0,129.542,97.0,191.0
2011-05-25,186.591,96.0,65.708,30.0,7.591,9.913,234.0,155.292,79.0,194.182
2011-05-26,186.667,90.0,77.708,58.0,9.542,17.417,187.0,146.458,96.0,196.208
2011-05-27,185.042,95.0,79.583,51.0,6.458,10.5,199.0,160.208,141.0,191.5
2011-05-28,183.25,96.0,89.042,73.0,7.833,7.167,210.0,172.625,143.0,191.083
2011-05-29,181.958,97.0,93.792,90.0,9.833,7.708,177.0,165.917,148.0,191.792
2011-05-30,179.583,95.0,90.25,83.0,6.333,1.083,145.0,127.667,104.0,185.917
2011-05-31,186.045,90.0,72.375,50.0,3.773,11.833,150.0,107.25,71.0,189.818
2011-06-01,186.792,93.0,79.0,61.0,4.25,19.625,153.0,104.292,68.0,191.042
2011-06-02,187.208,96.0,93.792,90.0,7.625,11.417,145.0,126.875,94.0,194.833
2011-06-03,187.208,97.0,76.333,40.0,10.125,12.875,255.0,183.333,133.0,197.333
2011-06-04,189.333,97.0,74.333,29.0,11.542,22.292,269.0,189.083,114.0,200.875
2011-06-05,187.292,96.0,82.042,52.0,11.375,38.042,251.0,181.167,138.0,198.667
2011-06-06,186.125,97.0,68.5,30.0,9.292,23.792,258.0,193.333,138.0,195.417
2011-06-07,188.682,95.0,72.333,31.0,9.636,29.25,264.0,187.458,129.0,198.318
2011-06-08,185.25,94.0,76.333,49.0,7.875,14.208,231.0,172.375,123.0,193.125
2011-06-09,185.625,96.0,72.917,45.0,7.917,16.0,253.0,188.75,116.0,193.542
2011-06-10,188.583,95.0,79.083,60.0,11.5,34.0,246.0,203.333,156.0,200.083
2011-06-11,185.958,96.0,85.917,60.0,11.708,34.792,231.0,196.375,154.0,197.667
2011-06-12,189.458,97.0,76.958,51.0,9.375,15.542,252.0,198.333,141.0,198.833
2011-06-13,187.292,96.0,76.625,51.0,9.333,16.167,242.0,196.208,159.0,196.625
2011-06-14,187.714,95.0,72.333,38.0,6.905,11.0,233.0,186.458,152.0,194.619
2011-06-15,189.125,92.0,71.875,47.0,5.5,8.875,225.0,171.708,113.0,194.625
2011-06-16,190.0,96.0,83.167,61.0,5.833,9.083,221.0,171.375,117.0,195.833
2011-06-17,185.792,96.0,89.875,79.0,6.208,9.458,191.0,173.708,164.0,192.0
2011-06-18,187.0,96.0,92.792,85.0,6.875,5.0,184.0,167.0,143.0,193.875
2011-06-19,191.542,96.0,79.083,50.0,8.125,16.083,255.0,196.25,149.0,199.667
2011-06-20,193.958,96.0,77.75,49.0,12.333,29.458,277.0,225.0,173.0,206.292
2011-06-21,191.318,96.0,87.417,62.0,9.455,29.542,282.0,220.792,192.0,200.773
2011-06-22,188.375,97.0,74.333,38.0,7.333,26.792,315.0,241.292,177.0,195.708
2011-06-23,191.5,96.0,86.5,55.0,11.333,37.75,301.0,238.25,207.0,202.833
2011-06-24,181.917,92.0,68.917,41.0,8.917,21.167,332.0,266.333,223.0,190.833
2011-06-25,187.792,96.0,89.917,80.0,5.333,4.625,223.0,200.625,175.0,193.125
2011-06-26,188.333,96.0,94.0,87.0,4.125,8.25,202.0,183.458,168.0,192.458
2011-06-27,192.773,97.0,91.583,77.0,13.273,7.348,235.0,203.333,177.0,206.045
2011-06-28,189.409,97.0,89.0,68.0,10.364,16.667,279.0,237.375,201.0,199.773
2011-06-29,185.625,96.0,76.5,51.0,6.042,10.042,312.0,255.083,217.0,191.667
2011-06-30,193.25,96.0,84.958,61.0,8.875,24.125,295.0,238.833,202.0,202.125
2011-07-01,186.333,96.0,78.0,47.0,6.0,22.125,306.0,250.583,207.0,192.333
2011-07-02,184.125,96.0,79.0,57.0,4.667,22.208,294.0,244.875,213.0,188.792
2011-07-03,186.542,96.0,80.375,61.0,5.208,14.708,284.0,247.875,203.0,191.75
2011-07-04,182.542,94.0,75.875,50.0,9.417,37.875,322.0,262.792,218.0,191.958
2011-07-05,190.048,96.0,77.667,45.0,6.571,5.25,287.0,232.5,185.0,196.619
2011-07-06,194.542,95.0,68.292,35.0,5.25,13.25,303.0,234.042,165.0,199.792
2011-07-07,195.583,91.0,78.458,59.0,8.542,25.792,276.0,235.167,190.0,204.125
2011-07-08,192.917,96.0,88.5,74.0,10.708,17.542,277.0,246.167,224.0,203.625
2011-07-09,190.583,96.0,77.875,46.0,9.083,19.333,338.0,267.75,224.0,199.667
2011-07-10,191.542,94.0,74.333,42.0,7.708,15.5,339.0,265.625,207.0,199.25
2011-07-11,190.167,95.0,71.292,44.0,10.0,21.917,333.0,271.125,204.0,200.167
2011-07-12,188.208,96.0,74.083,45.0,9.542,24.5,324.0,267.0,210.0,197.75
2011-07-13,187.958,95.0,74.875,38.0,9.542,20.875,336.0,261.958,205.0,197.5
2011-07-14,187.375,95.0,83.25,48.0,9.917,24.25,332.0,255.292,219.0,197.292
2011-07-15,188.727,96.0,77.667,47.0,13.364,18.35,339.0,263.75,216.0,202.091
2011-07-16,188.417,96.0,76.5,51.0,18.208,33.25,333.0,269.75,218.0,206.625
2011-07-17,187.667,94.0,72.292,47.0,13.292,29.333,335.0,271.0,214.0,200.958
2011-07-18,185.625,94.0,75.667,53.0,16.25,24.0,320.0,268.125,216.0,201.875
2011-07-19,181.083,96.0,92.125,86.0,10.75,12.292,246.0,234.417,225.0,191.833
2011-07-20,179.167,95.0,90.75,73.0,6.042,9.25,263.0,214.25,163.0,185.208
2011-07-21,184.5,94.0,84.208,63.0,1.333,8.167,189.0,156.625,143.0,185.833
2011-07-22,186.375,90.0,77.833,61.0,3.0,9.958,200.0,167.792,141.0,189.375
2011-07-23,187.5,95.0,84.375,68.0,5.708,8.125,224.0,178.208,116.0,193.208
2011-07-24,182.75,93.0,79.833,57.0,5.625,6.833,276.0,223.917,186.0,188.375
2011-07-25,185.042,93.0,77.458,56.0,5.833,24.417,294.0,243.417,206.0,190.875
2011-07-26,190.455,96.0,81.125,58.0,9.409,14.609,296.0,239.583,192.0,199.864
2011-07-27,187.875,96.0,84.625,56.0,6.333,11.542,300.0,233.667,202.0,194.208
2011-07-28,186.208,96.0,91.333,70.0,6.167,6.833,267.0,222.417,208.0,192.375
2011-07-29,185.083,96.0,94.208,87.0,7.25,3.292,239.0,220.375,211.0,192.333
2011-07-30,184.25,96.0,88.625,69.0,7.333,4.458,273.0,224.542,192.0,191.583
2011-07-31,186.625,95.0,90.125,81.0,4.083,17.75,218.0,200.833,187.0,190.708
2011-08-01,189.25,94.0,89.792,75.0,5.167,11.208,231.0,201.0,185.0,194.417
2011-08-02,184.5,95.0,82.875,71.0,4.727,19.5,242.0,216.417,191.0,189.227
2011-08-03,184.083,95.0,85.0,68.0,5.542,18.333,270.0,224.75,195.0,189.625
2011-08-04,181.792,96.0,79.0,53.0,5.875,10.75,302.0,241.625,188.0,187.667
2011-08-05,179.375,97.0,84.333,63.0,7.5,9.333,281.0,241.875,196.0,186.875
2011-08-06,181.5,96.0,82.833,53.0,11.583,18.917,322.0,256.75,220.0,193.083
2011-08-07,180.833,97.0,79.75,39.0,11.125,23.0,338.0,261.25,214.0,191.958
2011-08-08,182.167,94.0,81.792,48.0,8.042,22.125,321.0,253.875,218.0,190.208
2011-08-09,183.045,95.0,79.625,51.0,7.455,25.625,329.0,265.083,209.0,190.5
2011-08-10,184.208,96.0,79.292,48.0,9.458,30.75,343.0,272.375,232.0,193.667
2011-08-11,180.318,96.0,73.167,40.0,11.682,23.75,329.0,268.708,218.0,192.0
2011-08-12,184.75,90.0,69.375,40.0,13.042,30.875,320.0,261.5,220.0,197.792
2011-08-13,186.125,92.0,71.5,42.0,13.042,33.708,327.0,265.125,216.0,199.167
2011-08-14,185.083,94.0,80.625,54.0,14.375,52.75,329.0,264.0,225.0,199.458
2011-08-15,183.333,96.0,83.167,44.0,12.042,18.417,324.0,253.583,212.0,195.375
2011-08-16,186.0,96.0,84.083,54.0,17.955,24.958,311.0,251.917,216.0,203.955
2011-08-17,188.833,96.0,79.833,53.0,19.75,47.875,323.0,266.042,212.0,208.583
2011-08-18,188.5,96.0,84.625,56.0,17.708,42.583,330.0,262.75,237.0,206.208
2011-08-19,185.708,96.0,93.208,85.0,16.25,6.625,236.0,211.125,192.0,201.958
2011-08-20,191.542,96.0,89.333,71.0,15.542,10.083,228.0,205.542,187.0,207.083
2011-08-21,189.167,96.0,94.583,91.0,10.417,6.708,194.0,176.0,165.0,199.583
2011-08-22,188.565,96.0,94.542,92.0,9.696,4.826,200.0,183.542,169.0,198.261
2011-08-23,187.818,96.0,91.458,83.0,7.636,27.417,247.0,217.833,186.0,195.455
2011-08-24,179.875,95.0,85.583,63.0,8.5,23.0,290.0,246.208,225.0,188.375
2011-08-25,178.208,96.0,89.417,71.0,7.792,9.167,267.0,239.833,223.0,186.0
2011-08-26,184.125,96.0,91.875,77.0,8.75,9.583,257.0,227.167,207.0,192.875
2011-08-27,186.958,97.0,89.542,75.0,6.417,5.0,242.0,214.75,197.0,193.375
2011-08-28,187.917,95.0,75.917,38.0,5.417,10.167,291.0,226.083,179.0,193.333
2011-08-29,190.583,95.0,75.583,45.0,4.125,7.458,290.0,218.25,162.0,194.708
2011-08-30,189.864,97.0,77.167,40.0,5.727,10.333,297.0,219.75,165.0,195.591
2011-08-31,181.792,95.0,83.708,55.0,7.167,9.792,294.0,234.042,192.0,188.958
2011-09-01,178.875,96.0,89.667,76.0,9.25,13.125,276.0,240.917,216.0,188.125
2011-09-02,176.0,96.0,86.708,68.0,8.125,10.792,285.0,251.333,229.0,184.125
2011-09-03,172.417,93.0,89.417,84.0,6.167,18.333,256.0,243.542,231.0,178.583
2011-09-04,175.75,96.0,84.417,61.0,5.458,11.458,281.0,236.583,198.0,181.208
2011-09-05,184.75,97.0,84.208,62.0,7.792,9.375,270.0,229.25,190.0,192.542
2011-09-06,187.045,91.0,69.958,38.0,0.773,3.5,257.0,207.667,172.0,187.818
2011-09-07,191.667,92.0,70.958,38.0,1.542,7.708,272.0,208.292,166.0,193.208
2011-09-08,196.5,95.0,75.417,42.0,2.833,23.042,287.0,219.375,169.0,199.333
2011-09-09,195.542,97.0,82.0,55.0,5.083,28.708,296.0,232.458,181.0,200.625
2011-09-10,191.917,96.0,83.417,48.0,6.083,29.792,316.0,244.833,206.0,198.0
2011-09-11,187.333,95.0,84.708,64.0,5.0,22.125,283.0,237.208,210.0,192.333
2011-09-12,183.958,92.0,75.625,46.0,1.667,17.083,300.0,249.333,217.0,185.625
2011-09-13,181.227,95.0,81.667,52.0,5.045,19.458,305.0,248.542,207.0,186.273
2011-09-14,181.65,96.0,80.125,47.0,4.45,20.696,314.0,246.167,202.0,186.1
2011-09-15,180.542,95.0,76.917,47.0,8.875,17.542,308.0,252.75,213.0,189.417
2011-09-16,179.042,93.0,76.583,52.0,5.833,15.292,297.0,252.708,216.0,184.875
2011-09-17,176.125,90.0,78.417,62.0,2.458,9.208,293.0,255.75,232.0,178.583
2011-09-18,178.167,92.0,74.0,47.0,5.875,16.0,308.0,254.375,214.0,184.042
2011-09-19,181.125,95.0,86.125,72.0,4.833,8.167,252.0,204.708,161.0,185.958
2011-09-20,184.773,95.0,94.375,94.0,5.545,2.667,162.0,153.25,141.0,190.318
2011-09-21,181.667,95.0,94.25,91.0,4.875,1.542,219.0,156.458,140.0,186.542
2011-09-22,179.958,96.0,88.292,66.0,10.375,2.625,229.0,173.917,138.0,190.333
2011-09-23,183.167,95.0,82.042,56.0,4.375,3.5,204.0,142.833,108.0,187.542
2011-09-24,185.5,95.0,74.625,40.0,2.833,3.667,214.0,143.958,90.0,188.333
2011-09-25,187.667,96.0,79.75,46.0,4.208,4.417,210.0,148.083,98.0,191.875
2011-09-26,188.0,96.0,89.708,78.0,4.708,9.958,176.0,139.667,100.0,192.708
2011-09-27,184.409,94.0,78.5,42.0,4.545,9.208,228.0,157.25,102.0,188.955
2011-09-28,185.042,95.0,79.208,42.0,5.375,15.833,219.0,144.458,83.0,190.417
2011-09-29,181.708,96.0,79.583,32.0,5.125,9.75,248.0,163.25,106.0,186.833
2011-09-30,180.913,94.0,82.211,69.0,9.174,16.708,222.0,183.579,158.0,190.087
2011-10-01,183.125,77.0,61.292,41.0,4.667,5.0,191.0,157.083,126.0,187.792
2011-10-02,183.125,91.0,79.083,59.0,3.458,8.917,141.0,121.458,110.0,186.583
2011-10-03,184.833,89.0,56.833,28.0,1.167,5.042,171.0,120.167,65.0,186.0
2011-10-04,184.909,94.0,73.292,40.0,8.091,8.042,179.0,111.125,44.0,193.0
2011-10-05,184.958,96.0,93.167,84.0,12.708,9.625,132.0,112.208,71.0,197.667
2011-10-06,180.083,96.0,87.25,64.0,11.375,2.083,203.0,149.167,117.0,191.458
2011-10-07,181.5,96.0,68.917,37.0,8.667,10.083,184.0,136.833,75.0,190.167
2011-10-08,185.167,95.0,75.208,36.0,9.875,23.375,198.0,124.875,57.0,195.042
2011-10-09,185.625,94.0,79.667,51.0,8.292,27.333,202.0,134.958,87.0,193.917
2011-10-10,184.25,96.0,83.583,45.0,10.792,21.208,225.0,155.708,117.0,195.042
2011-10-11,187.045,94.0,81.333,55.0,9.909,24.625,198.0,152.292,126.0,196.955
2011-10-12,186.542,95.0,77.375,31.0,8.667,10.208,199.0,135.417,89.0,195.208
2011-10-13,187.708,96.0,85.667,50.0,10.292,24.75,191.0,132.292,80.0,198.0
2011-10-14,189.571,96.0,86.167,62.0,15.619,35.391,209.0,154.208,90.0,205.19
2011-10-15,180.833,95.0,92.083,84.0,14.917,10.208,212.0,190.5,173.0,195.75
2011-10-16,181.583,95.0,81.458,54.0,12.917,11.833,228.0,184.917,148.0,194.5
2011-10-17,184.917,92.0,77.958,54.0,12.375,19.292,219.0,165.75,138.0,197.292
2011-10-18,187.364,90.0,68.708,47.0,7.5,10.333,176.0,130.208,73.0,194.864
