date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,THC_mean,CO_mean
2012-11-15,194.5,26.583,22.062,30.833,8.771,3.083,10.958,221.083,
2012-11-16,192.125,16.375,15.188,22.834,7.646,2.917,7.229,208.5,
2012-11-17,186.25,8.25,5.916,9.125,3.208,1.583,13.375,194.5,
2012-11-18,190.917,14.458,8.666,11.25,2.584,2.583,7.896,205.375,
2012-11-19,196.542,27.208,22.854,38.646,15.792,3.792,19.334,223.75,
2012-11-20,196.917,32.25,26.938,43.688,16.75,4.75,21.375,229.167,
2012-11-21,194.667,23.375,19.48,28.562,9.083,3.375,10.625,218.042,
2012-11-22,202.391,42.261,30.652,69.566,38.913,3.435,26.557,244.652,
2012-11-23,202.625,44.188,29.74,65.354,35.615,2.688,36.51,246.812,
2012-11-24,190.292,16.167,14.833,17.729,2.896,3.542,12.25,206.458,
2012-11-25,193.917,19.667,17.25,21.896,4.646,3.458,11.208,213.583,
2012-11-26,195.958,37.5,28.896,53.833,24.938,3.875,28.271,233.458,
2012-11-27,190.417,19.458,17.083,22.834,5.75,3.042,8.5,209.875,
2012-11-28,198.958,37.833,28.229,67.084,38.854,3.458,18.52,236.792,
2012-11-29,197.87,40.261,34.26,69.087,34.826,6.478,29.604,238.13,
2012-11-30,195.167,30.625,28.0,42.646,14.646,3.0,27.354,225.792,
2012-12-01,193.583,21.208,16.77,25.396,8.625,2.917,17.125,214.792,
2012-12-02,192.917,14.542,11.73,15.334,3.604,3.292,11.5,207.458,
2012-12-03,190.458,16.333,13.042,17.271,4.229,1.833,13.646,206.792,
2012-12-04,193.0,27.458,22.062,36.854,14.792,1.917,16.875,220.458,
2012-12-05,193.87,27.565,22.546,41.478,18.932,3.261,12.761,221.435,
2012-12-06,188.917,13.208,12.5,18.333,5.834,1.958,12.166,202.125,
2012-12-07,194.208,27.417,23.25,38.354,15.105,2.583,12.354,221.625,
2012-12-08,188.125,8.833,5.334,8.75,3.416,2.917,17.084,196.958,
2012-12-09,188.583,7.75,6.125,9.562,3.438,3.125,11.98,196.333,
2012-12-10,191.833,15.75,14.584,23.062,8.479,2.0,7.708,207.583,
2012-12-11,193.875,20.75,19.666,30.542,10.875,1.875,8.334,214.625,
2012-12-12,198.208,37.083,29.438,48.667,19.229,3.292,12.562,235.292,
2012-12-13,199.136,34.136,27.544,43.37,15.826,2.13,11.519,233.273,
2012-12-14,200.917,29.667,27.938,46.708,18.77,2.833,17.104,230.583,
2012-12-15,202.792,38.333,29.771,65.208,35.438,1.583,32.896,241.125,
2012-12-16,201.333,30.125,21.542,34.916,13.375,2.583,28.75,231.458,
2012-12-17,197.75,22.208,19.896,24.625,4.73,2.042,21.542,219.958,
2012-12-18,193.958,23.792,14.562,20.458,5.896,1.958,15.458,217.75,
2012-12-19,194.75,21.542,10.938,13.938,3.0,2.5,6.375,216.292,
2012-12-20,198.043,24.043,19.761,29.848,10.087,2.043,9.479,222.087,
2012-12-21,205.125,37.792,33.958,57.666,23.708,3.417,16.979,242.917,
2012-12-22,204.75,37.0,29.77,57.48,27.708,1.458,30.854,241.75,
2012-12-23,199.958,20.792,15.395,20.208,4.812,2.833,13.5,220.75,
2012-12-24,201.125,19.167,16.042,19.021,2.98,2.083,11.354,220.292,
2012-12-25,201.125,19.5,19.125,31.146,12.02,1.917,10.938,220.625,
2012-12-26,198.5,17.542,14.812,20.854,6.042,2.0,8.812,216.042,
2012-12-27,199.174,17.391,18.152,27.413,9.261,2.348,10.875,216.565,
2012-12-28,210.0,43.542,36.542,77.542,41.0,3.826,27.625,253.542,
2012-12-29,198.583,18.25,15.021,18.584,3.562,1.609,14.75,216.833,
2012-12-30,202.25,25.625,21.958,32.125,10.166,1.042,15.0,227.875,
2012-12-31,197.5,15.792,11.312,14.604,3.292,1.833,8.438,213.292,
2013-01-01,,,8.688,12.166,3.479,,26.77,,
2013-01-02,,,7.292,10.166,2.875,,15.438,,
2013-01-03,,,19.625,26.646,7.021,,17.584,,
2013-01-04,,,19.708,28.23,8.521,,19.708,,
2013-01-05,,,10.042,12.562,2.521,,9.375,,
2013-01-06,,,11.73,16.084,4.354,,9.146,,
2013-01-07,,,19.125,28.146,9.021,,12.146,,
2013-01-08,,,27.604,49.646,22.042,,24.625,,
2013-01-09,,,15.318,19.0,3.682,,15.218,,
2013-01-10,,,14.479,20.354,5.875,,7.146,,
2013-01-11,,,30.604,48.521,17.917,,15.792,,
2013-01-12,,,20.188,28.896,8.708,,17.396,,
2013-01-13,,,12.562,15.688,3.125,,10.438,,
2013-01-14,,,18.0,24.812,6.812,,10.0,,
2013-01-15,,,27.666,37.958,10.292,,13.916,,
2013-01-16,,,28.13,39.082,10.952,,15.178,,
2013-01-17,,,25.375,32.834,7.458,,12.875,,
2013-01-18,,,25.166,32.292,7.125,,17.646,,
2013-01-19,,,12.333,15.166,2.834,,14.229,,
2013-01-20,,,17.125,27.208,10.084,,12.458,,
2013-01-21,,,32.542,48.125,15.584,,26.708,,
2013-01-22,,,23.688,31.083,7.396,,25.479,,
2013-01-23,,,25.098,36.65,11.552,,13.86,,
2013-01-24,,,25.812,38.542,12.729,,20.792,,
2013-01-25,,,25.02,45.646,20.625,,29.438,,
2013-01-26,,,6.146,8.875,2.729,,15.416,,
2013-01-27,,,11.896,17.146,5.25,,10.604,,
2013-01-28,,,7.166,11.979,4.812,,14.334,,
2013-01-29,,,19.646,25.604,5.958,,14.0,,
2013-01-30,,,9.478,13.544,4.066,,15.188,,
2013-01-31,,,17.917,23.229,5.312,,17.938,,
2013-02-01,,,30.792,44.104,13.312,,23.625,,
2013-02-02,,,26.208,37.729,11.52,,40.354,,
2013-02-03,,,11.938,20.188,8.25,,38.208,,
2013-02-04,,,15.938,18.708,2.771,,21.042,,
2013-02-05,,,10.854,14.688,3.834,,8.458,,
2013-02-06,,,12.739,16.217,3.478,,8.152,,
2013-02-07,,,14.375,18.042,3.667,,10.542,,
2013-02-08,,,9.587,11.544,1.956,,10.083,,
2013-02-09,,,11.271,15.188,3.916,,8.125,,
2013-02-10,,,21.396,30.312,8.917,,13.666,,
2013-02-11,,,11.916,14.438,2.521,,9.5,,
2013-02-12,,,11.604,14.855,3.25,,9.438,,
2013-02-13,,,26.108,36.196,10.087,,14.708,,
2013-02-14,,,14.956,18.848,3.891,,11.826,,
2013-02-15,,,9.416,11.98,2.562,,6.542,,
2013-02-16,,,9.125,12.042,2.916,,12.604,,
2013-02-17,,,16.625,22.625,6.0,,28.916,,
2013-02-18,,,13.396,16.979,3.584,,13.312,,
2013-02-19,,,15.438,18.792,3.354,,12.646,,
2013-02-20,,,27.226,34.9,7.674,,23.833,,
2013-02-21,,,15.964,19.801,3.837,,16.37,,
2013-02-22,,,17.416,21.062,3.646,,13.75,,
2013-02-23,,,13.125,15.895,2.771,,14.938,,
2013-02-24,,,24.292,30.917,6.625,,20.229,,
2013-02-25,,,29.708,38.688,8.979,,37.25,,
2013-02-26,,,21.438,29.354,7.917,,43.792,,
2013-02-27,,,23.354,32.771,9.417,,50.146,,
2013-02-28,,,19.391,24.261,4.87,,28.266,,
2013-03-01,,,18.583,22.5,3.916,,40.146,,
2013-03-02,,,13.125,15.334,2.208,,22.208,,
2013-03-03,,,12.666,16.646,3.98,,11.583,,
2013-03-04,,,17.084,21.27,4.188,,16.792,,
2013-03-05,,,26.542,34.834,8.292,,24.23,,
2013-03-06,,,10.938,13.875,2.938,,9.917,,
2013-03-07,,,15.115,20.272,5.158,,14.022,,
2013-03-08,,,20.688,26.98,6.292,,14.25,,
2013-03-09,,,13.166,16.625,3.458,,13.875,,
2013-03-10,,,11.646,15.542,3.896,,11.312,,
2013-03-11,,,13.916,19.375,5.458,,8.792,,
2013-03-12,,,15.958,23.334,7.375,,26.562,,
2013-03-13,,,7.238,10.876,3.638,,27.544,,
2013-03-14,,,11.152,14.56,3.408,,9.583,,
2013-03-15,,,8.229,11.625,3.396,,10.896,,
2013-03-16,,,11.083,14.271,3.188,,27.583,,
2013-03-17,,,15.542,19.77,4.229,,38.73,,
2013-03-18,,,7.77,11.334,3.562,,38.542,,
2013-03-19,,,10.792,13.312,2.521,,21.854,,
2013-03-20,,,21.13,25.196,4.065,,15.708,,
2013-03-21,,,13.125,16.896,3.77,,10.292,,
2013-03-22,,,9.77,12.771,3.0,,11.688,,
2013-03-23,,,9.042,11.708,2.667,,12.125,,
2013-03-24,,,17.667,23.417,5.75,,22.479,,
2013-03-25,,,13.062,17.125,4.062,,35.271,,
2013-03-26,,,15.667,22.271,6.604,,27.583,,
2013-03-27,,,20.478,24.282,3.804,,40.021,,
2013-03-28,,,14.23,19.979,5.75,,28.458,,
2013-03-29,,,6.271,8.5,2.229,,27.458,,
2013-03-30,,,4.729,6.542,1.812,,22.562,,
2013-03-31,,,12.125,14.416,2.292,,14.895,,
2013-04-01,,,16.208,19.584,3.375,,24.354,,
2013-04-02,,,25.312,31.584,6.271,,19.834,,
2013-04-03,,,13.875,18.542,4.667,,7.416,,
2013-04-04,,,13.28,18.352,5.074,,13.152,,
2013-04-05,,,12.688,17.083,4.396,,26.771,,
2013-04-06,,,3.083,4.896,1.812,,22.583,,
2013-04-07,,,2.438,4.25,1.812,,21.333,,
2013-04-08,,,14.333,18.354,4.02,,10.604,,
2013-04-09,,,11.5,16.333,4.834,,19.48,,
2013-04-10,,,11.562,14.396,2.833,,22.625,,
2013-04-11,,,8.888,11.237,2.35,,16.417,,
2013-04-12,,,13.916,18.14,4.224,,23.27,,
2013-04-13,,,9.396,12.292,2.896,,12.48,,
2013-04-14,,,2.646,4.167,1.521,,24.25,,
2013-04-15,,,10.148,12.87,2.722,,31.812,,
2013-04-16,,,12.729,15.666,2.938,,24.875,,
2013-04-17,,,5.25,7.48,2.229,,38.646,,
2013-04-18,,,6.826,10.463,3.636,,20.782,,
2013-04-19,,,10.73,12.646,1.916,,19.333,,
2013-04-20,,,13.729,16.25,2.521,,22.354,,
2013-04-21,,,8.417,9.625,1.208,,10.73,,
2013-04-22,,,9.334,11.083,1.75,,16.938,,
2013-04-23,,,14.396,18.312,3.917,,21.188,,
2013-04-24,,,5.08,7.449,2.37,,21.73,,
2013-04-25,,,12.25,16.833,4.583,,19.562,,
2013-04-26,,,14.292,21.125,6.833,,25.062,,
2013-04-27,,,12.625,18.25,5.625,,15.354,,
2013-04-28,,,13.083,17.25,4.167,,18.562,,
2013-04-29,,,14.542,19.083,4.542,,24.938,,
2013-04-30,,,8.833,14.208,5.375,,26.562,,
2013-05-01,,,10.548,12.99,2.442,,30.087,,
2013-05-02,,,12.334,16.52,4.188,,11.688,,
2013-05-03,,,9.0,10.958,1.958,,12.333,,
2013-05-04,,,11.896,14.166,2.271,,17.729,,
2013-05-05,,,8.25,10.0,1.75,,19.542,,
2013-05-06,,,7.084,8.875,1.792,,29.812,,
2013-05-07,,,7.021,9.021,2.0,,12.104,,
2013-05-08,,,12.605,16.625,4.021,,11.229,,
2013-05-09,,,14.358,19.644,5.286,,17.688,,
2013-05-10,,,14.521,18.896,4.375,,25.979,,
2013-05-11,,,4.834,7.896,3.062,,19.146,,
2013-05-12,,,8.334,10.25,1.916,,15.75,,
2013-05-13,,,6.083,8.979,2.896,,17.542,,
2013-05-14,,,9.896,13.208,3.312,,21.52,,
2013-05-15,,,8.729,13.604,4.875,,18.0,,
2013-05-16,,,12.216,15.93,3.714,,31.0,,
2013-05-17,,,12.021,15.271,3.25,,24.354,,
2013-05-18,,,6.625,9.25,2.625,,19.666,,
2013-05-19,,,4.479,6.75,2.271,,14.75,,
2013-05-20,,,22.812,31.375,8.562,,15.02,,
2013-05-21,,,15.354,19.792,4.438,,31.75,,
2013-05-22,,,11.042,14.674,3.632,,31.636,,
2013-05-23,,,14.834,17.986,3.152,,35.648,,
2013-05-24,,,11.229,15.312,4.083,,21.52,,
2013-05-25,,,9.688,11.604,1.916,,24.958,,
2013-05-26,,,4.938,6.958,2.021,,21.166,,
2013-05-27,,,7.771,11.021,3.25,,18.729,,
2013-05-28,,,6.479,9.896,3.416,,15.542,,
2013-05-29,,,5.5,9.0,3.5,,19.771,,
2013-05-30,,,2.916,5.146,2.229,,23.208,,
2013-05-31,,,11.661,13.581,1.92,,24.5,,
2013-06-01,,,13.77,16.334,2.562,,27.23,,
2013-06-02,,,7.208,8.438,1.229,,20.812,,
2013-06-03,,,11.792,15.771,3.98,,21.646,,
2013-06-04,,,8.812,12.812,4.0,,25.417,,
2013-06-05,,,7.166,11.375,4.208,,22.77,,
2013-06-06,,,10.196,14.696,4.5,,19.717,,
2013-06-07,,,10.208,12.458,2.25,,13.666,,
2013-06-08,,,11.146,14.084,2.938,,22.604,,
2013-06-09,,,8.396,10.938,2.542,,32.521,,
2013-06-10,,,8.792,12.104,3.312,,23.396,,
2013-06-11,,,15.416,18.312,2.896,,22.438,,
2013-06-12,,,19.084,23.958,4.875,,25.667,,
2013-06-13,,,15.244,20.304,5.06,,14.083,,
2013-06-14,,,16.521,26.896,10.375,,23.312,,
2013-06-15,,,8.021,16.979,8.958,,20.542,,
2013-06-16,,,6.688,8.479,1.792,,16.292,,
2013-06-17,,,11.5,16.334,4.834,,26.084,,
2013-06-18,,,7.354,11.771,4.416,,39.666,,
2013-06-19,,,4.77,8.98,4.208,,37.084,,
2013-06-20,,,6.28,8.935,2.656,,16.94,,
2013-06-21,,,12.062,18.208,6.146,,19.688,,
2013-06-22,,,10.333,14.062,3.729,,18.458,,
2013-06-23,,,11.125,13.625,2.5,,38.979,,
2013-06-24,,,19.917,25.75,5.834,,45.125,,
2013-06-25,,,12.75,17.938,5.188,,33.167,,
2013-06-26,,,10.979,14.125,3.146,,26.562,,
2013-06-27,,,9.717,12.652,2.935,,13.87,,
2013-06-28,,,11.75,17.292,5.542,,23.5,,
2013-06-29,,,9.708,14.688,4.98,,23.375,,
2013-06-30,,,6.042,9.584,3.542,,17.854,,
2013-07-01,,,7.708,12.875,5.167,,15.812,,
2013-07-02,,,6.667,12.312,5.646,,16.25,,
2013-07-03,,,5.979,10.834,4.854,,17.729,,
2013-07-04,,,5.065,8.522,3.456,,22.609,,
2013-07-05,,,3.646,7.666,4.021,,35.021,,
2013-07-06,,,3.396,7.334,3.938,,35.562,,
2013-07-07,,,4.916,9.062,4.146,,33.438,,
2013-07-08,,,14.021,23.271,9.25,,38.979,,
2013-07-09,,,14.517,19.871,5.354,,47.25,,
2013-07-10,,,12.5,21.917,9.417,,58.979,,
2013-07-11,,,9.203,16.013,6.81,,59.052,,
2013-07-12,,,14.396,22.896,8.5,,56.021,,
2013-07-13,,,20.5,28.584,8.083,,65.542,,
2013-07-14,,,12.312,16.438,4.125,,67.708,,
2013-07-15,,,10.938,14.542,3.604,,61.104,,
2013-07-16,,,15.5,21.146,5.646,,27.042,,
2013-07-17,,,8.958,14.375,5.416,,24.562,,
2013-07-18,,,10.13,14.566,4.434,,41.646,,
2013-07-19,,,11.896,15.604,3.708,,30.125,,
2013-07-20,,,12.875,16.688,3.812,,24.604,,
2013-07-21,,,15.375,19.375,4.0,,30.125,,
2013-07-22,,,8.0,11.625,3.625,,33.604,,
2013-07-23,,,15.834,22.166,6.334,,54.438,,
2013-07-24,,,8.708,12.625,3.917,,29.646,,
2013-07-25,,,10.892,18.006,7.114,,28.522,,
2013-07-26,,,8.583,15.125,6.542,,34.604,,
2013-07-27,,,7.062,10.646,3.584,,36.625,,
2013-07-28,,,11.834,14.52,2.688,,33.229,,
2013-07-29,,,7.188,11.084,3.896,,36.386,,
2013-07-30,,,14.229,18.792,4.562,,52.604,,
2013-07-31,,,13.666,19.729,6.062,,48.416,,
2013-08-01,,,11.609,16.0,4.392,,50.587,,
2013-08-02,,,10.312,15.958,5.646,,38.229,,
2013-08-03,,,8.875,14.958,6.084,,28.958,,
2013-08-04,,,4.812,8.604,3.792,,23.396,,
2013-08-05,,,6.604,11.042,4.438,,28.73,,
2013-08-06,,,7.292,13.75,6.458,,31.583,,
2013-08-07,,,17.036,22.606,5.57,,43.85,,
2013-08-08,,,11.526,15.419,3.892,,50.5,,
2013-08-09,,,9.125,12.75,3.625,,59.542,,
2013-08-10,,,15.875,19.458,3.583,,80.021,,
2013-08-11,,,10.446,13.5,3.054,,80.896,,
2013-08-12,,,13.47,16.08,2.61,,76.77,,
2013-08-13,,,11.292,14.083,2.792,,62.083,,
2013-08-14,,,10.691,14.593,3.902,,52.208,,
2013-08-15,,,6.568,10.204,3.636,,42.562,,
2013-08-16,,,6.5,10.896,4.396,,39.146,,
2013-08-17,,,5.292,9.667,4.375,,32.479,,
2013-08-18,,,3.938,7.417,3.48,,31.0,,
2013-08-19,,,4.708,10.25,5.542,,27.52,,
2013-08-20,,,3.854,9.583,5.73,,25.875,,
2013-08-21,,,11.02,17.896,6.875,,29.312,,
2013-08-22,,,12.5,16.608,4.109,,46.027,,
2013-08-23,,,12.729,19.854,7.125,,43.396,,
2013-08-24,,,15.25,21.292,6.042,,31.52,,
2013-08-25,,,12.646,14.792,2.146,,36.188,,
2013-08-26,,,17.708,24.25,6.542,,31.562,,
2013-08-27,,,12.0,15.334,3.333,,24.438,,
2013-08-28,,,13.083,16.604,3.52,,25.938,,
2013-08-29,,,10.382,14.408,4.027,,32.188,,
2013-08-30,,,5.083,11.084,6.0,,42.0,,
2013-08-31,,,5.416,11.625,6.208,,37.854,,
2013-09-01,,,5.354,9.125,3.771,,38.25,,
2013-09-02,,,8.312,15.833,7.52,,23.73,,
2013-09-03,,,5.25,13.146,7.896,,23.896,,
2013-09-04,,,5.375,9.396,4.02,,25.104,,
2013-09-05,,,4.454,8.932,4.477,,25.146,,
2013-09-06,,,10.354,15.542,5.188,,29.646,,
2013-09-07,,,13.666,16.916,3.25,,36.979,,
2013-09-08,,,6.896,10.0,3.104,,26.208,,
2013-09-09,,,11.938,15.188,3.25,,18.166,,
2013-09-10,,,16.479,20.812,4.333,,24.834,,
2013-09-11,,,19.167,25.25,6.084,,21.688,,
2013-09-12,,,15.793,21.486,5.693,,33.076,,
2013-09-13,,,10.25,14.5,4.25,,39.188,,
2013-09-14,,,12.396,18.583,6.188,,25.812,,
2013-09-15,,,3.021,7.021,4.0,,28.646,,
2013-09-16,,,2.125,3.646,1.521,,31.958,,
2013-09-17,,,12.403,15.454,3.052,,20.478,,
2013-09-18,,,20.688,26.646,5.958,,22.688,,
2013-09-19,,,20.416,27.396,6.979,,24.438,,
2013-09-20,,,13.834,21.312,7.479,,24.479,,
2013-09-21,,,8.25,12.625,4.375,,23.73,,
2013-09-22,,,10.167,12.604,2.438,,35.229,,
2013-09-23,,,7.021,8.771,1.75,,22.312,,
2013-09-24,,,15.271,19.52,4.25,,25.292,,
2013-09-25,,,12.562,16.042,3.48,,16.02,,
2013-09-26,,,8.63,11.152,2.522,,14.758,,
2013-09-27,,,9.562,11.792,2.229,,13.334,,
2013-09-28,,,18.333,22.479,4.146,,16.875,,
2013-09-29,,,13.604,16.542,2.938,,19.833,,
2013-09-30,,,15.5,19.312,3.812,,19.896,,
2013-10-01,,,20.542,26.666,6.125,,24.167,,
2013-10-02,,,12.062,16.438,4.375,,23.667,,
2013-10-03,,,13.786,18.354,4.568,,28.202,,
2013-10-04,,,16.354,20.188,3.833,,21.521,,
2013-10-05,,,9.062,11.27,2.208,,12.292,,
2013-10-06,,,10.0,13.146,3.146,,19.729,,
2013-10-07,,,15.5,22.646,7.146,,27.104,,
2013-10-08,,,6.875,16.125,9.25,,21.062,,
2013-10-09,,,3.646,7.375,3.729,,24.271,,
2013-10-10,,,10.782,15.478,4.696,,21.212,,
2013-10-11,,,10.083,15.708,5.625,,22.812,,
2013-10-12,,,5.084,7.584,2.5,,25.104,,
2013-10-13,,,9.021,11.166,2.146,,15.02,,
2013-10-14,,,16.188,19.354,3.167,,20.667,,
2013-10-15,,,20.0,24.25,4.25,,25.458,,
2013-10-16,,,5.854,7.604,1.75,,9.062,,
2013-10-17,,,9.065,11.872,2.807,,10.58,,
2013-10-18,,,14.188,18.562,4.375,,13.938,,
2013-10-19,,,12.916,16.583,3.666,,17.833,,
2013-10-20,,,5.0,6.854,1.854,,9.104,,
2013-10-21,,,14.083,21.042,6.958,,12.938,,
2013-10-22,,,13.729,17.458,3.73,,14.562,,
2013-10-23,,,13.834,18.104,4.271,,11.52,,
2013-10-24,,,14.782,18.87,4.087,,11.392,,
2013-10-25,,,22.854,45.896,23.042,,25.514,,
2013-10-26,,,10.75,13.542,2.792,,12.5,,
2013-10-27,,,9.5,12.562,3.062,,13.916,,
2013-10-28,,,21.229,26.938,5.708,,21.396,,
2013-10-29,,,30.271,38.875,8.604,,26.208,,
2013-10-30,,,21.634,27.468,5.833,,24.93,,
2013-10-31,,,24.812,32.646,7.834,,31.375,,
2013-11-01,,,25.416,31.5,6.084,,30.854,,
2013-11-02,,,32.146,46.938,14.792,,37.604,,
2013-11-03,,,26.146,35.916,9.771,,60.521,,
2013-11-04,,,18.271,22.604,4.333,,43.438,,
2013-11-05,,,17.23,20.979,3.75,,24.25,,
2013-11-06,,,15.521,27.416,11.896,,23.334,,
2013-11-07,,,12.652,20.565,7.913,,19.5,,
2013-11-08,,,18.583,24.771,6.188,,20.5,,
2013-11-09,,,22.166,30.542,8.375,,19.896,,
2013-11-10,,,10.042,12.729,2.688,,24.834,,
2013-11-11,,,9.875,13.105,3.229,,10.75,,
2013-11-12,,,19.938,29.25,9.312,,11.104,,
2013-11-13,,,16.256,20.848,4.592,,8.348,,
2013-11-14,,,27.084,41.938,14.854,,14.355,,
2013-11-15,,,33.625,52.812,19.188,,27.771,,
2013-11-16,,,21.666,27.583,5.916,,16.938,,
2013-11-17,,,12.73,18.896,6.167,,25.146,,
2013-11-18,,,10.084,16.062,5.979,,22.0,,
2013-11-19,,,6.208,11.062,4.854,,9.396,,
2013-11-20,,,8.646,13.895,5.25,,15.896,,
2013-11-21,,,16.718,24.304,7.587,,14.792,,
2013-11-22,,,22.625,34.5,11.875,,12.958,,
2013-11-23,,,13.325,17.338,4.012,,8.175,,
2013-11-24,,,20.584,25.0,4.417,,22.73,,
2013-11-25,,,18.812,26.812,8.0,,21.688,,
2013-11-26,,,14.854,22.312,7.458,,17.042,,
2013-11-27,,,12.792,19.812,7.021,,9.417,,
2013-11-28,,,7.146,10.667,3.521,,13.125,,
2013-11-29,,,14.174,23.087,8.913,,11.438,,
2013-11-30,,,18.584,26.896,8.312,,11.708,,
2013-12-01,,,18.542,25.396,6.854,,13.271,,
2013-12-02,,,28.375,43.625,15.25,,27.188,,
2013-12-03,,,30.812,43.708,12.896,,25.729,,
2013-12-04,,,32.604,44.75,12.146,,29.188,,
2013-12-05,,,23.848,31.804,7.956,,20.009,,
2013-12-06,,,19.98,31.0,11.021,,23.833,,
2013-12-07,,,22.416,30.188,7.77,,13.938,,
2013-12-08,,,14.0,16.77,2.77,,11.562,,
2013-12-09,,,30.292,55.604,25.312,,17.958,,
2013-12-10,,,26.729,52.708,25.979,,27.125,,
2013-12-11,,,13.938,20.229,6.292,,11.854,,
2013-12-12,,,12.472,19.745,7.272,,12.446,,
2013-12-13,,,10.979,18.916,7.938,,11.708,,
2013-12-14,,,8.938,14.145,5.208,,10.688,,
2013-12-15,,,12.375,16.188,3.812,,10.125,,
2013-12-16,,,14.542,19.375,4.834,,8.062,,
2013-12-17,,,25.312,35.875,10.562,,12.48,,
2013-12-18,,,29.261,44.196,14.935,,20.68,,
2013-12-19,,,12.354,16.396,4.042,,7.771,,
2013-12-20,,,15.226,21.802,6.577,,8.902,,
2013-12-21,,,25.708,42.333,16.625,,16.229,,
2013-12-22,,,11.146,13.979,2.834,,6.792,,
2013-12-23,,,25.729,37.604,11.875,,13.48,,
2013-12-24,,,16.854,21.896,5.042,,10.583,,
2013-12-25,,,14.271,18.667,4.396,,11.125,,
2013-12-26,,,40.208,84.834,44.625,,34.708,,
2013-12-27,,,22.892,29.674,6.783,,21.347,,
2013-12-28,,,18.375,26.875,8.5,,10.77,,
2013-12-29,,,15.084,20.646,5.562,,8.125,,
2013-12-30,,,17.896,26.042,8.146,,11.395,,
2013-12-31,,,16.084,24.229,8.146,,17.292,,
2014-01-01,,,8.334,10.458,2.125,,6.771,,
2014-01-02,,,13.166,17.938,4.771,,7.166,,
2014-01-03,,,13.917,17.98,4.062,,5.75,,
2014-01-04,,,22.0,31.042,9.042,,11.854,,
2014-01-05,,,23.562,31.666,8.104,,18.208,,
2014-01-06,,,6.146,8.646,2.5,,17.229,,
2014-01-07,,,13.334,16.666,3.334,,5.292,,
2014-01-08,,,15.024,19.616,4.592,,8.087,,
2014-01-09,,,18.104,23.916,5.812,,8.375,,
2014-01-10,,,21.73,29.292,7.562,,7.25,,
2014-01-11,,,12.292,17.146,4.854,,11.375,,
2014-01-12,,,9.417,11.834,2.416,,4.5,,
2014-01-13,,,23.688,33.542,9.854,,8.542,,
2014-01-14,,,35.25,63.104,27.854,,20.208,,
2014-01-15,,,30.592,57.838,27.246,,29.699,,
2014-01-16,,,27.875,39.375,11.5,,15.667,,
2014-01-17,,,8.771,13.146,4.375,,11.896,,
2014-01-18,,,15.854,21.875,6.021,,6.021,,
2014-01-19,,,23.688,34.979,11.292,,12.854,,
2014-01-20,,,17.562,22.646,5.084,,14.812,,
2014-01-21,,,19.848,24.804,4.956,,16.459,,
2014-01-22,,,23.708,31.396,7.688,,18.667,,
2014-01-23,,,16.812,24.146,7.334,,9.792,,
2014-01-24,,,20.312,28.917,8.604,,10.021,,
2014-01-25,,,26.958,36.854,9.896,,22.5,,
2014-01-26,,,23.854,31.146,7.292,,27.312,,
2014-01-27,,,19.167,23.562,4.396,,27.208,,
2014-01-28,,,9.282,11.848,2.565,,5.875,,
2014-01-29,,,18.25,23.25,5.0,,8.25,,
2014-01-30,,,21.916,26.166,4.25,,12.666,,
2014-01-31,,,13.042,19.0,5.958,,8.312,,
2014-02-01,,,6.292,8.334,2.042,,5.0,,
2014-02-02,,,10.312,13.5,3.188,,5.562,,
2014-02-03,,,18.042,22.708,4.667,,10.416,,
2014-02-04,,,24.522,30.218,5.696,,14.304,,
2014-02-05,,,22.0,29.708,7.708,,13.312,,
2014-02-06,,,17.854,27.708,9.854,,15.458,,
2014-02-07,,,21.48,26.708,5.23,,10.188,,
2014-02-08,,,21.73,30.521,8.792,,29.854,,
2014-02-09,,,11.0,15.48,4.479,,7.083,,
2014-02-10,,,13.312,19.834,6.521,,6.958,,
2014-02-11,,,18.75,26.0,7.25,,18.77,,
2014-02-12,,,21.63,31.04,9.41,,27.312,,
2014-02-13,,,15.521,21.688,6.167,,17.875,,
2014-02-14,,,11.979,15.688,3.708,,7.896,,
2014-02-15,,,12.584,15.875,3.292,,10.542,,
2014-02-16,,,25.958,35.5,9.542,,11.542,,
2014-02-17,,,23.708,29.77,6.062,,19.562,,
2014-02-18,,,16.583,21.25,4.667,,10.416,,
2014-02-19,,,21.446,29.696,8.25,,13.042,,
2014-02-20,,,18.938,26.98,8.041,,13.48,,
2014-02-21,,,14.812,18.729,3.916,,12.042,,
2014-02-22,,,20.354,27.188,6.833,,28.27,,
2014-02-23,,,8.062,10.396,2.334,,18.48,,
2014-02-24,,,16.458,20.021,3.562,,35.375,,
2014-02-25,,,14.958,17.521,2.562,,40.875,,
2014-02-26,,,22.491,27.604,5.114,,29.916,,
2014-02-27,,,16.229,22.333,6.104,,11.166,,
2014-02-28,,,8.854,10.896,2.042,,9.792,,
2014-03-01,,,16.979,21.688,4.708,,13.042,,
2014-03-02,,,13.73,16.125,2.396,,9.104,,
2014-03-03,,,20.312,26.146,5.834,,16.27,,
2014-03-04,,,13.292,16.396,3.104,,13.521,,
2014-03-05,,,13.652,16.196,2.544,,10.348,,
2014-03-06,,,13.854,16.896,3.042,,9.104,,
