date,CO_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean
2011-01-01,4.708,12.0,15.542,3.542,1.75,22.458
2011-01-02,4.5,8.652,12.087,3.435,2.75,20.5
2011-01-03,4.083,9.583,13.375,3.792,2.625,22.917
2011-01-04,4.833,8.043,11.652,3.609,5.958,32.125
2011-01-05,5.167,16.625,23.042,6.417,3.125,22.083
2011-01-06,5.565,17.583,28.667,11.083,2.625,23.125
2011-01-07,4.292,15.5,25.0,9.5,2.042,16.292
2011-01-08,4.458,12.292,17.125,4.833,1.667,19.375
2011-01-09,5.667,18.833,30.958,12.125,2.875,30.958
2011-01-10,6.292,18.417,28.375,9.958,3.125,37.333
2011-01-11,5.125,12.304,18.261,5.957,4.292,30.667
2011-01-12,5.087,17.5,25.727,8.227,2.435,17.739
2011-01-13,4.565,14.833,23.25,8.417,3.708,26.5
2011-01-14,6.25,19.083,27.167,8.083,7.333,53.5
2011-01-15,4.625,14.083,18.417,4.333,3.375,27.208
2011-01-16,4.542,17.708,27.792,10.083,2.208,24.5
2011-01-17,4.208,15.042,24.333,9.292,1.375,23.167
2011-01-18,4.958,19.304,30.435,11.13,1.958,23.333
2011-01-19,5.958,23.167,47.917,24.75,1.75,28.667
2011-01-20,4.652,20.25,29.375,9.125,1.0,20.083
2011-01-21,4.875,22.083,35.583,13.5,1.0,26.0
2011-01-22,4.208,13.625,18.125,4.5,1.667,25.667
2011-01-23,4.417,13.583,20.333,6.75,2.333,21.125
2011-01-24,3.792,12.875,18.75,5.875,4.167,17.417
2011-01-25,4.667,12.565,19.522,6.957,4.417,25.417
2011-01-26,4.565,15.783,23.0,7.217,3.391,18.087
2011-01-27,5.348,15.727,23.091,7.364,4.792,30.0
2011-01-28,5.083,18.417,25.208,6.792,4.167,36.667
2011-01-29,3.958,11.667,16.333,4.667,2.042,17.333
2011-01-30,4.5,16.125,23.833,7.708,2.083,16.208
2011-01-31,4.042,16.708,24.458,7.75,3.292,18.667
2011-02-01,4.583,13.435,18.652,5.217,3.667,23.333
2011-02-02,3.917,11.292,17.0,5.708,2.792,15.417
2011-02-03,4.652,14.375,20.542,6.167,3.792,19.833
2011-02-04,4.25,13.375,19.083,5.708,5.542,25.958
2011-02-05,5.333,13.542,17.667,4.125,4.333,41.875
2011-02-06,6.833,23.333,38.208,14.875,2.042,44.292
2011-02-07,6.417,23.917,34.375,10.458,1.652,24.583
2011-02-08,3.818,11.273,16.5,5.227,3.478,19.565
2011-02-09,4.167,11.625,17.25,5.625,3.708,19.917
