date,NO2_mean,NOX_mean,NO_mean,SPM_mean,CH4_mean,NMHC_mean,PM25_mean,THC_mean
2013-01-19,12.044,15.674,3.63,9.542,195.087,8.087,4.125,203.174
2013-01-20,38.5,63.062,24.562,24.542,201.087,42.217,20.917,243.304
2013-01-21,30.25,51.084,20.834,32.125,193.957,16.043,22.292,210.0
2013-01-22,27.646,49.292,21.646,18.854,198.87,23.261,14.125,222.13
2013-01-23,30.87,56.544,25.674,18.562,202.13,32.087,17.792,234.217
2013-01-24,36.019,64.665,28.646,28.138,203.05,46.05,22.818,249.1
2013-01-25,46.163,91.784,45.622,46.354,206.435,61.652,37.875,268.087
2013-01-26,17.396,22.25,4.854,24.916,195.565,13.87,14.125,209.435
2013-01-27,24.372,38.296,13.924,14.146,197.174,19.913,11.375,217.087
2013-01-28,33.5,56.916,23.416,22.979,197.739,28.348,20.375,226.087
2013-01-29,37.188,65.958,28.77,25.688,201.565,39.957,20.778,241.522
2013-01-30,41.521,95.042,53.52,32.079,211.783,83.652,,295.435
2013-01-31,34.796,57.841,23.045,28.472,197.174,23.739,16.0,220.913
2013-02-01,32.729,46.0,13.271,26.48,199.304,43.435,22.042,242.739
2013-02-02,26.0,35.0,9.0,35.084,200.304,34.304,27.208,234.609
2013-02-03,33.812,63.834,30.021,46.625,202.609,42.652,32.75,245.261
2013-02-04,17.788,29.766,11.978,4.542,191.652,11.609,-1.708,203.261
2013-02-05,18.584,30.334,11.75,5.146,193.609,9.565,2.833,203.174
2013-02-06,21.801,34.242,12.442,8.02,199.0,21.783,7.875,220.783
2013-02-07,12.656,14.761,2.104,7.283,191.833,11.389,7.143,203.222
2013-02-08,23.508,34.142,10.634,9.166,190.87,18.957,,209.826
2013-02-09,12.688,15.458,2.77,5.125,193.043,8.826,,201.87
2013-02-10,18.292,23.354,5.062,11.729,196.739,14.696,14.2,211.435
2013-02-11,9.958,12.333,2.375,5.73,191.522,8.783,4.958,200.304
2013-02-12,26.696,42.304,15.608,8.688,195.913,26.0,9.833,221.913
2013-02-13,22.125,33.875,11.75,6.125,193.043,16.435,4.75,209.478
2013-02-14,27.617,37.183,9.566,9.991,194.682,27.409,6.667,222.091
2013-02-15,22.979,36.021,13.042,7.042,191.522,12.0,5.167,203.522
2013-02-16,12.962,16.048,3.085,25.02,195.391,8.739,21.667,204.13
2013-02-17,27.375,44.354,16.979,31.167,198.13,21.261,29.708,219.391
2013-02-18,12.028,15.782,3.754,14.326,190.609,11.261,10.125,201.87
2013-02-19,12.812,16.229,3.416,10.688,191.957,11.739,8.75,203.696
2013-02-20,19.306,25.486,6.18,15.792,194.87,19.217,13.833,214.087
2013-02-21,25.222,37.913,12.692,18.126,197.565,28.696,15.87,226.261
2013-02-22,27.23,42.625,15.396,15.875,197.304,22.217,14.25,219.522
2013-02-23,14.479,17.02,2.542,14.542,195.13,15.696,12.667,210.826
2013-02-24,33.348,45.74,12.392,18.834,198.0,27.478,17.667,225.478
2013-02-25,39.958,55.854,15.895,50.562,203.174,36.913,47.042,240.087
2013-02-26,34.021,41.458,7.438,60.708,202.217,33.609,54.917,235.826
2013-02-27,22.938,29.896,6.958,27.604,193.435,24.826,20.208,218.261
2013-02-28,23.262,40.911,17.65,39.926,191.696,21.913,27.545,213.609
2013-03-01,24.896,29.396,4.5,43.188,196.87,27.043,37.417,223.913
2013-03-02,12.472,13.983,1.511,12.5,192.391,12.261,10.833,204.652
2013-03-03,13.666,17.812,4.146,6.812,193.826,13.043,4.208,206.87
2013-03-04,23.674,30.848,7.174,12.146,197.0,21.783,13.333,218.783
2013-03-05,22.566,33.662,11.096,11.061,193.696,19.304,8.75,213.0
2013-03-06,20.464,30.404,9.939,11.02,193.143,9.429,9.409,202.571
2013-03-07,23.125,39.333,16.208,10.916,193.435,12.739,10.083,206.174
2013-03-08,19.652,30.13,10.478,11.938,192.0,10.043,11.875,202.043
2013-03-09,12.479,14.666,2.188,20.416,192.304,10.87,19.333,203.174
2013-03-10,17.062,25.708,8.646,7.334,191.565,7.435,4.667,199.0
2013-03-11,30.625,49.166,18.542,13.958,195.478,20.174,15.375,215.652
2013-03-12,38.372,57.476,19.105,22.479,200.0,44.913,22.125,244.913
2013-03-13,27.208,45.729,18.52,24.438,195.87,48.304,14.583,244.174
2013-03-14,18.774,26.792,8.018,6.438,189.957,8.739,4.174,198.696
2013-03-15,27.688,40.5,12.812,19.312,194.696,17.304,19.042,212.0
2013-03-16,23.536,28.214,4.678,40.27,200.565,29.174,34.875,229.739
2013-03-17,35.458,41.146,5.688,52.52,200.13,28.739,44.458,228.87
2013-03-18,35.854,58.375,22.52,45.666,196.609,39.043,33.417,235.652
2013-03-19,15.646,18.0,2.354,23.021,193.174,14.478,21.154,207.652
2013-03-20,31.964,46.646,14.682,19.086,193.0,29.5,11.417,222.5
2013-03-21,11.334,15.312,3.979,6.062,193.0,5.304,3.375,198.304
2013-03-22,20.771,29.938,9.166,9.166,196.0,13.391,8.958,209.391
2013-03-23,21.562,24.5,2.938,25.042,197.261,19.435,22.375,216.696
2013-03-24,39.347,48.094,8.747,44.354,199.826,28.478,37.958,228.304
2013-03-25,45.125,59.125,14.0,35.542,198.522,45.435,33.125,243.957
2013-03-26,33.898,55.53,21.632,36.604,198.348,60.87,24.292,259.217
2013-03-27,26.25,43.834,17.584,31.604,192.609,21.304,17.5,213.913
2013-03-28,30.354,41.816,11.462,33.042,199.294,28.706,33.6,228.0
2013-03-29,22.271,26.82,4.549,22.792,195.783,21.652,19.875,217.435
2013-03-30,10.068,11.714,1.646,13.854,188.348,9.217,5.667,197.565
2013-03-31,16.593,22.315,5.722,17.042,191.652,10.522,13.583,202.174
2013-04-01,26.334,32.542,6.208,19.25,195.783,20.043,16.542,215.826
2013-04-02,25.192,31.758,6.566,26.491,196.619,27.333,19.292,223.952
2013-04-03,25.104,32.416,7.312,23.146,193.0,14.13,15.167,207.13
2013-04-04,36.27,44.521,8.25,33.438,199.957,34.652,27.583,234.609
2013-04-05,32.334,39.375,7.042,29.396,195.696,27.826,23.083,223.522
2013-04-06,12.271,14.23,1.959,18.256,187.261,14.565,8.375,201.826
2013-04-07,7.479,8.854,1.375,13.646,193.261,5.783,0.958,199.043
2013-04-08,27.209,37.454,10.246,16.461,200.522,15.435,13.083,215.957
2013-04-09,23.202,29.244,6.042,26.125,193.227,15.182,21.957,208.409
2013-04-10,18.982,25.972,6.99,20.833,192.217,7.609,15.875,199.826
2013-04-11,21.854,29.334,7.479,23.208,193.391,10.217,17.833,203.609
2013-04-12,20.572,27.549,6.978,21.646,194.435,14.913,18.083,209.348
2013-04-13,24.896,32.646,7.75,22.75,194.391,18.217,18.375,212.609
2013-04-14,10.256,11.176,0.92,31.167,190.87,10.565,28.583,201.435
2013-04-15,24.604,30.938,6.333,30.958,192.522,12.348,23.0,204.87
2013-04-16,32.0,38.875,6.875,36.562,195.087,27.652,29.625,222.739
2013-04-17,38.84,49.128,10.288,42.53,196.35,34.85,29.708,231.2
2013-04-18,29.304,38.804,9.5,32.25,193.043,29.652,25.083,222.696
2013-04-19,9.688,12.166,2.479,18.0,191.957,8.391,10.167,200.348
2013-04-20,13.312,15.104,1.792,17.958,195.435,14.913,15.333,210.348
2013-04-21,8.458,9.729,1.271,7.167,191.652,6.478,2.167,198.13
2013-04-22,18.457,25.522,7.066,15.034,196.0,15.0,12.208,211.0
2013-04-23,23.291,28.403,5.112,17.5,194.19,19.857,16.792,214.048
2013-04-24,25.396,31.95,6.554,21.02,192.913,32.087,11.542,225.0
2013-04-25,33.562,43.438,9.875,25.562,194.435,24.435,20.042,218.87
2013-04-26,25.041,31.936,6.895,31.25,192.478,18.522,23.708,211.0
2013-04-27,21.292,27.729,6.438,22.5,193.435,9.826,20.208,203.261
2013-04-28,14.584,16.0,1.416,20.958,196.522,14.304,17.75,210.826
2013-04-29,17.375,19.146,1.771,28.188,194.217,31.609,23.417,225.826
2013-04-30,29.608,38.413,8.804,27.208,188.826,19.696,18.0,208.522
2013-05-01,16.188,20.854,4.666,14.479,191.609,12.739,7.167,204.348
2013-05-02,14.855,21.144,6.288,6.938,191.696,8.478,4.375,200.174
2013-05-03,13.0,14.833,1.834,11.666,191.957,11.696,10.5,203.652
2013-05-04,10.938,12.054,1.116,17.958,192.174,11.609,15.042,203.783
2013-05-05,14.292,15.208,0.917,25.312,193.739,14.217,23.875,207.957
2013-05-06,14.883,16.343,1.459,28.5,191.348,12.174,25.667,203.522
2013-05-07,9.852,12.652,2.801,13.459,188.435,6.609,6.75,195.043
2013-05-08,26.74,37.0,10.261,13.625,192.609,19.957,12.042,212.565
2013-05-09,41.188,51.792,10.604,23.562,194.435,31.826,19.333,226.261
2013-05-10,28.604,32.733,4.129,26.222,194.238,35.952,19.391,230.19
2013-05-11,28.729,46.104,17.375,36.27,194.478,34.13,21.625,228.609
2013-05-12,21.766,25.059,3.294,33.083,195.739,23.87,23.75,219.609
2013-05-13,27.729,33.062,5.334,24.771,192.304,19.696,19.542,212.0
2013-05-14,31.354,36.354,5.0,32.375,192.652,25.565,24.833,218.217
2013-05-15,24.5,31.583,7.084,26.23,191.478,19.13,16.75,210.609
2013-05-16,15.299,18.116,2.817,30.458,191.348,13.565,22.417,204.913
2013-05-17,21.933,25.36,3.428,20.331,188.81,15.19,17.273,204.0
2013-05-18,19.116,21.99,2.874,24.312,188.783,16.217,19.667,205.0
2013-05-19,8.292,9.104,0.812,16.146,190.0,11.783,9.333,201.783
2013-05-20,26.0,35.044,9.044,15.771,189.087,19.217,10.417,208.304
2013-05-21,31.326,37.28,5.954,38.646,195.87,25.652,30.5,221.522
2013-05-22,28.563,31.511,2.948,55.14,196.5,22.5,47.25,219.0
2013-05-23,19.208,21.562,2.354,28.312,194.696,17.957,22.042,212.652
2013-05-24,25.87,28.956,3.087,20.396,195.348,22.391,15.208,217.739
2013-05-25,19.312,21.666,2.354,29.0,193.435,18.739,21.583,212.174
2013-05-26,10.812,11.708,0.896,24.021,191.522,10.13,16.875,201.652
2013-05-27,16.292,19.5,3.208,21.688,189.913,13.217,15.583,203.13
2013-05-28,12.658,15.987,3.329,13.208,187.478,9.696,6.542,197.174
2013-05-29,23.996,32.731,8.734,13.068,191.286,26.667,8.708,217.952
2013-05-30,29.046,41.343,12.297,33.875,196.217,28.913,25.667,225.13
2013-05-31,24.666,28.979,4.312,27.25,194.087,24.348,20.25,218.435
2013-06-01,19.722,23.174,3.452,21.5,192.13,21.783,13.958,213.913
2013-06-02,16.666,17.75,1.084,24.604,192.348,16.043,18.958,208.391
2013-06-03,30.542,36.25,5.708,29.916,192.304,20.0,22.708,212.304
2013-06-04,27.458,32.354,4.896,26.854,191.391,19.696,19.208,211.087
2013-06-05,26.786,32.762,5.976,28.87,192.095,23.095,20.955,215.19
2013-06-06,13.021,15.605,2.584,22.834,189.826,15.348,16.583,205.174
2013-06-07,15.666,18.354,2.688,22.77,187.565,13.739,17.667,201.304
2013-06-08,20.021,22.438,2.416,27.729,190.783,19.348,22.917,210.13
2013-06-09,14.915,15.731,0.816,30.458,191.261,22.696,21.208,213.957
2013-06-10,10.416,11.646,1.229,14.083,186.391,11.826,10.917,198.217
2013-06-11,6.057,6.691,0.634,7.604,183.913,8.174,3.083,192.087
2013-06-12,5.721,6.642,0.92,9.809,181.0,7.304,5.125,188.304
2013-06-13,23.766,28.82,5.054,20.5,187.522,25.261,13.625,212.783
2013-06-14,23.417,26.458,3.042,22.062,186.565,19.739,16.583,206.304
2013-06-15,20.23,24.958,4.729,25.729,186.261,18.0,15.083,204.261
2013-06-16,15.916,18.583,2.666,17.188,186.0,15.913,11.25,201.913
2013-06-17,22.892,29.696,6.804,26.771,183.478,17.174,18.167,200.652
2013-06-18,22.417,30.542,8.125,28.625,183.0,17.261,21.0,200.261
2013-06-19,15.234,26.466,11.232,24.062,179.238,11.762,11.833,191.0
2013-06-20,24.812,31.25,6.438,11.375,191.087,22.348,6.25,213.435
2013-06-21,35.13,45.456,10.326,21.699,193.174,28.826,11.542,222.0
2013-06-22,29.271,37.021,7.75,29.334,193.87,25.696,17.667,219.565
2013-06-23,19.559,21.557,1.998,29.688,193.522,22.391,20.625,215.913
2013-06-24,23.688,27.104,3.416,30.042,193.087,20.522,19.833,213.609
2013-06-25,27.911,33.046,5.135,31.354,194.783,27.696,22.833,222.478
2013-06-26,14.855,16.562,1.708,8.98,189.957,16.391,5.083,206.348
2013-06-27,37.661,50.94,13.278,17.916,195.739,23.783,14.875,219.522
2013-06-28,9.646,10.77,1.125,18.375,190.522,11.565,11.667,202.087
2013-06-29,17.696,20.848,3.152,18.854,190.304,14.87,14.625,205.174
2013-06-30,11.916,13.396,1.479,18.542,189.913,10.913,12.125,200.826
2013-07-01,15.72,20.161,4.44,14.586,189.5,11.95,9.143,201.45
2013-07-02,15.896,20.208,4.312,14.646,189.087,14.087,9.625,203.174
2013-07-03,16.178,21.402,5.224,14.5,185.913,20.0,8.75,205.913
2013-07-04,28.812,43.792,14.979,21.667,191.217,35.609,13.458,226.826
2013-07-05,9.392,18.82,9.43,20.042,174.739,7.522,12.708,182.261
2013-07-06,7.417,13.562,6.146,19.708,177.217,6.304,12.0,183.522
2013-07-07,10.002,13.628,3.626,21.438,184.0,16.87,13.167,200.87
2013-07-08,18.832,31.521,12.689,30.062,178.739,15.565,19.292,194.304
2013-07-09,22.23,35.292,13.062,42.25,178.565,17.087,31.042,195.652
2013-07-10,22.812,31.916,9.104,45.438,181.652,21.304,33.708,202.957
2013-07-11,21.106,30.042,8.937,37.665,182.522,17.652,29.625,200.174
2013-07-12,19.708,32.084,12.375,31.229,184.696,20.652,21.75,205.348
2013-07-13,14.25,26.25,12.0,26.854,182.652,14.0,12.958,196.652
2013-07-14,12.271,14.75,2.48,22.229,189.217,17.522,13.833,206.739
2013-07-15,14.413,22.116,7.703,16.792,183.913,14.348,8.292,198.261
2013-07-16,19.604,24.812,5.208,20.354,191.304,24.783,13.583,216.087
2013-07-17,20.198,26.782,6.585,28.166,185.391,17.913,20.667,203.304
2013-07-18,17.025,25.008,7.983,28.642,183.19,11.714,21.375,194.905
2013-07-19,15.748,20.201,4.453,12.729,193.348,14.826,6.958,208.174
2013-07-20,21.208,24.562,3.354,15.771,190.609,19.87,11.875,210.478
2013-07-21,13.27,13.958,0.688,26.417,192.565,20.043,19.292,212.609
2013-07-22,23.542,30.334,6.792,30.625,186.826,19.0,21.375,205.826
2013-07-23,25.67,34.38,8.709,32.872,183.1,21.6,23.542,204.7
2013-07-24,23.866,29.338,5.472,36.986,183.957,21.13,24.042,205.087
2013-07-25,22.333,26.75,4.416,42.188,189.652,21.826,31.292,211.478
2013-07-26,24.583,28.438,3.854,55.77,195.217,25.0,39.542,220.217
2013-07-27,21.563,26.21,4.646,49.979,192.348,16.217,36.417,208.565
2013-07-28,13.334,14.708,1.375,45.0,195.783,15.826,33.25,211.609
2013-07-29,21.312,29.25,7.938,38.014,192.87,27.522,25.792,220.391
2013-07-30,19.708,25.888,6.18,40.868,186.783,18.435,25.792,205.217
2013-07-31,26.446,34.027,7.58,59.314,193.522,40.565,40.583,234.087
2013-08-01,24.792,32.062,7.27,48.479,189.522,25.913,29.875,215.435
2013-08-02,17.812,22.25,4.438,31.5,193.391,14.435,22.125,207.826
2013-08-03,14.25,17.75,3.5,13.604,189.87,15.87,10.417,205.739
2013-08-04,9.826,10.76,0.935,21.604,190.087,16.435,17.958,206.522
2013-08-05,13.833,17.042,3.208,19.458,185.565,15.913,14.125,201.478
2013-08-06,21.27,25.938,4.667,30.833,188.522,22.304,20.375,210.826
2013-08-07,26.915,31.195,4.28,43.866,194.696,29.435,30.292,224.13
2013-08-08,26.203,31.036,4.834,54.02,194.696,34.174,35.792,228.87
2013-08-09,28.558,32.939,4.38,62.458,192.286,25.429,41.227,217.714
2013-08-10,24.47,27.296,2.826,62.896,194.0,29.609,43.667,223.609
2013-08-11,15.604,16.5,0.896,64.688,196.087,24.043,43.958,220.13
2013-08-12,16.631,17.97,1.338,40.188,192.522,14.087,31.125,206.609
2013-08-13,18.188,19.188,1.0,30.667,196.174,23.87,28.083,220.043
2013-08-14,14.292,14.708,0.416,34.438,195.696,16.696,26.417,212.391
2013-08-15,13.714,14.388,0.673,49.812,193.0,16.522,37.708,209.522
2013-08-16,13.434,14.87,1.435,43.979,190.522,14.609,33.833,205.13
2013-08-17,10.604,12.25,1.646,33.27,190.652,12.174,24.583,202.826
2013-08-18,9.854,12.292,2.438,21.416,187.217,14.174,15.458,201.391
2013-08-19,18.583,25.916,7.334,20.792,187.261,17.435,13.5,204.696
2013-08-20,16.133,26.491,10.358,13.5,183.0,23.304,7.458,206.304
2013-08-21,17.48,29.979,12.5,13.438,182.391,23.435,8.292,205.826
2013-08-22,20.5,30.978,10.478,18.398,181.955,26.227,9.917,208.182
2013-08-23,21.026,33.225,12.198,23.36,180.609,27.609,12.417,208.217
2013-08-24,16.784,26.754,9.97,13.146,181.826,16.0,7.542,197.826
2013-08-25,12.667,16.666,4.0,11.521,189.087,16.391,6.875,205.478
2013-08-26,14.604,20.146,5.542,14.062,198.609,21.304,9.417,219.913
2013-08-27,21.146,30.812,9.667,13.458,196.217,25.957,10.542,222.174
2013-08-28,29.392,35.696,6.304,24.0,199.348,30.478,20.125,229.826
2013-08-29,20.242,24.731,4.488,28.892,194.957,36.783,23.524,231.739
2013-08-30,18.27,28.334,10.062,25.812,182.435,32.0,15.583,214.435
2013-08-31,9.458,15.833,6.375,25.458,182.0,19.609,13.5,201.609
2013-09-01,9.874,10.837,0.962,17.292,192.87,13.13,10.0,206.0
2013-09-02,15.229,28.98,13.75,13.479,192.783,32.087,8.0,224.87
2013-09-03,15.924,25.272,9.348,10.688,189.348,24.391,6.625,213.739
2013-09-04,16.812,23.062,6.25,9.416,191.696,24.739,4.542,216.435
2013-09-05,19.92,26.416,6.496,9.658,191.048,19.333,6.909,210.381
2013-09-06,16.125,20.02,3.896,10.979,190.783,20.217,5.958,211.0
2013-09-07,16.604,20.021,3.416,15.605,192.609,24.13,10.375,216.739
2013-09-08,14.166,16.854,2.688,15.0,194.261,20.478,9.417,214.739
2013-09-09,18.5,21.478,2.978,12.896,193.739,18.696,9.542,212.435
2013-09-10,13.92,16.585,2.665,16.059,193.739,21.87,12.375,215.609
2013-09-11,19.916,23.5,3.583,24.521,193.217,17.696,19.087,210.913
2013-09-12,26.778,33.065,6.288,39.701,195.381,26.905,30.958,222.286
2013-09-13,25.872,31.556,5.684,45.812,194.348,29.87,36.75,224.217
2013-09-14,9.812,11.375,1.562,28.73,189.609,14.478,21.5,204.087
2013-09-15,6.829,7.882,1.054,7.958,178.565,7.609,2.667,186.174
2013-09-16,8.438,10.188,1.75,9.583,189.087,7.435,5.042,196.522
2013-09-17,18.252,22.521,4.268,13.084,197.826,20.087,7.542,217.913
2013-09-18,16.813,18.932,2.119,16.524,190.826,19.043,12.667,209.87
2013-09-19,29.084,31.958,2.875,24.333,193.217,28.174,19.542,221.391
2013-09-20,29.708,33.584,3.875,25.417,194.826,47.696,20.625,242.522
2013-09-21,22.13,26.652,4.522,22.312,191.565,25.304,17.625,216.87
2013-09-22,10.938,11.438,0.5,26.75,192.565,20.13,20.417,212.696
2013-09-23,7.354,7.688,0.334,25.312,191.652,11.826,20.208,203.478
2013-09-24,11.48,12.52,1.042,18.271,189.783,12.261,12.333,202.043
2013-09-25,21.362,25.136,3.774,20.25,188.565,19.348,14.25,207.913
2013-09-26,11.108,15.0,3.892,7.32,188.773,10.091,2.542,198.864
2013-09-27,18.194,22.286,4.092,11.792,195.391,18.565,8.708,213.957
2013-09-28,7.562,7.812,0.25,12.938,190.087,9.522,8.25,199.609
2013-09-29,10.658,12.25,1.592,13.562,190.304,11.739,9.75,202.043
2013-09-30,20.833,25.271,4.438,17.438,191.043,17.087,13.083,208.13
2013-10-01,16.666,19.562,2.896,19.854,189.478,21.174,14.792,210.652
2013-10-02,24.738,31.752,7.013,21.662,190.143,21.619,16.182,211.762
2013-10-03,14.739,19.566,4.826,13.958,189.522,16.435,9.542,205.957
2013-10-04,13.77,15.521,1.75,19.646,192.826,20.087,16.25,212.913
2013-10-05,10.396,12.166,1.771,13.875,189.696,17.609,11.292,207.304
2013-10-06,4.292,4.792,0.5,9.208,187.0,8.783,5.875,195.783
2013-10-07,6.756,8.236,1.48,9.521,184.87,8.435,6.083,193.304
2013-10-08,11.416,13.928,2.512,13.408,186.391,13.043,7.833,199.435
2013-10-09,18.218,24.5,6.283,9.678,184.652,15.522,6.667,200.174
2013-10-10,24.458,29.416,4.958,20.604,187.522,19.087,12.875,206.609
2013-10-11,16.364,28.226,11.862,18.584,186.652,19.652,11.333,206.304
2013-10-12,16.25,20.021,3.77,31.792,190.957,10.0,24.042,200.957
2013-10-13,10.52,12.229,1.708,14.375,194.304,14.174,9.417,208.478
2013-10-14,7.688,8.208,0.521,17.48,189.913,10.304,13.5,200.217
2013-10-15,10.935,11.978,1.044,12.708,185.739,13.696,6.375,199.435
2013-10-16,15.65,21.868,6.218,6.64,190.913,9.435,3.208,200.348
2013-10-17,14.938,20.354,5.416,8.521,197.957,15.0,5.333,212.957
2013-10-18,19.729,24.667,4.938,11.229,193.13,23.391,9.875,216.522
2013-10-19,15.663,20.988,5.326,12.375,192.348,21.87,10.667,214.217
2013-10-20,14.188,15.875,1.688,4.792,190.696,17.261,4.875,207.957
2013-10-21,22.148,34.702,12.554,10.792,194.739,32.913,8.917,227.652
2013-10-22,17.622,27.172,9.551,11.474,194.087,31.217,9.708,225.304
2013-10-23,19.262,23.818,4.556,10.916,189.609,26.348,5.75,215.957
2013-10-24,8.479,9.875,1.396,6.625,186.913,13.304,5.333,200.217
2013-10-25,24.942,36.032,11.091,7.968,188.609,31.087,4.333,219.696
2013-10-26,15.625,20.188,4.562,12.562,192.391,16.348,8.833,208.739
2013-10-27,13.739,16.782,3.044,17.938,195.609,10.652,16.125,206.261
2013-10-28,19.854,25.0,5.146,20.896,193.304,26.13,17.875,219.435
2013-10-29,24.93,33.854,8.924,19.292,194.391,30.478,16.417,224.87
2013-10-30,24.688,41.312,16.625,26.354,198.0,34.087,21.958,232.087
2013-10-31,23.354,30.042,6.688,28.335,202.111,35.889,26.167,238.0
2013-11-01,21.399,26.009,4.61,24.875,196.85,26.35,21.792,223.2
2013-11-02,29.378,36.394,7.015,39.708,199.174,36.522,33.0,235.696
2013-11-03,20.958,23.938,2.979,57.542,203.13,35.043,43.208,238.174
2013-11-04,20.758,26.258,5.5,20.916,196.957,21.043,16.833,218.0
2013-11-05,21.25,28.688,7.438,26.708,198.087,27.043,24.708,225.13
2013-11-06,33.292,44.834,11.542,30.77,197.522,33.13,27.792,230.652
2013-11-07,26.784,34.938,8.154,27.517,195.19,24.524,22.818,219.714
2013-11-08,32.51,44.789,12.278,29.261,199.739,30.13,26.042,229.87
2013-11-09,16.25,18.958,2.708,20.938,194.87,20.043,17.5,214.913
2013-11-10,16.48,19.604,3.125,17.104,193.0,20.435,12.5,213.435
2013-11-11,19.625,30.854,11.23,7.062,192.478,12.304,3.0,204.783
2013-11-12,23.292,41.129,17.837,7.673,195.565,16.435,6.167,212.0
2013-11-13,18.084,27.729,9.646,5.396,194.087,19.478,4.0,213.565
2013-11-14,19.606,30.532,10.926,9.958,197.0,24.043,9.833,221.043
2013-11-15,23.708,35.083,11.375,11.938,194.348,35.696,8.792,230.043
2013-11-16,26.239,39.124,12.885,21.334,196.783,38.043,18.958,234.826
2013-11-17,15.188,18.188,3.0,28.188,194.522,17.304,23.458,211.826
2013-11-18,19.084,30.479,11.396,13.75,190.609,7.957,10.042,198.565
2013-11-19,19.188,31.688,12.5,8.416,191.87,9.652,6.5,201.522
2013-11-20,25.782,42.934,17.152,15.188,194.043,13.522,12.167,207.565
2013-11-21,25.769,41.775,16.008,13.809,192.261,12.565,11.5,204.826
2013-11-22,29.193,51.874,22.68,14.5,194.957,18.609,13.042,213.565
2013-11-23,21.958,30.208,8.25,11.688,196.043,27.87,10.917,223.913
2013-11-24,17.728,20.93,3.202,22.625,196.739,21.826,20.958,218.565
2013-11-25,15.542,20.166,4.625,15.25,191.696,12.565,14.75,204.261
2013-11-26,18.92,29.61,10.69,10.5,192.043,12.261,7.0,204.304
2013-11-27,23.292,37.979,14.688,12.0,192.957,16.217,11.833,209.174
2013-11-28,17.794,29.271,11.478,8.928,192.0,7.81,5.917,199.81
2013-11-29,19.916,35.292,15.375,6.75,193.565,11.609,6.167,205.174
2013-11-30,27.604,49.104,21.5,13.625,196.696,23.739,11.792,220.435
2013-12-01,21.438,28.896,7.458,22.854,197.826,24.174,18.542,222.0
2013-12-02,34.739,58.957,24.218,33.667,199.217,30.652,25.542,229.87
2013-12-03,30.896,58.625,27.729,26.354,199.13,34.913,22.0,234.043
2013-12-04,31.062,48.979,17.917,25.0,198.739,31.652,22.125,230.391
2013-12-05,33.042,53.34,20.299,27.405,199.429,36.762,23.364,236.19
2013-12-06,31.168,48.49,17.322,39.916,198.565,27.0,37.083,225.565
2013-12-07,24.916,42.0,17.083,17.771,195.739,16.783,13.917,212.522
2013-12-08,15.174,19.299,4.125,11.542,195.957,15.174,8.417,211.13
2013-12-09,26.966,41.516,14.549,21.138,198.826,32.522,18.917,231.348
2013-12-10,19.218,28.72,9.502,11.667,193.739,10.913,6.875,204.652
2013-12-11,21.218,34.52,13.302,14.187,195.923,21.769,11.261,217.692
2013-12-12,20.208,34.5,14.292,8.625,196.0,28.286,5.75,224.286
2013-12-13,23.708,47.625,23.916,11.688,194.696,21.696,8.958,216.391
2013-12-14,15.239,24.544,9.304,9.73,191.0,9.043,8.917,200.043
2013-12-15,10.896,14.208,3.312,14.166,191.957,8.783,13.0,200.739
2013-12-16,20.808,34.733,13.924,8.466,192.227,11.5,6.565,203.727
2013-12-17,26.208,48.396,22.188,11.73,196.304,25.522,10.5,221.826
2013-12-18,21.122,25.577,4.456,9.542,192.13,20.087,4.875,212.217
2013-12-19,27.667,60.021,32.354,15.229,195.826,31.261,9.708,227.087
2013-12-20,17.339,29.055,11.716,9.688,191.913,9.391,7.167,201.304
2013-12-21,17.416,27.084,9.666,5.896,191.0,9.261,3.292,200.261
2013-12-22,10.386,13.475,3.089,7.229,193.0,6.174,4.958,199.174
2013-12-23,19.167,25.104,5.938,7.562,192.304,12.652,8.25,204.957
2013-12-24,25.392,38.659,13.267,14.39,194.304,24.043,9.625,218.348
2013-12-25,25.448,35.928,10.481,15.451,194.696,35.739,15.087,230.435
2013-12-26,33.392,58.282,24.892,25.271,196.913,42.304,17.542,239.217
2013-12-27,25.48,45.896,20.416,17.104,196.696,18.87,9.75,215.565
2013-12-28,17.562,28.062,10.5,8.104,195.087,10.478,6.625,205.565
2013-12-29,16.312,22.729,6.416,7.542,193.391,10.478,7.208,203.87
2013-12-30,21.464,30.786,9.322,17.104,194.87,15.087,16.25,209.957
2013-12-31,20.021,26.271,6.25,26.02,196.217,16.261,22.208,212.478
2014-01-01,6.146,7.354,1.208,6.166,191.957,4.609,2.792,196.565
2014-01-02,7.476,9.128,1.653,8.916,192.696,4.478,6.625,197.174
2014-01-03,13.688,17.354,3.666,5.666,194.957,8.957,6.0,203.913
2014-01-04,20.792,26.286,5.494,15.896,200.13,18.609,12.958,218.739
2014-01-05,30.146,48.722,18.576,28.506,202.696,30.087,25.208,232.783
2014-01-06,27.146,46.166,19.02,24.396,199.783,26.826,20.25,226.609
2014-01-07,20.479,33.208,12.73,9.542,191.957,9.739,5.542,201.696
2014-01-08,21.478,33.554,12.076,14.23,195.81,11.571,15.381,207.381
2014-01-09,28.562,43.708,15.146,11.479,195.913,17.348,11.458,213.261
2014-01-10,19.104,26.875,7.771,16.958,194.435,10.261,14.875,204.696
