date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,CH4_mean,NMHC_mean,THC_mean
2011-01-01,9.861,13.208,3.347,,1.542,18.056,192.167,9.667,201.833
2011-01-02,6.96,8.94,1.98,,1.18,14.736,190.739,6.652,197.391
2011-01-03,7.611,9.903,2.292,,3.958,28.986,193.208,7.542,200.75
2011-01-04,10.57,12.859,2.289,,2.416,29.931,192.792,8.125,200.917
2011-01-05,19.514,30.431,10.917,,0.792,18.014,191.208,13.75,204.958
2011-01-06,20.647,38.167,17.52,,0.765,15.458,190.955,15.045,206.0
2011-01-07,15.736,29.694,13.958,,0.604,11.861,191.375,13.708,205.083
2011-01-08,12.611,18.306,5.695,,0.854,11.583,191.25,9.25,200.5
2011-01-09,16.447,26.229,9.782,,3.59,28.083,193.261,12.304,205.565
2011-01-10,21.056,36.93,15.875,,3.521,38.194,194.583,14.958,209.542
2011-01-11,16.302,27.239,10.937,,1.5,22.667,190.042,9.375,199.417
2011-01-12,19.333,35.722,16.389,,1.417,11.542,191.167,13.667,204.833
2011-01-13,17.873,30.746,12.873,,3.038,23.931,191.875,11.75,203.625
2011-01-14,17.208,28.695,11.486,,1.917,30.764,192.958,12.708,205.667
2011-01-15,13.528,20.569,7.042,,0.938,15.139,190.917,9.25,200.167
2011-01-16,16.188,23.594,7.406,,0.718,15.499,191.696,11.478,203.174
2011-01-17,19.18,38.0,18.819,,0.75,12.778,190.375,12.958,203.333
2011-01-18,20.982,36.072,15.09,,1.524,14.35,191.091,17.818,208.909
2011-01-19,16.889,25.75,8.861,,0.875,13.208,189.833,12.75,202.583
2011-01-20,10.866,18.215,7.348,,0.646,9.32,188.917,8.958,197.875
2011-01-21,14.222,21.25,7.028,,0.625,11.778,189.083,11.708,200.792
2011-01-22,6.597,10.806,4.208,,0.688,11.958,189.625,6.5,196.125
2011-01-23,13.388,21.906,8.517,,0.714,15.164,190.522,8.913,199.435
2011-01-24,17.847,30.264,12.417,,1.042,14.847,191.0,8.167,199.167
2011-01-25,18.153,30.305,12.153,,1.188,17.389,193.167,9.75,202.917
2011-01-26,17.403,30.236,12.833,,1.084,15.052,192.0,9.083,201.083
2011-01-27,20.403,29.532,9.128,,2.064,24.417,193.375,10.625,204.0
2011-01-28,14.875,23.403,8.528,,1.875,29.694,193.75,10.417,204.167
2011-01-29,12.083,16.931,4.847,,1.0,14.139,191.375,8.875,200.25
2011-01-30,14.215,26.263,12.049,,0.78,17.292,189.957,8.957,198.913
2011-01-31,24.514,46.806,22.292,,1.562,17.499,190.75,13.708,204.458
2011-02-01,18.458,32.389,13.93,,2.479,22.667,191.583,10.625,202.208
2011-02-02,10.496,13.886,3.39,,0.792,12.193,189.875,4.708,194.583
2011-02-03,19.301,31.486,12.186,,1.238,14.633,192.409,9.545,201.955
2011-02-04,19.458,31.431,11.972,,2.542,25.792,192.917,10.667,203.583
2011-02-05,15.25,20.236,4.986,,2.208,36.889,195.958,10.375,206.333
2011-02-06,17.507,29.406,11.899,,2.513,36.111,195.435,12.0,207.435
2011-02-07,16.972,27.514,10.542,,1.688,17.861,193.167,10.792,203.958
2011-02-08,10.701,15.39,4.689,,0.837,13.861,191.208,4.792,196.0
2011-02-09,19.744,31.699,11.956,,1.104,16.167,192.375,10.0,202.375
2011-02-10,17.722,26.583,8.861,,1.166,13.139,191.417,9.833,201.25
2011-02-11,14.014,21.819,7.806,,1.0,13.903,191.167,7.417,198.583
2011-02-12,14.569,19.944,5.375,,1.354,15.694,191.75,8.542,200.292
2011-02-13,20.756,34.335,13.578,,1.231,17.83,191.652,15.043,206.696
2011-02-14,20.694,35.139,14.445,,0.729,12.875,191.625,15.625,207.25
2011-02-15,16.653,29.653,13.0,,0.979,15.856,191.208,11.542,202.75
2011-02-16,15.476,25.134,9.658,,0.938,18.708,189.917,9.917,199.833
2011-02-17,15.347,26.389,11.042,,1.0,17.695,190.292,7.417,197.708
2011-02-18,11.701,16.666,4.965,,0.916,16.389,191.167,6.333,197.5
2011-02-19,9.431,12.653,3.222,,0.792,14.653,191.042,6.375,197.417
2011-02-20,19.898,29.333,9.435,,1.122,16.445,190.652,12.13,202.783
2011-02-21,24.695,39.611,14.917,,2.125,22.805,191.042,16.25,207.292
2011-02-22,19.208,27.375,8.167,,1.396,23.694,190.792,12.583,203.375
2011-02-23,15.133,25.833,10.7,,1.75,22.65,193.5,13.455,206.955
2011-02-24,16.861,22.736,5.875,,3.155,38.125,193.208,11.958,205.167
2011-02-25,15.097,19.972,4.875,,1.521,29.917,193.125,10.292,203.417
2011-02-26,6.389,8.861,2.472,,0.5,18.604,191.208,4.917,196.125
2011-02-27,14.064,22.541,8.477,,0.761,13.875,191.261,8.913,200.174
2011-02-28,15.25,21.111,5.861,,1.408,16.25,191.682,7.318,199.0
2011-03-01,24.908,42.913,18.005,,2.438,25.903,194.292,23.208,217.5
2011-03-02,22.681,45.653,22.972,,1.968,22.708,194.792,20.958,215.75
2011-03-03,10.014,14.222,4.209,,0.834,21.639,192.083,7.5,199.583
2011-03-04,8.722,10.847,2.125,,0.5,15.792,194.208,6.875,201.083
2011-03-05,25.444,41.556,16.112,,0.983,14.889,193.783,19.826,213.609
2011-03-06,25.069,48.111,23.042,,1.667,20.014,197.458,24.333,221.792
2011-03-07,22.49,36.221,13.731,,1.886,40.903,196.25,18.0,214.25
2011-03-08,20.569,28.57,8.0,,2.489,52.628,197.167,16.125,213.292
2011-03-09,14.139,19.208,5.069,,1.188,34.528,194.125,10.583,204.708
2011-03-10,10.639,13.833,3.195,,0.75,21.944,191.958,8.083,200.042
2011-03-11,10.528,13.625,3.097,,1.737,21.07,191.542,7.667,199.208
2011-03-12,10.75,14.455,3.705,,0.736,15.597,191.0,6.87,197.87
2011-03-13,17.0,24.611,7.611,,0.958,15.32,190.917,9.75,200.667
2011-03-14,19.668,28.202,8.534,,1.604,15.942,190.591,11.909,202.5
2011-03-15,16.794,27.548,10.754,,1.792,26.014,191.0,11.75,202.75
2011-03-16,24.486,33.597,9.111,,1.909,24.958,191.875,13.792,205.667
2011-03-17,25.181,36.847,11.666,,1.666,22.389,192.208,21.958,214.167
2011-03-18,17.111,23.417,6.306,,0.875,17.389,193.542,16.083,209.625
2011-03-19,8.855,13.309,4.454,,0.696,13.444,191.087,8.348,199.435
2011-03-20,11.236,15.958,4.722,,0.708,16.056,191.167,8.292,199.458
2011-03-21,17.514,23.917,6.403,,1.333,19.986,190.75,11.458,202.208
2011-03-22,21.508,29.61,8.101,,2.812,25.278,191.0,12.167,203.167
2011-03-23,25.778,35.055,9.278,,1.008,16.6,192.667,16.875,209.542
2011-03-24,14.736,20.972,6.236,,1.375,20.819,193.375,12.208,205.583
2011-03-25,5.472,6.806,1.333,,0.729,18.639,190.958,4.833,195.792
2011-03-26,12.118,16.98,4.862,,0.802,16.528,191.87,6.435,198.304
2011-03-27,23.847,33.083,9.236,,2.5,26.944,192.625,11.667,204.292
2011-03-28,21.569,33.472,11.903,,1.854,36.639,192.043,12.174,204.217
2011-03-29,19.816,24.557,4.741,,1.834,26.306,190.652,12.391,203.043
2011-03-30,23.458,34.139,10.681,,2.159,29.716,188.826,13.522,202.348
2011-03-31,9.222,11.597,2.375,,0.938,19.403,189.625,6.542,196.167
2011-04-01,18.386,20.87,2.484,,2.812,30.778,190.0,10.042,200.042
2011-04-02,17.333,21.479,4.146,,2.021,33.18,190.083,7.75,197.833
2011-04-03,4.0,4.104,0.104,,1.27,17.889,190.25,2.417,192.667
2011-04-04,5.958,6.792,0.834,,0.771,13.5,190.042,6.292,196.333
2011-04-05,14.088,15.343,1.256,,1.786,19.041,190.5,7.708,198.208
2011-04-06,15.5,18.208,2.708,,1.948,18.681,188.792,11.5,200.292
2011-04-07,16.946,22.051,5.104,,1.8,16.514,187.273,16.455,203.727
2011-04-08,15.652,16.935,1.282,,1.286,22.889,188.714,19.929,208.643
2011-04-09,7.208,7.688,0.48,,1.146,24.139,190.333,9.25,199.583
2011-04-10,10.312,10.77,0.458,,1.854,26.069,192.792,7.417,200.208
2011-04-11,11.784,13.562,1.778,,1.688,26.326,193.217,8.174,201.391
2011-04-12,13.604,15.895,2.292,,1.0,26.459,192.583,7.625,200.208
2011-04-13,19.188,24.938,5.75,,2.335,27.966,191.955,11.909,203.864
2011-04-14,20.729,24.416,3.688,,3.417,36.861,190.708,11.833,202.542
2011-04-15,36.304,45.283,8.978,,3.386,37.32,190.292,20.5,210.792
2011-04-16,9.625,16.916,7.292,,1.208,33.667,191.375,11.042,202.417
2011-04-17,6.979,7.416,0.438,,1.23,18.181,190.875,5.042,195.917
2011-04-18,18.458,21.438,2.979,,2.354,24.236,189.87,14.565,204.435
2011-04-19,7.104,8.166,1.062,,0.532,11.413,188.625,5.542,194.167
2011-04-20,12.061,13.864,1.803,,1.19,13.54,186.667,9.625,196.292
2011-04-21,13.084,16.792,3.708,,3.062,25.097,186.833,12.958,199.792
2011-04-22,21.087,24.109,3.022,,3.46,34.65,187.167,16.958,204.125
2011-04-23,8.792,9.146,0.354,,0.854,21.195,186.292,9.75,196.042
2011-04-24,8.667,9.834,1.166,,1.188,21.694,187.417,7.125,194.542
2011-04-25,12.042,13.645,1.604,,1.521,23.611,188.739,8.174,196.913
2011-04-26,15.188,17.042,1.854,,3.75,28.194,187.958,9.25,197.208
2011-04-27,14.438,15.584,1.146,,1.834,33.11,187.476,8.81,196.286
2011-04-28,13.979,17.292,3.312,,0.77,23.389,189.875,8.667,198.542
2011-04-29,13.37,16.37,3.0,,1.92,20.875,188.75,8.292,197.042
2011-04-30,13.0,15.938,2.938,,1.521,27.167,187.708,10.292,198.0
2011-05-01,7.812,8.02,0.208,,0.896,47.278,188.0,7.958,195.958
2011-05-02,11.458,12.875,1.417,,1.208,116.834,189.913,8.609,198.522
2011-05-03,13.583,14.104,0.52,,2.354,110.0,191.417,9.917,201.333
2011-05-04,11.396,13.604,2.208,,2.396,77.778,190.667,10.0,200.667
2011-05-05,7.938,7.979,0.042,,1.625,37.792,188.5,6.958,195.458
2011-05-06,12.152,13.13,0.978,,1.878,37.847,187.833,9.417,197.25
2011-05-07,12.708,13.958,1.25,,1.646,26.639,186.75,10.833,197.583
2011-05-08,7.708,8.208,0.5,,1.292,23.361,184.875,12.5,197.375
2011-05-09,9.29,10.091,0.801,,2.577,36.851,185.739,11.043,196.783
2011-05-10,15.653,24.728,9.075,,2.292,34.184,180.292,20.458,200.75
2011-05-11,15.077,32.244,17.166,,1.479,16.389,180.0,24.167,204.167
2011-05-12,16.705,26.39,9.686,,1.115,18.885,181.545,19.864,201.409
2011-05-13,12.31,16.272,3.962,,1.009,32.694,185.667,13.625,199.292
2011-05-14,11.014,12.695,1.681,,1.104,31.139,186.542,10.667,197.208
2011-05-15,9.528,10.5,0.972,,2.396,30.25,186.583,9.25,195.833
2011-05-16,16.208,17.859,1.652,,3.146,44.514,189.391,12.826,202.217
2011-05-17,14.986,17.125,2.139,,2.271,40.306,189.25,12.708,201.958
2011-05-18,16.47,18.709,2.239,,1.625,21.652,188.364,11.591,199.955
2011-05-19,16.635,19.624,2.989,,1.839,30.455,186.917,12.5,199.417
2011-05-20,15.242,18.85,3.608,,1.985,23.333,184.25,12.083,196.333
2011-05-21,6.444,8.416,1.972,,1.062,14.917,179.667,7.417,187.083
2011-05-22,4.139,5.417,1.278,,0.584,13.0,183.042,6.167,189.208
2011-05-23,7.352,9.836,2.483,,0.458,12.364,186.0,6.957,192.957
2011-05-24,11.597,13.903,2.306,,1.042,13.916,185.958,8.458,194.417
2011-05-25,12.883,15.012,2.129,,1.98,20.486,186.792,12.042,198.833
2011-05-26,19.18,23.82,4.639,,1.854,26.528,187.458,16.0,203.458
2011-05-27,18.113,22.418,4.306,,0.653,20.361,186.875,13.667,200.542
2011-05-28,16.722,22.305,5.583,,0.625,11.264,187.792,15.458,203.25
2011-05-29,6.764,8.458,1.695,,0.562,9.02,184.708,6.792,191.5
2011-05-30,5.526,8.085,2.559,,0.625,10.708,186.13,4.304,190.435
2011-05-31,11.805,14.25,2.444,,1.166,12.542,186.917,7.5,194.417
2011-06-01,17.944,23.25,5.305,,1.438,23.986,187.792,13.75,201.542
2011-06-02,15.097,20.292,5.195,,2.271,35.986,187.708,13.75,201.458
2011-06-03,11.781,15.609,3.828,,1.315,32.583,187.125,9.958,197.083
2011-06-04,11.5,13.028,1.528,,2.729,35.542,185.292,7.917,193.208
2011-06-05,9.708,10.68,0.972,,1.667,35.306,185.75,7.75,193.5
2011-06-06,13.035,16.181,3.146,,1.146,24.972,187.522,13.348,200.87
2011-06-07,18.306,21.778,3.472,,2.083,36.653,188.542,16.792,205.333
2011-06-08,13.07,14.417,1.347,,1.146,26.194,187.417,11.417,198.833
2011-06-09,15.355,19.017,3.662,,2.665,32.486,186.0,12.75,198.75
2011-06-10,16.087,18.203,2.116,,2.536,38.653,186.273,16.136,202.409
2011-06-11,11.736,14.028,2.292,,1.104,13.556,183.565,10.783,194.348
2011-06-12,13.82,15.903,2.083,,1.208,20.5,185.125,11.792,196.917
2011-06-13,13.85,16.743,2.893,,1.292,22.245,185.833,11.083,196.917
2011-06-14,14.333,18.472,4.139,,1.271,44.611,189.125,10.583,199.708
2011-06-15,15.5,18.625,3.125,,1.896,43.111,190.875,15.083,205.958
2011-06-16,18.363,22.075,3.712,,1.02,25.989,188.25,12.167,200.417
2011-06-17,12.495,15.308,2.813,,1.358,18.736,186.458,8.792,195.25
2011-06-18,14.514,16.139,1.625,,1.542,36.972,186.913,14.826,201.739
2011-06-19,10.097,12.014,1.917,,1.062,31.972,186.417,13.917,200.333
2011-06-20,16.307,20.8,4.493,,1.062,18.847,184.125,14.708,198.833
2011-06-21,12.264,15.153,2.889,,1.584,20.056,181.167,12.583,193.75
2011-06-22,12.597,19.667,7.07,,2.625,27.381,179.25,12.542,191.792
2011-06-23,7.278,13.32,6.042,,2.334,30.403,176.833,10.75,187.583
2011-06-24,6.746,10.768,4.022,,3.367,29.542,175.958,10.667,186.625
2011-06-25,6.222,9.764,3.541,,1.208,23.361,176.522,7.565,184.087
2011-06-26,7.472,10.944,3.472,,1.146,20.842,178.208,7.125,185.333
2011-06-27,8.302,12.046,3.744,,1.084,26.653,176.583,9.542,186.125
2011-06-28,9.319,15.292,5.972,,3.125,34.333,177.583,13.0,190.583
2011-06-29,7.597,15.472,7.875,,2.679,35.32,179.792,11.292,191.083
2011-06-30,9.792,16.0,6.208,,2.043,27.99,179.143,10.762,189.905
2011-07-01,12.146,17.408,5.263,,1.678,30.097,181.708,13.208,194.917
2011-07-02,11.736,17.569,5.833,,1.584,53.569,183.913,13.304,197.217
2011-07-03,10.028,12.25,2.222,,1.979,39.986,180.083,10.417,190.5
2011-07-04,14.779,18.959,4.18,,1.746,28.394,179.5,15.917,195.417
2011-07-05,15.43,19.056,3.625,,1.625,40.333,190.042,16.25,206.292
2011-07-06,17.903,21.25,3.347,,1.667,34.625,191.125,19.042,210.167
2011-07-07,12.568,20.612,8.044,,1.827,24.089,177.571,21.048,198.619
2011-07-08,7.693,14.909,7.216,,1.65,26.32,175.625,19.5,195.125
2011-07-09,5.069,9.445,4.375,,0.958,16.43,175.565,15.174,190.739
2011-07-10,4.958,9.555,4.597,,1.0,14.722,177.625,15.542,193.167
2011-07-11,7.617,11.693,4.077,,1.479,18.097,178.542,14.625,193.167
