date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,CH4_mean,NMHC_mean,THC_mean
2012-12-27,95.0,78.208,53.0,17.1875,24.979,7.7915,14.75,2.042,,88.0,29.667,-32.0,192.5,14.917,207.417
2012-12-28,97.0,93.625,77.0,17.0205,20.3545,3.333,10.333,1.4375,,97.0,70.208,41.0,188.458,11.708,200.167
2012-12-29,99.0,88.208,58.0,14.145499999999998,20.4795,6.333,14.0,1.7085,,129.0,79.417,42.0,189.375,15.5,204.875
2012-12-30,97.0,85.833,63.0,8.3125,9.5415,1.229,8.458,1.3545,,87.0,64.917,19.0,190.083,12.417,202.5
2012-12-31,90.0,69.833,54.0,4.0215,4.5435,0.522,9.292,1.5215,,40.0,21.375,0.0,190.739,9.957,200.696
2013-01-01,63.0,55.292,46.0,6.521,7.0,0.479,29.083,5.125,37.3125,118.0,108.667,103.0,188.783,6.348,195.13
2013-01-02,84.0,53.667,36.0,7.0835,7.479,0.396,24.958,5.1045,29.7085,134.0,91.167,12.0,190.458,8.0,198.458
2013-01-03,94.0,82.042,53.0,15.25,19.3955,4.146,17.125,2.1875,17.583,116.0,52.667,-13.0,195.133,15.533,210.667
2013-01-04,96.0,78.042,47.0,10.7085,14.3125,3.6045,22.455,2.739,22.0655,133.0,69.875,15.0,192.111,10.611,202.722
2013-01-05,92.0,75.083,50.0,7.4375,8.542,1.104,12.5,1.9165,9.7915,101.0,67.042,34.0,188.905,7.143,196.048
2013-01-06,97.0,81.958,57.0,11.6525,15.087,3.4345,16.792,1.9130000000000003,14.875,117.0,57.875,14.0,193.13,9.174,202.304
2013-01-07,95.0,80.167,55.0,17.75,25.521,7.771,27.5,5.5,25.021,121.0,60.583,1.0,194.636,11.955,206.591
2013-01-08,96.0,92.75,88.0,11.1455,15.479,4.3335,18.667,2.0205,18.6455,84.0,70.333,54.0,190.667,8.667,199.333
2013-01-09,92.0,67.208,47.0,6.5575,6.846,0.2885,12.417,1.7425,12.9455,76.0,54.125,31.0,190.611,6.889,197.5
2013-01-10,74.0,58.042,48.0,9.475,10.308499999999999,0.8335,12.208,1.775,11.1665,55.0,31.583,13.0,193.667,7.583,201.25
2013-01-11,83.0,71.0,49.0,12.2705,14.3125,2.0415,25.042,1.9580000000000002,24.75,81.0,37.708,-2.0,196.75,10.0,206.75
2013-01-12,90.0,74.958,50.0,12.5,14.8125,2.3125,37.833,2.375,36.417,89.0,35.0,-11.0,198.375,11.583,209.958
2013-01-13,86.0,70.25,39.0,8.565,9.609,1.0435,30.375,1.5655,28.854,103.0,42.292,2.0,195.217,8.043,203.261
2013-01-14,94.0,72.083,41.0,12.9165,16.8125,3.896,10.458,0.2615,10.0,97.0,33.042,-11.0,195.167,9.75,204.917
2013-01-15,94.0,74.292,45.0,8.5,10.6875,2.1875,9.167,0.5,9.604,94.0,37.417,-13.0,192.167,6.292,198.458
2013-01-16,90.0,72.417,52.0,11.646,18.646,7.0,13.25,0.979,11.542,101.0,33.125,-22.0,196.208,8.292,204.5
2013-01-17,89.0,76.125,48.0,11.5415,13.917000000000002,2.375,35.042,2.125,34.5625,106.0,49.708,4.0,197.542,10.083,207.625
2013-01-18,93.0,72.958,52.0,6.646,7.542,0.896,46.125,4.2295,47.292,78.0,48.667,16.0,196.125,8.125,204.25
2013-01-19,88.0,73.833,53.0,4.042,4.771,0.729,15.75,1.146,11.6045,89.0,43.0,0.0,192.25,6.833,199.083
2013-01-20,94.0,77.958,45.0,12.826,16.022,3.1959999999999997,30.375,2.935,35.5625,98.0,57.75,-9.0,193.217,6.783,200.0
2013-01-21,91.0,72.958,55.0,6.0835,6.8125,0.729,26.458,2.0415,24.8955,80.0,40.542,21.0,191.167,3.292,194.458
2013-01-22,96.0,88.167,71.0,14.1525,19.6085,5.4565,25.083,1.375,19.8335,60.0,25.292,-9.0,197.25,7.5,204.75
2013-01-23,96.0,80.375,50.0,20.75,30.833,10.083,29.542,3.5625,26.1455,96.0,25.708,-29.0,198.792,10.75,209.542
2013-01-24,96.0,79.667,50.0,19.2915,32.625,13.3335,34.667,2.979,35.875,131.0,51.5,-21.0,195.667,11.542,207.208
2013-01-25,98.0,91.125,77.0,18.9165,26.5625,7.646,31.625,2.5625,36.208,124.0,77.167,24.0,190.417,9.958,200.375
2013-01-26,96.0,73.208,49.0,4.271,5.0,0.729,23.875,0.958,27.75,112.0,78.792,15.0,190.417,3.792,194.208
2013-01-27,90.0,67.917,32.0,13.043500000000002,17.5215,4.478000000000001,13.522,1.3405,12.934999999999999,86.0,24.333,-24.0,194.087,8.783,202.87
2013-01-28,93.0,87.042,73.0,21.9165,39.1875,17.2705,22.583,2.125,28.0415,107.0,47.458,-17.0,195.042,15.583,210.625
2013-01-29,97.0,78.958,46.0,17.1455,27.625,10.479,26.958,2.875,32.771,132.0,69.667,-4.0,192.917,10.333,203.25
2013-01-30,98.0,89.583,78.0,18.875,23.979,5.104,32.167,2.9795,45.2915,149.0,115.542,100.0,190.167,9.792,199.958
2013-01-31,94.0,74.042,54.0,16.875,23.1875,6.3125,26.917,2.646,31.3545,145.0,97.375,38.0,193.792,10.5,204.292
2013-02-01,96.0,83.042,64.0,19.2705,30.5415,11.271,24.917,5.146,32.2295,148.0,91.458,17.0,193.708,12.208,205.917
2013-02-02,99.0,93.0,72.0,17.167,25.8545,8.6875,34.75,3.125,55.3125,187.0,130.333,92.0,190.125,12.75,202.875
2013-02-03,98.0,87.792,65.0,10.130500000000001,15.6305,5.5,27.208,1.6085,38.2295,144.0,114.167,89.0,194.391,8.391,202.783
2013-02-04,89.0,68.0,50.0,5.4375,5.854,0.41700000000000004,7.708,0.8335,10.875,92.0,46.875,17.0,193.417,5.958,199.375
2013-02-05,85.0,72.625,62.0,9.087,13.1085,4.0215,7.75,0.7915,9.125,62.0,30.667,8.0,195.958,6.667,202.625
2013-02-06,97.0,88.708,68.0,10.9165,13.2915,2.375,6.75,0.896,6.7085,23.0,13.125,3.0,195.417,7.042,202.458
2013-02-07,97.0,90.125,76.0,10.0205,11.25,1.229,5.292,0.6875,6.1665,34.0,19.667,10.0,194.75,6.75,201.5
2013-02-08,98.0,89.417,66.0,8.8335,10.542,1.7085,2.708,0.542,5.375,94.0,37.583,4.0,194.333,7.167,201.5
2013-02-09,96.0,85.333,64.0,9.0835,10.479,1.396,3.5,0.7915,6.7915,87.0,41.125,-7.0,196.708,7.125,203.833
2013-02-10,93.0,74.375,59.0,4.5435,5.3260000000000005,0.7825,4.792,0.6084999999999999,6.229,68.0,45.125,26.0,190.391,7.348,197.739
2013-02-11,72.0,56.625,41.0,1.7915,2.5625,0.771,3.25,0.16649999999999998,5.021,76.0,36.25,7.0,190.792,6.25,197.042
2013-02-12,84.0,65.5,49.0,5.9795,7.292,1.3125,3.25,0.4565,6.174,77.0,32.375,-22.0,192.833,8.458,201.292
2013-02-13,82.0,63.375,43.0,6.479,8.7085,2.2295,5.625,0.75,5.5415,90.0,47.25,0.0,190.5,7.917,198.417
2013-02-14,89.0,71.708,58.0,4.4585,5.25,0.7915,6.25,0.604,7.5835,69.0,45.125,16.0,189.625,6.5,196.125
2013-02-15,90.0,72.167,48.0,3.375,3.646,0.271,8.167,0.375,10.8125,93.0,59.208,39.0,189.458,6.792,196.25
2013-02-16,93.0,72.5,53.0,10.3125,11.9585,1.6455000000000002,19.583,1.8544999999999998,23.6665,110.0,49.792,-10.0,195.583,11.458,207.042
2013-02-17,96.0,76.333,44.0,13.442,20.5315,7.089,27.417,3.7824999999999998,31.354,107.0,59.458,18.0,194.952,11.048,206.0
2013-02-18,97.0,71.5,54.0,2.189,2.28,0.091,11.792,0.583,10.0,60.0,43.25,29.0,191.458,5.958,197.417
2013-02-19,76.0,60.958,49.0,4.4375,5.0625,0.625,8.958,0.625,11.0,85.0,46.25,12.0,191.417,5.833,197.25
2013-02-20,91.0,71.588,40.0,9.1045,12.479500000000002,3.375,10.792,1.0,17.75,99.0,26.118,-14.0,194.125,9.208,203.333
2013-02-21,95.0,79.458,51.0,13.875,16.229,2.354,13.792,1.125,16.625,101.0,42.292,-9.0,196.792,10.375,207.167
2013-02-22,97.0,73.208,41.0,15.1875,18.104,2.917,16.167,2.0,18.25,105.0,46.708,-10.0,198.542,12.625,211.167
2013-02-23,96.0,72.0,40.0,13.0,14.832999999999998,1.8335,15.542,2.375,16.9375,124.0,53.0,-8.0,196.333,10.542,206.875
2013-02-24,97.0,76.375,39.0,19.652,24.195500000000003,4.5435,24.348,3.091,21.848,125.0,55.667,-7.0,193.435,12.174,205.609
2013-02-25,97.0,80.917,43.0,24.7705,30.9585,6.1875,55.292,3.4375,53.5,135.0,68.708,3.0,195.875,16.917,212.792
2013-02-26,97.0,93.875,81.0,20.3125,22.396,2.0835,61.125,2.4375,69.9375,95.0,76.667,39.0,194.417,12.958,207.375
2013-02-27,98.0,95.875,90.0,20.0,24.0415,4.0415,22.083,2.167,29.333,126.0,103.958,76.0,187.042,9.833,196.875
2013-02-28,98.0,87.625,65.0,15.020499999999998,21.9585,6.9375,30.583,2.333,33.5625,151.0,104.792,61.0,190.292,12.125,202.417
2013-03-01,98.0,93.917,78.0,15.646,20.6875,5.0415,32.625,1.625,40.771,131.0,103.417,82.0,190.208,12.792,203.0
2013-03-02,98.0,83.875,68.0,4.6665,4.7295,0.0625,16.125,0.5205,16.9375,132.0,88.375,51.0,187.0,6.25,193.25
2013-03-03,91.0,59.625,34.0,4.5649999999999995,6.0655,1.5,8.375,0.5215,7.146,121.0,72.958,31.0,189.957,5.217,195.174
2013-03-04,95.0,75.917,58.0,13.674,17.8475,4.174,12.958,2.4375,11.5,109.0,61.708,-11.0,191.174,8.304,199.478
2013-03-05,97.0,74.75,44.0,7.8955,8.4165,0.521,22.208,1.5,23.2295,126.0,84.667,29.0,190.542,7.167,197.708
2013-03-06,97.0,72.583,37.0,7.854,8.5835,0.7295,13.125,0.7085,11.583,76.0,39.25,4.0,191.958,7.125,199.083
2013-03-07,92.0,58.5,33.0,9.3125,11.2915,1.979,13.5,1.208,11.9585,81.0,37.292,-10.0,193.125,7.542,200.667
2013-03-08,90.0,65.083,45.0,9.4795,11.9795,2.5,18.875,1.792,17.5835,90.0,37.917,-25.0,194.292,8.5,202.792
2013-03-09,95.0,71.833,43.0,8.292,9.417,1.125,33.25,3.4585,33.9375,102.0,56.417,-8.0,194.708,8.167,202.875
2013-03-10,97.0,64.917,37.0,7.6739999999999995,8.4785,0.8045,13.042,1.341,12.870000000000001,93.0,46.167,-5.0,192.909,5.773,198.682
2013-03-11,96.0,71.75,39.0,17.4585,22.042,4.5835,16.0,2.604,13.729,125.0,54.625,-19.0,194.958,9.625,204.583
2013-03-12,97.0,68.875,43.0,20.9165,27.6665,6.75,21.375,8.146,20.0205,151.0,93.542,8.0,190.708,8.708,199.417
2013-03-13,98.0,87.958,76.0,10.604,12.3335,1.729,10.542,2.0625,17.854,126.0,96.542,55.0,187.083,6.542,193.625
2013-03-14,95.0,70.208,44.0,5.146,5.292,0.146,16.708,0.708,16.8125,88.0,57.0,20.0,190.375,4.708,195.083
2013-03-15,96.0,67.0,40.0,12.167,14.1875,2.021,28.708,2.9375,28.5625,127.0,77.542,4.0,193.609,8.348,201.957
2013-03-16,93.0,72.417,50.0,11.5205,12.125,0.6045,37.708,2.9585,42.0,165.0,110.792,51.0,192.917,7.417,200.333
2013-03-17,97.0,75.5,40.0,16.114,19.5455,3.4315,44.708,4.9565,49.1665,180.0,113.042,38.0,194.0,10.455,204.455
2013-03-18,95.0,82.625,69.0,16.5,18.7915,2.2915,37.667,4.6875,49.75,194.0,148.917,121.0,188.875,9.708,198.583
2013-03-19,85.0,64.458,43.0,12.7705,14.082999999999998,1.3125,46.583,3.25,72.167,173.0,134.583,102.0,190.042,7.583,197.625
2013-03-20,95.0,80.792,64.0,6.7915,6.875,0.0835,20.375,0.917,23.625,140.0,102.083,60.0,188.292,5.292,193.583
2013-03-21,96.0,75.625,44.0,4.0,4.0625,0.0625,11.333,0.479,11.479,101.0,67.292,27.0,190.667,4.542,195.208
2013-03-22,97.0,70.583,35.0,10.354,13.375,3.021,20.25,1.625,18.896,134.0,69.958,-1.0,194.167,7.375,201.542
2013-03-23,96.0,80.375,61.0,9.3335,10.125,0.7915,35.792,2.604,40.9585,159.0,95.667,23.0,195.125,9.125,204.25
2013-03-24,97.0,72.917,29.0,18.174,20.4785,2.3045,50.0,4.659000000000001,51.326,175.0,105.833,28.0,194.783,8.261,203.043
2013-03-25,97.0,81.75,63.0,24.021,28.2705,4.25,43.708,5.646,52.271,175.0,131.708,97.0,191.667,9.167,200.833
2013-03-26,98.0,97.042,95.0,18.328000000000003,21.629,3.301,31.125,2.1535,61.6745,173.0,147.833,126.0,186.364,6.818,193.182
2013-03-27,98.0,88.625,76.0,8.0,8.646,0.646,12.167,1.7085,22.354,168.0,140.667,94.0,184.792,2.917,187.708
2013-03-28,98.0,75.667,44.0,13.167,17.354,4.1875,21.542,4.125,22.9795,204.0,139.375,59.0,187.417,5.083,192.5
2013-03-29,98.0,89.917,80.0,14.7085,16.0,1.2915,18.25,3.8955,26.396,163.0,145.917,137.0,183.5,2.75,186.25
2013-03-30,98.0,92.625,83.0,4.2705,4.3335,0.0625,17.833,0.78,27.3125,158.0,132.667,112.0,184.833,1.875,186.708
2013-03-31,98.0,81.792,55.0,9.478,10.5,1.022,21.083,1.3695,22.375,175.0,115.125,60.0,191.304,6.957,198.261
2013-04-01,93.0,68.167,42.0,15.152,18.0,2.8475,22.375,4.261,22.9795,166.0,109.208,34.0,191.739,15.13,206.87
2013-04-02,96.0,84.917,70.0,18.5215,21.4565,2.935,24.792,4.125,30.7915,137.0,122.667,113.0,190.174,15.478,205.652
2013-04-03,92.0,74.208,60.0,7.2085,8.104,0.8955,20.75,2.0,19.1045,154.0,118.208,77.0,192.125,14.167,206.292
2013-04-04,95.0,83.5,64.0,23.667,29.583,5.917,31.458,4.3125,33.0,173.0,110.792,59.0,197.0,22.583,219.583
2013-04-05,97.0,75.792,54.0,21.0835,30.0205,8.9375,24.458,5.5,25.3125,200.0,144.917,60.0,192.417,19.292,211.708
2013-04-06,98.0,92.0,73.0,15.479,18.125,2.646,14.875,3.125,18.9375,169.0,145.583,111.0,184.792,15.292,200.083
2013-04-07,92.0,80.167,67.0,5.6665,6.5,0.833,13.5,1.2915,10.4165,111.0,91.25,64.0,192.958,13.167,206.125
2013-04-08,82.0,62.125,47.0,11.674,13.3045,1.6305,21.042,3.1955,19.854,163.0,123.833,92.0,187.087,13.826,200.913
2013-04-09,88.0,57.292,35.0,8.771,9.2705,0.5,25.083,3.0435,26.304499999999997,165.0,131.708,80.0,186.0,13.696,199.696
2013-04-10,59.0,50.083,43.0,5.146,5.625,0.479,18.5,1.8125,16.4375,119.0,104.958,95.0,184.375,11.75,196.125
2013-04-11,87.0,53.583,39.0,8.979,9.625,0.646,24.542,3.5,23.25,139.0,108.5,68.0,185.208,11.917,197.125
2013-04-12,76.0,48.5,32.0,7.7085,8.5625,0.854,25.542,4.0625,22.375,148.0,113.208,48.0,184.083,13.0,197.083
2013-04-13,93.0,64.417,32.0,16.521,20.604,4.083,26.375,4.0,23.4375,182.0,109.167,20.0,186.875,18.083,204.958
2013-04-14,85.0,68.75,47.0,13.9795,14.875,0.896,37.125,5.5415,43.229,233.0,162.917,95.0,185.208,18.25,203.458
2013-04-15,83.0,55.083,25.0,9.391,10.413,1.022,16.625,3.0655,19.2085,197.0,152.333,106.0,188.478,14.391,202.87
2013-04-16,87.0,67.417,46.0,21.5435,27.369500000000002,5.8260000000000005,34.25,7.5625,37.551,237.0,167.167,82.0,191.13,23.217,214.348
2013-04-17,95.0,81.583,54.0,9.542,11.917,2.375,28.083,3.542,34.479,225.0,174.25,138.0,185.542,18.083,203.625
2013-04-18,97.0,83.5,63.0,9.292,12.2915,3.0,27.083,2.6455,32.729,210.0,158.625,127.0,188.25,17.792,206.042
2013-04-19,76.0,55.042,37.0,3.0625,4.0625,1.0,18.882,0.979,16.958,176.0,127.292,70.0,190.25,14.833,205.083
2013-04-20,96.0,82.042,53.0,8.271,9.9585,1.6875,17.167,1.4169999999999998,14.1045,120.0,77.833,52.0,194.167,14.542,208.708
2013-04-21,98.0,72.583,35.0,4.708,5.8335,1.125,10.458,0.7085,6.9585,163.0,101.417,54.0,194.917,13.75,208.667
2013-04-22,95.0,66.167,31.0,14.778500000000001,17.858,3.0795000000000003,20.955,2.7045000000000003,17.6305,189.0,110.708,33.0,191.565,14.261,205.826
2013-04-23,97.0,79.625,67.0,21.479,24.3955,2.9165,23.125,4.25,23.833,156.0,128.958,87.0,189.333,13.625,202.958
2013-04-24,98.0,92.292,84.0,11.479,13.417,1.9375,20.542,1.4165,24.8545,164.0,147.167,112.0,187.958,13.292,201.25
2013-04-25,98.0,77.833,46.0,12.9375,17.021,4.0835,32.292,3.2915,32.8125,201.0,149.0,86.0,189.583,17.292,206.875
2013-04-26,77.0,61.083,49.0,8.2915,8.979,0.6875,29.583,3.0,30.604,166.0,152.333,137.0,187.458,14.75,202.208
2013-04-27,93.0,62.792,30.0,9.583,11.021,1.4375,23.958,2.25,22.854,198.0,149.667,77.0,188.75,16.292,205.042
2013-04-28,90.0,63.917,34.0,12.771,14.104,1.3335,34.125,6.0,31.917,233.0,160.625,95.0,189.167,18.917,208.083
2013-04-29,89.0,70.542,55.0,18.239,21.8915,3.652,37.583,7.1305,37.604,231.0,175.75,90.0,190.957,16.652,207.609
2013-04-30,95.0,74.0,41.0,11.587,13.1085,1.522,17.792,2.5625,21.1875,186.0,150.917,96.0,187.545,15.545,203.091
2013-05-01,95.0,71.375,47.0,7.5835,9.167,1.5835,12.167,0.979,11.5625,183.0,128.625,77.0,190.167,14.708,204.875
2013-05-02,92.0,70.125,53.0,6.4585,8.3125,1.854,8.417,1.25,6.521,178.0,124.667,54.0,192.5,13.083,205.583
2013-05-03,91.0,73.25,45.0,9.3955,11.229,1.8335,23.542,2.3125,22.625,206.0,142.792,84.0,193.667,15.833,209.5
2013-05-04,94.0,72.458,48.0,6.729,7.479,0.75,30.042,2.208,28.5,205.0,149.167,90.0,193.833,15.0,208.833
2013-05-05,96.0,68.75,39.0,8.3955,9.083,0.6875,36.625,2.792,34.604,228.0,162.792,84.0,193.542,15.25,208.792
2013-05-06,90.0,63.75,31.0,7.413,8.587,1.174,33.875,2.348,33.1045,236.0,170.958,93.0,188.478,13.522,202.0
2013-05-07,91.0,59.667,34.0,5.4585,6.396,0.9375,20.417,1.2080000000000002,20.1665,249.0,173.792,113.0,186.5,11.333,197.833
2013-05-08,88.0,58.458,24.0,19.5415,26.271,6.7295,18.583,3.8695,13.5435,239.0,154.333,75.0,188.458,15.5,203.958
2013-05-09,88.0,65.167,43.0,20.229,23.083,2.854,40.042,5.8335,35.979,248.0,183.375,93.0,187.583,20.125,207.708
2013-05-10,95.0,89.792,71.0,14.457999999999998,16.8125,2.3545,27.708,4.0625,31.792,188.0,173.292,152.0,184.333,15.0,199.333
2013-05-11,93.0,81.125,55.0,6.2085,7.1665,0.958,25.125,2.396,25.4375,230.0,181.458,129.0,184.833,11.292,196.125
2013-05-12,97.0,69.5,37.0,10.4585,12.021,1.5625,49.833,4.167,50.9795,258.0,178.958,91.0,189.542,14.75,204.292
2013-05-13,94.0,63.625,35.0,13.6955,16.2605,2.5655,53.0,6.4565,55.0415,272.0,199.917,117.0,191.043,26.13,217.174
2013-05-14,92.0,67.958,34.0,12.364,14.75,2.3865,23.5,5.0,23.9375,270.0,208.292,137.0,184.391,21.174,205.565
2013-05-15,94.0,72.417,50.0,13.75,16.75,3.0,31.25,5.2705,30.0415,260.0,206.375,150.0,185.25,22.708,207.958
2013-05-16,87.0,71.75,54.0,7.6045,8.4165,0.8125,31.792,1.3330000000000002,32.6455,236.0,194.583,163.0,186.667,19.25,205.917
2013-05-17,83.0,64.708,43.0,8.396,9.417,1.021,23.667,3.5415,22.771,238.0,183.0,137.0,187.625,18.208,205.833
2013-05-18,91.0,70.25,55.0,10.5,11.396,0.896,22.042,4.083,24.9375,249.0,206.125,160.0,185.083,20.417,205.5
2013-05-19,98.0,92.875,79.0,9.917,10.667,0.75,16.292,2.1875,18.792,193.0,186.375,178.0,185.0,17.417,202.417
2013-05-20,96.0,82.292,70.0,8.652000000000001,10.087,1.435,20.136,2.4095,21.826,237.0,206.083,183.0,187.435,17.609,205.043
2013-05-21,88.0,72.292,47.0,9.6875,10.3335,0.646,49.125,3.333,51.1455,252.0,210.792,169.0,188.083,18.792,206.875
2013-05-22,91.0,71.042,38.0,15.5625,17.542,1.9794999999999998,54.625,4.1875,53.5415,271.0,204.625,129.0,190.417,21.667,212.083
2013-05-23,88.0,64.958,45.0,15.6875,17.3125,1.625,42.333,3.875,45.8545,270.0,210.583,151.0,190.125,20.5,210.625
2013-05-24,90.0,61.167,31.0,15.5415,17.6455,2.104,50.625,6.0835,51.646,300.0,221.208,134.0,190.292,24.833,215.125
2013-05-25,91.0,71.417,52.0,11.896,13.25,1.3545,36.292,4.729,39.521,276.0,227.5,168.0,185.917,20.167,206.083
2013-05-26,88.0,65.792,41.0,9.9375,10.9375,1.0,22.833,4.292,27.25,274.0,234.125,201.0,184.75,17.917,202.667
2013-05-27,78.0,71.458,54.0,13.326,14.5655,1.239,16.708,4.5,17.875,251.0,223.958,209.0,184.87,16.174,201.043
2013-05-28,99.0,93.25,75.0,13.2195,14.9775,1.758,11.261,2.065,19.8065,216.0,204.917,192.0,183.727,13.455,197.182
2013-05-29,99.0,91.458,85.0,17.2295,20.0,2.771,46.792,2.8955,64.896,230.0,214.0,197.0,194.0,20.125,214.125
2013-05-30,91.0,77.333,59.0,11.8125,13.125,1.3125,35.708,2.8125,43.271,230.0,203.458,157.0,188.792,16.458,205.25
2013-05-31,95.0,81.083,66.0,21.0835,25.375,4.2915,33.625,4.7915,39.0625,220.0,183.5,128.0,191.125,21.292,212.417
2013-06-01,99.0,90.458,73.0,17.0,19.6665,2.667,25.542,2.9375,29.8335,208.0,180.458,160.0,191.0,20.792,211.792
2013-06-02,99.0,98.625,98.0,9.2085,9.9585,0.75,8.542,1.3125,9.2085,182.0,174.25,165.0,187.25,14.583,201.833
2013-06-03,99.0,80.167,54.0,11.956499999999998,14.3045,2.348,18.917,4.4345,22.146,268.0,207.708,153.0,184.783,17.087,201.87
2013-06-04,95.0,72.875,49.0,11.4585,14.396,2.9375,16.875,3.761,19.2175,283.0,231.375,176.0,187.545,14.455,202.0
2013-06-05,91.0,76.083,59.0,9.9165,11.521,1.604,18.667,3.896,23.271,256.0,224.333,189.0,192.375,14.75,207.125
2013-06-06,92.0,75.167,57.0,15.896,18.3545,2.4585,23.667,3.9585,25.0,271.0,225.0,188.0,191.75,15.792,207.542
2013-06-07,87.0,67.583,47.0,11.292,12.5205,1.2294999999999998,18.583,1.5625,21.5415,285.0,232.042,168.0,191.75,14.083,205.833
2013-06-08,92.0,80.083,57.0,12.0415,13.521,1.479,28.0,4.2915,32.375,249.0,218.25,177.0,191.25,14.792,206.042
2013-06-09,95.0,91.042,82.0,10.2915,10.8125,0.5205,17.083,3.146,20.4375,216.0,199.125,189.0,188.125,12.125,200.25
2013-06-10,90.0,76.042,63.0,11.3915,12.413,1.0215,16.333,4.348,19.104,256.0,224.917,194.0,184.522,12.609,197.13
2013-06-11,92.0,77.375,61.0,16.042,19.3125,3.271,12.125,5.396,14.979,277.0,237.917,205.0,182.25,12.042,194.292
2013-06-12,93.0,75.667,55.0,12.3335,15.3335,3.0,15.708,5.0,22.1455,322.0,260.708,208.0,181.083,16.458,197.542
2013-06-13,92.0,83.25,69.0,14.6085,19.2395,4.6305,19.875,3.479,25.9375,296.0,257.208,237.0,180.826,19.609,200.435
2013-06-14,94.0,85.792,72.0,16.4165,20.542,4.125,28.458,3.8125,36.625,286.0,250.125,227.0,183.125,17.5,200.625
2013-06-15,98.0,89.167,78.0,12.0415,17.0205,4.979,19.458,3.5625,26.3125,274.0,246.042,226.0,180.667,13.167,193.833
2013-06-16,96.0,83.917,71.0,7.1665,8.979,1.8125,16.375,2.25,23.896,286.0,248.708,219.0,178.708,12.208,190.917
2013-06-17,95.0,82.25,68.0,9.5435,12.587,3.0435,13.591,3.1365,18.173499999999997,281.0,248.792,209.0,179.304,11.478,190.783
2013-06-18,93.0,78.667,69.0,14.042,20.271,6.229,15.583,4.396,22.896,295.0,268.458,235.0,176.833,12.917,189.75
2013-06-19,99.0,84.417,72.0,11.3335,15.7085,4.375,11.458,1.9375,18.2085,280.0,261.042,241.0,175.25,11.5,186.75
2013-06-20,99.0,97.792,95.0,8.1045,10.646,2.5415,8.917,1.479,9.9375,243.0,226.333,206.0,180.208,11.333,191.542
2013-06-21,99.0,97.333,94.0,12.9375,14.6875,1.75,8.875,1.9580000000000002,12.2915,205.0,197.5,190.0,184.333,10.542,194.875
2013-06-22,98.0,84.25,63.0,16.25,23.958,7.7085,14.833,4.0,18.4585,260.0,218.958,178.0,187.625,13.625,201.25
2013-06-23,95.0,86.125,73.0,10.0625,10.854,0.792,16.833,2.6455,24.2705,236.0,218.958,196.0,188.375,12.792,201.167
2013-06-24,98.0,84.583,59.0,9.273,10.932,1.6595,21.917,4.522,28.0625,261.0,221.333,189.0,187.682,19.364,207.045
2013-06-25,97.0,87.625,68.0,15.021,17.854,2.833,22.125,3.854,30.0415,259.0,225.208,200.0,187.667,20.542,208.208
2013-06-26,99.0,93.208,81.0,9.229,9.979,0.75,9.25,1.75,10.5,259.0,225.208,212.0,184.042,16.917,200.958
2013-06-27,95.0,80.625,57.0,7.771,8.8955,1.125,12.0,2.9375,16.9795,284.0,240.375,208.0,186.458,16.833,203.292
2013-06-28,94.0,81.625,67.0,14.1455,16.375,2.229,18.083,3.9165,23.9165,265.0,238.875,218.0,188.292,17.917,206.208
2013-06-29,97.0,81.708,69.0,9.5,11.5,2.0,13.042,2.9375,18.667,266.0,240.75,207.0,187.292,17.833,205.125
2013-06-30,92.0,80.792,70.0,14.646,17.1665,2.521,9.375,4.5625,10.625,268.0,240.708,225.0,184.667,16.875,201.542
2013-07-01,97.0,88.5,72.0,14.3045,17.0215,2.7175000000000002,9.208,3.8045,13.957999999999998,255.0,227.208,216.0,183.565,16.957,200.522
2013-07-02,94.0,85.167,72.0,15.104500000000002,19.375,4.2705,13.042,4.915,20.4345,290.0,248.792,222.0,187.381,13.238,200.619
2013-07-03,99.0,92.458,70.0,13.792,17.1455,3.3545,11.917,3.3335,21.083,304.0,244.625,222.0,188.75,10.625,199.375
2013-07-04,99.0,95.667,81.0,19.0,25.5625,6.5625,14.333,2.417,29.8545,284.0,246.75,229.0,190.417,14.583,205.0
2013-07-05,98.0,76.0,63.0,8.6665,10.7295,2.0625,10.958,1.9585,23.417,323.0,290.083,240.0,186.833,8.25,195.083
2013-07-06,98.0,91.333,77.0,13.8955,16.25,2.354,12.667,2.8335,25.771,290.0,256.375,243.0,187.708,10.875,198.583
2013-07-07,98.0,92.125,79.0,10.2915,15.4375,5.146,13.292,3.479,26.917,291.0,258.625,239.0,187.667,12.042,199.708
2013-07-08,99.0,82.0,58.0,12.2725,22.75,10.4775,18.75,6.413,32.6665,321.0,276.75,233.0,176.909,13.591,190.5
2013-07-09,97.0,78.792,62.0,8.8125,13.5625,4.75,16.125,3.8125,24.521,324.0,285.25,240.0,177.958,15.833,193.792
2013-07-10,96.0,74.583,55.0,8.208,15.104,6.896,10.75,2.729,14.8545,332.0,286.542,239.0,182.083,17.167,199.25
2013-07-11,95.0,75.75,55.0,9.042,14.6875,5.646,14.333,3.9375,21.7915,325.0,287.125,241.0,181.542,15.208,196.75
