date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,99.0,90.292,68.0,,,,,2.5,71.0,55.167,31.0
2011-01-02,99.0,81.75,60.0,,,,,1.083,61.0,40.833,27.0
2011-01-03,99.0,79.333,56.0,3.238,3.571,0.333,,3.667,67.0,44.292,24.0
2011-01-04,99.0,78.125,62.0,2.75,2.875,0.042,,2.167,56.0,30.208,12.0
2011-01-05,99.0,86.292,65.0,4.833,5.708,0.917,,0.833,45.0,33.083,13.0
2011-01-06,98.0,84.583,54.0,5.167,6.458,1.25,,0.417,77.0,40.125,19.0
2011-01-07,99.0,87.958,61.0,3.958,4.833,0.792,,0.208,66.0,36.333,14.0
2011-01-08,89.0,75.125,49.0,2.375,2.917,0.25,,0.125,95.0,52.083,17.0
2011-01-09,98.0,80.708,56.0,5.167,5.583,0.417,,3.417,100.0,64.875,44.0
2011-01-10,92.0,76.833,64.0,6.167,7.208,1.042,,4.542,90.0,64.667,42.0
2011-01-11,99.0,75.917,56.0,,,,,0.857,79.0,45.292,6.0
2011-01-12,99.0,87.167,70.0,,,,,0.417,59.0,33.5,5.0
2011-01-13,90.0,68.625,57.0,,,,,4.0,69.0,57.417,38.0
2011-01-14,85.0,66.792,57.0,,,,,2.375,81.0,60.333,36.0
2011-01-15,92.0,81.958,63.0,,,,,0.542,74.0,48.75,30.0
2011-01-16,92.0,82.542,68.0,,,,,0.625,68.0,51.208,36.0
2011-01-17,98.0,79.042,46.0,,,,,0.125,96.0,43.917,10.0
2011-01-18,88.0,70.375,43.0,,,,,0.75,123.0,60.25,1.0
2011-01-19,99.0,94.5,79.0,,,,,0.143,77.0,64.958,53.0
2011-01-20,96.0,82.958,66.0,,,,,0.167,104.0,79.75,61.0
2011-01-21,98.0,87.458,69.0,,,,,0.125,99.0,67.833,38.0
2011-01-22,98.0,89.0,69.0,,,,,0.292,90.0,58.292,24.0
2011-01-23,98.0,75.625,57.0,,,,,0.125,63.0,40.75,26.0
2011-01-24,85.0,66.625,59.0,,,,,0.667,30.0,20.042,6.0
2011-01-25,90.0,71.0,57.0,,,,,1.917,23.0,9.25,-7.0
2011-01-26,97.0,73.458,58.0,,,,,2.25,41.0,16.917,-15.0
2011-01-27,85.0,68.167,46.0,4.5,5.05,0.5,,3.45,75.0,43.542,18.0
2011-01-28,89.0,72.125,56.0,3.333,3.625,0.25,,2.083,72.0,43.542,18.0
2011-01-29,99.0,94.5,80.0,2.208,2.5,0.208,,0.333,57.0,23.458,11.0
2011-01-30,99.0,82.167,56.0,3.458,4.917,1.125,,0.667,57.0,21.625,4.0
2011-01-31,74.0,58.292,48.0,4.0,4.625,0.792,,1.542,61.0,37.625,3.0
2011-02-01,93.0,68.708,53.0,2.458,2.708,0.167,,3.083,57.0,30.542,11.0
2011-02-02,99.0,79.625,63.0,1.625,1.833,0.167,,1.042,12.0,-12.25,-27.0
2011-02-03,99.0,79.583,59.0,1.917,2.208,0.292,,1.0,30.0,11.083,-16.0
2011-02-04,82.0,66.833,59.0,4.143,4.429,0.286,,5.238,61.0,38.167,15.0
2011-02-05,88.0,74.75,59.0,4.167,4.292,0.25,,3.333,88.0,42.125,4.0
2011-02-06,99.0,91.292,80.0,12.333,17.375,4.875,,1.208,80.0,43.0,6.0
2011-02-07,99.0,80.958,60.0,5.208,5.625,0.375,,1.75,89.0,55.125,27.0
2011-02-08,91.0,71.75,63.0,2.333,2.625,0.083,,0.875,27.0,4.583,-22.0
2011-02-09,87.0,67.583,62.0,1.5,1.6,0.0,,1.0,26.0,15.0,3.0
2011-02-10,88.0,70.708,57.0,3.667,4.167,0.417,,0.714,58.0,29.917,6.0
2011-02-11,94.0,72.417,54.0,3.125,3.625,0.375,,0.5,72.0,30.125,-5.0
2011-02-12,85.0,71.125,50.0,3.143,3.714,0.667,,1.048,76.0,30.292,-6.0
2011-02-13,99.0,95.083,84.0,10.083,11.917,1.833,,0.667,38.0,29.417,15.0
2011-02-14,99.0,96.333,81.0,9.875,13.208,3.208,,0.375,87.0,53.333,34.0
2011-02-15,99.0,94.125,80.0,7.125,9.083,1.958,,0.542,65.0,43.667,8.0
2011-02-16,92.0,72.667,54.0,3.167,3.833,0.708,,0.375,58.0,34.792,11.0
2011-02-17,85.0,65.208,53.0,3.083,3.667,0.417,,1.417,50.0,24.417,-7.0
2011-02-18,99.0,95.25,79.0,3.158,3.895,0.632,,0.857,6.0,-4.958,-16.0
2011-02-19,99.0,93.917,86.0,1.875,2.458,0.417,,0.708,17.0,2.208,-15.0
2011-02-20,92.0,77.25,55.0,6.143,7.476,1.476,,0.571,76.0,29.792,-4.0
2011-02-21,99.0,81.292,52.0,8.955,11.636,2.636,,1.958,96.0,50.417,16.0
2011-02-22,99.0,89.875,64.0,8.304,11.87,3.391,,0.739,111.0,53.5,2.0
2011-02-23,99.0,82.792,66.0,2.792,3.375,0.333,,1.292,126.0,91.125,65.0
2011-02-24,88.0,69.0,55.0,4.75,5.75,1.125,,1.958,93.0,66.625,27.0
2011-02-25,99.0,90.458,73.0,4.167,4.875,0.792,,0.458,87.0,58.75,38.0
2011-02-26,93.0,74.792,55.0,1.792,2.333,0.542,,0.208,53.0,35.167,3.0
2011-02-27,99.0,88.375,69.0,4.667,6.667,2.042,,0.125,43.0,15.375,-9.0
2011-02-28,94.0,78.333,56.0,7.238,9.333,1.905,,0.381,46.0,9.429,-16.0
2011-03-01,90.0,77.417,54.0,6.75,8.583,1.792,,0.375,128.0,71.833,18.0
2011-03-02,92.0,87.458,77.0,6.708,7.208,0.542,,0.0,84.0,78.042,68.0
2011-03-03,86.0,70.5,48.0,5.208,5.875,0.583,,0.583,112.0,78.25,55.0
2011-03-04,92.0,78.208,62.0,4.583,5.125,0.625,,0.0,70.0,57.0,41.0
2011-03-05,92.0,89.542,81.0,8.25,9.625,1.25,,0.208,108.0,86.292,60.0
2011-03-06,92.0,81.167,66.0,7.067,8.267,1.133,,0.267,146.0,109.917,91.0
2011-03-07,82.0,63.875,49.0,9.381,11.286,1.667,,2.81,121.0,90.25,57.0
2011-03-08,87.0,68.75,45.0,10.25,12.458,2.292,,1.083,117.0,75.292,35.0
2011-03-09,84.0,70.917,61.0,9.625,10.667,0.833,,0.833,102.0,81.542,61.0
2011-03-10,91.0,80.583,52.0,3.917,4.417,0.292,,0.042,79.0,54.208,6.0
2011-03-11,89.0,66.875,44.0,2.583,3.125,0.292,,1.125,69.0,29.917,2.0
2011-03-12,83.0,69.375,56.0,2.833,3.333,0.458,,0.833,39.0,27.667,16.0
2011-03-13,82.0,68.708,50.0,3.625,4.375,0.75,,0.333,71.0,35.25,5.0
2011-03-14,84.0,63.583,47.0,4.125,5.167,0.875,,1.667,113.0,64.833,-1.0
2011-03-15,76.0,63.208,47.0,7.476,8.571,1.238,,1.714,100.0,76.583,23.0
2011-03-16,92.0,70.167,46.0,8.542,10.625,2.125,,1.167,137.0,69.125,5.0
2011-03-17,94.0,83.5,68.0,3.042,3.125,0.0,,0.0,168.0,130.042,90.0
2011-03-18,93.0,85.042,76.0,3.708,3.833,0.042,,0.0,127.0,111.208,86.0
2011-03-19,80.0,63.208,46.0,3.333,4.042,0.667,,0.083,80.0,55.125,8.0
2011-03-20,84.0,67.792,50.0,3.0,3.667,0.625,,0.417,96.0,44.083,-4.0
2011-03-21,86.0,66.042,40.0,2.958,3.5,0.458,,0.417,108.0,58.083,12.0
2011-03-22,91.0,77.0,58.0,7.458,8.375,0.958,,0.708,127.0,72.333,12.0
2011-03-23,93.0,89.708,77.0,9.35,10.4,1.25,,0.45,99.0,86.292,71.0
2011-03-24,92.0,70.75,47.0,3.042,3.375,0.375,,0.833,104.0,82.792,62.0
2011-03-25,80.0,55.75,46.0,2.542,2.667,0.125,,0.833,92.0,61.917,22.0
2011-03-26,88.0,71.833,52.0,2.792,3.292,0.375,,0.5,77.0,45.333,17.0
2011-03-27,81.0,62.0,45.0,6.0,6.583,0.667,,2.417,142.0,84.5,12.0
2011-03-28,85.0,63.708,44.0,4.625,4.958,0.333,,1.667,146.0,111.583,50.0
2011-03-29,90.0,53.958,25.0,3.917,4.708,0.708,,1.167,189.0,112.458,23.0
2011-03-30,73.0,56.333,51.0,2.667,3.083,0.125,,3.625,202.0,171.417,143.0
2011-03-31,93.0,70.875,46.0,2.143,2.333,0.143,,0.381,147.0,85.667,36.0
2011-04-01,86.0,61.083,38.0,,,,,0.167,180.0,105.042,27.0
2011-04-02,86.0,74.125,64.0,,,,,0.0,135.0,96.5,72.0
2011-04-03,74.0,60.667,51.0,,,,,0.0,101.0,77.958,41.0
2011-04-04,88.0,68.458,49.0,,,,,0.0,110.0,65.542,19.0
2011-04-05,92.0,72.625,50.0,,,,,0.0,141.0,77.667,8.0
2011-04-06,96.0,70.75,39.0,5.867,7.267,1.267,,1.471,186.0,110.375,29.0
2011-04-07,81.0,63.565,51.0,2.095,2.095,0.048,,0.318,210.0,168.5,93.0
2011-04-08,99.0,92.958,67.0,3.583,3.875,0.25,,0.0,176.0,132.792,108.0
2011-04-09,98.0,81.417,63.0,1.875,2.083,0.125,,0.125,156.0,121.542,72.0
2011-04-10,88.0,64.435,47.0,2.864,3.045,0.136,,1.409,176.0,115.25,46.0
2011-04-11,99.0,83.25,52.0,5.0,5.417,0.375,,1.083,137.0,90.083,35.0
2011-04-12,99.0,92.2,60.0,3.769,5.0,1.231,,0.308,125.0,47.727,15.0
2011-04-13,,,,4.0,4.0,0.0,,2.333,,,
2011-04-14,,,,,,,,,,,
2011-04-15,81.0,77.636,74.0,3.455,3.636,0.091,,1.545,184.0,168.909,161.0
2011-04-16,96.0,71.833,59.0,2.25,2.375,0.167,,0.375,169.0,116.375,66.0
2011-04-17,91.0,73.625,57.0,1.042,1.208,0.25,,0.0,138.0,86.375,33.0
2011-04-18,97.0,86.417,69.0,3.083,4.5,1.167,,0.583,146.0,97.625,54.0
2011-04-19,99.0,89.167,74.0,0.583,0.958,0.042,,0.042,108.0,80.542,55.0
2011-04-20,97.0,76.417,61.0,1.042,1.375,0.208,,0.167,137.0,97.042,60.0
2011-04-21,97.0,72.167,55.0,3.208,4.083,0.708,,0.833,170.0,118.708,44.0
2011-04-22,84.0,75.583,62.0,4.45,4.9,0.5,,0.95,175.0,144.5,98.0
2011-04-23,99.0,80.083,59.0,2.25,2.417,0.0,,0.25,164.0,120.042,81.0
2011-04-24,82.0,65.0,52.0,2.167,2.292,0.0,,1.042,151.0,127.417,103.0
2011-04-25,79.0,65.625,57.0,2.417,2.583,0.083,,1.125,153.0,130.0,95.0
2011-04-26,92.0,73.542,51.0,10.565,12.043,1.522,,1.625,203.0,145.875,98.0
2011-04-27,99.0,77.958,59.0,2.583,2.708,0.0,,1.5,248.0,171.417,114.0
2011-04-28,96.0,85.125,66.0,1.958,2.167,0.042,,0.125,141.0,111.5,74.0
2011-04-29,95.0,73.917,45.0,2.875,3.083,0.208,,0.583,168.0,124.0,72.0
2011-04-30,90.0,65.75,52.0,1.381,1.476,0.048,,2.0,245.0,197.833,119.0
2011-05-01,94.0,73.083,54.0,1.042,1.125,0.0,,0.458,215.0,187.583,149.0
2011-05-02,91.0,78.083,60.0,2.792,2.958,0.208,,0.5,180.0,145.208,108.0
2011-05-03,93.0,80.875,62.0,2.708,3.083,0.208,,0.458,191.0,140.5,102.0
2011-05-04,89.0,75.167,56.0,1.5,1.583,0.042,,0.417,196.0,143.208,92.0
2011-05-05,93.0,79.042,57.0,1.208,1.458,0.083,,0.0,179.0,136.333,102.0
2011-05-06,98.0,70.292,44.0,3.13,3.783,0.609,,0.696,255.0,178.125,91.0
2011-05-07,97.0,75.458,58.0,2.417,2.625,0.125,,0.958,261.0,201.5,157.0
2011-05-08,99.0,83.125,59.0,2.714,2.857,0.143,,0.714,204.0,177.792,138.0
2011-05-09,90.0,74.083,52.0,4.708,5.417,0.75,,1.125,267.0,203.292,129.0
2011-05-10,99.0,92.75,74.0,2.375,2.833,0.333,,0.083,261.0,209.958,179.0
2011-05-11,99.0,98.208,95.0,5.167,5.708,0.375,,0.0,176.0,159.333,146.0
2011-05-12,97.0,91.708,78.0,3.833,4.75,0.792,,0.292,209.0,165.375,147.0
2011-05-13,90.0,59.417,48.0,1.875,2.042,0.125,,1.042,196.0,176.0,156.0
2011-05-14,67.0,54.375,48.0,3.0,3.208,0.0,,1.625,204.0,179.833,131.0
2011-05-15,76.0,55.417,37.0,3.25,3.375,0.125,,1.0,216.0,174.167,115.0
2011-05-16,91.0,72.083,42.0,4.619,4.952,0.143,,2.0,231.0,173.125,131.0
2011-05-17,94.0,83.25,70.0,3.083,3.333,0.125,,0.583,196.0,158.625,111.0
2011-05-18,85.0,67.292,47.0,3.917,4.375,0.333,,0.958,218.0,163.25,89.0
2011-05-19,91.0,72.083,49.0,3.958,4.125,0.083,,1.625,255.0,187.875,126.0
2011-05-20,94.0,73.958,54.0,3.304,3.565,0.261,,1.304,271.0,214.167,138.0
2011-05-21,99.0,85.0,69.0,2.667,3.083,0.333,,0.958,267.0,225.542,205.0
2011-05-22,99.0,85.792,70.0,2.0,2.25,0.292,,0.0,200.0,172.167,150.0
2011-05-23,95.0,85.5,78.0,3.667,4.083,0.5,,0.0,162.0,150.583,132.0
2011-05-24,92.0,72.542,51.0,3.381,3.714,0.429,,0.048,217.0,171.625,138.0
2011-05-25,93.0,73.875,53.0,3.542,4.042,0.583,,0.417,251.0,190.833,136.0
2011-05-26,98.0,86.917,58.0,6.182,6.818,0.727,,0.458,219.0,183.083,165.0
2011-05-27,98.0,86.333,64.0,4.917,5.625,0.625,,0.083,228.0,187.583,156.0
2011-05-28,99.0,96.417,92.0,3.458,3.833,0.292,,0.0,190.0,179.708,175.0
2011-05-29,99.0,96.833,91.0,1.25,1.25,0.0,,0.0,176.0,167.292,152.0
2011-05-30,97.0,93.333,88.0,1.25,1.5,0.083,,0.042,155.0,147.125,141.0
2011-05-31,99.0,87.417,71.0,3.25,3.792,0.458,,0.0,199.0,163.042,139.0
2011-06-01,99.0,87.375,58.0,5.143,5.905,0.905,,0.429,252.0,184.625,158.0
2011-06-02,98.0,86.208,67.0,2.87,3.391,0.304,,0.13,231.0,191.042,164.0
2011-06-03,95.0,83.75,69.0,2.478,2.826,0.217,,0.087,238.0,199.333,170.0
2011-06-04,96.0,76.75,60.0,2.25,2.542,0.083,,0.625,246.0,213.25,178.0
2011-06-05,95.0,81.167,65.0,2.375,2.542,0.042,,1.0,238.0,197.0,160.0
2011-06-06,95.0,75.083,51.0,3.958,4.5,0.417,,0.833,254.0,201.917,144.0
2011-06-07,83.0,69.542,52.0,3.833,4.083,0.125,,0.708,266.0,224.042,184.0
2011-06-08,96.0,80.5,69.0,2.833,3.167,0.083,,0.333,242.0,216.417,189.0
2011-06-09,97.0,82.042,61.0,2.905,3.333,0.429,,1.0,268.0,218.708,180.0
2011-06-10,99.0,91.583,80.0,4.625,5.042,0.417,,0.292,233.0,219.571,204.0
2011-06-11,99.0,84.458,62.0,2.292,2.583,0.125,,0.0,,,
2011-06-12,97.0,94.25,87.0,2.25,2.75,0.292,,0.0,204.0,187.625,173.0
2011-06-13,99.0,88.375,71.0,1.667,2.208,0.417,,0.083,234.0,197.083,160.0
2011-06-14,95.0,76.958,59.0,2.125,2.25,0.042,,0.0,243.0,208.292,180.0
2011-06-15,96.0,79.792,58.0,3.522,4.087,0.652,,0.375,252.0,207.75,168.0
2011-06-16,94.0,79.125,63.0,4.25,4.958,0.708,,0.167,244.0,207.875,178.0
2011-06-17,97.0,75.25,57.0,2.95,3.4,0.6,,0.25,268.0,217.5,167.0
2011-06-18,98.0,88.917,77.0,2.792,3.208,0.375,,0.0,234.0,205.333,187.0
2011-06-19,96.0,83.667,71.0,2.083,2.25,0.0,,0.0,256.0,223.833,198.0
2011-06-20,98.0,86.875,67.0,3.042,3.917,0.833,,0.208,275.0,229.167,203.0
2011-06-21,97.0,82.833,66.0,2.458,2.75,0.292,,0.417,262.0,236.417,215.0
2011-06-22,91.0,83.333,69.0,3.792,4.417,0.667,,0.875,288.0,255.417,224.0
2011-06-23,86.0,74.5,64.0,1.792,2.042,0.292,,0.625,316.0,280.958,252.0
2011-06-24,96.0,75.792,63.0,1.208,1.417,0.292,,0.208,311.0,281.792,254.0
