date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,CO_mean
2011-05-12,6.625,9.458,2.834,,0.042,2.792
2011-05-13,5.583,6.042,0.458,,0.708,2.583
2011-05-14,6.104,6.479,0.375,,0.667,2.583
2011-05-15,4.792,4.896,0.104,,0.708,2.417
2011-05-16,9.782,10.304,0.522,,2.217,3.833
2011-05-17,8.792,10.0,1.208,,0.542,3.5
2011-05-18,7.792,8.604,0.812,,0.583,2.957
2011-05-19,8.812,9.292,0.479,,1.167,3.5
2011-05-20,8.542,9.292,0.75,,1.625,2.958
2011-05-21,6.854,7.646,0.792,,1.042,2.5
2011-05-22,3.25,3.479,0.229,,0.167,2.083
2011-05-23,6.87,7.978,1.108,,0.043,2.833
2011-05-24,5.52,6.166,0.646,,0.292,2.333
2011-05-25,5.5,6.604,1.104,,0.5,2.609
2011-05-26,8.646,10.354,1.708,,0.708,2.833
2011-05-27,8.27,9.396,1.125,,0.417,2.708
2011-05-28,7.229,8.729,1.5,,0.083,2.792
2011-05-29,2.729,2.916,0.188,,0.042,2.0
2011-05-30,2.13,2.239,0.108,,0.087,1.708
2011-05-31,5.021,5.979,0.958,,0.167,2.208
2011-06-01,12.25,15.104,2.854,,0.083,3.783
2011-06-02,8.896,11.666,2.771,,0.125,3.167
2011-06-03,6.625,8.23,1.604,,0.333,3.167
2011-06-04,6.416,7.584,1.167,,0.583,3.583
2011-06-05,4.542,5.084,0.542,,0.708,2.875
2011-06-06,5.956,6.63,0.674,,0.565,3.042
2011-06-07,8.416,10.062,1.646,,0.708,3.333
2011-06-08,6.875,7.48,0.604,,0.667,2.565
2011-06-09,6.375,7.375,1.0,,0.458,2.958
2011-06-10,8.354,9.916,1.562,,0.375,3.75
2011-06-11,5.062,5.417,0.354,,0.458,2.708
2011-06-12,4.562,5.771,1.208,,0.083,3.167
2011-06-13,5.848,6.87,1.022,,0.391,2.708
2011-06-14,4.875,5.5,0.625,,0.292,2.458
2011-06-15,5.396,6.438,1.042,,0.167,2.478
2011-06-16,9.396,12.625,3.229,,0.5,3.167
2011-06-17,5.729,6.75,1.02,,0.458,2.417
2011-06-18,5.334,6.667,1.334,,0.333,2.75
2011-06-19,4.5,4.812,0.312,,0.375,2.708
2011-06-20,9.174,12.674,3.5,,0.261,3.25
2011-06-21,7.375,9.625,2.25,,0.542,2.333
2011-06-22,7.166,10.333,3.166,,0.292,2.783
2011-06-23,7.688,11.562,3.875,,0.667,2.542
2011-06-24,5.896,8.771,2.875,,1.708,1.792
2011-06-25,4.23,6.104,1.875,,0.125,1.833
2011-06-26,3.23,5.666,2.438,,0.042,1.875
2011-06-27,6.196,9.804,3.608,,0.043,1.958
2011-06-28,5.062,7.333,2.27,,0.375,2.208
2011-06-29,4.084,5.792,1.708,,0.167,2.13
2011-06-30,4.092,6.413,2.322,,0.375,1.958
2011-07-01,4.667,7.375,2.708,,0.25,1.792
2011-07-02,3.938,5.542,1.604,,0.167,1.542
2011-07-03,3.708,4.604,0.896,,0.25,2.417
2011-07-04,6.956,8.891,1.935,,0.565,2.583
2011-07-05,4.625,5.23,0.604,,0.458,2.958
2011-07-06,7.375,8.27,0.896,,0.792,3.391
2011-07-07,8.792,17.5,8.708,,0.083,3.333
2011-07-08,6.938,11.834,4.896,,0.708,2.625
2011-07-09,4.354,6.458,2.104,,0.5,1.917
2011-07-10,2.416,2.854,0.438,,0.375,1.667
2011-07-11,5.717,8.956,3.239,,0.609,2.375
2011-07-12,6.188,12.771,6.583,,0.5,2.083
2011-07-13,5.958,9.084,3.125,,0.667,2.043
2011-07-14,6.0,8.812,2.812,,0.708,1.875
2011-07-15,5.396,6.688,1.292,,0.75,1.958
2011-07-16,4.708,5.521,0.812,,0.625,2.375
2011-07-17,3.104,3.646,0.542,,0.542,2.125
2011-07-18,4.087,7.043,2.956,,0.174,1.75
2011-07-19,3.688,5.98,2.292,,0.292,1.458
2011-07-20,2.729,4.0,1.27,,0.417,1.13
2011-07-21,3.875,4.979,1.104,,0.417,1.625
2011-07-22,4.584,6.458,1.875,,0.25,1.958
2011-07-23,3.25,4.875,1.625,,0.292,1.583
2011-07-24,1.938,2.333,0.396,,0.375,1.583
2011-07-25,7.586,11.108,3.522,,0.261,2.792
2011-07-26,6.75,9.021,2.27,,0.583,2.458
2011-07-27,6.896,12.73,5.833,,0.417,2.478
2011-07-28,3.306,6.274,2.968,,0.75,2.0
2011-07-29,3.229,5.958,2.729,,0.667,1.542
2011-07-30,3.667,5.854,2.188,,0.542,1.708
2011-07-31,2.312,3.042,0.729,,0.292,2.0
2011-08-01,5.251,7.066,1.815,,0.435,2.708
2011-08-02,7.166,10.146,2.98,,0.542,2.833
2011-08-03,6.958,10.521,3.562,,0.792,2.478
2011-08-04,6.027,10.352,4.326,,0.833,2.083
2011-08-05,6.48,10.083,3.604,,0.792,2.208
2011-08-06,5.688,9.854,4.166,,0.792,1.917
2011-08-07,3.166,4.438,1.271,,0.708,1.875
2011-08-08,5.608,8.898,3.29,,0.87,2.167
2011-08-09,4.54,6.801,2.261,,0.792,1.75
2011-08-10,4.584,6.958,2.375,,0.708,1.957
2011-08-11,4.267,7.562,3.294,,0.792,2.0
2011-08-12,3.73,5.729,2.0,,0.792,2.25
2011-08-13,2.27,3.875,1.604,,0.542,1.75
2011-08-14,2.666,3.875,1.208,,0.625,1.875
2011-08-15,3.17,4.341,1.17,,0.609,2.042
2011-08-16,3.146,4.02,0.875,,0.625,2.417
2011-08-17,7.125,12.896,5.77,,0.625,2.739
2011-08-18,6.087,9.324,3.237,,0.75,2.625
2011-08-19,6.958,9.562,2.604,,0.75,2.625
2011-08-20,5.646,7.292,1.646,,0.708,2.25
2011-08-21,3.125,4.084,0.958,,0.625,2.083
2011-08-22,4.56,7.208,2.648,,0.87,2.25
2011-08-23,6.792,9.396,2.604,,0.542,2.458
2011-08-24,7.416,14.312,6.896,,0.792,2.652
2011-08-25,6.636,11.894,5.258,,0.583,2.625
2011-08-26,4.508,7.947,3.439,,0.773,2.083
2011-08-27,4.146,6.416,2.271,,1.083,2.0
2011-08-28,2.396,3.27,0.875,,1.125,1.917
2011-08-29,4.305,6.776,2.471,,1.348,2.042
2011-08-30,4.812,7.396,2.583,,1.045,2.292
2011-08-31,5.292,7.792,2.5,,1.25,2.652
2011-09-01,6.264,13.042,6.778,,0.875,2.708
2011-09-02,4.146,8.708,4.562,,0.667,1.917
2011-09-03,4.438,6.229,1.792,,0.792,1.583
2011-09-04,4.542,5.98,1.438,,0.583,1.917
2011-09-05,8.442,16.789,8.347,,0.652,1.833
2011-09-06,5.562,8.688,3.125,,0.333,2.0
2011-09-07,5.479,7.604,2.125,,0.5,2.13
2011-09-08,8.736,12.148,3.412,,0.792,2.75
2011-09-09,7.958,13.896,5.938,,0.75,2.542
2011-09-10,6.583,12.208,5.625,,0.708,2.375
2011-09-11,3.75,5.27,1.521,,0.625,2.292
2011-09-12,6.5,12.128,5.628,,0.696,2.167
2011-09-13,5.104,8.854,3.75,,0.792,2.25
2011-09-14,5.771,8.104,2.333,,0.708,2.478
2011-09-15,6.827,11.156,4.329,,0.958,2.542
2011-09-16,5.792,10.562,4.771,,0.75,2.083
2011-09-17,6.0,13.875,7.875,,0.625,2.083
2011-09-18,3.208,5.938,2.729,,0.667,1.917
2011-09-19,3.818,6.286,2.466,,0.739,1.875
2011-09-20,7.166,10.729,3.562,,0.625,1.75
2011-09-21,4.208,6.958,2.75,,0.5,1.348
2011-09-22,8.802,15.606,6.804,,0.458,2.042
2011-09-23,6.166,10.625,4.458,,0.542,1.917
2011-09-24,4.666,7.25,2.583,,0.333,2.083
2011-09-25,3.438,4.458,1.021,,0.5,2.0
2011-09-26,6.339,9.822,3.484,,0.609,3.208
2011-09-27,5.771,9.021,3.25,,0.792,2.625
2011-09-28,6.312,10.416,4.104,,0.667,2.261
2011-09-29,9.89,14.888,4.997,,0.833,2.818
2011-09-30,10.188,17.062,6.875,,1.167,2.708
2011-10-01,5.146,7.896,2.75,,0.625,1.958
2011-10-02,2.771,3.646,0.875,,0.5,1.875
2011-10-03,6.671,11.784,5.114,,0.565,2.375
2011-10-04,6.021,9.458,3.438,,0.5,2.542
2011-10-05,9.5,16.938,7.438,,0.625,3.435
2011-10-06,8.877,13.525,4.648,,0.875,2.667
2011-10-07,8.604,12.562,3.958,,1.083,3.708
2011-10-08,6.312,9.334,3.021,,0.708,3.583
2011-10-09,3.958,4.792,0.834,,0.792,3.417
2011-10-10,5.994,8.108,2.114,,1.304,3.75
2011-10-11,7.25,10.75,3.5,,1.25,3.542
2011-10-12,7.083,10.084,3.0,,0.875,3.652
2011-10-13,9.946,15.67,5.724,,0.917,3.958
2011-10-14,12.479,19.584,7.104,,0.958,4.042
2011-10-15,7.438,11.146,3.708,,1.0,3.208
2011-10-16,4.292,5.271,0.979,,1.375,3.125
2011-10-17,10.451,18.428,7.978,,1.13,3.0
2011-10-18,5.771,9.208,3.438,,0.875,2.458
2011-10-19,6.771,10.875,4.104,,0.542,2.652
2011-10-20,7.93,12.789,4.86,,0.75,2.667
2011-10-21,9.0,13.354,4.354,,1.0,2.792
2011-10-22,9.104,16.812,7.708,,1.083,2.333
2011-10-23,5.0,6.229,1.229,,0.875,2.167
2011-10-24,6.736,11.892,5.155,,1.0,2.0
2011-10-25,7.562,12.73,5.166,,0.917,2.625
2011-10-26,7.604,12.188,4.583,,0.5,2.739
2011-10-27,6.548,11.162,4.614,,0.458,2.667
2011-10-28,8.708,13.896,5.188,,0.667,2.875
2011-10-29,7.021,11.042,4.02,,0.875,2.667
2011-10-30,5.5,7.292,1.792,,0.917,2.875
2011-10-31,6.992,10.269,3.276,,0.739,2.792
2011-11-01,7.958,13.208,5.25,,0.875,2.917
2011-11-02,13.104,19.333,6.229,,0.917,3.478
2011-11-03,7.368,11.136,3.769,,1.042,3.458
2011-11-04,7.666,12.521,4.854,,0.917,3.25
2011-11-05,12.25,25.688,13.438,,1.0,4.458
2011-11-06,5.354,7.771,2.416,,1.0,3.125
2011-11-07,7.476,10.973,3.498,,1.0,2.875
2011-11-08,7.375,12.479,5.104,,0.792,2.708
2011-11-09,7.271,12.666,5.396,,0.5,2.87
2011-11-10,8.174,16.269,8.094,,0.542,2.875
2011-11-11,8.708,17.354,8.646,,0.625,3.375
2011-11-12,6.875,13.125,6.25,,0.875,3.042
2011-11-13,4.896,6.646,1.75,,1.083,3.25
2011-11-14,10.198,18.471,8.272,,1.043,4.75
2011-11-15,12.0,21.375,9.375,,0.833,3.5
2011-11-16,9.334,16.334,7.0,,0.542,2.957
2011-11-17,8.89,14.87,5.98,,1.417,3.708
2011-11-18,10.562,15.438,4.875,,1.292,3.833
2011-11-19,13.166,21.312,8.146,,1.0,3.75
2011-11-20,3.875,4.562,0.688,,0.833,2.75
2011-11-21,10.99,22.801,11.81,,0.609,2.25
2011-11-22,7.958,13.021,5.062,,0.542,2.833
2011-11-23,10.354,17.083,6.73,,1.417,3.043
2011-11-24,9.289,17.042,7.752,,0.875,3.042
2011-11-25,12.062,23.666,11.604,,0.75,3.375
2011-11-26,7.666,13.104,5.438,,0.542,3.042
2011-11-27,6.354,12.458,6.104,,0.667,3.667
2011-11-28,8.973,29.961,20.988,,0.826,6.208
2011-11-29,10.167,24.5,14.334,,1.292,4.708
2011-11-30,7.812,18.854,11.042,,0.958,4.13
2011-12-01,8.678,14.055,5.378,,0.917,2.833
2011-12-02,10.625,16.688,6.062,,0.875,3.292
2011-12-03,8.188,15.854,7.666,,0.792,2.833
2011-12-04,5.458,7.666,2.208,,0.583,2.375
2011-12-05,7.948,15.716,7.768,,0.565,3.542
2011-12-06,8.25,13.625,5.375,,0.833,3.583
2011-12-07,9.666,19.5,9.833,,0.958,3.304
2011-12-08,11.532,21.067,9.534,,1.042,4.25
2011-12-09,8.25,13.833,5.584,,0.667,2.875
2011-12-10,7.02,10.896,3.875,,0.5,2.833
2011-12-11,8.146,12.062,3.917,,0.708,3.75
2011-12-12,11.126,21.668,10.542,,0.913,4.958
2011-12-13,10.896,19.167,8.271,,0.875,4.042
2011-12-14,9.062,15.583,6.521,,0.75,3.391
2011-12-15,12.191,20.519,8.327,,1.167,4.833
2011-12-16,10.208,15.605,5.396,,0.875,3.375
2011-12-17,10.666,15.771,5.104,,0.667,3.333
2011-12-18,5.875,7.625,1.75,,0.708,2.917
2011-12-19,8.458,13.731,5.272,,0.783,3.167
2011-12-20,11.438,16.458,5.02,,0.75,3.542
2011-12-21,12.333,20.792,8.458,,1.667,4.304
2011-12-22,10.34,21.59,11.25,,1.25,4.792
2011-12-23,12.438,19.562,7.125,,0.542,3.375
2011-12-24,11.729,17.479,5.75,,0.917,3.958
2011-12-25,5.994,7.834,1.839,,0.833,3.0
2011-12-26,12.852,19.96,7.108,,0.826,3.833
2011-12-27,17.438,27.021,9.584,,0.958,4.792
2011-12-28,16.562,27.854,11.292,,0.958,5.348
2011-12-29,13.592,26.782,13.191,,1.25,4.333
2011-12-30,11.708,18.146,6.438,,0.917,4.333
2011-12-31,8.522,13.457,4.934,,0.87,3.391
2012-01-01,5.812,6.666,0.854,7.792,1.833,3.042
2012-01-02,6.73,8.02,1.292,15.375,1.958,3.391
2012-01-03,4.812,5.792,0.979,3.417,1.875,3.083
2012-01-04,10.792,13.125,2.334,3.409,1.458,3.458
2012-01-05,8.309,10.587,2.278,4.75,1.5,3.083
2012-01-06,11.042,13.77,2.73,10.875,1.5,4.083
2012-01-07,13.47,19.022,5.552,15.792,1.739,4.792
2012-01-08,11.479,17.75,6.27,13.125,1.75,4.5
2012-01-09,12.771,22.771,10.0,10.708,1.958,4.261
2012-01-10,17.584,31.792,14.208,2.417,1.875,5.083
2012-01-11,10.958,16.188,5.229,6.333,1.625,4.0
2012-01-12,12.032,15.994,3.962,14.958,1.792,3.458
2012-01-13,8.75,12.167,3.417,16.833,1.75,4.375
2012-01-14,8.962,11.034,2.072,13.292,2.261,3.708
2012-01-15,9.896,11.188,1.292,9.042,2.125,3.292
2012-01-16,12.333,15.938,3.604,11.417,2.25,3.913
2012-01-17,14.0,17.167,3.166,10.333,2.208,4.542
2012-01-18,9.792,11.562,1.771,5.583,2.0,3.417
2012-01-19,15.589,20.254,4.665,13.625,2.25,5.708
2012-01-20,8.375,9.542,1.166,21.583,2.708,5.208
2012-01-21,13.228,17.94,4.712,17.667,2.087,5.167
2012-01-22,11.084,15.604,4.521,3.125,2.083,4.208
2012-01-23,12.292,15.188,2.896,5.917,2.125,3.652
2012-01-24,9.458,11.896,2.438,9.208,2.375,3.125
2012-01-25,8.48,10.188,1.708,7.125,2.083,3.125
2012-01-26,6.206,7.289,1.084,2.875,2.0,2.458
2012-01-27,6.75,7.917,1.166,3.333,1.875,3.5
2012-01-28,13.658,15.906,2.248,7.917,1.87,3.458
2012-01-29,16.688,22.438,5.75,14.458,2.125,5.0
2012-01-30,14.688,23.279,8.592,25.083,2.083,6.739
2012-01-31,13.488,17.162,3.675,18.583,2.0,4.625
2012-02-01,10.334,15.02,4.688,13.565,0.727,3.875
2012-02-02,10.708,14.084,3.375,9.25,0.125,3.833
2012-02-03,4.125,4.854,0.73,14.25,0.0,3.333
2012-02-04,11.98,15.254,3.274,11.636,0.391,3.917
2012-02-05,6.312,7.562,1.25,10.458,0.792,2.917
2012-02-06,9.292,11.292,2.0,4.458,0.0,2.87
2012-02-07,7.161,10.09,2.928,8.125,0.333,2.917
2012-02-08,8.104,9.125,1.021,6.708,0.5,2.625
2012-02-09,9.708,11.625,1.917,8.958,0.042,3.292
2012-02-10,6.833,7.833,1.0,16.25,0.667,3.25
2012-02-11,10.904,11.856,0.952,17.542,0.957,3.75
2012-02-12,10.646,13.688,3.042,15.375,0.458,3.792
2012-02-13,10.438,12.271,1.834,12.792,0.708,3.261
2012-02-14,7.534,11.5,3.966,7.739,0.333,3.381
2012-02-15,8.062,11.229,3.166,9.5,1.0,3.333
2012-02-16,5.125,6.354,1.229,7.042,1.0,2.792
2012-02-17,5.229,6.958,1.729,5.708,1.0,3.083
2012-02-18,12.16,17.989,5.829,9.542,1.0,4.333
2012-02-19,8.438,11.375,2.938,7.375,1.0,3.25
2012-02-20,11.584,16.042,4.458,6.917,0.708,3.783
2012-02-21,14.75,18.623,3.873,10.0,0.875,4.625
2012-02-22,12.042,15.812,3.77,18.917,1.083,4.75
2012-02-23,9.812,11.958,2.146,12.042,0.917,4.0
2012-02-24,2.562,3.146,0.584,8.667,0.708,2.292
2012-02-25,7.466,9.682,2.214,4.708,0.522,3.042
2012-02-26,9.021,12.979,3.958,14.417,0.667,3.375
2012-02-27,10.438,13.77,3.334,18.125,0.917,3.957
2012-02-28,9.192,12.086,2.894,13.583,0.625,3.833
2012-02-29,,,,,,
2012-03-01,10.77,12.458,1.688,11.375,0.917,3.5
2012-03-02,4.438,4.75,0.312,18.917,1.0,3.083
2012-03-03,4.104,4.354,0.25,6.417,0.667,2.375
2012-03-04,7.894,9.566,1.672,11.792,0.957,3.208
2012-03-05,8.646,10.0,1.354,24.043,1.417,4.458
2012-03-06,9.021,11.021,2.0,20.75,0.958,4.0
2012-03-07,12.209,15.532,3.324,25.292,2.083,4.167
2012-03-08,12.708,14.688,1.98,34.583,1.542,4.375
2012-03-09,11.604,12.625,1.021,45.333,1.958,5.083
2012-03-10,4.146,4.458,0.312,21.292,1.458,2.75
2012-03-11,6.128,7.044,0.916,8.958,0.609,2.583
2012-03-12,9.166,11.375,2.208,9.208,1.125,2.75
2012-03-13,7.062,8.104,1.042,11.083,1.208,2.435
2012-03-14,5.776,6.994,1.218,8.625,0.375,2.458
2012-03-15,8.084,10.5,2.416,7.583,0.417,2.833
2012-03-16,8.75,10.792,2.042,23.25,1.125,3.792
2012-03-17,6.25,6.958,0.708,29.042,1.208,4.167
2012-03-18,7.39,8.973,1.584,20.25,1.087,2.583
2012-03-19,7.229,8.625,1.396,18.125,1.0,3.292
2012-03-20,10.896,14.02,3.125,24.75,1.25,3.913
2012-03-21,5.908,7.234,1.326,6.167,0.875,2.583
2012-03-22,8.583,10.812,2.229,7.75,0.75,3.095
2012-03-23,7.312,8.208,0.896,15.5,0.958,3.083
2012-03-24,4.354,4.938,0.584,15.583,0.75,3.0
2012-03-25,7.142,7.913,0.772,12.333,1.043,3.125
2012-03-26,6.917,8.416,1.5,10.917,0.75,3.208
2012-03-27,12.125,16.145,4.021,13.458,0.75,4.304
2012-03-28,8.042,9.5,1.458,11.792,1.0,3.375
2012-03-29,4.917,5.833,0.917,16.292,0.958,3.208
2012-03-30,4.417,4.708,0.292,9.833,0.958,2.458
2012-03-31,2.875,2.875,0.0,9.833,0.917,2.583
2012-04-01,5.521,6.604,1.083,,1.0,2.75
2012-04-02,5.784,7.226,1.443,,1.261,2.75
2012-04-03,5.754,8.395,2.642,,1.0,2.333
2012-04-04,10.729,15.562,4.834,,1.042,3.087
2012-04-05,9.604,12.271,2.666,,1.125,4.208
2012-04-06,8.208,11.73,3.521,,0.917,3.208
2012-04-07,6.375,9.25,2.875,,1.0,2.833
2012-04-08,5.271,5.875,0.604,,1.5,3.125
2012-04-09,11.766,15.666,3.902,,1.478,3.917
2012-04-10,7.614,9.256,1.644,,1.958,3.625
2012-04-11,6.542,7.812,1.271,,1.0,2.565
2012-04-12,6.208,8.271,2.062,,1.0,3.667
2012-04-13,9.625,14.188,4.562,,0.917,4.0
2012-04-14,7.084,10.084,3.0,,1.0,2.958
2012-04-15,3.896,4.604,0.708,,0.917,2.917
2012-04-16,10.867,13.865,2.998,,1.0,3.583
2012-04-17,9.96,15.88,5.919,,1.0,3.333
2012-04-18,8.0,12.521,4.521,,1.0,3.13
2012-04-19,9.375,16.792,7.417,,1.125,3.042
2012-04-20,9.604,14.521,4.917,,1.0,3.042
2012-04-21,5.02,6.354,1.333,,1.0,2.458
2012-04-22,2.25,2.458,0.208,,1.0,2.0
2012-04-23,6.554,8.892,2.337,,1.217,3.042
2012-04-24,8.062,10.364,2.302,,1.667,3.875
2012-04-25,6.833,7.979,1.146,,1.542,3.696
2012-04-26,6.625,7.542,0.916,,1.0,2.917
2012-04-27,6.084,7.688,1.604,,1.0,2.5
2012-04-28,9.0,12.416,3.417,,1.458,2.792
2012-04-29,6.479,6.875,0.396,,1.667,3.0
2012-04-30,8.354,10.239,1.886,,1.304,2.833
2012-05-01,4.198,5.042,0.844,,1.0,1.875
