date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,THC_mean,CO_mean
2011-01-01,187.292,7.958,7.713,9.672,1.958,,1.202,6.81,195.25,4.167
2011-01-02,192.417,14.042,7.536,10.906,3.37,,1.173,6.676,206.458,4.25
2011-01-03,185.292,5.833,5.036,6.448,1.412,,1.696,6.083,191.125,3.25
2011-01-04,186.542,7.625,9.932,18.016,8.083,,1.738,7.486,194.167,4.042
2011-01-05,190.19,5.095,5.304,7.28,1.976,,1.682,10.339,195.286,3.217
2011-01-06,189.458,5.292,4.547,6.26,1.714,,1.94,10.986,194.75,2.75
2011-01-07,190.583,5.0,6.203,9.734,3.531,,1.506,7.5,195.583,3.0
2011-01-08,191.875,4.625,5.526,7.432,1.906,,2.024,6.458,196.5,3.042
2011-01-09,196.167,9.375,14.49,21.464,6.974,,1.464,7.352,205.542,4.667
2011-01-10,190.208,5.833,10.859,17.375,6.516,,3.685,10.25,196.042,3.583
2011-01-11,190.875,5.0,8.432,13.792,5.359,,1.577,7.083,195.875,3.833
2011-01-12,193.0,5.957,9.555,14.696,5.142,,2.191,6.738,198.957,3.571
2011-01-13,196.875,9.75,12.307,22.5,10.193,,1.948,10.185,206.625,4.375
2011-01-14,191.875,6.333,5.125,8.24,3.115,,2.101,9.699,198.208,3.875
2011-01-15,193.667,5.833,4.25,6.396,2.146,,2.006,8.555,199.5,3.458
2011-01-16,196.75,6.375,11.119,19.565,8.446,,1.571,9.858,203.125,4.458
2011-01-17,194.083,8.042,17.909,32.208,14.298,,1.917,9.354,202.125,5.0
2011-01-18,201.458,15.583,21.948,40.203,18.255,,1.75,10.929,217.042,5.875
2011-01-19,195.696,15.826,23.417,45.525,22.108,,1.811,11.315,211.522,5.913
2011-01-20,204.286,17.667,21.837,48.302,26.465,,1.888,9.168,221.952,5.833
2011-01-21,192.458,6.708,8.438,13.922,5.484,,1.387,4.917,199.167,4.042
2011-01-22,190.333,15.625,13.141,26.349,13.208,,1.351,4.491,205.958,5.167
2011-01-23,191.958,7.958,8.675,14.311,5.636,,1.851,10.861,199.917,4.0
2011-01-24,193.292,5.208,7.621,11.485,3.864,,2.077,9.001,198.5,3.792
2011-01-25,193.333,6.667,11.505,20.641,9.135,,1.166,10.141,200.0,4.208
2011-01-26,198.087,6.478,6.118,9.04,2.922,,2.418,8.366,204.565,3.222
2011-01-27,199.083,6.167,5.37,7.458,2.088,,3.095,10.759,205.25,3.875
2011-01-28,200.625,6.625,6.312,9.536,3.224,,1.798,9.343,207.25,3.875
2011-01-29,201.167,5.708,4.938,6.323,1.385,,1.941,7.393,206.875,3.458
2011-01-30,201.417,6.708,7.672,11.625,3.953,,2.0,9.917,208.125,3.708
2011-01-31,198.458,5.833,5.005,8.385,3.38,,3.089,11.954,204.292,3.125
2011-02-01,200.208,7.042,6.89,11.615,4.724,,1.744,10.079,207.25,3.417
