date,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,PM25_mean
2011-03-05,5.396,6.479,1.084,0.5,10.979,
2011-03-06,2.292,3.083,0.792,0.375,7.75,
2011-03-07,9.396,12.458,3.062,0.646,18.542,
2011-03-08,6.042,7.48,1.438,0.916,17.458,
2011-03-09,4.77,6.084,1.312,1.48,13.667,
2011-03-10,3.979,5.166,1.188,1.166,10.771,
2011-03-11,2.666,3.146,0.479,1.479,14.23,
2011-03-12,3.771,4.916,1.146,6.125,14.625,
2011-03-13,2.979,3.625,0.646,0.646,11.916,
2011-03-14,6.916,8.834,1.916,0.854,13.854,
2011-03-15,4.318,4.796,0.478,0.386,18.229,
2011-03-16,12.146,15.0,2.854,0.979,20.812,
2011-03-17,9.438,11.042,1.604,0.646,19.604,
2011-03-18,3.104,4.75,1.646,4.979,18.166,
2011-03-19,3.708,4.896,1.188,0.812,13.896,
2011-03-20,2.938,3.458,0.521,0.708,15.105,
2011-03-21,7.625,9.416,1.792,1.146,16.792,
2011-03-22,11.104,13.916,2.812,1.5,22.584,
2011-03-23,9.542,12.5,2.958,3.771,23.52,
2011-03-24,2.208,2.834,0.625,0.562,12.688,
2011-03-25,3.396,4.354,0.958,0.667,14.979,
2011-03-26,7.896,11.375,3.479,0.833,15.25,
2011-03-27,4.792,5.812,1.021,0.73,13.75,
2011-03-28,8.292,10.666,2.375,1.729,17.416,
2011-03-29,9.166,12.062,2.896,1.479,24.666,
2011-03-30,8.458,10.396,1.938,2.146,32.73,
2011-03-31,8.562,10.25,1.688,0.625,19.666,
2011-04-01,6.771,7.0,0.229,0.125,30.653,
2011-04-02,3.542,3.604,0.062,0.875,20.438,
2011-04-03,1.77,1.792,0.021,0.708,13.25,
2011-04-04,4.375,4.812,0.438,1.5,15.583,
2011-04-05,13.566,16.054,2.487,2.739,19.958,
2011-04-06,11.333,14.5,3.166,5.0,30.271,
2011-04-07,10.438,12.5,2.062,2.458,29.979,
2011-04-08,8.5,9.875,1.375,1.208,27.167,
2011-04-09,6.146,7.396,1.25,0.417,19.438,
2011-04-10,5.688,7.812,2.125,1.042,19.271,
2011-04-11,6.896,8.479,1.584,1.875,24.396,
2011-04-12,7.375,10.375,3.0,3.375,20.854,
2011-04-13,9.438,12.375,2.938,2.0,25.875,
2011-04-14,13.562,18.062,4.5,3.75,31.5,
2011-04-15,6.646,7.562,0.916,0.958,37.646,
2011-04-16,9.312,11.146,1.834,0.75,28.062,
2011-04-17,2.729,3.646,0.916,0.833,11.271,
2011-04-18,3.022,3.458,0.435,0.417,12.688,
2011-04-19,2.146,2.52,0.375,0.5,13.625,
2011-04-20,2.166,2.604,0.438,1.0,20.584,
2011-04-21,4.708,5.396,0.688,1.375,19.188,
2011-04-22,5.896,6.562,0.667,1.833,18.084,
2011-04-23,3.625,3.896,0.271,0.042,17.812,
2011-04-24,4.125,5.0,0.875,1.833,25.521,
2011-04-25,6.792,7.417,0.625,1.167,31.292,
2011-04-26,10.104,11.666,1.562,2.25,32.583,
2011-04-27,8.812,9.708,0.896,1.125,31.0,
2011-04-28,7.396,7.958,0.562,0.5,19.292,
2011-04-29,5.458,5.979,0.521,1.833,24.25,
2011-04-30,5.166,5.604,0.438,1.917,37.312,
2011-05-01,2.52,2.542,0.021,0.25,23.292,
2011-05-02,3.704,4.273,0.568,0.354,13.84,
2011-05-03,0.896,0.938,0.042,0.792,15.125,
2011-05-04,4.416,4.916,0.5,0.208,15.333,
2011-05-05,5.896,8.208,2.312,0.875,18.208,
2011-05-06,4.854,5.584,0.73,0.438,22.666,
2011-05-07,8.021,8.792,0.77,0.0,22.354,
2011-05-08,3.812,5.188,1.375,0.5,18.792,
2011-05-09,4.104,6.75,2.646,1.084,17.48,
2011-05-10,3.688,5.188,1.5,2.062,15.875,
2011-05-11,7.708,10.75,3.042,1.312,18.916,
2011-05-12,10.084,13.98,3.896,1.125,22.312,
2011-05-13,3.458,4.166,0.708,2.084,19.61,
2011-05-14,6.208,9.208,3.0,2.271,33.834,
2011-05-15,3.02,3.834,0.812,0.771,13.438,
2011-05-16,5.792,7.542,1.75,0.792,23.542,
2011-05-17,9.52,13.062,3.542,1.334,32.354,
2011-05-18,13.25,15.614,2.364,1.881,27.854,
2011-05-19,9.792,11.334,1.542,1.062,34.208,
2011-05-20,7.479,8.562,1.083,1.542,35.958,
2011-05-21,4.166,4.562,0.396,1.604,24.292,
2011-05-22,5.833,7.146,1.312,1.042,25.062,
2011-05-23,3.688,4.312,0.625,3.958,17.98,
2011-05-24,4.854,6.208,1.354,1.166,27.312,
2011-05-25,7.208,10.271,3.062,2.146,27.584,
2011-05-26,7.208,8.396,1.188,0.812,21.062,
2011-05-27,9.0,10.979,1.979,1.938,29.438,
2011-05-28,10.417,11.084,0.666,0.5,28.521,
2011-05-29,2.396,2.771,0.375,4.23,24.562,
2011-05-30,2.396,3.292,0.896,10.104,26.834,
2011-05-31,4.666,6.5,1.833,3.77,31.896,
2011-06-01,4.0,6.938,2.938,2.52,34.583,
2011-06-02,6.182,7.227,1.046,1.021,35.934,
2011-06-03,10.52,15.958,5.438,2.104,28.354,
2011-06-04,7.708,9.812,2.104,0.75,25.98,
2011-06-05,4.584,6.0,1.416,0.938,27.792,
2011-06-06,9.146,10.5,1.354,1.312,29.479,
2011-06-07,9.292,11.125,1.834,1.688,31.021,
2011-06-08,8.125,9.229,1.104,0.542,36.958,
2011-06-09,9.688,10.542,0.854,0.583,28.625,
2011-06-10,9.646,10.792,1.146,0.542,28.166,
2011-06-11,5.729,6.604,0.875,0.896,26.021,
2011-06-12,5.583,7.312,1.729,1.229,29.375,
2011-06-13,4.666,5.062,0.396,1.584,25.042,
2011-06-14,3.417,4.312,0.896,5.438,21.938,
2011-06-15,5.062,6.125,1.062,3.354,22.708,
2011-06-16,6.479,8.062,1.584,1.25,25.292,
2011-06-17,8.614,11.023,2.409,1.318,28.812,
2011-06-18,9.834,11.812,1.98,0.854,30.625,
2011-06-19,6.584,10.896,4.312,2.5,28.334,
2011-06-20,9.5,12.333,2.833,2.416,28.979,
2011-06-21,11.916,17.479,5.562,3.375,39.604,
2011-06-22,12.938,15.688,2.75,2.229,44.688,
2011-06-23,3.938,5.084,1.146,3.792,27.542,
2011-06-24,2.271,4.083,1.812,2.979,18.666,
2011-06-25,5.938,8.312,2.375,1.25,26.271,
2011-06-26,5.23,7.896,2.666,1.271,22.916,
2011-06-27,10.146,17.938,7.792,4.146,26.312,
2011-06-28,7.104,8.375,1.271,0.375,24.646,
2011-06-29,8.292,11.062,2.77,1.979,43.396,
2011-06-30,10.021,12.833,2.812,1.521,49.812,
2011-07-01,7.083,11.042,3.958,1.542,49.0,
2011-07-02,5.782,8.282,2.5,3.188,34.976,
2011-07-03,5.375,6.396,1.021,0.646,28.896,
2011-07-04,4.208,5.166,0.958,2.812,32.458,
2011-07-05,7.084,9.02,1.938,1.542,38.438,
2011-07-06,9.083,12.77,3.688,1.562,40.938,
2011-07-07,7.479,12.916,5.438,2.666,35.166,
2011-07-08,6.979,8.812,1.834,2.562,29.917,
2011-07-09,8.125,12.521,4.396,2.084,38.73,
2011-07-10,3.5,5.479,1.979,2.062,35.562,
2011-07-11,8.188,12.292,4.104,1.458,26.688,
2011-07-12,9.5,15.354,5.854,2.542,29.542,
2011-07-13,7.0,11.0,4.0,1.833,36.416,
2011-07-14,3.0,3.438,0.438,6.458,30.25,
2011-07-15,2.73,2.73,0.0,1.021,26.396,
2011-07-16,7.312,8.834,1.521,0.896,29.854,
2011-07-17,1.646,1.646,0.0,2.188,25.021,
2011-07-18,6.708,10.75,4.042,2.354,35.271,
2011-07-19,3.952,5.688,1.735,0.956,32.834,
2011-07-20,2.312,2.729,0.416,1.104,25.979,
2011-07-21,3.292,4.188,0.896,1.958,31.084,
2011-07-22,5.646,6.604,0.958,1.125,33.27,
2011-07-23,5.479,5.792,0.312,0.48,29.083,
2011-07-24,3.062,3.312,0.25,3.084,38.792,
2011-07-25,10.02,14.438,4.417,2.334,44.312,
2011-07-26,10.0,18.02,8.021,4.084,39.625,
2011-07-27,8.938,12.604,3.667,3.604,39.584,
2011-07-28,12.708,17.375,4.666,2.354,42.5,
2011-07-29,9.917,15.021,5.104,2.083,45.146,
2011-07-30,4.792,5.5,0.708,1.0,28.562,
2011-07-31,3.792,4.688,0.896,3.334,27.938,
2011-08-01,4.0,6.916,2.916,2.625,25.584,
2011-08-02,7.188,10.23,3.042,2.25,35.667,
2011-08-03,6.114,8.704,2.591,1.312,36.586,
2011-08-04,6.375,11.562,5.188,1.625,45.521,
2011-08-05,6.958,12.083,5.125,0.708,31.854,
2011-08-06,8.542,17.938,9.396,1.792,29.0,
2011-08-07,8.584,16.52,7.938,1.98,35.792,
2011-08-08,11.125,21.042,9.916,1.5,32.23,
2011-08-09,10.875,15.146,4.27,1.292,28.73,
2011-08-10,11.48,18.166,6.688,1.771,37.146,
2011-08-11,6.854,12.125,5.271,1.562,43.666,
2011-08-12,5.292,9.73,4.438,1.188,32.604,
2011-08-13,6.229,10.875,4.646,1.771,25.854,
2011-08-14,7.667,10.146,2.479,2.062,43.875,
2011-08-15,7.25,11.792,4.542,3.0,50.125,
2011-08-16,3.292,4.23,0.938,3.938,36.75,
2011-08-17,7.77,9.916,2.146,0.77,33.875,
2011-08-18,3.432,4.273,0.841,2.498,21.958,
2011-08-19,7.917,11.312,3.396,1.416,23.812,
2011-08-20,5.042,6.021,0.98,0.312,23.646,
2011-08-21,3.834,3.958,0.125,0.0,24.396,
2011-08-22,4.042,4.75,0.708,2.27,22.5,
2011-08-23,2.646,3.125,0.479,4.75,22.875,
2011-08-24,7.188,10.23,3.042,1.229,23.0,
2011-08-25,5.979,7.334,1.354,0.417,23.854,
2011-08-26,8.354,9.854,1.5,0.458,26.271,
2011-08-27,8.104,12.167,4.062,1.396,26.354,
2011-08-28,6.646,12.271,5.625,2.104,29.396,
2011-08-29,6.292,8.083,1.792,1.104,35.354,
2011-08-30,8.48,11.146,2.666,0.833,37.916,
2011-08-31,9.834,14.312,4.479,0.896,35.146,
2011-09-01,10.0,15.084,5.083,1.042,38.271,
2011-09-02,3.812,6.146,2.334,0.416,34.084,
2011-09-03,2.527,3.873,1.346,0.646,62.625,
2011-09-04,2.706,5.085,2.379,0.334,36.648,
2011-09-05,3.223,4.636,1.413,0.586,36.514,
2011-09-06,2.0,2.438,0.438,0.542,29.896,
2011-09-07,4.542,4.729,0.188,0.562,39.104,
2011-09-08,7.834,8.188,0.354,1.167,36.562,
2011-09-09,13.812,15.084,1.271,0.792,43.334,
2011-09-10,7.792,8.458,0.666,1.521,35.812,
2011-09-11,4.334,4.542,0.208,0.708,23.75,
2011-09-12,7.438,8.208,0.771,0.48,29.375,
2011-09-13,4.521,5.416,0.896,1.916,28.583,
2011-09-14,4.562,5.354,0.792,0.771,26.771,
2011-09-15,6.562,7.188,0.625,0.625,34.396,
2011-09-16,7.354,8.688,1.334,1.062,37.938,
2011-09-17,9.062,10.812,1.75,1.208,41.083,
2011-09-18,2.334,2.334,0.0,0.542,24.188,
2011-09-19,3.188,3.23,0.042,0.292,21.98,
2011-09-20,6.704,10.204,3.5,0.727,24.542,
2011-09-21,3.604,5.542,1.938,1.271,20.292,
2011-09-22,1.396,1.958,0.562,0.0,19.021,
2011-09-23,3.27,4.084,0.812,0.396,20.771,
2011-09-24,6.458,9.062,2.604,0.604,22.292,
2011-09-25,4.062,5.458,1.396,0.438,19.292,
2011-09-26,4.262,7.11,2.849,0.338,21.535,
2011-09-27,5.3,8.8,3.5,0.2,22.22,
2011-09-28,6.782,8.602,1.82,0.399,20.416,
2011-09-29,5.146,6.458,1.312,0.354,16.584,
2011-09-30,4.583,4.666,0.084,0.292,18.854,
2011-10-01,2.834,3.416,0.583,0.438,12.104,
2011-10-02,2.875,4.166,1.292,0.416,11.875,
2011-10-03,5.5,7.5,2.0,0.146,8.544,
2011-10-04,7.258,11.502,4.244,0.498,16.271,
2011-10-05,8.729,13.166,4.438,1.084,20.479,
2011-10-06,8.916,10.77,1.854,0.562,20.084,
2011-10-07,3.916,4.458,0.542,0.166,15.729,
2011-10-08,7.0,8.916,1.916,0.562,19.0,
2011-10-09,7.312,10.229,2.916,0.417,25.875,
2011-10-10,9.25,12.292,3.042,0.666,34.354,
2011-10-11,7.0,10.604,3.604,0.604,20.812,
2011-10-12,5.875,8.73,2.854,0.646,19.98,
2011-10-13,8.521,12.271,3.75,1.812,23.208,
2011-10-14,10.812,15.021,4.208,0.98,29.916,
2011-10-15,8.938,10.25,1.312,0.438,30.166,
2011-10-16,5.854,6.792,0.938,0.708,29.646,
2011-10-17,6.729,7.729,1.0,1.146,25.75,
2011-10-18,3.786,4.975,1.188,0.792,15.75,
2011-10-19,8.864,11.958,3.095,0.704,17.875,
2011-10-20,7.333,9.625,2.292,1.042,21.729,
2011-10-21,10.25,12.417,2.166,0.938,24.896,
2011-10-22,4.771,6.062,1.292,1.5,19.334,
2011-10-23,3.084,3.52,0.438,0.395,13.938,
2011-10-24,6.312,7.354,1.042,0.334,16.354,
2011-10-25,7.125,8.021,0.896,0.625,18.229,
2011-10-26,6.208,8.812,2.604,1.125,14.771,
2011-10-27,5.375,7.604,2.229,1.0,12.646,
2011-10-28,5.938,8.5,2.562,1.0,16.104,
2011-10-29,10.354,14.188,3.833,1.5,23.833,
2011-10-30,4.479,5.0,0.521,0.729,24.542,
2011-10-31,4.584,5.375,0.792,1.479,28.833,
2011-11-01,12.896,20.146,7.25,1.25,25.583,
2011-11-02,8.262,10.196,1.935,1.062,28.358,
2011-11-03,6.292,8.562,2.271,1.0,24.792,
2011-11-04,7.479,10.208,2.73,1.167,21.708,
2011-11-05,12.375,15.521,3.146,0.542,24.646,
2011-11-06,3.166,3.771,0.604,3.167,19.229,
2011-11-07,4.562,5.25,0.688,1.438,15.708,
2011-11-08,6.458,8.125,1.667,0.354,15.666,
2011-11-09,7.542,9.604,2.062,0.792,13.542,
2011-11-10,7.875,10.0,2.125,0.5,15.479,
2011-11-11,10.771,14.75,3.979,0.875,20.0,
2011-11-12,12.479,17.23,4.75,1.0,21.75,
2011-11-13,6.604,8.084,1.479,1.125,24.062,
2011-11-14,5.938,6.417,0.48,0.708,20.958,
2011-11-15,7.75,10.208,2.458,0.438,15.625,
2011-11-16,8.478,11.0,2.523,0.432,12.584,
2011-11-17,10.104,15.042,4.938,0.438,12.666,
2011-11-18,11.834,15.604,3.771,1.208,17.042,
2011-11-19,13.271,16.458,3.188,0.312,26.542,
2011-11-20,5.312,7.958,2.646,0.771,17.167,
2011-11-21,3.812,4.958,1.146,0.979,13.854,
2011-11-22,5.812,7.042,1.229,0.77,11.355,
2011-11-23,7.125,8.375,1.25,0.396,14.771,
2011-11-24,5.73,6.916,1.188,0.708,18.188,
2011-11-25,4.0,5.167,1.166,1.02,11.98,
2011-11-26,5.062,5.958,0.896,1.084,11.333,
2011-11-27,7.333,9.146,1.812,0.458,15.729,
2011-11-28,9.646,13.458,3.812,1.125,18.104,
2011-11-29,6.771,9.0,2.23,1.812,25.521,
2011-11-30,4.438,5.896,1.458,6.0,17.834,
2011-12-01,8.75,12.375,3.625,0.396,13.916,
2011-12-02,10.84,15.614,4.772,0.292,10.5,
2011-12-03,4.292,7.083,2.792,2.833,8.333,
2011-12-04,2.084,4.188,2.104,0.062,7.5,
2011-12-05,12.188,19.542,7.354,0.334,10.146,
2011-12-06,12.458,22.396,9.938,0.584,11.958,
2011-12-07,6.542,11.271,4.729,0.688,10.146,
2011-12-08,7.896,11.875,3.98,0.438,9.354,
2011-12-09,12.667,20.416,7.75,0.625,9.562,
2011-12-10,12.125,23.146,11.021,0.792,12.562,
2011-12-11,9.688,15.27,5.583,0.833,13.292,
2011-12-12,7.625,13.479,5.854,1.334,11.584,
2011-12-13,8.146,12.625,4.48,1.375,12.854,
2011-12-14,11.812,18.416,6.604,1.188,11.479,
2011-12-15,8.818,14.046,5.228,1.204,16.458,
2011-12-16,7.125,9.417,2.292,1.292,10.062,
2011-12-17,8.292,11.312,3.02,0.958,8.708,
2011-12-18,5.354,6.958,1.604,0.625,9.833,
2011-12-19,9.688,13.854,4.167,0.562,8.958,
2011-12-20,10.229,17.084,6.854,0.271,9.646,
2011-12-21,11.104,20.73,9.625,0.834,12.542,
2011-12-22,4.646,6.292,1.646,3.875,8.792,
2011-12-23,5.23,6.979,1.75,1.104,11.938,
2011-12-24,5.021,6.583,1.562,1.125,10.646,
2011-12-25,4.666,5.854,1.188,0.812,7.729,
2011-12-26,9.896,15.375,5.479,1.125,9.458,
2011-12-27,11.312,16.083,4.771,0.854,10.021,
2011-12-28,10.75,15.458,4.708,0.875,9.604,
2011-12-29,9.104,12.021,2.916,0.396,8.312,
2011-12-30,6.083,7.438,1.354,0.688,12.062,
2011-12-31,2.208,2.542,0.334,0.25,8.708,
2012-01-01,2.792,3.0,0.208,2.604,18.958,
2012-01-02,4.229,4.584,0.354,1.125,10.979,
2012-01-03,4.584,4.854,0.271,1.125,11.979,
2012-01-04,8.0,9.333,1.334,0.562,14.458,
2012-01-05,9.521,11.875,2.354,0.854,11.084,
2012-01-06,4.0,4.646,0.646,1.23,14.625,
2012-01-07,7.625,9.417,1.792,1.02,12.916,
2012-01-08,9.25,11.954,2.704,0.896,11.057,
2012-01-09,11.188,15.02,3.834,0.875,11.292,
2012-01-10,8.5,11.792,3.292,1.0,11.729,
2012-01-11,9.208,13.062,3.854,0.666,13.021,
2012-01-12,10.854,14.271,3.416,0.812,12.771,
2012-01-13,5.875,7.417,1.542,1.479,23.188,
2012-01-14,5.438,7.229,1.792,0.75,12.938,
2012-01-15,2.938,3.646,0.708,0.834,9.875,
2012-01-16,10.95,16.216,5.267,0.772,12.962,
2012-01-17,6.124,8.072,1.948,1.822,12.865,
2012-01-18,8.535,11.166,2.631,0.893,11.77,
2012-01-19,18.682,32.545,13.864,0.613,12.855,
2012-01-20,7.458,9.854,2.396,0.395,10.334,
2012-01-21,9.021,11.27,2.25,0.584,13.146,
2012-01-22,5.875,7.75,1.875,1.688,11.562,
2012-01-23,14.105,19.833,5.73,0.729,12.062,
2012-01-24,9.062,11.792,2.73,0.938,16.375,
2012-01-25,4.854,6.604,1.75,0.396,14.875,
2012-01-26,7.166,8.833,1.666,1.021,14.688,
2012-01-27,4.042,4.854,0.812,0.271,12.5,
2012-01-28,10.125,12.875,2.75,0.479,12.334,
2012-01-29,7.354,9.604,2.25,0.334,10.438,
2012-01-30,7.5,12.771,5.271,0.416,8.916,
2012-01-31,11.875,15.979,4.104,0.584,11.77,
2012-02-01,12.146,16.458,4.312,0.604,17.604,
2012-02-02,5.386,6.75,1.364,0.708,22.696,
2012-02-03,2.146,2.208,0.062,0.834,10.938,
2012-02-04,5.479,6.333,0.854,1.146,14.812,
2012-02-05,6.229,6.938,0.708,1.062,12.646,
2012-02-06,9.021,10.875,1.854,0.854,12.292,
2012-02-07,3.792,4.688,0.896,1.0,9.854,
2012-02-08,7.042,9.208,2.167,0.479,12.417,
2012-02-09,5.083,5.812,0.73,0.562,10.0,
2012-02-10,6.688,7.834,1.146,0.562,10.938,
2012-02-11,3.396,4.0,0.604,3.125,11.75,
2012-02-12,12.27,16.562,4.292,0.562,12.188,
2012-02-13,4.104,4.77,0.666,2.0,13.292,
2012-02-14,10.958,13.729,2.77,0.583,16.125,
2012-02-15,9.932,13.523,3.591,0.863,23.104,
2012-02-16,4.25,4.875,0.625,0.479,16.604,
2012-02-17,6.604,7.875,1.271,0.334,9.542,
2012-02-18,10.834,14.146,3.312,0.896,12.5,
2012-02-19,4.666,6.271,1.604,1.084,12.438,
2012-02-20,7.896,9.896,2.0,0.958,16.458,
2012-02-21,9.438,13.166,3.73,1.062,13.312,
2012-02-22,7.583,9.584,2.0,0.625,14.895,
2012-02-23,8.833,12.021,3.188,0.542,14.312,
2012-02-24,3.729,4.542,0.812,1.25,10.375,
2012-02-25,4.938,5.792,0.854,0.562,9.438,
2012-02-26,8.812,12.25,3.438,0.688,13.166,
2012-02-27,9.166,12.146,2.979,0.75,13.666,
2012-02-28,6.417,8.0,1.584,0.542,18.75,
2012-02-29,,,,,,
2012-03-01,6.916,8.562,1.646,0.875,15.764,
2012-03-02,4.125,5.812,1.688,0.334,13.562,
2012-03-03,1.354,1.646,0.292,0.5,11.562,
2012-03-04,10.854,15.896,5.042,1.042,11.375,
2012-03-05,10.396,13.375,2.979,0.834,15.646,
2012-03-06,10.271,13.25,2.979,0.771,25.771,
2012-03-07,10.396,13.062,2.666,0.666,29.938,
2012-03-08,11.708,15.542,3.833,2.604,37.208,
2012-03-09,2.166,2.562,0.395,0.396,13.375,
2012-03-10,2.604,3.188,0.583,0.354,11.729,
2012-03-11,4.208,5.958,1.75,0.75,10.604,
2012-03-12,5.334,6.854,1.521,0.917,21.604,
2012-03-13,8.458,10.104,1.646,1.062,22.166,
2012-03-14,4.229,5.333,1.104,0.875,15.771,
2012-03-15,7.229,9.646,2.417,1.146,20.208,
2012-03-16,6.91,8.364,1.454,0.586,23.062,
2012-03-17,5.167,6.458,1.292,0.917,17.625,
2012-03-18,12.334,14.229,1.896,0.666,25.688,
2012-03-19,6.292,8.666,2.375,0.584,21.021,
2012-03-20,6.312,7.48,1.166,1.0,20.084,
2012-03-21,3.0,3.5,0.5,0.5,14.479,
2012-03-22,6.604,8.812,2.208,1.146,20.021,
2012-03-23,2.584,3.0,0.416,0.834,17.792,
2012-03-24,3.688,4.312,0.625,0.604,18.292,
2012-03-25,5.5,7.708,2.208,2.083,17.312,
2012-03-26,7.0,9.5,2.5,0.625,18.521,
2012-03-27,6.354,8.354,2.0,0.688,18.812,
2012-03-28,10.5,11.979,1.479,0.396,20.896,
2012-03-29,5.562,7.208,1.646,0.917,19.125,
2012-03-30,6.375,8.5,2.125,0.896,20.375,
2012-03-31,4.542,6.312,1.771,0.834,18.438,
2012-04-01,2.062,2.958,0.896,2.25,11.417,
2012-04-02,5.834,7.312,1.479,0.854,15.5,
2012-04-03,5.296,6.409,1.114,1.438,16.956,
2012-04-04,3.167,4.375,1.208,0.667,19.104,
2012-04-05,3.292,4.625,1.333,0.771,22.771,
2012-04-06,6.042,8.125,2.084,1.062,24.25,
2012-04-07,3.958,5.604,1.646,1.208,14.375,
2012-04-08,5.583,8.104,2.521,1.25,14.916,
2012-04-09,6.896,8.5,1.604,0.479,20.75,
2012-04-10,9.042,11.833,2.792,1.312,24.312,
2012-04-11,9.667,11.854,2.188,0.584,33.542,
2012-04-12,6.292,9.146,2.854,2.042,17.521,
2012-04-13,4.708,6.125,1.417,2.5,17.875,
2012-04-14,6.021,8.77,2.75,1.854,17.333,
2012-04-15,4.062,5.354,1.292,1.208,13.417,
2012-04-16,5.341,6.364,1.023,0.348,19.25,
2012-04-17,6.166,7.125,0.958,1.042,14.521,
2012-04-18,4.562,5.417,0.854,0.708,18.48,
2012-04-19,7.062,8.188,1.125,2.542,16.312,
2012-04-20,8.75,10.354,1.604,1.542,19.542,
2012-04-21,7.146,8.688,1.542,1.438,18.417,
2012-04-22,6.979,8.854,1.875,1.667,19.125,
2012-04-23,7.562,8.584,1.021,1.688,24.584,
2012-04-24,4.208,5.438,1.229,2.292,16.52,
2012-04-25,5.188,6.667,1.479,2.75,17.688,
2012-04-26,4.562,5.979,1.416,0.208,17.188,
2012-04-27,7.812,9.542,1.729,1.812,17.75,
2012-04-28,7.375,10.125,2.75,3.73,21.229,
2012-04-29,7.084,9.396,2.312,2.854,19.021,
2012-04-30,8.792,12.854,4.062,2.229,27.167,
2012-05-01,9.208,11.958,2.75,0.771,21.27,
2012-05-02,9.227,10.228,1.0,0.416,26.792,
2012-05-03,2.146,2.166,0.021,0.146,21.229,
2012-05-04,1.5,1.646,0.146,0.542,11.354,
2012-05-05,5.292,5.666,0.375,0.542,17.562,
2012-05-06,6.362,7.412,1.05,1.142,20.808,
2012-05-07,8.416,9.417,1.0,1.042,24.771,
2012-05-08,8.25,9.622,1.373,1.315,20.009,
2012-05-09,7.084,11.875,4.792,2.625,21.188,
2012-05-10,2.854,3.48,0.625,8.771,15.229,
2012-05-11,0.771,0.771,0.0,0.188,8.542,
