date,NO2_mean,NOX_mean,NO_mean,SPM_mean,PM25_mean,SO2_mean
2012-05-14,15.739,20.265,4.526,20.986,,1.913
2012-05-15,14.872,17.856,2.983,15.059,,1.826
2012-05-16,11.792,15.278,3.486,24.292,,2.708
2012-05-17,18.556,21.445,2.889,44.458,,2.292
2012-05-18,8.176,9.009,0.833,24.153,,1.583
2012-05-19,12.028,13.542,1.514,22.569,,2.417
2012-05-20,13.653,15.361,1.708,28.667,,2.5
2012-05-21,14.295,17.427,3.132,21.916,,2.043
2012-05-22,9.833,11.125,1.292,13.945,,2.125
2012-05-23,11.0,13.292,2.292,10.708,,2.083
2012-05-24,18.68,23.139,4.459,25.208,,2.167
2012-05-25,25.583,29.722,4.139,42.278,,2.333
2012-05-26,13.583,16.32,2.736,28.014,,2.167
2012-05-27,9.611,11.125,1.514,22.847,,2.375
2012-05-28,12.993,15.21,2.217,20.361,,2.217
2012-05-29,11.653,14.167,2.514,24.903,,1.833
2012-05-30,11.997,14.417,2.42,19.139,,1.917
2012-05-31,17.476,20.437,2.961,25.698,,2.458
2012-06-01,17.125,18.778,1.653,27.625,,2.125
2012-06-02,12.667,14.167,1.5,30.653,,2.292
2012-06-03,7.125,8.042,0.917,28.722,,2.167
2012-06-04,12.433,14.92,2.487,23.791,,2.043
2012-06-05,12.569,15.097,2.528,14.792,,2.292
2012-06-06,15.361,17.153,1.792,11.625,,2.042
2012-06-07,18.567,27.622,9.055,16.171,,2.958
2012-06-08,14.48,17.746,3.265,25.935,,2.417
2012-06-09,10.069,11.806,1.736,12.833,,2.083
2012-06-10,5.333,6.014,0.681,7.764,,2.292
2012-06-11,12.298,16.009,3.711,9.182,,1.727
2012-06-12,13.417,16.847,3.431,14.306,,2.208
2012-06-13,10.431,13.667,3.236,10.569,,1.75
2012-06-14,9.711,12.91,3.2,14.989,,2.087
2012-06-15,14.361,18.125,3.764,19.889,,2.542
2012-06-16,18.0,25.014,7.014,17.639,,2.458
2012-06-17,10.486,11.597,1.111,16.709,,2.042
2012-06-18,16.767,20.194,3.427,14.958,,2.348
2012-06-19,15.861,21.069,5.209,24.167,,2.167
2012-06-20,7.361,9.653,2.291,14.875,,2.083
2012-06-21,18.486,24.153,5.666,17.292,,2.542
2012-06-22,19.574,22.912,3.338,16.931,,2.25
2012-06-23,18.542,22.111,3.57,17.236,,3.083
2012-06-24,12.486,14.236,1.75,18.208,,3.167
2012-06-25,9.406,14.445,5.04,10.542,,2.304
2012-06-26,10.792,15.303,4.511,15.597,,2.333
2012-06-27,15.413,20.494,5.081,17.827,,2.5
2012-06-28,19.903,29.75,9.847,21.167,,2.625
2012-06-29,11.32,16.208,4.889,10.917,,2.083
2012-06-30,9.542,14.486,4.944,12.208,,1.875
2012-07-01,11.319,13.903,2.583,21.764,,2.5
2012-07-02,10.45,14.221,3.771,9.889,,2.348
2012-07-03,18.736,24.389,5.653,18.917,,2.375
2012-07-04,11.056,12.653,1.597,20.028,,2.333
2012-07-05,19.709,22.031,2.322,37.596,,2.833
2012-07-06,23.931,26.695,2.764,35.028,,2.417
2012-07-07,12.125,14.944,2.819,20.472,,2.5
2012-07-08,5.389,7.139,1.75,8.57,,2.083
2012-07-09,11.898,16.375,4.477,15.875,,2.609
2012-07-10,16.542,25.319,8.778,20.472,,4.167
2012-07-11,7.889,10.792,2.903,15.417,,2.167
2012-07-12,5.036,8.292,3.256,13.26,,1.364
2012-07-13,10.486,15.236,4.75,19.486,,1.15
2012-07-14,8.278,10.611,2.333,21.93,,1.208
2012-07-15,3.111,4.75,1.639,13.528,,1.125
2012-07-16,4.515,6.647,2.132,9.472,,1.304
2012-07-17,18.555,26.75,8.194,19.861,,2.083
2012-07-18,19.722,23.32,3.597,29.903,,2.125
2012-07-19,12.653,17.722,5.069,32.639,,1.792
2012-07-20,10.625,17.667,7.042,14.431,,1.583
2012-07-21,10.306,13.556,3.25,14.042,,1.625
2012-07-22,7.736,9.792,2.056,19.861,,1.583
2012-07-23,14.858,20.176,5.318,18.611,,1.913
2012-07-24,26.153,35.514,9.361,35.014,,2.083
2012-07-25,24.0,31.07,7.069,47.25,,2.208
2012-07-26,19.246,22.148,2.902,51.673,,2.625
2012-07-27,21.444,26.347,4.903,57.861,,2.833
2012-07-28,16.194,23.833,7.639,31.306,,3.042
2012-07-29,12.417,13.889,1.472,24.07,,2.375
2012-07-30,10.035,13.969,3.934,18.861,,2.565
2012-07-31,11.847,15.694,3.847,17.125,,2.458
2012-08-01,13.667,20.597,6.93,19.431,,2.708
2012-08-02,10.241,13.142,2.902,16.139,,2.292
2012-08-03,10.806,17.319,6.514,14.944,,2.375
2012-08-04,10.5,15.917,5.417,17.722,,2.375
2012-08-05,8.181,13.417,5.236,16.764,,2.958
2012-08-06,15.688,25.76,10.072,16.389,,2.13
2012-08-07,14.445,21.555,7.111,22.361,,2.333
2012-08-08,10.07,13.208,3.139,14.986,,2.667
2012-08-09,11.351,14.559,3.208,13.719,,2.261
2012-08-10,15.986,20.139,4.153,19.375,,2.542
2012-08-11,10.555,13.083,2.528,25.264,,2.5
2012-08-12,6.736,8.333,1.597,17.847,,2.958
2012-08-13,6.029,9.239,3.21,13.694,,2.348
2012-08-14,9.722,12.167,2.445,14.958,,2.333
2012-08-15,6.417,8.375,1.958,17.097,,2.125
2012-08-16,8.75,13.097,4.347,13.458,,2.167
2012-08-17,9.653,19.833,10.18,18.445,,2.333
2012-08-18,14.278,19.333,5.055,15.139,,2.083
2012-08-19,6.986,10.458,3.472,10.569,,2.583
2012-08-20,13.147,22.243,9.096,14.056,,2.304
2012-08-21,11.792,15.75,3.958,15.5,,2.083
2012-08-22,9.431,16.208,6.778,12.333,,2.292
2012-08-23,11.389,18.251,6.861,14.404,,2.958
2012-08-24,14.431,20.528,6.097,14.486,,3.083
2012-08-25,11.778,16.639,4.861,13.667,,2.875
2012-08-26,7.944,10.806,2.861,14.625,,2.625
2012-08-27,10.831,15.654,4.823,13.5,,2.348
2012-08-28,8.471,11.352,2.881,14.046,,2.875
2012-08-29,14.361,22.083,7.722,18.236,,3.083
2012-08-30,15.778,32.861,17.083,21.18,,2.958
2012-08-31,15.333,29.875,14.542,18.444,,3.125
2012-09-01,9.486,18.722,9.236,12.431,,2.5
2012-09-02,6.139,7.583,1.445,9.0,,2.542
2012-09-03,14.562,18.748,4.186,13.014,,3.043
2012-09-04,12.542,17.542,5.0,13.68,,2.625
2012-09-05,14.764,18.792,4.028,20.75,,2.292
2012-09-06,20.373,26.271,5.898,33.229,,2.435
2012-09-07,16.319,22.167,5.847,19.083,,2.542
2012-09-08,14.069,17.278,3.208,25.903,,2.5
2012-09-09,7.125,10.653,3.528,11.528,,3.625
2012-09-10,11.69,16.645,4.956,14.903,,4.087
2012-09-11,14.847,25.097,10.25,17.972,,3.333
2012-09-12,13.93,16.847,2.917,17.333,,2.542
2012-09-13,15.972,19.125,3.153,25.222,,2.583
2012-09-14,18.153,25.57,7.417,25.82,,2.583
2012-09-15,15.431,22.278,6.847,16.361,,2.75
2012-09-16,9.042,11.528,2.486,18.055,,2.542
2012-09-17,6.619,10.306,3.687,15.319,,2.522
2012-09-18,9.93,16.111,6.18,14.903,,3.292
2012-09-19,10.875,16.097,5.222,8.917,,2.542
2012-09-20,13.545,20.786,7.241,18.861,,2.667
2012-09-21,16.028,19.945,3.917,20.292,,2.542
2012-09-22,9.764,12.125,2.361,12.472,,2.5
2012-09-23,7.583,8.583,1.0,12.5,,2.417
2012-09-24,13.444,18.29,4.846,10.264,,2.435
2012-09-25,17.472,21.208,3.736,9.945,,2.083
2012-09-26,15.607,20.439,4.832,11.715,,2.375
2012-09-27,12.458,15.639,3.18,10.542,,2.333
2012-09-28,9.805,11.333,1.528,6.583,,2.208
2012-09-29,18.944,27.264,8.32,15.0,,2.625
2012-09-30,7.889,9.694,1.805,18.708,,2.208
2012-10-01,14.487,18.641,4.154,10.542,,2.348
2012-10-02,11.736,14.875,3.139,12.014,,2.458
2012-10-03,12.653,15.007,2.354,9.333,,2.409
2012-10-04,10.32,13.028,2.708,6.542,,2.0
2012-10-05,16.792,21.056,4.264,13.792,,1.958
2012-10-06,15.431,19.694,4.264,20.986,,2.083
2012-10-07,10.681,13.861,3.181,15.486,,1.667
2012-10-08,9.822,13.13,3.308,13.694,,2.0
2012-10-09,12.5,16.5,4.0,11.139,,1.75
2012-10-10,14.069,17.667,3.597,10.458,,2.042
2012-10-11,12.847,16.375,3.528,11.917,,2.0
2012-10-12,9.403,10.833,1.431,8.625,,1.417
2012-10-13,8.028,9.667,1.639,13.25,,1.792
2012-10-14,10.93,12.194,1.264,24.361,,1.875
2012-10-15,12.345,14.534,2.189,25.306,,1.957
2012-10-16,19.806,27.403,7.597,18.764,,2.083
2012-10-17,22.33,31.717,9.388,35.082,,2.042
2012-10-18,20.347,33.653,13.305,21.32,,2.042
2012-10-19,13.695,17.958,4.264,7.347,,1.75
2012-10-20,22.417,28.847,6.43,14.417,,2.75
2012-10-21,14.889,20.583,5.694,23.583,,1.958
2012-10-22,16.246,19.545,3.299,30.292,,2.261
2012-10-23,11.278,13.444,2.166,15.208,,1.833
2012-10-24,9.264,10.167,0.903,6.014,,2.125
2012-10-25,23.251,35.488,12.237,16.382,,2.292
2012-10-26,19.93,26.903,6.972,21.667,,1.958
2012-10-27,15.111,18.208,3.097,21.292,,2.167
2012-10-28,11.278,12.514,1.236,15.084,,1.875
2012-10-29,8.819,12.645,3.827,11.25,,2.087
2012-10-30,25.417,40.708,15.292,16.389,,1.792
2012-10-31,21.044,43.638,22.594,18.432,,2.087
2012-11-01,23.958,39.819,15.861,27.042,,2.042
2012-11-02,8.639,11.694,3.056,8.514,,1.917
2012-11-03,8.208,9.347,1.139,8.694,,1.833
2012-11-04,12.903,17.194,4.292,15.68,,1.792
2012-11-05,26.078,34.771,8.694,31.861,,2.13
2012-11-06,25.944,37.125,11.18,46.528,,1.833
2012-11-07,18.639,32.319,13.681,14.097,,1.917
2012-11-08,20.611,30.625,10.014,12.653,,2.167
2012-11-09,8.986,10.125,1.139,9.708,,1.958
2012-11-10,9.43,11.389,1.958,9.681,,1.875
2012-11-11,15.625,18.25,2.625,30.264,,2.125
2012-11-12,18.8,29.126,10.326,15.264,,1.957
2012-11-13,25.361,51.611,26.25,23.555,,2.167
2012-11-14,12.528,18.653,6.125,8.847,,2.417
2012-11-15,10.928,12.17,1.242,3.786,,2.385
2012-11-16,22.333,31.097,8.764,4.639,,
2012-11-17,23.556,44.889,21.333,33.708,,
2012-11-18,2.875,3.042,0.167,1.903,,
2012-11-19,23.53,36.633,13.103,15.125,,
2012-11-20,13.833,38.264,24.431,12.042,,
2012-11-21,13.545,17.399,3.854,5.278,,
2012-11-22,31.069,68.264,37.194,26.278,,
2012-11-23,26.042,50.556,24.514,36.916,,
2012-11-24,22.195,33.778,11.583,13.444,,
2012-11-25,20.805,29.0,8.194,9.833,,
2012-11-26,25.684,46.07,20.386,31.653,,
2012-11-27,7.597,8.625,1.028,1.792,,
2012-11-28,28.653,53.611,24.958,14.361,,
2012-11-29,30.333,81.635,51.302,32.275,,
2012-11-30,26.125,46.014,19.889,23.333,,
2012-12-01,16.028,33.764,17.736,11.208,,
2012-12-02,7.639,9.389,1.75,5.445,,
2012-12-03,19.439,22.401,2.962,12.097,,
2012-12-04,18.666,31.708,13.042,9.097,,
2012-12-05,28.167,59.042,30.875,9.417,,
2012-12-06,11.264,15.681,4.417,5.82,,
2012-12-07,20.972,34.542,13.569,6.111,,
2012-12-08,16.972,28.084,11.111,7.486,,
2012-12-09,14.43,22.181,7.75,4.736,,
2012-12-10,19.223,30.362,11.139,2.921,,
2012-12-11,26.944,53.486,26.542,6.667,,
2012-12-12,19.32,25.458,6.139,6.611,,
2012-12-13,21.849,30.083,8.234,7.366,,
2012-12-14,36.947,74.832,37.884,36.014,,
2012-12-15,40.805,92.958,52.153,64.806,,
2012-12-16,13.472,24.931,11.458,21.347,,
2012-12-17,28.02,38.19,10.17,23.889,,
2012-12-18,16.812,36.506,19.694,15.725,,
2012-12-19,6.46,7.079,0.619,3.039,,
2012-12-20,21.236,30.139,8.903,6.389,,
2012-12-21,29.403,49.958,20.556,20.361,,
2012-12-22,23.75,40.583,16.833,21.542,,
2012-12-23,13.736,17.111,3.375,11.111,,
2012-12-24,13.308,17.797,4.489,5.986,,
2012-12-25,32.222,64.236,32.014,15.458,,
2012-12-26,8.167,12.236,4.069,2.834,,
2012-12-27,18.784,35.915,17.132,9.882,,
2012-12-28,42.014,111.625,69.611,50.833,,
2012-12-29,13.556,16.542,2.986,11.097,,
2012-12-30,17.0,20.278,3.278,28.139,,
2012-12-31,4.81,5.062,0.252,3.569,,
2013-01-01,14.139,19.486,5.347,14.847,17.792,
2013-01-02,6.445,7.722,1.278,3.764,5.958,
2013-01-03,14.625,21.014,6.389,12.153,15.875,
2013-01-04,11.917,21.167,9.25,9.472,12.417,
2013-01-05,7.917,9.194,1.278,4.347,7.5,
2013-01-06,10.734,12.928,2.193,2.889,4.875,
2013-01-07,29.18,49.986,20.806,13.43,14.583,
2013-01-08,36.472,70.695,34.222,33.583,29.292,
2013-01-09,11.711,13.793,2.082,6.232,5.0,
2013-01-10,10.958,12.486,1.528,2.653,4.5,
2013-01-11,22.847,42.778,19.931,8.486,11.542,
2013-01-12,22.153,32.236,10.083,13.43,16.708,
2013-01-13,4.042,4.307,0.265,2.222,4.167,
2013-01-14,11.222,12.514,1.292,3.602,6.792,
2013-01-15,28.597,52.958,24.361,15.921,16.792,
2013-01-16,32.361,76.161,43.799,16.319,16.333,
2013-01-17,19.542,25.542,6.0,4.938,8.083,
2013-01-18,25.18,34.556,9.375,15.236,16.792,
2013-01-19,4.681,4.931,0.25,6.32,6.167,
2013-01-20,32.915,64.036,31.121,13.792,15.417,
2013-01-21,21.403,42.153,20.75,14.625,15.458,
2013-01-22,18.111,28.0,9.889,13.889,14.708,
2013-01-23,16.819,24.825,8.006,5.259,10.773,
2013-01-24,31.472,48.681,17.208,27.014,24.25,
2013-01-25,43.166,110.681,67.514,53.653,47.458,
2013-01-26,15.139,31.458,16.319,25.806,21.917,
2013-01-27,18.726,29.702,10.975,6.972,8.583,
2013-01-28,32.694,57.861,25.167,17.695,19.167,
2013-01-29,19.472,28.931,9.458,7.972,9.333,
2013-01-30,35.903,69.958,34.056,31.792,26.167,
2013-01-31,15.25,26.917,11.667,10.597,11.625,
2013-02-01,24.18,43.68,19.5,17.125,16.583,
2013-02-02,30.167,49.528,19.361,42.125,35.583,
2013-02-03,46.144,99.726,53.581,72.959,54.875,
2013-02-04,15.275,19.082,3.807,9.504,9.917,
2013-02-05,7.417,8.68,1.264,1.778,3.917,
2013-02-06,5.986,6.569,0.583,2.014,5.542,
2013-02-07,21.514,33.875,12.361,8.403,11.833,
2013-02-08,9.07,10.056,0.986,4.347,7.042,
2013-02-09,2.764,3.389,0.625,1.972,1.542,
2013-02-10,13.775,15.478,1.703,6.847,10.292,
2013-02-11,9.306,10.611,1.305,3.389,5.708,
2013-02-12,16.819,23.209,6.389,5.333,6.5,
2013-02-13,24.941,64.802,39.861,9.434,9.708,
2013-02-14,15.639,18.264,2.625,5.556,7.042,
2013-02-15,6.083,6.583,0.5,1.097,0.917,
2013-02-16,3.389,3.556,0.167,7.25,8.625,
2013-02-17,14.678,22.227,7.549,17.097,21.25,
2013-02-18,5.222,5.639,0.417,4.028,8.75,
2013-02-19,7.931,8.833,0.903,4.528,7.917,
2013-02-20,25.152,34.46,9.307,18.587,19.955,
2013-02-21,10.778,11.681,0.903,6.208,11.083,
2013-02-22,7.986,8.639,0.653,4.445,7.0,
2013-02-23,10.611,11.917,1.306,9.083,10.833,
2013-02-24,18.967,22.698,3.731,11.278,12.917,
2013-02-25,20.194,24.375,4.181,24.681,23.167,
2013-02-26,27.444,37.278,9.833,41.097,41.583,
2013-02-27,43.334,70.364,27.03,67.667,53.958,
2013-02-28,16.125,18.806,2.681,32.5,25.417,
2013-03-01,18.667,21.806,3.139,31.458,29.0,
2013-03-02,8.688,9.375,0.687,12.208,13.083,
2013-03-03,9.499,10.756,1.257,4.056,5.5,
2013-03-04,17.861,23.5,5.639,10.278,14.542,
2013-03-05,21.396,23.896,2.5,20.367,17.833,
2013-03-06,3.562,3.812,0.25,3.361,6.5,
2013-03-07,7.75,8.479,0.729,5.764,10.75,
2013-03-08,7.958,8.688,0.73,5.486,9.208,
2013-03-09,8.604,9.375,0.77,7.958,11.25,
2013-03-10,4.841,5.286,0.444,5.486,6.708,
2013-03-11,14.229,17.903,3.673,4.389,7.125,
2013-03-12,33.885,47.448,13.563,28.764,30.25,
2013-03-13,32.82,41.93,9.111,53.25,38.667,
2013-03-14,7.042,7.958,0.917,1.945,1.792,
2013-03-15,7.583,8.625,1.042,3.847,6.333,
2013-03-16,10.597,11.583,0.986,14.695,17.333,
2013-03-17,23.36,29.756,6.396,29.236,30.667,
2013-03-18,21.764,30.736,8.972,26.222,22.583,
2013-03-19,10.014,11.972,1.958,13.083,14.417,
2013-03-20,16.286,18.032,1.746,7.984,9.727,
2013-03-21,4.639,4.861,0.222,1.25,1.0,
2013-03-22,4.764,5.111,0.347,3.319,5.708,
2013-03-23,8.583,9.25,0.667,7.833,12.125,
2013-03-24,14.533,17.407,2.874,12.459,15.5,
2013-03-25,29.361,33.541,4.181,24.111,24.208,
2013-03-26,30.264,39.681,9.417,23.111,22.333,
2013-03-27,25.875,31.472,5.597,28.639,24.5,
2013-03-28,21.555,34.458,12.903,22.597,21.583,
2013-03-29,27.556,39.347,11.792,25.139,24.792,
2013-03-30,10.25,11.291,1.042,16.125,10.083,
2013-03-31,4.042,4.189,0.148,6.403,7.0,
2013-04-01,19.221,30.136,10.915,21.02,,
2013-04-02,22.805,25.417,2.611,28.236,,
2013-04-03,6.946,7.243,0.298,2.896,,
2013-04-04,13.931,15.68,1.75,7.403,,
2013-04-05,17.334,20.333,3.0,24.514,,
2013-04-06,17.569,22.597,5.028,28.972,,
2013-04-07,4.986,5.528,0.542,3.931,,
2013-04-08,5.321,5.66,0.339,5.542,,
2013-04-09,21.736,30.486,8.75,16.236,,
2013-04-10,13.083,15.166,2.083,13.514,,
2013-04-11,14.385,17.463,3.078,9.976,,
2013-04-12,17.417,20.556,3.139,16.555,,
2013-04-13,13.695,15.194,1.5,8.333,,
2013-04-14,11.486,12.639,1.153,20.042,,
2013-04-15,12.985,15.091,2.106,20.167,,
2013-04-16,26.097,33.5,7.403,16.903,,
2013-04-17,18.375,27.195,8.819,31.472,,
2013-04-18,15.66,21.463,5.802,21.356,,
2013-04-19,7.417,7.806,0.389,13.833,,
2013-04-20,12.972,15.556,2.583,18.361,,
2013-04-21,6.57,7.167,0.597,10.063,,
2013-04-22,10.289,11.161,0.873,11.573,,
2013-04-23,23.25,27.82,4.569,19.861,,
2013-04-24,17.486,20.806,3.32,22.555,,
2013-04-25,12.514,13.667,1.153,17.556,,
2013-04-26,19.222,22.667,3.445,17.944,,
2013-04-27,5.82,6.084,0.264,7.861,,
2013-04-28,7.667,8.069,0.403,10.125,,
2013-04-29,20.283,22.614,2.331,16.945,,
2013-04-30,20.25,23.611,3.361,27.361,,
2013-05-01,10.972,13.5,2.528,21.0,,
2013-05-02,4.953,5.168,0.214,4.457,,
2013-05-03,8.667,9.375,0.708,6.167,,
2013-05-04,8.917,9.722,0.806,10.778,,
2013-05-05,6.028,6.236,0.208,14.486,,
2013-05-06,9.387,10.019,0.632,21.291,,
2013-05-07,2.514,2.541,0.028,13.504,,
2013-05-08,7.194,7.805,0.611,6.833,,
2013-05-09,17.354,20.774,3.42,11.97,,
2013-05-10,25.139,32.236,7.097,33.194,,
2013-05-11,15.986,19.153,3.167,49.041,,
2013-05-12,8.25,9.375,1.125,16.333,,
2013-05-13,13.139,17.362,4.223,24.458,,
2013-05-14,20.014,24.153,4.139,31.722,,
2013-05-15,12.194,15.014,2.819,31.889,,
2013-05-16,13.588,16.107,2.519,24.699,,
2013-05-17,13.93,16.528,2.597,17.222,,
2013-05-18,11.597,13.306,1.708,16.542,,
2013-05-19,5.264,5.833,0.57,12.375,,
2013-05-20,15.402,17.745,2.343,16.236,,
2013-05-21,14.167,16.931,2.764,21.653,,
2013-05-22,15.375,18.625,3.25,27.07,,
2013-05-23,17.944,21.028,3.083,28.528,,
2013-05-24,14.111,16.028,1.917,14.681,,
2013-05-25,10.125,12.056,1.931,14.722,,
2013-05-26,7.958,8.931,0.972,19.125,,
2013-05-27,12.053,14.009,1.955,16.305,,
2013-05-28,8.73,10.819,2.089,10.167,,
2013-05-29,6.307,7.566,1.259,12.816,,
2013-05-30,10.431,12.042,1.611,13.944,,
2013-05-31,10.736,13.153,2.417,14.819,,
2013-06-01,12.472,15.264,2.792,18.792,,
2013-06-02,4.583,5.347,0.764,13.083,,
2013-06-03,17.007,20.862,3.855,18.375,,
2013-06-04,20.236,24.722,4.486,26.625,,
2013-06-05,17.333,24.68,7.347,23.625,,
2013-06-06,16.192,18.867,2.676,17.122,,
2013-06-07,12.541,16.431,3.889,10.666,,
2013-06-08,10.945,12.416,1.472,16.694,,
2013-06-09,10.069,10.722,0.653,25.625,,
2013-06-10,12.769,14.292,1.522,33.82,,
2013-06-11,18.333,22.555,4.222,22.139,,
2013-06-12,11.995,14.8,2.805,20.638,,
2013-06-13,8.722,12.431,3.708,9.248,,
2013-06-14,11.597,16.472,4.875,14.611,,
2013-06-15,12.667,20.25,7.583,17.069,,
2013-06-16,4.514,5.208,0.694,6.472,,
2013-06-17,13.57,16.438,2.868,16.222,,
2013-06-18,16.958,18.847,1.889,40.681,,
2013-06-19,17.236,22.93,5.695,39.111,,
2013-06-20,19.574,23.204,3.63,19.114,,
2013-06-21,24.708,32.25,7.542,21.208,,
2013-06-22,14.667,17.417,2.75,15.708,,
2013-06-23,8.653,9.458,0.806,28.583,,
2013-06-24,10.903,12.434,1.531,16.458,,
2013-06-25,17.494,20.775,3.281,29.28,,
2013-06-26,16.528,20.695,4.167,25.375,,
2013-06-27,9.101,10.42,1.319,10.304,,
2013-06-28,14.333,18.764,4.431,16.569,,
2013-06-29,11.82,15.278,3.458,19.972,,
2013-06-30,7.042,8.778,1.736,18.042,,
2013-07-01,14.858,19.316,4.458,11.0,,
2013-07-02,14.694,18.847,4.153,13.269,,
2013-07-03,8.25,10.722,2.472,10.305,,
2013-07-04,14.654,17.817,3.163,26.215,,
2013-07-05,7.931,10.792,2.861,21.417,,
2013-07-06,4.916,6.639,1.722,14.778,,
2013-07-07,8.375,9.75,1.375,29.111,,
2013-07-08,14.789,17.493,2.703,24.639,,
2013-07-09,16.347,21.333,4.986,40.611,,
2013-07-10,18.75,20.556,1.805,54.472,,
2013-07-11,25.057,28.202,3.145,48.261,,
2013-07-12,19.5,22.778,3.278,41.32,,
2013-07-13,17.236,19.639,2.403,45.646,,
2013-07-14,8.729,9.562,0.834,51.688,,
2013-07-15,4.59,4.9,0.31,19.917,,
2013-07-16,9.625,10.834,1.208,15.292,,
2013-07-17,19.725,24.686,4.961,28.885,,
2013-07-18,11.5,12.819,1.32,27.291,,
2013-07-19,11.875,15.625,3.75,13.611,,
2013-07-20,10.833,13.708,2.875,12.097,,
2013-07-21,8.444,9.805,1.361,13.625,,
2013-07-22,17.169,23.054,5.885,25.361,,
2013-07-23,16.139,18.958,2.82,36.153,,
2013-07-24,20.659,29.086,8.427,26.095,,
2013-07-25,14.931,22.528,7.597,27.778,,
2013-07-26,18.083,24.764,6.681,32.611,,
2013-07-27,9.403,10.458,1.056,24.375,,
2013-07-28,7.778,8.292,0.514,15.181,,
2013-07-29,25.526,31.117,5.59,47.972,,
2013-07-30,13.889,16.875,2.986,38.125,,
2013-07-31,14.183,18.483,4.299,37.93,,
2013-08-01,13.611,19.375,5.764,29.736,,
2013-08-02,8.681,13.597,4.917,11.181,,
2013-08-03,10.528,13.431,2.903,20.208,,
2013-08-04,6.194,7.236,1.042,20.208,,
2013-08-05,8.261,10.898,2.637,19.861,,
2013-08-06,13.097,16.069,2.972,22.125,,
2013-08-07,12.194,14.556,2.361,21.972,,
2013-08-08,18.355,21.591,3.236,42.332,,
2013-08-09,25.462,28.776,3.313,74.916,,
2013-08-10,15.097,16.444,1.347,77.834,,
2013-08-11,8.917,9.375,0.458,62.347,,
2013-08-12,11.092,12.617,1.525,46.583,,
2013-08-13,8.722,9.667,0.944,46.306,,
2013-08-14,9.014,9.903,0.889,38.056,,
2013-08-15,7.444,8.556,1.111,35.32,,
2013-08-16,5.403,6.084,0.681,39.68,,
2013-08-17,4.597,5.333,0.736,23.5,,
2013-08-18,4.028,4.653,0.625,16.736,,
2013-08-19,8.655,10.843,2.188,17.333,,
2013-08-20,8.861,11.361,2.5,16.306,,
2013-08-21,13.798,17.481,3.682,22.896,,
2013-08-22,13.833,16.555,2.722,32.195,,
2013-08-23,17.375,21.986,4.611,31.333,,
2013-08-24,10.125,12.264,2.139,14.986,,
2013-08-25,12.82,14.361,1.541,19.291,,
2013-08-26,15.702,18.277,2.575,17.625,,
2013-08-27,8.884,9.778,0.894,10.986,,
2013-08-28,15.236,16.986,1.75,13.792,,
2013-08-29,14.913,16.3,1.387,36.996,,
2013-08-30,12.853,13.928,1.076,31.764,,
2013-08-31,10.625,13.514,2.889,23.597,,
2013-09-01,6.542,7.222,0.681,21.792,,
2013-09-02,15.941,20.544,4.602,24.542,,
2013-09-03,11.778,21.958,10.181,16.833,,
2013-09-04,11.711,17.092,5.381,15.225,,
2013-09-05,10.556,16.25,5.694,10.542,,
2013-09-06,11.444,14.153,2.708,11.792,,
2013-09-07,9.417,11.028,1.611,16.014,,
2013-09-08,8.0,9.472,1.472,17.611,,
2013-09-09,11.703,14.224,2.521,8.653,,
2013-09-10,12.653,16.056,3.403,14.736,,
2013-09-11,12.875,14.819,1.944,14.153,,
2013-09-12,15.873,20.741,4.868,19.472,,
2013-09-13,20.625,25.5,4.875,33.555,,
2013-09-14,14.917,18.736,3.819,23.708,,
2013-09-15,7.833,11.056,3.222,10.555,,
2013-09-16,3.333,3.862,0.529,14.264,,
2013-09-17,12.194,14.597,2.403,11.042,,
2013-09-18,21.028,30.569,9.542,16.583,,
2013-09-19,20.025,26.324,6.3,19.67,,
2013-09-20,16.208,22.708,6.5,21.375,,
2013-09-21,13.111,14.514,1.403,26.528,,
2013-09-22,7.431,8.042,0.611,28.403,,
2013-09-23,4.873,5.557,0.684,11.708,,
2013-09-24,11.931,14.319,2.389,18.847,,
2013-09-25,12.978,13.769,0.791,17.25,,
2013-09-26,10.945,12.834,1.889,6.667,,
2013-09-27,12.194,14.986,2.792,8.236,,
2013-09-28,15.069,21.556,6.486,12.583,,
2013-09-29,10.167,11.319,1.153,14.82,,
2013-09-30,14.559,17.225,2.666,17.111,,
2013-10-01,19.986,29.667,9.681,20.889,,
2013-10-02,17.612,25.18,7.568,17.5,,
2013-10-03,14.139,18.875,4.736,13.847,,
2013-10-04,15.167,18.764,3.597,13.458,,
2013-10-05,9.708,10.653,0.944,9.931,,
2013-10-06,6.25,7.611,1.361,9.625,,
2013-10-07,16.033,21.808,5.775,14.542,,
2013-10-08,13.389,26.083,12.695,15.278,,
2013-10-09,7.319,9.041,1.722,10.847,,
2013-10-10,14.458,23.75,9.292,13.153,,
2013-10-11,12.403,17.68,5.278,12.819,,
2013-10-12,8.708,13.403,4.694,16.222,,
2013-10-13,3.57,3.708,0.139,6.055,,
2013-10-14,10.448,11.708,1.261,16.042,,
2013-10-15,17.125,19.222,2.097,35.5,,
2013-10-16,3.68,3.722,0.042,3.167,,
2013-10-17,10.139,12.76,2.621,4.956,,
2013-10-18,16.504,20.905,4.402,7.708,,
2013-10-19,19.097,21.889,2.792,12.667,,
2013-10-20,8.389,9.111,0.722,6.653,,
