date,NO2_mean,NOX_mean,NO_mean,SPM_mean,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,SO2_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean,CO_mean,PM25_mean
2011-01-01,20.438428571428574,34.67942857142857,14.241285714285713,19.029857142857143,194.69366666666667,66.0,52.292,41.0,29.574333333333332,2.958,69.0,41.542,14.0,224.26833333333335,5.167,
2011-01-02,14.357285714285714,17.887,3.529571428571429,13.226285714285714,194.00666666666666,75.0,53.792,28.0,17.989666666666665,2.583,105.0,46.792,10.0,211.99633333333335,3.25,
2011-01-03,9.864285714285714,11.154714285714286,1.2901428571428573,3.8868571428571426,187.85399999999998,55.0,37.083,22.0,10.962,2.208,99.0,56.167,12.0,198.816,2.208,
2011-01-04,16.627285714285716,22.714428571428574,6.087285714285715,8.201857142857142,192.0685,60.0,46.75,35.0,14.167,2.783,84.0,41.708,2.0,206.2355,3.333,
2011-01-05,14.456142857142856,18.183142857142858,3.726714285714286,5.236857142857143,190.52166666666668,53.0,35.375,22.0,8.602666666666666,2.208,86.0,47.417,11.0,199.12433333333334,2.417,
2011-01-06,36.630428571428574,77.20642857142856,40.57628571428571,15.293142857142856,194.819,59.0,43.667,26.0,41.544000000000004,3.667,97.0,48.375,9.0,236.36266666666666,5.333,
2011-01-07,13.534714285714285,16.567714285714285,3.033,5.0205714285714285,188.76200000000003,59.0,39.75,25.0,8.046333333333333,2.542,87.0,49.792,24.0,196.80866666666668,2.083,
2011-01-08,12.09442857142857,14.027142857142858,1.9327142857142856,4.924285714285714,189.51333333333332,47.0,37.083,27.0,9.543,2.125,89.0,50.333,17.0,199.056,2.5,
2011-01-09,29.130857142857142,49.035714285714285,19.904857142857143,18.357,194.139,72.0,51.083,38.0,28.344666666666665,3.292,96.0,48.333,10.0,222.48366666666666,5.0,
2011-01-10,35.50485714285714,72.735,37.23042857142857,18.247375,194.36,72.0,51.667,34.0,32.55533333333333,3.542,96.0,55.5,5.0,226.915,5.708,
2011-01-11,22.173285714285715,39.739285714285714,17.565571428571428,18.046875,192.15166666666667,69.0,51.25,35.0,19.312,3.087,104.0,48.25,10.0,211.46400000000003,3.667,
2011-01-12,21.063999999999997,42.66428571428571,21.600142857142856,7.8905,191.01166666666666,47.0,34.417,25.0,17.567999999999998,2.333,68.0,31.292,-1.0,208.57966666666667,5.292,
2011-01-13,40.022285714285715,92.67628571428573,52.653999999999996,18.215,199.06599999999997,57.0,45.042,29.0,46.418,4.583,104.0,44.917,-16.0,245.4845,6.708,
2011-01-14,20.674857142857142,36.20857142857143,15.533714285714284,9.578125,194.065,58.0,39.542,27.0,26.369500000000002,3.083,80.0,42.583,18.0,220.435,4.042,
2011-01-15,26.280285714285714,40.90957142857143,14.629142857142856,15.7605,198.935,55.0,45.167,34.0,27.1085,3.667,65.0,34.167,0.0,226.0435,6.083,
2011-01-16,29.160571428571426,48.05957142857143,18.898714285714284,19.703,192.13049999999998,51.0,43.0,37.0,24.761000000000003,3.125,46.0,35.583,21.0,216.8915,4.292,
2011-01-17,30.192285714285713,55.77328571428571,25.581,16.719625,191.51933333333332,63.0,47.292,33.0,37.01466666666667,2.833,71.0,40.042,20.0,228.534,4.958,
2011-01-18,43.68371428571429,105.20342857142857,61.519714285714294,29.0155,197.36166666666668,61.0,50.917,39.0,54.026666666666664,4.348,86.0,39.875,-8.0,251.38833333333332,7.583,
2011-01-19,28.268714285714285,57.619285714285716,29.350714285714282,25.672,192.88033333333337,73.0,57.875,47.0,32.48933333333333,4.042,99.0,49.125,3.0,225.3696666666667,4.75,
2011-01-20,19.169,24.394000000000002,5.2250000000000005,15.119875,187.87733333333335,90.0,85.708,73.0,12.743,2.833,30.0,20.042,12.0,200.62,2.625,
2011-01-21,18.717142857142857,23.317857142857143,4.6005714285714285,9.609375,187.08933333333334,90.0,84.25,70.0,10.758666666666665,2.125,32.0,26.625,20.0,197.84799999999998,2.417,
2011-01-22,16.335571428571427,30.450714285714287,14.115285714285715,6.323,190.20066666666665,91.0,81.167,69.0,22.945666666666668,2.083,75.0,47.75,27.0,213.14633333333336,3.958,
2011-01-23,32.613,121.125,88.51185714285714,17.58325,202.621,92.0,82.333,62.0,57.984,3.708,74.0,38.417,2.0,260.605,8.375,
2011-01-24,29.98185714285714,67.131,37.149142857142856,10.292375,192.14866666666668,90.0,59.458,42.0,32.35166666666667,3.083,45.0,22.458,3.0,224.49966666666668,4.958,
2011-01-25,31.766285714285715,68.58814285714286,36.822,17.026125,193.398,81.0,58.708,26.0,36.55566666666667,3.565,83.0,32.542,-11.0,229.95366666666666,5.458,
2011-01-26,27.898714285714284,54.833999999999996,26.93542857142857,10.999875,191.84666666666666,81.0,48.167,27.0,26.889,3.292,57.0,20.792,-8.0,218.73566666666667,4.583,
2011-01-27,32.78342857142857,79.26014285714287,46.47671428571429,15.467125,195.84,70.0,51.625,33.0,42.117333333333335,3.708,70.0,18.375,-26.0,237.957,6.708,
2011-01-28,22.832714285714285,50.13542857142857,27.302714285714284,14.71875,194.24099999999999,68.0,46.167,28.0,24.532999999999998,3.917,59.0,14.458,-20.0,218.774,4.13,
2011-01-29,10.618285714285715,12.182857142857143,1.5644285714285715,6.125125,190.1626666666667,49.0,38.833,25.0,6.876666666666666,2.708,59.0,18.708,-6.0,197.039,2.167,
2011-01-30,32.047714285714285,82.07142857142857,50.023857142857146,10.27075,194.93733333333333,61.0,39.0,25.0,38.42066666666667,2.875,57.0,20.292,-31.0,233.35833333333335,7.875,
2011-01-31,32.80214285714286,57.94,25.138,12.164625000000001,194.85366666666667,58.0,43.25,31.0,28.012333333333334,4.083,79.0,27.292,-19.0,222.86599999999999,4.208,
2011-02-01,26.934857142857144,68.01014285714287,41.075428571428574,14.5885,194.92399999999998,63.0,46.5,31.0,35.468333333333334,4.826,125.0,39.333,-24.0,230.39166666666665,4.958,
2011-02-02,13.765571428571429,18.42085714285714,4.655,6.67,189.519,48.0,31.708,16.0,7.209333333333333,3.125,45.0,16.833,-8.0,196.72833333333332,2.167,
2011-02-03,37.07857142857143,93.39942857142857,56.32085714285714,14.30725,196.21899999999997,54.0,38.5,18.0,47.129,4.208,69.0,17.417,-35.0,243.34833333333333,7.75,
2011-02-04,35.31214285714286,75.43171428571428,40.119571428571426,16.625,197.52733333333333,62.0,39.75,21.0,41.17466666666667,4.583,106.0,43.333,-25.0,238.70166666666668,7.917,
2011-02-05,20.389714285714287,24.574714285714286,4.1850000000000005,15.557125,191.66633333333334,70.0,49.25,32.0,17.93466666666667,3.958,86.0,51.333,11.0,209.601,4.375,
2011-02-06,36.91671428571429,59.23814285714286,22.321571428571428,41.411500000000004,195.57966666666667,88.0,72.542,58.0,29.157333333333337,3.333,51.0,39.333,21.0,224.737,5.5,
2011-02-07,34.282,68.23714285714286,33.955,37.671,193.3456666666667,92.0,87.542,79.0,35.879666666666665,3.125,92.0,69.958,41.0,229.225,5.833,
2011-02-08,18.06057142857143,22.913999999999998,4.853571428571429,5.518625,189.70100000000002,82.0,44.042,35.0,12.871,2.87,86.0,60.375,26.0,202.5716666666667,2.625,
2011-02-09,23.04057142857143,32.72542857142857,9.684714285714287,5.69425,189.00199999999998,50.0,35.25,19.0,15.977666666666666,2.667,76.0,36.833,-3.0,204.97966666666665,2.333,
2011-02-10,41.20214285714285,90.01200000000001,48.80942857142857,17.5385,195.06266666666667,75.0,48.417,27.0,38.949999999999996,4.208,89.0,43.5,-4.0,234.01266666666666,5.333,
2011-02-11,18.96357142857143,27.132,8.168571428571429,10.729125,189.389,75.0,44.042,26.0,15.017666666666665,2.875,89.0,45.5,-1.0,204.40666666666667,2.625,
2011-02-12,12.235,13.910571428571428,1.6754285714285715,8.354125,189.06633333333335,51.0,37.667,28.0,8.705,2.333,87.0,40.042,1.0,197.77133333333333,2.167,
2011-02-13,36.49557142857143,64.13485714285714,27.639142857142854,20.902125,191.15666666666667,52.0,43.625,31.0,26.223333333333333,3.917,83.0,46.083,3.0,217.3803333333333,4.292,
2011-02-14,34.40542857142857,51.78957142857143,17.383857142857142,34.354124999999996,191.875,87.0,72.542,50.0,28.65833333333333,3.208,56.0,42.792,30.0,220.53333333333333,3.667,
2011-02-15,28.653142857142857,52.345571428571425,23.69214285714286,29.927125,192.39166666666665,88.0,65.25,39.0,29.245666666666665,3.696,112.0,64.25,42.0,221.63766666666666,4.417,
2011-02-16,23.839142857142857,33.58342857142857,9.744142857142858,13.974,189.00133333333335,85.0,55.958,39.0,19.882666666666665,2.375,39.0,24.958,3.0,208.88400000000001,3.0,
2011-02-17,23.759428571428572,36.985285714285716,13.22585714285714,20.0735,188.917,89.0,68.833,33.0,22.157,2.917,75.0,29.083,3.0,211.07433333333333,3.292,
2011-02-18,11.172285714285715,13.303714285714287,2.1312857142857142,7.296875,188.504,86.0,44.0,22.0,7.52,2.5,56.0,18.25,-13.0,196.024,2.333,
2011-02-19,25.13557142857143,42.437285714285714,17.301714285714286,12.145875,195.4143333333333,59.0,40.208,17.0,26.176666666666666,2.875,71.0,21.75,-29.0,221.591,5.333,
2011-02-20,36.035714285714285,65.38085714285714,29.345285714285716,16.55725,196.34433333333334,60.0,43.25,21.0,31.337,4.167,99.0,45.958,-18.0,227.681,5.375,
2011-02-21,40.02114285714286,68.367,28.34585714285714,18.818125,195.42933333333335,60.0,39.5,19.0,33.29566666666667,4.708,126.0,71.458,4.0,228.725,5.417,
2011-02-22,27.819285714285716,40.776999999999994,12.957857142857142,21.16675,190.058,61.0,53.917,49.0,27.48,4.783,96.0,71.833,41.0,217.538,3.875,
2011-02-23,30.101428571428574,47.280857142857144,17.17957142857143,27.796875,191.188,90.0,77.833,44.0,31.050333333333338,3.167,109.0,71.833,45.0,222.23766666666666,4.0,
2011-02-24,19.233285714285717,22.925857142857144,3.6927142857142856,24.583375,190.84,72.0,44.125,26.0,14.383666666666665,5.125,148.0,108.75,80.0,205.22333333333333,3.417,
2011-02-25,19.664142857142856,24.233285714285717,4.569285714285714,14.223749999999999,190.2413333333333,90.0,82.583,69.0,14.357666666666667,2.167,81.0,50.042,30.0,204.59900000000002,2.958,
2011-02-26,11.812857142857142,14.471285714285715,2.6585714285714284,6.9635,188.75733333333332,68.0,50.25,34.0,9.404333333333334,2.0,92.0,55.833,36.0,198.16166666666666,2.625,
2011-02-27,9.547857142857143,11.69057142857143,2.142714285714286,7.678,188.725,40.0,31.708,24.0,6.497,1.958,79.0,41.458,9.0,195.22233333333335,1.696,
2011-02-28,24.087142857142858,36.496428571428574,12.409142857142857,9.72725,190.21733333333336,56.0,43.792,32.0,19.502333333333336,2.333,62.0,30.042,-6.0,209.71933333333334,2.667,
