date,NO2_mean,NOX_mean,NO_mean,SPM_mean,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,SO2_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean,CO_mean,PM25_mean
2011-03-01,31.764875,58.857875,27.093125,20.290125,191.55066666666667,88.0,73.417,55.0,32.942,2.625,117.0,76.625,18.0,224.49266666666665,4.375,
2011-03-02,28.064999999999998,60.869,32.804125,21.665875,193.72966666666665,90.0,84.917,77.0,36.42933333333334,2.875,96.0,61.583,33.0,230.159,3.958,
2011-03-03,15.5415,20.17875,4.6375,11.745,188.28566666666666,89.0,64.5,44.0,11.201,2.708,113.0,66.208,32.0,199.48666666666668,2.75,
2011-03-04,9.909625,11.576250000000002,1.666375,14.6615,188.84033333333332,86.0,63.042,53.0,7.608666666666667,2.083,62.0,49.375,26.0,196.44899999999998,2.5,
2011-03-05,26.024375,41.896,15.8715,10.91675,190.82033333333334,92.0,90.083,87.0,21.909000000000002,2.083,79.0,46.667,17.0,212.72866666666667,2.917,
2011-03-06,31.415875,72.175125,40.7595,24.97925,193.43500000000003,94.0,85.5,73.0,45.22833333333333,3.083,155.0,107.208,72.0,238.66333333333333,4.417,
2011-03-07,22.887625,33.317750000000004,10.430375000000002,31.0625,190.68133333333333,94.0,69.375,36.0,21.782666666666668,3.174,154.0,122.375,102.0,212.46400000000003,4.0,
2011-03-08,21.619125,28.672625,7.053374999999999,16.4165,189.01433333333333,73.0,64.917,52.0,15.829999999999998,2.542,101.0,90.375,75.0,204.84466666666665,3.25,
2011-03-09,22.863625,29.495625,6.632000000000001,17.286375,190.43433333333334,90.0,87.542,73.0,18.032666666666668,2.208,89.0,65.167,47.0,208.46699999999998,3.0,
2011-03-10,12.9575,14.97775,2.02025,4.64075,188.78266666666664,89.0,80.0,69.0,10.405666666666667,1.833,73.0,46.958,14.0,199.18833333333336,2.583,
2011-03-11,16.295,21.461624999999998,5.166875,10.8355,191.00766666666667,84.0,69.542,49.0,16.400333333333332,2.542,113.0,65.0,22.0,207.408,3.5,
2011-03-12,13.817625,18.18225,4.364625,6.131625,189.38733333333334,84.0,40.75,18.0,8.561,2.083,115.0,64.917,32.0,197.948,2.5,
2011-03-13,12.530000000000001,14.671,2.141125,6.757125,188.739,61.0,38.292,21.0,9.144666666666668,1.833,102.0,61.042,23.0,197.88400000000001,2.208,
2011-03-14,28.223125,39.314125000000004,11.091,11.734375,191.303,65.0,49.042,31.0,20.674333333333333,3.261,109.0,66.875,18.0,211.97766666666666,3.583,
2011-03-15,21.05025,37.030375,15.98025,16.7895,191.64666666666668,79.0,45.292,24.0,20.486,2.556,123.0,69.0,24.0,212.13266666666667,3.208,
2011-03-16,28.054875,37.4985,9.443375,18.380125,191.33333333333334,60.0,42.958,23.0,19.56533333333333,3.333,107.0,68.917,20.0,210.89866666666663,3.542,
2011-03-17,35.746125,47.73975,11.993625,34.078,193.726,92.0,80.708,59.0,29.775000000000002,3.042,77.0,59.083,38.0,223.50033333333332,3.875,
2011-03-18,26.630375,45.54875,18.9185,31.68225,197.36233333333334,92.0,86.75,75.0,35.045,2.583,112.0,86.958,56.0,232.407,5.292,
2011-03-19,14.304875,18.340875,4.036,9.91675,190.638,92.0,40.5,23.0,10.898666666666665,2.0,110.0,83.167,57.0,201.53599999999997,1.667,
2011-03-20,18.4385,22.758,4.31925,14.68225,190.41733333333332,50.0,38.792,29.0,14.476999999999999,3.042,121.0,77.0,32.0,204.89433333333332,2.833,
2011-03-21,9.409625,11.0425,1.633125,8.8905,189.524,40.0,30.417,21.0,6.118333333333333,2.0,117.0,74.333,40.0,195.64266666666666,1.25,
2011-03-22,47.947,93.339,45.392125,30.34375,198.85533333333333,52.0,39.958,29.0,55.449333333333335,3.667,142.0,88.208,24.0,254.30433333333335,5.417,
2011-03-23,40.461875,65.96000000000001,25.497999999999998,36.307500000000005,192.803,93.0,71.083,46.0,35.156,3.5,114.0,87.625,72.0,227.95966666666666,4.375,
2011-03-24,29.781875,43.0625,13.28075,11.474125,190.88400000000001,92.0,78.292,44.0,25.455333333333332,2.25,109.0,72.292,48.0,216.33933333333334,3.583,
2011-03-25,16.88025,28.967624999999998,12.0875,7.54175,194.18833333333336,77.0,45.625,23.0,22.956666666666667,2.75,127.0,80.667,29.0,217.14499999999998,3.292,
2011-03-26,23.285125,34.323375,11.038375,10.099,193.6353333333333,56.0,36.208,22.0,20.163,2.174,111.0,70.792,23.0,213.79833333333332,2.667,
2011-03-27,28.474249999999998,36.616749999999996,8.1425,16.506125,193.68766666666667,68.0,42.917,20.0,18.631666666666668,3.792,138.0,87.542,23.0,212.31933333333333,3.375,
2011-03-28,27.672250000000002,42.788,15.115874999999999,24.63,194.63733333333334,74.0,47.833,25.0,24.913,4.0,177.0,102.083,39.0,219.55066666666667,4.217,
2011-03-29,20.910625,26.259375,5.348625,14.703125,192.71266666666665,52.0,38.5,20.0,14.056,3.167,170.0,113.333,53.0,206.7686666666667,3.083,
2011-03-30,28.845625,57.190375,28.344875000000002,23.198125,194.429,60.0,50.625,39.0,33.61833333333333,3.167,201.0,144.458,99.0,228.047,4.708,
2011-03-31,6.719,7.313125,0.59425,15.101375,184.47799999999998,85.0,58.583,41.0,7.087,2.167,185.0,136.083,76.0,191.56533333333334,2.167,
2011-04-01,32.2615,47.513000000000005,15.250499999999999,19.63585714285714,,64.0,47.458,27.0,,2.81,163.0,108.958,42.0,,3.5,
2011-04-02,34.4585,48.0835,13.625,30.571285714285715,,69.0,46.75,24.0,,1.833,189.0,127.958,77.0,,4.417,
2011-04-03,15.396,18.729,3.3335,13.80942857142857,,63.0,44.083,29.0,,0.875,90.0,76.125,64.0,,3.174,
2011-04-04,21.7705,25.333,3.5625,13.089285714285714,,63.0,39.458,13.0,,0.958,138.0,85.917,51.0,,2.625,
2011-04-05,38.191,54.1625,15.971,14.922571428571429,,55.0,32.542,19.0,,1.667,169.0,100.083,30.0,,4.167,
2011-04-06,45.2705,60.875,15.604,23.452428571428573,,61.0,37.75,15.0,,3.087,198.0,136.917,62.0,,5.208,
2011-04-07,27.229,32.4375,5.2085,22.410714285714285,,63.0,47.833,30.0,,2.125,214.0,155.708,98.0,,3.75,
2011-04-08,10.816,11.847000000000001,1.0305,13.238142857142858,,62.0,52.375,43.0,,1.167,193.0,175.75,156.0,,2.333,
2011-04-09,15.4585,18.0415,2.583,18.690714285714286,,92.0,78.458,59.0,,0.958,184.0,158.958,116.0,,2.708,
2011-04-10,13.146,14.646,1.5,19.071428571428573,,87.0,60.583,38.0,,1.542,181.0,138.75,101.0,,3.833,
2011-04-11,22.774,28.345333333333333,5.571666666666666,27.905375,,79.0,68.455,52.0,,2.261,178.0,128.636,105.0,,4.708,
2011-04-12,11.04,12.498333333333335,1.4583333333333333,16.015625,,,,,,1.042,,,,,2.875,
2011-04-13,38.731,50.668499999999995,11.937166666666664,23.395714285714284,202.0,64.0,40.0,27.0,50.375,2.75,210.0,179.083,130.0,252.375,5.0,
2011-04-14,41.914,52.99785714285714,11.083857142857143,34.41871428571429,196.261,70.0,44.458,18.0,34.696,4.708,228.0,164.0,95.0,230.957,5.25,
2011-04-15,25.296,31.093714285714288,5.7975714285714295,29.859375,189.348,71.0,51.667,35.0,22.913,3.542,233.0,186.208,127.0,212.261,4.125,
2011-04-16,10.333285714285713,11.595285714285714,1.2617142857142858,20.579125,186.0,80.0,53.0,30.0,9.217,1.5,260.0,191.042,121.0,195.217,2.958,
2011-04-17,10.248285714285714,11.024285714285714,0.7761428571428571,16.073,188.87,67.0,43.0,30.0,9.391,1.958,183.0,134.917,89.0,198.261,3.333,
2011-04-18,20.528875,26.4225,5.893625,16.491375,188.217,70.0,58.917,43.0,14.652,1.292,174.0,144.917,114.0,202.87,3.708,
2011-04-19,16.865625,19.960125,3.09475,13.85275,189.261,93.0,79.833,63.0,11.652,1.042,154.0,100.083,62.0,200.913,2.958,
2011-04-20,20.600125000000002,36.245875,15.645875,11.31625,189.409,78.0,62.083,41.0,17.273,1.348,165.0,102.25,50.0,206.682,3.958,
2011-04-21,22.881625,31.76625,8.884625,14.34825,188.87,77.0,69.417,57.0,15.261,1.792,155.0,117.167,83.0,204.13,3.292,
2011-04-22,25.61225,31.524,5.911625,26.1875,189.391,85.0,66.917,49.0,20.565,2.667,194.0,154.208,108.0,209.957,4.167,
2011-04-23,15.718875,18.91675,3.19775,17.156125,185.609,93.0,85.042,77.0,10.783,2.042,183.0,166.167,148.0,196.391,3.125,
2011-04-24,8.45675,8.998875,0.542,10.171875,188.391,85.0,52.583,31.0,8.826,1.375,209.0,158.75,109.0,197.217,2.875,
2011-04-25,25.450125,34.613625,9.163375,16.491,189.652,82.0,52.5,23.0,18.957,1.375,200.0,143.917,97.0,208.609,3.792,
2011-04-26,31.125124999999997,44.84525,13.72,20.03625,190.565,61.0,46.292,29.0,24.087,2.458,212.0,151.25,94.0,214.652,3.833,
2011-04-27,17.1205,23.2515,6.131125,35.245625,187.136,88.0,63.917,45.0,14.0,1.391,251.0,185.875,108.0,201.136,3.292,
2011-04-28,13.3835,15.68225,2.2985,16.139125,186.13,90.0,53.792,30.0,10.304,1.083,258.0,198.0,136.0,196.435,3.292,
2011-04-29,15.921125,17.7635,1.842125,13.281125,189.261,76.0,50.958,38.0,12.304,1.792,195.0,149.583,114.0,201.565,3.833,
2011-04-30,20.09375,25.61975,5.526,27.229125,189.696,84.0,58.542,33.0,15.652,2.125,227.0,174.667,108.0,205.348,4.417,
2011-05-01,12.485875,13.304,0.817875,21.461875,187.304,91.0,67.333,43.0,13.696,1.292,225.0,183.375,156.0,201.0,3.333,
2011-05-02,17.13525,24.046875,6.911625,79.505375,187.096,93.0,44.5,23.0,20.259,0.958,248.0,194.792,132.0,207.35500000000002,3.625,
2011-05-03,15.6625,17.014375,1.35175,50.802,189.8835,91.0,66.333,45.0,18.019,0.917,180.0,150.208,130.0,207.9015,3.391,
2011-05-04,12.332125,13.439375,1.10725,28.963625,186.8605,90.0,62.833,40.0,17.688,1.217,228.0,174.792,128.0,204.5485,3.208,
2011-05-05,8.972,9.614375,0.64225,21.510375,187.7235,81.0,67.25,57.0,11.7595,0.917,162.0,146.208,126.0,199.4835,2.5,
2011-05-06,18.86075,24.6055,5.744624999999999,19.963375,186.123,83.0,71.667,58.0,17.2485,1.042,188.0,151.792,119.0,203.372,3.208,
2011-05-07,24.963625,36.80225,11.8385,29.2135,190.3005,93.0,85.625,74.0,26.293,1.083,186.0,160.792,144.0,216.59300000000002,3.375,
2011-05-08,16.93525,19.75325,2.818,35.697874999999996,192.25799999999998,94.0,56.542,27.0,24.356,1.875,264.0,206.583,140.0,216.614,4.208,
2011-05-09,27.26025,32.8905,5.6301250000000005,26.051875,192.1875,73.0,47.75,28.0,23.4785,2.958,249.0,198.167,148.0,215.666,4.583,
2011-05-10,35.016625,46.22125,11.20475,38.337625,192.0565,88.0,66.917,48.0,38.459500000000006,2.083,273.0,219.375,168.0,230.5155,4.583,
2011-05-11,27.059874999999998,35.888000000000005,8.82775,17.0675,188.001,94.0,88.125,80.0,23.096,1.0,164.0,145.5,135.0,211.0975,4.0,
2011-05-12,21.916125,26.573375,4.657125,18.53375,187.858,95.0,91.792,84.0,23.107999999999997,1.0,165.0,152.417,136.0,210.9655,2.958,
2011-05-13,28.017875,46.338375,18.320375,29.036749999999998,189.7905,92.0,81.333,63.0,30.0505,2.0,249.0,193.958,158.0,219.841,4.5,
2011-05-14,26.95825,35.260374999999996,8.302125,46.849000000000004,192.73899999999998,84.0,52.875,30.0,27.826,2.667,245.0,197.917,138.0,220.565,4.167,
2011-05-15,10.861875,12.21725,1.355375,18.276125,188.6135,54.0,30.083,16.0,16.4635,2.25,263.0,210.042,150.0,205.077,2.625,
2011-05-16,20.29175,25.625,5.3332500000000005,29.4635,188.3775,64.0,46.292,27.0,19.762999999999998,2.5,243.0,204.542,154.0,208.1405,3.375,
2011-05-17,27.176875,31.292625,4.115625,40.953,192.1985,81.0,67.333,47.0,26.2885,2.333,225.0,182.417,157.0,218.487,3.792,
2011-05-18,30.929625,39.65175,8.722249999999999,45.358875,191.58100000000002,85.0,62.417,38.0,29.37,3.0,246.0,196.125,148.0,220.95100000000002,4.667,
2011-05-19,35.703375,47.36,11.656500000000001,44.067750000000004,195.04333333333332,85.0,57.25,26.0,36.53633333333333,3.417,272.0,212.0,153.0,231.57966666666667,4.75,
2011-05-20,40.361375,55.482875,15.121625,42.713625,193.78866666666667,75.0,57.708,41.0,39.473333333333336,3.833,279.0,226.875,178.0,233.26233333333334,5.167,
2011-05-21,23.29175,27.958375,4.6665,37.849000000000004,187.078,76.0,63.25,46.0,28.036,2.583,290.0,235.833,192.0,215.11300000000003,4.0,
2011-05-22,8.30875,9.382875,1.07425,17.96875,182.30633333333333,91.0,74.833,47.0,14.873,1.208,301.0,207.25,147.0,197.17933333333335,2.5,
2011-05-23,19.045375,24.842750000000002,5.797000000000001,13.713750000000001,185.09500000000003,89.0,73.667,56.0,17.012,0.958,174.0,151.875,123.0,202.10666666666665,2.667,
2011-05-24,22.282625,28.116125,5.8335,12.000125,185.72166666666666,93.0,78.542,56.0,19.613,0.917,180.0,142.458,119.0,205.33466666666666,3.042,
2011-05-25,34.752375,57.546875,22.794375,20.92025,193.68133333333333,86.0,57.833,33.0,36.903,3.913,251.0,190.583,121.0,230.58433333333335,5.167,
2011-05-26,25.26725,34.161625,8.8945,21.903625,188.85166666666666,86.0,72.75,58.0,22.842000000000002,2.333,210.0,187.417,159.0,211.6933333333333,3.542,
2011-05-27,29.240125,41.81725,12.577125,22.171,189.59266666666667,93.0,75.333,55.0,25.462999999999997,1.625,210.0,186.542,168.0,215.0566666666667,3.75,
2011-05-28,20.8335,23.66675,2.83325,18.906125,188.641,95.0,94.083,92.0,22.339333333333332,1.0,194.0,181.333,167.0,210.98000000000002,3.042,
2011-05-29,9.978625,11.174125,1.1960000000000002,7.7605,185.92066666666665,96.0,94.042,91.0,15.845999999999998,1.0,189.0,179.0,162.0,201.76699999999997,2.375,
2011-05-30,9.046875,10.547,1.500125,5.570875,182.14433333333332,95.0,74.208,55.0,10.51,1.042,213.0,173.458,159.0,192.654,1.667,
2011-05-31,11.05325,15.242125000000001,4.189,14.089625,183.92766666666668,67.0,60.625,54.0,10.830666666666666,1.0,182.0,150.875,120.0,194.758,2.083,
2011-06-01,20.64075,29.430375,8.789375,30.351875,185.38133333333334,75.0,61.292,49.0,15.722,2.174,185.0,152.583,117.0,201.10333333333332,2.917,
2011-06-02,31.784125,53.207875,21.423875,36.77075,190.8116666666667,94.0,88.125,76.0,37.89833333333333,1.75,168.0,153.208,139.0,228.71,4.478,
2011-06-03,30.616625,42.054125,11.437249999999999,30.4895,190.96533333333332,95.0,70.833,50.0,32.98,2.667,255.0,200.583,144.0,223.946,4.917,
2011-06-04,26.359375,34.963625,8.604125,37.70925,188.94466666666665,85.0,68.708,50.0,28.588333333333335,2.708,266.0,225.667,186.0,217.53333333333333,5.25,
2011-06-05,16.698375,18.4725,1.773625,51.000625,190.83166666666668,94.0,72.958,59.0,25.123333333333335,2.292,261.0,224.042,182.0,215.95466666666667,4.417,
2011-06-06,20.124875,22.474,2.348875,35.89725,189.064,92.0,62.667,34.0,18.695666666666668,2.208,293.0,231.958,171.0,207.75966666666667,3.625,
2011-06-07,30.42125,35.28125,4.859625,42.627250000000004,197.143,84.0,67.792,53.0,30.087,5.5,252.0,220.833,203.0,227.23000000000002,5.0,
2011-06-08,21.876125,25.238875,3.3625,15.099,185.273,94.0,79.5,66.0,20.346666666666668,1.783,233.0,196.75,174.0,205.6196666666667,3.542,
2011-06-09,24.143124999999998,30.133,5.98975,21.490875,188.62366666666665,87.0,66.958,42.0,25.177999999999997,2.958,264.0,220.208,174.0,213.80166666666665,4.292,
2011-06-10,24.502,30.179499999999997,5.6775,26.612875,184.59433333333334,86.0,74.792,62.0,28.014666666666667,4.217,257.0,232.417,207.0,212.60833333333335,4.208,
2011-06-11,21.3855,25.16675,3.78125,36.684,189.08100000000002,96.0,81.958,67.0,21.087333333333333,2.042,255.0,224.5,210.0,210.16833333333332,4.208,
2011-06-12,21.444625000000002,23.0735,1.629,41.783125,198.65200000000002,89.0,72.25,49.0,27.116,3.25,269.0,233.083,203.0,225.768,5.5,
2011-06-13,32.005375,39.583375000000004,7.578,30.4635,198.409,96.0,80.667,68.0,26.564666666666668,3.333,240.0,212.75,180.0,224.97366666666667,4.792,
2011-06-14,28.067,37.242625000000004,9.175625,24.037625,193.552,89.0,74.458,60.0,29.92233333333333,3.0,246.0,218.583,197.0,223.47433333333333,4.375,
2011-06-15,23.630499999999998,31.903875,8.2735,12.871625,189.36666666666667,74.0,60.292,48.0,22.683999999999997,2.913,240.0,213.375,194.0,212.05066666666667,3.875,
2011-06-16,28.914375,42.481375,13.567125,18.475,195.59433333333334,90.0,74.75,62.0,27.232,2.583,242.0,210.292,177.0,222.826,4.208,
2011-06-17,18.543,23.472625,4.929625,11.625,185.29,95.0,90.667,85.0,16.942,1.167,203.0,188.5,174.0,202.232,2.708,
