date,SO2_mean,PM25_mean
2014-02-13,1.583,9.833
2014-02-14,1.75,11.5
2014-02-15,3.417,26.042
2014-02-16,6.708,33.875
2014-02-17,3.25,27.875
2014-02-18,1.5,12.208
2014-02-19,1.083,7.625
2014-02-20,2.083,9.958
2014-02-21,3.25,16.833
2014-02-22,2.542,17.25
2014-02-23,2.167,26.565
2014-02-24,2.917,29.375
2014-02-25,3.958,29.333
2014-02-26,1.913,21.25
2014-02-27,2.208,14.917
2014-02-28,2.667,22.708
2014-03-01,1.125,13.167
2014-03-02,1.583,24.292
2014-03-03,1.625,22.667
2014-03-04,1.833,14.917
2014-03-05,2.417,13.208
2014-03-06,2.917,19.87
2014-03-07,2.417,25.292
2014-03-08,2.0,18.083
2014-03-09,1.917,12.417
2014-03-10,1.417,11.792
2014-03-11,1.875,8.208
2014-03-12,3.55,29.625
2014-03-13,3.625,13.667
2014-03-14,3.333,20.792
2014-03-15,4.625,30.042
2014-03-16,5.208,37.708
2014-03-17,5.75,23.208
2014-03-18,3.0,30.042
2014-03-19,1.667,18.292
2014-03-20,6.667,15.833
2014-03-21,5.25,30.292
2014-03-22,7.042,48.583
2014-03-23,6.958,19.522
2014-03-24,2.5,10.875
2014-03-25,2.667,13.083
2014-03-26,4.783,18.542
2014-03-27,6.542,22.583
2014-03-28,9.125,26.792
2014-03-29,6.917,23.375
2014-03-30,7.208,24.125
2014-03-31,8.708,35.417
2014-04-01,7.125,19.417
2014-04-02,11.167,19.333
2014-04-03,9.333,20.167
2014-04-04,2.792,7.667
2014-04-05,3.917,11.25
2014-04-06,1.875,8.708
2014-04-07,4.125,12.565
2014-04-08,5.875,20.875
2014-04-09,9.292,30.208
2014-04-10,8.667,30.208
2014-04-11,10.083,17.083
2014-04-12,8.542,27.542
2014-04-13,6.333,31.208
2014-04-14,7.625,21.417
2014-04-15,6.5,17.5
2014-04-16,10.125,31.208
2014-04-17,9.292,29.5
2014-04-18,7.167,28.125
2014-04-19,9.208,27.208
2014-04-20,6.917,14.542
2014-04-21,9.083,22.783
2014-04-22,10.125,26.125
2014-04-23,8.625,20.125
2014-04-24,8.25,21.75
2014-04-25,9.917,21.625
2014-04-26,7.5,18.833
2014-04-27,6.625,17.208
2014-04-28,6.292,14.792
2014-04-29,5.208,12.875
2014-04-30,6.167,13.125
2014-05-01,5.0,10.25
2014-05-02,7.5,21.174
2014-05-03,8.5,27.917
2014-05-04,6.417,15.458
2014-05-05,3.792,15.667
2014-05-06,5.125,14.833
2014-05-07,6.667,18.042
2014-05-08,6.167,18.5
2014-05-09,4.792,19.75
2014-05-10,5.792,15.542
2014-05-11,5.417,18.75
2014-05-12,3.792,14.667
2014-05-13,5.042,23.375
2014-05-14,11.458,30.333
2014-05-15,3.708,20.042
2014-05-16,6.792,21.0
2014-05-17,9.458,28.333
2014-05-18,10.25,36.458
2014-05-19,9.917,33.391
2014-05-20,4.625,23.667
2014-05-21,2.875,10.5
2014-05-22,5.913,31.125
2014-05-23,5.125,15.917
2014-05-24,5.875,15.833
2014-05-25,5.042,13.292
2014-05-26,5.792,14.917
2014-05-27,6.542,24.375
2014-05-28,9.458,24.292
2014-05-29,12.417,38.625
2014-05-30,10.292,45.542
2014-05-31,9.25,45.542
2014-06-01,12.417,42.5
2014-06-02,9.417,35.696
2014-06-03,7.958,20.5
2014-06-04,4.375,18.458
2014-06-05,3.227,13.208
2014-06-06,4.875,14.875
2014-06-07,6.667,22.667
2014-06-08,6.708,25.857
2014-06-09,8.875,32.958
2014-06-10,11.542,24.5
2014-06-11,10.958,23.875
2014-06-12,8.542,14.417
2014-06-13,5.292,10.708
2014-06-14,6.167,37.042
2014-06-15,7.958,33.75
2014-06-16,8.625,32.87
2014-06-17,7.792,29.875
2014-06-18,5.625,18.792
2014-06-19,5.609,22.917
2014-06-20,5.292,14.875
2014-06-21,5.833,17.625
2014-06-22,3.292,7.375
2014-06-23,5.667,12.167
2014-06-24,6.542,17.542
2014-06-25,8.042,24.167
2014-06-26,7.25,27.292
2014-06-27,6.083,15.125
2014-06-28,6.375,10.333
2014-06-29,7.167,24.5
2014-06-30,7.417,16.667
2014-07-01,9.333,28.522
2014-07-02,9.083,35.917
2014-07-03,3.826,13.625
2014-07-04,4.708,11.167
2014-07-05,4.958,11.542
2014-07-06,3.792,12.0
2014-07-07,3.167,9.583
2014-07-08,8.042,20.708
2014-07-09,9.333,20.083
2014-07-10,3.5,5.125
2014-07-11,6.625,24.333
2014-07-12,8.583,26.583
2014-07-13,6.75,16.833
2014-07-14,4.208,12.174
2014-07-15,9.542,18.917
2014-07-16,11.333,24.125
2014-07-17,8.652,21.667
2014-07-18,9.375,16.083
2014-07-19,7.917,13.0
2014-07-20,6.75,15.625
2014-07-21,7.25,23.208
2014-07-22,12.167,32.917
2014-07-23,7.25,13.958
2014-07-24,6.917,13.75
2014-07-25,11.0,22.625
2014-07-26,11.833,24.0
2014-07-27,5.583,14.708
2014-07-28,6.417,13.565
2014-07-29,9.125,24.375
2014-07-30,7.792,27.5
2014-07-31,8.167,16.375
2014-08-01,5.792,12.5
2014-08-02,4.042,3.333
2014-08-03,2.25,3.167
2014-08-04,6.458,8.333
2014-08-05,5.625,11.208
2014-08-06,6.625,13.875
2014-08-07,6.25,18.625
2014-08-08,3.333,7.667
2014-08-09,1.75,5.5
2014-08-10,1.917,5.0
2014-08-11,4.333,9.043
2014-08-12,6.333,19.042
2014-08-13,5.375,28.333
2014-08-14,6.0,33.958
2014-08-15,6.833,22.583
2014-08-16,4.792,12.208
2014-08-17,5.583,15.875
2014-08-18,4.75,19.875
2014-08-19,6.958,13.833
2014-08-20,5.167,8.75
2014-08-21,5.833,12.5
2014-08-22,4.458,7.542
2014-08-23,7.208,18.083
2014-08-24,8.542,24.042
2014-08-25,9.125,24.348
2014-08-26,5.125,15.125
2014-08-27,5.458,7.875
2014-08-28,4.478,7.542
2014-08-29,2.917,9.625
2014-08-30,4.542,13.75
2014-08-31,4.583,13.667
2014-09-01,4.125,13.792
2014-09-02,5.917,19.458
2014-09-03,4.75,19.208
2014-09-04,3.667,15.25
2014-09-05,5.25,12.0
2014-09-06,5.833,20.042
2014-09-07,5.167,16.0
2014-09-08,6.667,20.042
2014-09-09,6.958,17.75
2014-09-10,4.875,20.958
2014-09-11,3.957,25.667
2014-09-12,5.583,12.875
2014-09-13,6.375,10.292
2014-09-14,4.542,8.75
2014-09-15,4.083,14.5
2014-09-16,4.25,14.917
2014-09-17,4.917,17.375
2014-09-18,5.292,11.25
2014-09-19,5.167,13.542
2014-09-20,2.958,11.583
2014-09-21,3.375,14.083
2014-09-22,4.458,17.174
2014-09-23,3.292,14.375
2014-09-24,3.625,20.083
2014-09-25,2.409,4.958
2014-09-26,3.0,8.542
2014-09-27,3.833,12.417
2014-09-28,4.167,17.792
2014-09-29,4.833,28.458
2014-09-30,5.292,26.5
2014-10-01,4.917,13.708
2014-10-02,3.875,16.208
2014-10-03,2.708,16.174
2014-10-04,3.917,13.5
2014-10-05,3.042,7.375
2014-10-06,1.625,3.833
2014-10-07,3.0,9.5
2014-10-08,3.833,12.167
2014-10-09,5.217,14.542
2014-10-10,5.917,12.542
2014-10-11,4.458,17.833
2014-10-12,3.5,15.083
2014-10-13,1.333,6.125
2014-10-14,2.25,5.708
2014-10-15,3.417,9.875
2014-10-16,3.5,16.083
2014-10-17,4.167,16.375
2014-10-18,3.875,12.708
2014-10-19,3.792,14.292
2014-10-20,4.083,18.348
2014-10-21,5.917,24.167
2014-10-22,2.375,10.417
2014-10-23,3.13,7.917
2014-10-24,4.208,12.792
2014-10-25,3.792,19.458
2014-10-26,3.625,23.083
2014-10-27,3.083,16.875
2014-10-28,3.917,12.875
2014-10-29,5.417,16.917
2014-10-30,4.333,15.333
2014-10-31,4.583,22.792
2014-11-01,3.167,13.708
2014-11-02,2.0,9.25
2014-11-03,3.792,8.458
2014-11-04,3.75,14.304
2014-11-05,4.333,13.25
2014-11-06,4.25,20.458
2014-11-07,3.958,21.958
2014-11-08,4.458,16.667
2014-11-09,2.417,12.875
2014-11-10,3.5,13.042
2014-11-11,4.833,14.958
2014-11-12,3.583,22.417
2014-11-13,2.917,7.125
2014-11-14,2.792,11.667
2014-11-15,2.917,12.458
2014-11-16,3.5,13.958
2014-11-17,2.875,17.478
2014-11-18,3.458,16.25
2014-11-19,3.167,14.417
2014-11-20,3.435,14.667
2014-11-21,5.083,25.0
2014-11-22,5.458,27.417
2014-11-23,3.167,15.542
2014-11-24,3.708,26.333
2014-11-25,3.375,14.625
2014-11-26,3.417,9.708
2014-11-27,2.75,8.917
2014-11-28,3.417,16.0
2014-11-29,2.583,9.958
2014-11-30,2.667,8.625
2014-12-01,2.083,9.875
2014-12-02,3.125,6.875
2014-12-03,2.583,9.417
2014-12-04,2.087,9.652
2014-12-05,2.083,6.583
2014-12-06,2.125,7.667
2014-12-07,2.25,11.125
2014-12-08,3.292,17.833
2014-12-09,2.458,10.875
2014-12-10,4.625,11.083
2014-12-11,1.792,14.875
2014-12-12,2.417,16.292
2014-12-13,3.042,9.136
2014-12-14,2.458,7.292
2014-12-15,2.667,13.708
2014-12-16,2.583,11.292
2014-12-17,1.75,6.565
2014-12-18,2.471,6.583
2014-12-19,3.167,9.75
2014-12-20,2.375,12.833
2014-12-21,1.958,9.458
2014-12-22,2.083,8.875
2014-12-23,2.583,13.5
2014-12-24,2.458,15.708
2014-12-25,3.5,15.833
2014-12-26,2.125,8.5
2014-12-27,2.042,8.5
2014-12-28,2.542,15.5
2014-12-29,3.167,22.167
2014-12-30,5.208,36.708
2014-12-31,4.5,18.875
2015-01-01,1.75,11.0
2015-01-02,2.208,18.875
2015-01-03,2.083,21.833
2015-01-04,2.375,28.609
2015-01-05,2.917,24.625
2015-01-06,3.167,22.458
2015-01-07,2.5,16.792
2015-01-08,1.958,11.292
2015-01-09,2.0,10.375
2015-01-10,1.958,10.042
2015-01-11,2.708,15.583
2015-01-12,2.042,8.5
2015-01-13,1.458,7.667
2015-01-14,1.75,11.125
2015-01-15,2.5,12.083
2015-01-16,2.125,18.792
2015-01-17,2.125,17.208
2015-01-18,2.167,9.875
2015-01-19,1.458,6.958
2015-01-20,1.625,7.208
2015-01-21,2.1,9.542
2015-01-22,3.208,8.444
2015-01-23,4.167,27.615
2015-01-24,2.333,8.833
2015-01-25,2.0,9.708
2015-01-26,2.0,14.083
2015-01-27,3.417,21.417
2015-01-28,4.167,27.208
2015-01-29,4.125,19.417
2015-01-30,3.167,5.0
2015-01-31,4.083,12.958
2015-02-01,4.875,32.217
2015-02-02,2.792,9.542
2015-02-03,3.833,9.083
2015-02-04,3.292,13.208
2015-02-05,4.0,18.042
2015-02-06,4.125,11.417
2015-02-07,2.333,8.375
2015-02-08,2.167,11.083
2015-02-09,3.625,18.417
2015-02-10,3.167,11.083
2015-02-11,3.696,17.208
2015-02-12,5.25,23.792
2015-02-13,2.958,18.917
2015-02-14,1.833,13.458
2015-02-15,2.083,9.391
2015-02-16,2.0,10.458
2015-02-17,2.375,10.708
2015-02-18,3.091,11.333
2015-02-19,3.042,10.25
2015-02-20,2.75,13.083
2015-02-21,2.333,11.542
2015-02-22,2.708,9.75
2015-02-23,3.208,14.125
2015-02-24,2.25,10.958
2015-02-25,2.417,9.042
2015-02-26,3.083,20.75
2015-02-27,3.25,29.833
2015-02-28,3.917,39.792
2015-03-01,2.333,16.174
2015-03-02,3.292,14.333
2015-03-03,3.5,16.25
2015-03-04,6.792,34.167
2015-03-05,8.0,37.958
2015-03-06,3.583,24.875
2015-03-07,5.292,22.125
2015-03-08,5.75,29.625
2015-03-09,3.542,10.542
2015-03-10,3.5,12.208
2015-03-11,3.042,7.75
2015-03-12,3.417,11.792
2015-03-13,3.292,14.083
2015-03-14,2.667,14.091
2015-03-15,3.0,17.667
2015-03-16,5.208,16.375
2015-03-17,3.909,22.875
2015-03-18,4.667,27.833
2015-03-19,3.958,25.75
2015-03-20,3.708,16.958
2015-03-21,2.792,7.375
2015-03-22,4.208,8.042
2015-03-23,6.125,17.208
2015-03-24,3.75,10.083
2015-03-25,3.208,7.917
2015-03-26,3.5,11.167
2015-03-27,3.167,15.792
2015-03-28,4.167,24.625
2015-03-29,4.667,28.125
2015-03-30,6.583,25.5
2015-03-31,7.625,35.292
2015-04-01,7.167,16.083
2015-04-02,4.417,13.792
2015-04-03,4.167,18.458
2015-04-04,3.292,11.875
2015-04-05,4.125,21.125
2015-04-06,5.5,22.565
2015-04-07,3.042,8.708
2015-04-08,3.083,10.583
2015-04-09,4.957,15.917
2015-04-10,2.417,11.792
2015-04-11,3.333,9.542
2015-04-12,4.333,15.792
2015-04-13,3.208,10.833
2015-04-14,3.667,11.5
2015-04-15,3.792,19.167
2015-04-16,8.0,32.0
2015-04-17,5.875,23.708
2015-04-18,5.833,24.417
2015-04-19,6.292,28.833
2015-04-20,3.125,19.909
2015-04-21,5.083,8.792
2015-04-22,6.958,19.792
2015-04-23,8.0,23.375
2015-04-24,9.958,26.833
2015-04-25,8.917,36.833
2015-04-26,9.542,36.0
2015-04-27,8.792,30.542
2015-04-28,9.958,35.458
2015-04-29,7.583,18.125
2015-04-30,6.542,16.667
2015-05-01,8.167,22.318
2015-05-02,6.583,16.5
2015-05-03,4.667,15.958
2015-05-04,4.0,10.625
2015-05-05,7.417,19.25
2015-05-06,6.125,18.75
2015-05-07,4.875,12.458
2015-05-08,5.958,13.375
2015-05-09,4.875,16.708
2015-05-10,5.333,19.833
2015-05-11,7.917,15.833
2015-05-12,3.792,13.125
2015-05-13,5.875,22.042
2015-05-14,9.5,22.042
2015-05-15,8.083,30.208
2015-05-16,3.875,15.417
2015-05-17,6.958,23.5
2015-05-18,7.625,21.261
2015-05-19,5.875,9.583
2015-05-20,8.417,20.125
2015-05-21,5.75,8.792
2015-05-22,8.417,16.333
2015-05-23,7.208,20.625
2015-05-24,8.833,22.375
2015-05-25,9.0,24.458
2015-05-26,11.583,23.208
2015-05-27,13.5,26.792
2015-05-28,12.957,30.125
2015-05-29,9.417,27.125
2015-05-30,7.917,24.75
2015-05-31,4.542,18.708
2015-06-01,8.625,21.136
2015-06-02,7.75,27.792
2015-06-03,3.5,12.5
2015-06-04,5.75,8.917
2015-06-05,3.583,8.5
2015-06-06,2.875,4.875
2015-06-07,4.333,9.25
2015-06-08,4.542,12.375
2015-06-09,4.417,8.083
2015-06-10,6.958,19.875
2015-06-11,4.182,22.542
2015-06-12,5.833,27.792
2015-06-13,8.042,33.583
2015-06-14,5.208,23.583
2015-06-15,5.25,17.261
2015-06-16,4.417,15.75
2015-06-17,5.833,28.125
2015-06-18,4.167,14.125
2015-06-19,3.208,5.25
2015-06-20,4.667,11.833
2015-06-21,6.667,14.833
2015-06-22,5.75,16.625
2015-06-23,7.708,28.708
2015-06-24,12.0,38.167
2015-06-25,10.375,34.958
2015-06-26,4.125,11.958
2015-06-27,3.125,4.583
2015-06-28,4.917,8.833
2015-06-29,7.792,10.542
2015-06-30,6.792,14.958
2015-07-01,2.625,7.13
2015-07-02,4.375,19.042
2015-07-03,6.792,20.625
2015-07-04,4.083,16.25
2015-07-05,4.333,16.792
2015-07-06,7.792,24.667
2015-07-07,5.375,15.708
2015-07-08,6.917,18.708
2015-07-09,7.083,23.917
2015-07-10,10.182,27.917
2015-07-11,8.917,25.583
2015-07-12,8.0,18.417
2015-07-13,6.5,10.958
2015-07-14,5.583,10.913
2015-07-15,8.5,13.792
2015-07-16,4.958,6.417
2015-07-17,2.0,2.458
2015-07-18,5.333,13.208
2015-07-19,7.417,21.125
2015-07-20,4.958,10.833
2015-07-21,7.917,11.125
2015-07-22,7.167,7.042
2015-07-23,4.875,7.625
2015-07-24,5.478,9.75
2015-07-25,4.958,10.167
2015-07-26,5.958,9.875
2015-07-27,5.375,11.167
2015-07-28,6.083,17.833
2015-07-29,6.125,27.667
2015-07-30,9.833,31.625
2015-07-31,9.583,28.0
2015-08-01,11.125,27.667
2015-08-02,8.5,36.833
2015-08-03,9.417,32.957
2015-08-04,10.208,34.667
2015-08-05,11.083,40.625
2015-08-06,7.261,32.417
2015-08-07,9.083,29.458
2015-08-08,8.583,23.5
2015-08-09,8.833,21.333
2015-08-10,8.625,23.292
2015-08-11,10.5,27.5
2015-08-12,4.917,23.167
2015-08-13,4.625,11.333
2015-08-14,4.5,8.083
2015-08-15,5.625,18.292
2015-08-16,5.208,19.625
2015-08-17,3.75,6.591
2015-08-18,5.083,7.438
2015-08-19,2.625,6.667
2015-08-20,3.75,9.083
2015-08-21,4.917,17.083
2015-08-22,4.0,7.458
2015-08-23,5.375,9.583
2015-08-24,6.625,10.25
2015-08-25,3.0,6.25
2015-08-26,2.917,3.625
2015-08-27,4.417,9.708
2015-08-28,7.292,14.167
2015-08-29,6.0,20.625
2015-08-30,3.125,4.333
2015-08-31,2.875,7.583
2015-09-01,3.0,5.348
2015-09-02,2.792,5.875
2015-09-03,4.174,12.708
2015-09-04,3.125,21.875
2015-09-05,4.0,17.583
2015-09-06,2.208,9.25
2015-09-07,3.083,3.792
2015-09-08,3.833,6.208
2015-09-09,1.875,2.708
2015-09-10,2.167,2.542
2015-09-11,3.5,7.5
2015-09-12,4.708,14.333
2015-09-13,3.5,10.0
2015-09-14,4.125,8.773
2015-09-15,4.958,10.875
2015-09-16,2.227,12.708
2015-09-17,2.833,8.792
2015-09-18,3.708,9.542
2015-09-19,3.417,8.0
2015-09-20,3.417,8.833
2015-09-21,3.875,10.417
2015-09-22,3.625,12.667
2015-09-23,3.125,15.333
2015-09-24,1.292,5.083
2015-09-25,4.042,10.292
2015-09-26,4.292,10.042
2015-09-27,4.792,12.083
2015-09-28,3.958,13.417
2015-09-29,5.875,13.292
2015-09-30,4.208,7.167
2015-10-01,2.333,9.696
2015-10-02,2.292,9.625
2015-10-03,3.125,7.917
2015-10-04,2.958,14.583
2015-10-05,3.542,7.042
2015-10-06,4.0,8.125
2015-10-07,4.042,6.333
2015-10-08,2.583,11.25
2015-10-09,3.667,19.0
2015-10-10,2.708,17.917
2015-10-11,2.25,12.542
2015-10-12,1.875,9.292
2015-10-13,2.5,8.167
2015-10-14,3.0,10.667
2015-10-15,3.083,16.958
2015-10-16,2.625,14.042
2015-10-17,2.542,12.5
2015-10-18,2.667,14.958
2015-10-19,3.083,16.13
2015-10-20,4.5,19.167
2015-10-21,3.917,31.458
2015-10-22,4.375,22.667
2015-10-23,4.125,15.292
2015-10-24,3.708,27.75
2015-10-25,3.333,12.333
2015-10-26,3.625,10.0
2015-10-27,3.0,14.333
2015-10-28,2.5,9.917
2015-10-29,3.217,13.917
2015-10-30,3.625,18.708
2015-10-31,2.667,7.625
2015-11-01,3.0,9.917
2015-11-02,1.5,9.391
2015-11-03,2.25,11.833
2015-11-04,2.958,12.167
2015-11-05,2.542,16.458
2015-11-06,3.083,26.5
2015-11-07,3.0,21.167
2015-11-08,2.75,15.333
2015-11-09,1.542,9.333
2015-11-10,2.042,2.708
2015-11-11,3.292,4.875
2015-11-12,3.375,6.25
2015-11-13,2.667,9.167
2015-11-14,1.208,9.542
2015-11-15,1.792,4.792
2015-11-16,3.042,7.783
2015-11-17,1.75,12.417
2015-11-18,1.458,4.833
2015-11-19,2.208,3.25
2015-11-20,3.583,9.375
2015-11-21,3.125,10.125
2015-11-22,4.5,18.333
2015-11-23,4.292,22.5
2015-11-24,2.042,8.583
2015-11-25,2.833,6.792
2015-11-26,1.875,6.5
2015-11-27,2.0,6.125
2015-11-28,2.125,7.292
2015-11-29,1.917,11.167
2015-11-30,2.542,14.042
2015-12-01,2.292,15.708
2015-12-02,2.167,15.667
2015-12-03,1.958,13.87
2015-12-04,2.5,11.125
2015-12-05,2.208,10.5
2015-12-06,2.708,17.458
2015-12-07,2.583,12.583
2015-12-08,2.292,8.292
2015-12-09,3.5,10.125
2015-12-10,3.417,16.792
2015-12-11,1.542,3.667
2015-12-12,2.458,14.583
2015-12-13,2.083,11.083
2015-12-14,2.167,7.667
2015-12-15,2.625,14.333
2015-12-16,2.375,14.957
2015-12-17,2.0,5.625
2015-12-18,1.958,6.625
2015-12-19,2.292,6.5
2015-12-20,2.708,10.625
2015-12-21,1.833,19.542
2015-12-22,2.25,10.208
2015-12-23,2.583,13.958
2015-12-24,2.333,11.375
2015-12-25,2.75,14.667
2015-12-26,3.292,21.917
2015-12-27,3.625,30.958
2015-12-28,1.875,10.042
2015-12-29,1.542,7.5
2015-12-30,1.958,8.25
2015-12-31,2.417,15.333
2016-01-01,1.708,10.875
2016-01-02,1.792,14.125
2016-01-03,2.5,15.5
2016-01-04,2.708,18.0
2016-01-05,2.417,9.958
2016-01-06,2.773,9.875
2016-01-07,3.375,11.958
2016-01-08,2.375,12.458
2016-01-09,1.708,14.208
2016-01-10,2.0,18.0
2016-01-11,1.875,6.667
2016-01-12,2.333,12.583
2016-01-13,3.125,16.208
2016-01-14,1.375,6.083
2016-01-15,1.167,2.5
2016-01-16,1.0,3.333
2016-01-17,1.167,2.929
2016-01-18,3.0,13.143
2016-01-19,3.917,25.125
2016-01-20,2.333,19.25
2016-01-21,2.542,15.75
2016-01-22,2.083,11.542
2016-01-23,1.458,8.208
2016-01-24,1.5,7.833
2016-01-25,1.75,6.083
2016-01-26,3.292,8.625
2016-01-27,3.083,18.75
2016-01-28,3.125,22.292
2016-01-29,4.083,27.333
2016-01-30,2.042,18.13
2016-01-31,2.042,9.333
2016-02-01,1.792,9.609
2016-02-02,1.864,10.417
2016-02-03,2.583,7.667
2016-02-04,3.083,14.583
2016-02-05,2.125,21.167
2016-02-06,2.375,18.667
2016-02-07,1.708,17.5
2016-02-08,2.375,9.042
2016-02-09,1.417,7.208
2016-02-10,1.417,7.625
2016-02-11,1.292,7.292
2016-02-12,1.458,6.833
2016-02-13,2.0,7.333
2016-02-14,2.292,18.261
2016-02-15,2.25,10.875
2016-02-16,4.042,17.958
2016-02-17,2.636,29.042
2016-02-18,4.167,11.083
2016-02-19,2.333,5.083
2016-02-20,2.292,12.708
2016-02-21,2.542,13.958
2016-02-22,3.333,12.25
2016-02-23,1.542,6.208
2016-02-24,1.958,6.958
2016-02-25,2.333,12.458
2016-02-26,2.917,23.25
2016-02-27,3.417,9.458
2016-02-28,4.917,12.417
2016-02-29,,
2016-03-01,4.208,18.364
2016-03-02,2.091,14.167
2016-03-03,2.417,14.167
2016-03-04,4.125,19.625
2016-03-05,4.25,18.25
2016-03-06,2.75,14.667
2016-03-07,2.792,13.125
2016-03-08,2.083,11.833
2016-03-09,2.5,13.917
2016-03-10,3.917,14.333
2016-03-11,2.875,11.667
2016-03-12,3.458,14.625
2016-03-13,5.667,24.042
2016-03-14,2.958,20.5
2016-03-15,1.917,8.609
2016-03-16,2.217,8.458
2016-03-17,3.833,16.0
2016-03-18,4.958,22.583
2016-03-19,5.417,25.167
2016-03-20,3.917,28.375
2016-03-21,1.625,10.083
2016-03-22,2.958,18.292
2016-03-23,4.792,18.875
2016-03-24,3.375,14.792
2016-03-25,2.208,10.875
2016-03-26,3.583,16.333
2016-03-27,1.625,10.208
2016-03-28,2.917,22.583
2016-03-29,4.333,26.667
2016-03-30,5.652,34.958
2016-03-31,2.375,15.583
2016-04-01,5.208,23.13
2016-04-02,4.583,21.0
2016-04-03,3.542,16.375
2016-04-04,3.833,10.083
2016-04-05,4.0,7.417
2016-04-06,5.75,11.208
2016-04-07,2.5,13.5
2016-04-08,5.0,10.917
2016-04-09,5.542,15.292
2016-04-10,5.917,18.833
2016-04-11,4.875,15.875
2016-04-12,4.708,18.417
2016-04-13,6.125,21.958
2016-04-14,6.0,19.458
2016-04-15,4.5,11.917
2016-04-16,7.583,19.042
2016-04-17,3.958,9.167
2016-04-18,3.958,15.478
2016-04-19,4.667,20.125
2016-04-20,5.833,20.25
2016-04-21,5.25,18.292
2016-04-22,6.75,8.5
2016-04-23,7.167,20.667
2016-04-24,5.417,24.792
2016-04-25,7.083,27.667
2016-04-26,8.0,27.958
2016-04-27,7.583,17.542
2016-04-28,2.792,5.333
2016-04-29,2.958,8.833
2016-04-30,6.667,16.0
2016-05-01,10.542,21.391
2016-05-02,8.167,24.5
2016-05-03,3.25,15.208
2016-05-04,4.833,18.667
2016-05-05,6.375,14.417
2016-05-06,5.292,17.583
2016-05-07,5.708,23.625
2016-05-08,5.833,26.917
2016-05-09,4.542,15.208
2016-05-10,5.625,18.125
2016-05-11,3.042,5.333
2016-05-12,4.783,9.042
2016-05-13,6.833,15.125
2016-05-14,6.542,25.167
2016-05-15,7.958,29.292
2016-05-16,3.75,11.348
2016-05-17,5.5,15.542
2016-05-18,7.417,19.667
2016-05-19,8.042,23.0
2016-05-20,8.958,24.75
2016-05-21,8.083,22.875
2016-05-22,6.75,26.375
2016-05-23,7.583,27.75
2016-05-24,7.417,22.417
2016-05-25,6.208,18.708
2016-05-26,8.125,30.25
2016-05-27,10.292,36.458
2016-05-28,6.792,44.167
2016-05-29,6.208,44.208
2016-05-30,4.625,14.381
2016-05-31,8.458,23.458
2016-06-01,8.542,19.875
2016-06-02,5.625,9.261
2016-06-03,5.917,13.667
2016-06-04,5.0,15.417
2016-06-05,2.75,6.208
2016-06-06,5.0,14.333
2016-06-07,4.167,12.208
2016-06-08,7.083,12.75
2016-06-09,7.043,14.208
2016-06-10,5.875,17.333
2016-06-11,6.458,22.042
2016-06-12,4.875,13.667
2016-06-13,4.0,4.083
2016-06-14,5.792,10.0
2016-06-15,6.833,19.75
2016-06-16,4.042,13.042
2016-06-17,4.417,16.833
2016-06-18,6.667,18.625
2016-06-19,3.75,15.417
2016-06-20,4.583,11.917
2016-06-21,3.917,5.583
2016-06-22,5.958,18.083
2016-06-23,3.833,6.208
2016-06-24,5.542,11.75
2016-06-25,2.75,9.083
2016-06-26,4.25,15.333
2016-06-27,5.583,19.333
2016-06-28,4.292,10.5
2016-06-29,4.333,11.292
2016-06-30,5.792,11.708
2016-07-01,8.417,19.826
2016-07-02,7.792,19.958
2016-07-03,8.417,11.458
2016-07-04,7.833,12.625
2016-07-05,8.833,18.625
2016-07-06,6.167,8.333
2016-07-07,6.217,6.833
2016-07-08,3.083,7.5
2016-07-09,4.125,4.375
2016-07-10,5.083,13.042
2016-07-11,4.565,9.292
2016-07-12,7.625,12.625
2016-07-13,4.917,6.375
2016-07-14,5.583,14.478
2016-07-15,4.458,8.5
2016-07-16,5.042,13.417
2016-07-17,4.5,16.458
2016-07-18,6.667,18.917
2016-07-19,8.167,28.708
2016-07-20,7.75,25.333
2016-07-21,8.0,23.167
2016-07-22,7.375,21.708
2016-07-23,8.333,27.708
2016-07-24,6.583,16.958
2016-07-25,5.75,10.167
2016-07-26,5.542,10.708
2016-07-27,5.042,6.75
2016-07-28,5.542,10.708
2016-07-29,5.958,11.708
2016-07-30,5.833,11.792
2016-07-31,5.957,11.667
2016-08-01,7.625,15.19
2016-08-02,7.542,24.417
2016-08-03,7.0,26.75
2016-08-04,7.609,29.333
2016-08-05,9.083,33.417
2016-08-06,9.042,30.958
2016-08-07,6.542,23.417
2016-08-08,6.833,14.417
2016-08-09,8.958,18.667
2016-08-10,8.333,16.958
2016-08-11,7.375,16.542
2016-08-12,8.125,21.583
2016-08-13,6.417,20.958
2016-08-14,6.792,22.208
2016-08-15,7.125,26.583
2016-08-16,8.0,27.826
2016-08-17,6.792,15.75
2016-08-18,9.0,13.208
2016-08-19,7.652,19.333
2016-08-20,7.0,19.792
2016-08-21,7.833,16.333
2016-08-22,7.875,17.083
2016-08-23,6.708,9.042
2016-08-24,7.417,13.083
2016-08-25,5.875,14.75
2016-08-26,2.25,6.0
2016-08-27,,4.375
2016-08-28,,9.292
2016-08-29,,2.208
2016-08-30,,6.208
2016-08-31,,10.208
2016-09-01,,26.375
2016-09-02,,23.174
2016-09-03,,16.25
