date,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,PM25_mean
2011-06-24,3.583,4.708,1.125,4.333,18.208,
2011-06-25,7.333,9.083,1.75,3.875,17.292,
2011-06-26,6.25,8.0,1.75,3.708,10.917,
2011-06-27,8.0,10.708,2.708,3.625,11.875,
2011-06-28,6.167,8.625,2.458,3.833,18.667,
2011-06-29,6.348,8.0,1.652,4.292,22.417,
2011-06-30,5.792,7.333,1.542,3.708,23.625,
2011-07-01,5.75,7.167,1.417,3.125,20.75,
2011-07-02,6.208,7.625,1.417,3.833,26.5,
2011-07-03,4.542,5.833,1.292,3.917,23.708,
2011-07-04,7.087,8.957,1.87,3.13,21.478,
2011-07-05,5.958,7.375,1.417,3.125,14.458,
2011-07-06,6.783,7.87,1.087,3.625,21.583,
2011-07-07,6.75,8.292,1.542,3.5,19.875,
2011-07-08,6.042,7.917,1.875,2.958,17.833,
2011-07-09,4.625,6.042,1.417,3.5,20.708,
2011-07-10,4.625,6.0,1.375,3.792,21.375,
2011-07-11,6.0,7.542,1.542,3.667,20.0,
2011-07-12,6.261,8.174,1.913,3.542,17.792,
2011-07-13,6.609,8.043,1.435,3.833,21.958,
2011-07-14,7.042,8.25,1.208,4.167,26.917,
2011-07-15,8.458,9.708,1.25,5.125,27.333,
2011-07-16,6.417,7.458,1.042,6.458,30.042,
2011-07-17,6.0,7.167,1.167,6.542,34.958,
2011-07-18,5.458,7.625,2.167,5.125,15.583,
2011-07-19,6.708,9.333,2.625,3.417,10.625,
2011-07-20,5.826,7.696,1.87,3.583,10.333,
2011-07-21,3.625,5.042,1.417,3.792,11.833,
2011-07-22,4.708,5.875,1.167,4.375,17.167,
2011-07-23,5.083,6.25,1.167,4.792,16.917,
2011-07-24,4.542,5.625,1.083,4.208,15.708,
2011-07-25,6.583,7.833,1.25,3.583,18.125,
2011-07-26,6.042,7.5,1.458,3.75,18.333,
2011-07-27,7.304,9.522,2.217,3.25,15.708,
2011-07-28,5.583,7.375,1.792,3.417,11.292,
2011-07-29,5.0,7.208,2.208,3.333,11.417,
2011-07-30,5.042,6.208,1.167,3.667,14.542,
2011-07-31,3.417,4.542,1.125,3.75,10.958,
2011-08-01,4.667,6.167,1.5,3.75,10.75,
2011-08-02,8.167,9.958,1.792,4.0,12.667,
2011-08-03,6.261,7.652,1.391,4.042,17.708,
2011-08-04,5.25,6.833,1.583,4.042,15.333,
2011-08-05,4.435,6.13,1.696,3.174,12.391,
2011-08-06,4.833,6.542,1.708,3.875,15.917,
2011-08-07,4.043,5.217,1.174,4.125,16.0,
2011-08-08,5.25,6.792,1.542,3.458,13.542,
2011-08-09,5.708,7.167,1.458,3.958,22.083,
2011-08-10,6.261,7.652,1.391,4.417,26.167,
2011-08-11,6.292,7.5,1.208,4.333,30.125,
2011-08-12,5.5,6.583,1.083,4.833,26.042,
2011-08-13,4.375,5.542,1.167,5.125,31.333,
2011-08-14,4.0,5.208,1.208,5.125,26.375,
2011-08-15,3.917,5.458,1.542,4.208,22.375,
2011-08-16,4.417,5.5,1.083,4.167,23.625,
2011-08-17,5.478,6.826,1.348,4.417,25.458,
2011-08-18,6.583,7.958,1.375,4.292,23.333,
2011-08-19,7.417,8.75,1.333,4.333,14.292,
2011-08-20,5.958,6.958,1.0,4.083,6.833,
2011-08-21,3.917,5.042,1.125,3.75,3.917,
2011-08-22,5.125,6.625,1.5,3.583,6.833,
2011-08-23,7.667,9.75,2.083,3.458,14.417,
2011-08-24,6.478,9.478,3.0,3.917,19.833,
2011-08-25,5.292,10.167,4.875,3.125,10.542,
2011-08-26,4.667,8.333,3.667,3.458,13.292,
2011-08-27,3.833,6.0,2.167,3.667,14.375,
2011-08-28,4.417,5.542,1.125,3.792,17.0,
2011-08-29,5.833,7.0,1.167,4.333,23.792,
2011-08-30,6.333,7.5,1.167,4.625,17.25,
2011-08-31,5.348,6.783,1.435,3.75,18.083,
2011-09-01,4.833,7.542,2.708,3.5,8.458,
2011-09-02,3.958,6.5,2.542,3.375,13.0,
2011-09-03,2.875,4.167,1.292,3.208,9.0,
2011-09-04,2.708,3.75,1.042,3.292,8.875,
2011-09-05,6.565,8.913,2.348,3.043,9.087,
2011-09-06,4.917,6.083,1.167,3.708,8.167,
2011-09-07,6.478,8.391,1.913,4.208,12.458,
2011-09-08,7.875,9.708,1.833,4.625,18.792,
2011-09-09,7.292,9.083,1.792,3.875,19.0,
2011-09-10,6.333,10.0,3.667,3.833,23.167,
2011-09-11,4.958,6.25,1.292,3.667,22.5,
2011-09-12,5.542,7.542,2.0,3.625,18.75,
2011-09-13,5.625,7.708,2.083,4.0,17.625,
2011-09-14,6.261,7.652,1.391,4.167,24.0,
2011-09-15,6.667,7.917,1.25,4.417,27.083,
2011-09-16,6.042,7.708,1.667,4.292,21.5,
2011-09-17,5.542,8.458,2.917,3.917,13.458,
2011-09-18,3.75,6.625,2.875,4.083,10.583,
2011-09-19,4.083,5.625,1.542,4.333,11.833,
2011-09-20,8.417,10.792,2.375,3.792,6.875,
2011-09-21,5.739,7.478,1.739,3.0,5.333,
2011-09-22,5.25,6.708,1.458,3.292,6.25,
2011-09-23,4.458,5.75,1.292,3.458,6.875,
2011-09-24,5.208,6.75,1.542,3.333,8.083,
2011-09-25,5.5,6.5,1.0,3.708,16.167,
2011-09-26,9.542,13.167,3.625,3.375,18.125,
2011-09-27,7.167,10.333,3.167,3.708,14.042,
2011-09-28,8.217,12.522,4.304,3.958,16.833,
2011-09-29,9.542,12.208,2.667,3.667,21.042,
2011-09-30,8.5,11.542,3.042,3.208,16.583,
2011-10-01,2.792,3.375,0.583,3.208,5.583,
2011-10-02,3.417,4.292,0.875,3.333,9.75,
2011-10-03,4.0,4.826,0.826,3.391,6.478,
2011-10-04,8.0,11.0,3.0,3.417,9.333,
2011-10-05,11.87,15.565,3.696,3.167,13.833,
2011-10-06,7.75,10.0,2.25,2.542,8.5,
2011-10-07,6.458,7.5,1.042,3.333,13.75,
2011-10-08,6.958,9.125,2.167,3.417,18.375,
2011-10-09,4.917,5.75,0.833,3.375,27.833,
2011-10-10,6.208,7.5,1.292,3.833,23.292,
2011-10-11,11.917,16.125,4.208,3.917,35.083,
2011-10-12,9.478,11.174,1.696,3.958,32.917,
2011-10-13,14.292,21.917,7.625,3.667,35.5,
2011-10-14,10.625,17.375,6.75,3.708,37.083,
2011-10-15,10.583,13.542,2.958,3.0,17.542,
2011-10-16,6.0,7.458,1.458,3.042,10.458,
2011-10-17,7.708,9.208,1.5,3.5,15.25,
2011-10-18,8.042,9.5,1.458,3.25,9.792,
2011-10-19,8.217,10.304,2.087,3.458,13.667,
2011-10-20,9.458,11.958,2.5,3.125,9.5,
2011-10-21,8.042,13.417,5.375,3.083,8.875,
2011-10-22,7.792,9.833,2.042,2.167,4.375,
2011-10-23,5.292,6.833,1.542,2.542,5.708,
2011-10-24,9.833,14.375,4.542,3.0,9.083,
2011-10-25,5.958,14.708,8.75,3.167,8.667,
2011-10-26,4.0,4.783,0.783,3.417,6.042,
2011-10-27,10.375,13.75,3.375,3.542,13.583,
2011-10-28,13.208,18.958,5.75,3.583,18.042,
2011-10-29,10.583,14.333,3.75,3.625,19.833,
2011-10-30,8.708,10.208,1.5,3.0,24.708,
2011-10-31,7.125,8.458,1.333,2.625,7.875,
2011-11-01,9.25,11.208,1.958,3.083,7.792,
2011-11-02,14.091,19.409,5.318,3.565,17.826,
2011-11-03,15.125,21.083,5.958,3.458,32.5,
2011-11-04,11.083,17.75,6.667,3.042,21.333,
2011-11-05,13.25,18.125,4.875,3.167,40.667,
2011-11-06,10.042,13.167,3.125,2.125,13.208,
2011-11-07,5.25,6.042,0.792,2.458,3.375,
2011-11-08,7.625,9.292,1.667,2.75,4.458,
2011-11-09,10.174,12.478,2.304,3.083,8.917,
2011-11-10,10.125,12.792,2.667,3.208,13.792,
2011-11-11,11.208,12.583,1.375,2.875,10.333,
2011-11-12,9.667,12.375,2.708,2.375,5.167,
2011-11-13,8.667,11.792,3.125,2.542,9.583,
2011-11-14,9.958,12.292,2.333,3.0,19.375,
2011-11-15,6.5,7.333,0.833,2.5,5.208,
2011-11-16,8.609,11.13,2.522,2.667,6.542,
2011-11-17,12.375,15.5,3.125,2.875,8.042,
2011-11-18,18.875,28.0,9.125,3.375,18.208,
2011-11-19,17.042,23.083,6.042,2.417,12.458,
2011-11-20,6.417,7.417,1.0,2.083,4.167,
2011-11-21,9.083,11.0,1.917,2.417,1.875,
2011-11-22,11.5,14.875,3.375,2.375,3.375,
2011-11-23,15.217,20.217,5.0,3.208,15.542,
2011-11-24,7.417,8.958,1.542,2.708,6.875,
2011-11-25,13.542,16.75,3.208,3.0,3.875,
2011-11-26,10.208,12.167,1.958,2.75,6.583,
2011-11-27,17.458,28.292,10.833,3.125,26.5,
2011-11-28,26.667,75.167,48.5,4.125,44.208,
2011-11-29,23.167,59.917,36.75,3.875,38.667,
2011-11-30,14.522,35.913,21.391,3.167,18.667,
2011-12-01,9.042,11.458,2.417,2.5,2.083,
2011-12-02,7.667,9.542,1.875,2.458,3.208,
2011-12-03,10.636,14.364,3.727,1.957,2.304,
2011-12-04,5.792,6.5,0.708,2.125,2.542,
2011-12-05,10.667,14.417,3.75,2.25,2.714,
2011-12-06,18.941,25.294,6.353,3.083,4.87,
2011-12-07,13.913,22.696,8.783,3.13,20.87,
2011-12-08,12.458,16.375,3.917,2.792,12.409,
2011-12-09,6.958,8.208,1.25,2.792,2.083,
2011-12-10,8.375,11.0,2.625,2.5,4.75,
2011-12-11,7.0,7.667,0.667,2.417,8.333,
2011-12-12,13.5,17.75,4.25,3.042,10.333,
2011-12-13,13.208,18.667,5.458,2.625,7.917,
2011-12-14,17.913,31.348,13.435,3.208,16.375,
2011-12-15,15.708,33.458,17.75,3.417,14.25,
2011-12-16,9.875,14.125,4.25,2.417,4.375,
2011-12-17,9.667,11.917,2.25,2.417,4.208,
2011-12-18,13.0,18.292,5.292,2.333,5.958,
2011-12-19,12.5,17.875,5.375,2.667,9.583,
2011-12-20,8.208,9.833,1.625,2.667,3.083,
2011-12-21,16.87,28.043,11.174,3.125,5.542,
2011-12-22,13.833,26.333,12.5,4.375,13.583,
2011-12-23,4.125,4.667,0.542,2.167,1.333,
2011-12-24,7.083,8.375,1.292,2.417,2.083,
2011-12-25,3.708,3.917,0.208,2.0,1.708,
2011-12-26,4.042,4.542,0.5,2.375,1.167,
2011-12-27,8.833,11.708,2.875,2.583,3.0,
2011-12-28,14.348,18.217,3.87,2.708,7.458,
2011-12-29,12.5,20.083,7.583,2.958,11.0,
2011-12-30,2.917,3.042,0.125,2.25,2.583,
2011-12-31,9.208,10.708,1.5,2.625,7.625,
2012-01-01,2.542,2.667,0.125,2.042,,
2012-01-02,0.87,0.87,0.0,3.5,,
2012-01-03,0.5,0.5,0.0,2.0,,
2012-01-04,0.917,1.083,0.167,2.083,,
2012-01-05,5.5,5.792,0.292,2.0,,
2012-01-06,5.375,7.0,1.625,1.875,,
2012-01-07,12.083,16.833,4.75,2.417,,
2012-01-08,18.792,34.292,15.5,3.083,,
2012-01-09,11.87,14.87,3.0,3.083,,
2012-01-10,5.875,6.708,0.833,2.583,,
2012-01-11,7.333,8.042,0.708,2.542,,
2012-01-12,12.792,16.792,4.0,2.458,,
2012-01-13,10.542,12.625,2.083,3.0,,
2012-01-14,8.042,8.958,0.917,2.458,,
2012-01-15,5.25,5.792,0.542,3.292,,
2012-01-16,20.87,27.391,6.522,3.125,,
2012-01-17,20.792,28.0,7.208,3.667,,
2012-01-18,3.375,4.125,0.75,2.417,,
2012-01-19,13.333,16.125,2.792,2.792,,
2012-01-20,5.292,5.667,0.375,2.5,,
2012-01-21,22.625,29.583,6.958,3.25,,
2012-01-22,13.5,17.125,3.625,3.083,,
2012-01-23,11.174,13.783,2.609,3.167,,
2012-01-24,14.792,18.208,3.417,3.625,,
2012-01-25,7.125,8.125,1.0,3.292,,
2012-01-26,1.333,1.417,0.083,2.208,,
2012-01-27,5.0,5.042,0.042,2.208,,
2012-01-28,7.0,9.333,2.333,2.958,,
2012-01-29,10.583,12.625,2.042,2.875,,
2012-01-30,11.043,15.087,4.043,3.542,,
2012-01-31,15.0,17.75,2.75,3.583,,
2012-02-01,25.792,37.417,11.625,4.0,,
2012-02-02,9.208,10.208,1.0,2.833,,
2012-02-03,3.25,3.333,0.083,2.167,,
2012-02-04,11.5,13.125,1.625,3.13,,
2012-02-05,4.25,4.708,0.458,3.583,,
2012-02-06,9.217,10.522,1.304,3.583,,
2012-02-07,7.5,10.417,2.917,3.0,,
2012-02-08,1.667,1.958,0.292,3.292,,
2012-02-09,2.25,2.25,0.0,2.875,,
2012-02-10,5.125,5.583,0.458,2.417,,
2012-02-11,2.75,2.833,0.083,3.375,,
2012-02-12,8.208,9.292,1.083,3.542,,
2012-02-13,6.304,7.522,1.217,3.625,,
2012-02-14,10.917,12.208,1.292,3.083,,
2012-02-15,16.625,18.833,2.208,3.333,,
2012-02-16,1.083,1.292,0.208,2.417,,
2012-02-17,9.417,10.458,1.042,2.375,,
2012-02-18,22.625,28.25,5.625,3.042,,
2012-02-19,2.125,2.625,0.5,2.833,,
2012-02-20,5.739,7.304,1.565,3.0,,
2012-02-21,7.75,8.5,0.75,3.0,,
2012-02-22,5.958,7.208,1.25,3.292,,
2012-02-23,3.167,3.208,0.042,3.0,,
2012-02-24,3.917,4.0,0.083,2.292,,
2012-02-25,5.167,5.917,0.75,2.542,,
2012-02-26,10.75,11.958,1.208,3.167,,
2012-02-27,13.696,14.957,1.261,3.958,,
2012-02-28,9.958,10.583,0.625,3.25,,
2012-02-29,,,,,,
2012-03-01,16.625,21.792,5.167,3.625,,
2012-03-02,2.0,2.0,0.0,3.708,,
2012-03-03,2.125,2.125,0.0,2.958,,
2012-03-04,6.25,6.75,0.5,3.25,,
2012-03-05,12.25,14.917,2.667,3.708,,
2012-03-06,11.429,14.476,3.048,4.522,,
2012-03-07,9.458,10.792,1.333,5.833,,
2012-03-08,6.042,6.333,0.292,5.75,,
2012-03-09,5.458,5.5,0.042,4.833,,
2012-03-10,2.5,2.5,0.0,4.208,,
2012-03-11,4.583,4.75,0.167,3.667,,
2012-03-12,14.708,18.417,3.708,3.625,,
2012-03-13,11.652,17.043,5.391,4.125,,
2012-03-14,3.167,3.375,0.208,3.375,,
2012-03-15,8.792,9.833,1.042,3.5,,
2012-03-16,7.625,10.75,3.125,3.583,,
2012-03-17,8.292,8.75,0.458,5.958,,
2012-03-18,6.833,7.125,0.292,3.75,,
2012-03-19,6.042,6.375,0.333,3.875,,
2012-03-20,5.565,6.13,0.565,3.833,,
2012-03-21,4.625,4.833,0.208,3.667,,
2012-03-22,11.167,14.333,3.167,4.083,,
2012-03-23,5.0,5.375,0.375,3.792,,
2012-03-24,4.5,4.958,0.458,3.167,,
2012-03-25,6.083,6.417,0.333,4.042,,
2012-03-26,4.917,5.083,0.167,3.542,,
2012-03-27,10.261,11.304,1.043,4.208,,
2012-03-28,11.792,13.375,1.583,3.958,,
2012-03-29,9.292,10.417,1.125,3.75,,
2012-03-30,3.792,3.958,0.167,3.083,,
2012-03-31,6.333,6.833,0.5,3.0,,
2012-04-01,4.042,4.458,0.417,3.25,,
2012-04-02,10.167,10.958,0.792,3.958,,
2012-04-03,9.208,10.333,1.125,3.875,,
2012-04-04,3.545,3.955,0.409,3.87,,
2012-04-05,5.875,6.375,0.5,4.875,,
2012-04-06,11.542,12.958,1.417,3.625,,
2012-04-07,8.083,8.833,0.75,3.042,,
2012-04-08,6.583,7.083,0.5,3.208,,
2012-04-09,11.0,12.292,1.292,4.042,,
2012-04-10,13.917,15.25,1.333,4.708,,
2012-04-11,12.478,13.783,1.304,3.875,,
2012-04-12,9.25,9.875,0.625,3.875,,
2012-04-13,11.708,13.333,1.625,4.583,,
2012-04-14,7.458,7.708,0.25,3.083,,
2012-04-15,4.75,5.083,0.333,3.375,,
2012-04-16,9.625,11.208,1.583,3.458,,
2012-04-17,10.75,13.417,2.667,3.583,,
2012-04-18,6.696,7.217,0.522,3.5,,
2012-04-19,7.208,7.958,0.75,3.625,,
2012-04-20,8.042,9.25,1.208,3.083,,
2012-04-21,7.833,8.833,1.0,3.375,,
2012-04-22,5.708,6.333,0.625,2.833,,
2012-04-23,8.125,8.958,0.833,2.667,,
2012-04-24,8.125,8.458,0.333,3.708,,
2012-04-25,11.087,12.043,0.957,4.458,,
2012-04-26,8.125,9.042,0.917,3.042,,
2012-04-27,7.25,7.917,0.667,3.5,,
2012-04-28,10.417,11.417,1.0,4.875,,
2012-04-29,7.708,8.375,0.667,5.417,,
2012-04-30,8.417,9.083,0.667,4.917,,
2012-05-01,7.25,8.083,0.833,4.167,,
2012-05-02,6.304,7.217,0.913,3.292,,
2012-05-03,3.583,4.042,0.458,3.0,,
2012-05-04,3.208,3.583,0.375,3.292,,
2012-05-05,4.083,4.542,0.458,4.333,,
2012-05-06,5.917,6.375,0.458,4.375,,
2012-05-07,10.043,10.913,0.87,4.565,,
2012-05-08,10.5,11.667,1.167,4.792,,
2012-05-09,11.913,13.0,1.087,4.333,,
2012-05-10,7.0,7.583,0.583,3.833,,
2012-05-11,3.5,3.917,0.417,3.042,,
2012-05-12,2.708,2.917,0.208,3.0,,
2012-05-13,4.458,4.75,0.292,3.458,,
2012-05-14,7.792,8.708,0.917,4.417,,
2012-05-15,10.375,11.708,1.333,3.292,,
2012-05-16,7.304,7.87,0.565,4.583,,
2012-05-17,10.042,11.083,1.042,5.667,,
2012-05-18,5.792,6.042,0.25,3.792,,
2012-05-19,6.042,6.417,0.375,3.833,,
2012-05-20,6.042,6.458,0.417,4.5,,
2012-05-21,7.0,7.75,0.75,4.333,,
2012-05-22,6.542,7.333,0.792,3.5,,
2012-05-23,6.304,6.957,0.652,3.542,,
2012-05-24,9.542,10.083,0.542,4.833,,
2012-05-25,9.5,10.167,0.667,4.208,,
2012-05-26,5.5,5.875,0.375,4.208,,
2012-05-27,4.958,5.292,0.333,4.25,,
