date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,CH4_mean,CO2_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,SO2_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean,CO_mean
2013-05-05,8.607,9.601,0.994,14.958,16.819,193.222,4230.833,94.0,43.125,16.0,10.403,0.403,24.0,17.675,9.4,203.625,3.396
2013-05-06,9.67,10.822,1.152,20.396,25.102,191.246,4224.348,71.0,42.958,25.0,11.257,0.778,25.6,17.971,10.9,202.502,3.5
2013-05-07,6.504,8.249,1.745,3.334,6.889,188.027,4060.417,41.0,28.75,17.0,6.198,0.431,17.2,13.162,8.0,194.225,2.214
2013-05-08,12.313,16.192,3.88,5.438,8.328,190.795,4111.818,55.0,28.333,12.0,9.493,1.217,21.1,14.754,5.4,200.288,2.476
2013-05-09,24.185,31.313,7.128,14.25,17.931,191.847,4252.917,61.0,31.708,13.0,16.945,1.245,28.4,19.512,9.9,208.792,3.729
2013-05-10,19.316,24.36,5.045,27.184,31.747,191.989,4256.667,77.0,43.125,20.0,15.008,1.492,26.8,19.767,12.6,206.997,3.972
2013-05-11,12.47,16.69,4.22,17.333,34.217,188.764,4165.0,100.0,88.958,63.0,11.944,0.375,20.5,16.575,14.7,200.708,3.938
2013-05-12,7.5,8.833,1.333,6.438,13.718,186.778,4130.0,100.0,70.375,26.0,9.792,0.014,29.7,19.25,13.1,196.569,2.562
2013-05-13,15.529,20.889,5.36,18.508,32.505,189.792,4205.217,100.0,85.708,56.0,11.861,0.32,24.5,16.579,11.7,201.653,3.334
2013-05-14,15.213,18.705,3.493,26.458,41.213,192.155,4269.583,96.0,57.458,20.0,14.242,1.764,31.6,22.604,16.3,206.398,3.726
2013-05-15,13.672,17.381,3.709,30.104,41.167,190.541,4123.75,91.0,70.292,46.0,9.958,1.042,24.5,19.171,14.9,200.5,3.62
2013-05-16,13.968,18.019,4.051,20.345,26.56,189.444,4166.25,93.0,67.5,29.0,9.611,0.803,26.6,19.0,14.9,199.056,3.312
2013-05-17,12.912,17.793,4.881,14.312,18.597,188.703,4154.583,95.0,55.25,15.0,8.761,0.485,27.0,18.225,12.2,197.465,3.104
2013-05-18,12.964,15.673,2.708,16.542,24.472,190.194,4180.833,82.0,55.833,34.0,10.278,1.153,26.7,18.567,11.6,200.472,3.375
2013-05-19,8.958,10.238,1.28,12.396,17.949,186.75,4151.25,93.0,57.292,31.0,8.403,1.264,25.0,19.754,15.6,195.153,2.708
2013-05-20,13.405,19.955,6.55,8.062,16.477,184.194,4134.348,100.0,91.125,68.0,10.833,0.306,22.2,18.642,15.0,195.028,3.438
2013-05-21,12.357,17.17,4.814,13.979,22.708,187.355,4229.167,100.0,75.75,38.0,14.506,0.333,29.1,22.254,18.6,201.861,3.17
2013-05-22,15.167,18.601,3.435,26.104,38.073,190.375,4216.522,87.0,55.958,32.0,15.694,0.945,29.0,23.425,18.0,206.069,3.358
2013-05-23,16.522,21.844,5.322,21.896,28.539,193.942,4230.0,92.0,47.083,18.0,16.05,1.162,27.8,22.075,17.0,209.992,3.551
2013-05-24,14.613,18.699,4.085,14.842,16.449,193.391,4172.083,71.0,39.875,14.0,13.208,1.284,31.0,21.342,13.7,206.599,3.0
2013-05-25,9.935,12.566,2.631,14.062,19.75,191.444,4124.583,89.0,62.958,35.0,10.43,0.847,23.4,16.429,11.9,201.875,3.0
2013-05-26,9.149,10.363,1.214,16.188,24.218,193.5,4158.75,84.0,57.458,39.0,12.153,1.222,27.3,20.954,14.4,205.653,2.854
2013-05-27,13.176,15.096,1.92,16.833,24.371,192.236,4158.696,88.0,62.75,36.0,14.097,1.639,27.0,21.975,18.3,206.333,3.25
2013-05-28,12.724,14.574,1.849,10.688,16.033,189.124,4255.0,89.0,62.0,34.0,11.538,1.639,26.1,21.425,18.2,200.661,2.688
2013-05-29,14.19,17.036,2.845,10.458,19.708,186.889,4215.417,93.0,79.625,50.0,12.5,1.5,23.2,20.096,18.6,199.389,2.911
2013-05-30,16.482,22.885,6.404,9.292,19.87,186.681,4276.667,100.0,98.375,91.0,14.083,0.315,20.0,19.258,17.2,200.764,3.271
2013-05-31,13.251,17.795,4.543,14.708,21.102,190.381,4174.583,100.0,51.292,19.0,12.232,0.683,30.3,22.242,15.4,202.614,3.604
2013-06-01,11.488,14.821,3.333,15.938,20.357,192.361,4200.0,68.0,45.708,15.0,13.125,1.278,29.2,20.725,15.7,205.486,3.104
2013-06-02,6.935,8.47,1.536,9.688,13.315,188.125,4133.333,70.0,56.917,41.0,9.417,0.792,23.3,18.396,14.9,197.541,2.438
2013-06-03,12.27,15.417,3.147,14.792,21.449,190.736,4107.826,86.0,52.458,28.0,14.486,0.972,30.1,21.062,13.3,205.222,2.73
2013-06-04,14.999,19.769,4.769,19.104,26.38,199.02,4217.5,91.0,54.5,20.0,15.067,1.486,31.2,22.683,15.0,214.087,3.384
2013-06-05,16.804,19.923,3.119,24.458,36.648,198.722,4253.333,88.0,67.125,40.0,16.431,1.847,28.2,22.192,17.8,215.153,3.517
2013-06-06,15.488,20.406,4.918,17.25,27.744,194.299,4120.909,91.0,70.833,41.0,14.394,1.481,26.6,21.762,18.6,208.693,3.125
2013-06-07,11.681,17.609,5.927,8.958,15.46,189.704,4004.583,96.0,73.542,34.0,7.474,0.386,26.8,20.792,17.1,197.178,2.834
2013-06-08,11.191,14.089,2.899,12.146,16.37,191.931,4115.417,97.0,67.0,27.0,7.417,0.444,30.1,21.092,16.5,199.347,2.792
2013-06-09,8.429,10.208,1.78,18.396,23.083,200.792,4128.75,94.0,53.5,18.0,8.764,0.361,29.6,22.796,15.4,209.556,3.062
2013-06-10,12.749,16.377,3.629,27.272,33.994,199.158,4201.304,86.0,60.208,33.0,8.578,1.03,29.4,22.962,18.3,207.736,3.195
2013-06-11,14.008,19.129,5.121,19.112,27.649,195.825,4200.0,93.0,69.333,44.0,12.413,0.68,24.8,21.938,18.6,208.237,3.112
2013-06-12,11.25,17.518,6.268,10.416,17.722,192.792,4147.917,97.0,91.25,79.0,9.514,0.139,26.1,21.162,18.6,202.306,2.987
2013-06-13,9.012,18.254,9.242,6.104,10.944,192.889,4269.167,98.0,88.417,69.0,9.5,0.299,26.6,22.383,20.1,202.389,2.5
2013-06-14,8.774,16.593,7.819,6.062,10.954,187.614,4164.167,100.0,80.583,45.0,9.239,0.366,30.4,24.158,19.8,196.853,2.562
2013-06-15,7.833,11.691,3.857,7.396,14.217,186.584,4105.0,100.0,76.5,37.0,9.695,0.222,32.5,25.725,21.7,196.278,2.5
2013-06-16,6.595,9.119,2.524,7.396,12.167,193.417,4241.667,100.0,82.875,45.0,9.556,0.306,30.1,23.908,20.7,202.972,2.458
2013-06-17,10.405,14.623,4.218,12.521,17.486,190.24,4142.174,91.0,64.708,40.0,11.878,0.653,30.9,26.188,21.7,202.118,2.771
2013-06-18,14.325,20.287,5.962,25.854,41.815,193.817,4227.917,94.0,81.167,64.0,16.702,1.167,27.2,24.158,21.8,210.519,4.124
2013-06-19,15.494,22.077,6.583,17.562,31.185,198.167,4252.5,100.0,89.833,70.0,14.5,0.625,27.3,22.929,20.7,212.667,3.634
2013-06-20,18.311,26.643,8.332,13.188,27.378,196.048,4279.565,100.0,98.875,97.0,14.722,0.145,21.2,20.504,19.7,210.769,4.0
2013-06-21,16.115,22.653,6.539,14.542,34.121,196.362,4096.667,100.0,95.208,76.0,15.004,0.254,23.5,20.05,17.5,211.366,3.832
2013-06-22,11.732,15.661,3.929,15.396,26.204,199.292,4039.167,100.0,83.292,53.0,10.708,0.417,26.1,21.238,17.2,210.0,3.604
2013-06-23,7.405,9.185,1.78,11.646,16.954,198.597,3995.417,99.0,70.0,38.0,8.389,0.514,28.0,22.096,17.7,206.986,2.958
2013-06-24,11.988,17.335,5.348,11.869,16.532,192.649,4070.87,100.0,80.542,50.0,8.799,0.389,27.7,21.654,17.1,201.447,3.188
2013-06-25,11.773,16.448,4.675,15.392,20.13,197.642,4134.583,97.0,65.583,38.0,9.886,0.514,30.2,24.717,19.6,207.528,2.966
2013-06-26,14.988,21.321,6.333,19.188,30.842,196.278,4081.667,100.0,94.25,80.0,12.597,1.153,23.3,20.592,18.2,208.875,4.214
2013-06-27,9.71,12.748,3.038,6.416,9.694,186.944,3972.083,95.0,58.708,26.0,6.736,0.189,30.3,22.346,17.5,193.681,2.229
2013-06-28,10.773,15.216,4.443,13.833,18.671,190.553,3956.25,91.0,69.5,44.0,8.813,0.634,26.1,21.371,17.2,199.366,2.834
2013-06-29,10.631,14.548,3.917,13.354,20.602,190.875,4064.167,95.0,73.875,39.0,10.43,0.667,28.6,22.196,19.1,201.306,2.916
2013-06-30,8.494,10.643,2.149,15.542,23.861,196.264,4107.5,96.0,79.667,48.0,10.222,0.75,28.0,22.542,19.1,206.486,2.896
2013-07-01,12.086,15.985,3.899,11.062,16.305,193.659,4006.957,91.0,68.125,41.0,11.276,1.306,27.6,23.317,20.3,204.936,2.916
2013-07-02,11.264,15.058,3.794,9.584,15.43,191.621,4179.583,93.0,63.5,36.0,9.821,1.236,28.3,23.579,19.7,201.442,2.498
2013-07-03,16.94,24.042,7.101,10.896,18.741,190.847,4252.083,96.0,80.417,55.0,13.014,1.528,25.9,22.283,19.8,203.861,2.947
2013-07-04,15.9,22.191,6.292,12.562,25.208,187.0,4342.083,97.0,82.708,59.0,15.18,0.868,29.5,24.588,21.0,202.181,3.146
2013-07-05,17.324,22.771,5.448,13.688,32.35,187.18,4269.091,100.0,90.5,72.0,19.962,0.559,28.9,24.858,22.1,207.141,3.188
2013-07-06,11.042,18.44,7.399,12.084,23.407,186.819,4210.833,99.0,67.208,35.0,17.625,0.972,35.4,28.938,23.1,204.444,2.584
2013-07-07,9.172,13.393,4.22,12.354,19.699,193.944,4351.25,96.0,78.125,42.0,13.625,1.264,34.7,27.388,23.9,207.569,3.083
2013-07-08,11.563,18.052,6.489,13.862,20.15,197.153,4261.739,98.0,72.125,37.0,15.036,1.119,35.5,28.446,23.3,212.189,3.084
2013-07-09,14.497,21.628,7.13,19.208,25.119,200.982,4286.667,98.0,59.667,32.0,14.825,1.264,37.3,30.329,23.3,215.807,3.112
2013-07-10,14.612,20.15,5.53,25.771,33.57,196.514,4261.25,96.0,70.167,30.0,16.444,1.583,36.6,29.125,24.5,212.958,3.021
2013-07-11,15.495,21.402,5.907,26.396,36.827,199.667,4285.833,95.0,70.417,35.0,17.458,0.9,37.5,29.15,24.6,217.125,3.375
2013-07-12,15.181,20.911,5.731,30.271,41.069,204.557,4291.25,92.0,65.292,38.0,18.424,1.567,35.6,29.696,25.1,222.981,3.375
2013-07-13,13.321,20.149,6.827,29.708,39.676,214.361,4407.5,92.0,82.0,69.0,17.236,1.25,29.1,26.821,24.9,231.597,3.75
2013-07-14,8.048,11.328,3.28,16.458,24.838,205.583,4227.5,99.0,78.0,46.0,13.653,0.347,31.8,26.4,22.4,219.236,3.0
2013-07-15,8.557,11.165,2.609,11.584,15.87,195.595,4097.826,99.0,62.625,30.0,12.773,0.486,34.5,27.483,21.6,208.367,2.375
2013-07-16,11.922,15.713,3.791,14.02,21.157,193.418,4084.583,94.0,63.208,32.0,13.789,0.833,32.7,25.233,20.9,207.207,2.662
2013-07-17,14.976,20.893,5.917,20.521,30.593,199.042,4054.167,100.0,82.583,65.0,16.403,0.819,25.6,21.933,20.0,215.445,3.348
2013-07-18,13.496,19.193,5.697,16.979,25.393,195.694,4006.25,100.0,75.875,39.0,16.903,0.513,33.6,25.708,19.9,212.597,3.166
2013-07-19,10.385,15.596,5.211,6.834,9.858,191.759,3980.417,83.0,55.917,31.0,13.208,0.394,32.5,26.288,20.3,204.968,2.488
2013-07-20,9.542,13.03,3.488,8.688,11.977,192.625,3982.083,84.0,58.417,37.0,13.417,0.625,31.1,24.417,19.1,206.042,2.479
2013-07-21,9.554,11.542,1.988,14.438,20.477,198.764,3931.25,77.0,55.792,38.0,16.167,0.986,31.6,24.583,19.3,214.93,2.75
2013-07-22,13.946,17.939,3.993,20.479,28.069,194.486,4103.913,89.0,58.792,40.0,17.084,1.319,31.7,25.821,20.5,211.57,3.354
2013-07-23,12.244,17.312,5.068,18.576,30.431,190.735,4256.667,98.0,78.0,43.0,15.924,0.597,33.1,26.058,22.1,206.659,3.279
2013-07-24,13.752,24.524,10.772,10.746,16.472,188.139,4250.417,100.0,98.375,94.0,16.125,0.417,22.6,21.938,21.0,204.264,3.458
2013-07-25,12.538,21.156,8.617,10.458,18.111,185.25,4213.333,100.0,94.125,71.0,16.917,0.345,28.2,23.608,20.9,202.167,3.271
2013-07-26,10.782,15.964,5.182,19.146,29.25,187.773,4252.917,99.0,78.125,42.0,15.74,0.628,33.7,27.233,23.3,203.513,3.312
2013-07-27,9.607,12.456,2.837,19.271,28.762,190.306,4256.667,100.0,84.167,42.0,13.972,0.431,34.3,25.192,20.6,204.278,2.812
2013-07-28,6.977,8.932,1.955,9.979,14.25,198.389,4300.0,100.0,71.792,39.0,14.986,0.486,32.5,25.762,20.7,213.375,2.875
2013-07-29,13.426,21.584,8.159,14.271,21.954,204.357,4241.739,100.0,96.917,86.0,17.499,0.347,24.0,23.046,21.9,221.856,3.729
2013-07-30,13.08,18.675,5.595,16.688,25.491,208.391,4226.667,100.0,74.625,39.0,15.621,0.556,33.9,26.838,22.5,224.013,4.001
2013-07-31,12.631,19.256,6.625,23.104,35.157,197.389,4105.833,94.0,75.833,44.0,16.236,0.986,33.5,26.492,22.8,213.625,3.447
2013-08-01,13.448,20.593,7.146,15.396,22.94,192.445,4027.5,100.0,87.417,60.0,16.75,0.361,32.2,25.317,22.2,209.194,3.396
2013-08-02,11.717,22.246,10.529,12.25,17.19,189.386,4127.5,98.0,85.792,72.0,14.856,0.64,26.4,23.242,21.0,204.242,2.875
2013-08-03,10.339,14.494,4.155,14.958,20.93,195.333,4094.583,92.0,65.458,35.0,14.953,0.834,32.9,26.212,20.0,209.849,2.946
2013-08-04,8.494,11.0,2.506,16.938,26.005,201.667,4130.833,100.0,74.625,40.0,15.904,0.889,33.0,26.475,22.2,216.92,3.087
2013-08-05,13.957,20.05,6.093,17.77,27.588,201.85,4193.913,100.0,82.667,44.0,16.652,0.569,35.0,27.088,23.1,218.5,3.438
2013-08-06,13.634,19.537,5.903,13.938,22.0,191.403,4070.833,100.0,90.042,62.0,13.472,0.667,31.9,26.229,23.2,204.875,3.088
2013-08-07,13.211,18.703,5.492,15.334,21.298,199.969,4100.0,100.0,66.417,34.0,14.508,0.596,35.9,28.533,22.1,214.477,3.369
2013-08-08,13.611,18.632,5.021,29.33,37.378,207.158,4212.5,92.0,59.458,29.0,13.958,1.446,36.4,29.908,23.5,221.116,3.663
2013-08-09,18.445,23.015,4.57,44.326,66.997,219.088,4370.417,88.0,62.75,37.0,20.052,1.406,38.2,31.317,25.0,239.14,4.729
2013-08-10,14.369,17.417,3.048,46.208,61.458,214.875,4371.25,84.0,53.375,31.0,19.958,1.32,40.4,33.646,27.1,234.833,4.708
2013-08-11,9.797,11.474,1.677,37.771,51.232,209.847,4355.833,92.0,64.167,30.0,15.528,1.194,39.2,30.75,26.3,225.375,3.958
2013-08-12,11.331,14.871,3.539,36.312,47.066,205.069,4203.913,96.0,63.958,34.0,14.847,0.57,37.6,30.25,24.6,219.917,3.73
2013-08-13,9.423,12.0,2.577,27.584,35.537,204.708,4087.5,96.0,62.958,30.0,11.986,0.528,35.7,28.692,24.3,216.694,3.476
2013-08-14,8.208,9.988,1.78,24.916,32.801,214.264,4163.75,91.0,59.292,31.0,12.25,0.819,36.0,29.212,23.3,226.514,3.544
2013-08-15,9.715,11.175,1.46,27.562,37.986,212.445,4119.583,96.0,58.708,29.0,14.588,0.873,36.8,30.179,23.3,227.033,3.542
2013-08-16,10.196,12.03,1.833,27.708,38.366,208.2,4185.417,90.0,60.167,32.0,15.322,1.563,37.0,30.271,24.7,223.522,3.208
2013-08-17,10.381,12.887,2.506,21.042,30.796,204.569,4121.667,91.0,66.25,30.0,15.139,2.014,37.3,29.383,25.2,219.708,3.354
2013-08-18,7.851,9.441,1.589,11.625,18.829,199.306,3986.667,92.0,64.333,36.0,13.5,0.986,35.2,29.742,25.1,212.806,2.75
2013-08-19,11.493,15.308,3.814,12.75,19.829,194.306,4076.522,88.0,62.042,32.0,15.403,1.264,37.0,30.6,25.8,209.708,3.125
2013-08-20,13.137,18.839,5.702,15.042,23.269,191.25,4136.25,96.0,76.583,47.0,16.097,1.069,33.7,28.425,24.5,207.347,2.988
2013-08-21,13.488,18.964,5.476,10.334,16.468,190.139,4266.25,100.0,84.75,45.0,15.319,0.708,33.3,26.371,23.0,205.458,2.913
2013-08-22,12.734,17.82,5.086,15.542,23.417,191.551,4187.5,100.0,78.208,51.0,15.364,0.447,33.0,27.629,23.3,206.915,3.062
2013-08-23,14.176,22.826,8.65,18.562,29.427,197.678,4304.783,100.0,94.625,86.0,17.693,0.59,27.1,24.875,23.1,215.371,3.542
2013-08-24,11.726,17.821,6.095,10.771,16.361,197.667,4165.417,100.0,67.542,35.0,15.514,0.514,34.2,27.025,22.3,213.18,3.417
2013-08-25,10.012,12.857,2.845,17.0,21.616,214.722,4292.5,93.0,73.542,45.0,16.625,0.847,31.5,24.45,20.6,231.347,4.188
2013-08-26,12.764,17.924,5.16,15.137,18.574,220.217,4100.0,95.0,58.25,31.0,15.894,0.861,33.3,26.446,20.0,236.112,3.75
2013-08-27,12.661,16.946,4.285,8.534,12.245,197.375,4027.917,99.0,60.625,31.0,12.514,0.611,33.9,25.858,20.1,209.889,3.07
2013-08-28,14.464,19.429,4.964,11.354,13.69,201.597,4117.917,88.0,47.958,25.0,14.528,1.514,34.3,27.6,19.6,216.125,3.449
2013-08-29,16.505,20.192,3.686,22.458,27.681,203.584,4175.0,71.0,52.167,34.0,17.583,1.38,33.0,27.858,22.1,221.167,3.812
2013-08-30,16.107,20.935,4.827,24.354,34.315,206.654,4198.75,92.0,66.25,30.0,20.535,1.095,38.0,28.933,23.0,227.189,4.042
2013-08-31,11.47,16.435,4.964,15.708,25.528,198.014,4289.583,92.0,69.917,39.0,16.097,1.361,34.5,29.004,24.4,214.111,3.271
2013-09-01,7.387,10.685,3.298,10.584,17.579,192.389,4213.75,98.0,79.667,34.0,13.042,0.264,35.7,27.379,23.1,205.431,2.73
2013-09-02,13.526,20.39,6.864,15.146,25.06,195.766,4202.174,97.0,85.292,60.0,14.717,0.722,30.8,25.679,22.5,210.484,3.729
2013-09-03,10.011,17.202,7.191,10.875,19.56,183.111,4034.583,98.0,75.792,39.0,13.806,0.569,33.6,27.917,24.0,196.917,2.494
2013-09-04,10.941,16.518,5.577,7.438,14.602,186.069,3847.5,100.0,90.25,75.0,13.194,0.889,28.6,25.583,21.9,199.264,2.426
2013-09-05,12.706,20.883,8.177,6.52,12.987,184.384,3975.455,100.0,95.875,80.0,17.583,0.317,28.7,25.442,22.6,201.967,2.938
2013-09-06,12.203,18.816,6.613,8.041,13.034,189.1,4066.667,99.0,91.083,81.0,10.564,0.129,25.2,22.792,21.6,199.664,2.862
2013-09-07,9.988,14.143,4.155,8.833,14.491,189.25,4095.833,98.0,84.958,60.0,9.486,0.431,28.2,23.467,21.1,198.736,3.188
2013-09-08,7.828,10.339,2.512,5.27,11.056,189.014,4129.583,100.0,98.75,94.0,9.986,0.042,23.0,21.246,19.4,199.0,3.042
2013-09-09,11.157,16.951,5.795,6.79,9.143,195.942,4129.565,100.0,66.875,26.0,10.032,0.403,31.6,23.483,18.1,205.974,2.982
2013-09-10,12.535,18.928,6.394,10.223,13.876,197.736,4082.083,94.0,65.042,29.0,10.139,0.514,30.2,24.238,19.3,207.875,2.771
2013-09-11,13.488,19.685,6.196,9.416,14.574,197.389,4080.417,89.0,70.375,40.0,13.125,1.194,29.4,23.992,21.4,210.514,3.274
2013-09-12,14.218,20.672,6.454,13.312,18.579,198.18,4231.667,94.0,60.583,30.0,14.792,1.426,35.0,27.412,19.8,212.972,3.208
2013-09-13,12.524,17.298,4.774,15.792,23.07,192.458,4202.917,98.0,70.042,38.0,12.816,1.057,32.9,26.758,22.4,205.274,3.292
2013-09-14,11.863,16.78,4.917,18.375,27.69,193.264,4147.917,96.0,74.208,42.0,14.972,0.889,32.6,27.421,22.4,208.236,3.75
2013-09-15,6.708,10.524,3.816,7.458,13.866,185.361,4125.833,100.0,90.083,59.0,13.445,0.111,31.7,25.188,20.8,198.805,2.562
2013-09-16,5.294,7.344,2.05,4.771,13.153,179.304,3930.87,100.0,79.625,33.0,11.267,0.222,26.8,23.825,19.6,190.571,1.417
2013-09-17,13.941,20.243,6.302,8.292,11.472,192.097,4069.167,85.0,46.833,19.0,14.208,0.75,32.6,23.15,16.6,206.306,2.597
2013-09-18,15.923,24.024,8.101,13.562,15.31,195.847,4146.667,95.0,54.708,23.0,15.805,1.167,30.9,23.133,15.9,211.653,3.439
2013-09-19,14.658,21.346,6.688,15.27,17.847,194.903,4142.5,89.0,58.667,20.0,14.764,0.962,31.0,22.646,15.9,209.667,3.396
2013-09-20,19.959,28.163,8.204,21.354,26.847,198.147,4210.435,97.0,58.417,31.0,20.039,0.811,31.7,24.2,15.8,218.186,4.312
2013-09-21,15.637,19.952,4.316,27.208,31.597,197.403,4128.75,90.0,56.167,27.0,18.528,1.209,32.9,25.946,19.0,215.931,4.416
2013-09-22,9.202,11.5,2.298,23.375,28.537,194.236,4118.333,89.0,62.292,25.0,13.0,0.792,32.4,24.354,19.3,207.236,3.646
2013-09-23,6.891,9.999,3.109,7.917,12.532,189.174,4013.913,87.0,69.25,52.0,6.971,0.167,23.3,19.771,17.8,196.144,2.25
2013-09-24,12.849,20.224,7.375,12.118,18.612,189.347,4080.0,94.0,71.208,43.0,15.109,0.453,30.0,22.746,17.3,204.456,3.026
2013-09-25,12.28,20.625,8.345,10.083,17.37,185.694,4039.583,100.0,95.292,84.0,10.903,0.389,26.1,22.592,20.6,196.597,3.028
2013-09-26,8.725,12.679,3.954,4.962,8.398,186.111,4015.417,100.0,63.042,36.0,6.847,0.087,22.7,20.108,16.3,192.958,2.0
2013-09-27,13.952,20.643,6.69,7.312,9.671,191.034,4080.417,66.0,43.0,24.0,10.677,0.678,26.8,18.7,13.3,201.711,2.708
2013-09-28,12.833,19.381,6.548,9.0,12.394,194.875,4140.417,89.0,54.458,26.0,11.319,1.292,27.3,19.446,12.3,206.195,2.916
2013-09-29,9.143,12.071,2.928,11.604,14.917,192.458,4048.75,78.0,53.792,28.0,10.264,1.597,29.1,21.321,16.3,202.722,2.854
2013-09-30,12.164,18.06,5.896,13.854,16.19,191.579,4060.0,89.0,55.292,24.0,11.691,0.722,29.0,22.121,16.2,203.27,2.834
2013-10-01,13.191,19.47,6.279,9.292,12.593,186.444,4107.5,91.0,71.875,34.0,14.25,0.778,29.1,23.029,19.3,200.695,2.576
2013-10-02,11.345,20.714,9.369,8.854,12.296,184.25,4108.333,100.0,88.417,74.0,14.805,0.764,24.9,22.583,21.0,199.056,2.712
2013-10-03,11.96,18.84,6.88,7.896,11.468,188.041,4152.917,92.0,68.125,30.0,12.278,0.444,30.4,22.104,16.5,200.319,2.646
2013-10-04,11.796,19.013,7.217,10.48,13.329,189.81,4060.909,90.0,75.167,60.0,10.906,0.202,19.9,17.283,15.0,200.715,2.688
2013-10-05,7.798,10.155,2.357,6.146,10.546,189.028,4010.833,100.0,92.5,62.0,8.236,0.056,19.4,16.975,15.3,197.264,2.104
2013-10-06,6.405,8.822,2.417,5.958,10.949,187.014,4092.5,100.0,90.458,61.0,9.486,0.042,28.7,21.171,17.2,196.5,2.354
2013-10-07,11.122,17.654,6.532,11.312,16.144,185.764,4093.043,99.0,71.833,39.0,11.671,0.208,31.1,24.779,19.8,197.435,2.438
2013-10-08,16.403,23.13,6.727,16.438,27.684,187.823,4119.583,99.0,73.792,40.0,18.377,0.974,30.1,24.425,20.7,206.2,3.196
2013-10-09,12.459,16.186,3.727,11.402,17.062,184.205,3949.583,96.0,76.583,47.0,14.784,0.744,28.5,24.229,21.5,198.989,2.41
2013-10-10,12.577,22.176,9.599,9.297,12.302,187.764,4075.0,100.0,71.917,39.0,13.458,0.461,30.0,23.346,20.3,201.222,2.958
2013-10-11,17.863,25.679,7.815,11.938,21.213,187.096,4065.0,99.0,85.667,54.0,17.652,0.501,31.1,22.929,19.6,204.748,3.312
2013-10-12,10.387,18.018,7.631,10.604,14.389,187.695,4009.167,99.0,53.875,14.0,14.056,0.416,33.5,23.871,16.8,201.75,2.875
2013-10-13,10.309,13.196,2.887,6.834,8.634,192.806,4038.75,63.0,38.583,20.0,12.764,0.236,26.8,19.475,13.0,205.569,2.979
2013-10-14,10.776,13.924,3.148,12.5,16.514,191.039,4098.696,81.0,49.833,28.0,10.392,0.5,26.0,18.408,11.9,201.43,2.688
2013-10-15,15.624,25.649,10.025,15.958,20.972,191.375,4207.917,100.0,96.375,86.0,12.319,0.264,18.4,16.438,15.1,203.694,3.262
2013-10-16,5.441,6.768,1.327,1.312,5.195,183.239,3894.583,100.0,60.75,32.0,6.026,0.25,23.9,17.883,13.8,189.264,1.55
2013-10-17,13.385,24.511,11.126,6.084,7.588,192.875,4107.917,64.0,45.833,25.0,11.555,0.415,23.3,16.529,10.7,204.431,2.834
2013-10-18,12.286,18.726,6.44,8.604,10.778,192.813,4099.583,67.0,54.042,28.0,8.302,0.374,23.1,15.483,11.2,201.115,2.625
2013-10-19,10.113,13.518,3.405,12.416,15.896,192.097,4070.833,97.0,71.417,50.0,7.514,0.319,16.6,14.196,12.4,199.611,2.375
2013-10-20,4.375,5.351,0.976,4.188,8.18,187.583,4003.333,100.0,94.958,86.0,4.833,0.0,15.0,14.054,12.7,192.417,1.584
2013-10-21,10.887,17.54,6.653,4.396,8.375,187.71,4095.217,98.0,74.208,38.0,9.013,0.361,26.6,18.65,13.0,196.722,2.5
2013-10-22,11.995,18.532,6.536,6.25,9.265,187.986,4024.583,99.0,91.417,78.0,8.639,0.292,17.6,15.492,13.9,196.625,2.492
2013-10-23,11.97,19.595,7.625,5.188,8.69,188.382,4040.0,94.0,84.042,69.0,8.339,0.236,16.3,14.625,13.7,196.721,2.748
2013-10-24,12.639,19.294,6.655,6.418,10.017,189.246,4038.333,100.0,89.542,68.0,11.132,0.269,17.1,14.408,13.0,200.378,2.292
2013-10-25,14.369,23.637,9.268,4.708,8.768,186.74,4118.333,100.0,100.0,100.0,11.327,0.125,18.5,16.862,15.1,198.067,2.812
2013-10-26,12.006,15.577,3.571,6.875,9.153,187.25,4050.417,100.0,93.333,74.0,12.403,0.0,15.7,12.846,9.5,199.653,3.25
2013-10-27,12.613,19.72,7.107,8.729,12.625,195.0,4175.833,100.0,64.25,24.0,15.5,0.167,24.2,14.154,7.0,210.5,3.958
2013-10-28,18.859,33.676,14.816,12.721,14.408,196.814,4262.609,84.0,53.417,23.0,18.905,0.306,23.2,14.771,7.8,215.72,4.104
2013-10-29,21.551,32.129,10.579,19.604,26.62,194.764,4243.333,97.0,75.25,38.0,18.625,0.722,21.7,14.571,9.1,213.389,4.019
2013-10-30,19.304,31.006,11.702,15.834,22.875,192.785,4222.083,100.0,76.5,31.0,20.528,0.444,26.1,17.142,11.9,213.313,4.258
2013-10-31,22.168,34.079,11.911,22.146,24.986,198.722,4268.333,97.0,67.083,31.0,19.334,0.776,23.1,15.454,10.1,218.056,5.208
2013-11-01,19.173,31.339,12.167,19.875,21.268,194.496,4194.167,87.0,57.417,21.0,14.726,0.707,24.2,15.671,9.4,209.222,4.625
2013-11-02,16.953,23.744,6.792,21.0,27.634,194.931,4213.75,94.0,73.542,50.0,15.5,0.597,18.9,14.579,10.2,210.431,4.166
