date,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,RAIN_sum,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,194.354,5.597,85.0,65.042,37.0,12.375,11.396,16.312,4.917,34.167,2.0,4.334,39.98,8.4,7.321,5.4,206.73
2011-01-02,191.375,5.333,85.0,68.542,45.0,10.666,12.104,18.656,6.552,12.5,5.0,2.27,15.114,8.4,5.583,2.9,202.042
2011-01-03,193.5,5.014,77.0,55.875,45.0,10.625,11.323,16.177,4.854,32.167,2.0,5.416,36.292,7.3,6.433,5.2,204.125
2011-01-04,190.646,3.778,65.0,49.583,42.0,7.834,9.094,14.031,4.938,18.125,0.0,2.562,21.719,6.3,3.729,1.5,198.48
2011-01-05,189.583,3.611,58.0,49.5,43.0,10.354,16.208,27.76,11.552,12.042,0.0,1.688,14.625,5.7,4.554,2.9,199.938
2011-01-06,192.376,4.708,61.0,53.75,45.0,13.856,22.344,37.677,15.334,13.833,0.0,2.017,16.885,7.6,5.688,2.8,206.233
2011-01-07,194.958,5.736,78.0,63.25,45.0,18.083,25.604,44.677,19.073,14.583,0.0,2.334,15.417,9.6,5.925,3.2,213.042
2011-01-08,190.562,4.222,75.0,65.0,49.0,11.292,19.552,28.177,8.625,9.625,0.0,1.833,12.386,10.0,6.771,3.3,201.854
2011-01-09,199.688,6.972,64.0,54.333,45.0,15.771,20.886,30.854,9.969,37.208,0.0,9.208,44.448,9.1,7.679,6.1,215.458
2011-01-10,198.416,8.278,67.0,63.167,56.0,21.583,29.458,55.354,25.896,51.0,0.0,7.292,59.208,8.6,6.546,4.0,220.0
2011-01-11,191.804,5.258,82.0,50.583,39.0,11.852,16.171,25.519,9.347,18.083,0.0,3.953,25.282,7.5,5.338,1.8,203.657
2011-01-12,193.427,5.127,89.0,68.875,47.0,13.635,21.335,38.086,16.751,14.167,1.0,1.774,18.167,7.4,4.471,1.8,207.062
2011-01-13,192.208,4.736,62.0,52.792,39.0,10.125,15.386,26.344,10.958,23.542,0.0,4.334,28.458,7.1,5.996,4.4,202.333
2011-01-14,197.896,5.917,71.0,56.625,43.0,15.334,23.062,40.771,17.708,28.208,0.0,3.604,31.667,8.3,6.1,3.9,213.229
2011-01-15,194.23,5.625,66.0,59.0,50.0,13.104,21.083,33.614,12.531,16.083,0.0,2.625,18.666,8.0,5.967,3.8,207.334
2011-01-16,191.062,4.653,86.0,72.583,61.0,10.938,22.052,35.104,13.052,14.708,1.0,1.916,16.906,7.3,5.471,3.1,202.0
2011-01-17,190.298,4.486,87.0,63.417,40.0,12.07,25.312,49.24,23.927,10.542,0.0,1.396,11.604,10.4,5.629,1.1,202.368
2011-01-18,189.625,5.667,86.0,72.292,62.0,13.812,31.104,69.562,38.458,15.375,1.0,3.146,23.188,9.3,7.125,5.0,203.438
2011-01-19,187.771,5.139,91.0,88.792,86.0,12.062,24.938,43.01,18.073,15.125,17.0,2.562,22.698,8.3,7.783,7.4,199.834
2011-01-20,188.146,4.597,90.0,68.917,51.0,10.834,21.781,38.0,16.219,7.958,0.0,2.729,11.438,12.2,9.629,7.5,198.979
2011-01-21,189.167,5.25,76.0,63.5,50.0,14.312,24.166,44.229,20.062,11.083,0.0,3.0,11.386,12.3,8.908,5.7,203.479
2011-01-22,194.125,6.111,91.0,70.292,43.0,12.5,18.938,33.583,14.646,14.708,11.0,2.854,18.906,9.2,7.733,6.2,206.625
2011-01-23,189.438,3.347,50.0,44.75,41.0,5.615,9.656,16.208,6.552,4.917,1.0,1.896,9.01,6.8,4.342,2.3,195.054
2011-01-24,191.854,4.111,80.0,53.458,37.0,6.625,11.969,21.125,9.156,12.955,0.0,1.75,15.563,2.8,1.467,-0.1,198.48
2011-01-25,193.676,4.525,82.0,53.458,36.0,7.15,13.559,22.234,8.675,17.083,0.0,2.69,18.656,3.6,2.171,0.6,200.826
2011-01-26,191.591,4.129,55.0,43.542,36.0,9.496,14.798,24.846,10.047,9.667,0.0,2.4,12.115,4.1,2.408,0.9,201.087
2011-01-27,193.562,6.139,85.0,70.25,55.0,16.208,29.937,56.552,26.615,29.917,0.0,2.625,37.323,6.2,3.95,1.3,209.771
2011-01-28,193.25,6.486,84.0,60.042,41.0,15.229,23.625,43.906,20.281,32.75,0.0,4.292,39.177,9.0,6.246,3.1,208.48
2011-01-29,192.334,5.5,79.0,58.833,48.0,12.52,16.573,25.166,8.594,18.875,0.0,4.792,20.896,9.1,5.933,2.6,204.854
2011-01-30,192.292,5.625,63.0,47.5,32.0,11.896,19.781,32.532,12.75,15.458,0.0,3.854,18.334,6.9,5.242,3.7,204.188
2011-01-31,196.333,6.472,64.0,45.625,32.0,18.604,28.552,53.552,25.0,24.875,0.0,5.083,27.082,8.2,4.55,0.9,214.938
2011-02-01,190.256,4.945,79.0,53.458,35.0,9.509,11.949,17.799,5.85,27.833,1.0,3.958,33.468,8.3,5.546,2.2,199.766
2011-02-02,188.834,3.333,72.0,55.625,41.0,7.729,11.51,19.854,8.344,10.042,0.0,1.416,11.885,1.9,-1.546,-3.3,196.562
2011-02-03,190.396,4.458,70.0,60.0,46.0,11.52,18.062,31.646,13.583,12.125,0.0,1.479,15.344,2.8,1.017,-1.8,201.916
2011-02-04,192.104,5.431,69.0,56.083,47.0,15.958,19.114,29.75,10.635,23.75,0.0,3.562,28.177,6.8,4.729,2.8,208.062
2011-02-05,191.021,5.459,87.0,70.25,49.0,11.438,18.729,26.49,7.76,34.875,1.0,4.416,42.458,6.4,4.729,2.2,202.458
2011-02-06,189.958,7.806,93.0,86.417,80.0,15.5,26.156,59.229,33.073,41.833,12.0,3.958,64.688,8.8,7.208,5.5,205.458
2011-02-07,189.208,5.834,94.0,66.875,46.0,11.417,17.219,25.417,8.198,20.708,10.0,2.875,28.74,9.2,7.154,3.7,200.625
2011-02-08,188.874,3.567,69.0,51.583,43.0,7.674,10.828,18.372,7.544,8.25,0.0,1.31,9.698,2.7,0.588,-0.5,196.548
2011-02-09,190.144,4.274,62.0,51.25,40.0,7.883,15.052,27.075,12.024,9.0,0.0,1.478,12.344,4.4,2.825,1.0,198.027
2011-02-10,191.229,5.069,66.0,51.083,39.0,11.562,20.104,34.552,14.448,9.833,0.0,2.042,13.416,6.4,4.721,2.9,202.792
2011-02-11,192.188,4.639,64.0,51.0,35.0,11.646,19.521,30.708,11.188,9.75,0.0,2.167,11.125,7.8,4.479,1.6,203.834
2011-02-12,194.75,6.139,71.0,56.25,40.0,12.604,22.229,34.021,11.792,17.417,0.0,3.75,19.844,8.9,4.579,-0.3,207.354
2011-02-13,190.542,6.458,92.0,85.125,51.0,15.562,30.875,63.114,32.24,17.875,22.0,1.917,23.823,6.4,5.579,4.2,206.104
2011-02-14,190.354,6.875,92.0,90.25,88.0,18.146,30.114,86.333,56.218,13.708,8.0,1.438,23.02,7.7,6.917,5.9,208.5
2011-02-15,194.69,7.784,93.0,80.125,65.0,21.026,31.408,72.348,40.94,23.25,11.0,3.042,33.427,10.5,8.192,5.2,215.716
2011-02-16,191.708,5.264,82.0,56.0,37.0,12.354,22.0,36.417,14.416,12.458,0.0,2.416,17.938,8.2,5.825,3.7,204.062
2011-02-17,190.146,3.792,61.0,45.375,35.0,7.396,11.76,17.594,5.834,11.708,0.0,2.042,15.146,5.3,3.388,2.0,197.542
2011-02-18,192.25,3.972,70.0,54.333,37.0,8.854,13.198,20.823,7.625,11.792,0.0,1.604,14.927,4.2,1.175,-0.2,201.104
2011-02-19,191.646,3.653,82.0,56.958,42.0,8.084,10.636,15.562,4.927,11.25,0.0,1.312,13.396,3.7,2.05,0.3,199.73
2011-02-20,191.562,5.097,67.0,57.167,40.0,12.792,23.354,38.76,15.406,11.583,0.0,2.0,15.125,8.8,4.217,-0.6,204.354
2011-02-21,190.354,5.57,90.0,75.917,66.0,15.292,29.469,60.302,30.834,17.5,10.0,2.167,23.333,8.0,5.75,3.8,205.646
2011-02-22,188.158,5.366,92.0,87.708,82.0,11.178,22.342,36.287,13.945,20.958,9.0,1.916,31.177,7.8,6.646,5.1,199.335
2011-02-23,193.576,7.301,94.0,74.083,48.0,17.353,27.306,51.056,23.75,21.542,31.0,4.29,32.394,13.3,10.162,7.7,210.928
2011-02-24,194.084,5.82,63.0,51.5,37.0,13.146,24.864,34.438,9.573,37.227,0.0,6.334,43.021,12.7,9.329,7.0,207.229
2011-02-25,195.0,6.278,89.0,70.333,56.0,14.584,24.344,37.062,12.719,29.167,1.0,4.104,36.26,10.2,8.629,6.8,209.584
2011-02-26,193.146,4.445,73.0,60.0,50.0,10.646,17.146,25.094,7.948,11.167,0.0,2.604,12.75,7.9,6.288,3.3,203.792
2011-02-27,194.354,5.111,81.0,65.333,53.0,11.958,22.0,36.334,14.333,9.708,1.0,2.584,13.229,9.2,5.842,3.6,206.312
