date,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,PM25_mean,CO_mean
2012-03-06,26.26,35.74,9.479,3.403,20.354,,3.167
2012-03-07,25.103,42.476,17.373,3.437,30.937,,2.783
2012-03-08,24.406,32.666,8.26,4.319,46.656,,3.958
2012-03-09,26.084,30.271,4.188,6.055,64.261,,4.083
2012-03-10,9.604,10.75,1.146,1.486,30.802,,2.125
2012-03-11,13.25,15.01,1.76,1.528,15.969,,1.75
2012-03-12,27.812,37.396,9.583,5.014,24.833,,2.333
2012-03-13,22.525,29.488,6.962,3.963,23.448,,2.435
2012-03-14,11.344,14.573,3.229,1.056,11.844,,2.0
2012-03-15,26.917,42.979,16.062,3.556,15.364,,2.792
2012-03-16,25.375,37.011,11.635,3.375,20.115,,3.292
2012-03-17,25.302,30.5,5.198,4.069,31.719,,2.625
2012-03-18,16.688,21.886,5.198,2.639,22.969,,2.458
2012-03-19,34.385,45.469,11.084,6.611,57.75,,4.708
2012-03-20,27.573,37.125,9.552,5.319,48.396,,3.833
2012-03-21,17.23,22.64,5.41,1.892,10.177,,2.0
2012-03-22,28.01,38.833,10.823,2.028,15.531,,2.542
2012-03-23,24.886,31.781,6.896,3.778,31.062,,3.208
2012-03-24,22.636,27.916,5.281,3.861,36.614,,3.0
2012-03-25,15.271,19.073,3.802,1.916,20.896,,2.167
2012-03-26,15.375,18.292,2.916,2.458,12.834,,1.917
2012-03-27,20.0,22.719,2.719,3.292,18.396,,2.75
2012-03-28,28.678,43.8,15.121,4.221,28.167,,3.958
2012-03-29,24.833,31.458,6.625,2.736,35.927,,2.917
2012-03-30,18.26,22.083,3.823,2.305,21.615,,2.125
2012-03-31,15.114,17.854,2.74,1.875,16.864,,1.958
2012-04-01,10.625,13.25,2.625,3.084,19.979,,4.542
2012-04-02,21.75,30.125,8.375,3.75,19.729,,5.5
2012-04-03,9.844,13.938,4.094,1.625,23.0,,5.625
2012-04-04,12.177,17.552,5.375,2.528,15.146,,6.042
2012-04-05,16.768,21.924,5.157,2.986,36.301,,5.348
2012-04-06,11.125,13.812,2.688,2.458,13.031,,3.333
2012-04-07,11.562,13.188,1.625,2.195,12.552,,3.0
2012-04-08,23.781,28.896,5.114,3.611,21.354,,4.167
2012-04-09,27.114,35.636,8.521,5.431,33.5,,4.625
2012-04-10,28.0,39.958,11.958,6.431,44.458,,3.917
2012-04-11,18.493,28.242,9.75,2.195,30.424,,3.917
2012-04-12,21.798,30.752,8.954,3.029,22.84,,5.333
2012-04-13,25.646,35.125,9.479,3.972,16.531,,4.0
2012-04-14,17.823,24.125,6.302,2.472,19.614,,4.458
2012-04-15,21.406,28.875,7.469,4.431,26.062,,5.0
2012-04-16,23.146,29.643,6.497,5.194,24.177,,3.625
2012-04-17,22.736,31.889,9.153,3.406,25.812,,3.391
2012-04-18,26.916,33.834,6.916,5.861,30.781,,3.5
2012-04-19,23.369,26.018,2.649,5.545,28.76,,3.565
2012-04-20,16.722,18.041,1.319,2.972,23.604,,3.917
2012-04-21,12.222,13.764,1.542,3.055,20.063,,3.917
2012-04-22,9.333,9.986,0.653,1.153,11.177,,4.667
2012-04-23,22.486,28.833,6.347,4.431,44.698,,6.667
2012-04-24,31.827,43.134,11.307,6.2,55.094,,7.042
2012-04-25,26.153,32.431,6.278,4.514,47.489,,4.333
2012-04-26,12.555,13.347,0.792,1.639,14.792,,5.292
2012-04-27,30.181,40.93,10.75,4.708,19.886,,5.375
2012-04-28,31.403,43.222,11.819,7.917,27.646,,6.5
2012-04-29,14.708,16.278,1.57,4.597,27.896,,3.625
2012-04-30,11.264,11.833,0.569,1.75,19.104,,3.708
2012-05-01,12.195,13.583,1.389,3.236,17.0,,4.042
2012-05-02,19.347,23.264,3.917,2.861,18.01,,5.083
2012-05-03,6.692,7.089,0.397,1.304,11.167,,2.087
2012-05-04,8.514,9.236,0.722,1.403,11.198,,1.833
2012-05-05,11.986,13.458,1.472,3.056,25.615,,4.75
2012-05-06,13.722,14.222,0.5,4.139,31.083,,4.458
2012-05-07,23.819,26.972,3.153,5.764,68.282,,4.708
2012-05-08,28.472,30.875,2.403,7.75,96.094,,5.292
2012-05-09,22.525,30.769,8.244,4.431,33.865,,2.75
2012-05-10,17.07,19.528,2.459,2.5,40.573,,2.958
2012-05-11,8.514,9.153,0.639,1.111,8.229,,1.583
2012-05-12,11.153,12.195,1.042,1.514,8.198,,1.583
2012-05-13,17.0,19.028,2.028,3.833,15.948,,2.292
2012-05-14,17.569,19.653,2.083,3.819,25.646,,1.542
2012-05-15,22.528,25.417,2.889,3.153,21.091,,3.826
2012-05-16,26.07,32.389,6.32,4.722,40.812,,6.333
2012-05-17,22.885,27.015,4.13,4.087,38.719,,4.435
2012-05-18,20.208,24.708,4.5,3.209,23.313,,2.917
2012-05-19,20.125,23.344,3.219,4.111,29.302,,1.375
2012-05-20,17.5,18.677,1.177,4.611,25.771,,1.0
2012-05-21,15.323,16.636,1.312,3.0,24.073,,1.292
2012-05-22,26.9,34.57,7.67,4.202,21.833,,1.583
2012-05-23,40.844,57.188,16.344,6.986,33.458,,2.667
2012-05-24,42.094,62.875,20.781,8.569,42.844,,2.739
2012-05-25,28.136,35.886,7.75,2.139,32.156,,3.292
2012-05-26,21.375,24.146,2.771,3.861,37.469,,2.25
2012-05-27,24.667,27.448,2.781,6.194,44.458,,3.792
2012-05-28,34.135,41.416,7.281,6.93,43.562,,4.083
2012-05-29,30.281,37.698,7.417,5.93,44.625,,3.417
2012-05-30,19.646,21.156,1.51,4.708,40.469,,3.292
2012-05-31,18.314,20.012,1.698,4.5,28.082,,2.478
2012-06-01,20.531,24.5,3.969,3.569,30.771,,2.333
2012-06-02,17.229,19.146,1.917,4.222,27.385,,1.792
2012-06-03,12.844,13.771,0.927,3.278,27.531,,1.542
2012-06-04,13.552,15.219,1.666,4.167,21.656,,1.25
2012-06-05,10.856,11.715,0.859,2.15,14.104,,2.0
2012-06-06,30.094,45.938,15.844,7.097,32.052,,4.917
2012-06-07,30.166,38.854,8.688,6.514,42.938,,4.5
2012-06-08,13.844,15.229,1.386,2.167,26.917,,2.875
2012-06-09,14.635,17.49,2.854,2.43,23.458,,4.208
2012-06-10,13.281,15.042,1.76,2.333,19.677,,3.833
2012-06-11,17.927,20.552,2.625,3.889,29.01,,4.042
2012-06-12,14.022,15.438,1.415,3.278,27.354,,3.696
2012-06-13,12.594,14.99,2.396,2.583,21.125,,1.625
2012-06-14,15.857,18.547,2.69,4.091,21.792,,1.478
2012-06-15,14.094,16.094,2.0,3.389,18.073,,1.125
2012-06-16,22.469,27.219,4.75,1.68,14.865,,2.625
2012-06-17,21.312,25.188,3.875,5.208,19.021,,2.375
2012-06-18,25.352,33.742,8.39,3.472,24.136,,2.333
2012-06-19,12.264,15.681,3.417,1.958,18.083,,1.792
2012-06-20,18.68,20.917,2.236,3.889,11.396,,2.167
2012-06-21,15.0,15.981,0.981,1.66,15.11,,2.13
2012-06-22,23.139,27.736,4.597,3.917,17.521,,3.958
2012-06-23,24.569,31.778,7.208,4.82,24.573,,4.208
2012-06-24,11.042,11.875,0.833,1.847,19.844,,3.417
2012-06-25,10.653,11.222,0.569,1.403,12.469,,3.333
2012-06-26,16.055,18.0,1.944,3.278,18.896,,3.25
2012-06-27,12.32,13.792,1.472,2.861,13.0,,2.208
2012-06-28,24.025,30.302,6.277,4.543,27.177,,3.696
2012-06-29,23.348,28.057,4.71,4.76,34.627,,1.708
2012-06-30,21.403,28.667,7.264,4.417,50.865,,1.625
2012-07-01,12.459,15.639,3.181,1.722,24.0,,2.208
2012-07-02,25.969,33.542,7.573,4.111,22.948,,2.667
2012-07-03,26.55,38.096,11.547,1.636,19.025,,2.0
2012-07-04,25.844,42.166,16.323,1.875,20.802,,1.083
2012-07-05,20.146,44.271,24.125,2.306,25.416,,1.042
2012-07-06,13.792,38.073,24.281,1.389,24.677,,1.458
2012-07-07,13.656,16.948,3.292,1.597,26.083,,1.083
2012-07-08,11.562,14.167,2.604,1.431,14.562,,1.167
2012-07-09,20.281,29.396,9.115,3.556,25.698,,1.542
2012-07-10,15.427,18.042,2.615,3.565,37.745,,2.304
2012-07-11,12.271,15.646,3.375,1.944,31.615,,3.167
2012-07-12,27.495,36.819,9.324,4.116,99.208,,5.696
2012-07-13,26.281,35.198,8.916,2.597,36.084,,1.958
2012-07-14,19.458,26.531,7.073,1.319,20.76,,2.125
2012-07-15,13.573,17.688,4.114,4.139,37.656,,1.417
2012-07-16,10.781,16.979,6.198,2.486,23.698,,1.333
2012-07-17,10.281,17.792,7.51,3.18,18.927,,1.125
2012-07-18,7.354,11.99,4.636,1.875,22.729,,1.043
2012-07-19,10.492,18.515,8.023,2.644,25.938,,1.583
2012-07-20,17.083,28.896,11.812,0.972,37.833,,3.125
2012-07-21,15.208,24.552,9.344,2.472,36.479,,3.292
2012-07-22,20.458,26.042,5.583,4.361,62.312,,3.75
2012-07-23,18.688,23.542,4.854,4.347,52.708,,3.5
2012-07-24,16.99,21.625,4.636,4.639,38.637,,2.833
2012-07-25,19.083,25.073,5.99,4.625,44.083,,2.958
2012-07-26,21.56,31.588,10.028,5.173,54.188,,3.25
2012-07-27,17.938,26.771,8.834,4.68,49.49,,2.375
2012-07-28,11.146,20.094,8.948,2.32,21.677,,2.708
2012-07-29,11.208,17.146,5.938,2.514,20.104,,2.375
2012-07-30,14.677,20.76,6.084,2.597,55.198,,2.25
2012-07-31,9.833,14.396,4.562,3.292,17.302,,1.75
2012-08-01,12.854,16.406,3.552,3.666,23.958,,1.667
2012-08-02,5.786,9.825,4.039,2.839,16.834,,1.043
2012-08-03,6.687,9.844,3.156,2.708,15.208,,1.042
2012-08-04,13.26,15.906,2.646,4.375,29.74,,1.833
2012-08-05,10.166,11.823,1.656,3.542,21.698,,1.583
2012-08-06,10.385,13.906,3.521,3.292,16.854,,1.375
2012-08-07,11.396,15.01,3.614,1.741,21.917,,1.739
2012-08-08,16.207,19.677,3.471,2.74,28.625,,2.375
2012-08-09,16.359,20.603,4.244,2.341,22.895,,3.083
2012-08-10,21.854,28.656,6.802,3.958,32.667,,3.542
2012-08-11,12.951,15.256,2.305,2.017,42.521,,1.6
2012-08-12,12.827,15.677,2.851,1.062,52.417,,
2012-08-13,7.177,10.875,3.698,0.104,26.083,,
2012-08-14,11.812,16.26,4.448,1.104,18.771,,
2012-08-15,8.26,11.177,2.916,2.396,29.844,,
2012-08-16,8.468,15.66,7.192,2.48,20.146,,
2012-08-17,11.114,18.208,7.094,2.933,27.364,,
2012-08-18,14.448,20.177,5.729,3.931,34.49,,
2012-08-19,7.312,10.25,2.938,2.292,20.636,,
2012-08-20,5.75,7.448,1.698,1.792,13.719,,3.0
2012-08-21,7.781,10.417,2.636,2.471,13.683,,2.5
2012-08-22,8.583,14.202,5.619,1.875,17.067,,2.458
2012-08-23,6.373,10.717,4.344,2.385,14.562,,2.0
2012-08-24,8.198,11.854,3.656,3.292,17.76,,2.708
2012-08-25,7.927,11.375,3.448,2.972,13.958,,3.0
2012-08-26,6.886,9.708,2.823,3.028,14.312,,2.792
2012-08-27,4.521,6.729,2.208,1.778,14.364,,2.667
2012-08-28,6.0,8.771,2.771,0.597,23.135,,2.792
2012-08-29,12.802,18.5,5.698,1.361,20.666,,3.333
2012-08-30,11.396,16.793,5.398,2.223,26.58,,3.708
2012-08-31,12.76,16.916,4.156,1.055,12.438,,4.167
2012-09-01,12.604,15.448,2.844,1.514,13.031,,3.75
2012-09-02,10.646,11.969,1.323,1.792,20.51,,3.458
2012-09-03,17.636,24.427,6.792,4.139,36.604,,4.25
2012-09-04,16.042,24.792,8.75,2.708,54.773,,3.792
2012-09-05,17.16,29.993,12.834,2.569,29.49,,3.958
2012-09-06,15.344,27.371,12.026,3.372,19.896,,4.375
2012-09-07,14.052,18.26,4.208,4.028,38.771,,3.542
2012-09-08,11.386,19.583,8.198,2.014,27.531,,3.583
2012-09-09,12.312,19.333,7.021,3.042,24.708,,3.625
2012-09-10,16.104,27.24,11.136,1.041,19.042,,4.292
2012-09-11,14.624,18.247,3.622,1.344,12.162,,4.25
2012-09-12,17.917,24.146,6.229,2.833,19.656,,4.375
2012-09-13,16.115,24.938,8.823,3.736,38.656,,4.417
2012-09-14,17.083,24.177,7.094,3.069,46.968,,4.417
2012-09-15,11.854,15.562,3.708,1.583,20.979,,3.833
2012-09-16,8.104,10.312,2.208,1.778,13.156,,3.167
2012-09-17,3.271,4.333,1.062,0.708,16.042,,3.292
2012-09-18,15.344,21.531,6.188,1.583,16.531,,5.333
2012-09-19,18.208,23.323,5.114,1.639,22.5,,5.5
2012-09-20,22.253,27.847,5.594,2.365,25.198,,5.217
2012-09-21,18.729,21.256,2.527,2.431,26.734,,3.708
2012-09-22,20.49,24.281,3.792,2.264,30.146,,2.583
2012-09-23,17.542,22.906,5.365,2.0,22.719,,2.792
2012-09-24,15.0,18.76,3.76,1.181,14.427,,1.833
2012-09-25,9.842,11.559,1.717,1.38,13.229,,1.167
2012-09-26,15.781,20.865,5.084,1.833,15.333,,1.625
2012-09-27,17.724,23.284,5.56,2.018,14.774,,2.167
2012-09-28,21.916,33.521,11.604,3.042,18.74,,2.875
2012-09-29,15.49,19.438,3.948,1.431,21.562,,2.833
2012-09-30,7.417,8.843,1.427,0.917,14.01,,2.333
2012-10-01,13.76,18.208,4.448,0.958,9.042,,2.417
2012-10-02,14.594,19.552,4.958,1.069,7.448,,1.958
2012-10-03,12.552,17.364,4.812,0.889,7.698,,1.792
2012-10-04,14.091,18.054,3.963,1.163,7.752,,1.348
2012-10-05,21.458,30.281,8.823,1.93,10.719,,2.0
2012-10-06,22.5,30.583,8.083,2.153,15.114,,2.125
2012-10-07,8.886,9.688,0.802,1.056,15.323,,1.667
2012-10-08,7.635,8.594,0.958,1.014,7.729,,1.125
2012-10-09,13.271,18.01,4.74,1.43,10.542,,1.375
2012-10-10,23.198,34.958,11.76,3.375,14.584,,2.458
2012-10-11,21.874,29.528,7.654,1.644,22.24,,3.208
2012-10-12,13.594,16.469,2.875,0.708,9.25,,1.417
2012-10-13,15.76,19.01,3.25,1.847,11.625,,1.625
2012-10-14,17.531,19.542,2.01,3.0,23.198,,2.833
2012-10-15,18.76,28.677,9.916,1.722,26.979,,3.208
2012-10-16,13.052,16.271,3.219,2.542,24.574,,1.87
2012-10-17,21.386,26.667,5.281,1.667,25.594,,2.625
2012-10-18,15.314,21.069,5.756,1.026,10.917,,1.783
2012-10-19,16.208,21.01,4.802,1.139,11.49,,1.792
2012-10-20,21.75,28.031,6.281,3.417,20.427,,2.333
2012-10-21,20.125,24.125,4.0,3.778,31.458,,3.0
2012-10-22,15.542,20.937,5.396,3.042,30.208,,2.417
2012-10-23,15.469,20.667,5.198,1.361,12.188,,2.833
2012-10-24,23.688,34.156,10.469,2.042,15.188,,2.5
2012-10-25,26.698,33.848,7.15,2.195,17.941,,2.125
2012-10-26,26.948,41.521,14.573,2.764,23.927,,2.25
2012-10-27,14.688,20.625,5.938,1.931,28.51,,2.708
2012-10-28,12.833,14.708,1.875,2.028,20.833,,2.667
2012-10-29,20.084,27.344,7.26,1.958,16.01,,2.542
2012-10-30,23.677,38.125,14.448,2.833,23.312,,3.625
2012-10-31,19.094,25.938,6.844,1.708,20.083,,3.25
2012-11-01,15.042,20.315,5.273,1.98,12.542,,2.087
2012-11-02,22.948,33.375,10.427,2.375,15.75,,3.417
2012-11-03,16.927,21.479,4.552,1.583,15.156,,1.583
2012-11-04,11.729,13.167,1.438,2.292,16.323,,1.708
2012-11-05,20.302,29.552,9.25,1.264,27.156,,2.792
2012-11-06,17.864,26.094,8.229,2.083,24.74,,4.208
2012-11-07,15.584,19.99,4.406,2.097,27.781,,2.75
2012-11-08,20.5,28.844,8.343,3.056,34.188,,5.167
2012-11-09,23.011,28.478,5.468,3.981,41.634,,4.708
2012-11-10,12.76,14.198,1.438,2.306,27.052,,2.25
2012-11-11,7.844,9.083,1.24,1.333,18.24,,2.583
2012-11-12,12.375,17.708,5.333,2.611,23.364,,2.833
2012-11-13,15.104,22.5,7.396,3.306,21.948,,3.625
2012-11-14,11.969,16.312,4.344,2.319,13.834,,2.542
2012-11-15,15.261,21.609,6.348,1.339,8.864,,2.13
2012-11-16,17.063,34.385,17.323,2.069,10.792,,2.0
2012-11-17,13.406,16.833,3.427,2.445,16.864,,2.75
2012-11-18,12.646,15.271,2.625,1.569,11.26,,2.083
2012-11-19,19.99,36.604,16.614,2.069,20.969,,3.042
2012-11-20,18.521,24.833,6.312,2.694,16.323,,2.625
2012-11-21,22.875,35.276,12.4,2.065,16.739,,2.208
2012-11-22,26.719,46.386,19.666,3.389,19.104,,2.792
2012-11-23,20.302,26.469,6.167,5.5,31.396,,4.0
2012-11-24,15.948,19.979,4.031,2.306,18.531,,3.5
2012-11-25,15.917,19.218,3.302,2.111,20.416,,3.625
2012-11-26,17.292,22.344,5.052,2.569,16.854,,3.25
2012-11-27,13.427,19.75,6.323,1.417,6.906,,2.208
2012-11-28,22.438,36.823,14.385,1.805,11.364,,2.792
2012-11-29,30.553,60.837,30.284,2.617,19.666,,3.87
2012-11-30,23.323,45.271,21.948,1.347,19.792,,2.958
2012-12-01,13.364,16.968,3.604,2.806,14.219,,2.333
2012-12-02,13.74,15.323,1.584,3.569,8.542,,1.917
2012-12-03,19.15,34.341,15.191,2.03,14.59,,2.773
2012-12-04,11.309,15.413,4.104,2.32,16.621,,1.917
2012-12-05,19.611,28.167,8.556,3.042,13.403,,2.792
2012-12-06,11.083,16.542,5.458,2.521,8.069,,2.25
2012-12-07,22.457,30.09,7.633,1.796,17.089,,2.417
2012-12-08,9.312,12.188,2.875,4.208,17.333,,2.667
2012-12-09,6.677,8.229,1.552,2.472,9.98,,2.292
2012-12-10,12.608,18.473,5.864,1.7,5.974,,2.292
2012-12-11,17.0,26.062,9.062,2.222,7.125,,3.25
2012-12-12,21.344,32.135,10.792,2.097,9.396,,3.625
2012-12-13,22.921,45.302,22.382,1.844,9.24,,1.739
2012-12-14,21.438,34.354,12.917,2.958,15.344,,2.292
2012-12-15,24.864,40.427,15.562,1.667,24.0,,4.292
2012-12-16,14.25,17.604,3.354,1.0,11.875,,2.667
2012-12-17,27.531,49.104,21.573,3.306,22.656,,3.958
2012-12-18,13.719,19.281,5.562,2.042,16.188,,2.667
2012-12-19,19.711,31.99,12.279,1.711,10.859,,3.542
2012-12-20,24.25,40.323,16.073,1.903,9.312,,3.333
2012-12-21,20.636,29.094,8.458,2.834,9.812,,2.292
2012-12-22,18.74,26.281,7.542,2.375,11.542,,3.542
2012-12-23,10.323,12.302,1.979,3.014,17.427,,2.875
2012-12-24,9.958,13.604,3.646,1.875,7.646,,3.083
2012-12-25,15.886,23.281,7.395,2.514,18.614,,3.792
2012-12-26,15.625,22.26,6.636,1.861,5.871,,2.5
2012-12-27,21.504,37.441,15.937,1.771,8.666,,1.478
2012-12-28,22.729,29.208,6.479,2.708,10.416,,2.708
2012-12-29,20.792,28.906,8.114,1.917,4.25,,1.667
2012-12-30,13.563,16.656,3.094,2.0,9.469,,2.583
2012-12-31,6.979,8.229,1.25,1.917,6.958,,2.917
2013-01-01,10.021,11.271,1.25,5.347,38.812,27.292,2.458
2013-01-02,11.614,12.99,1.375,5.361,28.167,19.042,2.083
2013-01-03,22.958,33.875,10.917,2.958,20.604,16.667,2.208
2013-01-04,21.136,35.438,14.302,4.111,27.0,23.25,3.792
2013-01-05,10.344,11.615,1.271,2.278,7.875,7.917,1.542
2013-01-06,18.073,25.854,7.781,1.709,10.854,11.5,2.583
2013-01-07,22.625,39.188,16.562,5.513,20.854,17.5,2.167
2013-01-08,23.25,38.562,15.312,4.014,22.458,17.208,2.5
2013-01-09,10.7,14.805,4.106,2.246,8.606,9.458,1.435
2013-01-10,14.302,20.646,6.344,2.833,9.681,10.417,2.667
2013-01-11,20.614,26.677,6.062,4.403,24.056,24.333,3.917
2013-01-12,18.688,23.469,4.781,5.792,35.153,33.375,3.583
2013-01-13,13.208,16.062,2.854,3.889,26.68,27.125,2.917
2013-01-14,20.114,29.49,9.375,1.68,6.764,7.708,1.458
2013-01-15,17.77,24.886,7.115,1.456,5.896,6.292,2.0
2013-01-16,24.677,41.677,17.0,2.306,10.833,12.042,3.208
2013-01-17,24.927,38.677,13.75,4.292,35.778,31.875,4.542
2013-01-18,14.906,18.312,3.406,5.875,40.639,39.667,4.25
2013-01-19,13.052,16.406,3.354,1.653,10.097,10.292,2.25
2013-01-20,24.562,41.469,16.906,3.417,34.708,31.0,3.458
2013-01-21,12.916,18.24,5.323,2.778,20.555,20.75,3.042
2013-01-22,26.479,39.938,13.458,2.25,18.458,16.0,5.167
2013-01-23,31.768,61.196,29.427,2.588,27.806,23.208,3.13
2013-01-24,31.281,66.521,35.24,3.083,29.014,25.583,2.458
2013-01-25,29.229,48.062,18.834,4.042,27.18,20.167,2.083
2013-01-26,10.375,12.125,1.75,1.778,20.472,19.333,1.792
2013-01-27,17.823,24.218,6.396,2.292,9.125,10.083,0.875
2013-01-28,32.583,65.927,33.344,3.583,24.306,21.25,2.375
2013-01-29,26.635,48.125,21.49,2.958,30.417,27.5,1.708
2013-01-30,29.498,47.24,17.743,2.962,35.309,31.0,3.583
2013-01-31,28.434,40.116,11.682,3.611,27.667,26.208,4.25
2013-02-01,30.771,50.26,19.49,5.042,27.361,24.0,2.125
2013-02-02,32.125,51.021,18.896,5.097,42.208,32.792,2.833
2013-02-03,23.532,43.312,19.782,2.472,44.708,34.208,3.417
2013-02-04,10.864,15.76,4.896,1.639,10.208,9.042,1.292
2013-02-05,15.337,19.633,4.296,1.375,5.23,7.0,1.292
2013-02-06,17.663,20.69,3.027,3.01,6.104,7.625,1.391
2013-02-07,16.336,19.257,2.922,2.736,5.323,7.417,1.583
2013-02-08,14.76,19.823,5.062,1.125,2.312,2.958,1.333
2013-02-09,18.708,24.802,6.094,1.708,6.031,7.042,1.833
2013-02-10,12.177,14.812,2.636,1.736,3.854,6.417,1.292
2013-02-11,7.073,8.719,1.646,1.167,3.208,5.5,1.042
2013-02-12,12.18,15.839,3.659,1.761,3.633,4.167,1.261
2013-02-13,11.385,13.177,1.792,1.417,3.042,3.625,1.042
2013-02-14,10.323,12.865,2.542,1.25,5.729,6.625,1.333
2013-02-15,9.646,13.386,3.74,1.055,6.177,7.667,1.708
2013-02-16,16.667,20.146,3.479,2.806,18.458,20.708,2.417
2013-02-17,24.198,40.49,16.292,4.833,28.563,28.25,2.625
2013-02-18,8.812,10.573,1.76,1.32,8.073,10.292,1.917
2013-02-19,8.812,11.469,2.656,1.486,7.878,10.833,1.458
2013-02-20,16.825,21.742,4.918,1.529,9.323,11.5,1.304
2013-02-21,23.792,36.677,12.886,2.57,13.958,15.667,1.708
2013-02-22,22.51,30.979,8.469,2.208,15.5,18.5,1.958
2013-02-23,18.958,22.146,3.188,2.459,13.427,14.667,1.833
2013-02-24,29.99,50.271,20.281,4.194,25.26,25.833,2.75
2013-02-25,40.573,64.656,24.083,4.889,53.177,47.417,3.708
2013-02-26,25.771,35.198,9.427,4.75,67.75,55.522,3.875
2013-02-27,25.214,34.444,9.23,2.736,26.781,24.25,3.083
2013-02-28,32.004,54.315,22.31,3.89,48.781,34.625,4.174
2013-03-01,20.51,28.063,7.552,2.014,32.823,31.417,2.292
2013-03-02,10.792,12.823,2.031,0.944,13.427,14.167,1.833
2013-03-03,10.583,13.656,3.073,1.125,5.073,6.625,1.167
2013-03-04,18.333,20.719,2.386,3.167,10.875,11.292,1.5
2013-03-05,18.562,24.583,6.021,2.305,21.35,21.25,2.208
2013-03-06,14.917,19.242,4.324,1.356,9.469,11.5,1.522
2013-03-07,14.177,18.417,4.24,1.681,8.104,9.75,1.375
2013-03-08,20.74,29.729,8.99,2.708,15.77,17.042,2.458
2013-03-09,17.281,20.948,3.667,4.708,35.26,36.167,3.125
2013-03-10,14.885,19.75,4.865,1.847,11.031,12.0,1.417
2013-03-11,28.208,42.854,14.646,2.653,11.948,12.5,1.583
2013-03-12,24.25,37.0,12.75,5.597,17.25,17.042,1.375
2013-03-13,20.208,30.594,10.385,2.764,12.646,11.833,2.25
2013-03-14,13.326,17.655,4.329,1.13,13.594,15.208,2.25
2013-03-15,22.188,30.083,7.896,3.667,29.0,29.0,3.542
2013-03-16,18.302,20.781,2.479,3.667,37.688,34.167,2.958
2013-03-17,26.229,36.552,10.323,4.722,41.521,41.167,2.208
2013-03-18,26.892,36.603,9.711,4.865,47.727,36.542,2.958
2013-03-19,20.573,23.136,2.562,3.722,56.688,46.917,2.458
2013-03-20,20.778,30.253,9.476,2.674,22.135,22.958,2.652
2013-03-21,9.021,11.177,2.156,1.056,8.552,10.417,1.333
2013-03-22,19.844,26.927,7.084,2.542,14.49,17.083,2.208
2013-03-23,25.438,30.927,5.49,5.042,35.24,32.167,3.417
2013-03-24,33.51,43.886,10.375,5.861,42.385,41.542,3.458
2013-03-25,37.913,54.769,16.856,6.344,36.982,36.917,2.125
2013-03-26,29.365,44.896,15.531,3.722,41.917,32.375,2.417
2013-03-27,24.218,35.458,11.24,3.319,16.354,15.042,1.958
2013-03-28,24.24,38.177,13.938,4.25,24.594,21.417,1.542
2013-03-29,19.625,20.958,1.334,4.055,21.646,18.667,1.208
2013-03-30,9.729,11.167,1.438,1.181,21.042,16.417,1.875
2013-03-31,24.729,32.573,7.844,2.736,23.99,20.25,2.708
2013-04-01,16.937,18.75,1.813,3.403,21.104,21.292,2.083
2013-04-02,24.74,29.573,4.833,3.695,28.625,24.625,2.958
2013-04-03,16.708,21.177,4.469,2.389,20.925,16.833,2.958
2013-04-04,38.18,51.403,13.223,5.593,28.5,23.375,3.87
2013-04-05,27.906,40.854,12.948,4.653,33.271,26.292,2.375
2013-04-06,14.938,17.552,2.614,1.792,17.094,10.417,1.417
2013-04-07,9.666,11.562,1.896,1.055,9.979,9.583,2.667
2013-04-08,20.698,28.271,7.573,2.361,16.334,14.25,2.333
2013-04-09,17.677,24.344,6.667,2.764,24.531,20.125,2.417
2013-04-10,11.864,16.136,4.271,1.764,15.854,12.583,1.792
2013-04-11,16.182,21.686,5.505,3.391,22.837,18.875,2.833
2013-04-12,14.084,17.031,2.948,4.236,23.781,18.792,2.0
2013-04-13,26.958,33.5,6.542,3.708,25.167,26.375,2.25
2013-04-14,19.198,21.938,2.74,4.041,39.167,31.708,3.125
2013-04-15,20.886,26.438,5.552,3.834,18.25,13.083,1.458
2013-04-16,31.635,45.896,14.26,6.0,31.282,26.875,1.833
2013-04-17,22.042,26.187,4.146,4.403,36.198,27.913,1.542
2013-04-18,22.127,33.662,11.534,3.182,27.979,24.875,2.261
2013-04-19,10.396,12.177,1.781,1.236,16.615,16.125,1.542
2013-04-20,13.031,14.302,1.271,1.792,15.031,13.958,1.875
2013-04-21,9.875,11.114,1.24,1.056,7.479,7.25,1.583
2013-04-22,23.74,32.021,8.281,3.083,19.771,18.25,2.917
2013-04-23,19.24,21.542,2.302,2.931,22.187,17.875,1.75
2013-04-24,20.214,25.742,5.528,1.477,19.614,11.667,2.542
2013-04-25,24.312,36.792,12.479,3.681,36.302,27.542,3.708
2013-04-26,14.875,19.334,4.458,2.528,28.448,23.958,3.0
2013-04-27,17.719,21.666,3.948,3.222,20.49,18.625,2.458
2013-04-28,27.042,31.458,4.417,6.0,29.25,27.5,2.792
2013-04-29,16.448,18.937,2.49,4.667,34.667,31.833,2.333
2013-04-30,19.729,23.24,3.51,2.43,17.958,15.042,1.583
2013-05-01,16.146,20.948,4.802,1.389,14.113,10.458,1.667
2013-05-02,15.249,20.315,5.066,1.932,7.854,7.208,1.304
2013-05-03,16.26,18.812,2.552,2.639,20.26,17.833,1.708
2013-05-04,16.594,18.698,2.104,3.028,31.542,27.333,2.667
