date,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,PM25_mean,CO_mean
2013-05-05,17.562,19.24,1.677,3.736,35.062,29.0,2.958
2013-05-06,17.979,20.021,2.042,3.542,27.948,24.833,2.375
2013-05-07,14.812,17.406,2.594,1.792,20.938,17.125,1.208
2013-05-08,24.396,32.438,8.042,3.583,11.75,9.125,2.083
2013-05-09,35.044,50.718,15.674,6.801,38.844,31.833,2.583
2013-05-10,20.312,23.104,2.792,3.542,33.208,23.625,1.833
2013-05-11,21.25,27.271,6.021,3.819,27.906,21.417,2.5
2013-05-12,22.385,26.24,3.854,5.667,54.031,39.375,4.125
2013-05-13,30.25,38.312,8.063,7.167,59.406,54.458,3.042
2013-05-14,19.927,22.886,2.958,4.778,32.514,27.125,1.333
2013-05-15,25.354,31.188,5.833,5.222,33.625,29.417,1.25
2013-05-16,11.754,13.574,1.819,1.704,30.312,27.909,1.87
2013-05-17,11.302,12.51,1.208,2.583,20.844,20.042,1.083
2013-05-18,12.406,13.656,1.25,2.959,24.417,20.958,1.167
2013-05-19,13.188,14.542,1.354,1.694,19.042,11.375,1.417
2013-05-20,19.104,25.729,6.625,2.917,21.823,17.417,2.333
2013-05-21,22.386,27.708,5.323,4.361,55.25,49.667,2.833
2013-05-22,29.138,38.04,8.902,5.252,61.406,48.348,3.739
2013-05-23,35.604,43.854,8.25,6.931,60.083,44.875,3.75
2013-05-24,37.312,49.104,11.792,8.32,59.167,52.125,3.792
2013-05-25,13.042,14.177,1.136,3.625,44.125,35.208,1.792
2013-05-26,8.656,9.615,0.958,2.597,28.417,22.958,1.208
2013-05-27,8.281,9.344,1.062,2.07,17.542,13.375,0.792
2013-05-28,8.864,10.521,1.656,1.167,17.594,5.75,0.542
2013-05-29,32.552,44.656,12.104,3.542,61.614,40.667,4.042
2013-05-30,23.182,30.754,7.571,4.454,49.531,36.696,2.957
2013-05-31,27.396,33.625,6.229,4.208,39.084,31.625,2.917
2013-06-01,23.74,28.084,4.344,3.5,34.364,26.083,3.042
2013-06-02,7.208,7.49,0.281,0.708,7.958,6.792,1.083
2013-06-03,14.556,16.73,2.174,2.614,24.114,16.875,1.958
2013-06-04,15.604,19.136,3.531,4.0,19.479,17.708,1.417
2013-06-05,15.292,17.282,1.99,4.139,23.425,20.417,1.083
2013-06-06,22.656,28.26,5.604,5.042,25.698,21.5,1.542
2013-06-07,28.51,39.615,11.104,4.514,25.365,20.458,2.5
2013-06-08,16.25,18.573,2.323,3.805,33.885,24.5,0.917
2013-06-09,8.573,9.198,0.625,2.43,18.979,15.958,0.417
2013-06-10,12.448,13.906,1.458,3.5,17.031,14.583,0.542
2013-06-11,13.031,15.0,1.969,3.583,11.448,10.667,0.375
2013-06-12,21.521,27.854,6.334,6.055,21.396,16.0,1.375
2013-06-13,25.032,44.444,19.412,6.562,33.656,25.25,1.565
2013-06-14,26.417,44.344,17.927,6.833,45.542,28.625,2.333
2013-06-15,20.677,35.01,14.333,5.306,31.615,24.292,1.417
2013-06-16,16.292,22.104,5.812,4.458,33.188,26.458,1.833
2013-06-17,18.292,29.927,11.636,3.486,18.635,11.833,1.083
2013-06-18,16.27,30.062,13.792,3.069,23.306,12.043,0.917
2013-06-19,12.875,34.0,21.125,1.069,19.354,6.292,1.583
2013-06-20,15.979,26.032,10.052,1.222,11.729,6.167,0.542
2013-06-21,6.223,6.841,0.618,0.792,7.611,5.708,0.042
2013-06-22,17.844,21.531,3.688,2.944,16.903,11.167,0.792
2013-06-23,21.833,26.052,4.219,2.486,25.653,16.167,2.0
2013-06-24,17.823,20.542,2.718,2.069,25.25,17.917,1.917
2013-06-25,16.26,19.448,3.188,3.069,28.5,20.083,1.0
2013-06-26,15.0,19.344,4.344,1.361,11.466,8.652,1.25
2013-06-27,16.292,22.129,5.838,2.659,14.776,12.292,1.478
2013-06-28,15.688,17.969,2.281,4.125,18.694,17.042,1.375
2013-06-29,11.469,12.792,1.323,3.139,14.542,12.25,1.292
2013-06-30,10.698,12.229,1.531,3.583,11.042,10.417,0.417
2013-07-01,13.73,16.137,2.407,3.696,13.643,11.125,0.583
2013-07-02,12.504,15.108,2.604,2.433,17.278,11.667,0.875
2013-07-03,13.26,19.334,6.073,0.847,18.639,8.708,0.708
2013-07-04,18.114,28.698,10.584,1.25,24.222,12.042,0.958
2013-07-05,5.365,11.584,6.219,0.042,20.153,12.708,0.783
2013-07-06,14.032,20.49,6.458,1.014,15.681,10.542,1.75
2013-07-07,13.052,20.812,7.76,2.25,23.792,14.417,0.75
2013-07-08,13.896,22.864,8.969,4.167,33.444,22.333,0.208
2013-07-09,14.594,27.146,12.552,3.889,27.097,18.042,0.75
2013-07-10,14.0,27.938,13.938,3.139,16.688,13.5,1.042
2013-07-11,16.951,34.194,17.243,4.458,20.278,15.783,0.826
2013-07-12,16.354,24.271,7.916,4.45,34.523,23.917,0.435
2013-07-13,14.115,20.76,6.646,3.181,28.028,15.083,0.667
2013-07-14,10.573,17.583,7.01,2.681,24.792,13.792,1.208
2013-07-15,9.885,18.417,8.531,2.68,17.292,11.625,1.083
2013-07-16,14.01,23.386,9.375,3.0,21.52,15.458,0.583
2013-07-17,10.729,19.094,8.364,2.653,17.354,12.542,0.583
2013-07-18,10.312,21.292,10.979,2.18,15.403,9.625,0.917
2013-07-19,14.469,23.958,9.49,2.944,25.734,15.875,1.625
2013-07-20,16.104,27.167,11.062,3.931,22.361,15.75,1.0
2013-07-21,13.312,17.531,4.219,3.528,32.667,17.667,1.292
2013-07-22,12.896,21.208,8.313,2.667,27.548,16.833,0.792
2013-07-23,11.686,18.624,6.937,1.522,17.067,12.609,0.826
2013-07-24,8.771,15.479,6.709,0.903,20.0,11.167,1.083
2013-07-25,14.954,19.603,4.648,1.39,66.083,36.833,3.043
2013-07-26,17.198,21.875,4.677,1.695,73.056,37.792,2.833
2013-07-27,12.542,15.76,3.219,1.694,67.278,33.042,2.0
2013-07-28,13.458,16.917,3.458,1.945,37.875,21.542,1.167
2013-07-29,13.576,20.072,6.496,1.116,49.708,23.583,2.458
2013-07-30,14.167,19.927,5.761,1.778,59.139,29.708,1.875
2013-07-31,12.083,18.375,6.292,1.889,31.986,16.043,1.208
2013-08-01,13.854,21.177,7.323,1.986,34.291,14.917,1.583
2013-08-02,10.667,17.781,7.115,2.264,25.667,10.375,0.75
2013-08-03,10.708,17.198,6.49,2.306,21.625,9.417,0.458
2013-08-04,8.521,11.542,3.021,0.833,16.222,6.958,0.792
2013-08-05,18.948,28.636,9.688,2.028,37.625,19.083,1.875
2013-08-06,18.93,25.138,6.208,3.639,34.645,17.208,2.13
2013-08-07,15.094,21.349,6.256,2.435,52.708,21.333,1.875
2013-08-08,16.396,23.269,6.874,3.37,43.75,19.625,1.435
2013-08-09,18.438,26.531,8.094,3.639,44.514,20.304,1.625
2013-08-10,17.406,24.427,7.021,4.25,58.208,29.167,1.583
2013-08-11,11.958,14.094,2.136,3.25,83.681,37.042,1.958
2013-08-12,14.04,18.29,4.25,2.824,66.434,32.417,1.625
2013-08-13,12.687,16.948,4.26,3.014,43.111,23.542,1.125
2013-08-14,11.375,14.792,3.417,3.097,27.528,17.25,0.875
2013-08-15,13.115,16.417,3.302,3.639,27.944,15.708,1.0
2013-08-16,10.823,12.302,1.479,3.972,77.139,39.042,1.167
2013-08-17,11.948,14.0,2.052,3.431,61.708,35.083,1.042
2013-08-18,8.771,10.75,1.979,2.806,26.5,14.958,0.333
2013-08-19,10.136,14.26,4.125,3.514,23.694,10.917,0.522
2013-08-20,10.313,13.885,3.573,3.625,17.347,8.75,0.417
2013-08-21,11.281,17.76,6.479,4.347,17.736,7.25,0.083
2013-08-22,12.83,18.058,5.229,3.98,25.625,9.833,0.217
2013-08-23,11.719,19.302,7.584,1.597,21.528,8.583,1.208
2013-08-24,11.948,20.604,8.656,0.819,11.806,3.25,2.208
2013-08-25,11.386,13.625,2.24,1.069,14.417,7.083,1.375
2013-08-26,14.698,17.083,2.386,1.819,17.194,10.333,1.625
2013-08-27,19.354,26.99,7.635,2.597,27.918,16.583,3.783
2013-08-28,20.594,24.552,3.958,3.181,34.389,24.542,3.083
2013-08-29,12.333,16.478,4.144,2.31,32.542,16.875,1.375
2013-08-30,13.007,17.955,4.948,0.229,11.857,3.708,0.5
2013-08-31,13.903,18.57,4.667,0.514,16.25,9.0,1.792
2013-09-01,12.014,13.57,1.555,0.625,19.854,10.708,2.0
2013-09-02,17.417,22.15,4.733,0.847,11.222,4.958,1.708
2013-09-03,16.021,18.323,2.302,0.764,9.118,4.87,0.75
2013-09-04,14.51,18.0,3.49,0.82,10.069,5.0,1.0
2013-09-05,12.474,16.934,4.46,0.991,11.365,7.292,1.174
2013-09-06,14.136,18.427,4.292,1.917,14.383,12.458,0.958
2013-09-07,17.021,18.927,1.906,2.014,25.681,19.125,1.875
2013-09-08,9.906,11.396,1.49,1.042,12.07,9.125,1.167
2013-09-09,12.063,15.01,2.948,1.5,13.083,10.583,0.826
2013-09-10,15.552,19.396,3.844,2.347,22.819,19.75,1.375
2013-09-11,21.168,25.98,4.812,3.489,36.351,27.458,2.208
2013-09-12,24.398,31.929,7.531,4.542,39.439,29.25,2.792
2013-09-13,16.164,23.135,6.971,3.194,52.861,30.625,1.5
2013-09-14,10.281,12.104,1.823,3.153,50.986,31.917,1.042
2013-09-15,8.885,10.489,1.604,1.625,39.616,25.042,1.167
2013-09-16,6.927,8.198,1.271,1.0,13.764,10.5,0.542
2013-09-17,15.927,21.24,5.312,1.722,10.819,8.333,0.375
2013-09-18,20.479,26.51,6.031,2.778,16.597,14.917,1.0
2013-09-19,15.218,16.666,1.449,3.275,21.715,18.625,1.174
2013-09-20,10.75,11.812,1.063,3.083,23.014,17.917,1.167
2013-09-21,11.896,13.979,2.083,3.069,25.653,17.417,0.875
2013-09-22,9.833,11.084,1.25,2.556,26.028,19.125,0.875
2013-09-23,10.812,11.875,1.062,3.194,36.014,27.417,1.375
2013-09-24,14.24,16.833,2.594,2.569,29.4,23.042,1.083
2013-09-25,17.968,27.302,9.334,2.726,23.764,17.042,1.583
2013-09-26,12.479,16.177,3.698,1.319,8.959,7.667,0.75
2013-09-27,12.208,13.958,1.75,1.25,9.443,7.042,0.333
2013-09-28,14.583,16.781,2.198,2.028,16.695,12.167,1.25
2013-09-29,8.115,8.979,0.865,1.889,13.194,8.375,0.667
2013-09-30,15.864,20.562,4.698,1.441,15.979,11.875,0.87
2013-10-01,16.833,34.364,17.531,1.639,16.861,10.042,1.75
2013-10-02,20.104,33.938,13.833,2.306,14.736,11.167,2.042
2013-10-03,13.177,15.607,2.43,1.167,20.055,16.958,1.435
2013-10-04,11.438,12.656,1.219,1.82,13.972,9.792,1.042
2013-10-05,14.823,16.292,1.469,1.542,15.99,11.083,1.25
2013-10-06,9.854,11.563,1.708,2.222,16.917,12.417,1.167
2013-10-07,15.158,17.918,2.76,2.966,17.222,11.5,1.0
2013-10-08,8.614,10.416,1.802,1.917,16.57,9.522,0.0
2013-10-09,11.427,14.688,3.26,0.806,9.611,6.75,0.125
2013-10-10,22.26,33.875,11.615,3.319,21.819,15.5,0.083
2013-10-11,15.938,23.323,7.386,2.028,36.806,29.458,2.083
2013-10-12,11.021,13.51,2.49,1.472,12.695,9.75,0.958
2013-10-13,11.864,13.562,1.698,1.639,11.555,11.708,0.417
2013-10-14,11.896,13.583,1.688,2.736,19.958,17.583,1.25
2013-10-15,18.125,23.062,4.937,2.472,25.097,23.208,2.0
2013-10-16,8.229,11.74,3.51,0.555,9.681,7.917,1.0
2013-10-17,12.052,14.626,2.575,1.244,12.014,10.875,0.696
2013-10-18,15.386,18.438,3.052,2.694,13.625,11.875,0.75
2013-10-19,9.5,10.51,1.01,1.639,9.416,6.25,1.042
2013-10-20,12.521,14.458,1.938,2.417,13.833,10.708,2.042
2013-10-21,11.74,15.031,3.292,0.986,9.528,6.708,1.208
2013-10-22,11.573,14.552,2.979,1.25,8.0,7.667,1.333
2013-10-23,12.264,14.142,1.878,1.039,9.718,8.75,1.043
2013-10-24,22.698,32.969,10.27,0.625,6.431,5.833,1.833
2013-10-25,16.094,20.677,4.584,0.847,16.68,14.25,2.25
2013-10-26,10.136,12.76,2.625,0.944,16.694,13.5,2.5
2013-10-27,13.969,15.823,1.854,1.306,17.278,14.708,2.042
2013-10-28,19.521,29.042,9.521,1.666,18.278,17.542,2.167
2013-10-29,25.406,38.688,13.281,2.167,25.472,23.792,2.5
2013-10-30,23.864,38.583,14.719,2.195,32.458,29.958,3.083
2013-10-31,24.582,32.516,7.934,2.382,32.347,28.625,2.565
2013-11-01,24.386,33.875,9.49,2.528,32.459,32.0,3.167
2013-11-02,21.146,28.594,7.448,3.111,39.5,37.708,3.208
2013-11-03,18.094,21.271,3.177,1.986,28.889,24.917,2.875
2013-11-04,14.031,15.427,1.396,2.319,32.569,30.667,3.417
2013-11-05,20.812,27.312,6.5,1.472,25.46,24.0,2.708
2013-11-06,24.076,35.326,11.25,5.808,26.792,24.875,2.708
2013-11-07,19.344,25.708,6.364,3.778,36.542,30.833,3.917
2013-11-08,21.896,29.282,7.385,3.333,23.896,19.792,2.542
2013-11-09,18.364,24.729,6.365,2.806,25.062,23.792,1.917
2013-11-10,11.646,13.302,1.656,1.569,21.854,19.5,1.833
2013-11-11,10.833,14.656,3.823,1.139,6.771,4.208,1.167
2013-11-12,17.479,25.229,7.75,1.972,10.854,7.917,2.458
2013-11-13,20.917,29.719,8.802,1.528,9.958,12.211,1.667
2013-11-14,18.786,36.148,17.362,4.898,18.021,17.583,1.522
2013-11-15,21.396,28.49,7.094,1.75,14.333,13.5,2.542
2013-11-16,21.625,31.01,9.385,2.444,30.438,29.75,3.042
2013-11-17,12.386,15.104,2.718,2.792,34.104,25.917,2.833
2013-11-18,9.521,14.458,4.938,1.597,6.146,5.833,1.667
2013-11-19,10.5,15.844,5.344,1.639,13.006,9.042,1.739
2013-11-20,11.958,17.614,5.656,1.722,9.084,7.75,1.458
2013-11-21,16.635,23.798,7.162,2.248,11.146,9.375,2.708
2013-11-22,20.625,29.885,9.26,1.903,11.688,11.042,2.5
2013-11-23,21.958,35.854,13.896,2.139,18.792,16.667,2.625
2013-11-24,13.698,17.771,4.073,3.306,18.584,19.583,2.167
2013-11-25,12.771,18.219,5.448,2.916,20.312,15.667,3.042
2013-11-26,12.875,17.271,4.396,1.806,9.188,6.875,1.542
2013-11-27,18.24,26.021,7.781,1.861,17.958,13.167,2.25
2013-11-28,12.04,17.884,5.844,1.504,6.454,7.0,2.13
2013-11-29,11.979,17.438,5.458,1.958,6.042,8.417,1.917
2013-11-30,20.656,34.594,13.938,2.292,25.042,13.292,4.292
2013-12-01,18.968,23.24,4.271,2.556,23.708,23.875,3.708
2013-12-02,23.688,45.458,21.771,2.222,22.938,18.917,3.667
2013-12-03,23.354,40.875,17.521,2.389,15.083,13.0,4.167
2013-12-04,25.698,35.156,9.457,4.341,27.458,24.583,4.542
2013-12-05,28.844,57.614,28.771,3.305,28.146,23.583,4.042
2013-12-06,27.208,38.292,11.083,7.791,56.688,49.958,6.542
2013-12-07,18.677,25.438,6.76,3.014,15.875,16.625,2.917
2013-12-08,20.958,27.365,6.406,2.778,19.646,21.0,2.75
2013-12-09,24.032,46.958,22.927,2.931,28.416,25.292,3.333
2013-12-10,16.176,22.06,5.884,3.79,23.782,24.125,4.478
2013-12-11,12.625,18.417,5.792,2.722,16.208,14.583,3.292
2013-12-12,13.966,20.077,6.111,2.33,7.0,8.458,1.957
2013-12-13,12.718,18.938,6.219,2.583,12.729,11.208,2.292
2013-12-14,11.823,16.208,4.385,2.597,11.812,10.042,2.125
2013-12-15,10.781,12.906,2.125,4.194,13.625,13.083,1.667
2013-12-16,15.614,22.083,6.469,1.889,7.812,7.292,1.125
2013-12-17,15.208,17.833,2.625,3.028,6.604,6.542,1.0
2013-12-18,18.185,26.916,8.732,1.116,4.26,4.391,1.625
2013-12-19,16.104,25.562,9.458,1.514,11.375,9.208,2.208
2013-12-20,10.625,15.084,4.458,2.403,14.208,13.542,2.208
2013-12-21,15.656,21.823,6.167,1.083,9.292,8.292,2.75
2013-12-22,16.698,21.136,4.438,2.319,16.688,13.542,3.667
2013-12-23,16.927,23.875,6.948,1.875,13.896,13.375,4.042
2013-12-24,18.521,27.146,8.625,1.764,13.062,12.542,2.708
2013-12-25,14.479,18.073,3.594,1.667,10.804,9.167,1.375
2013-12-26,28.787,51.408,22.62,4.328,25.542,22.333,2.652
2013-12-27,11.646,15.166,3.521,4.764,26.146,28.083,3.25
2013-12-28,8.99,11.646,2.656,1.542,6.27,5.292,1.042
2013-12-29,9.979,11.917,1.938,2.486,11.729,10.542,2.208
2013-12-30,11.635,14.771,3.135,1.986,13.812,14.0,2.625
2013-12-31,13.646,16.073,2.427,4.0,35.666,32.833,4.0
2014-01-01,4.323,4.792,0.469,1.653,7.604,6.875,1.5
2014-01-02,5.521,6.125,0.604,2.0,8.646,9.52,1.875
2014-01-03,10.125,12.479,2.354,1.472,8.646,7.854,2.792
2014-01-04,18.427,24.104,5.677,2.736,16.667,14.042,2.708
2014-01-05,19.813,27.823,8.01,2.903,26.354,22.708,2.375
2014-01-06,19.737,26.432,6.695,3.13,25.823,19.25,3.0
2014-01-07,14.49,23.573,9.084,2.028,7.052,5.565,2.042
2014-01-08,20.559,31.466,10.907,2.085,12.344,10.52,2.174
2014-01-09,18.312,27.74,9.427,3.359,13.281,11.375,1.917
2014-01-10,11.458,15.01,3.552,3.458,21.718,21.312,2.375
2014-01-11,10.51,12.584,2.073,3.57,22.844,20.52,2.292
2014-01-12,9.729,12.271,2.542,1.861,7.99,7.646,1.375
2014-01-13,21.083,29.969,8.886,1.931,8.636,7.584,1.167
2014-01-14,25.406,35.208,9.802,4.222,15.875,14.0,1.875
2014-01-15,16.896,26.25,9.354,1.792,7.307,4.584,2.333
2014-01-16,19.844,33.167,13.323,3.708,36.438,35.771,4.542
2014-01-17,11.448,15.396,3.948,3.889,24.469,21.312,3.333
2014-01-18,19.708,26.906,7.198,2.847,9.823,9.583,2.083
2014-01-19,16.76,24.094,7.333,4.056,33.188,29.042,3.25
2014-01-20,26.812,35.729,8.916,3.931,36.344,34.084,3.292
2014-01-21,23.188,30.708,7.52,4.444,35.208,30.0,3.167
2014-01-22,14.635,22.668,8.033,1.718,16.75,14.021,2.826
2014-01-23,13.948,20.312,6.365,1.375,12.75,10.334,1.292
2014-01-24,21.687,41.406,19.719,2.569,14.479,12.854,1.667
2014-01-25,15.364,17.708,2.344,2.945,16.479,14.958,1.375
2014-01-26,18.141,24.628,6.487,3.189,25.81,19.667,2.13
2014-01-27,18.292,29.625,11.333,2.222,25.521,24.042,3.375
2014-01-28,13.542,19.979,6.437,1.722,9.49,7.75,2.125
2014-01-29,11.979,13.854,1.875,2.861,7.542,7.888,1.542
2014-01-30,18.677,26.99,8.312,2.555,10.375,10.604,2.833
2014-01-31,11.396,16.094,4.698,2.208,14.729,14.125,2.833
2014-02-01,10.448,11.979,1.531,1.597,5.479,7.188,1.208
2014-02-02,19.99,30.521,10.531,1.972,9.062,9.604,1.875
2014-02-03,20.746,33.227,12.481,2.234,8.021,8.188,1.696
2014-02-04,18.469,22.25,3.781,2.389,11.812,12.021,2.333
2014-02-05,14.998,20.671,5.673,3.455,28.302,26.958,3.304
2014-02-06,24.448,34.167,9.719,2.32,24.062,22.375,3.208
2014-02-07,24.032,37.677,13.646,2.194,20.802,19.77,2.875
2014-02-08,8.156,9.958,1.802,3.0,22.51,21.312,2.083
2014-02-09,8.604,13.104,4.5,1.667,5.125,5.125,1.583
2014-02-10,14.854,22.594,7.74,3.194,21.74,19.5,2.667
2014-02-11,17.958,25.469,7.51,2.361,24.656,22.854,3.042
2014-02-12,18.003,27.208,9.205,2.956,26.795,21.665,3.333
2014-02-13,12.998,19.159,6.161,2.25,8.364,7.938,2.167
2014-02-14,16.948,23.896,6.948,2.639,10.354,10.396,2.667
2014-02-15,18.229,20.74,2.51,4.07,36.5,31.875,3.208
2014-02-16,19.896,21.614,1.719,4.097,53.177,44.916,3.75
2014-02-17,19.5,26.792,7.292,2.528,32.937,27.146,3.417
2014-02-18,16.438,22.594,6.156,2.056,26.823,23.584,4.0
2014-02-19,15.865,20.841,4.976,1.433,11.489,11.875,1.696
2014-02-20,17.238,23.865,6.627,1.556,7.062,7.229,0.792
2014-02-21,18.177,23.229,5.052,2.764,14.375,11.98,0.792
2014-02-22,14.604,17.521,2.917,2.083,16.094,11.166,1.667
2014-02-23,21.984,33.521,11.537,2.896,45.031,32.562,3.375
2014-02-24,25.667,42.344,16.677,3.708,48.406,31.25,2.042
2014-02-25,30.073,46.823,16.75,3.431,45.031,32.666,1.875
2014-02-26,24.375,35.187,10.812,4.898,32.646,24.583,1.667
2014-02-27,11.021,15.865,4.844,1.833,11.302,13.938,0.792
2014-02-28,11.386,12.906,1.521,3.292,18.885,19.438,0.958
2014-03-01,10.719,12.354,1.636,1.806,14.386,14.396,1.292
2014-03-02,17.094,23.5,6.406,2.486,31.584,23.292,1.792
2014-03-03,28.406,41.031,12.625,3.514,28.869,20.708,2.0
2014-03-04,13.396,18.885,5.49,2.057,16.495,13.812,1.667
2014-03-05,17.056,21.537,4.481,1.631,13.427,12.729,1.565
2014-03-06,18.948,22.875,3.927,2.069,16.76,16.792,1.333
2014-03-07,21.521,29.198,7.677,2.639,16.833,15.562,1.958
2014-03-08,16.864,19.792,2.927,2.139,11.302,9.938,1.333
2014-03-09,20.625,26.438,5.812,3.111,17.115,15.062,2.0
2014-03-10,9.346,13.346,4.001,1.922,10.733,9.0,1.833
2014-03-11,11.458,17.042,5.583,2.097,11.698,9.438,1.75
2014-03-12,14.802,19.427,4.625,3.431,28.667,26.125,2.667
2014-03-13,22.863,35.024,12.161,3.061,20.818,18.938,2.583
2014-03-14,15.896,19.104,3.208,2.347,22.031,18.229,2.167
2014-03-15,21.177,25.146,3.969,4.403,21.375,19.167,1.917
2014-03-16,18.729,21.958,3.229,4.667,26.677,25.208,2.292
2014-03-17,25.052,36.208,11.156,5.361,30.667,24.27,3.208
2014-03-18,25.948,29.854,3.906,3.625,24.312,19.534,2.167
2014-03-19,21.108,28.708,7.6,2.485,11.114,9.854,2.087
2014-03-20,21.25,27.833,6.584,2.681,16.625,14.375,1.75
2014-03-21,27.354,44.114,16.76,5.208,31.594,25.0,3.417
2014-03-22,20.886,22.958,2.073,5.805,72.969,54.667,5.375
2014-03-23,13.594,17.573,3.979,2.0,12.417,8.416,1.375
2014-03-24,14.125,17.208,3.084,1.653,10.469,10.0,1.25
2014-03-25,21.065,30.247,9.183,2.256,13.665,12.5,1.833
2014-03-26,31.052,46.573,15.521,4.375,21.042,19.021,2.208
2014-03-27,36.917,48.739,11.823,4.611,29.344,24.666,2.208
2014-03-28,31.26,40.927,9.667,9.792,29.76,26.479,1.583
2014-03-29,19.448,25.74,6.292,5.431,23.042,20.23,1.375
2014-03-30,33.844,46.552,12.708,5.083,37.198,29.604,2.5
2014-03-31,32.844,42.448,9.604,7.25,46.125,35.042,2.083
2014-04-01,22.916,32.875,9.958,3.083,20.583,17.916,2.125
2014-04-02,25.73,30.698,4.969,5.555,21.823,20.769,1.75
2014-04-03,26.69,34.287,7.598,4.782,23.042,19.333,1.87
2014-04-04,11.448,15.156,3.708,0.833,11.969,10.104,1.25
2014-04-05,17.906,20.927,3.021,1.375,17.666,13.958,2.083
2014-04-06,10.094,11.75,1.656,1.555,17.76,15.354,1.833
2014-04-07,27.927,40.573,12.646,3.875,24.542,20.542,2.542
2014-04-08,27.167,38.416,11.25,3.653,23.375,19.938,2.625
2014-04-09,35.955,50.543,14.588,6.503,33.849,28.098,3.167
2014-04-10,22.969,28.531,5.562,3.041,40.802,33.708,2.625
2014-04-11,21.156,24.573,3.417,3.583,18.656,17.271,1.25
2014-04-12,27.125,31.896,4.771,5.681,23.584,20.646,2.25
2014-04-13,19.562,21.532,1.969,3.806,28.177,23.146,2.083
2014-04-14,18.364,22.812,4.448,1.625,16.886,14.334,1.458
2014-04-15,30.781,43.854,13.073,4.792,28.718,23.312,3.292
2014-04-16,36.562,48.906,12.344,5.724,43.01,36.146,3.174
2014-04-17,33.922,45.914,11.992,5.736,31.604,27.146,2.696
2014-04-18,19.677,24.281,4.604,2.319,26.075,22.77,2.167
2014-04-19,12.281,14.062,1.782,1.667,32.625,27.77,1.708
2014-04-20,11.386,12.25,0.864,2.403,18.334,14.583,1.333
2014-04-21,20.885,26.188,5.302,4.431,26.156,20.396,2.833
2014-04-22,36.354,51.208,14.854,5.361,35.198,27.055,3.261
2014-04-23,31.114,41.579,10.465,4.112,32.469,25.875,3.667
2014-04-24,24.052,30.49,6.438,3.792,22.208,20.979,1.542
2014-04-25,20.104,23.198,3.094,4.181,21.51,19.125,1.417
2014-04-26,15.99,17.823,1.833,3.361,21.666,17.25,1.042
2014-04-27,11.167,13.323,2.156,2.514,15.739,13.625,0.708
2014-04-28,11.583,13.135,1.552,3.056,18.033,13.792,0.833
2014-04-29,14.104,16.656,2.552,1.875,10.49,8.146,1.417
2014-04-30,22.573,29.698,7.125,1.764,12.177,9.208,2.292
2014-05-01,17.861,23.784,5.922,2.135,18.542,13.604,2.25
2014-05-02,21.812,26.479,4.667,3.43,38.542,32.021,2.875
2014-05-03,14.677,16.427,1.75,2.389,32.281,26.916,2.208
2014-05-04,16.687,18.521,1.834,3.569,17.146,14.875,1.458
2014-05-05,11.031,12.146,1.114,2.014,19.354,16.917,2.083
2014-05-06,14.521,16.386,1.864,2.583,19.218,16.125,2.333
2014-05-07,20.437,24.792,4.354,3.764,21.448,18.271,1.583
2014-05-08,22.646,28.917,6.271,6.375,33.308,27.104,1.609
2014-05-09,19.668,24.764,5.096,2.553,27.364,22.834,2.083
2014-05-10,14.552,16.114,1.562,2.084,14.73,14.666,1.208
2014-05-11,10.396,11.364,0.969,2.653,22.76,19.271,1.208
2014-05-12,14.76,18.49,3.729,1.319,22.666,14.646,3.292
2014-05-13,25.531,31.729,6.198,4.625,42.5,33.195,4.667
2014-05-14,22.913,26.413,3.5,3.264,33.166,27.938,2.0
2014-05-15,19.352,23.768,4.416,2.481,28.469,22.334,2.609
2014-05-16,20.896,26.0,5.104,4.069,26.292,19.938,3.25
2014-05-17,23.667,27.562,3.896,6.167,41.094,33.771,3.167
2014-05-18,17.083,18.969,1.885,4.917,40.281,32.666,1.917
2014-05-19,14.834,16.49,1.656,4.264,37.854,29.542,0.917
2014-05-20,13.552,14.865,1.312,2.083,25.992,18.271,1.167
2014-05-21,15.419,20.562,5.143,2.428,30.24,23.25,1.417
2014-05-22,22.198,29.26,7.062,3.986,45.167,36.688,2.042
2014-05-23,19.719,24.052,4.334,3.153,22.521,17.979,1.583
2014-05-24,20.313,23.615,3.302,4.5,27.187,20.354,1.292
2014-05-25,14.312,16.292,1.979,4.875,26.5,17.23,0.667
2014-05-26,17.156,21.156,4.0,2.459,32.864,21.084,1.958
2014-05-27,30.708,40.344,9.636,5.236,42.094,27.998,3.333
2014-05-28,21.979,25.989,4.011,4.556,40.125,29.312,1.125
2014-05-29,24.152,29.666,5.514,5.638,53.021,38.542,2.13
2014-05-30,20.104,22.708,2.604,6.847,69.823,46.916,1.792
2014-05-31,22.531,25.688,3.156,7.334,63.24,46.062,2.333
2014-06-01,26.177,31.26,5.083,9.972,59.532,43.166,2.5
2014-06-02,10.979,12.188,1.208,3.25,38.448,24.104,0.292
2014-06-03,9.167,10.287,1.12,2.43,14.116,9.646,0.0
2014-06-04,9.75,10.958,1.208,1.542,14.042,8.979,0.5
2014-06-05,11.229,12.833,1.604,1.347,13.916,10.646,1.042
2014-06-06,14.823,21.354,6.531,1.75,16.646,10.188,1.75
