date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,CO_mean
2011-02-11,14.008,19.867,5.858,,1.104,4.75
2011-02-12,13.058,16.708,3.65,,1.062,5.229
2011-02-13,26.828,44.394,17.567,,0.368,7.125
2011-02-14,26.741,48.072,21.331,,0.951,6.958
2011-02-15,19.493,40.184,20.691,,0.889,6.604
2011-02-16,19.434,36.453,17.018,,1.203,5.522
2011-02-17,12.817,20.817,8.0,,2.75,4.354
2011-02-18,14.4,20.033,5.633,,0.75,5.271
2011-02-19,13.975,19.309,5.333,,0.979,5.062
2011-02-20,23.405,43.152,19.747,,0.972,6.248
2011-02-21,38.5,85.183,46.683,,3.806,9.188
2011-02-22,35.636,53.113,17.477,,1.374,7.166
2011-02-23,23.975,39.83,15.856,,0.869,6.63
2011-02-24,15.483,21.225,5.742,,1.0,5.896
2011-02-25,19.133,25.533,6.4,,0.431,6.0
2011-02-26,7.95,9.992,2.042,,0.0,4.354
2011-02-27,14.268,21.666,7.399,,0.019,5.0
2011-02-28,21.953,37.067,15.114,,0.292,5.542
2011-03-01,34.274,67.96,33.686,,2.493,6.848
2011-03-02,27.908,58.183,30.275,,2.403,6.333
2011-03-03,9.792,12.3,2.508,,0.375,4.771
2011-03-04,13.2,16.925,3.725,,0.333,5.416
2011-03-05,27.092,42.901,15.809,,1.041,5.896
2011-03-06,23.739,49.552,25.813,,1.992,6.854
2011-03-07,21.0,30.267,9.267,,1.903,7.083
2011-03-08,16.144,21.64,5.496,,1.145,6.913
2011-03-09,18.358,26.35,7.992,,0.361,7.084
2011-03-10,10.542,13.25,2.708,,0.042,5.0
2011-03-11,10.2,12.517,2.317,,1.069,4.438
2011-03-12,12.419,16.242,3.823,,0.981,4.555
2011-03-13,20.358,33.333,12.975,,0.75,5.312
2011-03-14,25.475,40.975,15.5,,1.722,5.542
2011-03-15,21.824,36.114,14.289,,1.362,5.956
2011-03-16,33.05,48.258,15.208,,3.0,5.812
2011-03-17,30.308,37.375,7.067,,2.306,5.438
2011-03-18,27.983,46.933,18.95,,3.778,8.166
2011-03-19,10.835,15.58,4.745,,0.028,4.542
2011-03-20,16.45,21.325,4.875,,1.778,4.73
2011-03-21,21.045,28.763,7.718,,1.406,5.055
2011-03-22,39.511,72.506,32.995,,5.594,7.348
2011-03-23,30.758,42.442,11.683,,0.736,5.896
2011-03-24,12.117,13.841,1.725,,3.181,5.584
2011-03-25,7.542,8.692,1.15,,1.431,4.083
2011-03-26,14.517,19.425,4.908,,1.194,4.625
2011-03-27,28.69,40.367,11.677,,3.303,5.792
2011-03-28,25.6,41.633,16.033,,2.361,5.875
2011-03-29,26.061,37.113,11.052,,2.681,5.152
2011-03-30,20.017,26.433,6.417,,3.209,3.729
2011-03-31,10.45,12.375,1.925,,1.333,3.875
2011-04-01,34.917,42.992,8.075,,3.306,6.042
2011-04-02,25.8,36.858,11.058,,4.0,5.854
2011-04-03,6.708,8.425,1.717,,0.75,3.608
2011-04-04,16.183,25.532,9.349,,0.608,4.521
2011-04-05,19.917,26.75,6.833,,1.542,4.701
2011-04-06,31.684,42.05,10.367,,3.278,5.104
2011-04-07,18.967,25.717,6.75,,2.847,3.542
2011-04-08,6.942,7.808,0.867,,0.972,2.896
2011-04-09,15.367,20.933,5.567,,1.528,4.584
2011-04-10,19.233,22.442,3.208,,2.569,5.624
2011-04-11,25.441,38.253,12.812,,3.115,5.818
2011-04-12,27.95,40.967,13.017,,1.567,5.25
2011-04-13,34.675,49.783,15.108,,3.403,5.646
2011-04-14,33.8,46.217,12.417,,6.153,5.729
2011-04-15,35.025,47.642,12.617,,5.667,5.27
2011-04-16,18.633,26.8,8.167,,4.042,4.771
2011-04-17,12.1,14.417,2.317,,1.403,4.0
2011-04-18,26.367,35.887,9.52,,1.797,5.304
2011-04-19,14.284,17.963,3.679,,1.745,4.458
2011-04-20,12.117,16.275,4.158,,0.597,4.208
2011-04-21,27.758,41.992,14.233,,2.25,5.104
2011-04-22,37.975,55.117,17.142,,2.556,5.604
2011-04-23,16.667,19.5,2.833,,1.153,4.583
2011-04-24,14.875,18.325,3.45,,1.903,4.792
2011-04-25,23.362,28.234,4.872,,3.014,4.875
2011-04-26,21.96,29.316,7.355,,2.141,4.479
2011-04-27,8.683,9.667,0.983,,1.222,3.583
2011-04-28,16.158,19.867,3.708,,1.708,4.979
2011-04-29,16.225,20.308,4.083,,1.944,4.625
2011-04-30,12.05,13.042,0.992,,2.139,3.354
2011-05-01,11.242,12.691,1.45,,1.556,3.354
2011-05-02,20.613,30.84,10.227,,1.47,5.826
2011-05-03,23.917,29.767,5.85,,2.611,6.083
2011-05-04,17.025,22.092,5.067,,2.555,5.875
2011-05-05,16.417,19.208,2.792,,2.111,4.292
2011-05-06,20.758,26.1,5.342,,1.959,4.25
2011-05-07,19.983,24.017,4.033,,2.528,4.208
2011-05-08,15.158,17.742,2.583,,3.208,4.271
2011-05-09,28.108,34.756,6.649,,3.424,5.326
2011-05-10,27.299,50.18,22.88,,3.899,4.562
2011-05-11,18.458,32.208,13.75,,1.181,3.979
2011-05-12,28.346,48.824,20.478,,1.742,4.718
2011-05-13,11.317,13.267,1.95,,1.972,4.042
2011-05-14,15.108,17.533,2.425,,2.806,4.625
2011-05-15,14.558,17.783,3.225,,2.847,4.125
2011-05-16,25.475,32.483,7.008,,3.971,4.458
2011-05-17,23.924,32.524,8.6,,3.382,4.792
2011-05-18,28.683,39.967,11.283,,3.347,4.916
2011-05-19,20.799,26.323,5.524,,3.71,4.314
2011-05-20,18.616,23.108,4.492,,3.0,3.604
2011-05-21,14.517,19.258,4.742,,2.528,3.229
2011-05-22,7.075,9.392,2.317,,0.764,3.125
2011-05-23,11.458,16.349,4.892,,0.333,4.021
2011-05-24,18.084,24.2,6.115,,0.972,4.416
2011-05-25,26.725,38.667,11.942,,3.208,4.792
2011-05-26,31.132,41.378,10.247,,3.725,5.0
2011-05-27,18.675,25.659,6.983,,0.667,4.792
2011-05-28,30.575,48.917,18.342,,1.611,6.042
2011-05-29,8.008,13.108,5.1,,0.431,3.708
2011-05-30,10.517,14.283,3.767,,1.278,3.729
2011-05-31,17.019,23.526,6.507,,1.306,3.98
2011-06-01,22.125,28.617,6.492,,1.917,4.354
2011-06-02,25.123,33.343,8.22,,2.884,4.629
2011-06-03,24.908,38.233,13.325,,3.417,5.375
2011-06-04,16.983,24.242,7.258,,4.375,4.146
2011-06-05,19.967,25.225,5.258,,4.431,4.271
2011-06-06,26.498,37.441,10.943,,4.273,5.208
2011-06-07,24.42,32.039,7.618,,3.466,5.032
2011-06-08,19.1,23.7,4.6,,2.792,3.896
2011-06-09,21.966,27.698,5.732,,3.927,4.087
2011-06-10,26.75,39.742,12.992,,3.986,4.562
2011-06-11,17.167,20.667,3.5,,1.708,4.771
2011-06-12,21.041,26.45,5.408,,2.43,5.666
2011-06-13,21.233,26.79,5.556,,3.431,4.625
2011-06-14,19.217,25.692,6.476,,2.216,4.812
2011-06-15,31.125,42.9,11.775,,3.375,4.917
2011-06-16,26.025,33.568,7.543,,2.087,5.072
2011-06-17,20.758,26.817,6.058,,2.278,4.562
2011-06-18,31.058,39.342,8.284,,2.708,6.125
2011-06-19,22.575,27.092,4.517,,3.306,5.312
2011-06-20,19.558,25.85,6.292,,2.278,3.75
2011-06-21,18.283,27.3,9.017,,2.298,3.479
2011-06-22,18.775,35.792,17.017,,4.32,3.584
2011-06-23,9.976,21.612,11.636,,2.203,3.044
2011-06-24,9.042,16.875,7.833,,2.111,2.729
2011-06-25,8.992,18.992,10.0,,2.292,2.916
2011-06-26,5.125,10.308,5.184,,1.181,2.729
2011-06-27,4.175,8.483,4.308,,0.889,2.5
2011-06-28,8.989,18.098,9.108,,1.764,2.958
2011-06-29,19.432,35.432,16.001,,4.293,3.812
2011-06-30,21.971,36.603,14.632,,5.319,3.693
2011-07-01,21.616,35.403,13.787,,5.514,3.23
2011-07-02,21.005,28.153,7.148,,4.847,4.479
2011-07-03,16.63,19.98,3.35,,4.194,4.792
2011-07-04,13.923,18.88,4.956,,2.204,3.0
2011-07-05,20.095,24.314,4.219,,3.354,4.334
2011-07-06,23.37,31.008,7.637,,4.389,4.119
2011-07-07,15.724,30.296,14.572,,1.986,3.782
2011-07-08,8.658,20.917,12.258,,1.75,2.896
2011-07-09,6.125,11.525,5.4,,1.528,2.521
2011-07-10,9.3,16.317,7.017,,3.042,2.708
2011-07-11,9.544,18.405,8.862,,2.492,3.042
2011-07-12,13.222,30.392,17.171,,2.972,3.354
2011-07-13,12.0,28.375,16.375,,3.181,3.292
2011-07-14,10.342,20.547,10.205,,2.899,2.732
2011-07-15,18.825,34.258,15.433,,4.514,3.166
2011-07-16,19.925,32.408,12.483,,4.861,4.02
2011-07-17,15.9,24.467,8.567,,3.722,3.916
2011-07-18,7.933,19.558,11.625,,1.167,3.188
2011-07-19,5.684,12.856,7.172,,0.333,2.812
2011-07-20,7.577,14.198,6.622,,0.687,3.27
2011-07-21,18.682,28.439,9.757,,2.455,3.978
2011-07-22,14.7,21.892,7.192,,2.042,3.396
2011-07-23,17.366,25.925,8.558,,3.333,3.916
2011-07-24,10.85,14.325,3.475,,1.792,3.479
2011-07-25,10.225,14.228,4.003,,2.136,2.896
2011-07-26,14.283,23.292,9.008,,2.695,3.166
2011-07-27,8.567,16.125,7.558,,1.868,2.5
2011-07-28,14.621,30.748,16.127,,3.58,3.367
2011-07-29,26.5,47.742,21.242,,5.611,4.48
2011-07-30,18.175,30.342,12.167,,3.139,3.75
2011-07-31,12.5,16.842,4.342,,2.167,4.02
2011-08-01,19.839,27.099,7.26,,3.0,4.212
2011-08-02,14.608,24.003,9.395,,2.417,3.352
2011-08-03,13.638,20.009,6.371,,2.526,3.188
2011-08-04,20.01,29.576,9.566,,3.638,3.434
2011-08-05,10.823,15.438,4.614,,2.042,3.146
2011-08-06,9.364,15.604,6.24,,2.695,2.854
2011-08-07,8.49,14.114,5.625,,3.014,2.542
2011-08-08,13.629,22.899,9.27,,2.319,2.916
2011-08-09,21.026,36.501,15.475,,3.805,4.292
2011-08-10,21.422,31.133,9.71,,4.653,4.188
2011-08-11,15.093,20.694,5.601,,2.841,3.66
2011-08-12,17.517,24.942,7.425,,2.569,4.375
2011-08-13,13.3,17.425,4.125,,2.625,4.292
2011-08-14,5.85,6.708,0.858,,2.431,2.5
2011-08-15,10.517,12.525,2.008,,3.514,3.208
2011-08-16,12.419,14.479,2.06,,3.35,3.087
2011-08-17,17.12,23.513,6.394,,3.458,3.562
2011-08-18,17.153,24.798,7.645,,3.536,3.348
2011-08-19,9.375,12.241,2.867,,1.389,4.354
2011-08-20,11.3,14.65,3.35,,0.778,4.354
2011-08-21,10.358,14.125,3.767,,0.778,4.875
2011-08-22,14.208,19.95,5.742,,1.653,4.416
2011-08-23,15.142,23.601,8.459,,2.141,4.055
2011-08-24,9.408,15.925,6.517,,2.424,3.0
2011-08-25,9.296,20.39,11.094,,2.594,3.03
2011-08-26,10.942,20.217,9.275,,2.583,3.875
2011-08-27,12.417,16.975,4.558,,1.425,3.896
2011-08-28,10.892,13.542,2.65,,1.708,4.208
2011-08-29,18.467,25.3,6.833,,3.278,4.229
2011-08-30,18.273,24.995,6.722,,1.872,4.625
2011-08-31,11.15,15.55,4.4,,1.014,3.666
2011-09-01,9.172,20.658,11.486,,0.377,4.522
2011-09-02,4.5,9.35,4.85,,0.361,3.188
2011-09-03,5.417,6.967,1.55,,0.361,3.125
2011-09-04,9.742,11.55,1.808,,1.389,3.208
2011-09-05,10.604,14.765,4.161,,0.918,3.604
2011-09-06,14.599,21.596,6.998,,1.019,3.771
2011-09-07,23.167,32.1,8.933,,2.559,5.142
2011-09-08,20.132,27.99,7.859,,2.406,4.746
2011-09-09,14.592,22.475,7.883,,2.056,3.688
2011-09-10,9.308,14.95,5.642,,1.944,3.646
2011-09-11,6.792,11.383,4.592,,1.695,3.02
2011-09-12,11.655,19.276,7.621,,1.653,3.458
2011-09-13,16.983,28.292,11.309,,2.467,3.916
2011-09-14,16.733,25.008,8.275,,2.486,4.188
2011-09-15,15.232,26.833,11.601,,1.609,3.87
2011-09-16,14.808,25.05,10.242,,1.042,4.104
2011-09-17,9.148,15.958,6.811,,1.63,3.718
2011-09-18,7.783,15.692,7.908,,1.736,4.083
2011-09-19,6.408,12.142,5.733,,1.417,3.438
2011-09-20,10.356,16.614,6.258,,0.522,4.146
2011-09-21,8.508,11.45,2.942,,0.806,3.708
2011-09-22,11.661,15.399,3.738,,1.71,4.265
2011-09-23,13.317,18.75,5.433,,0.875,5.062
2011-09-24,12.533,17.658,5.125,,0.466,4.875
2011-09-25,12.325,14.725,2.4,,1.896,5.104
2011-09-26,21.233,30.133,8.9,,0.771,6.188
2011-09-27,16.291,22.897,6.606,,0.872,5.042
2011-09-28,18.95,25.108,6.158,,1.528,5.146
2011-09-29,16.817,25.321,8.505,,2.058,4.217
2011-09-30,12.383,15.7,3.317,,1.347,3.812
2011-10-01,8.267,11.6,3.333,,0.444,3.875
2011-10-02,8.3,10.792,2.492,,0.875,3.73
2011-10-03,10.852,16.269,5.417,,0.376,3.584
2011-10-04,23.658,35.462,11.805,,1.129,5.033
2011-10-05,21.833,36.067,14.233,,0.722,5.479
2011-10-06,12.906,17.874,4.967,,1.913,4.047
2011-10-07,16.317,20.85,4.533,,1.681,5.416
2011-10-08,17.933,23.1,5.167,,1.667,5.916
2011-10-09,13.3,15.383,2.084,,2.569,5.896
2011-10-10,18.425,22.225,3.8,,3.694,6.521
2011-10-11,24.9,38.842,13.942,,3.136,7.226
2011-10-12,21.775,34.613,12.837,,1.737,6.672
2011-10-13,31.732,50.203,18.471,,1.957,7.761
2011-10-14,22.2,35.308,13.108,,1.056,5.584
2011-10-15,11.183,15.792,4.608,,1.931,4.25
2011-10-16,8.917,10.466,1.55,,3.306,4.542
2011-10-17,18.146,25.376,7.23,,2.496,5.521
2011-10-18,14.164,21.758,7.594,,0.52,4.125
2011-10-19,12.133,17.467,5.333,,0.584,3.958
2011-10-20,24.248,33.845,9.596,,2.014,5.534
2011-10-21,17.508,26.275,8.767,,0.903,4.792
2011-10-22,8.692,11.283,2.591,,1.056,3.23
2011-10-23,10.825,14.367,3.542,,1.292,4.333
2011-10-24,15.808,27.817,12.008,,1.153,4.708
2011-10-25,14.048,20.363,6.315,,2.176,4.584
2011-10-26,16.517,27.208,10.692,,0.431,4.75
2011-10-27,18.559,31.175,12.616,,0.928,4.848
2011-10-28,26.858,39.342,12.483,,1.333,5.708
2011-10-29,23.992,32.525,8.533,,2.0,5.98
2011-10-30,17.308,22.108,4.8,,1.167,6.062
2011-10-31,15.85,25.45,9.6,,0.556,4.916
2011-11-01,28.926,44.509,15.583,,1.947,5.771
2011-11-02,26.349,41.439,15.09,,2.116,5.792
2011-11-03,25.836,40.635,14.799,,1.899,6.674
2011-11-04,26.917,49.175,22.258,,2.014,6.958
2011-11-05,26.4,43.433,17.033,,1.792,6.229
2011-11-06,17.217,23.783,6.567,,2.236,5.125
2011-11-07,10.65,16.8,6.15,,0.472,4.084
2011-11-08,15.644,29.044,13.4,,0.507,4.875
2011-11-09,17.686,30.633,12.947,,0.417,4.771
2011-11-10,18.1,31.132,13.032,,0.623,4.826
2011-11-11,20.142,37.092,16.95,,0.486,6.0
2011-11-12,18.225,30.725,12.5,,1.042,6.27
2011-11-13,15.767,24.683,8.916,,2.514,6.958
2011-11-14,20.145,30.011,9.866,,2.551,6.848
2011-11-15,16.612,22.15,5.538,,2.319,4.646
2011-11-16,18.283,30.342,12.058,,0.944,5.292
2011-11-17,19.393,30.464,11.071,,2.435,5.978
2011-11-18,30.267,44.45,14.183,,2.764,6.0
2011-11-19,17.242,20.525,3.283,,1.639,4.708
2011-11-20,8.55,10.342,1.792,,1.694,4.271
2011-11-21,15.083,19.916,4.833,,1.944,4.146
2011-11-22,23.916,41.666,17.75,,1.607,6.312
2011-11-23,21.608,33.033,11.425,,2.347,5.542
2011-11-24,11.022,14.696,3.675,,1.957,3.739
2011-11-25,20.267,29.983,9.717,,1.472,5.27
2011-11-26,20.8,37.342,16.542,,0.986,6.062
2011-11-27,23.108,38.733,15.625,,1.806,7.729
2011-11-28,29.692,92.375,62.683,,2.111,10.625
2011-11-29,28.242,76.877,48.636,,2.37,8.584
2011-11-30,19.2,47.367,28.167,,1.334,6.48
2011-12-01,7.958,12.912,4.954,,0.464,3.761
2011-12-02,14.125,24.141,10.017,,0.375,4.77
2011-12-03,14.717,21.825,7.108,,1.236,4.604
2011-12-04,10.925,14.992,4.067,,0.667,4.062
2011-12-05,18.609,34.842,16.233,,0.86,5.646
2011-12-06,25.3,50.183,24.883,,1.333,7.438
2011-12-07,24.324,62.045,37.72,,1.832,7.416
2011-12-08,23.641,38.104,14.463,,2.246,6.782
2011-12-09,11.8,17.217,5.417,,0.889,4.771
2011-12-10,16.167,26.417,10.25,,1.25,5.021
2011-12-11,15.825,23.783,7.958,,1.694,6.125
2011-12-12,22.858,49.658,26.8,,1.722,7.542
2011-12-13,21.618,49.577,27.958,,1.153,6.792
2011-12-14,26.401,53.283,26.882,,1.647,7.231
2011-12-15,21.225,53.69,32.465,,2.478,7.218
2011-12-16,16.425,22.242,5.817,,2.861,4.375
2011-12-17,15.992,23.575,7.583,,2.0,4.77
2011-12-18,12.442,15.767,3.325,,2.306,4.25
2011-12-19,20.729,30.562,9.834,,2.278,5.708
2011-12-20,22.642,35.792,13.15,,2.128,6.0
2011-12-21,25.867,53.192,27.325,,3.778,7.23
2011-12-22,22.306,43.686,21.379,,4.043,6.978
2011-12-23,13.933,19.667,5.733,,0.819,4.916
2011-12-24,15.467,27.508,12.042,,2.667,5.333
2011-12-25,7.067,8.958,1.892,,2.056,3.646
2011-12-26,15.742,22.925,7.183,,1.889,4.604
2011-12-27,20.721,39.297,18.575,,0.348,6.062
2011-12-28,24.725,53.167,28.442,,0.986,7.292
2011-12-29,17.665,41.013,23.348,,3.0,6.587
2011-12-30,8.341,11.408,3.067,,0.528,4.562
2011-12-31,14.333,19.767,5.433,,1.014,5.854
2012-01-01,8.717,10.483,1.767,,1.875,4.75
2012-01-02,9.375,11.133,1.758,,2.666,4.375
2012-01-03,10.289,11.673,1.385,,2.333,3.804
2012-01-04,12.258,15.617,3.358,,0.486,4.416
2012-01-05,21.4,31.808,10.408,,1.083,6.396
2012-01-06,18.675,25.483,6.808,,1.25,6.396
2012-01-07,26.758,51.825,25.067,,1.972,7.73
2012-01-08,27.725,54.825,27.1,,2.514,7.312
2012-01-09,21.92,40.271,18.351,,2.17,6.02
2012-01-10,13.213,16.96,3.748,,2.171,3.935
2012-01-11,25.193,42.134,16.941,,1.315,6.084
2012-01-12,29.775,53.75,23.975,,2.062,7.688
2012-01-13,24.741,36.65,11.908,,2.404,7.708
2012-01-14,9.325,10.958,1.633,,0.757,4.396
2012-01-15,17.558,24.292,6.733,,1.219,5.646
2012-01-16,27.629,53.048,25.418,,1.464,6.979
2012-01-17,15.647,21.386,5.74,,1.404,5.652
2012-01-18,17.791,23.426,5.636,,0.952,4.812
2012-01-19,23.1,37.833,14.733,,2.639,6.229
2012-01-20,9.675,11.758,2.083,,2.0,5.479
2012-01-21,34.017,58.392,24.375,,1.75,7.98
2012-01-22,23.875,38.35,14.475,,1.583,6.042
2012-01-23,18.104,26.005,7.902,,0.163,5.0
2012-01-24,20.577,41.687,21.11,,2.745,5.13
2012-01-25,10.892,13.499,2.607,,2.526,4.104
2012-01-26,7.608,9.158,1.55,,0.875,3.417
2012-01-27,11.867,14.208,2.342,,1.833,4.52
2012-01-28,17.15,22.767,5.617,,1.278,4.666
2012-01-29,27.575,50.367,22.792,,2.583,6.562
2012-01-30,25.863,39.417,13.553,,1.848,6.25
2012-01-31,30.872,53.266,22.395,,2.033,7.239
2012-02-01,32.649,57.902,25.253,,2.941,6.542
2012-02-02,24.658,39.075,14.417,,5.069,5.521
2012-02-03,13.883,16.442,2.558,,1.014,5.334
2012-02-04,28.942,46.65,17.708,,1.597,6.833
2012-02-05,11.778,16.5,4.722,,0.756,4.542
2012-02-06,21.525,31.283,9.758,,0.861,5.521
2012-02-07,18.193,23.386,5.193,,2.956,4.76
2012-02-08,13.328,16.626,3.298,,1.251,4.292
2012-02-09,18.992,26.225,7.233,,0.875,5.48
2012-02-10,14.367,17.825,3.458,,2.305,5.084
2012-02-11,10.691,12.875,2.184,,2.555,5.312
2012-02-12,26.158,35.417,9.258,,1.75,6.104
2012-02-13,19.489,24.978,5.488,,2.24,5.792
2012-02-14,29.805,51.86,22.054,,2.072,6.696
2012-02-15,21.247,29.796,8.549,,1.081,6.0
2012-02-16,8.55,11.058,2.508,,0.195,4.438
2012-02-17,16.2,19.367,3.167,,0.778,5.084
2012-02-18,25.467,40.683,15.217,,0.319,6.562
2012-02-19,12.192,16.842,4.65,,0.167,4.812
2012-02-20,20.702,42.309,21.607,,0.746,5.146
2012-02-21,18.777,23.943,5.166,,2.113,5.636
2012-02-22,22.776,35.13,12.354,,2.824,6.22
2012-02-23,15.741,19.2,3.458,,2.069,5.562
2012-02-24,9.042,10.592,1.55,,1.319,4.208
2012-02-25,16.008,22.483,6.475,,0.514,4.854
2012-02-26,25.575,35.925,10.35,,1.611,5.979
2012-02-27,27.599,40.627,13.029,,2.639,7.104
2012-02-28,31.064,50.786,19.722,,1.886,6.718
2012-02-29,,,,,,
2012-03-01,24.873,32.339,7.467,,2.485,5.146
2012-03-02,8.803,10.671,1.868,,0.833,4.98
2012-03-03,9.554,11.326,1.771,,0.625,4.333
2012-03-04,23.431,34.231,10.8,,2.042,5.542
2012-03-05,31.565,46.98,15.415,,5.069,7.584
2012-03-06,35.783,66.451,30.667,,3.601,7.954
2012-03-07,36.633,55.112,18.479,,4.517,6.348
2012-03-08,35.432,56.341,20.909,,5.185,5.796
2012-03-09,37.138,47.911,10.773,,5.514,7.958
2012-03-10,16.249,18.502,2.254,,2.195,5.625
2012-03-11,14.858,19.925,5.067,,0.292,4.584
2012-03-12,30.72,46.439,15.719,,2.503,5.084
2012-03-13,13.532,16.135,2.602,,1.75,3.521
2012-03-14,8.074,10.5,2.426,,0.286,3.76
2012-03-15,27.793,39.635,11.842,,1.453,5.438
2012-03-16,27.783,42.85,15.067,,3.903,6.542
2012-03-17,15.25,17.058,1.808,,3.528,5.584
2012-03-18,12.133,14.9,2.767,,2.208,3.188
2012-03-19,29.475,39.283,9.808,,4.097,6.771
2012-03-20,38.311,54.087,15.776,,4.597,6.146
2012-03-21,11.59,14.912,3.322,,0.66,4.087
2012-03-22,29.476,43.47,13.994,,3.078,5.188
2012-03-23,12.317,15.533,3.217,,1.292,4.854
2012-03-24,14.483,17.125,2.642,,1.916,4.771
2012-03-25,10.2,12.786,2.586,,0.866,4.5
2012-03-26,17.375,23.792,6.416,,0.681,4.979
2012-03-27,32.621,48.473,15.852,,1.0,6.48
2012-03-28,35.492,55.108,19.617,,2.397,6.283
2012-03-29,26.302,47.428,21.126,,3.738,5.604
2012-03-30,10.283,12.233,1.95,,0.917,4.146
2012-03-31,12.225,14.359,2.134,,1.43,4.396
2012-04-01,11.292,13.908,2.617,,1.097,4.542
2012-04-02,18.675,25.3,6.625,,1.708,4.458
2012-04-03,11.169,12.224,1.055,,1.888,3.646
2012-04-04,11.55,13.317,1.767,,2.486,3.708
2012-04-05,14.459,17.078,2.618,,2.617,4.522
2012-04-06,14.412,18.122,3.711,,1.423,4.542
2012-04-07,10.05,12.716,2.667,,0.611,4.25
2012-04-08,16.525,19.208,2.683,,1.5,4.77
2012-04-09,27.642,39.608,11.966,,4.264,5.75
2012-04-10,27.492,38.35,10.858,,4.722,5.75
2012-04-11,22.321,26.282,3.961,,2.03,4.625
2012-04-12,25.964,31.628,5.664,,3.759,5.326
2012-04-13,25.299,34.265,8.967,,1.134,5.896
2012-04-14,10.025,12.458,2.433,,0.403,4.229
2012-04-15,17.391,20.117,2.725,,2.292,4.166
2012-04-16,31.14,44.094,12.955,,2.958,5.75
2012-04-17,19.683,33.992,14.308,,1.722,5.166
2012-04-18,27.135,36.351,9.216,,3.215,5.166
2012-04-19,24.878,32.672,7.793,,2.522,4.565
2012-04-20,30.859,42.105,11.247,,1.76,5.48
2012-04-21,16.117,21.208,5.092,,1.125,4.416
2012-04-22,10.808,12.725,1.917,,0.361,4.166
2012-04-23,22.988,32.427,9.439,,3.597,4.896
2012-04-24,30.008,39.775,9.767,,4.889,6.646
2012-04-25,26.274,35.436,9.161,,4.199,5.812
2012-04-26,22.321,27.391,5.07,,1.472,5.434
2012-04-27,16.905,21.434,4.53,,1.194,4.021
2012-04-28,27.867,35.758,7.892,,3.18,4.958
2012-04-29,15.208,17.592,2.383,,2.472,4.188
2012-04-30,15.317,21.258,5.942,,1.681,4.688
2012-05-01,12.608,16.067,3.458,,0.57,3.792
2012-05-02,6.92,9.691,2.771,,0.0,3.396
2012-05-03,7.264,8.722,1.458,,1.217,3.608
2012-05-04,6.48,7.649,1.169,,1.028,3.479
2012-05-05,13.45,16.491,3.042,,2.167,4.708
2012-05-06,15.05,16.792,1.742,,2.93,4.958
2012-05-07,31.892,42.458,10.567,,3.125,5.396
2012-05-08,33.3,41.708,8.408,,3.958,6.375
2012-05-09,31.949,42.039,10.089,,3.869,6.25
2012-05-10,10.6,13.349,2.75,,0.19,4.022
2012-05-11,7.747,11.962,4.215,,0.042,3.271
